标题,开发商,房子信息,发布信息,售价/万,单价
金兰小区 3室2厅 南,金兰小区 -罗浮广场,3室2厅 | 134.76平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,3人关注 / 25天以前发布,64.8,"4,809元/平"
南外三里坪精装3房2卫，采光好，值得一看,龙脉·江南世家 -三里坪,3室2厅 | 116平米 | 西南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 2个月以前发布,63,"5,432元/平"
和悦府 4室1厅 东南,和悦府 -金龙大道,4室1厅 | 135平米 | 东南 | 其他 | 中楼层(共10层)  | 塔楼,14人关注 / 4个月以前发布,92.5,"6,852元/平"
满两年，户型光线好.花园小区...,市委大院家属院 -老车坝,3室1厅 | 75平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,35,"4,667元/平"
地段好，电梯花园小区，。。。。。。。。。。。,六合世家 -万达路,3室2厅 | 132平米 | 西南 | 其他 | 低楼层(共24层)  | 塔楼,0人关注 / 6个月以前发布,101,"7,652元/平"
华泰花园+精装4室2厅2卫，户型方正采光好+繁华地段,华泰花园 -西客站,4室2厅 | 155平米 | 南 北 | 其他 | 中楼层(共9层)  | 板楼,3人关注 / 一年前发布,65,"4,194元/平"
火车站旁四房两厅两卫，适合两三带人居住,罗浮·道城 -西客站,5室2厅 | 118平米 | 南 | 其他 | 高楼层(共22层)  | 塔楼,4人关注 / 一年前发布,82,"6,950元/平"
"大平方,楼中楼,双证齐，满五,户型方正,明厨明卫 .",中国农业发展银行家属院 -万达路,6室2厅 | 212平米 | 西 | 简装 | 低楼层(共15层)  | 板塔结合,5人关注 / 一年前发布,95,"4,482元/平"
南外大四房，楼顶带独立单间可使用,鑫政花园 -南客站,4室2厅 | 135平米 | 南 | 其他 | 高楼层(共8层)  | 板塔结合,7人关注 / 一年前发布,58,"4,297元/平"
金兰小区 5室1厅 南 北,金兰小区 -罗浮广场,5室1厅 | 172平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,2人关注 / 9个月以前发布,95,"5,524元/平"
花溪街74号   套四   步梯,花溪街74号 -万达路,3室2厅 | 122.94平米 | 北 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 一年前发布,41,"3,335元/平"
西外达一中教师家属院大三房朝小区户型方正满二,翰墨苑 -罗浮广场,3室2厅 | 129平米 | 南 西南 | 其他 | 低楼层(共26层)  | 塔楼,0人关注 / 一年前发布,80,"6,202元/平"
带花园洋房，低密度小区，一梯两户，精装修保养新,四季花城二期 -罗浮广场,4室2厅 | 114平米 | 南 | 其他 | 低楼层(共8层)  | 塔楼,3人关注 / 5个月以前发布,248,"21,755元/平"
锦瑞苑 3室2厅 南,锦瑞苑 -罗浮广场,3室2厅 | 172平米 | 南 | 其他 | 高楼层(共16层)  | 塔楼,1人关注 / 7个月以前发布,105,"6,105元/平"
花园小区步梯低楼层，四房户型好，居家安静舒适,宏源小区 -万达路,4室2厅 | 138平米 | 东南 | 精装 | 低楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,68,"4,928元/平"
此房满2年，面朝整个小区中庭景观，带露台花园,一品南庭 -南客站,4室2厅 | 132.5平米 | 东南 | 其他 | 高楼层(共22层)  | 塔楼,7人关注 / 一年前发布,110,"8,302元/平"
装修很好 出行方便，户型方正，居住舒适,一品南庭 -南客站,4室2厅 | 130平米 | 东南 | 其他 | 高楼层(共25层)  | 塔楼,10人关注 / 一年前发布,123,"9,462元/平"
花园小区，给你一个把家安在公园的房子，24小时安保,一品南庭 -南客站,4室2厅 | 101.72平米 | 东北 | 精装 | 低楼层(共28层)  | 塔楼,28人关注 / 一年前发布,74.2,"7,295元/平"
达竹矿务局 3室2厅 东南,达竹矿务局 -老车坝,3室2厅 | 82.93平米 | 东南 | 其他 | 高楼层(共12层)  | 板塔结合,0人关注 / 11个月以前发布,48,"5,789元/平"
中梁首府 4室2厅 南,中梁首府 -莲花湖,4室2厅 | 142.34平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,0人关注 / 7个月以前发布,119.5,"8,396元/平"
南外高档花园小区，精装拎包入住....,中迪·国际社区 -南客站,4室2厅 | 105平米 | 东 西 | 其他 | 低楼层(共33层)  | 塔楼,4人关注 / 一年前发布,90,"8,572元/平"
本房为套四住房清水带大阳台还带一个屋顶花园光线户,四川省煤田地质局一三七队南城生活区 -南客站,4室1厅 | 160平米 | 西南 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 4个月以前发布,65,"4,063元/平"
天合佳苑 3室2厅 南,天合佳苑 -南客站,3室2厅 | 107.7平米 | 南 | 其他 | 高楼层(共25层)  | 暂无数据,0人关注 / 3个月以前发布,58,"5,386元/平"
四川省煤田地质局一三七队南城生活区 4室2厅 南 北,四川省煤田地质局一三七队南城生活区 -南客站,4室2厅 | 160平米 | 南 北 | 其他 | 中楼层(共14层)  | 暂无数据,1人关注 / 4个月以前发布,90,"5,625元/平"
天誉誉府 5室2厅 南,天誉誉府 -莲花湖,5室2厅 | 142平米 | 南 | 其他 | 中楼层(共31层)  | 塔楼,1人关注 / 一年前发布,135,"9,508元/平"
东升·教育花园 3室2厅 南,东升·教育花园 -南客站,3室2厅 | 110平米 | 南 | 其他 | 中楼层(共8层)  | 板塔结合,5人关注 / 一年前发布,65,"5,910元/平"
南北互通格局，楼层居中，视野开阔，采光充足,达川区地税局职工住宅区 -南客站,4室2厅 | 168.5平米 | 东北 | 其他 | 低楼层(共9层)  | 板楼,4人关注 / 一年前发布,77,"4,570元/平"
南庭春天里 优质四房 户型方正 房东诚心出售,南庭春天里 -南客站,4室2厅 | 119.66平米 | 南 | 其他 | 中楼层(共25层)  | 塔楼,12人关注 / 一年前发布,75,"6,268元/平"
花园小区   标准五个房间   户型方正    房东比较诚心,国际新城 -罗浮广场,5室2厅 | 150平米 | 南 | 其他 | 低楼层(共11层)  | 塔楼,5人关注 / 一年前发布,116.5,"7,767元/平"
天誉誉府 5室2厅 东,天誉誉府 -莲花湖,5室2厅 | 157.88平米 | 东 | 其他 | 低楼层(共5层)  | 暂无数据,0人关注 / 4个月以前发布,178.8,"11,326元/平"
喜欢带40.5平方平台，看过来。房东自己装修，诚心出售,天悦名居 -西客站,4室1厅 | 108平米 | 东 | 其他 | 低楼层(共12层)  | 塔楼,0人关注 / 1个月以前发布,77,"7,130元/平"
国际新城 4室2厅 东,国际新城 -罗浮广场,4室2厅 | 131.26平米 | 东 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 6个月以前发布,86,"6,552元/平"
拎包入住绿化好滨江风景环境好户型方正,滨江风景 -老车坝,7室1厅 | 185平米 | 东南 | 精装 | 中楼层(共23层)  | 塔楼,0人关注 / 8个月以前发布,130,"7,028元/平"
莲花湖大门口，出门就是湿地公园，居住舒适！,鼎能天玺莲湖 -莲花湖,4室2厅 | 127平米 | 南 | 其他 | 低楼层(共32层)  | 塔楼,2人关注 / 一年前发布,93,"7,323元/平"
花园小区带游泳池大三房房，拎包入住！,侨兴花园 -万达路,3室2厅 | 125平米 | 东南 南 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 一年前发布,50,"4,000元/平"
水天花园 3室3厅 南 北,水天花园 -塔坨,3室3厅 | 158平米 | 南 北 | 其他 | 高楼层(共12层)  | 塔楼,0人关注 / 10个月以前发布,108,"6,836元/平"
张家湾正四房，市内成熟地段。配套齐全,张家湾路92-1号 -老车坝,4室2厅 | 117平米 | 东南 | 其他 | 中楼层(共9层)  | 暂无数据,0人关注 / 一年前发布,60,"5,129元/平"
小区环境好，三室两厅两卫，精装修，房东诚心出售。,中迪·国际社区 -南客站,3室1厅 | 101平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,95,"9,406元/平"
此房出行交通方便 政务大厅世纪隆商场汽车站公交站台,全运一小区 -南客站,3室2厅 | 87.06平米 | 南 北 | 其他 | 中楼层(共9层)  | 板楼,1人关注 / 一年前发布,43.5,"4,997元/平"
装修描述：装修家具家电保存良好，可以拎包入住。,侨兴花园 -万达路,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共9层)  | 板楼,4人关注 / 一年前发布,36,"3,131元/平"
公务员家属院    精装现代风格三层楼中楼带80平花园,金兰小区 -罗浮广场,5室2厅 | 234平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,16人关注 / 10个月以前发布,178,"7,607元/平"
凰城一号 5室2厅 西南,凰城一号 -老车坝,5室2厅 | 176平米 | 西南 | 其他 | 高楼层(共33层)  | 塔楼,6人关注 / 一年前发布,105,"5,966元/平"
低密度洋房顶跃，一梯两户，带露台可利用，欢迎咨询,滨江四季花城2期C区 -罗浮广场,4室3厅 | 116.64平米 | 东南 | 其他 | 高楼层(共9层)  | 暂无数据,3人关注 / 3个月以前发布,120,"10,289元/平"
低密度洋房顶跃，一梯两户，带露台可利用，欢迎咨询,滨江四季花城2期C区 -罗浮广场,4室3厅 | 116.64平米 | 东南 | 其他 | 高楼层(共9层)  | 暂无数据,3人关注 / 3个月以前发布,120,"10,289元/平"
三里坪电梯房，出行方便，采光好,龙脉·江南世家 -三里坪,3室2厅 | 102平米 | 东 | 其他 | 低楼层(共27层)  | 板塔结合,10人关注 / 一年前发布,53,"5,197元/平"
优质房源房东诚心卖大家多多推荐,西苑佳居 -罗浮广场,4室2厅 | 168平米 | 南 | 其他 | 低楼层(共29层)  | 塔楼,3人关注 / 一年前发布,126,"7,500元/平"
前面是河水，看水心情好，后面是山，有靠山。巴适得板,龙郡外滩 -南坝,3室2厅 | 104平米 | 东南 南 | 其他 | 低楼层(共19层)  | 塔楼,2人关注 / 8个月以前发布,64.5,"6,202元/平"
西城名苑 4室2厅 南,西城名苑 -金龙大道,4室2厅 | 121.21平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,120,"9,901元/平"
大四房，面积大，住起舒服度很高，中楼层,三里坪农贸市场 -三里坪,4室2厅 | 138平米 | 东南 | 其他 | 高楼层(共9层)  | 板楼,0人关注 / 一年前发布,56,"4,058元/平"
通川桥头精装三房，光线充足，交通便捷,天源大厦 -三里坪,3室2厅 | 115平米 | 东 | 其他 | 高楼层(共8层)  | 板塔结合,1人关注 / 10个月以前发布,47,"4,087元/平"
盛源城市风景楼中楼精装步梯！！！！！！！！,盛源城市风景 -三里坪,5室2厅 | 150.86平米 | 东南 | 其他 | 高楼层(共11层)  | 板塔结合,19人关注 / 一年前发布,57,"3,779元/平"
西晶御菁园 4室2厅 南,西晶御菁园 -罗浮广场,4室2厅 | 105平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,135,"12,858元/平"
南外花园小区，步梯低楼层，交通方便,南方花园 -三岔路口,4室2厅 | 138.23平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,59,"4,269元/平"
洲河湾 4室1厅 南 北,洲河湾 -三岔路口,4室1厅 | 123.8平米 | 南 北 | 其他 | 低楼层(共32层)  | 塔楼,0人关注 / 8个月以前发布,78,"6,301元/平"
中桥花园好房出售，带家具家电，户型采光巴适！,中侨花园 -三岔路口,3室2厅 | 120平米 | 西南 | 其他 | 低楼层(共8层)  | 暂无数据,0人关注 / 8个月以前发布,56,"4,667元/平"
南方花园 4室2厅 东南,南方花园 -三岔路口,4室2厅 | 140平米 | 东南 | 其他 | 高楼层(共7层)  | 暂无数据,5人关注 / 10个月以前发布,49,"3,500元/平"
大三房，大面积，采光好，视野好,胡家巷11号 -三岔路口,3室2厅 | 148平米 | 东南 | 简装 | 高楼层(共10层)  | 板楼,7人关注 / 9个月以前发布,30,"2,028元/平"
采光好户型方正户型方正电梯花园小区,龙座雅园 -三里坪,3室1厅 | 98平米 | 南 | 其他 | 高楼层(共27层)  | 板塔结合,3人关注 / 一年前发布,58,"5,919元/平"
南外石家湾恒大青年城精装修三房、拧包入住,恒大青年城 -三岔路口,3室1厅 | 88.23平米 | 南 北 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 8个月以前发布,68,"7,708元/平"
南外三里坪的河景房，诚心出售清水可根据自己喜欢装修,南滨路一段276号 -三里坪,4室2厅 | 159平米 | 东南 | 其他 | 高楼层(共10层)  | 暂无数据,3人关注 / 11个月以前发布,52,"3,271元/平"
科达小区上房出售！！！！！！！,科达小区 -三岔路口,3室1厅 | 105平米 | 东南 | 其他 | 低楼层(共9层)  | 板楼,1人关注 / 一年前发布,38,"3,620元/平"
盛源城市风景 3室2厅 南 北,盛源城市风景 -三里坪,3室2厅 | 115.29平米 | 南 北 | 其他 | 低楼层(共8层)  | 板塔结合,0人关注 / 一年前发布,65,"5,638元/平"
正南商住楼 3室2厅 东南,正南商住楼 -三岔路口,3室2厅 | 109平米 | 东南 | 其他 | 高楼层(共8层)  | 平房,0人关注 / 11个月以前发布,39,"3,578元/平"
楼层好，采光好，居住环境舒适，出行购物方便,碧桂园梦里巴国天樾 -三里坪,5室2厅 | 156.58平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,2人关注 / 一年前发布,115,"7,345元/平"
"此房证满二年，,带院免费停车,户型方正,带大阳台,.",胡家巷11号 -三岔路口,3室2厅 | 108平米 | 东 | 简装 | 高楼层(共9层)  | 板楼,22人关注 / 8个月以前发布,26,"2,408元/平"
"中国人民银行家属院,电梯好房急售,证齐,税低",中国人民银行达州市中心支行南外家属院 -三岔路口,3室2厅 | 186平米 | 东南 | 其他 | 低楼层(共10层)  | 暂无数据,5人关注 / 8个月以前发布,65,"3,495元/平"
达四中综合楼 4室1厅 东南,达四中综合楼 -三岔路口,4室1厅 | 135.46平米 | 东南 | 其他 | 中楼层(共6层)  | 板塔结合,1人关注 / 6个月以前发布,62,"4,577元/平"
南城丽园花园小区，精装大三房，采光通透停车自由,南城丽苑 -三里坪,4室2厅 | 123平米 | 东南 | 其他 | 低楼层(共23层)  | 暂无数据,0人关注 / 4个月以前发布,75,"6,098元/平"
精装修三居室，光线好，通风效果好,盛锦小区 -三里坪,3室2厅 | 97平米 | 南 | 其他 | 中楼层(共9层)  | 板楼,3人关注 / 一年前发布,43,"4,433元/平"
成熟小区，配套齐全，出行都很方便。,统建小区 -三岔路口,3室2厅 | 109平米 | 东南 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,42,"3,854元/平"
保险街253号 5室2厅 南,保险街253号 -三岔路口,5室2厅 | 118平米 | 南 | 其他 | 中楼层(共10层)  | 暂无数据,0人关注 / 5个月以前发布,60,"5,085元/平"
鑫源▪四季花园3-1-1-2 120.00m² 50 万，步梯,鑫源▪四季花园 -三里坪,3室1厅 | 120平米 | 东南 | 其他 | 高楼层(共9层)  | 板塔结合,3人关注 / 一年前发布,50,"4,167元/平"
地税小区 4室1厅 东南,地税小区 -三里坪,4室1厅 | 162平米 | 东南 | 简装 | 高楼层(共24层)  | 板塔结合,0人关注 / 4个月以前发布,78,"4,815元/平"
"位置好,户形方正,证齐交易简单,价格美丽",保险街168号 -三岔路口,3室2厅 | 102.39平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,6人关注 / 一年前发布,39.9,"3,897元/平"
市商务局家属院 4室2厅 南 北,市商务局家属院 -三岔路口,4室2厅 | 143平米 | 南 北 | 其他 | 中楼层(共10层)  | 板塔结合,0人关注 / 8个月以前发布,82,"5,735元/平"
通川桥头精装三房，光线充足，交通便捷,天源大厦 -三里坪,3室2厅 | 115平米 | 东 | 其他 | 高楼层(共8层)  | 板塔结合,1人关注 / 10个月以前发布,47,"4,087元/平"
西晶御菁园 4室2厅 南,西晶御菁园 -罗浮广场,4室2厅 | 105平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,135,"12,858元/平"
大四房，面积大，住起舒服度很高，中楼层,三里坪农贸市场 -三里坪,4室2厅 | 138平米 | 东南 | 其他 | 高楼层(共9层)  | 板楼,0人关注 / 一年前发布,56,"4,058元/平"
盛源城市风景楼中楼精装步梯！！！！！！！！,盛源城市风景 -三里坪,5室2厅 | 150.86平米 | 东南 | 其他 | 高楼层(共11层)  | 板塔结合,19人关注 / 一年前发布,57,"3,779元/平"
西城名苑 4室2厅 南,西城名苑 -金龙大道,4室2厅 | 121.21平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,120,"9,901元/平"
"中国人民银行家属院电梯好房急售,位置.环景好,价格好",中国人民银行达州市中心支行南外家属院 -三岔路口,3室2厅 | 157平米 | 东南 | 其他 | 中楼层(共10层)  | 板楼,7人关注 / 一年前发布,58,"3,695元/平"
华兴名苑 优质大三房户型方正，采光好，,华兴茗苑 -南客站,3室2厅 | 118平米 | 南 | 其他 | 低楼层(共7层)  | 平房,0人关注 / 一年前发布,71.3,"6,043元/平"
此房低楼。梯子宽大，旁边就是批发菜市场。楼下购物方,红旗路76号 -中心广场,2室1厅 | 59.8平米 | 东南 | 简装 | 低楼层(共12层)  | 板塔结合,2人关注 / 8个月以前发布,24,"4,014元/平"
广场，大型商场旁边，生活圈方便,銀都天寓 -南客站,4室2厅 | 130平米 | 东北 | 毛坯 | 高楼层(共32层)  | 塔楼,1人关注 / 一年前发布,69,"5,308元/平"
领域广场后面的步梯房低楼层， 格局好，单价低,南兴苑 -万达路,4室2厅 | 158平米 | 东南 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 3个月以前发布,50,"3,165元/平"
二号干道花园小区，精装套三，房东安心出售,奥韵未来城 -南客站,4室2厅 | 118平米 | 北 | 其他 | 高楼层(共34层)  | 塔楼,2人关注 / 一年前发布,92,"7,797元/平"
证满五年 没有增值税，电梯直接入户，居住舒适度高,广电家属院 -南客站,3室2厅 | 118平米 | 西南 | 其他 | 高楼层(共12层)  | 板塔结合,2人关注 / 一年前发布,75,"6,356元/平"
错层大户型，精装三房双卫，房东诚心出售,正南花园 -万达路,4室2厅 | 147平米 | 东 | 其他 | 高楼层(共8层)  | 板楼,21人关注 / 一年前发布,52,"3,538元/平"
