标题,开发商,房子信息,发布信息,售价/万,单价
新上优质大四房 高楼层采光好 直望北龙湖 视野好,鑫苑名家 -北站,4室2厅 | 190.77平米 | 南 北 | 简装 | 中楼层(共23层)  | 板塔结合,2人关注 / 9天以前发布,265,"13,892元/平"
三环内 次新小区精装修  拎包入住,非常旺角望湖花园 -五龙口,2室2厅 | 91.17平米 | 南 | 精装 | 28层  | 板楼,1人关注 / 3个月以前发布,87.5,"9,598元/平"
双气地铁口大三房   精装修    看房方便,宏光合园 -恒大绿洲,3室2厅 | 120.92平米 | 南 | 精装 | 中楼层(共15层)  | 板塔结合,36人关注 / 3个月以前发布,92,"7,609元/平"
业主定居国外，希望房子有个美好的传承,龙湖新城 -南龙湖商圈,3室2厅 | 127.4平米 | 北 南 | 毛坯 | 中楼层(共4层)  | 暂无数据,6人关注 / 1个月以前发布,36,"2,826元/平"
明天花园 2室2厅 西北,明天花园 -绿茵广场,2室2厅 | 77.44平米 | 西北 | 其他 | 22层  | 塔楼,6人关注 / 3个月以前发布,68.2,"8,807元/平"
3.4号线双地铁，集中供暖大三室，诚心出售，看房方便,新希望澳园 -省体育中心,3室2厅 | 128.88平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,7人关注 / 4个月以前发布,124,"9,622元/平"
华夏城，两室两厅一卫，精装修，两室，可以按揭。,华夏城 -新郑城区,2室2厅 | 88.02平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,7人关注 / 一年前发布,45,"5,113元/平"
步梯五楼三室南北通透户型设计 采光充足,畅馨苑 -新郑城区,3室2厅 | 94.3平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,36.5,"3,871元/平"
吾悦广场旁，100平边户，悦蓝山,悦蓝山 -荥阳城区,3室2厅 | 100平米 | 南 北 | 精装 | 中楼层(共24层)  | 平房,26人关注 / 11个月以前发布,82,"8,200元/平"
广电路都市家园 通透3居室，诚心出售,鑫苑名家·都市家园 -北站,3室2厅 | 145.64平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 2个月以前发布,185,"12,703元/平"
河景房，满五年，南北通透，正弘物业低密度社区,正弘澜庭叙A区 -北大学城,3室2厅 | 107.03平米 | 东 南 北 | 精装 | 低楼层(共11层)  | 板楼,6人关注 / 4个月以前发布,180,"16,818元/平"
吾悦广场旁，100平边户，悦蓝山,悦蓝山 -荥阳城区,3室2厅 | 100平米 | 南 北 | 精装 | 中楼层(共24层)  | 平房,26人关注 / 11个月以前发布,82,"8,200元/平"
业主急售，梯户比少，楼层好，交通便利,正商幸福港湾A区 -幸福港湾,2室1厅 | 84.95平米 | 南 | 简装 | 中楼层(共34层)  | 塔楼,1人关注 / 3个月以前发布,93,"10,948元/平"
正弘数码公寓，产权清晰，朝南一室一厅，明厨明卫,正弘数码公寓 -文博广场,1室1厅 | 39.67平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 26天以前发布,80,"20,167元/平"
自带车位 停车方便 别墅社区 景观优美 2室2厅,青青美庐 -恒大绿洲,2室2厅 | 90.23平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 21天以前发布,115,"12,746元/平"
房子满两年，户型合理，看房方便,正商华钻澜庭2号院 -蓝钻商圈,2室2厅 | 87.85平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 22天以前发布,108,"12,294元/平"
海马社区，好楼层产权清晰，随时过户诚心出售,海马公园66公社 -郑州东站,1室1厅 | 55.03平米 | 南 | 简装 | 高楼层(共23层)  | 板楼,1人关注 / 23天以前发布,110,"19,990元/平"
客厅落地窗 电梯双气精装大两房 满五唯一  龙门实验,瀚宇新城 -索凌路北段,2室2厅 | 89.76平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,1人关注 / 18天以前发布,100,"11,141元/平"
聚源路86，地铁1-4号线，精装修一室，看房方便,鑫苑中央花园东区 -通泰路,1室0厅 | 49.32平米 | 北 | 简装 | 高楼层(共18层)  | 塔楼,0人关注 / 17天以前发布,58,"11,760元/平"
湖心佳苑四室电梯可随意装修毛坯套房出售,浩创湖心佳苑 -新郑城区,4室2厅 | 138.85平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 暂无数据,11人关注 / 一年前发布,118,"8,499元/平"
紫荆山路 地铁口 精装修纯南小三室 中间楼层,鑫苑城六号院 -正商城,3室2厅 | 86.24平米 | 南 | 简装 | 中楼层(共26层)  | 板塔结合,9人关注 / 5个月以前发布,128.8,"14,936元/平"
两梯两户  大平层  四室两厅两卫 顶楼挑高,正商玉兰谷达园 -邙山,4室1厅 | 165.4平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,3人关注 / 10个月以前发布,148.5,"8,979元/平"
户型方正，南北通透，楼层合适，视野宽阔,世纪家苑 -恒大绿洲,3室2厅 | 115.76平米 | 南 北 | 简装 | 低楼层(共16层)  | 板塔结合,69人关注 / 11个月以前发布,128,"11,058元/平"
洞林湖精装大三室 天然湖泊旁环境优美 出门就是地铁口,恒大山水城 -荥阳城区,3室2厅 | 129.09平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,6人关注 / 2个月以前发布,63,"4,881元/平"
满五急售！得房率高采光好环境清幽，楼顶可种花种菜！,高新锦华苑 -高新公园道,3室2厅 | 148.85平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,61人关注 / 一年前发布,146,"9,809元/平"
思念果岭电梯洋房 临河 前后无遮挡 视野开阔 双阳台,思念果岭悦庄 -邙山,3室2厅 | 126.35平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,2人关注 / 3个月以前发布,114.6,"9,071元/平"
东区审计厅家属院 大5室 安静鸟语花香三代同堂,南熙福邸 -象湖,5室2厅 | 204.69平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,10人关注 / 一年前发布,240,"11,726元/平"
洋房一二层边户复式 带院子 诚心卖,新尚轩辕湖 -新郑城区,5室2厅 | 242.33平米 | 南 北 | 毛坯 | 低楼层(共10层)  | 塔楼,2人关注 / 4个月以前发布,210,"8,666元/平"
两梯两户，两卧朝南客厅朝南4房，带5个阳台,国龙绿城怡园二期 -郑州东站,4室2厅 | 167.46平米 | 南 | 毛坯 | 低楼层(共31层)  | 板楼,84人关注 / 8个月以前发布,345,"20,602元/平"
晴园精装小3房 满二税少 ，位置没的说，不临高架,绿都紫荆华庭晴园 -橄榄城,3室1厅 | 88.35平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,151.5,"17,148元/平"
花园路纬五路，供销社2楼，双气三房,省供销社社区 -花园路,3室1厅 | 112.28平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,248,"22,088元/平"
东区CBD旁 小高层复式 碧桂园物业 看房有钥匙,海知音 -通泰路,4室2厅 | 197.87平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,5人关注 / 3个月以前发布,220,"11,119元/平"
豫军长基花园，14年小区，2梯3户，双气,豫军长基花园 -绿茵广场,3室1厅 | 125.99平米 | 南 | 毛坯 | 33层  | 板塔结合,7人关注 / 4个月以前发布,143,"11,351元/平"
诚心出售 顶楼带双向露台 大六房 有车位 看房方便,正商珑湖上境 -北龙湖,6室2厅 | 189.82平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,17人关注 / 4个月以前发布,1020,"53,736元/平"
郑东新区花园社区，精装修三房，采光无忧，只遇有缘人,东润华景 -白沙,3室2厅 | 114.27平米 | 西南 | 简装 | 中楼层(共27层)  | 板塔结合,22人关注 / 一年前发布,99,"8,664元/平"
瀚宇天悦湾5号院 5室2厅 西南,瀚宇天悦湾5号院 -荥阳城区,5室2厅 | 242.3平米 | 西南 | 毛坯 | 中楼层(共30层)  | 板塔结合,5人关注 / 5个月以前发布,137,"5,655元/平"
业主诚心出售，精装修无遮挡，观景效果好,万锦嘉园 -远大理想城,3室2厅 | 80.84平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,83人关注 / 一年前发布,145,"17,937元/平"
精装婚房一天未住 祝福红城 满2年拎包入住,祝福红城五期 -高新梧桐,3室2厅 | 87.32平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,125,"14,316元/平"
锦艺金水湾，2019年次新房小区，业主诚售,锦艺金水湾 -北大学城,3室2厅 | 130.79平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,118人关注 / 8个月以前发布,148,"11,316元/平"
全新装修 南北通风户型 已改地暖 近地铁 看房方便,祝福红城五期 -高新梧桐,3室2厅 | 87.32平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,18人关注 / 7个月以前发布,111,"12,712元/平"
全新装修 南北通风户型 已改地暖 近地铁 看房方便,祝福红城五期 -高新梧桐,3室2厅 | 87.32平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,18人关注 / 7个月以前发布,111,"12,712元/平"
郑东新区花园社区，精装修三房，采光无忧，只遇有缘人,东润华景 -白沙,3室2厅 | 114.27平米 | 西南 | 简装 | 中楼层(共27层)  | 板塔结合,22人关注 / 一年前发布,99,"8,664元/平"
瀚宇天悦湾5号院 5室2厅 西南,瀚宇天悦湾5号院 -荥阳城区,5室2厅 | 242.3平米 | 西南 | 毛坯 | 中楼层(共30层)  | 板塔结合,5人关注 / 5个月以前发布,137,"5,655元/平"
业主诚心出售，精装修无遮挡，观景效果好,万锦嘉园 -远大理想城,3室2厅 | 80.84平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,83人关注 / 一年前发布,145,"17,937元/平"
二环里 双气三室  中间楼层 临双地铁口,工银小区 -财富广场,3室2厅 | 115.58平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,7人关注 / 7个月以前发布,136,"11,767元/平"
植物园旁 奥体旁方正户型，全新毛坯，没有入住过,永威金桂苑 -常西湖,3室2厅 | 89.57平米 | 南 | 毛坯 | 中楼层(共29层)  | 板楼,1人关注 / 2个月以前发布,110,"12,281元/平"
洞林湖精装大三室 天然湖泊旁环境优美 出门就是地铁口,恒大山水城 -荥阳城区,3室2厅 | 131.55平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,13人关注 / 9个月以前发布,61,"4,638元/平"
观河景 小3房 楼下中小校 人车分流,锦艺金水湾观臻苑 -北大学城,3室2厅 | 88.87平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 5个月以前发布,143.99,"16,203元/平"
不临街不临路大三房，南北通双明卫，楼层好,东瑞园 -郑州东站,3室2厅 | 142平米 | 南 北 | 精装 | 高楼层(共19层)  | 板塔结合,17人关注 / 5个月以前发布,292,"20,564元/平"
金科城二期 通透双卫三室 精装出售,金科城二期 -高新梧桐,3室2厅 | 118.69平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,13人关注 / 6个月以前发布,217,"18,283元/平"
此房 开发商统一装修 精装修 标准大三房  业主诚售,正商家河家华庭一号院 -邙山,3室2厅 | 115.01平米 | 西 | 精装 | 中楼层(共27层)  | 板楼,2人关注 / 2个月以前发布,157,"13,651元/平"
此房精装修，拎包住，出门足球公园，居家公园里,保利·珑熙 -北龙湖,6室2厅 | 256平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,3人关注 / 2个月以前发布,1230,"48,047元/平"
业主诚心出售 高品质楼盘 配套齐全,万科·民安江山府 -省体育中心,4室2厅 | 143.23平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,1人关注 / 2个月以前发布,325,"22,691元/平"
精装修  南北通透  采光好  两梯三户,祝福红城一期 -高新梧桐,3室2厅 | 129.91平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,13人关注 / 3个月以前发布,156,"12,009元/平"
文化路主干道2008年电梯小高层，南北通透，诚意出售,文化路72号院 -省中医院,3室2厅 | 130.04平米 | 南 北 | 简装 | 11层  | 板楼,2人关注 / 3个月以前发布,135,"10,382元/平"
郑大旁 无抵押  人车分流小区 方正户型 毛坯房,朗悦公园道1号玺园 -高新公园道,4室2厅 | 145.69平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 暂无数据,2人关注 / 1个月以前发布,275,"18,876元/平"
地铁口小三房 次新小区 中间楼层 不临路 业主诚心出售,丰乐奥体公馆 -索凌路北段,3室1厅 | 89.48平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 25天以前发布,135,"15,088元/平"
此房满二南北格局，楼层好，视野开阔，交通便利,瀚宇天悦三期 -索凌路北段,2室1厅 | 58.76平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,2人关注 / 16天以前发布,58,"9,871元/平"
中间楼层，户型方正，原田紧缺小三房,原田花园 -科技市场,3室2厅 | 107.32平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 17天以前发布,257,"23,948元/平"
二环！急售！婚房装修！无贷款！满五年！,升龙天汇3号院 -五龙口,2室2厅 | 80.56平米 | 东北 | 精装 | 高楼层(共33层)  | 板塔结合,3人关注 / 1个月以前发布,99.6,"12,364元/平"
满五唯一楼层好视野开阔采光充足，配套齐全业主诚心卖,升龙国际中心B区 -市财政局,1室0厅 | 53.73平米 | 北 | 精装 | 中楼层(共29层)  | 塔楼,6人关注 / 2个月以前发布,43,"8,003元/平"
花园路新北站地铁口 低总价小两房,和昌悦澜南苑 -新北站,2室1厅 | 69.43平米 | 西北 | 精装 | 低楼层(共27层)  | 板塔结合,12人关注 / 4个月以前发布,86.9,"12,517元/平"
三环内 梯户比低 独厨独卫带露台,橡树玫瑰城 -阳光城,1室0厅 | 33.36平米 | 北 | 简装 | 26层  | 板楼,5人关注 / 一年前发布,30,"8,993元/平"
干净拎包入住，双气中层采光好。停车方便，户型通透,地矿家园 -南阳路,2室2厅 | 94.76平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,14人关注 / 9个月以前发布,89,"9,393元/平"
此房满五年不唯一，税费少交易流程便捷,瑞隆城 -沙口路,1室1厅 | 46.04平米 | 北 | 精装 | 中楼层(共30层)  | 板楼,19人关注 / 4个月以前发布,62.7,"13,619元/平"
双地铁，朝南大两房，无抵押，业主诚心出售,御府三号三期 -汽配大世界,2室2厅 | 93.18平米 | 西南 | 简装 | 高楼层(共26层)  | 板塔结合,27人关注 / 一年前发布,100,"10,732元/平"
双气 新北站 次新小区 康桥朗城精装三房 满二 诚售,康桥朗城3号院 -新北站,3室2厅 | 89.91平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,40人关注 / 9个月以前发布,135,"15,016元/平"
电梯高层，小户型 ，中间楼层，三环内,明天花园 -绿茵广场,1室1厅 | 37.34平米 | 北 | 简装 | 22层  | 塔楼,1人关注 / 6个月以前发布,35,"9,374元/平"
此房满五唯一  朝南  双气 视野开阔 采光充足,安泰金苑 -索凌路北段,2室1厅 | 72.45平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,18人关注 / 7个月以前发布,74,"10,214元/平"
可商贷 南北通透 业主急售 三层 看房有钥匙,颖河路62号 -郑州一中,2室1厅 | 73.99平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,53人关注 / 9个月以前发布,47,"6,353元/平"
可商贷 南北通透 业主急售 三层 看房有钥匙,颖河路62号 -郑州一中,2室1厅 | 73.99平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,53人关注 / 9个月以前发布,47,"6,353元/平"
绿洲花园1号院 托斯卡纳3房 南北通透 没有抵押随时住,绿洲花园1号院 -五龙口,3室2厅 | 93.05平米 | 南 北 | 简装 | 11层  | 板塔结合,25人关注 / 5个月以前发布,95,"10,210元/平"
百合公寓 临河观景 一房两厅 精装修,绿城百合公寓（初阳苑）北区 -熙地港,1室2厅 | 78.98平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,208,"26,336元/平"
满五唯一  楼层好 采光没有问题  三环内 业主诚心出售,明天花园 -绿茵广场,1室0厅 | 36.8平米 | 北 | 简装 | 12层  | 塔楼,2人关注 / 1个月以前发布,30,"8,153元/平"
业主诚心出售，看上房子价格可谈,管道三公司第二生活小区 -中牟城区,2室1厅 | 90平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,45,"5,000元/平"
升龙国际 陈寨花卉 两题六户  业主诚心出售 我有钥匙,升龙国际中心B区 -市财政局,1室0厅 | 37.02平米 | 东北 | 其他 | 低楼层(共31层)  | 板楼,0人关注 / 13天以前发布,37.5,"10,130元/平"
夏有凉风冬有雪人车分流环境好五号线地铁口齐礼闫,升龙城六号院 -市财政局,2室1厅 | 59.61平米 | 北 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 3个月以前发布,77,"12,918元/平"
可商贷！三环内主城区，配套成熟，临公园，出行方便,冉屯北路6-9号 -五龙口,2室1厅 | 66.98平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,26人关注 / 8个月以前发布,39,"5,823元/平"
运河旁  人车分流  大两房边户  满五年  随时看房,锦绣山河玉华园 -万客来,2室1厅 | 84.08平米 | 南 北 | 简装 | 高楼层(共33层)  | 板楼,1人关注 / 3个月以前发布,73.5,"8,742元/平"
此房户型格局合理 采光好 业主急卖,东三街北段4号院 -青少年公园,1室0厅 | 37.32平米 | 北 | 简装 | 高楼层(共9层)  | 板楼,7人关注 / 3个月以前发布,24,"6,431元/平"
三环边 低价小两房 无抵押 刚需优选,亚星望江居 -万客来,2室1厅 | 83.43平米 | 东 北 | 毛坯 | 高楼层(共34层)  | 板楼,2人关注 / 1个月以前发布,80,"9,589元/平"
