标题,开发商,房子信息,发布信息,售价/万,单价
春天花园 中间楼层 纯毛坯 带23朝南车库 看房方便,春天花园 -能达商务区,3室1厅 | 124.86平米 | 南 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 6天以前发布,140,"11,213元/平"
万科翡翠系洋房，阔厅大四房 小区景观位置诚心出售,万科翡翠公园 -能达商务区,4室2厅 | 135.76平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,87人关注 / 一年前发布,290,"21,362元/平"
洋房一楼，西边户，带花园地下室，精装修，看房随时,佳期漫 -观音山,5室2厅 | 276平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,19人关注 / 一年前发布,410,"14,856元/平"
满二，无大税。清水毛坯，可根据个人喜好进行拆改装修,中港翡翠城 -能达商务区,3室2厅 | 126.54平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,185,"14,620元/平"
干净卫生，绿植遍地，居民素质高。,世纪家园北区 -启东市,4室3厅 | 103.7平米 | 南 | 精装 | 5层  | 板塔结合,6人关注 / 一年前发布,192,"18,515元/平"
出行方便，户型方正，居住方便舒适,佳源都市 -金沙,3室1厅 | 137平米 | 南 | 毛坯 | 18层  | 板塔结合,8人关注 / 一年前发布,159,"11,606元/平"
三层大别墅 带地下室 毛坯可根据喜好装修,南通壹城水清木华 -狼山,5室2厅 | 235.42平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,18人关注 / 一年前发布,785,"33,345元/平"
此房满二，无大税，户型合理，采光好，,星源名苑 -金沙,3室2厅 | 134.83平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板楼,0人关注 / 一年前发布,243,"18,023元/平"
新上 城南板块 月星星月府 高品质别墅 出家门到校门,月星星悦府 -如皋市区,5室4厅 | 188.09平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 平房,11人关注 / 一年前发布,300,"15,950元/平"
南山湖旁 楼中楼 带空中花园 看房方便 带车库,果园名居 -金沙,5室2厅 | 216平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,4人关注 / 9个月以前发布,154,"7,130元/平"
楼中楼   大露台     毛坯房      阳光充足,锦绣家园 -启东市,5室3厅 | 131.24平米 | 南 | 毛坯 | 高楼层(共5层)  | 板楼,7人关注 / 一年前发布,149,"11,354元/平"
房子满五，精装，可以直接拎包入住.,海棠花园 -小海,3室2厅 | 158平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,2人关注 / 8个月以前发布,148,"9,368元/平"
中创区洋房~楼中楼，采光充足，视野开阔,国城璟府 -观音山,6室2厅 | 219.95平米 | 南 | 毛坯 | 中楼层(共5层)  | 板塔结合,7人关注 / 一年前发布,600,"27,279元/平"
水木清华联排别墅带车位  有前后花园靠五山景区,南通壹城水清木华 -狼山,5室2厅 | 229.97平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,2人关注 / 一年前发布,820,"35,657元/平"
景瑞望府，联排别墅，无大税，房东诚心，带大花园！,景瑞望府 -能达商务区,5室2厅 | 205.88平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,3人关注 / 一年前发布,745,"36,187元/平"
中创区洋房~楼中楼，采光充足，视野开阔,国城璟府 -观音山,6室2厅 | 219.95平米 | 南 | 毛坯 | 中楼层(共5层)  | 板塔结合,7人关注 / 一年前发布,600,"27,279元/平"
中创旁，海棠花园137平方中层全新毛坯,海棠花园 -小海,3室2厅 | 137.04平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,19人关注 / 一年前发布,170,"12,406元/平"
环境优美，交通便利，配套设施完善,军山花园 -军山,4室2厅 | 279.59平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,583,"20,852元/平"
运河边 满五唯一  6层洋房  朝南大花园  全明地下室,华强城 -秦灶,5室2厅 | 287.13平米 | 东南 | 精装 | 低楼层(共6层)  | 板楼,41人关注 / 一年前发布,450,"15,673元/平"
翡翠心湖 连排别墅 自带花园 房东诚心,万科有湖（翡翠心湖） -能达商务区,5室3厅 | 303.55平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,5人关注 / 一年前发布,1290,"42,498元/平"
明昊和府 顶层复式 视野宽阔，采光充足,明昊和府 -如皋市区,6室2厅 | 266.11平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,6人关注 / 一年前发布,187,"7,028元/平"
南山湖旁 楼中楼 带空中花园 看房方便 带车库,果园名居 -金沙,5室2厅 | 216平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,4人关注 / 9个月以前发布,154,"7,130元/平"
楼中楼   大露台     毛坯房      阳光充足,锦绣家园 -启东市,5室3厅 | 131.24平米 | 南 | 毛坯 | 高楼层(共5层)  | 板楼,7人关注 / 一年前发布,149,"11,354元/平"
满二，无大税。清水毛坯，可根据个人喜好进行拆改装修,中港翡翠城 -能达商务区,3室2厅 | 126.54平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,185,"14,620元/平"
此房满二，无大税，户型合理，采光好，,星源名苑 -金沙,3室2厅 | 134.83平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板楼,0人关注 / 一年前发布,243,"18,023元/平"
军山脚下 裤子港河边 别墅区 双拼别墅 东首户 带小苑,顺发御园 -军山,4室2厅 | 326.29平米 | 南 | 毛坯 | 3层  | 板塔结合 | 双拼别墅 ,0人关注 / 4个月以前发布,1500,"45,972元/平"
房东诚心出售，户型方正，布局合理，楼层好,天瑞绿洲 -如皋市区,4室2厅 | 128.57平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,5人关注 / 一年前发布,129.8,"10,096元/平"
万科翡翠系洋房，阔厅大四房 小区景观位置诚心出售,万科翡翠公园 -能达商务区,4室2厅 | 135.76平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,87人关注 / 一年前发布,290,"21,362元/平"
户型方正，朝南阳光充足 ，环境优美 整洁干净,世纪光华苑 -海门,5室4厅 | 134.91平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,12人关注 / 一年前发布,165.8,"12,290元/平"
户型方正，采光好，交通便利，适宜居住，满二过户,恒盛豪庭 -观音山,3室2厅 | 131.01平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,220,"16,793元/平"
东方花园 别墅 户型方正 全新毛坯,东方花园 -启东市,6室2厅 | 260平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,4人关注 / 11个月以前发布,505,"19,424元/平"
东户 带院子 此房满二，户型好，三开间朝南，双卫,水岸花都 -平潮,3室2厅 | 128.01平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,3人关注 / 一年前发布,175,"13,671元/平"
大润发旁，国城璟府大三房，户型方正,国城璟府 -观音山,3室2厅 | 140.68平米 | 南 | 毛坯 | 低楼层(共30层)  | 板楼,16人关注 / 一年前发布,290,"20,615元/平"
本房屋户型方正，配套成熟，小区有沿街商铺，西门,帝奥世伦名郡 -观音山,5室3厅 | 223.18平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 10个月以前发布,496,"22,225元/平"
出行方便，户型方正，居住方便舒适,军山汇贤居 -军山,4室2厅 | 157.65平米 | 南 | 毛坯 | 高楼层(共12层)  | 板楼,18人关注 / 一年前发布,268,"17,000元/平"
朝晖花园精装大三房 带车库 非顶楼 户型正 一附朝晖！,朝晖花园 -虹桥,3室2厅 | 130.03平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,235.8,"18,135元/平"
景瑞望府，联排别墅，无大税，房东诚心，带大花园！,景瑞望府 -能达商务区,5室2厅 | 205.88平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,3人关注 / 一年前发布,745,"36,187元/平"
中创区 地铁口  中高楼层  景观好  毛坯随时看房,国城璟府 -观音山,3室2厅 | 140平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,290,"20,715元/平"
房子产权清晰，采光好，视觉效果好，无遮挡,南通1912 -永兴,3室2厅 | 136.32平米 | 南 | 毛坯 | 低楼层(共14层)  | 板楼,5人关注 / 一年前发布,280,"20,540元/平"
碧桂园翡翠华府 四室两厅  交通便利 小区环境干净舒适,碧桂园翡翠华府 -新城,4室2厅 | 142.93平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,35人关注 / 一年前发布,325,"22,739元/平"
文化翡翠园，大平层，整个南山湖一览无余,新瑞文化翡翠园 -金沙,5室2厅 | 219.8平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,14人关注 / 一年前发布,345,"15,697元/平"
大平房海棠花园中创东区便宜出手,海棠花园 -小海,3室2厅 | 137.01平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,58人关注 / 一年前发布,139,"10,146元/平"
凌翔花苑西区 5室3厅 南,凌翔花苑西区 -长江,5室3厅 | 230平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,88,"3,827元/平"
优质洋房采光充足 房东诚心出售，拎包入住,佳期漫 -观音山,5室2厅 | 144.01平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,6人关注 / 3个月以前发布,326,"22,638元/平"
弘博 名人世家 4室2厅2卫  精装修 拎包入住,弘博名人世家 -海安县,4室2厅 | 210平米 | 南 北 | 精装 | 高楼层(共5层)  | 塔楼,2人关注 / 5个月以前发布,125.3,"5,967元/平"
德诚翰景园  精装修 上下两层 视野开阔，可拎包入住,德诚·翰景园 -观音山,4室2厅 | 82.79平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,20人关注 / 10个月以前发布,219,"26,453元/平"
瑞德广场 满五税少 交通方便  大润发旁,瑞德广场 -启东市,3室2厅 | 123.93平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,4人关注 / 一年前发布,215,"17,349元/平"
凌翔花苑西区 5室3厅 南,凌翔花苑西区 -长江,5室3厅 | 230平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,88,"3,827元/平"
：诚售此房，采光充足，生活便利，楼中楼！！,御龙花园北区 -启东市,4室1厅 | 273平米 | 南 | 毛坯 | 低楼层(共3层)  | 板塔结合,1人关注 / 6个月以前发布,350,"12,821元/平"
苏中尚城143平 花园洋房 老证房东诚心出售,苏中尚城 -海安县,4室2厅 | 143.75平米 | 南 北 | 精装 | 低楼层(共9层)  | 板塔结合,0人关注 / 4个月以前发布,199.8,"13,900元/平"
采光好，位置好，品质小区，房型正气，通风效果好,江海皇都私家花园 -金沙,7室2厅 | 240平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,12人关注 / 一年前发布,226,"9,417元/平"
碧桂园翡翠华府 四室两厅  交通便利 小区环境干净舒适,碧桂园翡翠华府 -新城,4室2厅 | 142.93平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,35人关注 / 一年前发布,325,"22,739元/平"
房子产权清晰，采光好，视觉效果好，无遮挡,南通1912 -永兴,3室2厅 | 136.32平米 | 南 | 毛坯 | 低楼层(共14层)  | 板楼,5人关注 / 一年前发布,280,"20,540元/平"
苏通邻里旁 金科边套3房 中上好楼层 满二 急售急售,金科廊桥水岸 -苏通,3室2厅 | 111.89平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,14人关注 / 一年前发布,92,"8,223元/平"
狼山旁 博园岚郡 联排别墅 大院子 有地下室 车库车位,博园岚郡 -狼山,5室2厅 | 297平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,0人关注 / 1个月以前发布,980,"32,997元/平"
军山脚下双拼别墅，此房毛坯交付，房东诚心出售,山水壹号 -军山,5室2厅 | 335.69平米 | 南 | 毛坯 | 4层  | 板楼 | 联排别墅 ,0人关注 / 3个月以前发布,1680,"50,047元/平"
幸会幸会星湖花园精致3房梦开始的地方,星湖花园 -能达商务区,3室2厅 | 150.08平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,0人关注 / 3个月以前发布,214,"14,260元/平"
恒大海上威尼斯  南北通透 位置好 阳光充足 拎包入住,恒大海上威尼斯 -启东市,3室2厅 | 140.46平米 | 南 北 | 精装 | 中楼层(共11层)  | 塔楼,3人关注 / 6个月以前发布,92,"6,550元/平"
9A精装，全屋品牌，凭海临风，旅游景区，人流量大,恒大海上威尼斯 -启东市,4室2厅 | 160.12平米 | 南 北 | 精装 | 中楼层(共10层)  | 塔楼,2人关注 / 一年前发布,129,"8,057元/平"
优质洋房采光充足 房东诚心出售，拎包入住,佳期漫 -观音山,5室2厅 | 144.01平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,6人关注 / 3个月以前发布,326,"22,638元/平"
弘博 名人世家 4室2厅2卫  精装修 拎包入住,弘博名人世家 -海安县,4室2厅 | 210平米 | 南 北 | 精装 | 高楼层(共5层)  | 塔楼,2人关注 / 5个月以前发布,125.3,"5,967元/平"
小区环境优美 付小紫石   看房方便 房东诚心出售,凤凰府邸 -海安县,5室3厅 | 235.22平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,306,"13,010元/平"
大平房海棠花园中创东区便宜出手,海棠花园 -小海,3室2厅 | 137.01平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,58人关注 / 一年前发布,139,"10,146元/平"
文化翡翠园，大平层，整个南山湖一览无余,新瑞文化翡翠园 -金沙,5室2厅 | 219.8平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,14人关注 / 一年前发布,345,"15,697元/平"
洋房一楼带院子，房东诚心出售  .,中南君悦府 -金沙,4室2厅 | 129平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,4人关注 / 一年前发布,271.8,"21,070元/平"
地铁口 罗福宫 毛坯四房 别墅后一排 采光无遮挡 诚售,罗福宫 -先锋,4室2厅 | 138.51平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,94人关注 / 一年前发布,172,"12,418元/平"
香榭水岸河东 南苑校区 买一层带一层 小车库 交通便捷,香榭水岸一期 -启东市,4室2厅 | 97.62平米 | 南 | 简装 | 5层  | 板楼,8人关注 / 一年前发布,150,"15,366元/平"
中成河滨电梯房+价惠房美+采光充足+空气优,中成河滨花园 -启东市,3室2厅 | 144.07平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,175,"12,147元/平"
诚心出售，帝奥别墅满二为大税，采光无遮挡！,帝奥世伦名郡 -观音山,5室2厅 | 363.52平米 | 南 | 毛坯 | 3层  | 板塔结合 | 联排别墅 ,2人关注 / 一年前发布,1150,"31,636元/平"
业主急售，刚需好房，户型通透，,万豪花园 -启东市,3室2厅 | 126.34平米 | 南 | 毛坯 | 高楼层(共5层)  | 板塔结合,5人关注 / 一年前发布,288,"22,796元/平"
联排别墅，地上三层地下一层，院子20平左右，含车库。,融创海上桃源 -启东市,5室3厅 | 189.4平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 10个月以前发布,298,"15,734元/平"
江海皇都 顶楼复式 精装修 家具家电齐全 有车位,江海皇都私家花园 -金沙,4室3厅 | 228.13平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,320,"14,028元/平"
楼中楼 房东诚心 价格可谈 车库16 毛坯  方便看,怡园北村北区 -永兴,5室2厅 | 154.27平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,148,"9,594元/平"
满二大四房  毛坯 中间楼层  必选买房,山景水岸 -军山,5室1厅 | 231.98平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,19人关注 / 一年前发布,400,"17,243元/平"
润洋花园户型方正阳光明媚自由格调舒展生活的4+5复式,润洋花园 -海安县,6室2厅 | 188.41平米 | 南 | 精装 | 高楼层(共4层)  | 板楼,0人关注 / 5个月以前发布,168,"8,917元/平"
洋房一楼带院子，房东诚心出售  .,中南君悦府 -金沙,4室2厅 | 129平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,4人关注 / 一年前发布,271.8,"21,070元/平"
业主急售，刚需好房，户型通透，,万豪花园 -启东市,3室2厅 | 126.34平米 | 南 | 毛坯 | 高楼层(共5层)  | 板塔结合,5人关注 / 一年前发布,288,"22,796元/平"
中成河滨电梯房+价惠房美+采光充足+空气优,中成河滨花园 -启东市,3室2厅 | 144.07平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,175,"12,147元/平"
诚心出售，帝奥别墅满二为大税，采光无遮挡！,帝奥世伦名郡 -观音山,5室2厅 | 363.52平米 | 南 | 毛坯 | 3层  | 板塔结合 | 联排别墅 ,2人关注 / 一年前发布,1150,"31,636元/平"
地铁口 罗福宫 毛坯四房 别墅后一排 采光无遮挡 诚售,罗福宫 -先锋,4室2厅 | 138.51平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,94人关注 / 一年前发布,172,"12,418元/平"
香榭水岸河东 南苑校区 买一层带一层 小车库 交通便捷,香榭水岸一期 -启东市,4室2厅 | 97.62平米 | 南 | 简装 | 5层  | 板楼,8人关注 / 一年前发布,150,"15,366元/平"
联排别墅，地上三层地下一层，院子20平左右，含车库。,融创海上桃源 -启东市,5室3厅 | 189.4平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 10个月以前发布,298,"15,734元/平"
房东诚心出售，欢迎大家参观，大家可以推荐,英伦上院 -先锋,3室2厅 | 313.32平米 | 南 北 | 精装 | 3层  | 板楼 | 联排别墅 ,1人关注 / 一年前发布,705,"22,501元/平"
诚心出售 带院子地下室 可满二过户看房有钥匙。,佳期漫 -观音山,5室1厅 | 270.41平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,7人关注 / 9个月以前发布,410,"15,163元/平"
