标题,开发商,房子信息,发布信息,售价/万,单价
电力湖心路双阳台户型-一期实用高户型-业主保养好,家和城一期 -白藤头,3室2厅 | 113.31平米 | 南 北 | 精装 | 低楼层(共31层)  | 板塔结合,0人关注 / 10天以前发布,180,"15,886元/平"
航空新城保利时代 很新未入住 精装三房两卫 高层 通透,保利时代 -航空新城,3室2厅 | 100平米 | 东南 | 精装 | 高楼层(共34层)  | 板塔结合,25人关注 / 5个月以前发布,210,"21,000元/平"
精装修南北对流，业主急卖，方便看房,时代香海彼岸 -白藤头,3室2厅 | 92.46平米 | 南 北 | 精装 | 低楼层(共30层)  | 板塔结合,0人关注 / 4个月以前发布,120,"12,979元/平"
泰和苑精装大两房，东南朝向，位于白藤头，交通便利,泰和苑 -白藤头,2室2厅 | 79.33平米 | 东南 | 简装 | 8层  | 板楼,12人关注 / 一年前发布,71,"8,950元/平"
华发新城4期南向2房1卫，房子满5 唯 一，精装修。,华发新城四期 -南湾,2室2厅 | 85.5平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,10人关注 / 一年前发布,235,"27,486元/平"
景山一号 3室2厅 东南 南,景山一号 -吉大,3室2厅 | 126.55平米 | 东南 南 | 简装 | 低楼层(共27层)  | 塔楼,31人关注 / 一年前发布,355,"28,053元/平"
湖星水岸二期，三室一卫一厨一厅,湖星水岸华庭二期 -白藤头,3室2厅 | 104.08平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,5人关注 / 一年前发布,141,"13,548元/平"
时代香海彼岸 3室2厅 东南,时代香海彼岸 -白藤头,3室2厅 | 94.89平米 | 东南 | 简装 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,140,"14,754元/平"
中间楼层看小区园林，户型方正，通风采光好。,华发城建未来荟 -上冲,3室2厅 | 92.38平米 | 东 | 毛坯 | 中楼层(共38层)  | 塔楼,8人关注 / 一年前发布,255,"27,604元/平"
海怡湾畔  东南向三房 小区中间  方正实用  刚需之选,海怡湾畔 -唐家湾镇,3室2厅 | 108平米 | 东南 | 简装 | 5层  | 板塔结合,3人关注 / 7个月以前发布,220,"20,371元/平"
中珠山海间 毛坯2房  随时看房 楼层适中,中珠山海间2期 -红旗镇,2室2厅 | 75.43平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,3人关注 / 8个月以前发布,105,"13,921元/平"
业主诚心卖，装修漂亮，远景飘窗，产权清晰,华发城建未来荟 -上冲,3室2厅 | 79平米 | 北 | 精装 | 中楼层(共38层)  | 板塔结合,13人关注 / 一年前发布,213,"26,963元/平"
鸿泰海半山，三房两厅两卫，采光通风好。随时可看房。,鸿泰海半山 -红旗镇,3室2厅 | 95.14平米 | 东南 | 精装 | 低楼层(共32层)  | 板塔结合,47人关注 / 一年前发布,138,"14,505元/平"
仁恒滨海半岛 精装四房 格局方正，未住过。,仁恒滨海半岛三期 -唐家湾镇,4室2厅 | 144.25平米 | 东南 | 精装 | 34层  | 板塔结合,4人关注 / 一年前发布,495,"34,316元/平"
中上层洋房自定格局，客厅主卧皆朝南，钥匙看房,华发蔚蓝堡 -唐家湾镇,4室1厅 | 153.61平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,390,"25,389元/平"
金湾区航空新城 金地开发 高档小区 视野好,金地格林春晓二三期 -航空新城,3室2厅 | 93平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,24人关注 / 9个月以前发布,116,"12,474元/平"
金湾区航空新城 金地高档小区 南 北 通视野好,金地格林春晓二三期 -航空新城,4室2厅 | 117.06平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,14人关注 / 6个月以前发布,165,"14,096元/平"
南苑山庄 精装三房采光好  业主急卖,南苑山庄 -南屏,3室2厅 | 90.65平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,140,"15,445元/平"
正邦岭秀城 正规大三房 业主诚心出售,正邦岭秀城 -拱北,3室2厅 | 121.64平米 | 北 | 精装 | 中楼层(共29层)  | 板楼,1人关注 / 一年前发布,360,"29,596元/平"
保利时代高层三房，精装修，业主诚心出售，看房方便！,保利时代 -航空新城,3室2厅 | 100.04平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,14人关注 / 一年前发布,198,"19,793元/平"
金湾 红旗 精装大三房 南北通  随时看房,东方润园 -红旗镇,3室2厅 | 120.7平米 | 西南 | 精装 | 低楼层(共31层)  | 板楼,3人关注 / 一年前发布,176,"14,582元/平"
金湾红旗，东方润园，梅雁大厦，步梯三房,梅雁大厦 -红旗镇,3室2厅 | 93.06平米 | 东南 南 | 其他 | 中楼层(共8层)  | 板塔结合,0人关注 / 一年前发布,73,"7,845元/平"
次顶层单边位洋房，带露台，动静分离看房有钥匙,华发蔚蓝堡 -唐家湾镇,4室2厅 | 153.89平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,3人关注 / 6个月以前发布,467,"30,347元/平"
南向无遮挡高层山景，大横厅绝迹户型，看房有钥匙,远大美域 -唐家湾镇,4室2厅 | 165.88平米 | 南 | 精装 | 18层  | 塔楼,6人关注 / 一年前发布,426,"25,682元/平"
横琴后花园 9.9新未入住过 南北对流四房小区中间安静,中海左岸岚庭 -航空新城,4室2厅 | 122.9平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 2个月以前发布,331.5,"26,974元/平"
美丽湾精装两房两厅 正南朝向 看房方便 业主诚心出售,美丽湾 -唐家湾镇,2室2厅 | 85.9平米 | 南 | 精装 | 16层  | 塔楼,5人关注 / 一年前发布,180,"20,955元/平"
仁恒半岛 精装4居室 高层景观房 来电预约我,仁恒滨海半岛三期 -唐家湾镇,4室2厅 | 144.15平米 | 东南 | 精装 | 37层  | 板塔结合,0人关注 / 一年前发布,600,"41,624元/平"
邻富华里、大型社区、南向中层3房,银石雅园 -拱北,3室2厅 | 104.46平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,235,"22,497元/平"
此房满 航空新城后花园 实用高 东南向看房方便,中珠花园 -红旗镇,3室2厅 | 90.88平米 | 东南 西北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,103,"11,334元/平"
高新区海怡湾畔大平层四房出售可以满足2孩子家庭居住,海怡湾畔 -唐家湾镇,4室2厅 | 205.98平米 | 西南 | 简装 | 31层  | 板塔结合,0人关注 / 3个月以前发布,440,"21,362元/平"
125平南北通，小洋楼视野广阔 ，采光好三房两卫,恒隆华萃园 -唐家湾镇,3室2厅 | 125平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 板楼,22人关注 / 一年前发布,276,"22,080元/平"
急售中邦御珑湾4房，从未入住，精装修高层视野开阔,中邦御珑湾 -白蕉镇,4室2厅 | 96.63平米 | 南 北 | 简装 | 中楼层(共31层)  | 塔楼,1人关注 / 1个月以前发布,110,"11,384元/平"
华兴豪庭 2室2厅 东南,华兴豪庭 -红旗镇,2室2厅 | 78.31平米 | 东南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,92,"11,749元/平"
珠光新城 三房 精装修未入住 中高楼层,珠光新城一期 -红旗镇,3室2厅 | 91.77平米 | 北 | 精装 | 中楼层(共11层)  | 板楼,75人关注 / 一年前发布,123.5,"13,458元/平"
此房精装修，保养好，东南向，保养好，采光通风佳,鸿泰海半山 -红旗镇,2室2厅 | 76平米 | 东南 | 简装 | 低楼层(共32层)  | 板塔结合,5人关注 / 8个月以前发布,100,"13,158元/平"
近关口五房 南北通透 板楼，看房方便,华发世纪城四期 -南湾,5室2厅 | 179.59平米 | 南 北 | 精装 | 12层  | 板塔结合,2人关注 / 10个月以前发布,508,"28,287元/平"
3房2厅中间楼层 朝南 通风采光好,莲花山小区 -吉大,3室2厅 | 104平米 | 东南 | 简装 | 中楼层(共7层)  | 板塔结合,17人关注 / 6个月以前发布,159,"15,289元/平"
红旗大三房，毛坯，首付不高，使用率高,幸福东路 -红旗镇,3室2厅 | 92.36平米 | 东南 | 毛坯 | 高楼层(共7层)  | 暂无数据,7人关注 / 一年前发布,68,"7,363元/平"
格力广场南北对流南向阳台看小区园林景观4房户型。,格力广场二期 -吉大,4室2厅 | 171平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,578,"33,802元/平"
精装修三房 电梯高层  配套成熟,世纪名城二期 -红旗镇,3室2厅 | 91.19平米 | 东南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,116,"12,721元/平"
新未入住 银行无欠款 有钥匙看房方便 户型方正,保利香槟国际花园 -航空新城,3室2厅 | 87平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,69人关注 / 一年前发布,177.8,"20,437元/平"
房子有便有贵，选择有错有对，有缘千里相会，幸会幸会,中信红树湾一期 -南湾,4室2厅 | 183.94平米 | 东南 | 精装 | 31层  | 板塔结合,4人关注 / 一年前发布,866,"47,081元/平"
业主诚心出售三区三房，118万,藤业富林广场三区 -白藤头,3室2厅 | 91平米 | 东北 | 毛坯 | 中楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,118,"12,968元/平"
业主诚心出售三区三房，118万,藤业富林广场三区 -白藤头,3室2厅 | 91平米 | 东北 | 毛坯 | 中楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,118,"12,968元/平"
09年小区。近富华里带两地牌车位诚心出售,紫金阁 -夏湾,2室2厅 | 80.13平米 | 北 | 精装 | 低楼层(共20层)  | 塔楼,0人关注 / 一年前发布,289,"36,067元/平"
"房子在一楼,两房两厅,户型方正...",华策岭峰国际 -白蕉镇,2室2厅 | 78.8平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,12人关注 / 一年前发布,73,"9,264元/平"
近拱北口岸，电梯精装三房，交通便利,海怡大厦 -吉大,3室2厅 | 105平米 | 东北 | 精装 | 低楼层(共28层)  | 塔楼,13人关注 / 一年前发布,170,"16,191元/平"
精装南向2房  使用面积大  看房方便  公司有钥匙,东方润园 -红旗镇,2室1厅 | 75.13平米 | 西南 | 精装 | 低楼层(共18层)  | 板楼,65人关注 / 一年前发布,115,"15,307元/平"
保利时代3房 视野无遮挡，没住过,保利时代 -航空新城,3室2厅 | 97.61平米 | 东 西 | 精装 | 低楼层(共34层)  | 板塔结合,3人关注 / 8个月以前发布,205,"21,002元/平"
满五，别墅区中间高层，安静舒适，南北对流，高档装修,祥祺明月湾 -航空新城,4室3厅 | 158.89平米 | 南 | 精装 | 高楼层(共15层)  | 塔楼,2人关注 / 4个月以前发布,251,"15,798元/平"
金湾区航空新城 金地高档小区 南 北 通视野好,金地格林春晓二三期 -航空新城,4室2厅 | 117.06平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,14人关注 / 6个月以前发布,165,"14,096元/平"
金湾区航空新城 金地开发 高档小区 视野好,金地格林春晓二三期 -航空新城,3室2厅 | 93平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,24人关注 / 9个月以前发布,116,"12,474元/平"
南苑山庄 精装三房采光好  业主急卖,南苑山庄 -南屏,3室2厅 | 90.65平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,140,"15,445元/平"
海怡湾畔  东南向三房 小区中间  方正实用  刚需之选,海怡湾畔 -唐家湾镇,3室2厅 | 108平米 | 东南 | 简装 | 5层  | 板塔结合,3人关注 / 7个月以前发布,220,"20,371元/平"
中珠山海间 毛坯2房  随时看房 楼层适中,中珠山海间2期 -红旗镇,2室2厅 | 75.43平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,3人关注 / 8个月以前发布,105,"13,921元/平"
正邦岭秀城 正规大三房 业主诚心出售,正邦岭秀城 -拱北,3室2厅 | 121.64平米 | 北 | 精装 | 中楼层(共29层)  | 板楼,1人关注 / 一年前发布,360,"29,596元/平"
拱北大型社区 正邦岭秀城 精品2房 格局方正,正邦岭秀城 -拱北,2室2厅 | 75.76平米 | 北 东北 | 精装 | 低楼层(共25层)  | 板楼,0人关注 / 一年前发布,233,"30,756元/平"
海湾花园电梯大三房，东南向，无遮挡采光好,海湾花园 -吉大,3室2厅 | 143.17平米 | 东南 | 简装 | 低楼层(共25层)  | 板塔结合,10人关注 / 7个月以前发布,275,"19,208元/平"
祥祺明月湾品质大型社区.环境优美.海景房,祥祺明月湾 -航空新城,3室2厅 | 125.67平米 | 南 | 毛坯 | 高楼层(共18层)  | 塔楼,2人关注 / 一年前发布,207,"16,472元/平"
少有的复式两房，层高4.2米，业主下调7万，现85W,桃李家园 -老香洲,2室1厅 | 43.78平米 | 东南 | 精装 | 低楼层(共15层)  | 塔楼,81人关注 / 一年前发布,84,"19,187元/平"
金湾区航空新城 金地开发 高档小区 视野好,金地格林春晓二三期 -航空新城,3室2厅 | 80.99平米 | 东南 | 毛坯 | 中楼层(共34层)  | 塔楼,5人关注 / 10个月以前发布,105,"12,965元/平"
金湾区 金海大桥 美华阁 精装大三房 南 北 通,美华阁 -三灶镇,3室2厅 | 116平米 | 南 北 | 精装 | 高楼层(共8层)  | 暂无数据,3人关注 / 10个月以前发布,96,"8,276元/平"
此房南北通透双阳台户型，改善型的入门明智选择,桃源居东 -白蕉镇,3室2厅 | 131.61平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 4个月以前发布,142,"10,790元/平"
格力海岸风帆洋房 一梯两户 前排海景大4房 钥匙在手,格力海岸 -唐家湾镇,4室2厅 | 166.47平米 | 南 | 其他 | 10层  | 板塔结合,1人关注 / 3个月以前发布,690,"41,449元/平"
金湾区东咀三江苑精装南北通透看山景*新未入住。,三江苑 -三灶镇,4室2厅 | 125.98平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,134,"10,637元/平"
湖心路江南岸新毛坯两房户型方正视野开阔看房方便,江南岸随园 -白藤头,2室1厅 | 76.55平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,3人关注 / 一年前发布,98,"12,803元/平"
此房精装修，看山，看海，东南向，保养好，采光通风佳,鸿泰海半山 -红旗镇,3室2厅 | 99.28平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,155,"15,613元/平"
带平台  大型社区海湾花园 精装三房 户型方正,海湾花园 -吉大,3室2厅 | 132.24平米 | 东南 | 精装 | 低楼层(共16层)  | 板塔结合,75人关注 / 一年前发布,265,"20,040元/平"
海湾二期 高楼层 精装修 户型房正  有钥匙看房方便,海湾花园 -吉大,2室1厅 | 98.36平米 | 东 | 精装 | 高楼层(共28层)  | 板塔结合,4人关注 / 一年前发布,218,"22,164元/平"
依山傍海，近港珠澳大桥人工岛，拱北关口。珠海口岸,海景花园(香洲区) -吉大,3室2厅 | 116.2平米 | 东南 | 简装 | 中楼层(共4层)  | 塔楼,16人关注 / 8个月以前发布,190,"16,352元/平"
一线海景舒适两房，诚心出租看房方便,格力海岸 -唐家湾镇,2室1厅 | 102.38平米 | 南 | 精装 | 32层  | 板塔结合,105人关注 / 10个月以前发布,356.68,"34,839元/平"
首付25万，有大平台花园.顶楼复式，单价8800,东第花园 -白蕉镇,3室2厅 | 141.92平米 | 西南 | 毛坯 | 高楼层(共11层)  | 塔楼,22人关注 / 一年前发布,118,"8,315元/平"
业主诚心出售海湾花园三期高层精装三房,海湾花园 -吉大,3室1厅 | 136.38平米 | 西南 | 精装 | 中楼层(共28层)  | 板塔结合,2人关注 / 8个月以前发布,325,"23,831元/平"
湖心路家和城3+1刚需好房 南向看别墅 装修保养好,家和城一期 -白藤头,4室2厅 | 130.82平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,9人关注 / 一年前发布,229,"17,505元/平"
户型方正实用 楼层采观好 房子通透,中珠上郡四期 -红旗镇,3室2厅 | 83.34平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,116,"13,919元/平"
左邻右居，户型方正，南北通风采光好,左邻右居 -红旗镇,2室1厅 | 65.7平米 | 东南 | 精装 | 高楼层(共16层)  | 板楼,1人关注 / 7个月以前发布,82.8,"12,603元/平"
近拱北关口，一线海景房，户型方正,日华花园 -拱北,3室2厅 | 137.73平米 | 南 | 精装 | 中楼层(共17层)  | 塔楼,13人关注 / 一年前发布,376,"27,300元/平"
华发未来荟高楼层光线充足三房 免费停车 优质物管,华发城建未来荟 -上冲,3室2厅 | 84.25平米 | 南 | 毛坯 | 高楼层(共38层)  | 塔楼,7人关注 / 10个月以前发布,225,"26,707元/平"
航空新城精装三室两厅两卫，海景房。,时代山湖海 -航空新城,3室2厅 | 130.96平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,6人关注 / 8个月以前发布,268,"20,465元/平"
白藤山*精装三房两卫*新家私产权车位,鸿泰海半山 -红旗镇,3室2厅 | 99.11平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,13人关注 / 一年前发布,148,"14,933元/平"
业主急售富红苑大三房横厅带前后平台100平很实用,富红苑 -红旗镇,3室2厅 | 145.6平米 | 南 | 精装 | 低楼层(共8层)  | 板楼,18人关注 / 10个月以前发布,128,"8,792元/平"
中珠上郡四期 新精装 电梯居家3房 即买即住,中珠上郡四期 -红旗镇,3室2厅 | 86.49平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,11人关注 / 5个月以前发布,135,"15,609元/平"
急售珠海红旗中珠上郡二期精装2房东南向带租出售,中珠上郡二三期 -红旗镇,2室2厅 | 72.45平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合,30人关注 / 一年前发布,95,"13,113元/平"
吉大 繁华地段2020年小区 江山赋 倍新2房 出售,盛东江山赋 -吉大,2室2厅 | 86.41平米 | 北 | 毛坯 | 17层  | 板楼,15人关注 / 一年前发布,244,"28,238元/平"
