标题,开发商,房子信息,发布信息,售价/万,单价
观江府4-2-1-2 118.00m² 房东急售 江景房,观江府 -大兴,4室2厅 | 118平米 | 东南 | 毛坯 | 高楼层(共8层)  | 暂无数据,2人关注 / 一年前发布,88,"7,458元/平"
正黄集体，套三，双卫，适合居住,正黄金域名座 -姚桥,3室2厅 | 99平米 | 东北 | 毛坯 | 中楼层(共19层)  | 板塔结合,0人关注 / 5个月以前发布,60,"6,061元/平"
四小旁 正黄小区 套三双卫户型好价格美丽,正黄金域名座 -姚桥,3室2厅 | 99平米 | 东南 | 毛坯 | 中楼层(共19层)  | 塔楼,0人关注 / 一年前发布,67,"6,768元/平"
房屋采光好，房子方正，看房方便，钥匙在物业。,正黄金域名座 -姚桥,3室1厅 | 84平米 | 东南 | 毛坯 | 低楼层(共19层)  | 塔楼,3人关注 / 一年前发布,53,"6,310元/平"
姚桥片区唯一洋房楼盘，交通便利，套四双卫,翡翠云庭 -姚桥,4室2厅 | 127平米 | 西南 | 毛坯 | 中楼层(共7层)  | 暂无数据,10人关注 / 一年前发布,95,"7,481元/平"
西康码头 已安装电梯的江景套三 实际比照片好的房子,羌江南路443号 -上坝区域,3室2厅 | 110平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,63,"5,728元/平"
蒙山花园套三 交通便利 小区环境干净舒适 适合居住,蒙山花园 -名山区,3室2厅 | 118平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,53.2,"4,509元/平"
带屋顶花园 两层 采光视野不错,大北街31号 -西城区域,2室1厅 | 66平米 | 西南 | 简装 | 高楼层(共6层)  | 暂无数据,8人关注 / 一年前发布,35.3,"5,349元/平"
金科天宸雅苑 4室1厅 东南,金科天宸雅苑 -大兴,4室1厅 | 118平米 | 东南 | 毛坯 | 中楼层(共18层)  | 暂无数据,1人关注 / 4个月以前发布,90,"7,628元/平"
带屋顶花园 两层 采光视野不错,大北街31号 -西城区域,2室1厅 | 66平米 | 西南 | 简装 | 高楼层(共6层)  | 暂无数据,8人关注 / 一年前发布,35.3,"5,349元/平"
正黄 金域名座，户型实际面积大,正黄金域名座 -姚桥,3室2厅 | 94.53平米 | 南 | 毛坯 | 高楼层(共19层)  | 塔楼,8人关注 / 一年前发布,54,"5,713元/平"
张家山路单位房 房主诚心出售  看房方便,张家山路230号 -城后区域,3室1厅 | 65.5平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,30,"4,581元/平"
小北街三居室好房出售  环境优美交通便利,小北街65号 -西城区域,3室2厅 | 120平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,65,"5,417元/平"
山水豪庭跃层 精装修 拎包入住,山水豪庭 -三雅园,3室2厅 | 141.18平米 | 东南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 一年前发布,140,"9,917元/平"
飞机坝电梯房 精装修空房 可直接买家具入住,碧桂园雅安印象 -西城区域,4室2厅 | 123平米 | 东南 | 简装 | 低楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,75,"6,098元/平"
老城区 现浇房 现代装修 拎包入住,绿洲长河康居小区 -上坝区域,3室2厅 | 127平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,69,"5,434元/平"
文曲星座 产权面积115平 套四双卫 前后通透 户型好,城投文曲新座 -城后区域,4室2厅 | 115平米 | 南 | 毛坯 | 低楼层(共19层)  | 塔楼,0人关注 / 10个月以前发布,65,"5,653元/平"
三雅园精装套三 诚心出售 小区环境号,幸福港湾 -三雅园,3室2厅 | 135平米 | 东南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,76,"5,630元/平"
45万装修 楼层视野好  可以看江 户型好,拓海第一江岸1期 -姚桥,4室2厅 | 129平米 | 南 | 精装 | 低楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,125,"9,690元/平"
彩虹名居紧凑型套三出售，户型方正，随时入住,彩虹名居 -名山区,3室2厅 | 88.9平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,52,"5,850元/平"
大兴品质小区，洋房顶跃，带平台，户型房子，宽敞明亮,金科天宸雅苑 -大兴,4室1厅 | 135平米 | 东南 | 毛坯 | 高楼层(共10层)  | 塔楼,1人关注 / 4个月以前发布,167,"12,371元/平"
东安郦景4室2厅出售   九层新,东安郦景 -康藏路区域,4室2厅 | 117.66平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,66,"5,610元/平"
十里原湾，出门公园 下楼江景 诚心出售,十里原湾 -上坝区域,3室2厅 | 109平米 | 东 | 精装 | 低楼层(共30层)  | 板塔结合,1人关注 / 11个月以前发布,108,"9,909元/平"
川行雅郡，套三，拎包入住，保养新,川航雅郡 -姚桥,3室2厅 | 103平米 | 东南 | 精装 | 低楼层(共6层)  | 塔楼,0人关注 / 10个月以前发布,72,"6,991元/平"
十里原湾套四双卫，户型方正，中间楼层,十里原湾 -上坝区域,3室2厅 | 127平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 一年前发布,120.8,"9,512元/平"
装修小屋  拎包入住  温馨小家,正黄金域首府二期 -姚桥,3室2厅 | 103平米 | 东南 | 精装 | 高楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,100,"9,709元/平"
金科二期清水套3房东诚心出售 现底价69W,金科天宸雅郡 -大兴,3室2厅 | 97平米 | 东南 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 一年前发布,70,"7,217元/平"
正黄金域首府一期 3室2厅 东南,正黄金域首府一期 -姚桥,3室2厅 | 114平米 | 东南 | 精装 | 高楼层(共29层)  | 塔楼,1人关注 / 一年前发布,110,"9,650元/平"
金色雅郡套四双卫，大客厅，中高楼层，清水现房,正黄金色雅郡 -姚桥,4室2厅 | 115.1平米 | 南 | 毛坯 | 高楼层(共24层)  | 暂无数据,1人关注 / 一年前发布,82,"7,125元/平"
“匠造翡翠 心归云庭”正黄·翡翠云庭,翡翠云庭 -姚桥,3室2厅 | 113平米 | 东南 南 | 毛坯 | 低楼层(共24层)  | 暂无数据,0人关注 / 一年前发布,88,"7,788元/平"
怡心园精装套三 不靠外环 房东诚心出售,尚雅怡心苑 -姚桥,3室2厅 | 101平米 | 西南 | 精装 | 低楼层(共18层)  | 塔楼,6人关注 / 5个月以前发布,55,"5,446元/平"
精品房源，房子楼层好视野好，家具家电全品牌，带车位,城投文曲新座 -城后区域,3室2厅 | 107平米 | 南 | 精装 | 中楼层(共22层)  | 暂无数据,2人关注 / 4个月以前发布,89.6,"8,374元/平"
采光充足，可以实地看房，带露台，车位,小城绿岛B区 -上坝区域,4室2厅 | 153.68平米 | 东南 | 精装 | 中楼层(共4层)  | 暂无数据,1人关注 / 3个月以前发布,500,"32,536元/平"
此房为毛坯房，给您更多自由发挥想象的装修空间,正黄金域华府 -大兴,3室2厅 | 95.74平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,4人关注 / 一年前发布,60,"6,267元/平"
幸福家园 4室2厅1厨2卫 生活居住方便,幸福家园 -上坝区域,4室2厅 | 141平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,70,"4,965元/平"
中层，正对中庭，采光好，竖厅户型好布局,翰城1981一期 -姚桥,3室1厅 | 107平米 | 东南 | 毛坯 | 低楼层(共24层)  | 塔楼,0人关注 / 2个月以前发布,68,"6,356元/平"
此房房龄新。生活方便 小区环境好，视野开阔，采光好,翰城1981二期 -姚桥,3室2厅 | 115平米 | 东南 | 毛坯 | 高楼层(共17层)  | 板塔结合,0人关注 / 8个月以前发布,79,"6,870元/平"
此房满2年，出行方便，户型方正，居住方便舒适,茶都大道261号 -名山区,3室2厅 | 126平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,50,"3,969元/平"
户型很方正，采光好 房间通透，视野很开阔,翰城1981二期 -姚桥,3室1厅 | 114平米 | 东南 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 2个月以前发布,102,"8,948元/平"
此房满五 税费低 江景房 视野开阔 看房方便,东安明珠B区 -三雅园,4室2厅 | 149平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,100,"6,712元/平"
正黄一期  套三双卫清水大户型 楼层采光好 价格可议,正黄金域首府一期 -姚桥,3室2厅 | 127平米 | 东南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 一年前发布,105,"8,268元/平"
精装修大套三，户型巴适，采光好,蘭台府一期 -大兴,3室1厅 | 115平米 | 东南 | 精装 | 中楼层(共17层)  | 塔楼,0人关注 / 5个月以前发布,105,"9,131元/平"
碧雅园套三双卫还带楼顶带套二出售，价格美丽,碧雅园小区 -康藏路区域,3室2厅 | 103.88平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,56,"5,391元/平"
契税发票满两年    税费低     房东诚意出售,青江映月 -草坝,3室1厅 | 112.37平米 | 东南 | 毛坯 | 中楼层(共12层)  | 板塔结合,0人关注 / 2个月以前发布,52,"4,628元/平"
十里原湾   此房满二税费低   客厅卧室全看江  视野好,十里原湾 -上坝区域,3室2厅 | 127.64平米 | 东南 | 毛坯 | 高楼层(共30层)  | 板楼,0人关注 / 4个月以前发布,116,"9,089元/平"
老城区玉子板房房东急卖价格低。,平桥街133号 -名山区,3室1厅 | 87平米 | 东南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 4个月以前发布,32,"3,679元/平"
地段好，价格低，房东急售看房提前约,名海花园 -名山区,2室1厅 | 87.8平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,29,"3,303元/平"
十里原湾二期对周公山周公河，大清水套三出售,十里原湾 -上坝区域,3室2厅 | 126.66平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 一年前发布,122,"9,633元/平"
小区停车方便 出门200米就是.菜市。,伏龙巷10号 -东城区域,3室2厅 | 120.77平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,54.5,"4,513元/平"
上坝路地震局3室2厅2卫出售 停车方便,地震局家属房 -东城区域,3室2厅 | 109平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,50,"4,588元/平"
正黄小区 套三双卫 采光好 看房方便 户型方正,正黄金域名座 -姚桥,3室2厅 | 93.74平米 | 东 | 毛坯 | 低楼层(共19层)  | 塔楼,1人关注 / 一年前发布,60,"6,401元/平"
滨江奥斯卡 套二户型 带入户花园,滨江奥斯卡 -草坝,2室2厅 | 91.5平米 | 东南 | 毛坯 | 低楼层(共18层)  | 塔楼,4人关注 / 一年前发布,35,"3,826元/平"
蒙顶山牌坊旁套三电梯房，拎包入住,西康国际 -名山区,3室2厅 | 93平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 4个月以前发布,64,"6,882元/平"
洋房，大平层，水电已完工。。。。。。。。。,凯悦天地 -大兴,4室2厅 | 156平米 | 东南 | 毛坯 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,138,"8,847元/平"
套三单卫，彩光好，房东诚心出售,正黄金域首座 -姚桥,3室1厅 | 93平米 | 东南 | 毛坯 | 中楼层(共25层)  | 塔楼,0人关注 / 1个月以前发布,61,"6,560元/平"
套三双卫................,领地蘭台府云璟 -大兴,3室2厅 | 114平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,1人关注 / 4个月以前发布,80,"7,018元/平"
金科一期  套三双卫  出行方便  地段好,金科天宸雅苑 -大兴,3室1厅 | 98平米 | 南 西南 | 简装 | 低楼层(共18层)  | 暂无数据,1人关注 / 5个月以前发布,78,"7,960元/平"
地段好，价格便宜，看上还可以少点,名山石油公司宿舍 -名山区,2室2厅 | 67平米 | 东南 | 简装 | 高楼层(共4层)  | 暂无数据,0人关注 / 3个月以前发布,30,"4,478元/平"
老玉管处套三出售，公摊小实得面积大,平桥街152号 -名山区,3室2厅 | 77.8平米 | 东南 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,29.8,"3,831元/平"
羌江南路245号 3室2厅 南,羌江南路245号 -东城区域,3室2厅 | 130平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,58,"4,462元/平"
滨江奥斯卡 5室3厅 东南,滨江奥斯卡 -草坝,5室3厅 | 154.5平米 | 东南 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 5个月以前发布,63,"4,078元/平"
四小旁，电梯，带精装修屋顶花园，对中庭，拎包入住,领地二期 -姚桥,2室2厅 | 85平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 4个月以前发布,75,"8,824元/平"
老城区电梯房 套三双卫 纯清水,城投文曲新座 -城后区域,3室2厅 | 106.2平米 | 东南 | 毛坯 | 中楼层(共22层)  | 暂无数据,0人关注 / 4个月以前发布,65,"6,121元/平"
江湾城 位处大兴桥头 品质小区  4室2厅1厨2卫清水双卫,西网江湾城 -大兴,4室2厅 | 131平米 | 西北 | 毛坯 | 低楼层(共17层)  | 暂无数据,8人关注 / 7个月以前发布,89,"6,794元/平"
珠峰小区 3室2厅 精装修 拎包入住 停车方便,珠峰商住楼 -西城区域,3室2厅 | 148平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,65,"4,392元/平"
老城区现浇房，东安丽景  2室,东安郦景 -康藏路区域,2室2厅 | 69平米 | 东南 | 简装 | 高楼层(共6层)  | 板塔结合,7人关注 / 一年前发布,34.5,"5,000元/平"
上坝路大套三双卫出售，停车方便交通便利,幸福家园 -上坝区域,3室2厅 | 143平米 | 东 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,77.9,"5,448元/平"
老城区电梯板式大平层，两梯两户，3室2厅。,领地天澜 -城后区域,3室2厅 | 120平米 | 东南 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 4个月以前发布,69.8,"5,817元/平"
凯悦天地1期，套4双卫，楼层好，视野开阔,凯悦天地 -大兴,4室2厅 | 125平米 | 西南 | 毛坯 | 高楼层(共17层)  | 板塔结合,4人关注 / 一年前发布,88,"7,040元/平"
八一路套二出售停车方便，交通便利,八一路27号 -西城区域,2室2厅 | 92平米 | 东 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,45,"4,892元/平"
山水豪庭套三单卫 、环境干净舒适  还带大车位,山水豪庭 -三雅园,3室2厅 | 89.5平米 | 东南 | 简装 | 低楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,69,"7,710元/平"
山水豪庭跃层全江景带中.央空调。,山水豪庭 -三雅园,3室2厅 | 130.67平米 | 东南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 一年前发布,130,"9,949元/平"
简装套二 带电梯 楼层好 地段好,建新路130号 -上坝区域,2室1厅 | 87.5平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 4个月以前发布,45,"5,143元/平"
珠峰小区 3室2厅 精装修 拎包入住 停车方便,珠峰商住楼 -西城区域,3室2厅 | 148平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,65,"4,392元/平"
绿洲路187号地震局房子带车位环境优美交通便利,绿洲路187号 -上坝区域,3室2厅 | 125平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,89,"7,120元/平"
西康路东段48号3室2厅2卫  马上装电梯了,西康路东段48号 -上坝区域,3室2厅 | 132平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,68,"5,152元/平"
文化路市委宿舍  套三双卫  装修家具家电齐 价格可议,市委住宅小区 -东城区域,3室2厅 | 116平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,60,"5,173元/平"
玉林家苑 满二 三室两厅一厨两卫 带chao大平台,玉林家苑 -名山区,3室2厅 | 89.4平米 | 东南 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,65,"7,271元/平"
少年宫路单位房，3室2厅1卫，3楼，可停车,雨城区东城街道华兴街社区少年宫路139号大院 -东城区域,3室2厅 | 111.8平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,62,"5,546元/平"
南四路低楼层精装修，套二带小花园，停车方便,南四路49号 -康藏路区域,2室2厅 | 90平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,48,"5,334元/平"
东安郦景套三双卫出售，停车方便。,东安郦景 -康藏路区域,3室2厅 | 103平米 | 东南 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,55,"5,340元/平"
老城区现浇房，东安丽景  2室,东安郦景 -康藏路区域,2室2厅 | 69平米 | 东南 | 简装 | 高楼层(共6层)  | 板塔结合,7人关注 / 一年前发布,34.5,"5,000元/平"
上坝路大套三双卫出售，停车方便交通便利,幸福家园 -上坝区域,3室2厅 | 143平米 | 东 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,77.9,"5,448元/平"
老城区电梯房 建宇国际精装套三 全屋实木装修,建宇国际公馆 -上坝区域,3室2厅 | 108.42平米 | 西北 | 精装 | 高楼层(共23层)  | 板楼,0人关注 / 2个月以前发布,90,"8,302元/平"
灯塔雅舍套三双卫精装出售。。。,灯塔雅舍 -康藏路区域,3室2厅 | 136.5平米 | 东南 | 简装 | 高楼层(共7层)  | 板塔结合,7人关注 / 一年前发布,52.8,"3,869元/平"
绿洲长河一期 3室双卫 精装修 楼层好 环境优雅,绿洲长河康居小区 -上坝区域,3室2厅 | 144.6平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,90,"6,225元/平"
