标题,开发商,房子信息,发布信息,售价/万,单价
御龙湾，东上首户型，好楼层，诚心出售。,金鹰御珑湾 -东台市,3室2厅 | 132平米 | 南 北 | 精装 | 低楼层(共26层)  | 塔楼,1人关注 / 15天以前发布,210,"15,910元/平"
碧水绿都 3室2厅 南,碧水绿都 -滨海体育中心商圈,3室2厅 | 136平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 31天以前发布,113.8,"8,368元/平"
景山解放路悦达889旁万科翡翠国际精装三房，满二,万科悦达翡翠国际 -富康路商圈,3室2厅 | 116平米 | 南 北 | 精装 | 高楼层(共14层)  | 暂无数据,0人关注 / 25天以前发布,223,"19,225元/平"
吾悦和府北区 好楼层阳光好 动静分离户型,吾悦和府北区 -东台市,3室1厅 | 120.1平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 暂无数据,0人关注 / 1个月以前发布,148.8,"12,390元/平"
精装修，拎包即住，户型方正，诚心出售。,东方绿苑 -富康路商圈,3室2厅 | 117.64平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 25天以前发布,120,"10,201元/平"
聚龙湖丨瑞尔花园丨精装三房丨出行方便丨房东诚心出售,瑞尔花园 -聚龙湖商圈,3室2厅 | 139平米 | 南 | 精装 | 中楼层(共22层)  | 板楼,1人关注 / 1个月以前发布,199,"14,317元/平"
小区环境好，设备齐全，空气好。。。,熙悦佳园 -东台市,3室2厅 | 113平米 | 南 | 简装 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,92.8,"8,213元/平"
城东 绿地四期书香园 精装三房 飞机户型 南北通透,国际花都四期 -盐城会展中心商圈,3室2厅 | 116平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,0人关注 / 29天以前发布,138.8,"11,966元/平"
城东央企 保利罗兰春天 四开间朝南双阳台 采光好,保利罗兰春天 -亭湖高中商圈,3室1厅 | 140.5平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,199,"14,164元/平"
悦隽时代 3室1厅 南,悦隽时代 -盐都商圈,3室1厅 | 117.16平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,119,"10,158元/平"
华芳国际三房，毛坯，满两年，采光视野非 常开阔！！,华芳国际花园 -滨海体育中心商圈,3室2厅 | 124.5平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 25天以前发布,116.8,"9,382元/平"
安居馨苑丨有车库丨采光好丨随时看房,安居馨苑 -滨海体育中心商圈,3室2厅 | 130平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 31天以前发布,88,"6,770元/平"
中央花园电梯房，西边套，毛坯房，随时看房,中央花园 -滨海体育中心商圈,3室2厅 | 142平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 25天以前发布,149,"10,493元/平"
小区处于县城中间位置，衣食住行样样齐全,昌兴壹城北区 -滨海清水湖商圈,3室2厅 | 111.62平米 | 南 | 精装 | 高楼层(共33层)  | 暂无数据,0人关注 / 23天以前发布,122.8,"11,002元/平"
盐渎院子 毛坯三房 阳光好 户型好 看房方便,石榴盐渎院子 -潘黄商圈,3室1厅 | 115平米 | 南 | 毛坯 | 低楼层(共25层)  | 塔楼,0人关注 / 24天以前发布,138,"12,000元/平"
京师学院山 旁边就北师大 接孩子几步路  诚心出,京师学院山 -亭湖商圈,3室1厅 | 123.88平米 | 南 | 毛坯 | 中楼层(共21层)  | 暂无数据,0人关注 / 26天以前发布,160,"12,916元/平"
新日月翠洲嘉园 3室2厅 南,新日月翠洲嘉园 -万达商圈,3室2厅 | 133.62平米 | 南 | 简装 | 低楼层(共5层)  | 板塔结合,0人关注 / 31天以前发布,138,"10,328元/平"
房东诚心出售，楼层好，南北朝向。阳光不挡,森活绿郡 -东台市,3室2厅 | 124.02平米 | 南 | 简装 | 中楼层(共23层)  | 板楼,0人关注 / 22天以前发布,136.8,"11,031元/平"
新小区，环境好，交通好，房东诚意出售,熙悦佳园 -东台市,3室2厅 | 92.03平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,69.8,"7,585元/平"
中南购物广场旁，环境好，交通便利。,熙悦佳园 -东台市,3室2厅 | 91平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,69.8,"7,671元/平"
金麟府 3室2厅 南,金麟府 -滨海清水湖商圈,3室2厅 | 129平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 31天以前发布,118.8,"9,210元/平"
香城世家，毛坯三房，楼层好，采光好,香城世家 -麦德龙商圈,3室2厅 | 92.8平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,1人关注 / 24天以前发布,126.8,"13,664元/平"
中南10期的洋房 位置不多说懂得都懂 全小区醉低价,中南世纪城景城二区 -中南商圈,3室1厅 | 122.32平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 板楼,0人关注 / 21天以前发布,218,"17,823元/平"
靠市 政 府，品质住宅，交通便利，配套齐全，价格可议,金融城中央公馆 -聚龙湖商圈,3室2厅 | 172.08平米 | 西南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 24天以前发布,280,"16,272元/平"
聚龙湖欧风街旁 瑞尔花园143平精装修 好楼层 有车位,瑞尔花园 -聚龙湖商圈,3室2厅 | 143平米 | 南 | 精装 | 中楼层(共16层)  | 塔楼,0人关注 / 22天以前发布,198,"13,847元/平"
高铁旁 鑫业家园 电梯房 房东急售 采光好,鑫业家园 -新河商业街商圈,2室1厅 | 96.08平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 30天以前发布,99,"10,304元/平"
户型方正，精装，品牌家具家电，楼层好，配套设施齐,凤凰郡 -东台市,3室2厅 | 111平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 26天以前发布,102.8,"9,262元/平"
万科翡翠云台 精装三房 双阳台三开朝南 采光好,万科悦达翡翠云台 -中南商圈,3室2厅 | 105.8平米 | 南 | 精装 | 高楼层(共30层)  | 暂无数据,0人关注 / 22天以前发布,158,"14,934元/平"
城南商圈 中海万锦南园 精装修 3房 随时有时间看房,中海万锦南园 -中南商圈,3室2厅 | 97.87平米 | 南 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 31天以前发布,143,"14,612元/平"
拖拉机厂北舍位于与黄海路和人民路交界处此房带电梯,盐城拖拉机厂北宿舍区 -人民公园商圈,3室2厅 | 98.8平米 | 南 北 | 简装 | 中楼层(共9层)  | 板楼,0人关注 / 19天以前发布,126,"12,754元/平"
盛世明都 精装大三房 带独立衣帽间 边户,盛世明都 -麦德龙商圈,3室2厅 | 115.36平米 | 南 | 精装 | 中楼层(共12层)  | 暂无数据,0人关注 / 24天以前发布,168,"14,564元/平"
海纯桥巷15号 3室2厅 南,海纯桥巷15号 -招商场商圈,3室2厅 | 91.41平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,85.8,"9,387元/平"
金麟府凤凰楼层 采光好 毛坯 诚心出售,金麟府 -滨海清水湖商圈,3室2厅 | 128.21平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,0人关注 / 22天以前发布,119.8,"9,345元/平"
京师学院山3-1-1-2 117.93m² 155 万房东人不错诚心出,京师学院山 -亭湖商圈,3室1厅 | 117.93平米 | 南 | 毛坯 | 低楼层(共21层)  | 板楼,0人关注 / 21天以前发布,150,"12,720元/平"
城东宝龙广场 3室2厅 南 北,城东宝龙广场 -亭湖商圈,3室2厅 | 122.81平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 19天以前发布,138,"11,237元/平"
聚龙湖商圈精装112平149万有钥匙随时看房,恒大帝景 -聚龙湖商圈,3室2厅 | 112平米 | 南 | 精装 | 低楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,149,"13,304元/平"
城东 碧桂园铂悦澜庭 精装三房 悦达889 解放路景山,碧桂园铂悦澜庭 -盐城会展中心商圈,3室2厅 | 122平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 19天以前发布,169,"13,853元/平"
新日月翠洲嘉园，飞机户型 采光好 带车库,新日月翠洲嘉园 -万达商圈,3室2厅 | 121平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 19天以前发布,139,"11,488元/平"
采光佳，精装修，拎包即住 欧风花街边上位置好,瑞尔花园 -聚龙湖商圈,3室2厅 | 120.93平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 19天以前发布,198,"16,374元/平"
采光充足，视野开阔，房东诚心出售，精装修，,书香名府 -东台市,3室2厅 | 109.99平米 | 南 | 精装 | 高楼层(共16层)  | 板塔结合,0人关注 / 28天以前发布,135.8,"12,347元/平"
京师学院山3-1-1-2 117.93m² 155 万房东人不错诚心出,京师学院山 -亭湖商圈,3室1厅 | 117.93平米 | 南 | 毛坯 | 低楼层(共21层)  | 板楼,0人关注 / 21天以前发布,150,"12,720元/平"
碧桂园珺悦府 飞机户型  满二  房东诚心出售,碧桂园珺悦府 -亭湖高中商圈,3室2厅 | 115平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,0人关注 / 28天以前发布,165,"14,348元/平"
盐马路旁 月湖花城 满五 精装修 采光佳 拎包入住,月湖花城 -缤纷亚洲商圈,3室2厅 | 106平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 19天以前发布,199,"18,774元/平"
昌兴壹城北区 6室2厅 南,昌兴壹城北区 -滨海清水湖商圈,6室2厅 | 100平米 | 南 | 毛坯 | 高楼层(共29层)  | 暂无数据,0人关注 / 19天以前发布,123.8,"12,380元/平"
金色华庭 4室2厅 南,金色华庭 -滨海坎西商圈,4室2厅 | 126.42平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 17天以前发布,85,"6,724元/平"
锦绣园好楼层三室二厅毛坯现房出售,锦绣园 -滨海清水湖商圈,3室2厅 | 132平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 29天以前发布,109.8,"8,319元/平"
此房是精装修，户型方正，南北通透，交通便捷。,虹润华府 -东台市,3室2厅 | 126平米 | 南 北 | 精装 | 低楼层(共16层)  | 暂无数据,0人关注 / 22天以前发布,147.8,"11,731元/平"
万科悦达翡翠云台丨精装三房丨三开间朝南丨开发商精装,万科悦达翡翠云台 -中南商圈,3室1厅 | 130平米 | 南 | 精装 | 高楼层(共32层)  | 暂无数据,0人关注 / 27天以前发布,220,"16,924元/平"
此房南北通风户型，采光通风好视野开阔，配套设施全,华建雅园 -亭湖高中商圈,3室2厅 | 100.15平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 28天以前发布,130,"12,981元/平"
中南十二期 城南高品质住宅 出门新弄里 业主诚心出售,中南世纪城十二期悦城 -中南商圈,3室1厅 | 100.26平米 | 南 | 毛坯 | 低楼层(共30层)  | 塔楼,0人关注 / 26天以前发布,140,"13,964元/平"
精装修，出行方便，品质小区，看房方便,恒大帝景 -聚龙湖商圈,3室1厅 | 121平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 30天以前发布,176,"14,546元/平"
聚龙湖商圈 三房朝阳 楼层好  毛坯 想怎么装怎么装,日月星城 -聚龙湖商圈,3室2厅 | 105.97平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 22天以前发布,159.8,"15,080元/平"
金麟府  3室2厅 钻石楼层  采光好,金麟府 -滨海清水湖商圈,3室2厅 | 106平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 24天以前发布,106.8,"10,076元/平"
欧堡利亚悦府 全新装修3房 楼层好 采光充足,欧堡利亚悦府 -滨海体育中心商圈,3室2厅 | 103.58平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 17天以前发布,125.5,"12,117元/平"
采光通风好，视野开阔，配套设施齐全交通便利,晨光满园 -东台市,3室2厅 | 103平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 26天以前发布,101.8,"9,884元/平"
户型方正， 两房朝阳，采光充足，有车库！,沙井头西区 -人民公园商圈,3室2厅 | 88.69平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 27天以前发布,95,"10,712元/平"
金贸花园 3室2厅 南,金贸花园 -海华商圈,3室2厅 | 117.22平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,0人关注 / 17天以前发布,112,"9,555元/平"
锦绣园 毛坯3室2厅2卫 诚心出售,锦绣园 -滨海清水湖商圈,3室1厅 | 124.36平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 19天以前发布,106.8,"8,588元/平"
招商场商圈 万泰时代城悦府 三室二厅 毛坯房,万泰时代城悦府 -招商场商圈,3室2厅 | 106.85平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 暂无数据,0人关注 / 30天以前发布,132.8,"12,429元/平"
圆融，精装修，拎包入住，过户便宜，出行方便,圆融城市中心广场 -东台市,7室3厅 | 180.84平米 | 南 | 精装 | 低楼层(共25层)  | 板塔结合,0人关注 / 22天以前发布,255.8,"14,146元/平"
正鑫城市经典丨精装三房丨看房方便丨满二税少,正鑫城市经典 -滨海体育中心商圈,4室2厅 | 127平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 24天以前发布,99.8,"7,859元/平"
港龙华侨新城 3室1厅 南,港龙华侨新城 -麦德龙商圈,3室1厅 | 96.59平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 26天以前发布,158,"16,358元/平"
和泰嘉园 6室2厅 南 北,和泰嘉园 -崇礼路商圈,6室2厅 | 219平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 31天以前发布,178,"8,128元/平"
兴都公寓精装修大三房，得房率高，拎包即住,兴都公寓 -麦德龙商圈,3室2厅 | 125.49平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 23天以前发布,158.8,"12,655元/平"
香苑西园 品质小区 精装3房  小区环境好 地理位置优越,香苑西园 -中南商圈,3室1厅 | 146.5平米 | 南 | 精装 | 低楼层(共23层)  | 板楼,0人关注 / 29天以前发布,270,"18,431元/平"
银厦广场 车位,银厦广场 -滨海公园商圈,车位 | 115平米 | 南  | 暂无数据,0人关注 / 26天以前发布,158,"13,740元/平"
国园壹城小区环境好，适宜居住，出行方便,国园壹城 -五星车站商圈,4室1厅 | 133.8平米 | 南 | 精装 | 中楼层(共24层)  | 板楼,0人关注 / 27天以前发布,135,"10,090元/平"
新日月翠洲嘉园 5室2厅 南,新日月翠洲嘉园 -万达商圈,5室2厅 | 138平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 23天以前发布,168,"12,174元/平"
国园壹城小区环境好，适宜居住，出行方便,国园壹城 -五星车站商圈,4室1厅 | 133.8平米 | 南 | 精装 | 中楼层(共24层)  | 板楼,0人关注 / 27天以前发布,135,"10,090元/平"
锦盛豪庭南区102平 3房 毛坯自由装 满2年随时看房,锦盛豪庭·南郡 -中南商圈,3室2厅 | 102.74平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 24天以前发布,132,"12,848元/平"
南朝向，阳光足，采光好，视野开阔，精装修,中瑞华府 -东台市,3室1厅 | 102平米 | 南 | 精装 | 高楼层(共22层)  | 板塔结合,0人关注 / 22天以前发布,110,"10,785元/平"
恒大帝景 3室2厅 南,恒大帝景 -聚龙湖商圈,3室2厅 | 105.6平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,0人关注 / 25天以前发布,150,"14,205元/平"
蝶湖湾 3室2厅 南,蝶湖湾 -麦德龙商圈,3室2厅 | 102.31平米 | 南 | 其他 | 低楼层(共13层)  | 板楼,0人关注 / 19天以前发布,101.8,"9,951元/平"
视野宽阔 小区内部环境幽静 低调的舒适住宅 采光好,香苑东园 -中南商圈,4室1厅 | 240.79平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 26天以前发布,430,"17,858元/平"
日月星城 毛坯大三居  看房方便,日月星城 -聚龙湖商圈,3室2厅 | 130.12平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 25天以前发布,220,"16,908元/平"
香城世家 三室两厅一厨一卫 采光好  楼层好,香城世家 -麦德龙商圈,3室2厅 | 108平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 19天以前发布,155,"14,352元/平"
港龙华侨城 毛坯大三房 楼层好 采光佳 有车位车库,港龙华侨城 -麦德龙商圈,3室2厅 | 132.77平米 | 南 | 毛坯 | 中楼层(共27层)  | 板塔结合,1人关注 / 19天以前发布,159.8,"12,036元/平"
中南三期 精装两室 房东诚心出售 随时看房,中南世纪城康城三期 -中南商圈,2室2厅 | 94平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 25天以前发布,164,"17,447元/平"
神州路上   恒大名都 精装公寓  可拎包入住,恒大名都 -麦德龙商圈,1室1厅 | 34.76平米 | 北 | 精装 | 高楼层(共28层)  | 塔楼,1人关注 / 一年前发布,35.8,"10,300元/平"
绿都佳苑  楼层好  采光好  小区环境好,绿都佳苑 -滨海公园商圈,3室2厅 | 134平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,2人关注 / 一年前发布,198,"14,777元/平"
八菱花园 采光好  设施齐全 视野开阔,八菱花园 -缤纷亚洲商圈,2室2厅 | 89.16平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,5人关注 / 一年前发布,155,"17,385元/平"
城东  景山   好楼层  采光好 清雅装修 有车库,东城尚品 -富康路商圈,2室2厅 | 93.98平米 | 南 北 | 精装 | 高楼层(共14层)  | 塔楼,0人关注 / 4个月以前发布,129,"13,727元/平"
双元路，长坝小区，简装两室，三楼，有大车库。,长坝小区 -双元西路商圈,2室1厅 | 74.85平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,78,"10,421元/平"
天竹巷二室一厅楼层采光好，前排空气清新 交通便利,天竹巷 -东台市,2室1厅 | 62.26平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,3人关注 / 一年前发布,58,"9,316元/平"
水韵新城 复式精装四房、楼层好、视线好,水韵新城 -滨海清水湖商圈,4室2厅 | 183.99平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,180,"9,784元/平"
