标题,开发商,房子信息,发布信息,售价/万,单价
有大红本    早就满五   户型方正    采光充足,十八中宿舍 -旧省政府,2室1厅 | 66.56平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 26天以前发布,91.8,"13,793元/平"
柳巷 鼓楼街 中间楼层 小区能停车 有门禁业主诚心出售,鼓楼街2号院 -柳巷商圈,3室1厅 | 85.72平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,9人关注 / 一年前发布,79,"9,217元/平"
三墙路 东缉虎营  后小河 电梯 楼中楼 单价7700元,珠琳公寓 -三墙路,4室2厅 | 202.94平米 | 西 | 其他 | 高楼层(共14层)  | 板塔结合,1人关注 / 3个月以前发布,149,"7,343元/平"
东山大学城南中环别墅区大红本在手联排带院子大本在手,绿地山鼎庄园 -东山商圈,5室3厅 | 351.79平米 | 南 北 | 毛坯 | 低楼层(共4层)  | 暂无数据,3人关注 / 一年前发布,425,"12,082元/平"
晋阳湖观景住宅  天一城  三大公园 本满二 南北通透,怡佳·天一城 -晋阳湖商圈,4室2厅 | 228.48平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,430,"18,821元/平"
单价6900北大街解放路 首付24万带 地下室 价格能商量,永济路小区 -三墙路,3室2厅 | 112.89平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,7人关注 / 5个月以前发布,78,"6,910元/平"
后小河 发改委 大红本 环境好配套齐全,发改委宿舍 -旧省政府,2室1厅 | 73.61平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,107,"14,537元/平"
晋阳湖畔 绿地世纪城 一层负一层 精装修 大红本满二,绿地世纪城一期 -晋阳湖商圈,4室2厅 | 252.54平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,27人关注 / 一年前发布,221,"8,752元/平"
地铁二号线  府西街 华宇国际写字楼,华宇国际 -十二中商圈,3室2厅 | 175.61平米 | 南 北 | 简装 | 低楼层(共32层)  | 塔楼,4人关注 / 7个月以前发布,95,"5,410元/平"
金刚里简装两居业主诚心出售有钥匙随时能看房,金刚里小区 -金刚堰商圈,2室1厅 | 68.4平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,51,"7,457元/平"
长风桥西 恒温恒湿恒氧 万国城309平大平层,万国城MOMA -长风商务区商圈,4室2厅 | 308.97平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 3个月以前发布,303,"9,807元/平"
水西关街 精装修 婚房 买了一天未住拎包入住,晋商银行宿舍 -水西关商圈,2室2厅 | 98.62平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 5个月以前发布,85,"8,619元/平"
旱西关  新建路  小三居 低楼层 可停车,桃北小区 -十二中商圈,3室1厅 | 66.17平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,19人关注 / 一年前发布,73,"11,033元/平"
优山美郡 客厅横厅设计 楼层好 采光好临花园 业主急售,辰兴·优山美郡 -三给,3室2厅 | 155.51平米 | 南 北 | 简装 | 中楼层(共26层)  | 板楼,3人关注 / 3个月以前发布,120.5,"7,749元/平"
单价7700 解放路北大街 地铁口  小区能停车 不是顶层,永济路小区 -三墙路,3室2厅 | 113平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 4个月以前发布,90,"7,965元/平"
学府街华宇绿洲联排别墅：地上三层，带地下室车库院子,华宇绿洲 -学府商圈,5室2厅 | 371.65平米 | 南 北 | 简装 | 3层  | 板塔结合 | 联排别墅 ,0人关注 / 1个月以前发布,498,"13,400元/平"
大红本满二  视野好 眼镜户型  采光充足随时看 梧桐院,梧桐院 -义井商圈,2室2厅 | 93.62平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 15天以前发布,102,"10,896元/平"
保利首秀 南北四居 户型好 舒适度高 采光无遮挡,保利香槟国际 -龙城商圈,4室2厅 | 132.43平米 | 南 北 | 简装 | 低楼层(共30层)  | 板楼,0人关注 / 17天以前发布,189,"14,272元/平"
陪读新建路总校   大红本   南北通透  三居室,鸿兴楼 -十二中商圈,3室1厅 | 80.79平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 30天以前发布,106.5,"13,183元/平"
滨河西路 汾河外滩 观景房  南北通透,汾河外滩 -千峰北路商圈,4室2厅 | 256.75平米 | 东 南 北 | 精装 | 低楼层(共29层)  | 板楼,0人关注 / 31天以前发布,332,"12,931元/平"
半坡西街 府西街 三居室 停车方便,财政厅宿舍 -半坡商圈,3室1厅 | 88平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 20天以前发布,106,"12,046元/平"
万科蓝山 一天未住准新房 楼前有水系 小高层 公摊11%,万科蓝山五期 -和平南路商圈,5室2厅 | 223.96平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 21天以前发布,299,"13,351元/平"
辰兴·优山美郡 2室1厅 南,辰兴·优山美郡 -三给,2室1厅 | 102.37平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 7天以前发布,96,"9,378元/平"
房东急售 长风街步梯房 中间楼层 生活成本低,化二建28街 -义井商圈,2室1厅 | 60.75平米 | 南 北 | 简装 | 中楼层(共4层)  | 板楼,0人关注 / 14天以前发布,38,"6,256元/平"
业主急售随时可看并州路亲贤街地段好中间楼层交通便利,嘉兴小区 -亲贤商圈,4室2厅 | 148.99平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 12天以前发布,142,"9,531元/平"
长风商务区，大平层，采光好，物业便宜，交通便捷,丽景苑 -义井商圈,4室2厅 | 189平米 | 东 南 北 | 简装 | 高楼层(共29层)  | 板楼,0人关注 / 8天以前发布,205,"10,847元/平"
怡军苑  朝阳街  看房方便  中间楼层,怡军苑 -火车站商圈,4室2厅 | 132.26平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 22天以前发布,118,"8,922元/平"
南北通透 两卧朝南，可以观景，楼距宽采光好,绿地世纪城四期 -晋阳湖商圈,3室2厅 | 158.04平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,0人关注 / 23天以前发布,197,"12,466元/平"
南北通透 两卧朝南，可以观景，楼距宽采光好,绿地世纪城四期 -晋阳湖商圈,3室2厅 | 158.04平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,0人关注 / 23天以前发布,196,"12,402元/平"
无公摊 南北通透 中间层 交通便利配套成熟,水西门街物资局宿舍 -大南门商圈,3室1厅 | 70.65平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 20天以前发布,62,"8,776元/平"
急售！茂业商圈，体育场，大红本满五唯一浇筑房。,交通设计院宿舍 -亲贤商圈,3室1厅 | 100.93平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 19天以前发布,103,"10,206元/平"
汾河公园 旁边  小高层  一梯二户  四卧朝阳,滨西花园 -兴华,4室2厅 | 188.56平米 | 南 北 | 其他 | 高楼层(共12层)  | 板楼,0人关注 / 22天以前发布,147,"7,796元/平"
晋阳湖畔 成成 小高层 皇冠位置四居南北景观房,湖滨文锦苑 -晋阳湖商圈,4室2厅 | 212.72平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,0人关注 / 27天以前发布,254,"11,941元/平"
龙湾国际小高层电梯房南北通通，,龙湾国际 -胜利桥东,5室1厅 | 163.5平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,0人关注 / 18天以前发布,138,"8,441元/平"
晋阳湖汾河观景房 户型方正 南北通透 楼层适中,富力湾 -晋阳湖商圈,4室2厅 | 162平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,203,"12,531元/平"
新建南路迎泽大街口 电梯房 南北通透 独立小院,山西省冶金设计院 -水西关商圈,2室2厅 | 115.5平米 | 南 北 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 30天以前发布,138,"11,949元/平"
万达广场 地铁口 电梯房 低层 精装 格局好 配套全,安金丽园 -龙潭公园,3室2厅 | 158.85平米 | 南 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 31天以前发布,149,"9,380元/平"
府西街国贸大红本满五唯一房东降价,三桥街西 -国贸商圈,3室1厅 | 99.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 18天以前发布,76,"7,639元/平"
品质住宅精装修，落地窗采光好，近茂业配套齐全,合生御龙城 -亲贤商圈,4室2厅 | 181.9平米 | 南 | 精装 | 低楼层(共29层)  | 板塔结合,0人关注 / 26天以前发布,245,"13,469元/平"
五一路，浇筑房，移动宿舍，房龄新,移动宿舍 -山大二院商圈,3室2厅 | 104.22平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,1人关注 / 6个月以前发布,118,"11,323元/平"
府西街单位宿舍 大红本 1998年建成 干部楼层 三卧朝阳,河道宿舍 -十二中商圈,4室2厅 | 155.86平米 | 南 北 东 | 其他 | 中楼层(共6层)  | 暂无数据,10人关注 / 一年前发布,138,"8,855元/平"
此房满五不唯一  门对门十二中 距离新建路总校50米,桃园新居西区 -十二中商圈,3室2厅 | 185.94平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,4人关注 / 5个月以前发布,220,"11,832元/平"
桃园，南北通透 .采光足 ，配套设施齐全，交通便,水利设计院宿舍 -桃北商圈,2室2厅 | 87.43平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,86,"9,837元/平"
大红本    小高层    户型正    采光足,二轻小区 -柳巷商圈,3室2厅 | 111.82平米 | 东 南 | 其他 | 高楼层(共9层)  | 板楼,0人关注 / 15天以前发布,90,"8,049元/平"
柳巷鼓楼街南北小区停车方便三居,鼓楼街2号院 -柳巷商圈,3室1厅 | 88.56平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,60,"6,776元/平"
旱西关   大红本  高层精装电梯房  总价低,晋福鑫园 -十二中商圈,2室2厅 | 114.35平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,2人关注 / 4个月以前发布,152,"13,293元/平"
南北通透 全明格局 大红本在手 户型方正,绿地世纪城四期 -晋阳湖商圈,4室2厅 | 203.32平米 | 南 北 | 简装 | 中楼层(共21层)  | 板楼,0人关注 / 3个月以前发布,302,"14,854元/平"
新建路，龙潭公园，十二中，市二人民医院,桃园新居西区 -十二中商圈,3室2厅 | 162.33平米 | 南 西 | 其他 | 高楼层(共26层)  | 板楼,1人关注 / 3个月以前发布,194.5,"11,982元/平"
府西街 新建路口 交通便利  高层电梯房,华宇国际 -十二中商圈,4室1厅 | 172.82平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,123,"7,118元/平"
一层复式楼，精装修，采光无遮挡,绿地世纪城一期 -晋阳湖商圈,4室2厅 | 245.52平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,6人关注 / 一年前发布,202,"8,228元/平"
北大街三墙路口，交通方便，生活便利，中间楼层,味精厂宿舍 -三墙路,2室1厅 | 72.15平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,60,"8,317元/平"
大红本   万达      龙潭公园,三桥小区(鱼池街) -国贸商圈,3室1厅 | 94.48平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,1人关注 / 2个月以前发布,97,"10,267元/平"
半坡西街电梯房 南北通透 户型方正 可按揭,半坡西街小区 -半坡商圈,3室2厅 | 131.66平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,38人关注 / 8个月以前发布,98,"7,444元/平"
水西关路南非顶层可停车大三居有两票过户费低对新西,纺织小区 -水西关商圈,3室1厅 | 89.25平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,79,"8,852元/平"
市政府 中间层 大红本 南北通透 格局好 配套全,市政府宿舍(杏林四条) -桃北商圈,3室1厅 | 86.94平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 2个月以前发布,78,"8,972元/平"
开化寺 水西门 颐园小区 精装修 大三居 全明户型,颐园 -水西门商圈,3室2厅 | 142.05平米 | 南 西北 | 其他 | 高楼层(共25层)  | 板楼,7人关注 / 5个月以前发布,130,"9,152元/平"
此房满五年，过户税费低，一体一户，都是领导住房,外贸新时代进出口公司宿舍 -金刚堰商圈,3室2厅 | 109.73平米 | 东 西 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,74,"6,744元/平"
房子不错，户型比较方正，适合一家人居住,轻工厅宿舍 -旧省政府,3室1厅 | 80.06平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,105,"13,116元/平"
大南门，开化寺地铁口，小两居，南北通透，工行宿舍。,旧城街小区 -大南门商圈,2室1厅 | 60.56平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,3人关注 / 3个月以前发布,48.2,"7,960元/平"
大南门 湖景房 湖景房 高层框架 停车mian费,中铁三局集团迎泽佳园 -大南门商圈,3室2厅 | 141.87平米 | 东北 | 简装 | 高楼层(共28层)  | 板楼,18人关注 / 7个月以前发布,165,"11,631元/平"
房子不错，户型比较方正，适合一家人居住,轻工厅宿舍 -旧省政府,3室1厅 | 80.06平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,105,"13,116元/平"
汾河观景房 东户 一天未住 天花板装修 拎包入住,汾河外滩 -千峰北路商圈,4室2厅 | 256.75平米 | 东 南 北 | 精装 | 中楼层(共29层)  | 板楼,12人关注 / 一年前发布,330,"12,853元/平"
柳巷 大南门 三居  两梯四户 东南朝向 大红本可按揭,怡华苑小区丰华公寓 -柳巷商圈,3室2厅 | 132.03平米 | 东南 | 其他 | 中楼层(共18层)  | 塔楼,1人关注 / 6个月以前发布,122,"9,241元/平"
改善大四居 楼中楼 双客厅 大露台 精装修,万科蓝山一期 -和平南路商圈,4室2厅 | 204.83平米 | 南 北 | 精装 | 高楼层(共13层)  | 板楼,5人关注 / 3个月以前发布,210,"10,253元/平"
半坡西街建筑电梯房平台上一层大窗户格局好,半坡西街小区 -半坡商圈,3室2厅 | 134.6平米 | 南 北 | 其他 | 低楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,100,"7,430元/平"
万科蓝山 南北五居 前后看花园 家具家电都带,万科蓝山二期 -和平南路商圈,5室2厅 | 214.4平米 | 南 北 | 精装 | 高楼层(共15层)  | 板楼,8人关注 / 5个月以前发布,360,"16,792元/平"
水西关电科委宿舍户型方正南北通透采光足好房推有钥匙,水西关街40号 -桃北商圈,3室1厅 | 82.23平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 13天以前发布,82,"9,973元/平"
水西关街单位宿舍 三室两厅 南北通透 对新西 采光足,水西关南二巷7号院 -水西关商圈,3室2厅 | 94.79平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,85,"8,968元/平"
水西关 中间层 大红本 南北通透 三居室 厅室分明,水西关街40号 -桃北商圈,3室1厅 | 82.23平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 13天以前发布,75,"9,121元/平"
亲贤街 长治路 茂业 王 府井旁 梅园小区 好房出售,梅园小区 -亲贤商圈,3室2厅 | 133.63平米 | 西南 | 精装 | 中楼层(共26层)  | 板楼,4人关注 / 一年前发布,123,"9,205元/平"
旱西关 南北三居 一层带院 带小平房 对新建路,桃北小区 -十二中商圈,3室1厅 | 69.13平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,87.8,"12,701元/平"
滨河路 胜利桥东 大红本 浇筑房 格局好 诚心卖,胜利桥东房改办宿舍 -金刚堰商圈,2室1厅 | 78.32平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,56,"7,151元/平"
房东诚心卖，价格能谈，拎包入住,金域阅山 -千峰北路商圈,2室1厅 | 99.5平米 | 南 北 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 28天以前发布,117,"11,759元/平"
刚玉一区 2室1厅 南 北,刚玉一区 -建南汽车站商圈,2室1厅 | 67.28平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 18天以前发布,60,"8,918元/平"
南中环 当代沿湖城 简装两居本满二 业主急售,当代MOMA沿湖城 -亲贤商圈,2室2厅 | 88.28平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 31天以前发布,87.5,"9,912元/平"
双塔街日报社 省人民医院大红本满五年电梯房 带家具,闻汇大厦二期 -女子医院,3室1厅 | 120.71平米 | 西北 | 精装 | 低楼层(共29层)  | 塔楼,0人关注 / 27天以前发布,127,"10,522元/平"
星河湾4号园134平米高楼层三羊开泰户型,星河湾4号园 -龙城商圈,3室1厅 | 134.81平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 29天以前发布,217,"16,097元/平"
华宇国际 5室2厅 南 北,华宇国际 -十二中商圈,5室2厅 | 184平米 | 南 北 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 7天以前发布,130,"7,066元/平"
大红本 南北通透 四居室 千峰路 迎泽大街 中间层 电梯,鸿峰花园西区 -理工大商圈,4室2厅 | 150.45平米 | 南 北 | 其他 | 低楼层(共19层)  | 板楼,0人关注 / 18天以前发布,105,"6,980元/平"
滨河西路 汇锦花园大三居 看房有钥匙,汇锦花园 -千峰南路商圈,3室2厅 | 139.72平米 | 南 北 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 9天以前发布,135,"9,663元/平"
建南汽车站 大四居 落地窗 低楼层 大红本,精工家园 -建南汽车站商圈,3室2厅 | 149.27平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,157,"10,518元/平"
金刚堰十三冶小区  两居 本满二,金刚堰十三冶小区 -金刚堰商圈,2室1厅 | 68.8平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 27天以前发布,55,"7,995元/平"
