标题,开发商,房子信息,发布信息,售价/万,单价
11层小高8楼西打头三室两卫 相当于毛坯 满二 随时看房,越秀星汇金沙 -北京中路,3室2厅 | 117.04平米 | 北 西南 | 简装 | 中楼层(共11层)  | 板楼,1人关注 / 7天以前发布,95,"8,117元/平"
南向的卧室 南向客厅 卧室带阳台,祥隆天合城 -迎春大街,1室1厅 | 47平米 | 南 | 精装 | 低楼层(共16层)  | 塔楼,0人关注 / 6天以前发布,60,"12,766元/平"
名仕豪庭 2室1厅 西北,名仕豪庭 -毓璜顶,2室1厅 | 64.76平米 | 西北 | 精装 | 中楼层(共55层)  | 塔楼,0人关注 / 7天以前发布,118,"18,222元/平"
南北通透，楼层采光好，出行便利。结构动静分离。,清洋苑 -振华,3室1厅 | 73.41平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 12天以前发布,42,"5,722元/平"
此房南北通透，全明采光，四室两厅两卫，采光好楼层好,澜怡园小区 -科技大道,4室2厅 | 202.29平米 | 南 北 | 其他 | 低楼层(共26层)  | 板楼,0人关注 / 30天以前发布,230,"11,370元/平"
房子满五唯一，户型方正，楼层好 精装修,华明星海湾 -黄河路,2室1厅 | 88.95平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 16天以前发布,117,"13,154元/平"
改善大四居室 定制精装修 好楼层采光无遮挡 满2年,海天雅筑 -科技大道,3室2厅 | 158.6平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,0人关注 / 11天以前发布,160,"10,089元/平"
电梯房，两室，楼层好，采光好，交通便利,金力大厦 -德胜,2室1厅 | 88.17平米 | 东北 | 简装 | 高楼层(共17层)  | 塔楼,0人关注 / 9天以前发布,68,"7,713元/平"
长江路好地段二层公寓式住宅，满二无大税,海天景苑(开发区) -福莱山公园,3室1厅 | 58.34平米 | 南 | 其他 | 中楼层(共17层)  | 塔楼,1人关注 / 15天以前发布,62,"10,628元/平"
佰和悦府好楼层南北通透格局视野好,佰和悦府 -高级中学,3室2厅 | 104.99平米 | 南 西 北 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 10天以前发布,160,"15,240元/平"
烟大商圈，沿海社区，房主诚意出售！,南山世纪华庭 -大学城,3室2厅 | 129.96平米 | 南 西 北 | 精装 | 低楼层(共31层)  | 板楼,1人关注 / 12天以前发布,99,"7,618元/平"
中建一期小高层 看海精装四居室 诚心出售,中建悦海和园 -北京中路,4室2厅 | 138.85平米 | 南 西 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 6天以前发布,144.8,"10,429元/平"
支持公积金  嵛景华城 小高 南北 实用面积105,嵛景华城 -福莱山公园,3室1厅 | 94.7平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 4天以前发布,95,"10,032元/平"
好楼层 西打头 价格可谈 随时可看,中海国际社区 -科技大道,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 4天以前发布,133,"11,084元/平"
越秀星汇金沙 小高层 无遮挡采光  拎包住  满二年,越秀星汇金沙 -北京中路,3室1厅 | 107平米 | 东 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 27天以前发布,109,"10,187元/平"
此房楼龄新，户型方正，客厅敞亮，配套齐全，交通便利,锦绣花园 -只楚,2室1厅 | 92.08平米 | 南 北 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 28天以前发布,50,"5,431元/平"
金光小区东区东北角位置，潜力巨大,金光小区东区 -万达,3室1厅 | 95平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,0人关注 / 30天以前发布,98,"10,316元/平"
阳光首院，毛坯房，南北通透好楼层带电梯洋房,阳光首院 -首院,3室2厅 | 103.08平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,145,"14,067元/平"
小高层三居室，小区环境好，业主急售,招商马尔贝拉 -北京中路,3室2厅 | 111.45平米 | 南 北 | 毛坯 | 13层  | 板楼,0人关注 / 22天以前发布,95,"8,525元/平"
总高19层的小高层，一梯两户南北通透，室内空间宽敞,中海国际社区 -科技大道,3室2厅 | 137平米 | 南 北 | 其他 | 高楼层(共19层)  | 板楼,0人关注 / 24天以前发布,130,"9,490元/平"
小区1号楼，有车位，有小棚，装修保持很好，全明户型,福地隆城 -科技大道,3室2厅 | 94.57平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,0人关注 / 25天以前发布,95.8,"10,131元/平"
金河名都 满二 精装 三室 不靠路 好楼层 随时看房,金河名都 -万科城,3室2厅 | 107.14平米 | 南 北 西 | 其他 | 中楼层(共26层)  | 板楼,1人关注 / 22天以前发布,91,"8,494元/平"
此房满五唯一，东打头随时看房，产权清晰，房主很默契,绿色家园 -迎春大街,3室1厅 | 117.23平米 | 东南 | 其他 | 高楼层(共22层)  | 塔楼,0人关注 / 23天以前发布,99.5,"8,488元/平"
南山路 3室2厅 南 北,南山路 -二马路,3室2厅 | 90.37平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,1人关注 / 16天以前发布,255,"28,218元/平"
振华海滨假日花园 3室2厅 南 西 北,振华海滨假日花园 -黄河路,3室2厅 | 321平米 | 南 西 北 | 毛坯 | 中楼层(共31层)  | 板楼,1人关注 / 1个月以前发布,410,"12,773元/平"
经典好房子  ，全明户型。拎包入住,温馨佳苑 -莱阳市,3室2厅 | 140.02平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,10人关注 / 一年前发布,80,"5,714元/平"
天马相城二期 高档小区 大平层观光电梯  品质房源,天马相城二期 -万科城,4室2厅 | 266.66平米 | 南 北 | 其他 | 低楼层(共28层)  | 板楼,2人关注 / 一年前发布,570,"21,376元/平"
房子满二年，户型好，中间楼层，西打头，视野开阔,天马相城二期 -万科城,4室2厅 | 260.91平米 | 南 北 | 其他 | 中楼层(共28层)  | 塔楼,11人关注 / 一年前发布,410,"15,715元/平"
中建电梯洋房 满两年 一梯一户 封闭管理,中建洋房壹号 -北京中路,4室2厅 | 187.32平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,8人关注 / 一年前发布,290,"15,482元/平"
独栋别墅，大院子临水系，车位入户，环境优美,龙湖葡醍海湾 -龙湖,5室2厅 | 195.2平米 | 南 | 其他 | 低楼层(共2层)  | 暂无数据,0人关注 / 一年前发布,798,"40,882元/平"
依云小镇多层顶楼+阁楼，带装修，带车位，满二，诚售,海信依云小镇 -福莱山公园,4室2厅 | 171.83平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,165,"9,603元/平"
静海阳光海岸 顶加阁 上下两层 带露台 单层104,静海阳光海岸 -黄河路,3室1厅 | 102.45平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,5人关注 / 3个月以前发布,119.5,"11,665元/平"
年代新，顶加阁，生活方便，配套齐全。,新海阳街 -白石,5室3厅 | 124.64平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 7个月以前发布,108,"8,665元/平"
满两年！南北通透!居住舒适度高！,中南山海湾 -开发区周边,4室2厅 | 147.85平米 | 南 北 | 其他 | 低楼层(共4层)  | 板楼,1人关注 / 9个月以前发布,270,"18,262元/平"
封闭小区管理，出门就是风景区，适宜居住,中南山海湾 -开发区周边,2室2厅 | 100.2平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,9人关注 / 一年前发布,108,"10,779元/平"
满两年！南北通透!居住舒适度高！,中南山海湾 -开发区周边,4室2厅 | 147.85平米 | 南 北 | 其他 | 低楼层(共4层)  | 板楼,1人关注 / 9个月以前发布,270,"18,262元/平"
带车位，看海洋房，单独物业管理，采光视野一 流,中建洋房壹号 -北京中路,4室2厅 | 167.26平米 | 南 北 东 | 毛坯 | 高楼层(共11层)  | 板楼,1人关注 / 10个月以前发布,235,"14,050元/平"
四层洋房|上下两层|环境优美|满五年有车库,怡海翠庭 -黄河路,6室2厅 | 254.97平米 | 南 北 | 其他 | 高楼层(共4层)  | 板楼,6人关注 / 2个月以前发布,270,"10,590元/平"
高档社区，联排别墅，上下四层，独立小院，独享空间,东尚蓝湾 -首院,4室2厅 | 225.39平米 | 南 北 | 其他 | 低楼层(共3层)  | 板塔结合,0人关注 / 1个月以前发布,375,"16,638元/平"
顶加阁，上下两层 ，带电梯，阁楼无低点，没算面积,静海阳光海岸 -黄河路,3室2厅 | 95.84平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,3人关注 / 一年前发布,165,"17,217元/平"
基础装修做完，实际面积170多平 没有大税看房方便,中南山海湾 -开发区周边,5室2厅 | 110.9平米 | 东 南 北 | 其他 | 中楼层(共5层)  | 板楼,7人关注 / 一年前发布,130,"11,723元/平"
海晟花苑顶加阁西打头带地下车位跟小棚看房方便,海晟花园 -万科城,8室4厅 | 259.57平米 | 西 南 北 | 其他 | 高楼层(共11层)  | 板楼,14人关注 / 11个月以前发布,278.6,"10,734元/平"
海天花园 视野开阔诚意出售 房型大器 带车位 电梯房,海天花园 -高级中学,6室3厅 | 233.95平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,8人关注 / 9个月以前发布,308,"13,166元/平"
惠景文园多层洋房复式采光无遮挡,惠景文园 -松霞,3室2厅 | 238.7平米 | 东 南 北 | 其他 | 高楼层(共4层)  | 板楼,4人关注 / 7个月以前发布,178,"7,458元/平"
莱山区河东新城商铺出售，迎春大街边上,飞龙河东新城 -迎春大街,1室1厅 | 120平米 | 南 北 | 精装 | 低楼层(共2层)  | 塔楼,0人关注 / 1个月以前发布,100,"8,334元/平"
银河名都，全明户型，南北通透，户型方正，楼层好,银河名都 -松霞,4室2厅 | 147.37平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 25天以前发布,129,"8,754元/平"
旭日小区 2室1厅 南 北,旭日小区 -德胜,2室1厅 | 67.34平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 29天以前发布,60,"8,911元/平"
南北通透，耳朵户型，无公摊，穿堂风，采光视野好,绿色家园 -迎春大街,3室1厅 | 134.9平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 23天以前发布,155,"11,490元/平"
三期洋房复式 一梯两户 南北通透 全落地窗 拎包入住,四季花城（莱山） -迎春大街,4室3厅 | 141平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,5人关注 / 19天以前发布,179,"12,696元/平"
富豪新天地 3室1厅 南 北,富豪新天地 -富豪,3室1厅 | 89.17平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 21天以前发布,73,"8,187元/平"
华明星海湾 2室2厅 南 北,华明星海湾 -黄河路,2室2厅 | 84平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 25天以前发布,122.5,"14,584元/平"
精装婚房，没住过人，价格美丽...,御花园 -芝阳,2室1厅 | 78.98平米 | 南 | 精装 | 中楼层(共23层)  | 塔楼,0人关注 / 18天以前发布,49,"6,205元/平"
开发小区步梯二楼，三室，位置好，带储藏室,开发小区 -蓬莱市,3室2厅 | 91.28平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,48,"5,259元/平"
宝龙城市广场精装带一个地下车位，高楼层视野好有钥匙,莱山宝龙城市广场 -迎春大街,3室1厅 | 126.78平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,0人关注 / 19天以前发布,120,"9,466元/平"
现房现证电梯房，毛坯居室，70年产权住宅,石药健康城 -龙湖,3室2厅 | 85.7平米 | 南 北 | 其他 | 低楼层(共26层)  | 板楼,0人关注 / 18天以前发布,50,"5,835元/平"
四期新房耳朵户型 通透好 带阳台,万科假日风景 -万科,3室1厅 | 95.94平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 28天以前发布,83,"8,652元/平"
房主急售，价格好谈，精装修，中间楼层，采光无遮挡,兴盛铭仕城 -高新区周边,2室1厅 | 78.19平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 16天以前发布,62,"7,930元/平"
金城新框架房，全明户型，东打头 可公积金,金城小区 -天地广场,2室1厅 | 67.72平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 12天以前发布,80,"11,814元/平"
闻涛山庄 3室1厅 南 北,闻涛山庄 -前七夼,3室1厅 | 143.39平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 15天以前发布,173,"12,065元/平"
精装修 ，无大税，，顶加阁，满五,华电小区 -德胜,3室2厅 | 80.76平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 13天以前发布,68,"8,421元/平"
房子满五唯一，业主诚心卖，价格可以谈,祥隆天合城 -迎春大街,3室2厅 | 114.85平米 | 东南 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 13天以前发布,130,"11,320元/平"
低楼层 客厅带窗+南北通透采光好+明厨明卫+大卫生间,东仓甫巷 -厚安,2室2厅 | 55.49平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 16天以前发布,126,"22,707元/平"
鑫发好楼层 满2年，南北通透，精装修 看房方便,鑫发小区 -刘家台,2室1厅 | 79.32平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 9天以前发布,72,"9,078元/平"
四马路 2室1厅 南 北,四马路 -二马路,2室1厅 | 62.85平米 | 南 北 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 3天以前发布,100,"15,911元/平"
同德花园 2室1厅 南 北,同德花园 -南塂,2室1厅 | 81平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 14天以前发布,82,"10,124元/平"
小高层，通透三居室，南厅南卧，南向无遮挡,黄海城市花园 -黄海,3室2厅 | 125.6平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,0人关注 / 14天以前发布,175,"13,934元/平"
金胜小区 2室2厅 南 北,金胜小区 -天地广场,2室2厅 | 59.4平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,63,"10,607元/平"
德商泰山路旁 精装带电梯2室 满五 采光好,华明大厦 -德胜,2室1厅 | 76.5平米 | 南 北 | 精装 | 高楼层(共11层)  | 塔楼,0人关注 / 1个月以前发布,80,"10,458元/平"
天马三期 5星物业 人车分流 一线海景 好楼层   西打头,天马相城三期 -万科城,3室2厅 | 131.22平米 | 南 北 | 精装 | 高楼层(共24层)  | 板塔结合,2人关注 / 27天以前发布,129,"9,831元/平"
东方巴黎  四楼  三居室        一梯两户南北通透,东方巴黎 -三站,3室1厅 | 109.24平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 22天以前发布,120,"10,985元/平"
天和静海苑 小区中间位置 好楼层 30万的装修,天和静海苑 -黄河路,2室1厅 | 88.01平米 | 南 | 精装 | 高楼层(共28层)  | 板楼,0人关注 / 22天以前发布,125,"14,203元/平"
清华园精装修三居室一梯两户好楼层采光视野好,清华园 -迎春大街,2室1厅 | 84.93平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,102,"12,010元/平"
精品三室，车库上的一楼，位置足够好，,金胜小区 -天地广场,3室2厅 | 101.98平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 30天以前发布,98,"9,610元/平"
急售！西北坝，一梯两户南北通透,西北坝 -牟平振华,2室2厅 | 71.03平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 18天以前发布,35,"4,928元/平"
中汇市场旁 三室两卫 可办公 采光好 位置好 满二 急售,金河名都 -万科城,3室2厅 | 126.02平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 19天以前发布,110,"8,729元/平"
金域河畔 小高层带电梯 南北通透看房方便诚心出售,金域河畔 -金东,3室2厅 | 142.02平米 | 南 北 | 精装 | 低楼层(共16层)  | 板塔结合,0人关注 / 29天以前发布,132,"9,295元/平"
框架五楼加阁楼加起来150平，带露台，实木精装修,金城小区 -天地广场,3室2厅 | 73.77平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 30天以前发布,110,"14,912元/平"
北美枫情 3室2厅 南 北,北美枫情 -福海路,3室2厅 | 125.56平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 19天以前发布,108,"8,602元/平"
万科假日风景 多层洋房 公摊小 三室两厅两卫,万科假日风景 -万科,3室2厅 | 105.31平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 26天以前发布,105,"9,971元/平"
2014年电梯洋房，精装壹中葡萄山 高档社区带车位,山海佳苑 -二马路,2室2厅 | 176平米 | 东 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 20天以前发布,500,"28,410元/平"
碧海云天  一线海景 支持公积金组合贷款 产权清晰,碧海云天 -碧海云天,3室2厅 | 162.91平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 17天以前发布,245,"15,039元/平"
三站东方巴黎 南北通透 采光好,东方巴黎 -三站,3室2厅 | 83.34平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 24天以前发布,87,"10,440元/平"
山根洋房  精装修  使用面积大  比较少的物业类型,山海佳苑 -二马路,4室2厅 | 177.02平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 23天以前发布,479.6,"27,093元/平"
婚房装修没怎么住    南北通透采光好,福地尚苑 -奇泉,3室2厅 | 87.76平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 26天以前发布,74.8,"8,524元/平"
万达公馆，高duan改善，楼层高，精装修视野好,万达公馆 -毓璜顶,3室2厅 | 139.35平米 | 南 北 西 | 其他 | 高楼层(共30层)  | 板楼,1人关注 / 26天以前发布,325,"23,323元/平"
梅苑二区 3室2厅 南 北,梅苑二区 -工商大街,3室2厅 | 119.6平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,52,"4,348元/平"
香橙毛坯大三居，三室朝阳小高层好楼层,香橙 -高级中学,3室1厅 | 104.22平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,0人关注 / 15天以前发布,141,"13,530元/平"
