标题,开发商,房子信息,发布信息,售价/万,单价
三居室，明室明厅 精装修南北通透 观景房,松林亲水湾 -新城区,3室2厅 | 157.78平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,38人关注 / 一年前发布,143,"9,064元/平"
馨泰家园精装修明室明厅有40平挑高面积,馨泰家园 -喀喇沁旗,3室2厅 | 95平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板塔结合,11人关注 / 一年前发布,36,"3,790元/平"
唯美品格  117.32平米   南北通透  精装 餐客分离,唯美品格（桥北） -桥北新区,3室2厅 | 117.32平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,5人关注 / 一年前发布,95,"8,098元/平"
小区地理位置佳绿化面积大有健身器材可供小区,钓鱼台B区 -桥北新区,3室2厅 | 115.03平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,100,"8,694元/平"
金景花语城5楼复式，位置好，可更名,金景花语城 -松山区,3室2厅 | 102.4平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 17天以前发布,129,"12,598元/平"
华龙馨苑步梯六楼非顶 精装三室眼缘好六月份中税,华龙馨苑 -松山区,3室1厅 | 101.17平米 | 南 北 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 一年前发布,101,"9,984元/平"
豪 华装修 全屋索菲亚装修  眼缘好   房子干净,万达华城A区 -新城区,5室2厅 | 211平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,3人关注 / 一年前发布,211,"10,000元/平"
和美佳园，精装修， 明厅独立3室2卫 ，车库8万 ，小税,和美佳园（新城区） -喀喇沁旗,3室2厅 | 142.22平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,6人关注 / 一年前发布,95,"6,680元/平"
金宇国际B 精装三室 东边户 明室明厅,金宇国际B区 -桥北新区,3室2厅 | 104.73平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,2人关注 / 一年前发布,89,"8,499元/平"
阳光花园176平20楼精装修有车库和小棚,阳光花园(新城区) -新城区,3室2厅 | 176.04平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 一年前发布,155,"8,805元/平"
松山区地址二中家属楼。中等装修出售啦、建议实地看房,地质二中家属楼 -松山区,3室1厅 | 85.68平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,65,"7,587元/平"
南北通透.三室格局.小区交通.购物方便,荷枫水岸二期 -桥北新区,3室1厅 | 96.86平米 | 南 北 | 简装 | 高楼层(共11层)  | 板塔结合,0人关注 / 8个月以前发布,78,"8,053元/平"
首付60买精装空中别墅，外带一个大露台,荷枫水岸二期 -桥北新区,3室2厅 | 62.49平米 | 南 | 精装 | 高楼层(共16层)  | 塔楼,7人关注 / 一年前发布,92,"14,723元/平"
房子眼缘好 精装修 大三阳格局 带花园 花园挺大的,龙湖湾 -桥北新区,3室2厅 | 163.56平米 | 北 南 | 精装 | 低楼层(共17层)  | 塔楼,2人关注 / 10个月以前发布,148,"9,049元/平"
精心选料 装修风格典雅 大方 室内材质都是品牌,唯美品格（桥北） -桥北新区,3室2厅 | 131.64平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,4人关注 / 一年前发布,101,"7,673元/平"
红山郡        急售房源  精装修,首地·红山郡 -新城区,3室2厅 | 122.1平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 6个月以前发布,122,"9,992元/平"
万达广场A区 精装修四室  落地窗  前后无遮挡 小税,万达华城A区 -新城区,4室2厅 | 211.6平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 3个月以前发布,180,"8,507元/平"
小区很好 业主素质高  物业好  绿化很好  环境优美,航安金和枫景 -新城区,3室2厅 | 122.93平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,3人关注 / 一年前发布,122,"9,925元/平"
中天悦府禧园 精装修  东边户  房子很漂亮 看房方便,中天悦府二期禧园 -新城区,3室2厅 | 102.69平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,17人关注 / 一年前发布,122,"11,881元/平"
四室格局  南北通透  东边户  配套齐全 交工便利,老干部局家属楼 -松山区,4室2厅 | 121.57平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,65,"5,347元/平"
阳光希望家园五期 3室1厅 南 北,阳光希望家园五期 -桥北新区,3室1厅 | 134平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,118,"8,806元/平"
新城区，高铁站那，南北通透，3室，独立餐厅,下洼子小区 -新城区,3室2厅 | 113.77平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,92,"8,087元/平"
亚兴国际公寓  精装复式  单价10700  无捆绑,亚兴国际公寓 -新城区,3室2厅 | 111.36平米 | 南 北 | 精装 | 高楼层(共19层)  | 板楼,4人关注 / 一年前发布,115,"10,327元/平"
房子南北通透，很宽敞，小面积三室,福润园 -松山区,3室2厅 | 87.66平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,71,"8,100元/平"
电梯8楼 无捆绑 小税 经典三室 看房随时,吉祥阳光新城I区 -新城区,3室2厅 | 81.94平米 | 南 北 | 简装 | 中楼层(共13层)  | 板楼,6人关注 / 7个月以前发布,74,"9,031元/平"
恒基馨居，2013年   南北通透，精装修，首付5万,恒基馨居 -松山区,3室2厅 | 93.79平米 | 南 北 | 精装 | 低楼层(共5层)  | 板塔结合,15人关注 / 一年前发布,73,"7,784元/平"
金宇国际B 精装三室 东边户 明室明厅,金宇国际B区 -桥北新区,3室2厅 | 104.73平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,2人关注 / 一年前发布,89,"8,499元/平"
阳光花园176平20楼精装修有车库和小棚,阳光花园(新城区) -新城区,3室2厅 | 176.04平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 一年前发布,155,"8,805元/平"
首付60买精装空中别墅，外带一个大露台,荷枫水岸二期 -桥北新区,3室2厅 | 62.49平米 | 南 | 精装 | 高楼层(共16层)  | 塔楼,7人关注 / 一年前发布,92,"14,723元/平"
房子眼缘好 精装修 大三阳格局 带花园 花园挺大的,龙湖湾 -桥北新区,3室2厅 | 163.56平米 | 北 南 | 精装 | 低楼层(共17层)  | 塔楼,2人关注 / 10个月以前发布,148,"9,049元/平"
精心选料 装修风格典雅 大方 室内材质都是品牌,唯美品格（桥北） -桥北新区,3室2厅 | 131.64平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,4人关注 / 一年前发布,101,"7,673元/平"
电梯8楼 无捆绑 小税 经典三室 看房随时,吉祥阳光新城I区 -新城区,3室2厅 | 81.94平米 | 南 北 | 简装 | 中楼层(共13层)  | 板楼,6人关注 / 7个月以前发布,74,"9,031元/平"
豪 华装修 全屋索菲亚装修  眼缘好   房子干净,万达华城A区 -新城区,5室2厅 | 211平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,3人关注 / 一年前发布,211,"10,000元/平"
华龙馨苑步梯六楼非顶 精装三室眼缘好六月份中税,华龙馨苑 -松山区,3室1厅 | 101.17平米 | 南 北 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 一年前发布,101,"9,984元/平"
运输小区 小区环境好 精装修 双阳格局 南北通透,运输小区 -红山区,3室2厅 | 96.03平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,3人关注 / 一年前发布,82,"8,539元/平"
经典三室双阳卧室格局  精装修 木地板  眼缘特好,一印小区 -红山区,3室2厅 | 89.99平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,61,"6,779元/平"
水榭花都C公馆 精装修落地窗南北通透三室无捆绑,水榭花都C公馆 -新城区,3室2厅 | 121.26平米 | 南 北 | 简装 | 高楼层(共7层)  | 塔楼,10人关注 / 一年前发布,100,"8,247元/平"
环宇小区 3室2厅 南 北,环宇小区 -红山区,3室2厅 | 95.1平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,53,"5,574元/平"
美林华苑 诚心卖 全小区找不到第二套,美林华苑 -红山区,3室2厅 | 124.8平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,2人关注 / 一年前发布,90,"7,212元/平"
粮食小区 3室2厅 南 北,粮食小区 -红山区,3室2厅 | 119.15平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 4个月以前发布,68,"5,708元/平"
三小六中，近，经典三居室百合花园小区。首付低至20%,百合花园 -红山区,3室2厅 | 90.33平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,79,"8,746元/平"
步梯中层 南北通透 格局方正 东边户 独立三室,菊香花园 -红山区,3室2厅 | 125.13平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,78,"6,234元/平"
三室   边户  无附带   可贷款,香格里拉国际城 -松山区,3室2厅 | 115平米 | 南 北 | 简装 | 低楼层(共28层)  | 板楼,1人关注 / 一年前发布,110,"9,566元/平"
成熟小区 怡康雅居 老三室 中等装修 采光好 户型方正,怡康雅居 -红山区,3室2厅 | 100.68平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,65,"6,457元/平"
怡和家园 3室2厅 南 北,怡和家园 -松山区,3室2厅 | 87.53平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,68,"7,769元/平"
托斯卡纳小区 房龄新 单价低    不临街安静   东边户,托斯卡纳（新城区） -喀喇沁旗,3室2厅 | 160.08平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,142,"8,871元/平"
亚兴国际嘉园125.79平电梯中层精装修明厅三室无遮挡,亚兴国际嘉园 -松山区,3室2厅 | 125.79平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 一年前发布,100,"7,950元/平"
金和美地   一楼带花园  三室边户   精装修,金和美地 -红山区,3室2厅 | 85.25平米 | 南 北 | 精装 | 低楼层(共6层)  | 塔楼,17人关注 / 一年前发布,69,"8,094元/平"
一楼前面 侧面 带花园，采光视野好 独立三室,和美佳园（新城区） -喀喇沁旗,3室2厅 | 107.73平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,6人关注 / 8个月以前发布,75,"6,962元/平"
正北馨花园三室边户 精装单价6600 05年 市医院,北馨花园 -红山区,3室2厅 | 130.3平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,8人关注 / 一年前发布,86,"6,601元/平"
全明户型  步梯楼  十二中 附 近,时代天骄 -红山区,3室2厅 | 91.92平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,83,"9,030元/平"
此房 精装修 三室 双阳格局  过户小税,红山家园 -红山区,3室2厅 | 91.91平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,65.5,"7,127元/平"
小面积三室  东边户    总价低,永巨小区一组团 -红山区,3室2厅 | 76.17平米 | 东 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,50,"6,565元/平"
房主诚心出售，1楼带45平米花园，精装修，看房提前约,香格里拉国际城 -松山区,3室2厅 | 152.25平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,3人关注 / 一年前发布,133,"8,736元/平"
大三室 格局好 看房方便 步梯三楼 过户大税 产权清晰,新华五金综合楼 -红山区,3室1厅 | 101.78平米 | 北 南 | 简装 | 中楼层(共7层)  | 塔楼,0人关注 / 一年前发布,62,"6,092元/平"
法院小区  独立小院  精装5楼 三室    三小,法院小区（红山区三道街） -红山区,3室2厅 | 97.89平米 | 北 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,82,"8,377元/平"
2002年房 明室明厅独立三室双卫,昭乌达华源松园 -红山区,3室2厅 | 142.28平米 | 北 南 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 4个月以前发布,83,"5,834元/平"
此房满五，格局好，室内宽敞明亮，设计的合理合适,松州园 -红山区,4室2厅 | 167.96平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,150,"8,931元/平"
南北通透  户型方正  室内干净整洁,唯美品格（桥北） -桥北新区,3室2厅 | 117.7平米 | 南 北 | 简装 | 高楼层(共15层)  | 板楼,0人关注 / 一年前发布,92,"7,817元/平"
幼师家属楼 3室2厅 南 北,幼师家属楼 -红山区,3室2厅 | 90.26平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,3人关注 / 一年前发布,63,"6,980元/平"
经典三室 99年房 步梯5楼边户 小税看房方便,红星小区 -红山区,3室2厅 | 89.9平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 8个月以前发布,53,"5,896元/平"
松州园 电梯六楼 南北通透 格局方正 近12中,松州园 -红山区,3室2厅 | 133.88平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,105,"7,843元/平"
精装修 楼层好2016年房 挨着松山万达独立三居室 边户,虹桥丽景 -松山区,3室2厅 | 129.43平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,2人关注 / 一年前发布,99,"7,649元/平"
三室边户 ，南北通透的，采光充足小区好,润峰小区 -红山区,3室2厅 | 126.34平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 11个月以前发布,81,"6,412元/平"
花园小区西区 大三室格局 中间位置 价格不贵,花园小区西区 -红山区,3室2厅 | 112.7平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,66,"5,857元/平"
香格里拉 117平 电梯17楼 边户 全明户型 无捆 精装,香格里拉国际城 -松山区,3室2厅 | 117.74平米 | 南 西 北 | 精装 | 中楼层(共28层)  | 塔楼,6人关注 / 一年前发布,105,"8,918元/平"
精装三室，南北通透，采光十足，过户小税,康居家园 -松山区,3室2厅 | 136平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 14天以前发布,97,"7,133元/平"
采光好，交通便利，配套齐全，繁华地段复式格局,丽水河畔 -松山区,4室2厅 | 114.96平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,81,"7,046元/平"
公1安局家属楼 步梯4楼 三室 简单装修 南北通透,公安局家属楼 -红山区,3室2厅 | 98.26平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,65,"6,616元/平"
丽水河畔 楼.王 大明厅 三室双卫 精装修 钻石楼层,丽水河畔 -松山区,3室2厅 | 182.23平米 | 南 北 | 精装 | 中楼层(共13层)  | 塔楼,2人关注 / 一年前发布,136,"7,464元/平"
房主诚心出售，无捆绑，提前联系 ，看房子方便,中梁首府壹号 -松山区,3室1厅 | 108平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,4人关注 / 6个月以前发布,72,"6,667元/平"
准现房三阳格局 3室 可直接入住  采光好 南北通透,中舵·崇德园 -红山区,3室1厅 | 106.8平米 | 南 北 | 精装 | 低楼层(共17层)  | 暂无数据,18人关注 / 7个月以前发布,70,"6,555元/平"
外贸小区 4室2厅 南 北,外贸小区 -红山区,4室2厅 | 105.43平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,60,"5,691元/平"
精装修     ，首付5万       明室明厅,丰泽园小区 -松山区,3室2厅 | 122.55平米 | 西北 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 一年前发布,92,"7,508元/平"
南北通透 十 二 中 学 校. 视野开阔 电梯房 空间独立,松州园 -红山区,3室2厅 | 165平米 | 南 北 | 简装 | 中楼层(共7层)  | 塔楼,0人关注 / 一年前发布,115,"6,970元/平"
"阳光家园 豪 华装修 明厅三室双卫边户 ,视野开阔。",阳光家园(红山区) -红山区,3室2厅 | 155.03平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 一年前发布,133,"8,579元/平"
6中实验小xue，南北通透，小区改造，,武警家属楼 -红山区,3室2厅 | 103.2平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,56.5,"5,475元/平"
润峰小区  边户 使用面积大 楼层好，陪读,润峰小区 -红山区,3室2厅 | 91.84平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,67,"7,296元/平"
昭乌达，简装，三室，格局方正，,昭乌达梅园庭苑 -红山区,3室1厅 | 97平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,1人关注 / 一年前发布,61.5,"6,341元/平"
三室格局  采光充足 大落地窗 小区环境好,唯美品格（桥北） -桥北新区,3室2厅 | 129.28平米 | 南 北 | 简装 | 高楼层(共19层)  | 塔楼,1人关注 / 6个月以前发布,96.5,"7,465元/平"
永业大厦 中天金御华府 绿城物业 6＋7,金御华府A区 -松山区,3室2厅 | 129.9平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 10个月以前发布,81.6,"6,282元/平"
电梯中层.采光杠杆.高档社区. 随时能看,皇家丽景 -松山区,3室2厅 | 112.07平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,3人关注 / 11个月以前发布,88.8,"7,924元/平"
步梯楼  精装修 公摊小 明厅独立三室双卫 私密性好,钓鱼台A区 -桥北新区,3室2厅 | 138.8平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,116,"8,358元/平"
康居家园 西边户 独立三室 南北通透 随时看房,康居家园 -松山区,3室2厅 | 106.8平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,80,"7,491元/平"
