标题,开发商,房子信息,发布信息,售价/万,单价
保利拉菲公馆东区 体育公园 小高层 南北通透 诚心出售,保利拉菲公馆朗菲园二期 -裕兴,3室2厅 | 148.54平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,106人关注 / 9个月以前发布,282,"18,985元/平"
东风路 青园街 四十中 两居 一楼,东风路社区 -四十中学,2室1厅 | 53.41平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,24人关注 / 一年前发布,110,"20,596元/平"
雍雅锦江 洋房 中间楼层 精装修 公摊小 业主急售,雍雅锦江 -天山海世界,2室2厅 | 84.58平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,123,"14,543元/平"
机场路28 中间楼层 经典户型 采光好 随时看房,翠薇雅居 -北苑,2室1厅 | 64.58平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,5人关注 / 5个月以前发布,102,"15,795元/平"
急售 急售   前太保1室  精装修,前太保新区 -天苑,1室1厅 | 45.57平米 | 南 | 精装 | 低楼层(共19层)  | 板楼,3人关注 / 2个月以前发布,36.5,"8,010元/平"
精装2室，交通便利，好楼层，采光好,上河湾 -高营,2室2厅 | 85.04平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,88,"10,349元/平"
翰林二期，中间楼层，满二，可贷款，17种。,翰林观天下二期 -振头,2室2厅 | 98平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,1人关注 / 2个月以前发布,143,"14,592元/平"
精装修，两居室，看房方便，诚心出售,腾华雅居 -河北师范大学新校区,2室2厅 | 90.06平米 | 南 | 精装 | 中楼层(共21层)  | 板楼,1人关注 / 2个月以前发布,108,"11,993元/平"
即买即收租，诚心卖 没税位置好！,翰林观天下 -振头,1室1厅 | 64.08平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,6人关注 / 4个月以前发布,48,"7,491元/平"
机场路 28 满五唯一 3楼 房龄新,一建生活区 -北苑,2室1厅 | 58.19平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,15人关注 / 5个月以前发布,103,"17,701元/平"
自由港  小一室   业主诚心出售,自由港 -南三条,1室1厅 | 48平米 | 北 | 简装 | 高楼层(共28层)  | 塔楼,60人关注 / 一年前发布,25,"5,209元/平"
位置好采光好 有七平米左右地下室,三建宿舍(联盟路) -红星街,1室1厅 | 40.92平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,15人关注 / 11个月以前发布,40,"9,776元/平"
地铁二号线南位站 70年产权 低楼层，出行方便,高远时光城 -河北科大新校区,1室1厅 | 42平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,43,"10,239元/平"
一环内 裕华路沿线 阳面两室 全天采光 中间楼层,华域城 -南长,2室2厅 | 93.95平米 | 南 北 | 简装 | 高楼层(共32层)  | 板楼,3人关注 / 3个月以前发布,109,"11,602元/平"
四十 石门公园 精装一楼带小院 地暖 采光好,富华小区 -四十中学,1室1厅 | 36.6平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,2人关注 / 2个月以前发布,105,"28,689元/平"
精装修，带产权地下室，中间楼层，诚心卖,珠峰国际花园 -天山海世界,1室1厅 | 60.75平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,5人关注 / 2个月以前发布,78,"12,840元/平"
畜牧局宿舍 40中青园街居中位置 诚心出售,市畜牧局宿舍 -四十中学,2室1厅 | 62.5平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 16天以前发布,118,"18,880元/平"
一楼带小院！南北通透两居室！！,世纪康城 -赵陵铺,2室2厅 | 103.35平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,105,"10,160元/平"
大型成熟社区 经典两居室 采光好，交通便利，诚心出售,玉成小区（西院） -城角,2室2厅 | 103平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,95,"9,224元/平"
锦悦桦庭 3室2厅 南 北,锦悦桦庭 -窦妪镇,3室2厅 | 120.87平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 14天以前发布,64.5,"5,337元/平"
书香逸城，毛坯房，可随意装修，,书香逸城 -新乐市,6室2厅 | 231.99平米 | 南 | 毛坯 | 高楼层(共13层)  | 板楼,0人关注 / 7天以前发布,140,"6,035元/平"
恒大雅苑 3室2厅 南,恒大雅苑 -众美,3室2厅 | 131.92平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 7天以前发布,149,"11,295元/平"
北国勒泰商圈，长征街+23，看房方便，价格可谈,村南街宿舍 -南三条,2室1厅 | 60.06平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 5天以前发布,92,"15,319元/平"
龙海新区 1室1厅 南 北,龙海新区 -鹿泉市,1室1厅 | 61平米 | 南 北 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 4天以前发布,45,"7,378元/平"
水上公园  四十二 地铁口 低楼层,联强生活小区 -高柱,2室1厅 | 61.58平米 | 南 北 | 简装 | 中楼层(共5层)  | 塔楼,0人关注 / 7天以前发布,98,"15,915元/平"
益友百货商圈 三室一厅 一楼带院 满五唯一,科学院生活区 -友谊,3室1厅 | 52.8平米 | 南 | 简装 | 低楼层(共4层)  | 板楼,0人关注 / 6天以前发布,120,"22,728元/平"
小房子，解决大问题，一楼，仅售69万，有钥匙,东风路社区 -四十中学,1室1厅 | 25.96平米 | 南 | 简装 | 低楼层(共4层)  | 板楼,0人关注 / 23天以前发布,69,"26,580元/平"
融创旁，交通方便，满五唯一，楼层采光好,南岭小区西区 -贾村,2室2厅 | 89.63平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 8天以前发布,88,"9,819元/平"
石府小区 3室2厅 南 北,石府小区 -东苑,3室2厅 | 107.32平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 7天以前发布,139,"12,952元/平"
新华路旁，龙海南苑朝南，采光大两室，单价低省税,龙海南苑 -鹿泉市,2室2厅 | 100.21平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 7天以前发布,48,"4,790元/平"
君苑花园 4室2厅 南 北,君苑花园 -西王,4室2厅 | 134平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 4天以前发布,180,"13,433元/平"
亚太宿舍 1室2厅 东 西,亚太宿舍 -四十中学,1室2厅 | 53.69平米 | 东 西 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 6天以前发布,123,"22,910元/平"
人车分流社区，南北通透户型，12层带电梯小高层,国际城三期 -银通,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 6天以前发布,255,"18,750元/平"
星河湾 带电梯 三室两厅两卫 无大税,星河湾花园 -新乐市,3室2厅 | 116.85平米 | 南 北 | 简装 | 低楼层(共25层)  | 板楼,0人关注 / 11天以前发布,92,"7,874元/平"
瑞城精装4室、双阳卧/全明户型、地铁沿线、观景效果好,瑞城B区 -谈固,4室2厅 | 151.71平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,0人关注 / 9天以前发布,260,"17,138元/平"
烨京城市花园 3室2厅 南 北,烨京城市花园 -新乐市,3室2厅 | 115.5平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 12天以前发布,85,"7,360元/平"
优质两室！无遮挡，采光足！业主诚心出售,香居美地 -藁城市,2室2厅 | 92.2平米 | 南 北 | 简装 | 低楼层(共27层)  | 板塔结合,0人关注 / 24天以前发布,67,"7,267元/平"
四十中房龄新，大社区，业主诚心出售。,河北水勘院宿舍 -四十中学,2室1厅 | 65.33平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 24天以前发布,145,"22,196元/平"
礼御世家  两室精装修 房本满五年,礼御世家 -新乐市,2室1厅 | 102.83平米 | 南 北 | 精装 | 中楼层(共19层)  | 板楼,0人关注 / 19天以前发布,78,"7,586元/平"
广场南楼 4室1厅 南 北,广场南楼 -藁城市,4室1厅 | 153.99平米 | 南 北 | 简装 | 高楼层(共4层)  | 板塔结合,0人关注 / 21天以前发布,95,"6,170元/平"
中高楼层的，前无遮挡，全天采光，视野开阔，全阳面,北城国际B区 -沿东,2室2厅 | 93.05平米 | 南 北 | 精装 | 34层  | 板楼,0人关注 / 25天以前发布,120,"12,897元/平"
珠峰国际花园 1室1厅 南,珠峰国际花园 -天山海世界,1室1厅 | 60.75平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 21天以前发布,85,"13,992元/平"
火车站商圈，塔坛新村两室，采光无遮挡，2号地铁线,塔坛村 -塔谈,2室2厅 | 98.06平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 22天以前发布,120,"12,238元/平"
三室两厅两卫，好楼层，精装修，房东诚心出售,烨京城市花园 -新乐市,3室2厅 | 122.92平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,90.5,"7,363元/平"
博雅盛世D区全明两居，精装，好楼层，楼距大，采光好,博雅盛世D区 -十里铺,2室2厅 | 86.14平米 | 南 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,93,"10,797元/平"
二室，三楼，总价低，二个阳面卧室，采光好，楼层好,无线电十四厂宿舍 -四十中学,2室1厅 | 44.08平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,94,"21,325元/平"
人车分流社区 南北通透户型 两室 两卫设计 有车位,藏龙福地 -大马村,2室2厅 | 112.42平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 13天以前发布,159.5,"14,188元/平"
风尚水郡南区 两梯三户通厅通卧两室 低价好房有地下室,风尚水郡南区 -众美,2室1厅 | 101.88平米 | 南 北 | 简装 | 低楼层(共27层)  | 板楼,0人关注 / 9天以前发布,125,"12,270元/平"
下午阳光还行，公立私塾-养老有电梯,大马庄园 -大马村,1室1厅 | 60.03平米 | 西 北 | 简装 | 中楼层(共27层)  | 板楼,0人关注 / 23天以前发布,67,"11,162元/平"
水韵华庭三室好楼层，业主着急卖，满二,水韵华庭 -南焦,3室2厅 | 131.96平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 24天以前发布,128,"9,700元/平"
此房交通便利，小一室一厅适合小两口居住,水印莱茵 -大郭,1室1厅 | 45.65平米 | 南 | 简装 | 高楼层(共24层)  | 板楼,1人关注 / 2个月以前发布,36,"7,887元/平"
格局好，小两室，总成本低小区人车分流，看房方便,盛邦花园三区 -孙村,2室1厅 | 69.02平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,4人关注 / 3个月以前发布,95,"13,765元/平"
南北通透三室户型无大税采光好.,国瑞园 -义堂,3室2厅 | 128.23平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,165人关注 / 一年前发布,133,"10,372元/平"
益友商圈，精装修三室，看房方便，和平医院地铁口,西里小区欣里园 -西里,3室1厅 | 110平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,125,"11,364元/平"
尚东绿洲 4室1厅 南,尚东绿洲 -大马村,4室1厅 | 139.67平米 | 南 | 其他 | 中楼层(共19层)  | 板楼,0人关注 / 1个月以前发布,200,"14,320元/平"
一环里，精装婚房，房东诚心出售,光华里 -建北,3室2厅 | 117.73平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,51人关注 / 一年前发布,190,"16,139元/平"
北城好房，环境优美，交通方便。,北城国际A区 -沿东,2室2厅 | 77.9平米 | 南 北 | 精装 | 23层  | 板楼,5人关注 / 一年前发布,120,"15,405元/平"
全屋精装修，加拿大设计师设计结构装修图纸  满5唯一,绿地中山华府玫瑰院 -大经,3室2厅 | 192.85平米 | 东南 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 8天以前发布,388,"20,120元/平"
电梯小高层，双阳卧，阳面厅，通透大四室！采光好！,国际城三期 -银通,4室2厅 | 231平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,0人关注 / 20天以前发布,600,"25,975元/平"
二环内的别墅 闹中取静 5个大卧室 房东诚心出售,蓝郡名邸 -大马村,5室3厅 | 227.92平米 | 南 北 | 毛坯 | 3层  | 板楼,0人关注 / 30天以前发布,700,"30,713元/平"
近水楼台，长安公园地铁口，双阳卧，2004年建,近水楼台 -广安,2室1厅 | 82平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,10人关注 / 7个月以前发布,110,"13,415元/平"
公园旁，电梯小高层，顶跃带露台，3+3户型，带地下室,茗秀园 -北杜,6室1厅 | 235.04平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 8天以前发布,390,"16,593元/平"
华府顶跃大宅！五室三厅四卫两厨，带南北大露台,荣盛华府 -建北,5室3厅 | 329.97平米 | 南 西 北 | 毛坯 | 高楼层(共9层)  | 板楼,0人关注 / 7天以前发布,1100,"33,337元/平"
一环 旁 荣盛华府 品质改善社区 无打税 随时看房,荣盛华府 -建北,3室2厅 | 163.53平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,0人关注 / 7天以前发布,376,"22,993元/平"
水榭花都 一楼带院  带下跃 业主诚心出售,天山水榭花都 -天山海世界,4室3厅 | 225.28平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,0人关注 / 11天以前发布,380,"16,868元/平"
裕华万达三室，景观房，精装修，拎包入住，居住舒适,万达广场B1北区 -槐北,3室1厅 | 112.54平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 11天以前发布,185,"16,439元/平"
"临勒泰北国,省四院,好楼层,大三室一梯两户,支持公积金",银宏花苑 -南三条,3室2厅 | 120.07平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 12天以前发布,223,"18,573元/平"
山水郡 4室2厅 南 北,山水郡 -大马村,4室2厅 | 178平米 | 南 北 | 精装 | 高楼层(共22层)  | 板楼,0人关注 / 2天以前发布,390,"21,911元/平"
41中 西二环旁 南北通透 阳面大客厅 户型结构好,国税局宿舍 -北杜,2室2厅 | 106.13平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,36人关注 / 一年前发布,103,"9,706元/平"
板楼，一梯两户，明厨明卫，落地窗大阳台，前后不临街,碧水青园 -青园,2室1厅 | 83.64平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 3个月以前发布,128,"15,304元/平"
金舍硬装400万，只剩软装，懂行的看过来。,原河名墅 -南高基,5室2厅 | 586.87平米 | 南 北 | 简装 | 低楼层(共3层)  | 暂无数据,0人关注 / 22天以前发布,1380,"23,515元/平"
地铁口三号线，跃层有天台，单价7000，诚心卖,三教堂新村 -二十里铺,5室3厅 | 252平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 23天以前发布,180,"7,143元/平"
低楼层位置好，有钥匙看房方便，南北通透，价格可商,尖岭小区 -槐北,3室1厅 | 75.37平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 31天以前发布,97.5,"12,937元/平"
阳光新城  南北通风效果好，三居室 单价低于万,阳光新城 -众美,3室2厅 | 136.46平米 | 南 | 简装 | 中楼层(共27层)  | 板楼,0人关注 / 24天以前发布,132,"9,674元/平"
新文里唯一一栋带电梯的高层住宅  就是采光好,新文里7号 -北站,3室2厅 | 154.08平米 | 南 北 | 简装 | 低楼层(共18层)  | 塔楼,0人关注 / 31天以前发布,185,"12,007元/平"
众美城B区 3室1厅 南,众美城B区 -众美,3室1厅 | 128.58平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 26天以前发布,155,"12,055元/平"
礼堂街居民楼位于广场西边，南北通风，两卫带装修,礼堂新楼居民区 -新乐市,3室2厅 | 121.45平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 23天以前发布,65,"5,352元/平"
新华路友谊公园，3楼，清静不临街，四室，东风，18,省纺织宿舍 -合作路,4室1厅 | 79.68平米 | 南 北 | 简装 | 中楼层(共4层)  | 板楼,0人关注 / 26天以前发布,103,"12,927元/平"
恒大雅苑 3室2厅 南 北,恒大雅苑 -众美,3室2厅 | 144.99平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 30天以前发布,158,"10,898元/平"
维明路片内，精装两室，中间楼层，满五唯一，诚心卖,桥西区体育东街1号 -维明,2室1厅 | 58.2平米 | 东 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 21天以前发布,68.5,"11,770元/平"
满二唯一，中间楼层，采光充足，看房方便.,通安东区 -藁城市,2室2厅 | 92.3平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 28天以前发布,93,"10,076元/平"
二环内电梯洋房 南北通透 精装修 满二 3号线孙村站,玫瑰湾 -塔冢,3室2厅 | 171.05平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 23天以前发布,419,"24,496元/平"
藏龙小区 人车分流  宜住三居 交通购物便利,藏龙福地 -大马村,3室1厅 | 92.37平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 30天以前发布,147,"15,915元/平"
南苑新区  三楼精装大三室拎包住,南苑新区 -鹿泉市,3室2厅 | 136.2平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 24天以前发布,141,"10,353元/平"
看房有钥匙，阳面大客厅，明厨明卫，个税，,金马小区腾达园 -裕东,2室2厅 | 92.89平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 28天以前发布,103,"11,089元/平"
全城优质好房，双阳卧，三室两厅两卫,全城绿洲 -大马村,3室2厅 | 151.05平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,0人关注 / 21天以前发布,278,"18,405元/平"
