标题,开发商,房子信息,发布信息,售价/万,单价
东方明珠三村 中间楼层 精装修 大三房 拎包入住。,东方明珠三村 -江东,3室2厅 | 128.62平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,0人关注 / 6天以前发布,198,"15,395元/平"
八一大院 市政广场旁   配套齐全   出行便捷,八一大院 -安民,2室1厅 | 72.37平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 24天以前发布,58,"8,015元/平"
鹊桥小区  二室朝南 精装修 拎包入住,鹊桥小区 -安民,2室1厅 | 58.46平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 23天以前发布,48,"8,211元/平"
绿地刚需两房 中间楼层 比邻星悦广场 生活配套齐全,绿地臻城一期 -霍里,2室1厅 | 85.54平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 23天以前发布,106,"12,392元/平"
立新村五楼 拎包入住 看房提前打电话,立新村 -雨山,2室1厅 | 43.7平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 24天以前发布,20.5,"4,692元/平"
润泽家园中高楼层，采光无遮挡，房东诚心出售,润泽家园 -霍里,2室1厅 | 82.2平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 18天以前发布,88,"10,706元/平"
此房满二，交通便利，生活设施齐全，价格诚心可谈,雨韵阁 -佳山,3室1厅 | 97.31平米 | 北 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 27天以前发布,98,"10,071元/平"
御景园独栋别墅 亿墅之巅 悉心臻藏 传世而来,御景园香山美墅 -佳山,6室3厅 | 526.17平米 | 南 | 其他 | 低楼层(共1层)  | 板塔结合,18人关注 / 一年前发布,750,"14,254元/平"
精装修三房 采光好 无遮挡 小区出大门就是东湖公园,东湖碧水湾 -佳山,3室2厅 | 120.39平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 15天以前发布,122,"10,134元/平"
金玉兰精装好房出售 房东诚心卖,金玉兰花园 -塘西,5室1厅 | 164平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 6个月以前发布,60,"3,659元/平"
向东村 多层的低楼层 简单装修 总价低,向东村 -霍里,2室1厅 | 66.9平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 14天以前发布,45,"6,727元/平"
采光格局都合理 价格美丽可以谈,泰和文苑 -解放路,3室1厅 | 99平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,6人关注 / 一年前发布,129,"13,031元/平"
中上楼层 小区位置不错 采光不挡 适合三代同堂,碧桂园天域 -佳山,5室2厅 | 218平米 | 南 | 其他 | 高楼层(共17层)  | 板塔结合,5人关注 / 一年前发布,325,"14,909元/平"
秀山湖壹號 2室1厅 南,秀山湖壹號 -霍里,2室1厅 | 80.25平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 13天以前发布,99,"12,337元/平"
朝辉豪庭满五唯一，婚房装修，次顶楼视野开阔,朝辉豪庭 -佳山,2室2厅 | 80.84平米 | 南 北 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 11天以前发布,100,"12,371元/平"
恒生秀山郡 3室2厅 南 北,恒生秀山郡 -霍里,3室2厅 | 117.2平米 | 南 北 | 其他 | 高楼层(共31层)  | 板塔结合,0人关注 / 14天以前发布,127,"10,837元/平"
此房价格低  采 光无遮挡 小区中间位置 交通便利,鑫福家园 -佳山,2室2厅 | 72.84平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 15天以前发布,46,"6,316元/平"
宝龙华庭 1室1厅 北,宝龙华庭 -桃园,1室1厅 | 45.49平米 | 北 | 简装 | 中楼层(共31层)  | 板楼,0人关注 / 13天以前发布,45,"9,893元/平"
十二村 5室2厅 南 北,十二村 -雨山,5室2厅 | 169.86平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,3人关注 / 4个月以前发布,88,"5,181元/平"
八一大院简装两房，满五，房东置换，诚心出售,八一大院 -安民,2室1厅 | 77.3平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 10天以前发布,57,"7,374元/平"
领秀国际，精装拎包住，中上楼层采光不遮挡.配套齐全,融邦领秀国际 -霍里,2室2厅 | 73.29平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 14天以前发布,62,"8,460元/平"
雨顺三室毛坯，中间楼层，房东诚心卖,雨顺佳园 -佳山,3室1厅 | 99.84平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 12天以前发布,80,"8,013元/平"
成熟小区，前排风景秀丽，改善的房型,襄河湾 -当涂县,7室3厅 | 406平米 | 南 | 毛坯 | 3层  | 暂无数据 | 双拼别墅 ,27人关注 / 一年前发布,260,"6,404元/平"
金瑞新城四村婚房精装修拎包入住,金瑞新城四村 -江东,2室2厅 | 79.58平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 8天以前发布,49.9,"6,271元/平"
东方城善水湾电梯洋房，全屋地暖，南北通透，飞机户型,东方城善水湾 -霍里,2室1厅 | 105.51平米 | 南 北 | 精装 | 低楼层(共9层)  | 板塔结合,0人关注 / 14天以前发布,128,"12,132元/平"
汽修新村 两室一厅 两室朝南 户型好 地段好,汽修新村 -解放路,2室1厅 | 63平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 21天以前发布,39,"6,191元/平"
清華園2-1-1-1 92.00m² 102 万,清華園 -解放路,2室1厅 | 92平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 20天以前发布,102,"11,087元/平"
青松小区内 湖北东路456号 中间楼层 两室朝南,湖北东路456号 -解放路,2室1厅 | 59.34平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 26天以前发布,45,"7,584元/平"
矿山新村西区 2室1厅 南,矿山新村西区 -桃园,2室1厅 | 52平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 17天以前发布,36,"6,924元/平"
此房房东急售，看中可谈，满二唯一税少，刚需可选,金汇香郡 -当涂县,2室2厅 | 90平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 19天以前发布,70,"7,778元/平"
矿山新村  次顶楼 小区改造户型方正,矿山新村西区 -桃园,2室1厅 | 65平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 26天以前发布,35,"5,385元/平"
此房业主诚心出售，证满五年可直接拎包入住，靠河,花和佳苑东区 -霍里,3室2厅 | 100.62平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 22天以前发布,88,"8,746元/平"
站东新村好楼层，精装三室，房东置换，诚心出售,站东新村(花山路) -塘西,2室2厅 | 69平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 18天以前发布,52,"7,537元/平"
满二，南北格局，户型方正，采光充足无遮挡,达观天下学府里 -佳山,3室2厅 | 115.22平米 | 南 北 | 其他 | 高楼层(共34层)  | 塔楼,3人关注 / 7个月以前发布,125,"10,849元/平"
三开间朝南，视野开阔，业主诚意出售,大北庄 -桃园,3室1厅 | 89.61平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 9个月以前发布,61.2,"6,830元/平"
房子精装修拎包入住，看房有钥匙,上湖家园 -霍里,3室1厅 | 113.46平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,102,"8,990元/平"
此房满两年 两开间朝南  采光好,宝龙华庭 -桃园,2室2厅 | 92.49平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,2人关注 / 一年前发布,150,"16,218元/平"
金瑞新城四村 4室2厅 南 北,金瑞新城四村 -江东,4室2厅 | 93.35平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,55,"5,892元/平"
东岗3楼东边户 交通便利 生活方便 位处成熟商圈,东岗小区 -桃园,2室1厅 | 73.56平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,3人关注 / 8个月以前发布,70,"9,517元/平"
满五唯一，生活配套完善，阳光刺眼，不沿主干道！,清華園 -解放路,2室2厅 | 98.13平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,7人关注 / 一年前发布,117.5,"11,974元/平"
怡景苑 实用面积大 户型方正 业主急售,怡景苑小区 -霍里,4室2厅 | 176.16平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,10人关注 / 一年前发布,168,"9,537元/平"
此房屋满五唯一采光不错，交通便利，环境优美,石山花园小区 -佳山,3室1厅 | 122.14平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 4个月以前发布,54,"4,422元/平"
团结村，毛坯房，可根据自己喜好来装修,团结村 -沙塘,2室1厅 | 71.76平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,44,"6,132元/平"
顶楼带复式，带露台，视野开阔，采光无遮挡,康城花园 -解放路,3室2厅 | 121.13平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,98,"8,091元/平"
桥山嘉苑一区 3室1厅 南,桥山嘉苑一区 -霍里,3室1厅 | 94.56平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,2人关注 / 一年前发布,83,"8,778元/平"
东升新村 多层一楼 南北通透  业主去外地忍痛割爱,东升新村 -沙塘,3室2厅 | 169.8平米 | 南 北 | 其他 | 低楼层(共1层)  | 板楼,3人关注 / 一年前发布,120,"7,068元/平"
绿地二期，南北通透，视野开阔无遮挡.,新里·维多利亚公馆 -霍里,3室2厅 | 106.19平米 | 南 北 | 其他 | 中楼层(共29层)  | 板塔结合,2人关注 / 4个月以前发布,132,"12,431元/平"
.此房满五唯 配套设施完善 交通便利 采光好 明厨明卫,八亩塘 -解放路,3室1厅 | 66平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,48,"7,273元/平"
此房是多层的中间楼层，满五不唯一， 产权清晰,人民新村 -沙塘,2室1厅 | 83.93平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,8人关注 / 一年前发布,52.5,"6,256元/平"
上湖一期  小区中间位置边户   做婚房精装修   中高,上湖家园 -霍里,3室2厅 | 111.6平米 | 南 北 | 其他 | 高楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,83.8,"7,509元/平"
市中好位置瑞祥家园 空中别墅 看房方便,翡翠森林花园 -佳山,3室2厅 | 89.89平米 | 南 | 毛坯 | 高楼层(共7层)  | 板塔结合,4人关注 / 一年前发布,115.9,"12,894元/平"
信达城 3室2厅 东,信达城 -霍里,3室2厅 | 123.87平米 | 东 | 其他 | 高楼层(共25层)  | 塔楼,0人关注 / 一年前发布,175,"14,128元/平"
顶楼  采光好  成熟小区  生活便利  很安静,汽修新村 -解放路,2室1厅 | 62.91平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,46,"7,313元/平"
金色里程大三房，房东诚心出售，采光无限,金色里程 -当涂县,3室2厅 | 120.74平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 一年前发布,82,"6,792元/平"
户型格局无浪费面积 楼层好 视野开阔 一览风光,松源嘉苑 -佳山,3室2厅 | 116.14平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,10人关注 / 一年前发布,60,"5,167元/平"
滨江郡高层，中高楼层，位置好楼层好,滨江郡 -采石,3室2厅 | 109.22平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,81.8,"7,490元/平"
业主诚心出售，配套成熟，南北格局，户型方正。,达观天下学府里 -佳山,4室2厅 | 122.97平米 | 南 | 其他 | 高楼层(共34层)  | 塔楼,1人关注 / 5个月以前发布,115,"9,352元/平"
供电小区，多层顶楼，  老式精装,供电小区 -当涂县,3室2厅 | 89.9平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,34,"3,782元/平"
金汇康郡东区 毛坯大三房 飞机户型 楼层好 有钥匙,金汇康郡东区 -当涂县,3室2厅 | 116.57平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,2人关注 / 6个月以前发布,77.5,"6,649元/平"
君悦华庭   四室两厅一厨一卫   毛坯,豪邦君悦华庭 -当涂县,4室2厅 | 127.46平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,83.8,"6,575元/平"
此房楼层好，采光视野号，毛坯 居家养老适宜,丰收佳苑 -霍里,3室1厅 | 104.86平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,4人关注 / 6个月以前发布,75,"7,153元/平"
金瑞新城四村 3室1厅 南,金瑞新城四村 -江东,3室1厅 | 95.77平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,60,"6,266元/平"
紫源大厦办公写字楼，精装修，已出租，即买即收租,紫源大厦 -霍里,3室2厅 | 331.01平米 | 西南 | 精装 | 中楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,260,"7,855元/平"
塘岔社区 2室1厅 南,塘岔社区 -解放路,2室1厅 | 58.45平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,2人关注 / 4个月以前发布,29,"4,962元/平"
新里西斯莱公馆 3室2厅 南 北,新里西斯莱公馆 -霍里,3室2厅 | 103.5平米 | 南 北 | 其他 | 中楼层(共27层)  | 板塔结合,3人关注 / 9个月以前发布,136,"13,141元/平"
南北格局视野开阔，采光充足，配套齐全.物业好,碧桂园滨江世家 -当涂县,4室2厅 | 143.72平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,120,"8,350元/平"
城北双城汇 两房精装修  拎包入住,山鹰双城汇 -当涂县,2室2厅 | 79.82平米 | 南 | 精装 | 高楼层(共12层)  | 暂无数据,2人关注 / 一年前发布,64,"8,019元/平"
此房满五年不唯一，房龄新，是商品房，通透户型,滨江郡 -采石,2室2厅 | 71.38平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,46,"6,445元/平"
湖东路一村 3室1厅 南,湖东路一村 -沙塘,3室1厅 | 73.16平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,46.5,"6,356元/平"
滨江郡 2室2厅 南,滨江郡 -采石,2室2厅 | 69.6平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,1人关注 / 一年前发布,40,"5,748元/平"
精装修碧桂园   143.75平米，满二房东诚心想卖,碧桂园滨江世家 -当涂县,4室2厅 | 143.72平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,128,"8,907元/平"
满两年随时可签。三开间朝南的经典户型，电梯房中层。,滨江郡 -采石,2室2厅 | 73.8平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 6个月以前发布,45,"6,098元/平"
湖东路一村 3室1厅 南,湖东路一村 -沙塘,3室1厅 | 73.16平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,46.5,"6,356元/平"
看房方便，产权清晰，采光不挡，房东诚心卖,滨江郡 -采石,2室2厅 | 73.74平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 5个月以前发布,43,"5,832元/平"
御景园上下叠墅，满五唯一带南院,御景园 -佳山,5室2厅 | 191.35平米 | 南 | 其他 | 低楼层(共4层)  | 板楼,8人关注 / 一年前发布,262,"13,693元/平"
此房源无抵押。无贷款。业主诚意出售。随时签约,滨江郡 -采石,3室2厅 | 86.94平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 8个月以前发布,52.8,"6,074元/平"
金桥雅苑 3室1厅 南,金桥雅苑 -霍里,3室1厅 | 107.4平米 | 南 | 毛坯 | 低楼层(共24层)  | 板楼,6人关注 / 一年前发布,73,"6,798元/平"
金湖湾二期 大平层 户型好 视野开阔 采光充足,圳秀·金湖湾二区 -霍里,5室2厅 | 194.02平米 | 南 | 其他 | 高楼层(共10层)  | 板楼,1人关注 / 3个月以前发布,200,"10,309元/平"
此房满两年 楼层好 采光无遮挡 成熟商圈 生活配套齐全,新岗小区 -桃园,2室1厅 | 55.13平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,4人关注 / 一年前发布,54,"9,796元/平"
安粮二期，视野开阔，采光优秀。户型方正,安粮秀山城市广场二期 -霍里,3室2厅 | 98.49平米 | 南 东南 | 其他 | 中楼层(共32层)  | 板楼,2人关注 / 一年前发布,133,"13,504元/平"
房东因为想改善换房，诚心出售。随时可以看房,滨江郡 -采石,2室1厅 | 73.74平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,5人关注 / 一年前发布,45,"6,103元/平"
紫竹苑 精装修 中间楼层 采光很好,紫竹苑 -当涂县,2室2厅 | 98.07平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,42,"4,283元/平"
碧溪翠庭 多层 中间楼层 采光好 位置佳,碧溪翠庭 -佳山,2室2厅 | 97.01平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,1人关注 / 5个月以前发布,125,"12,886元/平"
剑桥公馆毛坯复式，户型方正，大润发，解放路商圈,剑桥公馆 -解放路,2室1厅 | 98.76平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,117,"11,847元/平"
此房是电梯房中上楼层 采光好 纯毛坯 满五唯一,御景园 -佳山,3室2厅 | 136.11平米 | 南 北 | 毛坯 | 高楼层(共10层)  | 板楼,3人关注 / 9个月以前发布,139,"10,213元/平"
此房毛坯四房，楼层好，采光无遮挡，可以看到慈湖河,奥园/誉湖湾 -江东,4室2厅 | 115.29平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,2人关注 / 一年前发布,100,"8,674元/平"
满五唯一 多层四楼 精装二房 拎包入住,采秣新村 -桃园,2室1厅 | 76.95平米 | 南 | 其他 | 中楼层(共7层)  | 塔楼,0人关注 / 1个月以前发布,88,"11,436元/平"
此房是二楼，三开间朝南，阳光充足。,雨田村 -雨山,2室1厅 | 55.18平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,33,"5,981元/平"
沙塘村2-1-1-1 78.00平方 39 万,沙塘村 -沙塘,2室1厅 | 78.28平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,36,"4,599元/平"
