标题,开发商,房子信息,发布信息,售价/万,单价
人民路南华康城 中 央公馆精装两室小区内价格合适一套,中央公馆三期 -立交桥,2室2厅 | 93平米 | 南 | 其他 | 低楼层(共28层)  | 板楼,5人关注 / 8个月以前发布,68,"7,312元/平"
黄河路长城花园简装修带储藏室可按揭全明户型,长城花园 -黄河东路,3室1厅 | 105平米 | 东南 | 其他 | 中楼层(共11层)  | 板楼,1人关注 / 7个月以前发布,46.9,"4,467元/平"
赵王河畔观景房公务员小区，带车位储藏室边户,城建华府观澜小区 -牡丹园,3室2厅 | 130平米 | 南 | 其他 | 高楼层(共25层)  | 板楼,1人关注 / 一年前发布,76.9,"5,916元/平"
时代奥城15楼，可按揭贷款，采光好，看房方便,亿联时代奥城 -二十一中,3室1厅 | 92.06平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,3人关注 / 一年前发布,86.5,"9,397元/平"
永和嘉园两居室适宜全龄段居住 房东诚心出售,永和嘉园 -西客站,2室1厅 | 85平米 | 南 | 其他 | 高楼层(共27层)  | 板楼,1人关注 / 一年前发布,44,"5,177元/平"
义乌小商品城两室房东诚心出售看房方便,义乌小商品城 -北外环,2室1厅 | 76平米 | 南 北 | 其他 | 低楼层(共2层)  | 暂无数据,8人关注 / 一年前发布,30,"3,948元/平"
海润康城单装修2居室，新证可按揭,海润康城 -二十一中,2室2厅 | 105.6平米 | 南 | 其他 | 中楼层(共17层)  | 板楼,2人关注 / 11个月以前发布,92,"8,713元/平"
亿联时代奥城 3室1厅 南,亿联时代奥城 -二十一中,3室1厅 | 96平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,1人关注 / 7个月以前发布,87,"9,063元/平"
此房采光透亮且， 是目前比较合适。,华西嘉苑 -区委,2室2厅 | 87平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,20人关注 / 10个月以前发布,30.4,"3,495元/平"
万达商圈，一楼带院上大市，老证，过户费低,奥林花园 -和平南路,3室1厅 | 103平米 | 西 | 其他 | 低楼层(共10层)  | 板楼,3人关注 / 7个月以前发布,100,"9,709元/平"
火车站南邻中华世纪城三室两厅一卫精装修,中华世纪城 -火车站,3室2厅 | 116平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,3人关注 / 一年前发布,84,"7,242元/平"
78万就可拥有牡丹园旁赵王河畔大三房带储藏室的家,牡丹公馆 -牡丹园,3室2厅 | 130平米 | 东 | 其他 | 高楼层(共24层)  | 板楼,0人关注 / 一年前发布,76,"5,847元/平"
华西嘉园多层小户型房东诚心出售,华西嘉苑 -区委,2室1厅 | 82平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,41,"5,000元/平"
城建国际3室2卫诚意出售户型方正通透,城建国际广场 -牡丹园,3室2厅 | 149平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,0人关注 / 一年前发布,85,"5,705元/平"
好房推荐！龙田府抵，三室两卫，老证可按揭，看房方便,龙田府邸 -牡丹园,3室2厅 | 132平米 | 东南 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,90,"6,819元/平"
黄河路天华明珠三居室业主诚心出售  可按揭、。,天华明珠 -岳程办事处,3室2厅 | 136平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 10个月以前发布,73,"5,368元/平"
天华公馆三室两厅两卫 精装修带车位储藏室采光好,天华公馆 -区委,3室2厅 | 141平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,2人关注 / 11个月以前发布,85,"6,029元/平"
诚心出售 户型方正 视野好 采光好 无遮挡,颐和家园 -区委,3室2厅 | 116平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,2人关注 / 10个月以前发布,62,"5,345元/平"
急卖 城建国际广场，户型方正，设施齐全，交通方便,城建国际广场 -牡丹园,3室2厅 | 121平米 | 南 北 | 其他 | 低楼层(共34层)  | 板楼,2人关注 / 一年前发布,80,"6,612元/平"
和平南路颐馨苑大3室，采光好，老证可按揭,颐馨苑(牡丹区) -和平南路,3室2厅 | 137平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,0人关注 / 一年前发布,110.1,"8,037元/平"
金域蓝湾 精装修 86万 急售！,金域澜湾 -牡丹园,3室2厅 | 125.82平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,9人关注 / 一年前发布,94,"7,471元/平"
中山苑两室，房东诚心出售........,融邦中山苑 -万达广场,2室1厅 | 70平米 | 南 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,57.5,"8,215元/平"
奥斯卡春城，区委旁三室两厅一厨一卫,中富奥斯卡春城 -区委,3室2厅 | 80平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,20人关注 / 一年前发布,43,"5,375元/平"
华平小区 中达广场  万达广场   满五唯一   精装修,华平小区 -万达广场,3室2厅 | 98平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,3人关注 / 一年前发布,78.8,"8,041元/平"
人民路银座鲁商品牌 品质物业高档小区 楼层合适采光好,鲁商凤凰城 -牡丹园,3室2厅 | 127平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,92,"7,245元/平"
此小区位置优越，交通方便电梯房带车位一个，户型方正,华西嘉苑 -区委,3室2厅 | 121平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,62,"5,124元/平"
康庄市场 名门世都 精装三室 诚心出售 看房方便,名门世都 -汽配城,3室2厅 | 104.43平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,4人关注 / 10个月以前发布,66,"6,321元/平"
2室好户型，楼层好，采光好，房东诚售,御河丹城 -牡丹园,2室2厅 | 99平米 | 南 | 其他 | 中楼层(共28层)  | 板楼,2人关注 / 一年前发布,56,"5,657元/平"
华侨城一期 叠拼带院  采光好 户型方正,时代·华侨城一期 -和平南路,4室2厅 | 162.6平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,210,"12,916元/平"
看房方便看房方便。。。。。。。。。。。。。。,西子佳苑 -区委,3室2厅 | 140.85平米 | 东南 南 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,102,"7,242元/平"
此房满五唯一，价格实惠，过户费低，老小区，公摊小,丰鑫园 -和平南路,3室1厅 | 99平米 | 西南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,82,"8,283元/平"
老证，可按揭 简单装修，经典小三室，带储藏室,三中家属院 -三中,3室1厅 | 84平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,6人关注 / 一年前发布,47.5,"5,655元/平"
精致好房，大三室，简单装修..,国色天香 -万达广场,3室2厅 | 141平米 | 南 | 其他 | 高楼层(共22层)  | 板楼,3人关注 / 一年前发布,102,"7,235元/平"
中南世纪锦城，精装老证带车位。,中南世纪锦城 -牡丹园,4室2厅 | 160平米 | 南 | 其他 | 高楼层(共29层)  | 板楼,1人关注 / 一年前发布,99,"6,188元/平"
景昀苑简单装修诚心出售，三室朝阳，看房子方便,景昀苑 -西客站,3室2厅 | 132平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,7人关注 / 一年前发布,70,"5,304元/平"
牡丹园 和谐银座旁港湾新城大四室 眼睛房 好楼层,港湾新城 -牡丹园,4室2厅 | 164.39平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,4人关注 / 一年前发布,92,"5,597元/平"
中富奥斯卡春城简单装修  配套齐全 交通方便,中富奥斯卡春城 -区委,2室2厅 | 114平米 | 南 | 其他 | 高楼层(共17层)  | 板楼,26人关注 / 一年前发布,54.9,"4,816元/平"
花都小商品精装大两居老证可按揭  带储藏室  看房方便,天华花都小商品城 -西客站,2室2厅 | 105.3平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,67.5,"6,411元/平"
房子诚心出售，便宜卖好楼层好位置,鲁西南建材五金大市场 -三中,3室2厅 | 130平米 | 南 北 | 其他 | 中楼层(共5层)  | 塔楼,3人关注 / 一年前发布,62,"4,770元/平"
房子楼层好，视野开阔，有证采光充足，位置优越，,御河丹城 -牡丹园,3室2厅 | 114平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,1人关注 / 一年前发布,75,"6,579元/平"
中达逸景广场三室两厅一卫 中等装修 干净明亮,中达逸景广场 -区委,3室2厅 | 123.51平米 | 南 北 | 其他 | 中楼层(共34层)  | 暂无数据,0人关注 / 一年前发布,88,"7,125元/平"
此房格局好，楼层好，采光好，视野宽阔,现代城 -区委,2室1厅 | 75平米 | 南 | 其他 | 高楼层(共12层)  | 板楼,0人关注 / 一年前发布,53,"7,067元/平"
现代城 2室2厅 北 南,现代城 -区委,2室2厅 | 65平米 | 北 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,48,"7,385元/平"
精装修 临赵王河公园 和谐银座,鲁商凤凰城 -牡丹园,3室2厅 | 132平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,8人关注 / 一年前发布,89,"6,743元/平"
南北同透格局好、楼层好视野宽阔配套设施齐全交通便利,御河丹城 -牡丹园,3室2厅 | 125.6平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 一年前发布,79,"6,290元/平"
中富奥斯卡春城  诚心出售 看房方便,中富奥斯卡春城 -区委,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共6层)  | 塔楼,2人关注 / 10个月以前发布,90,"7,500元/平"
城建华庭观澜大户型眼睛房带车位储藏室 老证,城建华府观澜小区 -牡丹园,3室2厅 | 151平米 | 南 北 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 10个月以前发布,87.5,"5,795元/平"
鲁商凤凰城 三室两厅一厨一卫，采光好,鲁商凤凰城 -牡丹园,3室2厅 | 128.87平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,92.5,"7,178元/平"
低楼层，户型好，采光好，小三室，价格合适。,时代·华侨城一期 -和平南路,3室2厅 | 85平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,4人关注 / 一年前发布,49.9,"5,871元/平"
带20平储，满5年，唯一住房，精装修，南北通透,怡海花园 -三院,3室2厅 | 128平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,7人关注 / 10个月以前发布,79,"6,172元/平"
三室两厅两卫·次顶层·采光好·南北通透,海洋凰庭苑 -三中,3室2厅 | 119.8平米 | 南 北 | 其他 | 高楼层(共22层)  | 板楼,3人关注 / 10个月以前发布,73,"6,094元/平"
房子楼层好，视野开阔，采光充足，位置优越，交通便利,牡丹公馆 -牡丹园,3室2厅 | 161平米 | 东南 | 其他 | 低楼层(共28层)  | 板楼,2人关注 / 一年前发布,96,"5,963元/平"
赵王河新村 3室2厅 南,赵王河新村 -牡丹园,3室2厅 | 149平米 | 南 | 其他 | 低楼层(共26层)  | 板塔结合,5人关注 / 一年前发布,62,"4,162元/平"
赵王河观景房鲁商凤凰城精装大三室带车位储藏室、老证,鲁商凤凰城 -牡丹园,3室2厅 | 145平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,0人关注 / 10个月以前发布,137,"9,449元/平"
龙田 居室 朝向 装修 电梯应有俱全,龙田府邸 -牡丹园,2室2厅 | 99.96平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,2人关注 / 一年前发布,71,"7,103元/平"
鲁商凤凰城四室两厅适合居住，采光好，交通方便,鲁商凤凰城 -牡丹园,4室2厅 | 176.86平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,1人关注 / 一年前发布,175.1,"9,901元/平"
大学路，牡丹路，古今园，经典大三居室,龙田府邸 -牡丹园,3室2厅 | 136.8平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,86,"6,287元/平"
此房可老证过户，带车位储藏室，三室带露台，急售,时代·华侨城一期 -和平南路,3室2厅 | 91.13平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,80,"8,779元/平"
业主诚心出售，温馨小家，理想居住场所,时代·华侨城一期 -和平南路,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,65.9,"7,405元/平"
鲁商凤凰城 三室两厅一厨一卫，采光好,鲁商凤凰城 -牡丹园,3室2厅 | 128.87平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,92.5,"7,178元/平"
学林嘉苑，三居室。113平，两室朝阳,学林嘉苑 -二完小南校区,3室2厅 | 113平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,12人关注 / 一年前发布,86,"7,611元/平"
鲁商凤凰城，赵王河畔观景房，带车位精装,鲁商凤凰城 -牡丹园,3室2厅 | 127平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 一年前发布,102.1,"8,040元/平"
奥林花园 2室2厅 南,奥林花园 -和平南路,2室2厅 | 93平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,78,"8,388元/平"
西区精装修 大路旁 生活便捷地邻近农贸市场,天华公馆 -区委,3室2厅 | 120.78平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,3人关注 / 一年前发布,64.9,"5,374元/平"
现代城 2室2厅 南,现代城 -区委,2室2厅 | 86平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,56,"6,512元/平"
永和嘉园 三室两厅一卫 采光充足 诚心出售,永和嘉园 -西客站,3室2厅 | 132平米 | 南 | 其他 | 高楼层(共27层)  | 板楼,2人关注 / 一年前发布,70,"5,304元/平"
城建华庭观澜大户型眼睛房带车位储藏室 老证,城建华府观澜小区 -牡丹园,3室2厅 | 151平米 | 南 北 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 10个月以前发布,87.5,"5,795元/平"
三室两厅，朝阳好户型，房东诚信卖，,牡丹公馆 -牡丹园,3室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共24层)  | 板楼,0人关注 / 一年前发布,83,"5,929元/平"
中达尚城，交通便利，配套齐全，户型方正，看房方便,中达尚城 -和平南路,3室2厅 | 121平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,4人关注 / 一年前发布,86.7,"7,166元/平"
赵王河新村 3室2厅 南,赵王河新村 -牡丹园,3室2厅 | 149平米 | 南 | 其他 | 低楼层(共26层)  | 板塔结合,5人关注 / 一年前发布,62,"4,162元/平"
低楼层，户型好，采光好，小三室，价格合适。,时代·华侨城一期 -和平南路,3室2厅 | 85平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,4人关注 / 一年前发布,49.9,"5,871元/平"
带20平储，满5年，唯一住房，精装修，南北通透,怡海花园 -三院,3室2厅 | 128平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,7人关注 / 10个月以前发布,79,"6,172元/平"
三室两厅两卫·次顶层·采光好·南北通透,海洋凰庭苑 -三中,3室2厅 | 119.8平米 | 南 北 | 其他 | 高楼层(共22层)  | 板楼,3人关注 / 10个月以前发布,73,"6,094元/平"
房子楼层好，视野开阔，采光充足，位置优越，交通便利,牡丹公馆 -牡丹园,3室2厅 | 161平米 | 东南 | 其他 | 低楼层(共28层)  | 板楼,2人关注 / 一年前发布,96,"5,963元/平"
赵王河观景房鲁商凤凰城精装大三室带车位储藏室、老证,鲁商凤凰城 -牡丹园,3室2厅 | 145平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,0人关注 / 10个月以前发布,137,"9,449元/平"
龙田 居室 朝向 装修 电梯应有俱全,龙田府邸 -牡丹园,2室2厅 | 99.96平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,2人关注 / 一年前发布,71,"7,103元/平"
赵王河畔、银座和谐邻多层1楼大三居、带储藏室、简装,赵王河新村 -牡丹园,3室2厅 | 110平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,56,"5,091元/平"
赵王河畔 精装三室 带储藏室 西邻赵王河随时看房,鲁商凤凰城 -牡丹园,3室2厅 | 119平米 | 南 北 | 其他 | 低楼层(共34层)  | 板楼,3人关注 / 一年前发布,84.99,"7,143元/平"
位于大学路菏泽学院，书香世家必不可少,菏泽学院家属院 -大学城,3室2厅 | 126平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,3人关注 / 一年前发布,65,"5,159元/平"
精装修，全明户型，位置佳前后无遮挡！！房东赔钱急售,古园小区 -牡丹园,3室2厅 | 145平米 | 南 | 其他 | 中楼层(共25层)  | 板塔结合,1人关注 / 一年前发布,100,"6,897元/平"
鲁商凤凰城3室2厅2卫、大三室值得拥有,鲁商凤凰城 -牡丹园,3室2厅 | 140平米 | 北 南 | 其他 | 高楼层(共34层)  | 板楼,3人关注 / 一年前发布,106,"7,572元/平"
牡丹公馆精装一楼带院，带车位储藏室 可等老证,牡丹公馆 -牡丹园,3室2厅 | 127平米 | 南 | 其他 | 低楼层(共26层)  | 板楼,8人关注 / 一年前发布,99.9,"7,867元/平"
曹州大观园三室两厅两卫 带储藏室稀有多层采光好,曹州大观园 -青年湖,3室2厅 | 113平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 一年前发布,122.9,"10,877元/平"
大学路上 大学嘉园 三室两厅，简单装修 看房方便,大学嘉园 -汽配城,3室2厅 | 131平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,71.8,"5,481元/平"
中华世纪城好房推荐，全明户型，价格低。,中华世纪城 -火车站,3室2厅 | 115平米 | 东南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,85,"7,392元/平"
华西嘉苑 3室2厅 南 北,华西嘉苑 -区委,3室2厅 | 123平米 | 南 北 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 11个月以前发布,65,"5,285元/平"
