标题,开发商,房子信息,发布信息,售价/万,单价
金属材料公司家属院，精装好房，配套齐全,金属材料公司家属院 -驿城区,3室2厅 | 125.02平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,46,"3,680元/平"
玖隆茂旁 鹏宇天下城 精装大三房 有证可按揭 看房方便,鹏宇天下城 -驿城区,3室2厅 | 132.24平米 | 东 南 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 28天以前发布,88.5,"6,693元/平"
驻马店恒大名都 3室2厅 南,驻马店恒大名都 -驿城区,3室2厅 | 104.3平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 21天以前发布,83,"7,958元/平"
香水湾精装修带家具家电老证可按揭,香水湾 -驿城区,3室2厅 | 136平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,108,"7,942元/平"
练江河畔，飞龙西区，全明户型，温馨3室，老证可按揭,飞龙小区西区 -驿城区,3室2厅 | 99平米 | 南 | 简装 | 低楼层(共6层)  | 塔楼,0人关注 / 21天以前发布,59,"5,960元/平"
人民医院，北京商场，名门金座，精装修,名门金座 -驿城区,3室2厅 | 106平米 | 西南 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 27天以前发布,60,"5,661元/平"
木材公司家属院 2室1厅 南,木材公司家属院 -驿城区,2室1厅 | 75平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 28天以前发布,49.8,"6,640元/平"
精装修，大三房，电梯洋房，老证可按揭,明珠港湾 -驿城区,3室2厅 | 135平米 | 南 北 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 24天以前发布,125,"9,260元/平"
新 地 高 附 近   新天地未来城,新天地未来城 -驿城区,3室2厅 | 114平米 | 南 | 精装 | 26层  | 板塔结合,0人关注 / 28天以前发布,73,"6,404元/平"
西湖庄园，精装3室2厅2卫，采光充足，小区环境优美！,西湖庄园 -驿城区,3室1厅 | 130平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 27天以前发布,115,"8,847元/平"
老证两卧见光户型方正小区环境好配套齐全户型方正,明珠港湾 -驿城区,3室2厅 | 144平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼,0人关注 / 27天以前发布,137,"9,514元/平"
此房地理位置优越，交通停车方便，配套设施齐全，,内衣厂新家园 -驿城区,3室1厅 | 90平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 20天以前发布,50,"5,556元/平"
西班牙体育场旁 .临开源公园。楼层好.采光好,天中上境I期 -驿城区,3室2厅 | 120.31平米 | 南 | 精装 | 34层  | 塔楼,0人关注 / 18天以前发布,87.5,"7,273元/平"
房子方正，精装修，带车位，出行方便，交通便利,民生天都星城北区 -驿城区,3室2厅 | 105平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 27天以前发布,89,"8,477元/平"
老证两卧见光户型方正小区环境好配套齐全户型方正,明珠港湾 -驿城区,3室2厅 | 144平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼,0人关注 / 27天以前发布,137,"9,514元/平"
西班牙体育场旁 .临开源公园。楼层好.采光好,天中上境I期 -驿城区,3室2厅 | 120.31平米 | 南 | 精装 | 34层  | 塔楼,0人关注 / 18天以前发布,87.5,"7,273元/平"
新 地 高 附 近   新天地未来城,新天地未来城 -驿城区,3室2厅 | 114平米 | 南 | 精装 | 26层  | 板塔结合,0人关注 / 28天以前发布,73,"6,404元/平"
人民医院西院区旁天玺精装三房珂按揭,天玺 -驿城区,3室2厅 | 120.86平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 25天以前发布,78,"6,454元/平"
天中广场一路之隔，成熟社区，随心装修，有证可按揭。,东申凤凰城 -驿城区,3室2厅 | 154平米 | 南 | 毛坯 | 中楼层(共31层)  | 板楼,0人关注 / 18天以前发布,123,"7,988元/平"
驻马店建业森林半岛 3室2厅 南,驻马店建业森林半岛 -驿城区,3室2厅 | 144平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,0人关注 / 21天以前发布,165,"11,459元/平"
户型方正 通厅通透 采光充足 房屋结构合理 质量高,天中国际 -驿城区,3室2厅 | 126.76平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 26天以前发布,94.8,"7,479元/平"
恒大名都中间楼层大四房业主诚心出售,驻马店恒大名都 -驿城区,4室2厅 | 152平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 22天以前发布,120,"7,895元/平"
同信江屿洲，精装小三房，采光好，看房方便,同信江屿洲 -驿城区,3室1厅 | 98.74平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 22天以前发布,72.5,"7,343元/平"
视野开阔，采光充足，环境优美，出行方便,金尚•帝景蓝湾 -驿城区,3室2厅 | 143平米 | 南 | 精装 | 18层  | 板塔结合,0人关注 / 20天以前发布,85,"5,945元/平"
万博林地海湾，三室两厅老证可按揭。,万博林地海湾 -驿城区,3室2厅 | 139平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 20天以前发布,89,"6,403元/平"
天中都会小区 精装修 户型方正,驻马店天中都会住宅小区 -驿城区,3室2厅 | 129平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,82,"6,357元/平"
一楼带院、院子一百多平、通透三房，老证，看房方便,民生天都星城北区 -驿城区,3室2厅 | 106平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 19天以前发布,123.8,"11,680元/平"
高铁站旁，恒大名都，精装，带车位，,驻马店恒大名都 -驿城区,3室2厅 | 140平米 | 南 | 精装 | 26层  | 板塔结合,0人关注 / 25天以前发布,120,"8,572元/平"
天地惠城西区 3室2厅 南 北,天地惠城西区 -驿城区,3室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共16层)  | 板楼,0人关注 / 17天以前发布,78,"5,778元/平"
房东诚心出售，寻求有缘新房主社区安静管理机制好,老市委家属院 -驿城区,4室2厅 | 158平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 24天以前发布,100,"6,330元/平"
万博林地海湾，电梯十楼东户，户型反正，全天采光,万博林地海湾 -驿城区,3室2厅 | 129.6平米 | 南 | 精装 | 33层  | 塔楼,0人关注 / 24天以前发布,96,"7,408元/平"
驻马店技师学院解放路家属院 3室2厅 南,驻马店技师学院解放路家属院 -驿城区,3室2厅 | 105平米 | 南 | 毛坯 | 16层  | 板楼,0人关注 / 26天以前发布,76,"7,239元/平"
标准的一室一厅，朝南，采光好，有证可按揭,香水湾 -驿城区,1室1厅 | 68.8平米 | 南 | 毛坯 | 低楼层(共16层)  | 塔楼,0人关注 / 1个月以前发布,35.5,"5,160元/平"
电梯洋房顶层复式带大露台，边户，客厅没柱子,蓝天尚品 -驿城区,4室2厅 | 170平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 塔楼,0人关注 / 22天以前发布,180,"10,589元/平"
同信缤纷之窗 1室1厅 西南,同信缤纷之窗 -驿城区,1室1厅 | 55平米 | 西南 | 精装 | 低楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,33,"6,000元/平"
翡翠国际 2室1厅 东,翡翠国际 -驿城区,2室1厅 | 59.31平米 | 东 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 31天以前发布,56,"9,442元/平"
蓝天尚品，顶层复式带大平台，纯洋房小区,蓝天尚品 -驿城区,4室2厅 | 172.92平米 | 南 | 毛坯 | 高楼层(共9层)  | 塔楼,0人关注 / 25天以前发布,185,"10,699元/平"
甲壳虫 3室2厅 南,甲壳虫 -驿城区,3室2厅 | 80平米 | 南 | 毛坯 | 中楼层(共17层)  | 板塔结合,0人关注 / 19天以前发布,35,"4,375元/平"
电梯洋房顶层复式带大露台，客厅没柱子,蓝天尚品 -驿城区,4室2厅 | 174平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 塔楼,0人关注 / 16天以前发布,175,"10,058元/平"
香水湾1-1-1-1 47.49m² 30 万,香水湾 -驿城区,1室1厅 | 47.49平米 | 南 | 精装 | 中楼层(共13层)  | 塔楼,0人关注 / 24天以前发布,30,"6,318元/平"
此房源两室一厅一厨一卫，双气房东诚心出售价位好谈,驻马店市电业新村社区 -驿城区,2室1厅 | 53.89平米 | 南 | 简装 | 中楼层(共5层)  | 平房,0人关注 / 18天以前发布,29,"5,382元/平"
位置好、交通便利、配套成熟、户型方正、老证过户.,百度里小区 -驿城区,2室1厅 | 88.92平米 | 东 西 | 精装 | 18层  | 板楼,0人关注 / 8个月以前发布,49.5,"5,567元/平"
同信滨江一号洋房大平层三卧朝南有车位储藏室看房方便,同信滨江1号 -驿城区,4室2厅 | 160平米 | 东 南 | 毛坯 | 高楼层(共10层)  | 塔楼,0人关注 / 2个月以前发布,126,"7,875元/平"
小区双气，双卧朝阳，毛坯可根据自己喜欢的风格装修,置地弘润山 -驿城区,2室2厅 | 92.74平米 | 东南 | 毛坯 | 高楼层(共26层)  | 塔楼,7人关注 / 一年前发布,63,"6,794元/平"
此房南户，阳光充足，适合白领，单身，情侣,凯旋广场公寓 -驿城区,1室1厅 | 50平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,29.5,"5,900元/平"
喜盈门楼上，一室一厅，70年产权，精装修，老证可按揭,置地第一大街 -驿城区,1室1厅 | 58.6平米 | 东 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 5个月以前发布,43.5,"7,424元/平"
碧桂园清月湾 湖景房 精装修未入住 看房方便,碧桂园清月湾 -驿城区,4室2厅 | 191平米 | 南 | 精装 | 低楼层(共26层)  | 塔楼,0人关注 / 4个月以前发布,205,"10,733元/平"
正宗一室一厅一卫 住宅 全屋中 央空调 老证 拎包入住,鹏宇天下城 -驿城区,1室1厅 | 68.55平米 | 南 | 精装 | 低楼层(共29层)  | 暂无数据,2人关注 / 一年前发布,41,"5,982元/平"
此房通厅通透，楼层好，交通便利。设施齐全。,鹏宇天下城 -驿城区,1室1厅 | 52.76平米 | 南 西南 | 毛坯 | 高楼层(共28层)  | 板塔结合,1人关注 / 8个月以前发布,28.6,"5,421元/平"
精致装修，建业品牌，南北通厅通透,建业十八城 -驿城区,6室2厅 | 279平米 | 东 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,260,"9,319元/平"
爱克大厦 5室0厅 南,爱克大厦 -驿城区,5室0厅 | 308.74平米 | 南 | 精装 | 26层  | 板楼,0人关注 / 5个月以前发布,200,"6,478元/平"
怡景嘉园4-2-1-2 253.00m² 150 万,怡景嘉园 -驿城区,4室2厅 | 253平米 | 南 北 | 毛坯 | 中楼层(共21层)  | 板楼,0人关注 / 5个月以前发布,147,"5,811元/平"
鹏宇天下城五室两厅两卫精装修有证可按揭,鹏宇天下城 -驿城区,5室2厅 | 183平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 4个月以前发布,132,"7,214元/平"
新时代家园2-2-1-1  92平米58万,新时代家园 -驿城区,2室2厅 | 91.49平米 | 南 | 毛坯 | 18层  | 板楼,8人关注 / 一年前发布,45.8,"5,007元/平"
交通方便，小区绿化好，阳光充足，精装修，看房方便,昌建誉峰 -驿城区,2室1厅 | 87.04平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,2人关注 / 一年前发布,65,"7,468元/平"
视野开阔，配套设施齐全视野宽阔，采光充足。,福田小区 -驿城区,2室1厅 | 67.32平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,10人关注 / 一年前发布,48,"7,131元/平"
此房是老证，户型方正，采光好楼层佳一楼带院,飞龙小区西区 -驿城区,3室2厅 | 145平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,108,"7,449元/平"
3、交通方便、环境幽雅、阳光充足、生活方便,领秀城 -驿城区,1室1厅 | 47.51平米 | 东 | 精装 | 中楼层(共21层)  | 塔楼,3人关注 / 一年前发布,35,"7,367元/平"
天都名园1-1-1-1 31 万,天都名园 -驿城区,1室1厅 | 46.37平米 | 南 | 简装 | 高楼层(共25层)  | 板塔结合,2人关注 / 一年前发布,30,"6,470元/平"
70住宅性质，楼层好，采光好，楼下配套设施齐全,置地第一大街 -驿城区,1室1厅 | 39.06平米 | 南 | 精装 | 中楼层(共21层)  | 板塔结合,0人关注 / 5个月以前发布,30.8,"7,886元/平"
燃料公司家属院，2室，两卧操南，满五唯一，可按揭,燃料公司家属院 -驿城区,2室1厅 | 66.02平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,40,"6,059元/平"
置地弘润山 看房方便 临体育场 开源公园,置地弘润山 -驿城区,2室2厅 | 84.62平米 | 南 | 毛坯 | 高楼层(共26层)  | 塔楼,9人关注 / 一年前发布,53,"6,264元/平"
户型方正.通厅通透 采光充足.房屋结构合理质量高,区粮食局院 -驿城区,2室1厅 | 100.58平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,45.8,"4,554元/平"
天都名园1-1-1-1 50.00m² 30 万）,天都名园 -驿城区,1室1厅 | 50平米 | 南 | 简装 | 高楼层(共25层)  | 板塔结合,0人关注 / 4个月以前发布,30,"6,000元/平"
"安保设施齐全,合适楼层,拎包入住。",置地国际广场 -驿城区,车位 | 38.53平米 | 北  | 板塔结合,0人关注 / 3个月以前发布,18,"4,672元/平"
"安保设施齐全,合适楼层,拎包入住。",置地国际广场 -驿城区,车位 | 38.53平米 | 北  | 板塔结合,2人关注 / 3个月以前发布,18,"4,672元/平"
翡翠国际一室一厅精装，交通便利,翡翠国际 -驿城区,1室1厅 | 63平米 | 南 | 简装 | 中楼层(共23层)  | 板塔结合,1人关注 / 一年前发布,50,"7,937元/平"
爱克洋房 精装修四房两厅 带大平台阳光房 老证,CBD爱克首府B区 -驿城区,4室2厅 | 217平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,255,"11,752元/平"
领秀城1室，简单装修，朝东，老证可按揭,领秀城 -驿城区,1室1厅 | 47.51平米 | 东 | 简装 | 中楼层(共21层)  | 塔楼,0人关注 / 8个月以前发布,29.5,"6,210元/平"
该房格局好，楼层好，视野宽阔，采光充足,驿城碧桂园 -驿城区,3室2厅 | 119平米 | 西南 | 简装 | 27层  | 塔楼,0人关注 / 2个月以前发布,71,"5,967元/平"
百度里，，，，，，，，，，，，，，，，，,百度里小区 -驿城区,1室1厅 | 42.66平米 | 东 南 西 | 精装 | 18层  | 板楼,0人关注 / 2个月以前发布,22.5,"5,275元/平"
天中广场旁，精装三房，校园就在旁边，税费低,翡翠城翡苑 -驿城区,3室2厅 | 153平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,105,"6,863元/平"
中 央城邦，住宅1房70年，优质可按 揭,中央城邦 -驿城区,1室1厅 | 49.91平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,8人关注 / 一年前发布,43.5,"8,716元/平"
翡翠国际公寓，位置好，精装修可按揭,翡翠国际 -驿城区,1室1厅 | 46.74平米 | 西 | 简装 | 高楼层(共23层)  | 板楼,0人关注 / 一年前发布,45,"9,628元/平"
翡翠国际公寓，位置好，精装修可按揭,翡翠国际 -驿城区,1室1厅 | 46.74平米 | 西 | 简装 | 高楼层(共23层)  | 板楼,0人关注 / 一年前发布,45,"9,628元/平"
"开源路旁,开源小区,精致温馨两房,采光佳.老证..",开源小区 -驿城区,2室2厅 | 101.68平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,62,"6,098元/平"
丹尼斯旁 翡翠国际 精装大一室 家具家电齐全 老证,翡翠国际 -驿城区,1室1厅 | 59.41平米 | 西 | 精装 | 中楼层(共23层)  | 板楼,2人关注 / 6个月以前发布,44.8,"7,541元/平"
CBD爱克·首府 6室2厅 南,CBD爱克·首府 -驿城区,6室2厅 | 231平米 | 南 | 毛坯 | 高楼层(共10层)  | 板塔结合,0人关注 / 1个月以前发布,150,"6,494元/平"
三小十中一高地高旁演艺家属院 一楼带院,驻马店市演艺中心家属院 -驿城区,5室1厅 | 87.31平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,3人关注 / 一年前发布,73,"8,362元/平"
格局好 中间楼层采光佳 小区内鸟语花香 环境好,置地百盛园 -驿城区,4室2厅 | 170.68平米 | 南 | 精装 | 26层  | 板楼,2人关注 / 5个月以前发布,149,"8,730元/平"
风光城市广场 2室1厅 北,风光城市广场 -驿城区,2室1厅 | 101.08平米 | 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,58,"5,739元/平"
同信缤纷之窗1-1-1-1 38.71m² 20.5 万）,同信缤纷之窗 -驿城区,1室1厅 | 38.71平米 | 南 | 精装 | 低楼层(共28层)  | 板楼,0人关注 / 5个月以前发布,20.5,"5,296元/平"
桂园2-1-1-1 91.17m² 62.8 万,金桂园 -驿城区,2室1厅 | 91.17平米 | 南 | 简装 | 中楼层(共16层)  | 塔楼,1人关注 / 7个月以前发布,56.8,"6,231元/平"
翡翠城翠苑2-2-1-1 78.40m²,翡翠城翠苑 -驿城区,2室2厅 | 78.4平米 | 西 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,78.8,"10,052元/平"
翡翠国际 B栋朝南 中间楼层 光线好 老证可按揭,翡翠国际 -驿城区,1室1厅 | 48.95平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,1人关注 / 一年前发布,43,"8,785元/平"
翡翠国际.1室.精装修.全屋朝南.,翡翠国际 -驿城区,1室1厅 | 54.99平米 | 南 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,46.9,"8,529元/平"
此房位于置地大道与文明路丹尼斯楼上，生活方便,翡翠国际 -驿城区,1室1厅 | 48.95平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,2人关注 / 10个月以前发布,39.3,"8,029元/平"
香水湾 1室1厅 东,香水湾 -驿城区,1室1厅 | 36.79平米 | 东 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 4个月以前发布,30,"8,155元/平"
此房满两年老证，户型通透，小区物业费低。。。,中乐广场 -驿城区,4室2厅 | 211.42平米 | 南 | 精装 | 13层  | 板塔结合,1人关注 / 一年前发布,156,"7,379元/平"
此房户型方正，位于乐山大道和友谊路交叉口,信用社家属院 -驿城区,2室1厅 | 65.35平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,10人关注 / 一年前发布,20.5,"3,137元/平"
