标题,开发商,房子信息,发布信息,售价/万,单价
龙湖澜岸小区三室两厅两卫，户型方正，适合居住,龙湖澜岸 -华龙区,3室2厅 | 126.36平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,77,"6,094元/平"
天鹅堡小区 4室2厅 南 北,天鹅堡小区 -华龙区,4室2厅 | 136平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,93,"6,839元/平"
海薇苑三室两厅 诚心出售户型方正南北通透,海薇苑 -华龙区,3室2厅 | 121.8平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,88,"7,225元/平"
天鹅堡小区 中间楼层 毛坯房可更名 走新房手续,天鹅堡小区 -华龙区,3室2厅 | 116.98平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 暂无数据,0人关注 / 3个月以前发布,74.9,"6,403元/平"
恒大悦龙台好楼层 采光好  南北通透 户型方正,恒大悦龙台 -华龙区,3室2厅 | 127平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 7个月以前发布,128,"10,079元/平"
康辉北区 2室1厅 交通便利 小区环境干净舒适 适合居住,测井小区 -华龙区,2室1厅 | 56.2平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,48,"8,541元/平"
龙之光客厅直通大露台  餐客一体 南北通透 好楼层,龙之光 -华龙区,3室2厅 | 141.62平米 | 南 北 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 2个月以前发布,127,"8,968元/平"
荣域珑府小区三室两厅两卫，交通便利，小区环境干净,荣域·瓏府 -濮阳县,3室1厅 | 112平米 | 南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,56,"5,000元/平"
未来城三室两厅两卫，交通便利，小区环境干净舒适,众鑫未来城二期 -濮阳县,3室2厅 | 125平米 | 东南 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,77,"6,160元/平"
格瑞斯小镇三室两厅交通便利 小区环境干净舒适,格瑞斯小镇 -濮阳县,3室2厅 | 118平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,68,"5,763元/平"
一中家属院小区交通便利小区环境干净舒适适合居住,县一中家属院 -濮阳县,3室2厅 | 95平米 | 西 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,35,"3,685元/平"
丽景上品 精装三室 全新品牌材质装修 业主未入住,丽景上品 -华龙区,3室2厅 | 119平米 | 南 北 | 精装 | 高楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,85,"7,143元/平"
濮阳供电公司轻工小区 4室2厅 南 北,濮阳供电公司轻工小区 -华龙区,4室2厅 | 121平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,93,"7,686元/平"
容金国际  上下复式  简单装修  有平台,容金国际 -华龙区,4室2厅 | 171平米 | 南 北 | 简装 | 高楼层(共22层)  | 暂无数据,2人关注 / 11个月以前发布,120,"7,018元/平"
出行方便，户型方正，居住方便舒适,兴龙湾三期 -华龙区,3室2厅 | 105平米 | 南 | 其他 | 中楼层(共30层)  | 塔楼,1人关注 / 9个月以前发布,57,"5,429元/平"
绿城花园 四室两厅两卫  毛坯 楼层好 带车位,绿城花园 -华龙区,4室2厅 | 162平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 3个月以前发布,135,"8,334元/平"
此房是户型敞亮采光不受影响   毛坯房 目前不满两年,建业臻悦汇 -华龙区,3室2厅 | 118平米 | 东 南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,85,"7,204元/平"
香树花城，四室两厅一厨两卫，户型方正，适合居住。,香树花城 -清丰县,4室2厅 | 135.85平米 | 南 | 其他 | 中楼层(共10层)  | 暂无数据,0人关注 / 2个月以前发布,65,"4,785元/平"
龙升佳苑，精装四室，一楼，带院子，精装修,龙升佳苑 -濮阳县,4室2厅 | 149平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,92,"6,175元/平"
小区出行方便，户型方正，居住方便舒适.,中原都市花園东区 -华龙区,3室2厅 | 115平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,95,"8,261元/平"
越绣学府  4室2厅2卫  业主诚心出售,越绣学府 -华龙区,4室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,75,"5,906元/平"
阳光花园电梯房，出了小区就是公园，楼下买菜很方便,阳光花园 -濮阳县,3室2厅 | 123.64平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 2个月以前发布,68,"5,500元/平"
湖景房 四室两厅两卫 带车位 看房方便,建业·世和府 -华龙区,4室2厅 | 136平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 6个月以前发布,138,"10,148元/平"
此房无抵押，无贷款未清。房子是私产房,建业通和府 -华龙区,3室2厅 | 113.22平米 | 南 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 8个月以前发布,77,"6,801元/平"
兴龙湾三期  毛坯房 有钥匙 业主诚心出售,兴龙湾三期 -华龙区,3室2厅 | 109平米 | 南 | 其他 | 中楼层(共30层)  | 塔楼,0人关注 / 2个月以前发布,60,"5,505元/平"
三室两厅两卫交通便利，小区环境干净舒适适合居住,祥瑞家园 -南乐县,3室2厅 | 142平米 | 西 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,78,"5,493元/平"
钻井院 三室一厅 满五唯一 南北通透 诚心出售,钻井家属院 -华龙区,3室2厅 | 85平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,1人关注 / 6个月以前发布,66,"7,765元/平"
交通便利小区环境干净舒适适合居住,观湖御府 -濮阳县,3室2厅 | 133.5平米 | 东 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,70,"5,244元/平"
兴龙湾三期  毛坯房 有钥匙 业主诚心出售,兴龙湾三期 -华龙区,3室2厅 | 109平米 | 南 | 其他 | 中楼层(共30层)  | 塔楼,0人关注 / 2个月以前发布,60,"5,505元/平"
此房无抵押，无贷款未清。房子是私产房,建业通和府 -华龙区,3室2厅 | 113.22平米 | 南 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 8个月以前发布,77,"6,801元/平"
阳光花园电梯房，出了小区就是公园，楼下买菜很方便,阳光花园 -濮阳县,3室2厅 | 123.64平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 2个月以前发布,68,"5,500元/平"
三室两厅一卫，紧凑小三室，简单装修,越秀国际 -清丰县,3室2厅 | 99.28平米 | 南 | 其他 | 低楼层(共12层)  | 暂无数据,1人关注 / 7个月以前发布,52,"5,238元/平"
越绣桂圆，交通方便，配套成熟，干净舒适，适合居住,越绣桂园 -濮阳县,4室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共12层)  | 暂无数据,0人关注 / 7个月以前发布,79,"5,525元/平"
此房是中间楼层毛坯房，业主诚意售房，想中房子价位可,融汇府邸 -清丰县,3室2厅 | 128平米 | 南 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 7个月以前发布,69,"5,391元/平"
棕榈泉东区 3室2厅 南,棕榈泉东区 -华龙区,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据,1人关注 / 4个月以前发布,96,"8,000元/平"
花果园交通便利，小区黄静干净舒适，适合居住,荣域花果园小区 -华龙区,3室2厅 | 117平米 | 南 北 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 1个月以前发布,76,"6,496元/平"
濮北新房 三室两厅 业主诚心出售,凯旋城壹号 -华龙区,3室2厅 | 134.65平米 | 南 | 其他 | 低楼层(共26层)  | 暂无数据,3人关注 / 10个月以前发布,114.8,"8,526元/平"
此房属于精装修业主装修好没有住支持贷款看房有钥匙，,天鹅堡小区 -华龙区,4室2厅 | 158.5平米 | 北 | 其他 | 中楼层(共33层)  | 暂无数据,1人关注 / 4个月以前发布,115,"7,256元/平"
荣域天鹅堡，三室，毛坯随意装，电梯房，看房有钥匙,天鹅堡小区 -华龙区,3室2厅 | 122.5平米 | 南 北 | 其他 | 低楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,80.9,"6,605元/平"
荣域龙府电梯三室 毛坯自由装修,荣域·瓏府 -濮阳县,3室2厅 | 116.73平米 | 南 | 其他 | 高楼层(共27层)  | 暂无数据,1人关注 / 6个月以前发布,46,"3,941元/平"
房子步梯房，三室两厅两卫，简单装修，公摊小,龙溪地 -濮阳县,3室2厅 | 117平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,65,"5,556元/平"
小区位置优越，银行C市，生活方便，交通便利,梅园新村 -华龙区,3室2厅 | 153平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,100,"6,536元/平"
房子是毛坯房，中间楼层中间户，房产证满两年，看房方,冶都世外桃源 -清丰县,3室2厅 | 99.7平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,53,"5,316元/平"
荣域·瓏府 3室2厅 南,荣域·瓏府 -濮阳县,3室2厅 | 116平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 8个月以前发布,65,"5,604元/平"
建业新城的洋房三室两厅小区环境干净舒适交通便利,建业新城三期 -华龙区,3室2厅 | 142平米 | 西 | 其他 | 低楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,90,"6,339元/平"
步梯4楼，出行方便，居住方便舒适，随时过户,华龙电台家属院 -华龙区,3室2厅 | 113平米 | 东 西 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,58,"5,133元/平"
电梯洋房一梯两户，两卧朝南，采光好，户型方正,美景嘉园 -华龙区,3室2厅 | 125平米 | 北 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,108.5,"8,680元/平"
此房出行方便，户型方正，居住舒适，小区有幼儿园。,盟东小区北院 -华龙区,3室2厅 | 113.34平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,90,"7,941元/平"
荣域天鹅堡 三室两厅 交通便利  小区环境优美,天鹅堡小区 -华龙区,3室2厅 | 112平米 | 南 北 | 其他 | 低楼层(共31层)  | 暂无数据,1人关注 / 6个月以前发布,70,"6,250元/平"
阳光金城3室2厅 交通便利 小区环境干净舒适 适合居住,陽光金城 -华龙区,3室2厅 | 130平米 | 东 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,80,"6,154元/平"
建业通和府 3室2厅 南,建业通和府 -华龙区,3室2厅 | 117.5平米 | 南 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,85,"7,235元/平"
属于通透，户型好，楼层高无遮挡，采光好，方便老人,阳光丁香园 -华龙区,3室2厅 | 107平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据,1人关注 / 5个月以前发布,82,"7,664元/平"
建业新城交通便利 小区环境优美 适合居住,建业新城 -华龙区,2室2厅 | 96.5平米 | 东 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,50,"5,182元/平"
建业新城小区，3室两厅一厨两卫。交通便利，合适居住,建业新城 -华龙区,3室2厅 | 117平米 | 东 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 2个月以前发布,67.5,"5,770元/平"
未来花园，三室两厅，看房方便，业主急售,任丘路未来花园 -华龙区,3室2厅 | 130.8平米 | 南 北 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,110,"8,410元/平"
此房房龄新，出行方便，户型方正，居住方便舒适,丽景上品上品坊 -华龙区,3室2厅 | 129.83平米 | 南 北 | 其他 | 中楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,85,"6,548元/平"
房子真实在售，看房方便，提前联系,君恒熙园 -华龙区,3室2厅 | 103平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,85,"8,253元/平"
三室两厅两卫，南北通透，户型方正小区环境优,陽光金城 -华龙区,3室2厅 | 120平米 | 南 北 | 简装 | 高楼层(共11层)  | 暂无数据,1人关注 / 3个月以前发布,72,"6,000元/平"
建业新城小区，3室两厅一厨两卫。交通便利，合适居住,建业新城 -华龙区,3室2厅 | 117平米 | 东 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 2个月以前发布,67.5,"5,770元/平"
交通便利 小区环境干净舒适 适合居住,西湖御景湾 -华龙区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 5个月以前发布,102,"8,500元/平"
交通便利 小区环境干净舒适 适合居住,凯旋城壹号 -华龙区,3室2厅 | 105平米 | 南 | 其他 | 低楼层(共20层)  | 暂无数据,0人关注 / 5个月以前发布,89,"8,477元/平"
交通便利 小区环境干净舒适 适合居住,建业·世和府 -华龙区,3室2厅 | 115平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,120,"10,435元/平"
凤凰城洋房四室三卫有车位地下室,水投凤凰城 -华龙区,4室2厅 | 167平米 | 北 南 | 其他 | 中楼层(共7层)  | 暂无数据,2人关注 / 7个月以前发布,170,"10,180元/平"
龙湖壹号业主诚心出售可以看房子,怡海龙湖壹号 -华龙区,3室2厅 | 113平米 | 南 | 其他 | 低楼层(共24层)  | 塔楼,0人关注 / 3个月以前发布,108,"9,558元/平"
未来花园，三室两厅，看房方便，业主急售,任丘路未来花园 -华龙区,3室2厅 | 130.8平米 | 南 北 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,110,"8,410元/平"
干城小区平房，一楼带院，养老安逸生活好地方。,干城小区 -华龙区,4室2厅 | 41.48平米 | 南 北 | 其他 | 低楼层(共1层)  | 暂无数据,0人关注 / 2个月以前发布,62,"14,947元/平"
东方花园二期 交通便利 小区环境干净舒适 适合居住,东方花园二期西区 -华龙区,3室1厅 | 88平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,66,"7,500元/平"
荣域小区 三室两厅两卫 交通便利 随时看房 随时签约,荣域小区 -华龙区,3室2厅 | 132.5平米 | 南 北 | 其他 | 低楼层(共22层)  | 暂无数据,1人关注 / 7个月以前发布,117,"8,831元/平"
滨河花园，三室两厅一卫，小区环境优美，适合居住,滨河花园 -华龙区,3室2厅 | 96平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,86,"8,959元/平"
建业新城小区 3室2厅交通便利 小区环境干净舒适,建业新城 -华龙区,3室2厅 | 120平米 | 西 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 2个月以前发布,66,"5,500元/平"
小区位置好户型好小区环境好，小区人车分离改善性小区,君恒悦海棠 -华龙区,3室2厅 | 114.63平米 | 西南 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,75,"6,543元/平"
昌乐花园商品房，交通便利，适合居住，干净舒适,昌乐花园一期 -南乐县,3室2厅 | 98平米 | 西 | 其他 | 高楼层(共5层)  | 暂无数据,1人关注 / 9个月以前发布,45,"4,592元/平"
建业臻悦汇   毛坯房   南户   随时可以看房,建业臻悦汇 -华龙区,3室2厅 | 116.53平米 | 南 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 6个月以前发布,83,"7,123元/平"
此房是电梯毛坯房户型好采光好南北通透的格局。,天鹅堡小区 -华龙区,3室2厅 | 118平米 | 南 北 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,82,"6,950元/平"
交通便利 小区环境干净舒适 适合居住,龙湖壹号幸福城 -华龙区,4室2厅 | 178.22平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,360,"20,200元/平"
建业城小区 3室2厅 交通便利 小区环境干净舒适,建业城4期 -濮阳县,3室2厅 | 120.18平米 | 东 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,69,"5,742元/平"
龙溪地户型方正中间楼层采光无遮挡,龙溪地 -濮阳县,3室2厅 | 99.8平米 | 西 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,56.5,"5,662元/平"
新城国际 3室2厅 西,新城国际 -濮阳县,3室2厅 | 107.22平米 | 西 | 其他 | 低楼层(共12层)  | 暂无数据,0人关注 / 5个月以前发布,52,"4,850元/平"
龙溪地3室2厅，交通便利，干净舒适适合居住,龙溪地 -濮阳县,3室2厅 | 113平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 10个月以前发布,41,"3,629元/平"
天鹅堡 精装三室两厅  户型方正南北通透,天鹅堡小区 -华龙区,3室2厅 | 119平米 | 南 北 | 精装 | 低楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,80,"6,723元/平"
房子格局南北通透，户型方正，楼层采光好，楼层好。,金域华庭 -清丰县,4室2厅 | 136.6平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,78,"5,711元/平"
书香门第 3室2厅 步梯4楼 户型方正适合居住,书香门地 -华龙区,3室2厅 | 119.5平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,95,"7,950元/平"
