标题,开发商,房子信息,发布信息,售价/万,单价
自在澜湾空中别墅，西面看湖，东面观海。,自在澜湾 -荣成市,4室3厅 | 205.8平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 塔楼,104人关注 / 一年前发布,110,"5,345元/平"
戚家庄，和谐家园，电梯房，房子带车位，储藏室，车库,文平和谐家园 -戚家庄,3室2厅 | 151.26平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,1人关注 / 5个月以前发布,210,"13,884元/平"
戚家夼小区。好位置无坡，生活交通便利，视野采光好，,戚家夼社区 -竹岛,3室1厅 | 73平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,66,"9,042元/平"
戚家庄，和谐家园，电梯房，房子带车位，储藏室，车库,文平和谐家园 -戚家庄,3室2厅 | 151.26平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,1人关注 / 5个月以前发布,210,"13,884元/平"
园中园南面，北竹岛生活小区，好楼层3楼，两个阳台，,竹岛路小区 -竹岛,3室2厅 | 82平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,19人关注 / 一年前发布,73,"8,903元/平"
一线海景房 三室二卫 精装修婚房  拎包入住,信泰龙润 -九龙湾,3室2厅 | 150平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 12天以前发布,161,"10,734元/平"
杏花村居民小区 2室1厅 南 北,杏花村居民小区 -环翠楼,2室1厅 | 75平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 9天以前发布,61,"8,134元/平"
大福源商圈.生活配套设施完善好楼层，无坡,梦海苑 -竹岛,3室2厅 | 95.73平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,104.1,"10,875元/平"
古寨东路低楼层好位置交通便利急售,古寨东路 -寨子,2室2厅 | 77.51平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,3人关注 / 8个月以前发布,65,"8,387元/平"
市里寨子大润发古山五巷二楼三室带储藏室出售,古山五巷 -寨子,3室2厅 | 84.51平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,78.8,"9,325元/平"
环翠区市里医院西封闭小区名流花园一楼下跃精装,名流花园 -寨子,2室1厅 | 138平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 7天以前发布,168,"12,174元/平"
蔚海新天地边户 精装修的顶加阁，保持的很好,蔚海新天地 -天东&南曲阜,4室2厅 | 86.69平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 9个月以前发布,98,"11,305元/平"
此房精装拎包入住，格局稍微改动,仁泰旅游度假花园 -昌鸿,3室2厅 | 122平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,1人关注 / 2天以前发布,122,"10,000元/平"
金线顶地块，大润发商圈多层顶加阁，南北通透,金顶园 -竹岛,5室2厅 | 174平米 | 东 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,169,"9,713元/平"
宜居花园叠墅，99名邸复式精装修带花园340平仅售688万,99名邸 -合庆,5室4厅 | 340平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 9个月以前发布,688,"20,236元/平"
江家寨 莱茵小镇多层顶加阁 东边户  带地上车位,工友城莱茵小镇 -温泉,6室2厅 | 145.52平米 | 东 南 北 | 简装 | 高楼层(共6层)  | 板楼,9人关注 / 一年前发布,99.8,"6,859元/平"
温泉路独栋别墅上下两层五室两厅两卫简单装修拎包入住,温泉路328号 -温泉,5室2厅 | 254平米 | 南 北 | 简装 | 低楼层(共2层)  | 暂无数据,1人关注 / 一年前发布,318,"12,520元/平"
九龙城商圈 龙跃国际二期 *大户型 采光好 南北通透,龙跃国际二期 -九龙湾,5室2厅 | 260平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,6人关注 / 一年前发布,450,"17,308元/平"
此房南北通透全明户型通风好 视野开阔无遮挡,理想山北区 -卧龙山,5室2厅 | 221.16平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板楼,7人关注 / 一年前发布,298,"13,475元/平"
古陌苑  统一路  电梯上下两层,古陌苑 -市政府,3室2厅 | 308.88平米 | 东 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,328,"10,620元/平"
南向外阳台   有集市  80平两居室明厨明卫   一梯两户,湖畔人家花园小区西区 -银滩旅游度假区,2室1厅 | 80平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 20天以前发布,15,"1,875元/平"
高档别墅区，联排东边户，可以瞰海,阳光东海岸 -东部滨海新城,4室2厅 | 243平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,2人关注 / 一年前发布,430,"17,696元/平"
时代嘉园 青岛路旁 汽车站 南北通透 4室 精装修,时代嘉园 -蒿泊,3室2厅 | 175平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 6个月以前发布,175,"10,000元/平"
嘉美花园 顶加阁 大阳台 精装修 框架结构 南北通透,嘉美花园 -凤林&宋家洼,6室1厅 | 169平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 8个月以前发布,125,"7,397元/平"
此房满两年，南北向 精装，储藏室,五洲太阳城天鹤园 -九龙湾,4室2厅 | 148平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,93,"6,284元/平"
华发九龙湾一期一楼带下跃 五室三卫精装修楼座位置好,华发九龙湾一期 -九龙湾,5室2厅 | 326平米 | 东 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,9人关注 / 一年前发布,358,"10,982元/平"
小城故事台北家园，三室两厅两卫，南北通透，带储藏室,小城故事台北家园 -天东&南曲阜,4室2厅 | 146平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,75,"5,137元/平"
高档别墅区华翰大湖公馆，豪 华装修，7室3厅1厨2卫,华瀚大湖公馆 -张村,7室3厅 | 195.5平米 | 南 北 | 精装 | 上叠(共4层)  | 板楼 | 叠拼别墅 ,33人关注 / 一年前发布,350,"17,903元/平"
70年大产权别墅 毛坯 民用水电 有种住在山里的感觉,天龙公馆 -九龙湾,5室3厅 | 275平米 | 南 北 | 精装 | 4层  | 板楼 | 联排别墅 ,0人关注 / 1个月以前发布,420,"15,273元/平"
此房户型是南北朝向 视野无遮挡 采光以及通风,海源丽舍 -竹岛,5室3厅 | 182.25平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,168,"9,219元/平"
市区保利凯旋公馆别墅实用350平五室两卫带车位车库,保利凯旋公馆 -戚家庄,5室3厅 | 213.43平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,3人关注 / 一年前发布,858,"40,201元/平"
威海环翠区蓝湾怡庭 带露台70多平不算房证面积,蓝湾怡庭 -戚家庄,4室2厅 | 252平米 | 南 北 | 精装 | 高楼层(共22层)  | 板楼,32人关注 / 一年前发布,448,"17,778元/平"
温馨小户型！屋内所见即所得！生活便利小区!,碧海嘉园 -银滩旅游度假区,1室1厅 | 38平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 12天以前发布,13.5,"3,553元/平"
恒大海上帝景两室精装小户型，价格便宜,威海恒大海上帝景 -望岛,2室1厅 | 91平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 14天以前发布,126,"13,847元/平"
新浪屿小区电梯东边户  精装修拎包入住,新浪屿花园 -昌鸿,2室2厅 | 85.41平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 10天以前发布,78,"9,133元/平"
威海环翠区蓝湾怡庭 带露台70多平不算房证面积,蓝湾怡庭 -戚家庄,4室2厅 | 252平米 | 南 北 | 精装 | 高楼层(共22层)  | 板楼,32人关注 / 一年前发布,448,"17,778元/平"
高区海水浴场观海大别墅占地2200平米价格好谈,畅海花园 -海水浴场,10室4厅 | 2300平米 | 南 北 | 简装 | 低楼层(共4层)  | 暂无数据,2人关注 / 9个月以前发布,4888,"21,253元/平"
世昌大道  田村A区小高层  精装修 2室  带车位,田村A区东区 -田村（田和）,2室2厅 | 83.53平米 | 南 北 | 精装 | 低楼层(共12层)  | 暂无数据,0人关注 / 一年前发布,110.5,"13,229元/平"
临港四中旁 佳尚府94平大两居精装南北通透 带储藏室,佳尚府 -临港区,2室2厅 | 94.63平米 | 北 南 | 精装 | 中楼层(共14层)  | 板楼,3人关注 / 一年前发布,62.8,"6,637元/平"
蓝星万象城 满五唯一 带车储 双阳卧 全明户型,蓝星万象城 -皇冠,2室2厅 | 75.07平米 | 西南 | 毛坯 | 高楼层(共25层)  | 板楼,10人关注 / 一年前发布,103.2,"13,748元/平"
金海湾酒店公寓，价位低，海水浴场,金海湾酒店 -海水浴场,1室1厅 | 45.8平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,41,"8,952元/平"
海岸家园南北两室向阳3楼好楼层采光好,远遥北区 -孙家疃,2室2厅 | 84.54平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,91,"10,765元/平"
仁泰旅游度假花园2室1厅1厨1卫 经典户型,仁泰旅游度假花园 -昌鸿,2室1厅 | 128.64平米 | 东 南 | 精装 | 低楼层(共28层)  | 板楼,1人关注 / 一年前发布,129.8,"10,091元/平"
学府花园电梯四层，精装一居，可拎包入住,学府华园 -昌鸿,1室1厅 | 65.47平米 | 南 西 北 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 一年前发布,88,"13,442元/平"
世昌大道 翠竹园小区 一楼带院,翠竹园 -寨子,2室1厅 | 66.04平米 | 南 | 毛坯 | 低楼层(共12层)  | 板楼,2人关注 / 6个月以前发布,73.8,"11,176元/平"
经区九龙城旁 南向可看海 精装修,华发新天地 -九龙湾,1室1厅 | 42.88平米 | 北 | 精装 | 低楼层(共25层)  | 暂无数据,0人关注 / 一年前发布,68,"15,859元/平"
单身朋友或经济不是很宽裕的小夫妻，采光好,海瞳路社区 -皇冠,1室1厅 | 34.22平米 | 东 | 毛坯 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,29.9,"8,738元/平"
钦村  阳光钦城  精装修   南北通透  满五唯一,阳光钦城 -卧龙山,2室1厅 | 76.77平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 9个月以前发布,88,"11,463元/平"
识货的来！99公馆4楼，一线海景精装公寓。,海宴台 -孙家疃,1室1厅 | 61.69平米 | 北 南 | 精装 | 中楼层(共6层)  | 板楼,20人关注 / 一年前发布,55.5,"8,997元/平"
青缇湾海景房 海水浴场 林海公园旁,威高青缇湾 -海水浴场,1室1厅 | 42.94平米 | 北 | 精装 | 中楼层(共28层)  | 塔楼,6人关注 / 11个月以前发布,41,"9,549元/平"
金猴西海名居 电梯18楼 全明户型 带车位储藏室,金猴西海名居 -海水浴场,2室1厅 | 86.65平米 | 南 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 4个月以前发布,104.8,"12,095元/平"
海天一品 海水浴场 林海公园 环境很好,海天一品 -海水浴场,2室1厅 | 72.79平米 | 南 | 简装 | 低楼层(共25层)  | 塔楼,0人关注 / 4个月以前发布,65.8,"9,040元/平"
经区华新家园电梯房南北通透76.85平75万,华新家园 -凤林&宋家洼,2室2厅 | 76.85平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板塔结合,6人关注 / 一年前发布,74.5,"9,695元/平"
奥林小区钦村路三室毛坯南向车库,钦村路 -卧龙山,3室2厅 | 113.36平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,112,"9,881元/平"
一线海景房 小区门口有夜市 南北通透H户型 采光好,万豪庭海苑 -银滩旅游度假区,2室1厅 | 82.22平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,21.3,"2,591元/平"
高区田村春山华居封闭框架小区带储藏室出售,西郊春山华居东区 -田村（田和）,2室2厅 | 77.1平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,82.8,"10,740元/平"
小城熙苑，公寓，看房提前联系。,小城熙苑 -天东&南曲阜,1室1厅 | 41.68平米 | 西 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,33,"7,918元/平"
海御19 电梯3楼 北向 恒温恒湿 精装修,海御19 -海水浴场,2室1厅 | 82.19平米 | 北 | 精装 | 低楼层(共19层)  | 板楼,0人关注 / 8个月以前发布,120.5,"14,662元/平"
泛海豪庭电梯十楼 东边户 带观景平台,蓝天广场 -海水浴场,3室2厅 | 144.36平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,3人关注 / 一年前发布,166,"11,500元/平"
海御19 上下两层复式结构  精装修 恒温恒湿,海御19 -海水浴场,4室2厅 | 265.76平米 | 北 南 | 精装 | 中楼层(共19层)  | 板楼,0人关注 / 9个月以前发布,550,"20,696元/平"
北向看海小公寓，43平，精装修，视野好,银丰国际公寓 -海水浴场,1室0厅 | 42.83平米 | 北 | 简装 | 中楼层(共23层)  | 板楼,0人关注 / 一年前发布,49.5,"11,558元/平"
房主急售，价格可以，看房提前联系,金海湾花园 -海水浴场,2室1厅 | 66.67平米 | 西 | 简装 | 高楼层(共5层)  | 板塔结合,1人关注 / 6个月以前发布,56,"8,400元/平"
位置合庆环海路14-1号顶楼三室向阳一厨一卫,环海路14-1号 -合庆,3室1厅 | 73.92平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,20人关注 / 一年前发布,49.8,"6,738元/平"
此房户型方正通风采光好首付很低。,村松小区 -张村,2室2厅 | 94.69平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,55,"5,809元/平"
国际海景城电梯12楼 精装修 有独立卧室,国际海景城 -海水浴场,1室1厅 | 63.19平米 | 西 | 精装 | 中楼层(共19层)  | 板楼,0人关注 / 3个月以前发布,63.8,"10,097元/平"
海源丽轩2室2厅2卫 南北通透,海源丽轩 -海水浴场,2室2厅 | 120.42平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,0人关注 / 一年前发布,126.8,"10,530元/平"
古山四巷1梯2户两室朝阳大方厅卫生间,古山四巷 -寨子,2室1厅 | 67.34平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,42.8,"6,356元/平"
青岛路蓝星万象城2室南向精装修，拎包入住,蓝星万象城 -皇冠,2室1厅 | 75平米 | 南 | 精装 | 高楼层(共25层)  | 板楼,6人关注 / 一年前发布,95,"12,667元/平"
一室精装拎包 采光好 小区内有幼儿园 背靠山前看海,银泰海景花园 -银滩旅游度假区,1室1厅 | 47.9平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,6人关注 / 7个月以前发布,14.2,"2,965元/平"
高区管委 尚珑海域 精装修 两居 可看海,金城尚珑海域 -海水浴场,2室2厅 | 91.25平米 | 南 西北 | 精装 | 中楼层(共26层)  | 板楼,5人关注 / 一年前发布,99.8,"10,937元/平"
金猴西海景苑小区 位于高区火炬大厦南 青青小城旁。,金猴西海景苑 -海水浴场,1室1厅 | 51.7平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 一年前发布,51.3,"9,923元/平"
精装修，格局好，采光好，配套齐全拎包入住,华安观海大厦 -海水浴场,1室1厅 | 48.61平米 | 南 | 简装 | 中楼层(共16层)  | 板楼,0人关注 / 6个月以前发布,38.5,"7,921元/平"
那香海一线湖景房，精装交付，现房，户型方正,那香海国际旅游度假区 -荣成市,1室1厅 | 51.15平米 | 西南 | 精装 | 低楼层(共33层)  | 板塔结合,9人关注 / 一年前发布,45,"8,798元/平"
理想山电梯房15楼南向客厅两室两厅一厨一卫，无附属,理想山 -卧龙山,2室1厅 | 87.59平米 | 南 | 毛坯 | 高楼层(共18层)  | 平房,0人关注 / 3个月以前发布,92,"10,504元/平"
开发区弘盛现代城1楼，精装未住，诚心出售,弘盛现代城 -文登市区,2室2厅 | 101平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,4人关注 / 11个月以前发布,49.8,"4,931元/平"
尚珑海域精装修，拎包入住，jia ju jia d,金城尚珑海域 -海水浴场,1室0厅 | 63.13平米 | 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 一年前发布,87,"13,782元/平"
乐天世纪城A座西北向两室房源，采光好，安静随时看房,乐天世纪城 -皇冠,2室1厅 | 83.06平米 | 西北 | 简装 | 高楼层(共25层)  | 塔楼,18人关注 / 一年前发布,81,"9,752元/平"
孙家疃多层一楼，精装修带院子出售,孫家疃村 -孙家疃,2室2厅 | 90.49平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,2人关注 / 7个月以前发布,95,"10,499元/平"
国际海水浴场 海天一品 一居室 南向 户型好,海天一品 -海水浴场,1室1厅 | 56.08平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,15人关注 / 一年前发布,50,"8,916元/平"
经区华夏87平好楼层三室看房方便,玫瑰花园 -华夏,2室1厅 | 87.2平米 | 南 北 | 毛坯 | 中楼层(共13层)  | 板楼,2人关注 / 3个月以前发布,82.3,"9,439元/平"
黄 金 顶小区108.93平毛坯房南北通透一梯两户带储藏室,黄金顶小区 -温泉,4室2厅 | 108.93平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,55,"5,050元/平"
一线小区看海小户型，准新小区拎包入住,海洋国际小区 -银滩旅游度假区,1室0厅 | 41.14平米 | 南 | 简装 | 中楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,12,"2,917元/平"
九龙明珠花园 小高层10楼 毛坯  大两居,九龙明珠花园 -九龙湾,2室1厅 | 124.94平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,9人关注 / 一年前发布,128,"10,245元/平"
尚城国际，封闭小区，电梯房，东向可看海，人车分流,尚城国际 -环翠楼,1室1厅 | 45平米 | 东 | 简装 | 低楼层(共12层)  | 板楼,2人关注 / 一年前发布,47,"10,445元/平"
环翠区西门南世昌大道南小户型急售,丰谷园 -环翠楼,2室2厅 | 74.55平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 9个月以前发布,55.8,"7,485元/平"
