标题,开发商,房子信息,发布信息,售价/万,单价
四季园著经典小两房格局好，配套设施齐..,荣成四季园著 -一七五,2室1厅 | 48.66平米 | 西 北 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 17天以前发布,68.6,"14,098元/平"
25万购厦门西角美万达广场精装3房,万达中央华城1期 -角美台商投资区,3室2厅 | 88.96平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,7人关注 / 5个月以前发布,108,"12,141元/平"
免双免，楼层位置好，视野开阔，全明无遮挡.业主诚意,中骏四季阳光三期 -角美台商投资区,3室2厅 | 87.91平米 | 南 西 | 毛坯 | 高楼层(共33层)  | 板塔结合,208人关注 / 6个月以前发布,136,"15,471元/平"
角美万达广场大三房，边套。价格便宜,万达中央华城4期 -角美台商投资区,3室2厅 | 115.56平米 | 南 西 北 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,140,"12,115元/平"
精装修目前出租中，看房提前预约,招商假日365 -南滨大道,1室1厅 | 46.87平米 | 南 | 其他 | 中楼层(共20层)  | 塔楼,3人关注 / 一年前发布,51.7,"11,031元/平"
楼间距宽，采光好，通风佳 ，户型通透,东方康桥 -石码镇,3室2厅 | 118平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 14天以前发布,133.3,"11,297元/平"
华府两房出售，买一层用两层，使用面积高,华府一期 -漳浦城北,2室2厅 | 37.34平米 | 北 | 简装 | 高楼层(共12层)  | 板塔结合,10人关注 / 一年前发布,28.5,"7,633元/平"
满五唯一 楼层好 视野宽阔 3房 采光充足 带车位卖,融信西西里 -南滨大道,3室2厅 | 89.06平米 | 东南 | 毛坯 | 中楼层(共21层)  | 暂无数据,0人关注 / 8个月以前发布,82,"9,208元/平"
国贸润园毛坯125平 户型方正 通风采光好优质三房两厅,漳州国贸润园 -闽南水乡,3室2厅 | 125.09平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,1人关注 / 8个月以前发布,182,"14,550元/平"
江滨新城大三房 毛坯 户型佳 通风采光佳 随时可看房,江滨新城 -江滨,3室1厅 | 138.35平米 | 南 北 | 其他 | 低楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,193,"13,951元/平"
漳州港:正规两房，明厅明卫，采光好，看中庭。,大唐世家二期 -南滨大道,2室2厅 | 62.76平米 | 东南 | 其他 | 低楼层(共17层)  | 板楼,1人关注 / 6个月以前发布,52,"8,286元/平"
通透格局，楼层好，视野宽阔，采光充足，配套设施齐全,南岸公馆 -招商大道,3室2厅 | 91.39平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 一年前发布,93,"10,177元/平"
建房品质 楼层好 采光充足 交通便利 公摊小  精装,圣地亚哥 -龙池开发区,4室2厅 | 131平米 | 东南 南 | 其他 | 6层  | 板楼,18人关注 / 一年前发布,159,"12,138元/平"
此房视野开阔，采光充足，楼层好，户型方正,荣昌东方广场 -湘桥湖周边,2室2厅 | 80平米 | 南 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 14天以前发布,94.5,"11,813元/平"
钟芬楼 市政府旁 东铺头 框架结构 中楼层 2+1房,钟芬楼 -市政府,3室2厅 | 93.09平米 | 南 | 简装 | 中楼层(共9层)  | 板楼,9人关注 / 一年前发布,88,"9,454元/平"
招商假日365小区 复式楼高楼层视野好 满五唯一,招商假日365 -南滨大道,3室2厅 | 81.02平米 | 东南 | 其他 | 高楼层(共20层)  | 塔楼,10人关注 / 7个月以前发布,70.5,"8,702元/平"
鑫豪园唯一一套全景看九龙公园的高楼层大套，先到先得,鑫豪园 -女排大润发,5室2厅 | 217.2平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,3人关注 / 11个月以前发布,260,"11,971元/平"
户型方正.采光充足.房东诚意出售.交通便利.,港昌·新苏格兰 -南滨大道,2室1厅 | 59.14平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,11人关注 / 一年前发布,55,"9,300元/平"
招商兰溪谷洋房小区方正两房双阳台业主诚意出售,招商兰溪谷 -南滨大道,2室2厅 | 78.68平米 | 东南 | 毛坯 | 中楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,87,"11,058元/平"
佳苑花园配套成熟，公园无在读生源,佳苑花园 -中山公园,3室2厅 | 109.28平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 2个月以前发布,146,"13,361元/平"
坐拥双鱼岛、静湖公园、南炮台公园,君悦黄金海岸 -南滨大道,4室2厅 | 100.23平米 | 东南 | 其他 | 高楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,95,"9,479元/平"
前后庭院 南北通透 三个阳台 绿化好 小区自带游泳池,圣地亚哥 -龙池开发区,3室2厅 | 154.87平米 | 东南 南 西北 北 | 其他 | 18层  | 板楼,5人关注 / 10个月以前发布,198,"12,785元/平"
满二唯一、户型方正、采光/通透、,瑞丰苑 -沃尔玛,2室1厅 | 85.28平米 | 东南 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,90.5,"10,613元/平"
漳州港 招商假日365  业主诚心在,招商假日365 -南滨大道,2室1厅 | 51.38平米 | 南 | 其他 | 中楼层(共18层)  | 塔楼,0人关注 / 7个月以前发布,57,"11,094元/平"
永鸿南岸一期，两房两厅一厨一卫，高楼层看湖看山,永鸿·厦门湾南岸 -南滨大道,2室1厅 | 77.73平米 | 西 东北 | 其他 | 低楼层(共31层)  | 板楼,0人关注 / 4个月以前发布,67,"8,620元/平"
御盛花园 3室1厅 东南 南 东北,御盛花园 -龙池开发区,3室1厅 | 98.11平米 | 东南 南 东北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,93.8,"9,561元/平"
前锋新村，高楼层，视野开阔，采光好。,前锋新村 -中医院,2室1厅 | 70.6平米 | 南 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 14天以前发布,61.8,"8,754元/平"
中式设计小区，有亭台水榭，环境优美,永鸿御景湾 -南滨大道,2室2厅 | 97.98平米 | 南 | 毛坯 | 低楼层(共30层)  | 塔楼,0人关注 / 11个月以前发布,68.1,"6,951元/平"
此房视野开阔，采光充足，生活配套设施齐.,忆芗心苑 -中医院,3室1厅 | 93平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,90.2,"9,699元/平"
漳州港大唐世家一期 正规两房 户型方正 明厨明卫,大唐世家一期 -南滨大道,2室1厅 | 62.67平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板塔结合,2人关注 / 一年前发布,52.2,"8,330元/平"
格局方正.采光充足.视野宽阔.,静海湾 -南滨大道,2室2厅 | 78.38平米 | 南 | 其他 | 低楼层(共26层)  | 板楼,1人关注 / 一年前发布,50,"6,380元/平"
群裕小区 3房 户型好 采光佳 证在手,群裕小区 -一七五,3室2厅 | 136.58平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,129.8,"9,504元/平"
此房为通透户型，采光好！小高楼层，毛坯房,招商兰溪谷 -南滨大道,2室1厅 | 79.76平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,100,"12,538元/平"
南北朝向，小区设施配套齐全，交通便捷，明厨明卫,福晟钱隆学府莘园小区东区 -福隆城商圈,3室2厅 | 122.44平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,132,"10,781元/平"
边套三房，免双税，拎包入住，得房率高，视野开阔,龙泉绿苑 -角美台商投资区,3室2厅 | 95.25平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,9人关注 / 9个月以前发布,117,"12,284元/平"
中骏品质，中层边套，采光视野佳，看房方便,中骏四季阳光一期 -角美台商投资区,3室2厅 | 89.49平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,166人关注 / 一年前发布,119.5,"13,354元/平"
临福隆城、大社区、配套成熟、出行方便,福晟钱隆樽品2期 -福隆城商圈,3室1厅 | 124.54平米 | 东南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 4个月以前发布,136.99,"11,000元/平"
中骏一期精装中层3房，看小区中庭不靠马路安静舒适,中骏四季阳光一期 -角美台商投资区,3室2厅 | 71.91平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,58人关注 / 8个月以前发布,115,"15,993元/平"
满五唯一，小标地可读书产权在手过户快，次边套采光好,万益广场 -角美台商投资区,2室1厅 | 71平米 | 西南 | 其他 | 中楼层(共18层)  | 板楼,9人关注 / 5个月以前发布,85,"11,972元/平"
福隆城宝龙广场旁香槟左岸精装两房业主诚心出售。,惠祥香槟左岸 -蓝田宝龙商圈,2室1厅 | 78.31平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,97.9,"12,502元/平"
中骏 高层视野  精装修 朝南户型,中骏四季阳光二期 -角美台商投资区,2室1厅 | 74.23平米 | 东南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 16天以前发布,128,"17,244元/平"
南北朝向，小区设施配套齐全，交通便捷，明厨明卫,福晟钱隆学府莘园小区东区 -福隆城商圈,3室2厅 | 122.44平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,132,"10,781元/平"
厦门下角美阳光高层4房   南北朝向三面采光 三胎之选,阳光城凡尔赛宫二期 -角美台商投资区,3室1厅 | 112.86平米 | 东南 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 10个月以前发布,171,"15,152元/平"
环境优美   地段优势    交通便捷   采光好,中骏四季阳光一期 -角美台商投资区,3室2厅 | 102.52平米 | 北 南 | 其他 | 低楼层(共26层)  | 塔楼,3人关注 / 一年前发布,130,"12,681元/平"
新华西北，三房朝南，一露台一阳台，居住适宜,新华西北 -中山公园,3室2厅 | 99.62平米 | 东 南 北 | 简装 | 低楼层(共7层)  | 板楼,9人关注 / 一年前发布,129.5,"13,000元/平"
高楼层，采光好，配套设施齐全.,领秀御园 -角美台商投资区,3室2厅 | 96.29平米 | 南 | 其他 | 高楼层(共28层)  | 板楼,1人关注 / 9个月以前发布,106,"11,009元/平"
中骏品质，中层边套，采光视野佳，看房方便,中骏四季阳光一期 -角美台商投资区,3室2厅 | 89.49平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,166人关注 / 一年前发布,119.5,"13,354元/平"
小区设施配套齐全交通便倢朝南明厨明卫视野开阔无遮挡,中骏蓝湾香郡三期 -湘桥湖周边,3室2厅 | 88.63平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 2个月以前发布,122.3,"13,799元/平"
此房满五唯一，格局通透，采光好，三房，业主诚意出售,万星嘉和时代 -角美台商投资区,3室2厅 | 113.45平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,0人关注 / 16天以前发布,130,"11,459元/平"
边套三房，免双税，拎包入住，得房率高，视野开阔,龙泉绿苑 -角美台商投资区,3室2厅 | 95.25平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,9人关注 / 9个月以前发布,117,"12,284元/平"
群裕小区83㎡3房南北朝向空间宽敞朝南阳台采光通风好,群裕小区 -一七五,3室2厅 | 83平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,85.5,"10,302元/平"
万达商圈东升花园 南北格局  户型方正  采光充足,东升花园 -碧湖万达,3室2厅 | 115.19平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,6人关注 / 一年前发布,167.01,"14,499元/平"
高楼层采光效果佳！业主诚意出售，看房方便.,阳光城凡尔赛宫一期 -角美台商投资区,2室2厅 | 68.03平米 | 南 | 其他 | 26层  | 板楼,7人关注 / 一年前发布,106,"15,582元/平"
龙宝花园一线看江 大四房 中山桥,龙宝花园 -市政府,4室2厅 | 179.86平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,3人关注 / 6个月以前发布,505,"28,078元/平"
户型格局方正，南北朝向，采光通风好,华艺世纪佳源 -闽南水乡,2室2厅 | 93.57平米 | 南 | 毛坯 | 低楼层(共26层)  | 暂无数据,2人关注 / 一年前发布,121,"12,932元/平"
漳州港海湾新城空中别墅鼓浪屿双子塔四房没有公摊,福泰海湾新城 -招商大道,4室2厅 | 122.71平米 | 东 南 北 | 其他 | 高楼层(共29层)  | 板楼,2人关注 / 10个月以前发布,156,"12,713元/平"
楼层好，视野宽阔，采光充足，配套设施齐全，交通便利,广隆海尚首府 -招商大道,2室2厅 | 70.19平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,83.8,"11,940元/平"
房户型方正正规三房视野开阔看山看海湖景房,永鸿南岸二期 -南滨大道,3室2厅 | 89.67平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 18天以前发布,100,"11,153元/平"
【转瞬即逝】 东岳 正三房朝南 采光很好,东岳新村 -一七五,3室1厅 | 78.95平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,15人关注 / 11个月以前发布,62,"7,854元/平"
满五多套，户型好朝南， 高层采光好，,锦绣一方 -人民广场,3室2厅 | 77.74平米 | 东南 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,118.2,"15,205元/平"
楼层好，视野宽阔，采光好充足，，交通便利,蓝海国际 -招商大道,3室1厅 | 88.18平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 11天以前发布,82,"9,300元/平"
招商兰溪谷 2室2厅 南,招商兰溪谷 -南滨大道,2室2厅 | 74平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 11天以前发布,81.4,"11,000元/平"
云龙三期 精装房 成熟小区通透性佳 满五唯一,云龙海岸三期 -龙池开发区,3室2厅 | 115.57平米 | 南 北 | 其他 | 低楼层(共16层)  | 板塔结合,0人关注 / 5个月以前发布,126,"10,903元/平"
小两房 总价低 小区环境优美  招商品质,招商兰溪谷 -南滨大道,2室2厅 | 69平米 | 东南 | 毛坯 | 低楼层(共15层)  | 板楼,19人关注 / 一年前发布,62,"8,986元/平"
厦门西  复式  花园式洋房 交通便利  视野好  采光好,圣地亚哥 -龙池开发区,3室2厅 | 115.3平米 | 南 | 其他 | 6层  | 板楼,0人关注 / 一年前发布,165,"14,311元/平"
楼层好，视野宽阔，采光好充足，交通便利,蓝海国际 -招商大道,3室1厅 | 89.87平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 11天以前发布,81,"9,014元/平"
楼层好，视野宽阔，采光好充足，，交通便利,蓝海国际 -招商大道,3室1厅 | 88.18平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 11天以前发布,82,"9,300元/平"
楼层好，视野宽阔，采光好充足，交通便利,蓝海国际 -招商大道,3室1厅 | 89.87平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 11天以前发布,81,"9,014元/平"
漳州港黄 金海岸，正规三房，直面双鱼岛，户型通透。,君悦黄金海岸 -南滨大道,3室2厅 | 89.46平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,90,"10,061元/平"
漳州港海悦春天，小三房毛坯，可自行设计装修风格,海悦春天 -招商大道,3室2厅 | 105平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据,19人关注 / 一年前发布,72.5,"6,905元/平"
出售融信壹号府四房，中层毛坯，南北通透，可自行装扮,融信壹号府 -人民广场,4室2厅 | 122.3平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 17天以前发布,182,"14,882元/平"
此房满五年，精装修，东南朝向，采光通风效果好！,翰城一品 -金峰,3室2厅 | 92.68平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,2人关注 / 11个月以前发布,114,"12,301元/平"
华元小区一梯两户三房 不沿街 中庭电梯房高楼层毛坯价,华元小区 -女排大润发,3室2厅 | 133平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,6人关注 / 一年前发布,177,"13,309元/平"
三盛两房，伯恩物业，管理严格，业主诚意售房,三盛国际海岸 -港尾镇,2室1厅 | 76.02平米 | 南 | 毛坯 | 32层  | 板楼,26人关注 / 一年前发布,60,"7,893元/平"
此房满五唯一全款证在手，附一车位。,三盛国际海岸 -港尾镇,2室2厅 | 75.84平米 | 南 | 其他 | 32层  | 板楼,1人关注 / 一年前发布,55,"7,253元/平"
一湾多风景，高楼层，视野广，精装修，明厨明卫,海峡国际湾区 -港尾镇,3室2厅 | 84平米 | 东南 | 其他 | 高楼层(共32层)  | 板塔结合,1人关注 / 8个月以前发布,81,"9,643元/平"
联发品质，小区环境好，自带儿童乐园，,联发欣悦华庭 -龙池开发区,3室2厅 | 96.78平米 | 南 北 | 简装 | 高楼层(共21层)  | 板楼,0人关注 / 1个月以前发布,112.8,"11,656元/平"
厦门西阳光城3房双阳台高层看江滨公园。,阳光城凡尔赛宫二期 -角美台商投资区,3室2厅 | 89.3平米 | 南 | 其他 | 中楼层(共29层)  | 板塔结合,1人关注 / 一年前发布,120,"13,438元/平"
房东急售，南北格局，采光充足，,永鸿·厦门湾南岸 -南滨大道,3室2厅 | 87.4平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,3人关注 / 一年前发布,83,"9,497元/平"
芝山公园旁  户型方正  采光好,中骏雍景府 -市政府,3室2厅 | 109.02平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 8个月以前发布,147.2,"13,503元/平"
南北朝向，采光充足，通风好，配套成熟，业主诚意出售,南岸公馆 -招商大道,3室2厅 | 90.55平米 | 东南 | 毛坯 | 低楼层(共18层)  | 板楼,3人关注 / 一年前发布,78,"8,615元/平"
碧湖版块建发碧湖双玺3房2卫1阳 好楼层高档装修,建发碧湖双玺 -碧湖万达,3室2厅 | 107.06平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,25人关注 / 一年前发布,298,"27,835元/平"
一湾多风景，满五唯一，全明格局，业主诚售,海峡国际湾区二期 -港尾镇,3室2厅 | 123.29平米 | 东南 | 其他 | 高楼层(共32层)  | 板塔结合,0人关注 / 10个月以前发布,110,"8,923元/平"
