标题,开发商,房子信息,发布信息,售价/万,单价
采光好，阳光充足，六房二卫有露台.诚心出售,星西兰花园 -红湾大道以北,6室2厅 | 207平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 6天以前发布,120,"5,798元/平"
南部美的城 3室2厅 南,南部美的城 -银三角,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼,8人关注 / 一年前发布,76,"8,540元/平"
楼层18要发，视野无挡，户型端正，房东诚售,南部美的城 -银三角,3室2厅 | 109.14平米 | 南 | 毛坯 | 中楼层(共26层)  | 塔楼,0人关注 / 一年前发布,99.8,"9,145元/平"
绿地国际博览城二期博浩 3室2厅 南,绿地国际博览城二期博浩 -九龙湖,3室2厅 | 93.76平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,0人关注 / 3个月以前发布,140,"14,932元/平"
户型方正 采光好 配套齐全 小区绿化好,金沙逸城 -象湖,3室2厅 | 122.32平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 10个月以前发布,122,"9,974元/平"
幸福时光简装三房 小区中 心 位置安静,幸福时光五期 -象湖,3室1厅 | 88.24平米 | 南 | 简装 | 低楼层(共26层)  | 板楼,0人关注 / 9个月以前发布,92,"10,427元/平"
小区王位置，万科物业，户型好，楼层好，价格急卖,鸿海万科天空之城 -银三角,3室2厅 | 97平米 | 东南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 5个月以前发布,121,"12,475元/平"
贵都国际花城小区 3室1厅 南,贵都国际花城小区 -银三角,3室1厅 | 92.91平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,22人关注 / 一年前发布,65.8,"7,083元/平"
交通便利，有预防针站，幼儿园都有方便,南部美的城 -银三角,3室2厅 | 89.05平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,2人关注 / 一年前发布,90.6,"10,175元/平"
刚需人群      正三房设计,南部美的城 -银三角,3室2厅 | 88.82平米 | 南 北 | 精装 | 低楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,76,"8,557元/平"
象湖滨江 新洪城大市场 地铁4号线 毛坯 3房,洪大赣江城 -象湖,3室2厅 | 134.16平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,135,"10,063元/平"
南部美的城  毛坯四房两卫  小区环境好,南部美的城 -银三角,4室2厅 | 122.68平米 | 南 北 | 精装 | 低楼层(共11层)  | 塔楼,3人关注 / 一年前发布,110,"8,967元/平"
南北通透、户型端正、交通便利、配套齐全,中海阳光玫瑰园 -蛟桥,4室2厅 | 118.42平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,2人关注 / 6个月以前发布,142,"11,992元/平"
此房楼层好， 视野开阔，采光充足,万达文化旅游城滨江悦府K1区 -九龙湖,3室2厅 | 97.96平米 | 南 | 毛坯 | 31层  | 塔楼,1人关注 / 一年前发布,105,"10,719元/平"
恒大绿洲六期 电梯精装大四房，红本在手，带车位！,南昌恒大绿洲六期 -银三角,4室2厅 | 176.44平米 | 南 北 | 精装 | 高楼层(共32层)  | 塔楼,2人关注 / 一年前发布,180,"10,202元/平"
象湖湿地公园，空气好，出行方便,象湖景苑 -象湖,3室2厅 | 89.5平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,4人关注 / 一年前发布,98,"10,950元/平"
低密度居住区   环境优美   适合居住！,力高君御世家 -银三角,3室2厅 | 99.29平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,90,"9,065元/平"
房东诚心卖，只要你敢出价房东就敢卖，拎包入住,居住主题公园-枫丹白鹭 -象湖,3室2厅 | 116.45平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,21人关注 / 一年前发布,105,"9,017元/平"
精装大三房拎包入住 沃尔码 新力都会一体,江西奥林匹克花园 -象湖,3室1厅 | 89.49平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,4人关注 / 一年前发布,87,"9,722元/平"
楼层好，大面积，交通方便，业主诚心出售,力高国际城二期 -象湖,4室2厅 | 155.2平米 | 南 | 毛坯 | 中楼层(共5层)  | 板楼,2人关注 / 一年前发布,165,"10,632元/平"
星港小镇 4室2厅 南 北,星港小镇 -银三角,4室2厅 | 133.93平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板楼,2人关注 / 3个月以前发布,74,"5,526元/平"
瓦良格，业主诚心出售随时签约，看房方便，户型方正,江铃瓦良格 -银三角,3室2厅 | 89.69平米 | 东南 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,86,"9,589元/平"
象湖滨江 新洪大市场旁 4号线地铁口   出行便捷,银亿上尚城南区 -象湖,3室2厅 | 89.2平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,12人关注 / 7个月以前发布,95,"10,651元/平"
南北通透大四房，实际面积大于产证面积.,江铃瓦良格 -银三角,4室2厅 | 118.5平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 塔楼,3人关注 / 一年前发布,104,"8,777元/平"
此房采光足，象湖美景一览无余，诚心出售,保集半岛一期 -象湖,3室2厅 | 85.03平米 | 东南 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,95,"11,173元/平"
配套设施齐全 交通便利 户型方正 使用面积大,景城名郡 -象湖,3室2厅 | 90平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,12人关注 / 一年前发布,86,"9,556元/平"
采光好视野宽阔*大阳台交通便利,翰林里九里象湖城 -象湖,3室2厅 | 121.02平米 | 东 南 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,115,"9,503元/平"
精装房 诚心出售 出入方便 位置佳,居住主题公园-桂芳景绣多层公寓 -象湖,3室2厅 | 90.59平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,106,"11,702元/平"
小区唯一复式洋房，总高5层，露台看湖，新力物业,新力银湖湾 -象湖,5室3厅 | 130平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,20人关注 / 一年前发布,170,"13,077元/平"
锦竹幸福里三房光线好带车位 诚心出售,锦竹幸福里 -象湖,3室2厅 | 111.83平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,20人关注 / 一年前发布,107,"9,569元/平"
一套好房出墙来，路上客户看过来，前有公园新力物业哦,新力愉景湾 -象湖,3室2厅 | 75.11平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,11人关注 / 一年前发布,98,"13,048元/平"
封闭式花园小区小区配套齐全户型方正通透,力高国际城三期 -象湖,3室2厅 | 89.08平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,13人关注 / 一年前发布,95,"10,665元/平"
幸福时光五期，一梯一户设计、南北通透格局、人车分流,幸福时光五期 -象湖,4室2厅 | 141.66平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,4人关注 / 一年前发布,168,"11,860元/平"
天祥棕榈湾，大平层，地铁口的好房,天祥棕榈湾 -莲塘,4室2厅 | 122.61平米 | 东南 南 | 毛坯 | 低楼层(共30层)  | 塔楼,2人关注 / 8个月以前发布,147.9,"12,063元/平"
带露台精装修的三房两卫 采光充足 家具家电全带,伟梦东方院 -象湖,3室2厅 | 92.72平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,106.8,"11,519元/平"
小区采光多层小高层高层别墅结合的布局高低错落有秩,伟梦清水湾 -象湖,3室2厅 | 126.8平米 | 东南 | 毛坯 | 中楼层(共13层)  | 板楼,2人关注 / 一年前发布,123,"9,701元/平"
房东诚心卖，精装修，拎包入住，带50平米院子,力高国际城三期 -象湖,3室2厅 | 87.04平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 9个月以前发布,128,"14,706元/平"
复式楼买一层得两层   诚心出售,金沙逸都 -象湖,3室2厅 | 81.56平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,10人关注 / 一年前发布,75,"9,196元/平"
象湖滨江龙安花园电梯高层江景房2梯2户高层得房率99%,龙安花园 -象湖,5室2厅 | 171.06平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板楼,1人关注 / 4个月以前发布,145,"8,477元/平"
力高 端户3房 户型好 视野开阔 南无档北看湖 实际大,力高国际城三期 -象湖,3室2厅 | 89.08平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,12人关注 / 一年前发布,95,"10,665元/平"
小区环境好，绿化高。适合老人修身养性,龙安花园 -象湖,5室2厅 | 171.06平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板楼,14人关注 / 一年前发布,138,"8,068元/平"
诚心出售   户型端正，通透户型，视野宽阔，采光充足,力高澜湖御景 -象湖,3室2厅 | 87.96平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,1人关注 / 一年前发布,99,"11,256元/平"
房子装修的相当好，此房诚心出售，,江西奥林匹克花园 -象湖,3室1厅 | 89.62平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,85,"9,485元/平"
大4房 端户 前面无挡 诚心急售,景城名郡 -象湖,4室2厅 | 113.16平米 | 南 | 毛坯 | 中楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,106,"9,368元/平"
洋房楼层好，封闭式小区，南北通透,春和景明 -象湖,3室2厅 | 118.17平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,107,"9,055元/平"
小区唯一复式洋房，总高5层，露台看湖，新力物业,新力银湖湾 -象湖,5室3厅 | 130平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,20人关注 / 一年前发布,170,"13,077元/平"
象湖首批纯人车分流小区，户型好，楼间距开阔,金沙逸城二期 -象湖,3室2厅 | 104.24平米 | 南 北 | 毛坯 | 高楼层(共19层)  | 板楼,0人关注 / 4个月以前发布,118.5,"11,368元/平"
正荣物业，端户，大三房，采光充足，阳光充足,正荣大湖之都 -昌南,3室2厅 | 131.5平米 | 西南 | 毛坯 | 低楼层(共18层)  | 塔楼,1人关注 / 7个月以前发布,108,"8,213元/平"
锦竹幸福里三房光线好带车位 诚心出售,锦竹幸福里 -象湖,3室2厅 | 111.83平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,20人关注 / 一年前发布,107,"9,569元/平"
业主诚心出售，有客户多多推荐。,幸福时光三期 -象湖,3室1厅 | 107.98平米 | 东南 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,113,"10,465元/平"
经典小复式，上面两房一厅精装修全带拎包入住，随时约,力高国际城三期 -象湖,4室3厅 | 74.92平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,37人关注 / 一年前发布,80,"10,679元/平"
力高 精装四房两卫 通透户型  北看湖  出门菜市场,力高国际城三期 -象湖,4室2厅 | 114.23平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,8人关注 / 一年前发布,105,"9,192元/平"
小区环境好，配套齐全，出行也方便,象湖景苑 -象湖,4室2厅 | 141.67平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,5人关注 / 11个月以前发布,129,"9,106元/平"
房东诚心出售 好楼层 环境好 物业好,伟梦东方院 -象湖,3室2厅 | 135.42平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,155,"11,446元/平"
一梯两户通透户型，有免费车位，装修楼层好,居住主题公园-象湖南郡小区 -象湖,3室2厅 | 102.13平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,8人关注 / 一年前发布,93,"9,107元/平"
力高国际五期半人车分流小区拎包入住,力高国际城五期 -象湖,3室2厅 | 87.7平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,5人关注 / 一年前发布,93,"10,605元/平"
优质楼层，诚信出售。。。。。。,幸福时光四期 -象湖,3室2厅 | 84.36平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,28人关注 / 一年前发布,80,"9,484元/平"
环境优美， 绿地率占60%以上， 业主诚心出售。,南昌恒大绿洲五期 -银三角,3室2厅 | 134.87平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 8个月以前发布,102,"7,563元/平"
象湖滨江 新洪城大市场 近地铁4号线 南北通风 毛坯3房,洪大赣江城 -象湖,3室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,115,"10,000元/平"
幸福时光精装大三房，楼层好，视野开阔,幸福时光一期 -象湖,3室2厅 | 114.44平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,105,"9,176元/平"
此房格局好，客厅朝南，楼间距宽敞，阳光充足，视野好,力高国际城二期 -象湖,3室1厅 | 87.97平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,103,"11,709元/平"
端户，人车分流，      三房通透户型，,力高国际城五期 -象湖,3室2厅 | 89.39平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,18人关注 / 一年前发布,100,"11,187元/平"
象湖首批纯人车分流小区，户型好，楼间距开阔,金沙逸城二期 -象湖,3室2厅 | 104.24平米 | 南 北 | 毛坯 | 高楼层(共19层)  | 板楼,0人关注 / 4个月以前发布,118.5,"11,368元/平"
小区唯一复式洋房，总高5层，露台看湖，新力物业,新力银湖湾 -象湖,5室3厅 | 130平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,20人关注 / 一年前发布,170,"13,077元/平"
锦竹幸福里三房光线好带车位 诚心出售,锦竹幸福里 -象湖,3室2厅 | 111.83平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,20人关注 / 一年前发布,107,"9,569元/平"
象湖滨江龙安花园电梯高层江景房2梯2户高层得房率99%,龙安花园 -象湖,5室2厅 | 171.06平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板楼,1人关注 / 4个月以前发布,145,"8,477元/平"
力高 端户3房 户型好 视野开阔 南无档北看湖 实际大,力高国际城三期 -象湖,3室2厅 | 89.08平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,12人关注 / 一年前发布,95,"10,665元/平"
大4房 端户 前面无挡 诚心急售,景城名郡 -象湖,4室2厅 | 113.16平米 | 南 | 毛坯 | 中楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,106,"9,368元/平"
房子装修的相当好，此房诚心出售，,江西奥林匹克花园 -象湖,3室1厅 | 89.62平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,85,"9,485元/平"
小区环境好，绿化高。适合老人修身养性,龙安花园 -象湖,5室2厅 | 171.06平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板楼,14人关注 / 一年前发布,138,"8,068元/平"
诚心出售   户型端正，通透户型，视野宽阔，采光充足,力高澜湖御景 -象湖,3室2厅 | 87.96平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,1人关注 / 一年前发布,99,"11,256元/平"
交通出行便利     生活居住适宜,豫章花园 -天宁路,3室2厅 | 140.59平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 板塔结合,1人关注 / 4个月以前发布,75,"5,335元/平"
交通出行便利    生活居住适宜  环境优美,万科璞悦里 -天宁路,3室2厅 | 85.1平米 | 南 | 简装 | 低楼层(共12层)  | 暂无数据,0人关注 / 4个月以前发布,85,"9,989元/平"
新洪城大市场 地铁口4号线 楼层好 视野开阔,银亿上尚城南区 -象湖,3室2厅 | 107.65平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,32人关注 / 一年前发布,108,"10,033元/平"
前排无挡  三居室 通透 采光佳,绿地国际博览城二期博伟 -九龙湖,3室2厅 | 114.83平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板楼,0人关注 / 2个月以前发布,210,"18,288元/平"
新宇盛世广场  端正三房  南北通  视野好 价格低,新宇盛世广场 -九龙湖,3室1厅 | 114.38平米 | 南 | 毛坯 | 中楼层(共30层)  | 塔楼,2人关注 / 一年前发布,166,"14,514元/平"
满五年，无增值税，花园洋房，看房方便，毛胚房,绿地国际博览城二期云玺 -九龙湖,4室1厅 | 137.95平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,2人关注 / 2个月以前发布,252,"18,268元/平"
产证在手，好楼层采光充足，小区环境好,江铜花苑 -新城吾悦,3室2厅 | 134.02平米 | 南 | 毛坯 | 中楼层(共9层)  | 板楼,7人关注 / 一年前发布,182,"13,581元/平"
人车分流小区，精装修，采光充足通风好，业主诚心出售,金沙逸城二期 -象湖,3室2厅 | 97.33平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,118,"12,124元/平"
精装三房拎包入住、出行便捷 贴心管家式物业,新力愉景湾 -象湖,3室2厅 | 92.8平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼,35人关注 / 一年前发布,97,"10,453元/平"
通透毛坯两房楼层好配套成熟物业便宜,正荣大湖之都 -昌南,2室2厅 | 79.48平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,62,"7,801元/平"
万科精装洋房，全实木家具，全新未入住，看房方便,万科璞悦里 -天宁路,3室2厅 | 111.67平米 | 南 | 精装 | 低楼层(共9层)  | 暂无数据,2人关注 / 6个月以前发布,130,"11,642元/平"
银亿尚上城五期的房子，采光好，楼层好，近地铁,银亿上尚城北区 -象湖,3室2厅 | 98.04平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,111,"11,322元/平"
正规板式结构 大三房 业主诚心出售 视野采光好,绿湖豪城二期 -岭口路,3室2厅 | 132.44平米 | 南 | 毛坯 | 高楼层(共13层)  | 板楼,1人关注 / 2个月以前发布,280,"21,142元/平"
九龙湖省政府旁 公务员房加车位  全天阳光视野无挡,九龙湖花园一区 -九龙湖,3室2厅 | 120.44平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,242,"20,093元/平"
