标题,开发商,房子信息,发布信息,售价/万,单价
二楼户型方正，通风采光好，生活便利,民族里(环城西二路) -象山区,1室1厅 | 46.03平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 5天以前发布,15.8,"3,433元/平"
麓湖国际四房 湖景房 中间楼层 价格带车位 看房方便,花样年•麓湖国际 -临桂区,4室2厅 | 121.09平米 | 北 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,0人关注 / 11个月以前发布,73,"6,029元/平"
临桂新区 精通伊顿国际 三房两卫 精装修 有车位,精通伊顿国际 -临桂区,3室2厅 | 122平米 | 东北 | 精装 | 低楼层(共17层)  | 板塔结合,4人关注 / 一年前发布,68,"5,574元/平"
市政配套齐全，紧靠大学城，彰泰品质小区，彰泰物业,彰泰欢乐颂 -临桂区,4室2厅 | 130平米 | 南 | 毛坯 | 中楼层(共35层)  | 暂无数据,0人关注 / 5个月以前发布,80,"6,154元/平"
兴汇城 全新精装4房未入住 带车位 好楼层 看江景,兴汇城 -临桂区,4室2厅 | 146平米 | 北 | 精装 | 中楼层(共33层)  | 板楼,3人关注 / 一年前发布,92,"6,302元/平"
168平5房，满五证齐，价格带杂物间，独立产权可出租,玉柴小区 -临桂区,5室2厅 | 168.65平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,57.6,"3,416元/平"
碧园印象桂林 入住率高的小区 远辰校学旁  价格实惠,碧园•印象桂林 -临桂区,3室2厅 | 129平米 | 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,55,"4,264元/平"
万象芭堤雅市政务旁大三房产权清晰随时过户看房方便,万象•芭堤雅 -临桂区,3室2厅 | 125.19平米 | 北 | 毛坯 | 低楼层(共24层)  | 板楼,1人关注 / 一年前发布,64,"5,113元/平"
欢乐颂5房2厅2卫 明星户型  得房率高！,彰泰欢乐颂 -临桂区,5室2厅 | 129.8平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,1人关注 / 2个月以前发布,68.8,"5,301元/平"
红本在手，复式楼，高楼层无遮挡，采光好、,奥林匹克花园雅典阳光 -临桂区,4室3厅 | 198平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,60人关注 / 一年前发布,82,"4,142元/平"
精装南北通透大三房，步梯3楼，品牌家具家电,奥林匹克花园雅典阳光 -临桂区,3室2厅 | 141平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,8人关注 / 一年前发布,63,"4,469元/平"
万达&吾悦广场商圈 大三房朝南58万,山水凤凰城 -临桂区,3室2厅 | 109平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,11人关注 / 一年前发布,51.8,"4,753元/平"
桂医熙境5-2-1-2 165.69m² 102 万,桂医熙境 -临桂区,5室2厅 | 165.69平米 | 南 | 毛坯 | 低楼层(共26层)  | 暂无数据,1人关注 / 一年前发布,100,"6,036元/平"
户型方正，视野开阔，成熟小区，生活配套齐全。,时代花园 -临桂区,4室2厅 | 143平米 | 北 | 毛坯 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,49,"3,427元/平"
花生唐旁 紧靠大学城 彰泰物业 管理好,彰泰欢乐颂 -临桂区,4室2厅 | 140平米 | 南 北 | 毛坯 | 高楼层(共35层)  | 暂无数据,0人关注 / 5个月以前发布,79.5,"5,679元/平"
硬装已做！业主诚心出售，价格再议,兴汇城 -临桂区,3室2厅 | 113平米 | 东 | 简装 | 高楼层(共31层)  | 板楼,6人关注 / 一年前发布,60,"5,310元/平"
顶楼复式带露台阁楼，简单装修，南北朝向，闹中取静,嘉年华小区 -灵川,4室2厅 | 169.7平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,50,"2,947元/平"
美好家园电梯三房中间楼层 产权清晰,耀辉美好家园 -临桂区,3室2厅 | 109平米 | 东 | 毛坯 | 低楼层(共12层)  | 板塔结合,4人关注 / 一年前发布,49.9,"4,578元/平"
花样年中装看两房，看房方便，看水系房,花样年花样城 -临桂区,2室2厅 | 80.48平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 一年前发布,48,"5,965元/平"
小区配套成熟，交通方便，适宜居住生活,金源太阳城 -临桂区,5室2厅 | 128平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,55,"4,297元/平"
新城宝贤小.学中.学有桂林市第三.学及师专，医学院等,花样年花样城 -临桂区,4室2厅 | 141平米 | 北 | 简装 | 中楼层(共16层)  | 板楼,5人关注 / 一年前发布,68,"4,823元/平"
新龙嘉园3房出售交通便利楼层好,新龙嘉园 -临桂区,3室2厅 | 113.12平米 | 北 | 精装 | 高楼层(共21层)  | 板楼,0人关注 / 一年前发布,57,"5,039元/平"
花样年麓湖国际板楼4房业主诚意出售,花样年•麓湖国际 -临桂区,4室2厅 | 136平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 7个月以前发布,75,"5,515元/平"
国惠村好地段 双阳台景观房 舒适大4房,新城国奥小区 -临桂区,4室2厅 | 192.39平米 | 南 | 毛坯 | 中楼层(共23层)  | 板塔结合,0人关注 / 2个月以前发布,130,"6,758元/平"
临桂新区吾悦华府142平洋房急售！,新城吾悦华府 -临桂区,4室2厅 | 142.39平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,98,"6,883元/平"
2020年10月全新装修，未住过,彰泰滟澜山 -临桂区,3室2厅 | 78平米 | 东南 | 简装 | 高楼层(共33层)  | 塔楼,7人关注 / 一年前发布,50.5,"6,475元/平"
象山区瓦窑批发城德天广场旁彰泰城复式楼,彰泰城东区 -象山区,4室3厅 | 110平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 7个月以前发布,90,"8,182元/平"
急卖！市政府旁公务员小区大平层,新城国奥小区 -临桂区,4室2厅 | 196平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,20人关注 / 一年前发布,122,"6,225元/平"
彰泰峰誉，江景房，视野开阔，有车位，5房，一步到位,彰泰峰誉 -灵川,4室2厅 | 130.25平米 | 南 | 毛坯 | 高楼层(共42层)  | 塔楼,1人关注 / 11个月以前发布,90,"6,910元/平"
大四房，四周水系，风景优美，交通四通八达配套齐全,花样年花样城 -临桂区,4室2厅 | 141平米 | 东南 | 毛坯 | 高楼层(共32层)  | 板楼,1人关注 / 一年前发布,69.8,"4,951元/平"
成熟小区，配套成熟，户型方正采光视野都很好，,中糖大城小院 -临桂区,4室2厅 | 124平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,2人关注 / 一年前发布,58,"4,678元/平"
长岛16区  电梯小高层 一梯二户 3+1房双阳台 车位充足,桂林长岛16区 -临桂区,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共12层)  | 板楼,7人关注 / 一年前发布,66.7,"4,905元/平"
花样年三期楼层好采光足交通便利生活购物方便配套成熟,花样年花样城三期 -临桂区,3室2厅 | 112.4平米 | 北 | 精装 | 低楼层(共32层)  | 板楼,2人关注 / 一年前发布,63.8,"5,677元/平"
房东换大房子 诚心出售该房产 看上私聊,天下桂林步行街 -临桂区,4室2厅 | 129.7平米 | 南 北 | 其他 | 中楼层(共4层)  | 板楼,4人关注 / 一年前发布,47.6,"3,671元/平"
漓江郡府金桂府4房电梯高楼层视野开阔,兴进•漓江郡府 -七星区,4室2厅 | 127平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,4人关注 / 一年前发布,185,"14,567元/平"
此房位于桂林市七星区环城南一路九号,信昌•棠棣之华 -七星区,4室2厅 | 116平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板塔结合,5人关注 / 一年前发布,125,"10,776元/平"
长岛16区  电梯小高层 一梯二户 3+1房双阳台 车位充足,桂林长岛16区 -临桂区,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共12层)  | 板楼,7人关注 / 一年前发布,66.7,"4,905元/平"
此房位于桂林市七星区环城南一路九号,信昌•棠棣之华 -七星区,4室2厅 | 116平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板塔结合,5人关注 / 一年前发布,125,"10,776元/平"
彰泰欢乐颂高品质洋房 视野宽阔  满二,彰泰欢乐颂 -临桂区,6室2厅 | 138平米 | 南 | 毛坯 | 中楼层(共8层)  | 板塔结合,3人关注 / 一年前发布,120,"8,696元/平"
机场路鲁山水泥生活大院，大三房证件齐全，业主急卖。,鲁山水泥厂生活区大院 -临桂区,3室2厅 | 134平米 | 东南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 一年前发布,36,"2,687元/平"
一线江景顶楼复式，无 敌视野，带天面和大露台,安厦世纪城安沁园 -象山区,4室3厅 | 117平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 板塔结合,1人关注 / 10个月以前发布,380,"32,479元/平"
体育馆碧水康城183.33平复式 精装 110万急售,信昌·碧水康城 -七星区,4室2厅 | 183.33平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,32人关注 / 一年前发布,98,"5,346元/平"
漓江郡府金桂府4房电梯高楼层视野开阔,兴进•漓江郡府 -七星区,4室2厅 | 127平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,4人关注 / 一年前发布,185,"14,567元/平"
象山区德天旁彰泰城精装三房诚意出售,彰泰城东区 -象山区,3室2厅 | 96平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,3人关注 / 一年前发布,80,"8,334元/平"
七星区漓江边电梯二楼实用205㎡大平层5房大阳台低楼层,兴进•漓江郡府 -七星区,5室2厅 | 175平米 | 南 | 毛坯 | 低楼层(共8层)  | 暂无数据,15人关注 / 一年前发布,250,"14,286元/平"
房东急售·！八里街彰泰峰誉，精装五房，带家电一起,彰泰峰誉 -灵川,5室2厅 | 132.15平米 | 西南 | 精装 | 高楼层(共40层)  | 板塔结合,1人关注 / 一年前发布,115,"8,703元/平"
玉柴小区168平米大四房有一个大车库,玉柴小区 -临桂区,4室2厅 | 168平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,59,"3,512元/平"
急卖 临桂新区花样年二期大四房带车位,花样年花样城二期 -临桂区,4室2厅 | 130平米 | 北 | 毛坯 | 高楼层(共32层)  | 板楼,0人关注 / 一年前发布,72,"5,539元/平"
户型方正，随时可以过户，随时可以看房，证件齐全,雍王府 -临桂区,3室2厅 | 138平米 | 南 | 毛坯 | 低楼层(共29层)  | 板塔结合,9人关注 / 一年前发布,55,"3,986元/平"
新城吾悦华府洋房一梯一户总高11层,新城吾悦华府 -临桂区,5室2厅 | 142.39平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,96,"6,743元/平"
欢乐颂阔气五房，客厅开间大，大卧室，楼层好，采光好,彰泰欢乐颂 -临桂区,5室2厅 | 128.9平米 | 北 | 毛坯 | 中楼层(共35层)  | 塔楼,12人关注 / 一年前发布,70.8,"5,493元/平"
业主诚意出售佳和花园没有装修带花园的别墅,佳和花园 -临桂区,6室2厅 | 268.21平米 | 南 北 | 毛坯 | 3层  | 板楼 | 双拼别墅 ,6人关注 / 5个月以前发布,125,"4,661元/平"
桂医熙境 安静舒适10栋景观房 带车位出售,桂医熙境 -临桂区,5室1厅 | 161平米 | 南 | 毛坯 | 高楼层(共24层)  | 暂无数据,0人关注 / 3个月以前发布,78.6,"4,882元/平"
桂林郡电梯精装四房诚心出售，有意者面谈。,广汇桂林郡 -叠彩区,4室2厅 | 118.78平米 | 东北 | 精装 | 中楼层(共12层)  | 板塔结合,0人关注 / 一年前发布,175,"14,734元/平"
格局好，楼层好，视野开阔，采光充足，配套设施齐全,时代花园 -临桂区,3室2厅 | 128平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,10人关注 / 一年前发布,48,"3,750元/平"
金水湾境界3-1-1-2 137.88m² 75 万,金水湾境界 -临桂区,3室1厅 | 136.8平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,2人关注 / 一年前发布,71,"5,191元/平"
房东着急出售山水凤凰城独栋别墅...,山水凤凰城 -临桂区,6室2厅 | 300平米 | 东南 | 其他 | 2层  | 板楼 | 独栋别墅 ,1人关注 / 5个月以前发布,278,"9,267元/平"
中.央公园，万达，公.务员品质社区，国惠村大平层,新城国奥小区 -临桂区,4室2厅 | 190平米 | 南 北 | 其他 | 中楼层(共23层)  | 板塔结合,2人关注 / 一年前发布,119,"6,264元/平"
碧园印象精装大四房 低层带电梯 诚心出售拎包入住,碧园•印象桂林 -临桂区,4室2厅 | 150平米 | 东南 | 精装 | 低楼层(共12层)  | 板楼,12人关注 / 一年前发布,63.1,"4,207元/平"
碧水康城步梯5楼，精装修，南北空气对流，业主急售,信昌·碧水康城 -七星区,3室1厅 | 138平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,7人关注 / 8个月以前发布,88.5,"6,414元/平"
彰泰物业七星成熟小区，24小时安保的值班，复式三阳台,澳洲假日 -七星区,4室2厅 | 116平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,8人关注 / 一年前发布,105,"9,052元/平"
临桂新城国奥小区，192.64平大四房，采光好，视野好！,新城国奥小区 -临桂区,4室2厅 | 192.64平米 | 南 | 毛坯 | 低楼层(共23层)  | 板楼,5人关注 / 一年前发布,124.9,"6,484元/平"
低于市场价出售    业主有诚意,慧佳华府 -临桂区,3室2厅 | 124.78平米 | 东南 | 毛坯 | 中楼层(共23层)  | 板塔结合,3人关注 / 一年前发布,55,"4,408元/平"
麓湖国际湖景空中墅 南北通透 有证无贷,花样年•麓湖国际 -临桂区,4室2厅 | 206平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,2人关注 / 一年前发布,125,"6,068元/平"
大三房 飞虎公园旁 乐享天然氧吧,民鑫飞虎林居 -临桂区,3室2厅 | 130.97平米 | 东北 | 简装 | 高楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,69.6,"5,315元/平"
入住率高小区环境优美交通便利。,碧园•印象桂林 -临桂区,3室2厅 | 121平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,55,"4,546元/平"
中.央公园，万达，公.务员品质社区，国惠村大平层,新城国奥小区 -临桂区,4室2厅 | 190平米 | 南 北 | 其他 | 中楼层(共23层)  | 板塔结合,2人关注 / 一年前发布,119,"6,264元/平"
房东着急出售山水凤凰城独栋别墅...,山水凤凰城 -临桂区,6室2厅 | 300平米 | 东南 | 其他 | 2层  | 板楼 | 独栋别墅 ,1人关注 / 5个月以前发布,278,"9,267元/平"
麓湖国际湖景空中墅 南北通透 有证无贷,花样年•麓湖国际 -临桂区,4室2厅 | 206平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,2人关注 / 一年前发布,125,"6,068元/平"
低于市场价出售    业主有诚意,慧佳华府 -临桂区,3室2厅 | 124.78平米 | 东南 | 毛坯 | 中楼层(共23层)  | 板塔结合,3人关注 / 一年前发布,55,"4,408元/平"
楼间距宽，户型方正，动静分离，小区环境好,花样年•麓湖国际 -临桂区,4室2厅 | 113.14平米 | 北 | 毛坯 | 中楼层(共34层)  | 暂无数据,0人关注 / 一年前发布,55,"4,862元/平"
人名路，中间楼层三楼三房有装修无抵押,东源紫阳馨苑 -临桂区,3室2厅 | 107平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,14人关注 / 一年前发布,39,"3,645元/平"
高新万达广场 棠棣之华顶楼复式 产权141平+阁楼,信昌•棠棣之华 -七星区,5室2厅 | 141.85平米 | 北 | 毛坯 | 高楼层(共17层)  | 板塔结合,4人关注 / 3个月以前发布,178,"12,549元/平"
中间楼层，户型方正，视野开阔，带车位，看房方便,彰泰欢乐颂 -临桂区,4室1厅 | 117.46平米 | 东南 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,73,"6,215元/平"
彰泰品牌、户型方正、采光好、位置好,彰泰郡 -临桂区,5室2厅 | 130平米 | 北 | 毛坯 | 高楼层(共35层)  | 暂无数据,0人关注 / 8个月以前发布,70.8,"5,447元/平"
兴进御园 电梯高层4房 采光通风好,兴进•御园 -七星区,4室2厅 | 125平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 暂无数据,9人关注 / 一年前发布,121,"9,680元/平"
奥林匹克巴塞心晴，大三房简单装修,奥林匹克花园巴塞心晴 -临桂区,3室2厅 | 145平米 | 东 | 简装 | 中楼层(共10层)  | 板楼,2人关注 / 5个月以前发布,63.8,"4,400元/平"
2016年买进来，一直空置中，证件齐全。,兴盛天鹅堡 -临桂区,5室2厅 | 128.62平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,18人关注 / 8个月以前发布,49.5,"3,849元/平"
大五房！品质小区，明厨明卫采光好，诚心出售,彰泰欢乐颂 -临桂区,5室2厅 | 129平米 | 北 | 毛坯 | 高楼层(共35层)  | 暂无数据,4人关注 / 3个月以前发布,64.5,"5,000元/平"
桂林碧桂园精装修四房两厅两卫急出售！,桂林碧桂园 -临桂区,4室2厅 | 143平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,6人关注 / 7个月以前发布,89.8,"6,280元/平"
桂医熙境景观房 含车位家具家电拎包入住开启惬意生活,桂医熙境 -临桂区,4室2厅 | 161平米 | 南 | 精装 | 中楼层(共26层)  | 暂无数据,4人关注 / 4个月以前发布,81,"5,032元/平"
空间大改善户型，带个小露台居住舒适，荣和物业服务好,荣和林溪府•和墅•尊府 -秀峰区,4室2厅 | 144平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,6人关注 / 一年前发布,162,"11,250元/平"
户型方正，可以看到外面的景观，有证无贷,新城国奥小区 -临桂区,3室2厅 | 132.66平米 | 南 北 | 毛坯 | 高楼层(共21层)  | 板楼,0人关注 / 8个月以前发布,99,"7,463元/平"
一院两馆旁 复式楼2层 有车位一个 户型方正,彰泰公园1号 -临桂区,5室2厅 | 186平米 | 北 | 毛坯 | 高楼层(共24层)  | 板塔结合,10人关注 / 一年前发布,141,"7,581元/平"
成熟小区，小高层中间楼层，大三房，房东急售！,耀辉美好家园 -临桂区,3室2厅 | 126平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,62,"4,921元/平"
