标题,开发商,房子信息,发布信息,售价/万,单价
豪庭御都 3室2厅 南 北,豪庭御都 -北湖区,3室2厅 | 158平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 7天以前发布,126,"7,975元/平"
长安花园 2室1厅 南 北,长安花园 -西城区,2室1厅 | 93.48平米 | 南 北 | 简装 | 低楼层(共29层)  | 板楼,0人关注 / 7个月以前发布,81,"8,665元/平"
附院东邻 吉祥小区 霍家街 好楼层 全明户型 客厅带窗,吉祥小区 -西城区,2室1厅 | 65.4平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,77,"11,774元/平"
西红庙环北三排楼，2室，2楼，简装，干净，随时看房,环北三排楼小区 -西城区,2室1厅 | 93.24平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,81,"8,688元/平"
南池怡景园一室一厅一厨一卫带车位,南池怡景园 -南池区,1室1厅 | 59平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,1人关注 / 10个月以前发布,60,"10,170元/平"
洸河花园 两室一厅 满五唯一 有储藏室 绿化高,洸河花园 -西城区,2室1厅 | 85.11平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,23人关注 / 一年前发布,68,"7,990元/平"
银座南太和桥运河楼五楼两室没公摊急售,运河商用综合楼 -南池区,2室1厅 | 96.15平米 | 东 西 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,75,"7,801元/平"
圣都花园92平二室二厅简单装修带车库,圣都花园(邹城市) -邹城市,2室2厅 | 92.03平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,55,"5,977元/平"
位置优越，南池风景区，商圈发达,南池翠景园 -南池区,2室1厅 | 86.66平米 | 南 北 | 简装 | 低楼层(共16层)  | 板塔结合,1人关注 / 一年前发布,86,"9,924元/平"
两室过渡 看房方便 挨着洸河路 真心出售 价格可议,后刘社区梦圆南区 -西城区,2室1厅 | 69.86平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,56,"8,017元/平"
人民医院宿舍一室一厅，自住，投，资都行总价低,济宁市第一人民医院宿舍 -南池区,1室1厅 | 44.88平米 | 南 | 其他 | 低楼层(共3层)  | 暂无数据,5人关注 / 一年前发布,45,"10,027元/平"
如意樱花苑 精装南北通透户型  诚心出售 看房方便,如意樱花苑 -万达区,2室1厅 | 47.97平米 | 南 北 | 精装 | 5层  | 板楼,1人关注 / 8个月以前发布,48,"10,007元/平"
琵琶山小区  两室朝南 有储 诚心出售 看房方便,琵琶山小区北区 -万达区,2室2厅 | 88.99平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,2人关注 / 8个月以前发布,83.5,"9,384元/平"
金梭小区 单位宿舍 两室朝阳通阳台 有储 满五唯一,金梭小区 -万达区,2室1厅 | 64.2平米 | 南 北 | 简装 | 中楼层(共4层)  | 板楼,1人关注 / 6个月以前发布,63,"9,814元/平"
鲁商南池公馆 3室2厅 南,鲁商南池公馆 -南池区,3室2厅 | 122.85平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 6个月以前发布,151,"12,292元/平"
精装修，好楼层，业主诚心出售！,狄林居委回迁小区 -南池区,2室1厅 | 84.6平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,5人关注 / 一年前发布,70,"8,275元/平"
明苑康居 2室2厅 南 北,明苑康居 -济北区,2室2厅 | 80.55平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 5个月以前发布,79,"9,808元/平"
此房满二唯一带车位精装修中间楼层产权清晰房东诚心卖,济宁恒大名都 -北湖区,2室2厅 | 97平米 | 南 | 简装 | 低楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,109,"11,238元/平"
恒大名都，产权清晰，户型好，采光好，看房联系,济宁恒大名都 -北湖区,2室2厅 | 92.27平米 | 北 | 简装 | 高楼层(共33层)  | 板楼,1人关注 / 10个月以前发布,110,"11,922元/平"
东南华城吉祥园 2室1厅 南 北,东南华城吉祥园 -万达区,2室1厅 | 83.45平米 | 南 北 | 其他 | 低楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,78,"9,347元/平"
菱花富贵园 两室好户型 价格合适,菱花富贵园 -济北区,2室2厅 | 97.54平米 | 南 | 简装 | 中楼层(共26层)  | 塔楼,12人关注 / 一年前发布,90,"9,227元/平"
鲁兴欣苑满五楼层好无遮挡好陪读佳选房东诚心出售,鲁兴欣苑 -万达区,2室2厅 | 93.04平米 | 北 | 精装 | 中楼层(共26层)  | 板楼,4人关注 / 10个月以前发布,73,"7,847元/平"
西岸华府89平 精装2室2厅 全明户型  采光好 霍家街,西岸华府 -西城区,2室2厅 | 88.47平米 | 南 | 精装 | 中楼层(共20层)  | 板楼,0人关注 / 6个月以前发布,75,"8,478元/平"
造纸厂宿舍简装两室一厅 带储藏室 46万 满五随时看房,造纸厂宿舍 -南池区,2室1厅 | 60平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,5人关注 / 一年前发布,43,"7,167元/平"
急售太白国际好楼层无遮挡两室朝阳,太白国际 -南池区,2室2厅 | 98平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,113,"11,531元/平"
此房满五年唯一，楼层好，配套设施齐全，交通便利,凤凰城 -南池区,3室2厅 | 113.5平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 4个月以前发布,115,"10,133元/平"
凤凰城买一层还有一层，加起来110平，双开门,凤凰城 -南池区,2室1厅 | 110平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,76,"6,910元/平"
铁路宿舍一楼带院，带证已满二年，全新装修，一直未住,济宁铁路宿舍 -南池区,2室1厅 | 43平米 | 南 | 精装 | 低楼层(共4层)  | 暂无数据,7人关注 / 一年前发布,46.5,"10,814元/平"
东门15中南北  方向 通透，精装修，看房提前约,凤凰城凤鸣区 -南池区,2室1厅 | 91.27平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,90,"9,861元/平"
采光好 交通便利 生活很方便 市区繁华地段,济宁万达广场 -万达区,1室1厅 | 69.37平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,2人关注 / 一年前发布,50,"7,208元/平"
海能国际 2室户型 精装修 无遮挡,海能国际 -西城区,2室2厅 | 105平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,3人关注 / 11个月以前发布,96,"9,143元/平"
龙行小区 两室向阳，满五唯一 户型很好,龙行小区 -南池区,2室1厅 | 60.79平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,13人关注 / 10个月以前发布,52,"8,555元/平"
郭家花园精装修，通透格局，通风采光俱佳，配套完善,郭家花园 -西城区,2室1厅 | 96.9平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,88,"9,082元/平"
区环境好，物业、治安管理规范，营造良好居住生活。,燕京花园 -邹城市,2室2厅 | 101平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,75,"7,426元/平"
杨柳国际新城好楼层 全新精装修 有证可贷款 设计合理,杨柳国际新城I区 -济北区,2室1厅 | 85.46平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,83,"9,713元/平"
此房两室加客厅向南 好楼层 采光好 精装修 房本满两年,海亮公馆 -济北区,2室2厅 | 93.08平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,93,"9,992元/平"
有效房源，户型两室朝阳，双阳台，购物上学比较方便。,翰林街社区(财神阁街) -西城区,2室1厅 | 68.38平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,0人关注 / 4个月以前发布,82,"11,992元/平"
价格合适，交通便利，贷款全款都可，优质楼层,国光新苑 -任城区,2室1厅 | 54.23平米 | 西 东 | 简装 | 中楼层(共5层)  | 暂无数据,17人关注 / 一年前发布,34,"6,270元/平"
急售  万达广场  有隔断  适合办公  居住,济宁万达广场 -万达区,1室1厅 | 50.49平米 | 北 | 简装 | 低楼层(共28层)  | 塔楼,0人关注 / 一年前发布,37,"7,329元/平"
采光无遮挡 带车储 恒德公馆 好楼层三室两厅,恒德公馆 -邹城市,3室2厅 | 113平米 | 南 | 毛坯 | 中楼层(共30层)  | 暂无数据,4人关注 / 9个月以前发布,105,"9,293元/平"
宏河学府颐景东区 3室2厅 南,宏河学府颐景东区 -邹城市,3室2厅 | 122平米 | 南 | 毛坯 | 中楼层(共23层)  | 板楼,0人关注 / 4个月以前发布,82,"6,722元/平"
小区位置优越，环境好，楼层好，适合一家三口居住。,世纪国宏 -邹城市,3室2厅 | 135平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,1人关注 / 一年前发布,119,"8,815元/平"
【新上房源 】华硕天韵 三居室边户 126平方,华硕天韵 -济北区,3室2厅 | 126平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板楼,1人关注 / 6个月以前发布,180,"14,286元/平"
出售昊宇花园 三室一厅 简单装修 相中房子价格可议,昊宇花园 -邹城市,3室1厅 | 90平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,82,"9,112元/平"
桥东苑 3室1厅 南,桥东苑 -邹城市,3室1厅 | 83平米 | 南 | 精装 | 高楼层(共4层)  | 暂无数据,5人关注 / 一年前发布,39.6,"4,772元/平"
兴东居委宿舍 3室1厅 南 北,兴东居委宿舍 -西城区,3室1厅 | 70.94平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,4人关注 / 一年前发布,58,"8,176元/平"
带车位储藏室简装马上满五物业好环境好,雍景苑北区 -邹城市,3室2厅 | 103平米 | 南 | 简装 | 低楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,102,"9,903元/平"
学府颐景东区三室带储藏室 中间楼层 随时看房,宏河学府颐景东区 -邹城市,3室2厅 | 122平米 | 南 | 毛坯 | 中楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,85,"6,968元/平"
泰康小区多层洋房157平大三室带车位储藏室,泰康小区 -邹城市,3室2厅 | 157平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,0人关注 / 5个月以前发布,110,"7,007元/平"
华硕天韵三室两厅两卫一阳台 储藏室,华硕天韵 -济北区,3室2厅 | 138平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板塔结合,1人关注 / 10个月以前发布,186,"13,479元/平"
采光好   两室朝阳     小三室户型方正,华硕天韵 -济北区,3室1厅 | 106平米 | 南 | 毛坯 | 低楼层(共31层)  | 暂无数据,1人关注 / 5个月以前发布,147,"13,868元/平"
华硕天韵 3室2厅 南,华硕天韵 -济北区,3室2厅 | 108平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,5人关注 / 一年前发布,146,"13,519元/平"
华硕天韵3室2厅1卫南向大阳光房,华硕天韵 -济北区,3室2厅 | 127平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,1人关注 / 5个月以前发布,176,"13,859元/平"
金色兰庭香堤观景好楼层精装修带车位,金色兰庭香堤 -济北区,3室2厅 | 103平米 | 东 | 精装 | 高楼层(共32层)  | 塔楼,11人关注 / 一年前发布,100,"9,709元/平"
东门十五中中国院子观景好楼层有车储看房方便,济宁孝养城 -南池区,3室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 5个月以前发布,126,"10,500元/平"
大市证可贷款，毛坯可任意装修，全明户型，观景楼层,南池御都 -南池区,3室2厅 | 131.41平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,4人关注 / 一年前发布,146,"11,111元/平"
房东急售 价格能讲 相中可议有钥匙 有车储,济宁孝养城 -南池区,3室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,2人关注 / 9个月以前发布,126,"9,844元/平"
西邻老运河，南邻火车站，东临汽车站，北邻人民医院,華宸金水湾 -南池区,3室2厅 | 128平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,0人关注 / 7个月以前发布,128,"10,000元/平"
济宁孝养城有车位看房子方便户型好随时看房,济宁孝养城 -南池区,3室2厅 | 108平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 11个月以前发布,119,"11,019元/平"
带车位，储藏室，房子户型好   ，小区绿化一级棒,济宁孝养城 -南池区,3室2厅 | 107平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,1人关注 / 一年前发布,119,"11,122元/平"
业主急售，简单装修，房产证满两年，,附中分校宿舍 -南池区,3室1厅 | 68.7平米 | 南 北 | 简装 | 中楼层(共4层)  | 暂无数据,2人关注 / 一年前发布,63,"9,171元/平"
大市证可贷款，毛坯可任意装修，全明户型，观景楼层,南池御都 -南池区,3室2厅 | 131.41平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,4人关注 / 一年前发布,146,"11,111元/平"
济宁孝养城 3室2厅 南 北,济宁孝养城 -南池区,3室2厅 | 107.5平米 | 南 北 | 毛坯 | 高楼层(共22层)  | 暂无数据,0人关注 / 4个月以前发布,120,"11,163元/平"
沃尔玛西边御水豪庭132平，小高,御水豪庭 -南池区,3室2厅 | 132平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,148,"11,213元/平"
孝养城  带车储  好楼层   随时看房   诚售,济宁孝养城 -南池区,3室1厅 | 109平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,5人关注 / 11个月以前发布,110,"10,092元/平"
高档小区，居住群体素质高；国家一级资质物业公司。,青年城三期华锦苑 -南池区,4室2厅 | 135平米 | 南 | 精装 | 中楼层(共9层)  | 暂无数据,1人关注 / 7个月以前发布,192,"14,223元/平"
万锡小区 3室2厅 南 北,万锡小区 -南池区,3室2厅 | 122.7平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,120,"9,780元/平"
太白国际 3室2厅 南 北,太白国际 -南池区,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共32层)  | 暂无数据,1人关注 / 10个月以前发布,174,"12,795元/平"
济宁孝养城三室2厅1卫，有车位,济宁孝养城 -南池区,3室1厅 | 108.88平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 9个月以前发布,120,"11,022元/平"
房东急售 价格能讲 相中可议有钥匙 有车储,济宁孝养城 -南池区,3室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,2人关注 / 9个月以前发布,126,"9,844元/平"
西邻老运河，南邻火车站，东临汽车站，北邻人民医院,華宸金水湾 -南池区,3室2厅 | 128平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,0人关注 / 7个月以前发布,128,"10,000元/平"
新小区，此价包含车位，房东诚心，全明户型前后无遮挡,济宁孝养城 -南池区,3室2厅 | 108.95平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,3人关注 / 一年前发布,110,"10,097元/平"
恒德公馆121平带车位储藏室三室两厅好户型,恒德公馆 -邹城市,3室2厅 | 121平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,0人关注 / 9个月以前发布,120,"9,918元/平"
泰和佳园  带储藏室 毛坯 随心装,邹城泰和佳园 -邹城市,3室2厅 | 148平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,110,"7,433元/平"
金色兰庭香堤 3室2厅 南,金色兰庭香堤 -济北区,3室2厅 | 107平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 4个月以前发布,96,"8,972元/平"
经典三居室户型 方正通透 精装修 可贷款 双实验,九巨龙红玺台 -万达区,3室2厅 | 112.9平米 | 南 | 简装 | 高楼层(共33层)  | 塔楼,2人关注 / 一年前发布,130,"11,515元/平"
市纺织办宿舍 2室1厅 南 北,市纺织办宿舍 -万达区,2室1厅 | 80平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,73,"9,125元/平"
五里营路 绿地国际城东临 华城翠竹园精装三室 采光好,华城翠竹园 -万达区,3室2厅 | 130平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,155,"11,924元/平"
太白湖新区中间位置，靠着市政各种配套，人文素质高。,壮观雅居 -万达区,2室2厅 | 91平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,1人关注 / 一年前发布,90,"9,891元/平"
户型方正 交通便利 配套完善 价钱合理,古楷园小区南区 -万达区,2室1厅 | 78平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,115,"14,744元/平"
古楷园小区总价低单价低总价低单价低两室,古楷园小区北区 -万达区,3室2厅 | 88平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,128,"14,546元/平"
作为一名优秀经纪人为您承诺：不发虚假房源及虚假价格,刘庄小区 -万达区,3室1厅 | 70平米 | 东 | 简装 | 高楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,96,"13,715元/平"
古楷园单位宿舍 经典小三室 砖石楼层 通风透亮奥利给,古楷园小区北区 -万达区,3室1厅 | 66.7平米 | 南 北 | 简装 | 中楼层(共6层)  | 塔楼,2人关注 / 一年前发布,90,"13,494元/平"
经典小两室 户型好   配套环境优美,染料厂宿舍 -万达区,3室1厅 | 76平米 | 南 | 简装 | 高楼层(共4层)  | 板楼,2人关注 / 一年前发布,56,"7,369元/平"
楼层低，户型合理，配套完善，生活方便。,红星小区 -万达区,2室1厅 | 46.1平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,45,"9,762元/平"
