标题,开发商,房子信息,发布信息,售价/万,单价
北京一号院，精装双卧朝南，有钥匙看房方便,北京壹号院 -张北县,2室1厅 | 91.33平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,9人关注 / 7个月以前发布,46,"5,037元/平"
卫华对 面 正一楼老少皆宜 实际面积大 采光好,忠厚里 -桥东区,3室2厅 | 80.71平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 6个月以前发布,52,"6,443元/平"
盛华家园环境好人文素质高出门有大型市场,盛华家园小区 -桥东区,3室2厅 | 127.3平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 暂无数据,5人关注 / 一年前发布,102,"8,013元/平"
房子满五唯一，交通便利环境好，房东诚心出售,农专家属楼 -桥东区,3室2厅 | 102平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,58,"5,687元/平"
维多利亚小区， 卫生间带窗户（边户），钥匙房方便看,永昌维多利亚广场C区 -桥东区,3室2厅 | 143.1平米 | 西 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,113,"7,897元/平"
房子明亮，干净，视野好，价格合适,嘉馨园 -沙城,3室1厅 | 109平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,68,"6,239元/平"
此房精装修.三居室.客卧向阳..........,北京壹号院 -张北县,3室2厅 | 108平米 | 南 北 | 精装 | 低楼层(共12层)  | 板塔结合,1人关注 / 一年前发布,64,"5,926元/平"
东花园高铁旁上湖郡精装修洋房，,上湖郡 -东花园,3室2厅 | 108平米 | 南 北 | 精装 | 中楼层(共9层)  | 板塔结合,0人关注 / 4个月以前发布,83,"7,686元/平"
孔雀城精品现房联排别墅 后7套 随时看房 先到先得,溪山颐园 -东花园,5室3厅 | 231.05平米 | 南 北 | 毛坯 | 低楼层(共2层)  | 平房,1人关注 / 一年前发布,500,"21,641元/平"
翡翠城   精装联排  360天优质空气 天然氧吧,鸿威翡翠城 -东花园,4室3厅 | 226.29平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,1人关注 / 2个月以前发布,300,"13,258元/平"
4居室大平层，改善型住宅，70年大产权,上湖郡 -东花园,3室2厅 | 135平米 | 南 | 精装 | 低楼层(共9层)  | 平房,9人关注 / 一年前发布,99,"7,334元/平"
八期精装联排，全新装修为入住。可随时看房！,八达岭孔雀城八期 -东花园,3室2厅 | 135平米 | 南 北 | 精装 | 低楼层(共1层)  | 板楼,1人关注 / 2个月以前发布,193,"14,297元/平"
即买即住，交通便利，采光充足，户型精美,上湖郡 -东花园,3室2厅 | 121.17平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,2人关注 / 一年前发布,89,"7,346元/平"
八达岭孔雀城 联排中间户 地上三层 总价175万,八达岭孔雀城9期 -东花园,3室1厅 | 136平米 | 南 北 | 毛坯 | 低楼层(共1层)  | 暂无数据,11人关注 / 一年前发布,150,"11,030元/平"
恒大精装修三居室，着急出售，满二 价可小刀,京北恒大国际文化城 -东花园,3室2厅 | 127.45平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,2人关注 / 一年前发布,90,"7,062元/平"
客卧向阳户型三居室，毛坯电梯房。,天保新城东区 -张北县,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共18层)  | 塔楼,1人关注 / 3个月以前发布,65,"5,910元/平"
滨河新城 2室2厅 南 北,滨河新城 -张北县,2室2厅 | 118平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 7个月以前发布,65,"5,509元/平"
北高铁3居双卫5楼一梯两户卫生间干湿分离毛坯带车库,宣园小区 -宣化区,3室2厅 | 146.8平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,80.7,"5,498元/平"
名爵滨河花园叠拼 跃层 一层带花园四居室 看房方便！,名爵滨河花园 -下花园,4室2厅 | 165.4平米 | 南 北 | 毛坯 | 低楼层(共5层)  | 板楼,19人关注 / 一年前发布,125,"7,558元/平"
花园领地 6月七 毛坯 露台 地下室,花园领地 -下花园,3室2厅 | 152平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,9人关注 / 7个月以前发布,50.98,"3,354元/平"
有房产证可随时过户贷款，精装修一天未住，拎包入住,格林国际 -沙城,3室2厅 | 123.38平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,2人关注 / 8个月以前发布,100,"8,106元/平"
广电局家属楼3楼三局两卫 通透户型 拎包入住,广电局家属楼 -下花园,3室2厅 | 132平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,52,"3,940元/平"
碧桂园下叠别墅，总价低，南北通透无遮挡，业主靠谱,碧桂园北京郡 -下花园,3室2厅 | 105平米 | 南 北 | 精装 | 下叠(共3层)  | 板楼 | 叠拼别墅 ,55人关注 / 一年前发布,100,"9,524元/平"
山水逸三室两厅两卫  采光存足 位置佳,山水逸 -下花园,3室2厅 | 134平米 | 南 北 | 毛坯 | 12层  | 板楼,0人关注 / 2个月以前发布,90,"6,717元/平"
房主诚心出售五跃六，房本满五，H户型，采光好,花园领地 -下花园,3室2厅 | 149平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,4人关注 / 5个月以前发布,60,"4,027元/平"
出售 河西 两居 精装  随时看房,河西小区 -下花园,2室2厅 | 100平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 10个月以前发布,39,"3,900元/平"
花园领地 上跃 阁楼 露台 地下室,花园领地 -下花园,3室2厅 | 130平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,50,"3,847元/平"
前屯新天地小区 4室3厅 南 北,前屯新天地小区 -桥东区,4室3厅 | 178平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,1人关注 / 1个月以前发布,140,"7,866元/平"
交通便利采光好小区环境安保都很好,山语华庭 -桥东区,3室1厅 | 119平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,27人关注 / 一年前发布,70,"5,883元/平"
北京新城3-2-1-1 114.00² 67.6 万,北京新城 -张北县,3室2厅 | 114平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,63,"5,527元/平"
高新区纬三路世纪豪园，房子户型好，交通便利，,世纪豪园 -桥东区,3室2厅 | 144平米 | 南 北 | 简装 | 高楼层(共15层)  | 板塔结合,7人关注 / 一年前发布,90,"6,250元/平"
天河桐盛 2室2厅 南 北,天河桐盛 -桥西区,2室2厅 | 96平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 7天以前发布,72,"7,500元/平"
天宝花园 2室2厅 南 北,天宝花园 -桥西区,2室2厅 | 46.7平米 | 南 北 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 6天以前发布,30,"6,424元/平"
惠民花园 2室2厅 南 北,惠民花园 -桥西区,2室2厅 | 97平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 6天以前发布,75,"7,732元/平"
境门华府 2室2厅 南 北,境门华府 -桥西区,2室2厅 | 103平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 7天以前发布,92,"8,933元/平"
清泉花园 2室2厅 南 北,清泉花园 -桥西区,2室2厅 | 93平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 6天以前发布,65,"6,990元/平"
华新园东2区 3室2厅 南 北,华新园东2区 -桥西区,3室2厅 | 110平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 6天以前发布,57,"5,182元/平"
美居丽景园东区 2室1厅 南 北,美居丽景园东区 -桥西区,2室1厅 | 101.08平米 | 南 北 | 其他 | 中楼层(共24层)  | 板楼,0人关注 / 4天以前发布,81,"8,014元/平"
元台子小区 2室2厅 南 北,元台子小区 -桥西区,2室2厅 | 62平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 6天以前发布,48,"7,742元/平"
庙底小区，中等楼层，采光好，双阳卧，精装修,庙底小区 -宣化区,2室1厅 | 76平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 3天以前发布,40,"5,264元/平"
阳光格调 2室2厅 南 北,阳光格调 -桥东区,2室2厅 | 117.7平米 | 南 北 | 其他 | 中楼层(共17层)  | 板楼,0人关注 / 6天以前发布,78,"6,628元/平"
房屋采光好宽敞明亮，楼层不错，精装修,龙腾花园 -桥东区,2室1厅 | 89.9平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 8天以前发布,74,"8,232元/平"
福源里 2室2厅 南 北,福源里 -桥东区,2室2厅 | 114平米 | 南 北 | 其他 | 高楼层(共13层)  | 板塔结合,0人关注 / 7天以前发布,90,"7,895元/平"
尚峰新城 2室2厅 南,尚峰新城 -桥西区,2室2厅 | 87.19平米 | 南 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 8天以前发布,65,"7,455元/平"
天河骏层 2室2厅 南,天河骏层 -桥西区,2室2厅 | 91.88平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 刚刚发布,45,"4,898元/平"
位于聚仙楼边，购物方便 楼层好，适合中老年人居住,良仕居小区 -下花园,2室1厅 | 82.15平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,44.5,"5,417元/平"
为您推介远大盛和苑电梯16楼一居室,远大·盛和苑 -桥西区,1室1厅 | 56.8平米 | 南 | 简装 | 高楼层(共18层)  | 塔楼,1人关注 / 一年前发布,44.6,"7,853元/平"
房子装修干净利落，较为简单，适合办公，格局好,新东亚财富中心 -桥东区,1室0厅 | 84.8平米 | 西 | 简装 | 中楼层(共10层)  | 暂无数据,0人关注 / 一年前发布,60,"7,076元/平"
单价低 户型合理  精装修 拎包入住,福源阳光公寓 -桥西区,2室1厅 | 89平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,55,"6,180元/平"
老城区繁华街道出行生活便利低楼层三居室,鼎盛佳苑 -下花园,3室2厅 | 104.51平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,50,"4,785元/平"
诚心出售桥西区远大盛和苑小区电梯房一居室可贷款,远大·盛和苑 -桥西区,1室1厅 | 30平米 | 北 | 简装 | 中楼层(共18层)  | 塔楼,0人关注 / 7天以前发布,20,"6,667元/平"
拉斐水岸精装一居室，格局好，前方无遮挡！,拉斐水岸 -东花园,1室1厅 | 58.25平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,40,"6,867元/平"
有车库，南北通透两居室27万可小议,建行住宅楼 -下花园,2室2厅 | 64.5平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,25,"3,876元/平"
观湖宜居洋房，精装一居随时可签业主诚意出售,观澜墅 -东花园,1室1厅 | 50.12平米 | 东 北 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,49,"9,777元/平"
长城脚下度假养老观景房一居室精装修,永恒长城里 -东花园,1室1厅 | 48.9平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,1人关注 / 5个月以前发布,40.2,"8,221元/平"
八达岭孔雀城正规一居户型，70年住宅花园洋房！,八达岭孔雀城和顺园 -东花园,1室1厅 | 51.33平米 | 南 | 毛坯 | 低楼层(共9层)  | 板塔结合,1人关注 / 3个月以前发布,32,"6,235元/平"
北辰庄苑，三居，2厅，南北同透，户型好住。。,北辰庄园 -张北县,3室2厅 | 123平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,60,"4,879元/平"
北辰庄园，精装婚房，客卧朝阳三居室,北辰庄园 -张北县,3室2厅 | 109平米 | 南 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,54.5,"5,000元/平"
金鑫九克拉公馆 3室2厅 南 北,金鑫九克拉公馆 -桥东区,3室2厅 | 128平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 30天以前发布,110,"8,594元/平"
金凤家园东区 3室2厅 南 北,金凤家园东区 -桥西区,3室2厅 | 159.67平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 21天以前发布,110,"6,890元/平"
房源带小院带下跃，房价包含车位，三室两厅南北通透,鸿翔城 -沙城,3室2厅 | 165.62平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,148,"8,937元/平"
。。。。。。。。。。。。。。。。。。,锦绣华城 -张北县,3室2厅 | 98.07平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,42,"4,283元/平"
九鼎小区 3室2厅 南,九鼎小区 -张北县,3室2厅 | 107平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 19天以前发布,45,"4,206元/平"
前屯新天地小区 3室2厅 南 北,前屯新天地小区 -桥东区,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 22天以前发布,102,"8,500元/平"
此房满五唯一，三居室，地理位置优越，交通便利。,永春家园 -张北县,3室2厅 | 103平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,0人关注 / 19天以前发布,39,"3,787元/平"
桥东报社建国路3居室好楼层南北通透视野开阔配套成熟,财政局家属楼 -桥东区,3室2厅 | 97平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 21天以前发布,65,"6,702元/平"
中间楼层  一天没住过   采光好   户型好,兴华家园南区 -张北县,3室1厅 | 97平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 31天以前发布,48.3,"4,980元/平"
户型方正，视野宽阔，采光充足。,花园小区 -张北县,3室2厅 | 102平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,32,"3,138元/平"
中间楼层  一天没住过   采光好   户型好,兴华家园南区 -张北县,3室1厅 | 97平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 31天以前发布,48.3,"4,980元/平"
逸景苑 3室2厅 南 北,逸景苑 -桥东区,3室2厅 | 137平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 23天以前发布,75.5,"5,511元/平"
房本满五，能过户，南北通透好户型，视野开阔采光好,容辰庄园 -桥东区,4室2厅 | 281.26平米 | 南 北 | 其他 | 低楼层(共11层)  | 板塔结合,0人关注 / 22天以前发布,210,"7,467元/平"
户型方正，格局合理， 配套成熟，出行便利， 好楼层,税务局家属楼 -桥东区,3室2厅 | 101平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 19天以前发布,75,"7,426元/平"
高铁商圈 本满5年 可以贷款 南北通透户型,京润现代城 -桥东区,3室1厅 | 137平米 | 南 北 | 其他 | 中楼层(共25层)  | 塔楼,0人关注 / 17天以前发布,120,"8,760元/平"
东辰杏花 3室2厅 南 北,东辰杏花 -张北县,3室2厅 | 110平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 23天以前发布,36,"3,273元/平"
怡安小区 3室2厅 南 北,怡安小区 -桥东区,3室2厅 | 83.75平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 18天以前发布,48,"5,732元/平"
房子格局明亮 南北通透，全明户型无遮挡 业主诚心出售,京润现代城 -桥东区,3室2厅 | 114平米 | 南 北 | 其他 | 中楼层(共25层)  | 塔楼,0人关注 / 17天以前发布,100,"8,772元/平"
房子简单装修 房东诚意出售  三居室改善型户型,世纪豪园 -桥东区,3室2厅 | 147平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 22天以前发布,102,"6,939元/平"
位置好，纬三路，精装拎包入住，可贷款，急售！,世纪豪园 -桥东区,3室2厅 | 120.42平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 29天以前发布,85.8,"7,126元/平"
。。。。。。。。。。。。。。。。。,新世纪小区 -张北县,3室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,0人关注 / 19天以前发布,33,"3,268元/平"
翡翠小镇 2室1厅 南,翡翠小镇 -宣化区,2室1厅 | 119平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 19天以前发布,54,"4,538元/平"
楼层好，视野宽阔，采光充足////////,金华郡都 -张北县,3室2厅 | 97.03平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,38,"3,917元/平"
。。。。。。。。。。。。。。。。。。。。。。。。,和谐华苑 -张北县,2室2厅 | 89平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 19天以前发布,39,"4,383元/平"
此房楼层好 采光无遮挡 商圈成熟 交通出行方便,九鼎京华苑 -桥东区,3室2厅 | 123平米 | 南 北 | 其他 | 高楼层(共15层)  | 板楼,0人关注 / 18天以前发布,94,"7,643元/平"
房本满五唯一，地理位置优越，看房方便。,兴苑东小区 -张北县,3室2厅 | 101.49平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 一年前发布,43,"4,237元/平"
出售 中行家属楼 四楼 南北通透,中行家属楼 -下花园,2室2厅 | 91.74平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 11个月以前发布,38,"4,143元/平"
装修三楼，一阴一阳卧室，配套设施齐全,良仕居小区 -下花园,2室2厅 | 91.08平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,39,"4,282元/平"
房子满五可正常过户贷款，看房方便，欢迎致电,德胜南街 -桥东区,2室1厅 | 51.37平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,32,"6,230元/平"
房子是业主闲置的空房，房子处于桥东繁华地段,德胜南街 -桥东区,1室1厅 | 39.94平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,23,"5,759元/平"
