标题,开发商,房子信息,发布信息,售价/万,单价
世纪城五区 好楼层 南北通透 精装修 可贷款,世纪城▪五区 -市区商圈,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 15天以前发布,186,"14,646元/平"
宽阔三居，通透性好，前面无遮挡。,隆湾帝园B区 -兴隆县,3室2厅 | 119平米 | 南 北 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,85,"7,143元/平"
出售宜馨佳苑南北通透大三居户户型方正,宜馨佳苑 -兴隆县,3室2厅 | 128.9平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 9个月以前发布,80,"6,207元/平"
兴隆县开发区高铁站集荣丽景三居两卫,集荣丽景 -兴隆县,3室1厅 | 119.41平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 暂无数据,1人关注 / 一年前发布,91.5,"7,663元/平"
泰丰时代城二期 4室2厅 南 北,泰丰时代城二期 -双滦区,4室2厅 | 139.6平米 | 南 北 | 毛坯 | 中楼层(共19层)  | 板塔结合,1人关注 / 7个月以前发布,94,"6,734元/平"
兴隆集荣丽景使用面积160平米，还有50平米露台,集荣丽景 -兴隆县,5室2厅 | 89.96平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,9人关注 / 11个月以前发布,68,"7,559元/平"
精装未住急售，可原价出售  急急急,世纪城六区德泽府 -市区商圈,3室2厅 | 102平米 | 南 北 | 精装 | 低楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,155,"15,197元/平"
满五唯一，精装修，6+7 南北通透，视野宽阔,金地花园 -平泉市,6室2厅 | 180平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,2人关注 / 3个月以前发布,72,"4,000元/平"
碧麓嘉园 3室1厅 南 北,碧麓嘉园 -市区商圈,3室1厅 | 115.38平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,95,"8,234元/平"
兴隆财富广场三居，户型好，装修好,财富广场 -兴隆县,3室2厅 | 108平米 | 南 北 | 精装 | 低楼层(共15层)  | 暂无数据,0人关注 / 5个月以前发布,90,"8,334元/平"
出售天马一期正规两居，户型方正南北通透,天马一期 -兴隆县,2室2厅 | 104平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 6个月以前发布,65,"6,250元/平"
梨花江苑小洋房南北通透高楼层全天采光,梨花江苑 -开发区商圈,2室2厅 | 110平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,99,"9,000元/平"
兴隆佳兴花园南北通透二居，宽敞明亮,佳兴花园 -兴隆县,2室1厅 | 87平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 5个月以前发布,52,"5,978元/平"
碧麓嘉园 3室1厅 南 北,碧麓嘉园 -市区商圈,3室1厅 | 115.38平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,95,"8,234元/平"
福溪帝苑复式 精装修 拎包入住！,福溪帝苑 -双滦区,6室2厅 | 189.7平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,5人关注 / 一年前发布,139,"7,328元/平"
御祥园大三居，南北通透户型，一层楼层好，公摊低.,御祥园 -双滦区,3室2厅 | 111.82平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,67,"5,992元/平"
兴隆财富广场三居，户型好，装修好,财富广场 -兴隆县,3室2厅 | 108平米 | 南 北 | 精装 | 低楼层(共15层)  | 暂无数据,0人关注 / 5个月以前发布,90,"8,334元/平"
精装未住急售，可原价出售  急急急,世纪城六区德泽府 -市区商圈,3室2厅 | 102平米 | 南 北 | 精装 | 低楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,155,"15,197元/平"
复式房，有房本，自己随意装修，价格合理。,玫瑰湾 -双滦区,4室2厅 | 82平米 | 南 | 简装 | 低楼层(共15层)  | 塔楼,8人关注 / 7个月以前发布,45,"5,488元/平"
财富广场 大三居 高楼层 无遮挡 采光好,财富广场 -兴隆县,3室1厅 | 118平米 | 南 | 简装 | 中楼层(共28层)  | 暂无数据,1人关注 / 一年前发布,85,"7,204元/平"
满五唯一，精装修，6+7 南北通透，视野宽阔,金地花园 -平泉市,6室2厅 | 180平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,2人关注 / 3个月以前发布,72,"4,000元/平"
出售宜馨佳苑南北通透大三居户户型方正,宜馨佳苑 -兴隆县,3室2厅 | 128.9平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 9个月以前发布,80,"6,207元/平"
兴隆县开发区高铁站集荣丽景三居两卫,集荣丽景 -兴隆县,3室1厅 | 119.41平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 暂无数据,1人关注 / 一年前发布,91.5,"7,663元/平"
泰丰时代城二期 4室2厅 南 北,泰丰时代城二期 -双滦区,4室2厅 | 139.6平米 | 南 北 | 毛坯 | 中楼层(共19层)  | 板塔结合,1人关注 / 7个月以前发布,94,"6,734元/平"
新上锦绣城精装三居 电梯房  有房本 可贷款,曲水园 -双滦区,3室2厅 | 115平米 | 南 北 | 精装 | 中楼层(共22层)  | 板塔结合,0人关注 / 一年前发布,89.8,"7,809元/平"
大三室精装修，南北通透低楼层，地理位置优越，能贷款,荣信都市花园 -双滦区,3室2厅 | 133.51平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 11个月以前发布,97,"7,266元/平"
荣信大厦 临街电梯房 贷款方式不限,荣信大厦 -市区商圈,3室2厅 | 148.31平米 | 东 东北 | 其他 | 中楼层(共22层)  | 塔楼,0人关注 / 17天以前发布,180,"12,137元/平"
此房是老本不唯一，南北通透多层步梯，中等装修一居室,供热厂家属院 -市区商圈,1室1厅 | 54.28平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,41,"7,554元/平"
武阳丽园精装一居室户型方正，布局合理,武阳丽园 -开发区商圈,1室1厅 | 56.39平米 | 南 | 简装 | 高楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,48,"8,513元/平"
魁福园 南北两居室 公摊小  小区已改造完,魁福园 -市区商圈,2室2厅 | 73.48平米 | 东 南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,66,"8,983元/平"
毛坯小两室  诚意急售，有钥匙服务,鸿时利和 -市区商圈,2室2厅 | 73.98平米 | 南 | 毛坯 | 中楼层(共25层)  | 塔楼,0人关注 / 8个月以前发布,80,"10,814元/平"
万华A区 东西通透简装两室 看房方便,万华小区A区 -市区商圈,2室1厅 | 62平米 | 东 西 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,60,"9,678元/平"
石洞子沟 新泰家园 南北通透 两居室 户型方正 采光好,新泰家园 -市区商圈,2室1厅 | 82.3平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,75,"9,114元/平"
西大街平地不上坡简单装修两居室出售,双柳小区 -市区商圈,2室1厅 | 58平米 | 东 西 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,58,"10,000元/平"
南北通透，视野宽阔没有遮挡，事宜大多数人群居住。,富华山庄二期 -市区商圈,2室1厅 | 61.98平米 | 南 北 | 其他 | 低楼层(共8层)  | 板楼,3人关注 / 一年前发布,65,"10,488元/平"
温家沟人大楼 简装一居 出行方便,温家沟人大楼 -市区商圈,1室1厅 | 44.27平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,41,"9,262元/平"
石洞子沟 佟山南小区 南北通透 两居室,佟山南小区 -市区商圈,2室2厅 | 67.72平米 | 东 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,65,"9,599元/平"
椿林苑97平99万，毛坯，采光好，本两年。,椿林苑 -开发区商圈,2室1厅 | 97平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,90,"9,279元/平"
二牌楼小区 不上坡 简装两室 满五唯一,二牌楼小区 -市区商圈,2室1厅 | 62.9平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,3人关注 / 一年前发布,46,"7,314元/平"
急售香江卡纳溪谷，经典两居室，92平，中间层不挡光。,香江·卡纳溪谷 -开发区商圈,2室2厅 | 92平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 暂无数据,0人关注 / 一年前发布,78,"8,479元/平"
诚心出售御龙瀚府通透两居室经典H户型中间层,御龍瀚府 -开发区商圈,2室2厅 | 110平米 | 南 北 | 毛坯 | 中楼层(共25层)  | 板塔结合,1人关注 / 一年前发布,110,"10,000元/平"
经典户型三居.好楼层采光良好.孩子上学方便,荣丰华府 -兴隆县,3室1厅 | 101.3平米 | 南 北 | 毛坯 | 中楼层(共14层)  | 暂无数据,1人关注 / 一年前发布,77,"7,602元/平"
老本 过户费低 位置好 上学方便 停车方便 看房方便..,怡园小区 -双滦区,2室2厅 | 95平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,45,"4,737元/平"
店长推荐 ，经理推荐，个人推荐,承德卧龙山庄 -开发区商圈,2室2厅 | 100平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 暂无数据,4人关注 / 一年前发布,65,"6,500元/平"
通透户型，户型方正 ， 前后无遮挡,福地华园西区 -市区商圈,2室2厅 | 102.5平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,0人关注 / 一年前发布,135,"13,171元/平"
大学城文轩茗园南向两居室满五唯一随时看房,文軒茗園 -开发区商圈,2室2厅 | 99.8平米 | 南 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,112,"11,223元/平"
南向两居室 采光充足 适合养老居住,承德·世纪城 -市区商圈,2室2厅 | 93平米 | 南 | 简装 | 低楼层(共16层)  | 板楼,0人关注 / 一年前发布,139,"14,947元/平"
开发区有本可贷款好楼层采光好手慢无,香江·卡纳溪谷 -开发区商圈,2室2厅 | 93.38平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 暂无数据,3人关注 / 一年前发布,60,"6,426元/平"
秀水家园 92平  65万   看房方便  采光好,秀水花园 -市区商圈,2室2厅 | 91.51平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,4人关注 / 一年前发布,66,"7,213元/平"
紫塞桃园  精装修 本满两年 电梯房 可贷款,紫塞桃园 -市区商圈,2室2厅 | 93.94平米 | 南 北 | 精装 | 低楼层(共15层)  | 板塔结合,1人关注 / 一年前发布,98,"10,433元/平"
和润新城 毛坯复式 房本2年 税费低 全天采光,和润新城畅园 -开发区商圈,2室2厅 | 123平米 | 南 | 毛坯 | 高楼层(共27层)  | 暂无数据,1人关注 / 6个月以前发布,85,"6,911元/平"
万华A区 南北通透大两居室 3楼看房方便,万华小区A区 -市区商圈,2室1厅 | 86.05平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,80,"9,297元/平"
白云小区 老本可贷款 全天采光 位置不错 交通四通八达,白云小区 -市区商圈,2室1厅 | 60平米 | 南 北 | 简装 | 高楼层(共8层)  | 暂无数据,1人关注 / 6个月以前发布,48,"8,000元/平"
业主诚售府佑新城两居室精装修满五唯一税点低,府佑新城B区 -平泉市,2室1厅 | 64.92平米 | 南 北 | 简装 | 高楼层(共20层)  | 暂无数据,0人关注 / 1个月以前发布,42,"6,470元/平"
温家沟小区 两居室 南北通透 套齐全 能贷,温家沟小区 -市区商圈,2室2厅 | 62平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,50,"8,065元/平"
兴隆财富九龙城公寓，两室一厅，配套齐全,财富九龙城 -兴隆县,2室1厅 | 71平米 | 南 | 简装 | 中楼层(共21层)  | 暂无数据,1人关注 / 一年前发布,50,"7,043元/平"
财富九龙城公寓两居室，卧室纯南。配套齐全,财富九龙城 -兴隆县,2室1厅 | 71.02平米 | 西 | 其他 | 中楼层(共21层)  | 暂无数据,3人关注 / 一年前发布,41,"5,774元/平"
房子户型方正 毛坯房 可随意装修,福地华园西区 -市区商圈,2室2厅 | 103平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,0人关注 / 10个月以前发布,110,"10,680元/平"
中兴路小区 南北朝向2室 位置好出行方便  价格可议,中兴路小区 -市区商圈,2室2厅 | 72.16平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,66,"9,147元/平"
世纪城三期  96平精装修2室全阳面户型观河景房带车位,世纪城三区 -市区商圈,2室2厅 | 96平米 | 南 | 精装 | 中楼层(共24层)  | 塔楼,0人关注 / 一年前发布,170,"17,709元/平"
御龙瀚府。平地不上坡，交通方便，地理位置好,御龍瀚府 -开发区商圈,2室2厅 | 105平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,125,"11,905元/平"
嘉和广场 前排全天采光 户型方正 电梯高层,嘉和广场 -市区商圈,3室2厅 | 124平米 | 南 北 | 简装 | 高楼层(共30层)  | 板楼,2人关注 / 一年前发布,165,"13,307元/平"
和润新城 小板楼 公摊小 老本 可贷款,和润新城 -开发区商圈,2室2厅 | 88平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,78,"8,864元/平"
可以在家烧烤，空中花园的新楼房，采光好户型方正,宏达山庄B区 -市区商圈,1室1厅 | 52.32平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,61,"11,660元/平"
此房采光视野好。东南朝向，看房有钥匙，毛坯随意装修,承德卧龙山庄 -开发区商圈,2室1厅 | 74平米 | 东南 | 毛坯 | 高楼层(共22层)  | 暂无数据,6人关注 / 一年前发布,50,"6,757元/平"
秀兰南北通透两居室.好楼层。本满五,秀兰城市花园 -兴隆县,2室1厅 | 100平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,60,"6,000元/平"
诚心出售隆城国际三室一厅一厨一卫.房屋挑高四米五,隆城国际 -兴隆县,3室1厅 | 101.01平米 | 南 | 简装 | 低楼层(共16层)  | 暂无数据,3人关注 / 一年前发布,71,"7,030元/平"
中居宅小区平地不上坡适合老人养老,中居宅路南小区 -市区商圈,2室1厅 | 61平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,55,"9,017元/平"
阳光四季城海棠苑，粮食好，楼层采光好，东南朝向。,阳光四季城海棠苑 -开发区商圈,2室2厅 | 95平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板塔结合,4人关注 / 一年前发布,76,"8,000元/平"
宏达山庄B区南北向毛坯两居室 可贷款,宏达山庄B区 -市区商圈,2室2厅 | 83.72平米 | 南 | 毛坯 | 高楼层(共5层)  | 板塔结合,2人关注 / 一年前发布,85,"10,153元/平"
中居宅小区平地不上坡适合老人养老,中居宅路南小区 -市区商圈,2室1厅 | 61平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,55,"9,017元/平"
平地不上坡南向好房源，户型方正位置好 有本可贷款,富顺诚 -市区商圈,2室2厅 | 87平米 | 南 | 其他 | 中楼层(共24层)  | 塔楼,3人关注 / 一年前发布,102,"11,725元/平"
旧美丰小区 简装两室 看房提前联系,旧美风小区 -市区商圈,2室1厅 | 50.66平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,38,"7,501元/平"
：此房为南北通透格局 楼层低 出行方便 小区环境好,森源·保利城 -平泉市,2室1厅 | 90.26平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 暂无数据,1人关注 / 8个月以前发布,53,"5,872元/平"
诚心出售文轩名苑85平精装两室72万,文軒茗園 -开发区商圈,2室1厅 | 85平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,72,"8,471元/平"
此房格局方正，全天采光，卫生间带空气源热水器,府佑新城B区 -平泉市,3室1厅 | 99.82平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,79,"7,915元/平"
宏达山庄B区南北向毛坯两居室 可贷款,宏达山庄B区 -市区商圈,2室2厅 | 83.72平米 | 南 | 毛坯 | 高楼层(共5层)  | 板塔结合,2人关注 / 一年前发布,85,"10,153元/平"
会龙山小区，户型通透采光好  小区新物业负责好房源,会龙山庄 -市区商圈,2室1厅 | 96平米 | 南 | 毛坯 | 高楼层(共23层)  | 暂无数据,0人关注 / 2个月以前发布,86.4,"9,000元/平"
世纪城二区两室   诚意出售 带地下车位12万,世纪城二区 -市区商圈,2室1厅 | 89.9平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,9人关注 / 一年前发布,105,"11,680元/平"
此房满五唯一，楼层好，采光充足，交通便利,隆湾帝园A区 -兴隆县,2室1厅 | 77.01平米 | 南 | 毛坯 | 高楼层(共11层)  | 暂无数据,1人关注 / 一年前发布,53,"6,883元/平"
急售文轩茗园两居室简单装修 有钥匙随时看房,文軒茗園 -开发区商圈,2室2厅 | 91.6平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,90,"9,826元/平"
碧峰家园二区，大三居，采光充足，户型方正，交通便利,碧峰家园二区 -市区商圈,3室1厅 | 98平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,100,"10,205元/平"
