标题,开发商,房子信息,发布信息,售价/万,单价
景苑花园 5室2厅 南 北,景苑花园 -一号公馆,5室2厅 | 239.92平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 10天以前发布,145,"6,044元/平"
不吃差价，不收返费配套其全精装修交通便利,财西小区 -乔家金街,3室2厅 | 140平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 一年前发布,85,"6,072元/平"
有本配贷 配套齐全 环境优美 采光充足 交通方便,碧水嘉苑 -东大桥,4室2厅 | 174平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,1人关注 / 一年前发布,108,"6,207元/平"
团22经纬楼   经典侧户   交通便利,团21社区 -二旅社,2室2厅 | 91.8平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,63,"6,863元/平"
江南文殊苑 包百商圈 复式结构 急售 可议,江南文枢苑叠韵 -包钢设计院,2室2厅 | 57平米 | 南 | 简装 | 低楼层(共15层)  | 板塔结合,5人关注 / 一年前发布,70,"12,281元/平"
此套房，宽敞明亮，离哪都近，交通便利，物业责任心强,丹青苑 -106小商品城,4室2厅 | 264.2平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,7人关注 / 一年前发布,200,"7,571元/平"
恩和小区5楼带阁楼装修好位置好,恩和小区 -106小商品城,5室2厅 | 165.65平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,3人关注 / 一年前发布,141,"8,512元/平"
南北通透视野宽阔楼层好户型好经典户型一望无际,恒隆公馆 -106小商品城,3室2厅 | 177平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,0人关注 / 3个月以前发布,257,"14,520元/平"
不吃差价不收返费青年路十一街坊植物园精装修拎包入住,青年路十一号街坊 -钢三小,3室2厅 | 140.48平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,148,"10,536元/平"
不吃差价 不收返费 丹青苑 南北通透五拖六 带晒台,丹青苑 -106小商品城,3室2厅 | 203平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,154.8,"7,626元/平"
明日星城知书苑。。。。。。。。。。。。。。。,明日星城知书苑 -包钢设计院,3室2厅 | 125.25平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,86.5,"6,907元/平"
诚心出售  好地段  联排别墅    采光好,华丽家族 -友谊广场,5室3厅 | 343平米 | 南 北 | 精装 | 3层  | 暂无数据 | 联排别墅 ,1人关注 / 一年前发布,420,"12,245元/平"
警官花园五楼，位置好不临街不把边，小区配套齐全,警官花园 -106小商品城,2室2厅 | 115.26平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,94.5,"8,199元/平"
此房满五唯一，南北通透，双阳卧室，采光好,阿尔丁小区 -包头乐园,2室1厅 | 85平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,99,"11,648元/平"
赛音道4号街坊，5楼带阁楼适合人群喜欢阁楼的选择好房,赛音道4号街坊 -娜琳,5室3厅 | 128.9平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,119,"9,232元/平"
瑞星佳苑 步梯一楼 坐北朝南 精装修 看房方便交通便利,瑞星佳园 -包钢设计院,3室2厅 | 126.83平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,101.5,"8,003元/平"
知雅苑精装修五楼三室俩卫有房本空户,明日星城知雅苑 -包钢设计院,3室2厅 | 125.5平米 | 南 北 | 精装 | 高楼层(共6层)  | 平房,0人关注 / 5个月以前发布,99,"7,889元/平"
口岸小区的。团4三十五，格局很好,青年路12号街坊 -包三十五中,3室2厅 | 130.4平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,129,"9,893元/平"
滨江三期 无大税 精装三室 坐北朝南 看房方便,滨江国际三期 -包钢设计院,3室2厅 | 114.5平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,7人关注 / 一年前发布,119,"10,394元/平"
不吃差价 不收返费 丹青苑 锡华丹青苑 好楼,丹青苑 -106小商品城,5室2厅 | 260平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,220,"8,462元/平"
南北通透  位置好 楼层好 精装修  采光充足 交通便利,恒隆公馆 -106小商品城,6室2厅 | 171.32平米 | 南 北 | 简装 | 中楼层(共28层)  | 板楼,0人关注 / 一年前发布,145,"8,464元/平"
建研小区环境舒适，车位充足，南北通透标准户型。。,建研小区 -阿尔丁植物园,3室2厅 | 124平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,90,"7,259元/平"
配套齐全，出门就是万达广场，高档小区，有本无大税,丹青苑 -106小商品城,3室2厅 | 143.04平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,142,"9,928元/平"
不吃差价不收返 房间格局好，交通方便，装修好,瑞星佳园 -包钢设计院,3室2厅 | 114.1平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 一年前发布,92,"8,064元/平"
房屋采光好。楼层好。设施齐全，出行方便。,广基花园 -106小商品城,3室2厅 | 130平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,8人关注 / 一年前发布,107,"8,231元/平"
精装修   格局南北通透   出进方便,天赐新城 -二旅社,2室2厅 | 97平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 一年前发布,68,"7,011元/平"
包百商圈 各路公交车 交通便利 四通八达有本配贷,江南文枢苑二期 -包钢设计院,2室2厅 | 135平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,2人关注 / 一年前发布,139,"10,297元/平"
新星一品瑞景 精装修 双阳卧室 带地下车位 看房方便,新星壹品小区瑞景 -阿尔丁植物园,3室2厅 | 136平米 | 南 北 | 精装 | 低楼层(共12层)  | 暂无数据,10人关注 / 10个月以前发布,145,"10,662元/平"
本小区  陈鹏  为您推荐精品房源,恒大名都 -东亚,4室2厅 | 178.58平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,6人关注 / 一年前发布,128,"7,168元/平"
国际新城，景色优美，气氛安静，出行方便，适合居住,国际新城 -团结大街,5室2厅 | 163平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,12人关注 / 一年前发布,145,"8,896元/平"
南北通透格局，视野宽阔，采光充足，配套设施齐全。,海威小区五区 -海威小区,3室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,79,"6,077元/平"
昆区颐和山庄精装好房小区环境优美,颐和山庄 -海威小区,3室2厅 | 136.8平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 一年前发布,79.8,"5,834元/平"
房屋南北通透格局，精装修，视野旷阔，采光充足,海威三区 -海威小区,3室2厅 | 159.5平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,100,"6,270元/平"
海威小区   精装修   全天采光   满五唯一,海威三区 -海威小区,3室2厅 | 116.47平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 9个月以前发布,78,"6,698元/平"
海威小区四区 精装修  三居室  全天采光,海威小区四区 -海威小区,3室2厅 | 125.44平米 | 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,96.8,"7,717元/平"
通顺景中苑电梯房一楼125平米中等装修75万有本配,锦中苑 -通顺,3室2厅 | 125平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,2人关注 / 一年前发布,75,"6,000元/平"
颐和山庄，环境优美，鸟语花香，电梯高层,颐和山庄 -海威小区,3室2厅 | 118平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,3人关注 / 一年前发布,63,"5,339元/平"
富源小区 精装修 6楼带阁楼 实用面积156平,富源小区 -四角,2室1厅 | 78平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,18人关注 / 一年前发布,65,"8,334元/平"
不吃差价 不收返费科技大学 松石名第 五居室 精装修,松石名第 -内蒙古科技大学,5室2厅 | 193平米 | 南 北 | 精装 | 低楼层(共13层)  | 暂无数据,5人关注 / 一年前发布,155,"8,032元/平"
新出华发新城 一楼下跃带小院 *带感的房,华发新城 -东亚,4室3厅 | 177平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,5人关注 / 一年前发布,290,"16,385元/平"
颐和山庄.精装修.中间楼层，采光充足，视野开阔！,颐和山庄 -海威小区,3室2厅 | 127.22平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,2人关注 / 一年前发布,76,"5,974元/平"
稀有毛坯采光好交通便利高档小区南北通透好楼层,保利香槟花园 -包钢设计院,3室2厅 | 128平米 | 南 北 | 毛坯 | 低楼层(共14层)  | 板楼,13人关注 / 一年前发布,93,"7,266元/平"
龙苑小区 电梯房好楼层 户型标准 价格可议,龙苑小区 -龙苑,3室2厅 | 135平米 | 南 北 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 10个月以前发布,80,"5,926元/平"
北京华联 友谊17 精装四楼 看房议价,友谊17号社区 -昆区华联,3室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,143,"10,071元/平"
钢29  房满五唯一   视野宽阔  采光充足,钢29街坊 -包百,4室2厅 | 142.16平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,99.6,"7,007元/平"
不吃差价不收返费颐园小区  次顶楼  采光好  户型好,颐园小区 -包百,2室1厅 | 91平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,73,"8,022元/平"
不吃差价不收返费 紧挨青山路步梯楼 大三居 配套成熟,龙苑小区 -龙苑,3室2厅 | 125平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,69,"5,520元/平"
低楼层。全屋家具家电，欧式装修，拎包入住，,龙藏新城天赋苑 -乔家金街,3室2厅 | 129平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,72,"5,582元/平"
颐和山庄精装修大三居两厅一卫，电梯小区中层南北通透,颐和山庄 -海威小区,3室2厅 | 127平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,4人关注 / 一年前发布,73,"5,749元/平"
不吃差价不收返费 龙苑小区精装步梯房 无大税,龙苑小区 -龙苑,3室2厅 | 126平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,72,"5,715元/平"
海威三区精装修大三居双阳卧阳面客厅落地飘窗南北通透,海威三区 -海威小区,3室2厅 | 138.28平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,86,"6,220元/平"
不吃差价不收返费嘉园泊景湾经典复式精装修带小院,嘉园泊景湾 -甲尔坝,5室3厅 | 338平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,3人关注 / 一年前发布,380,"11,243元/平"
海威小区一区精装大三居一卫两厅，步梯六楼顶楼西户，,海威小区一区 -海威小区,3室2厅 | 118.57平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,65,"5,482元/平"
颐和山庄大三居毛坯随意装修，小区位置靠前，采光无遮,颐和山庄 -海威小区,3室2厅 | 136.15平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,2人关注 / 一年前发布,70,"5,142元/平"
欧风丽景 电梯 精装修 户型好 格局好,欧风丽景 -甲尔坝,4室2厅 | 195平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,4人关注 / 一年前发布,162,"8,308元/平"
友谊17 5楼 楼层好 南北通透 户型好,友谊17号社区 -昆区华联,2室2厅 | 108平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,97,"8,982元/平"
恒大华府A区 5室2厅 南 北,恒大华府A区 -恒大,5室2厅 | 263平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 4个月以前发布,184,"6,997元/平"
(填写内容将在外网展示给用户),海威小区六区 -海威小区,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共6层)  | 平房,0人关注 / 一年前发布,86,"7,167元/平"
富润小区 六居室 南北通透 带阁楼晒台 看房方便,富润小区 -四角,6室2厅 | 144平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,130,"9,028元/平"
阿北好房 二楼 三室两卫 装修完好 价格可议 诚意出售,阿尔丁小区 -包头乐园,3室1厅 | 85.06平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,90,"10,581元/平"
阿尔丁小区 4室3厅 精装11楼电梯房 买一得一,阿尔丁小区 -包头乐园,4室3厅 | 116.81平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据,2人关注 / 一年前发布,180,"15,410元/平"
锦尚国际，精装修，南北通透格局，视野开阔，交通便利,锦尚国际 -锦林公园,3室2厅 | 162.56平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,9人关注 / 10个月以前发布,135,"8,305元/平"
东河鹿鸣苑 精装修 采光好 地理位置优越有本,鹿鸣苑东区 -人民公园,3室2厅 | 113平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,59,"5,222元/平"
此房房主急售，房本满五，价钱可谈,顺鑫望潮苑 -南海,5室3厅 | 292平米 | 南 | 毛坯 | 3层  | 板楼 | 双拼别墅 ,3人关注 / 一年前发布,248,"8,494元/平"
电力北院，看房方便，拎包入住，采光好，,电力北院 -九星,3室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,99,"7,616元/平"
阴阳卧室中间卫生间，阳面客厅阴面厨房，标准格局。。,龙藏新城兴瑞苑 -乔家金街,2室2厅 | 138平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,60,"4,348元/平"
都市豪庭 市中电梯房 小区环境好 出行方便,都市豪庭 -包百,3室2厅 | 110平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,4人关注 / 一年前发布,120,"10,910元/平"
"底商三合一RS7,RS8,K9,价格可议，诚心出售，都有房本",锡华世纪花园 -106小商品城,1室1厅 | 320平米 | 东 西 | 简装 | 低楼层(共2层)  | 板楼,3人关注 / 一年前发布,760,"23,750元/平"
友谊24   3室  包 百 附  近   配 合看 房,友谊大街24号街坊 -昆区华联,3室1厅 | 85.25平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,50,"5,866元/平"
不吃差价不收返费三江尊园别墅区是在昆南别墅地带,三江尊园 -中建御澜世家,6室4厅 | 505平米 | 南 北 | 精装 | 3层  | 暂无数据 | 联排别墅 ,9人关注 / 一年前发布,890,"17,624元/平"
步梯4楼，户型好，地段好，蒙小北面包头首批实力住宅,香港花园 -106小商品城,4室2厅 | 230平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,5人关注 / 一年前发布,230,"10,000元/平"
不吃差价 不收返费 经典格局，南北通透，五楼带阁楼,祥和苑 -一号公馆,5室3厅 | 177平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,3人关注 / 一年前发布,146,"8,249元/平"
不吃差价不收返费 此房满5年 南北通透带阁楼 视野宽阔,景苑花园 -一号公馆,3室2厅 | 156平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,128,"8,206元/平"
价格可议...位置好.....平米大..........,万郡大都城 -万郡,3室2厅 | 340平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,6人关注 / 一年前发布,460,"13,530元/平"
中铁诺德国际 好房出售 楼层适中 采光视野好 城中草原,中国中铁诺德国际花园 -南开小学,3室2厅 | 220.55平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,221,"10,021元/平"
东海花园步梯二楼，19年部分翻新，全新家具家电都留,东海花园 -鹿港小镇,4室2厅 | 168.31平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 4个月以前发布,168,"9,982元/平"
锦绣南海城鸿龙湾唐苑 5室3厅 南 北,锦绣南海城鸿龙湾唐苑 -南海,5室3厅 | 258平米 | 南 北 | 精装 | 3层  | 暂无数据 | 联排别墅 ,4人关注 / 10个月以前发布,178,"6,900元/平"
法式装修，业主精心设计，采光好，小区环境好,中国中铁诺德国际花园 -南开小学,4室2厅 | 295平米 | 南 北 | 简装 | 中楼层(共30层)  | 板楼,15人关注 / 一年前发布,269,"9,119元/平"
标准格局，采光好，交通便利，适合陪读，新婚,少先路28号街坊 -八一公园,3室1厅 | 73.97平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,55,"7,436元/平"
恩和小区 精装 四楼 三居室 看房方便 空户 随时签约,恩和小区 -106小商品城,3室2厅 | 108.9平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 7个月以前发布,95,"8,724元/平"
诺德花苑  有房本 可以贷款  精装修,中国中铁诺德国际花园 -南开小学,5室3厅 | 306平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,5人关注 / 一年前发布,260,"8,497元/平"
四楼，精装修，房东着急出售价格可议,祥和苑 -一号公馆,2室1厅 | 115平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,108,"9,392元/平"
