标题,开发商,房子信息,发布信息,售价/万,单价
近南站，视野看湖看别墅，户型实用大五房，配套齐全,星河丹堤G区 -南站新城,5室2厅 | 124.39平米 | 南 北 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,208,"16,722元/平"
联排别墅，带地下室、带车库，业主诚售随时看房,半岛1号二期 -白云新城,5室2厅 | 287平米 | 南 北 | 毛坯 | 3层  | 塔楼 | 联排别墅 ,56人关注 / 一年前发布,320,"11,150元/平"
纯别墅社区，户型方正通透，业主诚心出售,光耀将军湖 -秋长,4室2厅 | 122.43平米 | 南 | 毛坯 | 3层  | 板塔结合 | 双拼别墅 ,3人关注 / 7个月以前发布,126,"10,292元/平"
装修边位别墅，拎包入住 四房带车位 惠城区江北,江滨华府(二手) -小金口,4室2厅 | 134.48平米 | 南 北 | 精装 | 3层  | 板塔结合 | 联排别墅 ,40人关注 / 7个月以前发布,200,"14,873元/平"
双拼别墅，私家花园，精装修，红本在手,碧桂园山河城 -三和经济开发区,4室2厅 | 228平米 | 南 | 精装 | 低楼层(共3层)  | 板塔结合,34人关注 / 一年前发布,225,"9,869元/平"
精装两房 业主急售 看房方便 配套齐全 生活便利,海伦堡院子 -水口,2室2厅 | 73平米 | 西南 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 12天以前发布,68,"9,316元/平"
满五唯一，南 北双阳台。大社区视野宽阔，采光充足,德洲中心城 -大亚湾中心区,3室1厅 | 102.9平米 | 南 北 | 毛坯 | 23层  | 板塔结合,0人关注 / 9天以前发布,80,"7,775元/平"
此房满三唯一，东南向，精装修保养得不错。视野开阔,景盛华庭 -江北,3室2厅 | 102平米 | 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 10天以前发布,133,"13,040元/平"
【惠州华贸旁】江北繁华地段！花园中间，安静舒适不吵,金宝江畔花园 -江北,4室2厅 | 118平米 | 东北 | 简装 | 8层  | 板楼,0人关注 / 7天以前发布,114.5,"9,704元/平"
此房带露台，朝北看湖，好房源，高楼层，视野好,翡翠山国际公寓 -万达,2室2厅 | 50.79平米 | 北 | 精装 | 19层  | 塔楼,0人关注 / 4天以前发布,57.5,"11,322元/平"
临莞华龙中心城业主急出售三房中,华龙中心城 -博罗临莞,3室2厅 | 102.36平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,0人关注 / 4天以前发布,78,"7,621元/平"
出门就是沙滩，业主急售价格便宜，无欠款过户方便。,融创海湾半岛 -惠东沿海,1室1厅 | 50.38平米 | 南 | 精装 | 33层  | 板塔结合,0人关注 / 5天以前发布,28,"5,558元/平"
淡水河景小3房 公园旁 商场旁 八小房,河畔城 -区政府,3室2厅 | 80.24平米 | 南 | 简装 | 8层  | 板塔结合,1人关注 / 27天以前发布,42,"5,235元/平"
百万大盘 星河湖景房 蝴蝶户型 业主急售,星河丹堤G区 -南站新城,4室2厅 | 140.31平米 | 北 | 精装 | 33层  | 板塔结合,0人关注 / 12天以前发布,206,"14,682元/平"
近南站业主急卖 户型方正 大两房 配套成熟,瑞景居 -南站新城,2室2厅 | 82.59平米 | 南 北 | 毛坯 | 低楼层(共12层)  | 板塔结合,0人关注 / 11天以前发布,75,"9,082元/平"
靓房出售，千万不能错过，你值得拥有！,山湖海上城 -惠东县城,4室2厅 | 115.02平米 | 南 | 简装 | 32层  | 板塔结合,0人关注 / 5天以前发布,70,"6,086元/平"
业主诚心出售 小区近南站 百万大盘,惠阳雅居乐花园 -南站新城,2室2厅 | 83.02平米 | 南 | 精装 | 34层  | 板塔结合,0人关注 / 13天以前发布,66,"7,950元/平"
滨源小区3房2厅，戸型方正，保养新靓，交通便利。√,滨源小区 -惠东县城,3室2厅 | 113.33平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 11天以前发布,58,"5,118元/平"
太东棕榈泉 4室2厅 东南,太东棕榈泉 -白云新城,4室2厅 | 116.57平米 | 东南 | 精装 | 32层  | 板塔结合,0人关注 / 13天以前发布,140,"12,010元/平"
临深 万城名座不靠高速 中间楼层 本红在手 急售,万城名座花园 -白云新城,2室1厅 | 76.7平米 | 东南 | 毛坯 | 32层  | 板塔结合,0人关注 / 5天以前发布,87,"11,343元/平"
旺铺转让  无欠款  长期稳定租约  急售,灿邦新天地 -灿邦,1室0厅 | 22平米 | 西南 | 毛坯 | 1层  | 板塔结合,1人关注 / 27天以前发布,61,"27,728元/平"
公园上城商铺 小户型 总价低  红本在手 自用都可,碧桂园太东公园上城一区 -灿邦,1室0厅 | 27.44平米 | 北 | 毛坯 | 32层  | 板塔结合,0人关注 / 28天以前发布,35,"12,756元/平"
爱琴海东南朝向大两房，景观开阔,碧桂园十里银滩爱琴海 -惠东沿海,2室2厅 | 92.85平米 | 东南 | 精装 | 20层  | 板塔结合,0人关注 / 17天以前发布,54,"5,816元/平"
蓝湾星宸 1室1厅 南,蓝湾星宸 -大亚湾中心区,1室1厅 | 49.24平米 | 南 | 简装 | 33层  | 板塔结合,0人关注 / 10天以前发布,28,"5,687元/平"
龙光城一房 ，户型方正，视野开阔,龙光城南一期 -龙光城,1室1厅 | 34.13平米 | 南 | 精装 | 28层  | 板塔结合,2人关注 / 10个月以前发布,34,"9,962元/平"
红色干线 环境优  美物业管理好,百万花城花园 -秋长,3室2厅 | 79平米 | 北 | 毛坯 | 9层  | 板塔结合,0人关注 / 13天以前发布,51,"6,456元/平"
听涛雅苑 1室0厅 东,听涛雅苑 -大亚湾中心区,1室0厅 | 17.46平米 | 东 | 简装 | 6层  | 板塔结合,2人关注 / 1个月以前发布,8,"4,582元/平"
历昌华庭 1室1厅 北,历昌华庭 -白云新城,1室1厅 | 57.85平米 | 北 | 毛坯 | 27层  | 板塔结合,0人关注 / 10天以前发布,52,"8,989元/平"
雍华庭  格局分布合理 通透性强，小区环境优美,雍华庭 -博罗中心区,4室2厅 | 166平米 | 南 北 | 毛坯 | 27层  | 板塔结合,0人关注 / 4天以前发布,104.5,"6,296元/平"
朝南3房，业主诚心出售，采光充足看房方便,金玉豪庭 -白云新城,3室2厅 | 84.65平米 | 南 | 其他 | 23层  | 板塔结合,0人关注 / 9天以前发布,77,"9,097元/平"
带装修，业主诚心出售，低于小区成交价,德丰凯旋城北区 -大亚湾中心区,4室2厅 | 98平米 | 南 北 | 简装 | 33层  | 板塔结合,0人关注 / 15天以前发布,86,"8,776元/平"
仅一套，李瑞林旁，70年住宅，好出租。有阳台，采光好,都市公寓 -麦地,1室1厅 | 38.76平米 | 西 | 精装 | 11层  | 板塔结合,2人关注 / 6个月以前发布,38.8,"10,011元/平"
中 心地段小社区，人民公园旁，市 政广场边，环境舒适,富景花园 -区政府,3室2厅 | 78.44平米 | 东南 南 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 10天以前发布,47,"5,992元/平"
临深精装自住三房  满五唯一诚心出售,东家华府 -白云新城,3室2厅 | 102.28平米 | 南 | 精装 | 28层  | 板塔结合,0人关注 / 1个月以前发布,123,"12,026元/平"
小区干净整洁。有停车位 业主诚心出,四海花园 -草洋新区,2室2厅 | 69.03平米 | 南 北 | 简装 | 7层  | 板塔结合,3人关注 / 3个月以前发布,28,"4,057元/平"
业主诚心出售，单价低，钥匙挂脖子上的，随时可以看房,康泰花园 -草洋新区,2室1厅 | 75.3平米 | 东 | 简装 | 6层  | 板楼,0人关注 / 2个月以前发布,35,"4,649元/平"
户型方正，总价低，实用面积多。,光耀将军湖 -秋长,4室2厅 | 122平米 | 南 | 简装 | 3层  | 板塔结合 | 联排别墅 ,0人关注 / 29天以前发布,150,"12,296元/平"
城市山麓精装3加1房 看花园，装修成本高,城市山麓 -博罗中心区,3室2厅 | 136平米 | 南 | 精装 | 30层  | 板塔结合,0人关注 / 21天以前发布,97,"7,133元/平"
奥园隆基绿洲花园 2室2厅 南 北,奥园隆基绿洲花园 -万达,2室2厅 | 69.48平米 | 南 北 | 精装 | 22层  | 塔楼,0人关注 / 22天以前发布,75,"10,795元/平"
德洲城三、四期 3室2厅 南,德洲城三、四期 -西区新寮,3室2厅 | 89平米 | 南 | 精装 | 24层  | 塔楼,2人关注 / 19天以前发布,103,"11,574元/平"
户型漂亮    复式楼   5房,龙湾新城 -博罗临莞,5室2厅 | 143.1平米 | 东南 | 其他 | 高楼层(共23层)  | 暂无数据,0人关注 / 7个月以前发布,138,"9,644元/平"
新社区，实验 中 学，高楼层，精装修，户型方正。,十月花花园 -大亚湾中心区,4室2厅 | 119.55平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,118,"9,871元/平"
德洲城六期（二手） 2室2厅 南,德洲城六期（二手） -西区新寮,2室2厅 | 78平米 | 南 | 精装 | 25层  | 塔楼,0人关注 / 1个月以前发布,105,"13,462元/平"
房子户型好，高楼层，随时可签。。。...,壹方天第 -白云新城,4室2厅 | 121.5平米 | 南 | 其他 | 34层  | 板塔结合,0人关注 / 1个月以前发布,144,"11,852元/平"
房子是看湖景，景观好，户型很好,翡翠山国际公寓 -万达,2室1厅 | 58.81平米 | 南 | 其他 | 25层  | 板塔结合,0人关注 / 5个月以前发布,80,"13,604元/平"
板樟岭岭森林公园旁，精装户型，业主诚心出售,新园华府二期 -比亚迪商圈,3室2厅 | 118.18平米 | 南 | 精装 | 24层  | 板塔结合,18人关注 / 一年前发布,104,"8,801元/平"
南站新城，政务片区，花样年别样城五期，精装三房,花样年别样城五期 -新行政区,3室1厅 | 74.03平米 | 东 | 精装 | 32层  | 板塔结合,16人关注 / 一年前发布,78,"10,537元/平"
"比亚迪商圈,精装两房,即买即住.",新园华府二期 -比亚迪商圈,2室2厅 | 78.4平米 | 南 | 简装 | 18层  | 板塔结合,9人关注 / 一年前发布,75,"9,567元/平"
江湾公馆二期  入11小  方直广场 带入户花园,江湾公馆二期 -河南岸,3室2厅 | 115.98平米 | 南 | 毛坯 | 中楼层(共30层)  | 塔楼,0人关注 / 5天以前发布,220,"18,969元/平"
业主急 售 灿邦商圈旁 119平南北通精装四房2卫,十月花花园 -大亚湾中心区,4室2厅 | 119.56平米 | 南 北 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 8天以前发布,133,"11,125元/平"
星河丹堤V区 南北通透五房 银行无抵押 看花园,星河丹堤V区 -南站新城,5室2厅 | 125.53平米 | 南 北 | 毛坯 | 34层  | 板塔结合,0人关注 / 4天以前发布,248,"19,757元/平"
花苑综合大楼 3室1厅 南,花苑综合大楼 -麦地,3室1厅 | 111.94平米 | 南 | 其他 | 7层  | 塔楼,0人关注 / 3天以前发布,55,"4,914元/平"
低楼层，看房方便，房子视野好，有大平台。,惠阳雅居乐花园 -南站新城,3室2厅 | 118.73平米 | 南 北 | 精装 | 34层  | 板塔结合,0人关注 / 5天以前发布,110,"9,265元/平"
采光好，视野看园林，安静适合居住,中锴·华章 -河南岸,5室2厅 | 172.78平米 | 东南 | 毛坯 | 高楼层(共25层)  | 塔楼,0人关注 / 30天以前发布,325,"18,811元/平"
麦兴新苑（五中隔壁）精装三房 诚意出售,麦兴新苑 -麦地,3室1厅 | 87平米 | 北 | 简装 | 8层  | 板塔结合,0人关注 / 16天以前发布,69,"7,932元/平"
全新精装修 带大平台 大三房朝南,河滨华苑 -开城大润发,3室1厅 | 110.01平米 | 南 北 | 其他 | 11层  | 板塔结合,0人关注 / 17天以前发布,143,"12,999元/平"
金湾花园 惠亚医院旁 复式 户型方正 使用率高,金湾花园 -大亚湾中心区,3室1厅 | 109.85平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 6天以前发布,84.5,"7,693元/平"
业主换房急售  宽阔大阳台  视野开阔  婚房满五不欠款,花样年别样城二期 -新行政区,3室2厅 | 95.16平米 | 西南 | 精装 | 33层  | 板塔结合,0人关注 / 5天以前发布,96,"10,089元/平"
临深看河景三居，中间楼层，满五唯一无欠款,秋谷康城 -龙光城,3室2厅 | 93.84平米 | 北 | 毛坯 | 22层  | 板塔结合,0人关注 / 6天以前发布,92.8,"9,890元/平"
真临深，近沙田地铁站，九洲 大社区 大阳台，淡水河,九洲玉带湾 -白云新城,4室2厅 | 107.36平米 | 南 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,150,"13,972元/平"
高铁物业、星河社区、东边户东南朝向业主诚心出售,星河丹堤G区 -南站新城,3室2厅 | 98平米 | 东南 | 简装 | 34层  | 板塔结合,0人关注 / 13天以前发布,165,"16,837元/平"
翡翠山城君御 3室2厅 南,翡翠山城君御 -万达,3室2厅 | 119.11平米 | 南 | 简装 | 33层  | 板塔结合,0人关注 / 5天以前发布,185,"15,532元/平"
翡翠山板楼大三房，中高楼层看园林泳池景观，很哇塞的,翡翠山城君御 -万达,3室2厅 | 119平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 5天以前发布,178,"14,958元/平"
东方新城 带装修 3房 随时看房 大面积,东方新城 -秋长,3室1厅 | 135平米 | 南 | 其他 | 22层  | 板塔结合,0人关注 / 8天以前发布,129,"9,556元/平"
真临深，近沙田地铁站，九洲 大社区 大阳台，河景,九洲玉带湾 -白云新城,5室2厅 | 119.36平米 | 南 | 毛坯 | 33层  | 板塔结合,0人关注 / 2天以前发布,155,"12,986元/平"
中间楼层 南北通透 大三房 精装修,碧翠园 -开城大润发,3室1厅 | 106.37平米 | 南 北 | 精装 | 21层  | 塔楼,0人关注 / 5天以前发布,109,"10,248元/平"
中间楼层，采光好，视野开阔，看整个小区花园。,阳光城二期 -白云新城,3室1厅 | 82.82平米 | 南 | 毛坯 | 31层  | 塔楼,0人关注 / 5天以前发布,120,"14,490元/平"
南北通，中间楼层，原值高无个税,嘉霖骏禧一期 -比亚迪商圈,4室2厅 | 108.46平米 | 南 北 | 毛坯 | 32层  | 板塔结合,0人关注 / 6天以前发布,109,"10,050元/平"
福德居-万达旁标准三房 朝南无遮挡,福德居 -万达,3室1厅 | 136.94平米 | 南 | 毛坯 | 9层  | 塔楼,0人关注 / 4天以前发布,90,"6,573元/平"
康汇花园 5室2厅 北,康汇花园 -大亚湾中心区,5室2厅 | 239.46平米 | 北 | 简装 | 12层  | 塔楼,0人关注 / 15天以前发布,160,"6,682元/平"
福德居-大亚湾万达广场旁，业主急售！,福德居 -万达,3室2厅 | 136.94平米 | 南 | 毛坯 | 9层  | 板塔结合,0人关注 / 4天以前发布,90,"6,573元/平"
翡翠山君御 无欠款 美女业主 前排看别墅 视野好,翡翠山城君御 -万达,3室2厅 | 105.84平米 | 南 | 精装 | 34层  | 板塔结合,0人关注 / 7天以前发布,165,"15,590元/平"
真临深，近沙田地铁站，九洲 大社区 大阳台，淡水河,九洲玉带湾 -白云新城,3室2厅 | 86.82平米 | 南 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,130.23,"15,001元/平"
万达隔壁.小区出门20米到达东联菜市场.,阳光圣菲 -万达,3室2厅 | 87.25平米 | 东北 | 精装 | 33层  | 板塔结合,0人关注 / 5天以前发布,110,"12,608元/平"
滨海公园旁 小桂绿道 亚迪二村,亚迪二村二区 -澳头,4室2厅 | 130.4平米 | 南 北 | 精装 | 32层  | 板塔结合,0人关注 / 5天以前发布,111.3,"8,536元/平"
真临深，近沙田地铁站，九洲 大平层 大阳台，淡水河,九洲玉带湾 -白云新城,4室2厅 | 153.81平米 | 南 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,195,"12,678元/平"
此房红本在手 精装两房 朝南，看花园 ，业主诚心卖,东部阳光花园 -万达,2室2厅 | 76.75平米 | 东南 | 精装 | 31层  | 塔楼,0人关注 / 7天以前发布,100,"13,030元/平"
真临深，近沙田地铁站，九洲 大社区 大阳台，淡水河,九洲玉带湾 -白云新城,3室2厅 | 86.82平米 | 南 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,130.23,"15,001元/平"
翡翠山君御 无欠款 美女业主 前排看别墅 视野好,翡翠山城君御 -万达,3室2厅 | 105.84平米 | 南 | 精装 | 34层  | 板塔结合,0人关注 / 7天以前发布,165,"15,590元/平"
户型方正3房实用朝南采光通风很好社区配套成熟,翡翠香缇 -仲恺,3室2厅 | 92平米 | 南 | 其他 | 低楼层(共30层)  | 塔楼,0人关注 / 2天以前发布,73,"7,935元/平"
临深200小区中间楼栋，南向大四房，楼层视野好,龙光城北十一期 -龙光城,4室1厅 | 109.3平米 | 南 | 精装 | 32层  | 板塔结合,0人关注 / 1天以前发布,151,"13,816元/平"
稀罕湖景房 金山湖国墅园 毛坯 大三房 随时看房方便,金山湖国墅园 -河南岸,3室2厅 | 118平米 | 东南 | 毛坯 | 高楼层(共17层)  | 板塔结合,0人关注 / 6天以前发布,100,"8,475元/平"
原购价高，无个税，急卖，急卖，旁边大亚湾儿童公园,御蓝湾花园 -万达,4室1厅 | 102.05平米 | 南 北 | 毛坯 | 18层  | 板塔结合,0人关注 / 4天以前发布,98,"9,604元/平"
华泓星岸城精装修拎包入住，南向可看江景！,华泓星岸城 -博罗中心区,4室2厅 | 92.63平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 3天以前发布,82,"8,853元/平"
滨海公园旁 小桂绿道 亚迪二村,亚迪二村二区 -澳头,4室2厅 | 130.4平米 | 南 北 | 精装 | 32层  | 板塔结合,0人关注 / 5天以前发布,111.3,"8,536元/平"
北欧风格，好房子，鸿润叠韵，诚意出售,鸿润·叠韵 -河南岸,3室2厅 | 141.57平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 6天以前发布,178,"12,574元/平"
碧桂园 顶楼复式、视野好 依山傍水、税费少,碧桂园山河城 -三和经济开发区,5室2厅 | 191.12平米 | 北 | 精装 | 17层  | 板塔结合,1人关注 / 7天以前发布,150,"7,849元/平"
小区绿化好，安静舒适，经典户型 业主诚心出售,新华联广场 -大亚湾中心区,2室2厅 | 100平米 | 南 | 其他 | 32层  | 板塔结合,1人关注 / 一年前发布,101,"10,100元/平"
