标题,开发商,房子信息,发布信息,售价/万,单价
格局好，楼层好，视野宽阔，采光充足,光华佳苑 -大中大,3室2厅 | 132.55平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 29天以前发布,77.8,"5,870元/平"
八里湖市政旁金鹏城小户型出售直接拎包入住,九江金鹏城 -八里湖,2室1厅 | 78平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 6天以前发布,78,"10,000元/平"
姚家洼楼层好，视野好，采光很好，也没遮挡,新村大道100弄 -甘棠公园,3室2厅 | 83.76平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 2天以前发布,66,"7,880元/平"
房子楼层好 正规两房  视野开阔  配套齐全  出行方便,联盛十里老街 -十里,2室2厅 | 82.78平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板塔结合,0人关注 / 7天以前发布,52,"6,282元/平"
业主精装自住，保养如新，可拎包入住，免增值税！！！,诚盛御景 -快乐城,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 5天以前发布,96,"10,106元/平"
和睦苑 2室2厅 南 北,和睦苑 -和中广场,2室2厅 | 85平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 3天以前发布,86,"10,118元/平"
柴桑春天二区大三房，房东诚心出售。,柴桑春天二区 -快乐城,3室2厅 | 142平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,0人关注 / 3天以前发布,131,"9,226元/平"
广隆·星澜湾 3室2厅 南 北,广隆·星澜湾 -新桥头,3室2厅 | 115平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 7天以前发布,105,"9,131元/平"
保利庐山林语 庐山御府 洋房三室 震撼出售,保利庐山林语 -南山,3室2厅 | 112.84平米 | 南 | 毛坯 | 低楼层(共9层)  | 暂无数据,0人关注 / 6天以前发布,79.8,"7,072元/平"
十里南山公园旁   原房东简单装修  2房 采光好,仪表厂东区 -十里,2室1厅 | 62.27平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 16天以前发布,30,"4,818元/平"
万达商圈出行购物方便 简装大两房,竹苑 -万达,2室1厅 | 74平米 | 东南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 10天以前发布,45,"6,082元/平"
兵马垄公寓 不动产证在手 35万买2房,兵马垄西路市容局宿舍 -瑞昌市,2室2厅 | 70.74平米 | 南 | 简装 | 高楼层(共4层)  | 暂无数据,5人关注 / 一年前发布,32.5,"4,595元/平"
美日阳光花园 2室1厅 南,美日阳光花园 -万达,2室1厅 | 55.52平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,8人关注 / 8个月以前发布,23.8,"4,287元/平"
紧靠九方购物商圈，三房户型，保利央企品牌，中航物业,保利中航城三期 -八里湖,3室2厅 | 110平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,108.5,"9,864元/平"
湖滨 中间好楼层 土地出让 钥匙在手,湖滨小区南区 -湖滨,2室1厅 | 65.99平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,103,"15,609元/平"
长虹大道边上，户型好，楼层好，视野好,长虹现代城 -万达,3室2厅 | 105.05平米 | 南 | 毛坯 | 高楼层(共12层)  | 板楼,0人关注 / 3个月以前发布,55,"5,236元/平"
新桥头 九龙广场 六中旁 精装修拎包入住,前纬路26号 -新桥头,2室2厅 | 90平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,50,"5,556元/平"
业主诚心出售，看房方便，业主随时可面谈,美的国宾府 -柴桑区,3室2厅 | 124.17平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板楼,3人关注 / 9个月以前发布,86,"6,926元/平"
此房已满二年，楼层好，阳光好，户型方正,瑞景新城 -柴桑区,2室2厅 | 83.23平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,45.5,"5,467元/平"
鹤问湖壹号 毛坯房 一楼，诚心出售，看房方便，户型好,鹤问湖壹号 -开发区,3室2厅 | 92.89平米 | 南 | 毛坯 | 低楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,74,"7,967元/平"
碧桂园江州府带车位诚心出售，楼层好，阳光好,碧桂园江州府 -八里湖,3室2厅 | 143平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板楼,0人关注 / 1个月以前发布,155,"10,840元/平"
带露台 看中价钱可以谈  诚心出售,美日阳光花园 -万达,3室2厅 | 130.38平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,85,"6,520元/平"
万达商圈好房出售，，看房方便，，交通便利,理想家园 -万达,3室2厅 | 117平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 30天以前发布,119,"10,171元/平"
南山公园 精致装修 复式楼 诚心出售,南山名苑 -南山,6室1厅 | 210平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 29天以前发布,248,"11,810元/平"
火车站旁 新纪元小区精装三房 采光好,新纪元小区 -万达,3室2厅 | 135.75平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,68,"5,010元/平"
叠墅精装修拎包入住，一楼喝茶聚餐，二楼客厅卧室,怡景花园 -柴桑区,3室2厅 | 100.86平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 31天以前发布,260,"25,779元/平"
诚意出售   楼层视野好  小区绿化好,国颐·颐年城 -南山,3室2厅 | 130平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 31天以前发布,135,"10,385元/平"
奥林匹克花园，一楼带院子，房东急售,中体奥林匹克花园 -八里湖,4室2厅 | 146.5平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 29天以前发布,215,"14,676元/平"
联泰万泰城现房四居室 通透户型 采光视野好,联泰·万泰城一期 -快乐城,4室2厅 | 137.96平米 | 南 | 精装 | 33层  | 板塔结合,0人关注 / 25天以前发布,170,"12,323元/平"
房子满五唯一，带大露台，原房东精装。,新湖庐山国际 -万达,3室2厅 | 115平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 28天以前发布,180,"15,653元/平"
万达旁央企楼盘 大三房洋房3开间朝南,保利壹号公馆 -万达,4室2厅 | 120平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,0人关注 / 22天以前发布,115,"9,584元/平"
御江一品 凤凰层，看江看湖，全天阳光。满2年！,御江一品 -白水湖,3室2厅 | 105平米 | 东南 南 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 28天以前发布,95,"9,048元/平"
诚心出售 通透户型 采光视野好 配套设施齐全,信华城市花园一期 -大中大,3室2厅 | 136.69平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 24天以前发布,95,"6,951元/平"
南北通透 全明户型 阳光很好 装修好 拎包入住,中房浔阳城 -大中大,4室2厅 | 116.96平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 27天以前发布,129,"11,030元/平"
"三里街旁,大四房 ,大客厅 精装,拎包入住",名仕苑 -白水湖,4室2厅 | 139平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,0人关注 / 24天以前发布,85,"6,116元/平"
庐山御府毛坯大四房诚心出售，看房请联系维护人。,俊怡庐山御府 -南山,4室2厅 | 132平米 | 南 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 27天以前发布,91,"6,894元/平"
配套齐全，两大公园，品质住宅，匠心巨献，楼栋位置好,保利▪八里翡翠 -柴桑区,4室2厅 | 123.6平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 24天以前发布,83,"6,716元/平"
八里湖大道九颂山河博园精装3房南向带家具家电,九颂山河博园 -柴桑区,3室2厅 | 97.53平米 | 南 北 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 20天以前发布,68,"6,973元/平"
庐峰小区 环境好 位置佳 看房方便 诚心出售,庐峰小区 -白水湖,3室2厅 | 147.17平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 29天以前发布,86,"5,844元/平"
美的天铂湾 南北通透 户型好 房东诚心出售,美的天铂湾 -大中大,4室2厅 | 139平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板楼,0人关注 / 29天以前发布,132,"9,497元/平"
房东诚心出售，带阳光房，户型端正，精装房,香榭丽都 -莲花,3室2厅 | 122平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 20天以前发布,65,"5,328元/平"
户型合适 刚需必看 房东自装20W＋,中茂铂宫 -万达,3室2厅 | 108平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 22天以前发布,104,"9,630元/平"
九悦庭好房 诚心出售 楼层好 看房方便 户型方正公摊小,远洲·九悦廷 -万达,3室2厅 | 116平米 | 南 | 毛坯 | 中楼层(共7层)  | 板塔结合,1人关注 / 21天以前发布,138.8,"11,966元/平"
是顶楼复式楼 大面积 精装修三房 婚房装修,步红花园东区 -快乐城,4室2厅 | 151平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 20天以前发布,74.5,"4,934元/平"
复式通透大户型 公摊小 得房率高 交通便利,阳光锦城 -快乐城,5室3厅 | 198.43平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 26天以前发布,119,"5,998元/平"
楼层很好 视野开阔   户型方正,长虹大厦 -和中广场,3室2厅 | 159.28平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 23天以前发布,149,"9,355元/平"
阳光国际 好户型 好楼层 带车位 诚心出售,阳光国际(浔阳区) -湖滨,4室2厅 | 144.5平米 | 南 北 | 简装 | 高楼层(共33层)  | 塔楼,0人关注 / 20天以前发布,275,"19,032元/平"
信华城市花园 位置好 采光好 诚心出售,信华城市花园一期 -大中大,4室2厅 | 108平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 29天以前发布,88,"8,149元/平"
九江发电厂生活区 3室2厅 南 北,九江发电厂生活区 -莲花,3室2厅 | 113平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 25天以前发布,49,"4,337元/平"
快乐城商圈通透格局 视野开阔 采光充足,九江移动宿舍 -快乐城,3室2厅 | 134平米 | 南 | 精装 | 高楼层(共6层)  | 平房,0人关注 / 30天以前发布,102,"7,612元/平"
房东诚心卖.价格美丽.全湖景房源,九江金鹏城 -八里湖,4室1厅 | 139.5平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 26天以前发布,165,"11,828元/平"
万达华府原房东精装 南北通透保养好,万达华府c区 -万达,4室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 22天以前发布,119,"9,917元/平"
金鹏城 八里湖新区 毛坯 小区环意好，人车分流,九江金鹏城 -八里湖,4室2厅 | 143.99平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 29天以前发布,145,"10,071元/平"
"庐山国际电梯洋房,带车位出售 装修花了30万",新湖庐山国际 -万达,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,1人关注 / 19天以前发布,145,"12,084元/平"
南山公园旁 极地盛世名都 大平层 采光好 房东诚售！,极地·盛世名都 -南山,4室2厅 | 167.85平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 暂无数据,1人关注 / 29天以前发布,200,"11,916元/平"
新湖·柴桑春天三区 5室2厅 南,新湖·柴桑春天三区 -快乐城,5室2厅 | 103平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 26天以前发布,129.8,"12,602元/平"
宇龙湖畔花园办公装修，精装出售，看房方便,宇龙湖畔花园 -八里湖,4室2厅 | 152平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 24天以前发布,350,"23,027元/平"
房型好 看房方便    拎包入住,龙鑫花园A区 -万达,3室2厅 | 115.5平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 29天以前发布,69.5,"6,018元/平"
房东诚意出售，新小区，人车分流，环境优美，,通源·柴桑郡 -柴桑区,4室2厅 | 140.95平米 | 南 北 | 其他 | 低楼层(共11层)  | 板塔结合,0人关注 / 21天以前发布,76,"5,392元/平"
宇龙湖畔花园办公装修，精装出售，看房方便,宇龙湖畔花园 -八里湖,4室2厅 | 152平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 24天以前发布,350,"23,027元/平"
中梁首府，近学府，大平层四开间朝南户型,中梁首府 -八里湖,4室2厅 | 161平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 22天以前发布,213,"13,230元/平"
阳光国际  此房豪  装三房 房东一天未住 诚心出售,阳光国际(浔阳区) -湖滨,3室2厅 | 119平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 30天以前发布,219,"18,404元/平"
前看湖后看江 实际使用大面积4房,九悦湾一期 -新桥头,3室2厅 | 118平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,0人关注 / 18天以前发布,75,"6,356元/平"
地段成熟，交通便利  户型方正，总价低 看房方便,园艺小区 -八里湖,3室2厅 | 108.44平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,0人关注 / 17天以前发布,53.8,"4,962元/平"
房子实在，价格实惠，地段好，阳光充足,园艺小区 -八里湖,4室2厅 | 138.92平米 | 南 | 毛坯 | 高楼层(共7层)  | 板塔结合,0人关注 / 19天以前发布,77,"5,543元/平"
九江财经学院宿舍楼 3室2厅 南,九江财经学院宿舍楼 -湖滨,3室2厅 | 112.34平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 19天以前发布,165,"14,688元/平"
戛纳小镇的房子，业主诚心出售，户型方正，小三房户型,戛纳小镇 -十里,3室2厅 | 117.18平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板塔结合,0人关注 / 13天以前发布,98,"8,364元/平"
中间位置，小高层高楼，阳光视野好，适合居住,国豪水岸城 -开发区,3室2厅 | 87平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 13天以前发布,80,"9,196元/平"
地段成熟   交通便利  户型方正，诚心出售，看房方便,园艺小区 -八里湖,2室2厅 | 72.62平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,0人关注 / 17天以前发布,36.8,"5,068元/平"
房子的在城边，也很方便，采光好毛胚房,园艺小区 -八里湖,4室2厅 | 155.85平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,84,"5,390元/平"
老滨江花园 南北通透 看房方便,滨江路10号区滨江花园 -九华门,2室2厅 | 79.97平米 | 南 北 | 简装 | 高楼层(共7层)  | 平房,0人关注 / 13天以前发布,57.6,"7,203元/平"
楼层好，可柃包入住，交通便利。,大桥社区 -莲花,2室1厅 | 70平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 12天以前发布,32,"4,572元/平"
此房位置好，人车分流。户型方正,中辉国际一期 -柴桑区,3室2厅 | 102平米 | 东南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 12天以前发布,85,"8,334元/平"
双语片区  观澜盛世   湖景房   精装拧包入住,观澜盛世 -开发区,3室2厅 | 131平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 14天以前发布,110,"8,397元/平"
房子在中间楼层视野好简装，看房方便,亿达蓝湾 -开发区,3室2厅 | 86.9平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 15天以前发布,78.5,"9,034元/平"
中辉世纪城 2室2厅 南,中辉世纪城 -万达,2室2厅 | 91.57平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,0人关注 / 11天以前发布,80,"8,737元/平"
楼层好，采光好，地段好，适合居住,中山路商品街 -甘棠公园,2室1厅 | 85平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 13天以前发布,60,"7,059元/平"
此房满五不唯一交通便利太阳好无遮挡,二马路54号 -新桥头,3室2厅 | 79.93平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 11天以前发布,40,"5,005元/平"
地段成熟，户型方正，采光充足，急卖，总价低,园艺小区 -八里湖,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共8层)  | 板塔结合,0人关注 / 16天以前发布,55.8,"5,073元/平"
慧龙国际70年产权复式楼诚心出售。,慧龙国际 -十里,2室1厅 | 58平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,0人关注 / 10天以前发布,48,"8,276元/平"
满五唯一  位置楼层好  拎包入住  绿城物业,柴桑春天二区 -快乐城,2室1厅 | 60平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 10天以前发布,91,"15,167元/平"
西郊花园，优质好房，诚心出售，户型好，格局好,信华西郊花园 -新桥头,3室2厅 | 130.8平米 | 北 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 14天以前发布,79.8,"6,101元/平"
高铁新区，普天名郡，大三房两厅两卫。,普天铭郡 -柴桑区,3室2厅 | 128.75平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 15天以前发布,52,"4,039元/平"
满五唯一户型方正精装三房交通便利,天翼景城 -开发区,3室2厅 | 114平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 10天以前发布,108,"9,474元/平"
恒大江湾珑庭 快乐城 九龙广场商圈小区人车分流,恒大江湾珑庭 -开发区,3室2厅 | 89平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 10天以前发布,73.8,"8,293元/平"
房东急卖。恒大御景开发商精装修，,恒大御景 -万达,2室2厅 | 91.5平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 10天以前发布,83.8,"9,159元/平"
电梯洋房拎包入住，通透户型，大三室采光好视野开阔,凯旋城西区 -柴桑区,3室2厅 | 123平米 | 南 北 | 简装 | 低楼层(共11层)  | 板塔结合,0人关注 / 15天以前发布,57.9,"4,708元/平"
