标题,开发商,房子信息,发布信息,售价/万,单价
东站旁 梧桐邑满二税低 双阳双卫全明通透户型,华鹏梧桐邑 -东站,4室2厅 | 117.07平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 5天以前发布,68,"5,809元/平"
万达畔 宜昌碧桂园 江南五龙大洋房,宜昌碧桂园观澜 -点军区,3室2厅 | 117.65平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,98,"8,330元/平"
江南朱市街 URD那溪谷满二 好楼层小三房毛坯诚意出售,江南URD那溪谷 -点军区,3室2厅 | 96.31平米 | 南 | 毛坯 | 中楼层(共30层)  | 暂无数据,0人关注 / 6个月以前发布,63,"6,542元/平"
宜昌碧桂园泊林边户大四房，价格美丽税费低。,宜昌碧桂园 -点军区,4室2厅 | 138.89平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 6个月以前发布,96,"6,912元/平"
维多利亚正规三房，户型方正，价格美丽。,维多利亚港湾 -点军区,3室2厅 | 121.41平米 | 东南 | 毛坯 | 低楼层(共30层)  | 板塔结合,1人关注 / 9个月以前发布,82,"6,754元/平"
江南朱市街 URD那溪谷满二 好楼层小三房毛坯诚意出售,江南URD那溪谷 -点军区,3室2厅 | 96.31平米 | 南 | 毛坯 | 中楼层(共30层)  | 暂无数据,0人关注 / 6个月以前发布,63,"6,542元/平"
万达畔 宜昌碧桂园 江南五龙大洋房,宜昌碧桂园观澜 -点军区,3室2厅 | 117.65平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,98,"8,330元/平"
户型方正 大阳台设计  毛坯三室 可以随意装修,保利时代 -东山开发区,3室2厅 | 119.08平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,96.9,"8,138元/平"
胜利四路11号 2室1厅 南,胜利四路11号 -解放路,2室1厅 | 83.09平米 | 南 | 简装 | 低楼层(共8层)  | 暂无数据,1人关注 / 11个月以前发布,71,"8,545元/平"
五一广场    精装修小三房  保持的很新,东郡A区 -五一广场,3室2厅 | 84.8平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,13人关注 / 6个月以前发布,68,"8,019元/平"
全新精装大两房，婚房不二选择，拎包入住,平湖天下尊峪 -夷陵区,2室2厅 | 90.03平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,8人关注 / 一年前发布,56.8,"6,310元/平"
137平经典户型，格局好，采光好，满二，带车位,钓鱼台二号 -夷陵区,3室2厅 | 136.87平米 | 东南 南 | 毛坯 | 高楼层(共30层)  | 板楼,0人关注 / 一年前发布,92,"6,722元/平"
清江润城四期 2室2厅 南 北,清江润城四期 -夷陵区,2室2厅 | 80.6平米 | 南 北 | 精装 | 低楼层(共30层)  | 板塔结合,1人关注 / 7个月以前发布,59.9,"7,432元/平"
国宾一号 湖景两房  诚心出售,国宾一号A区 -夷陵区,2室2厅 | 90.72平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,8人关注 / 8个月以前发布,58,"6,394元/平"
此房在长江市场地段；出行方便；不管是宜昌；,湖光二巷72号 -夷陵区,3室1厅 | 100.82平米 | 南 | 简装 | 低楼层(共4层)  | 板楼,1人关注 / 6个月以前发布,49.8,"4,940元/平"
中南路商圈，大三房业主诚心出售,上上城壹号院 -中南路,3室1厅 | 137.17平米 | 东南 | 毛坯 | 高楼层(共29层)  | 平房,0人关注 / 1个月以前发布,114,"8,311元/平"
胜利三路 蓝色经典小区新整改 停车物业便宜 钥匙房,蓝色经典小区 -万达,3室2厅 | 136.67平米 | 东南 | 精装 | 低楼层(共11层)  | 板楼,4人关注 / 7个月以前发布,110,"8,049元/平"
嘉豪城133平 大三房 仅售61万,嘉豪城 -夷陵区,3室1厅 | 133.62平米 | 东南 | 毛坯 | 高楼层(共11层)  | 板塔结合,9人关注 / 8个月以前发布,61,"4,566元/平"
：此房满五年，后期费用低，地段好，交通生活便利。,东方名都 -五一广场,3室1厅 | 140平米 | 东南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,110,"7,858元/平"
碧桂园豪庭 3室1厅 南,碧桂园豪庭 -点军区,3室1厅 | 119.19平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,100,"8,390元/平"
：简装，三室两厅，视野开阔，采光通风好，随时看房,桂苑小区 -兴山县,3室2厅 | 106平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,63.8,"6,019元/平"
东郡A区 精装两房 采光很好 家具齐全,东郡A区 -五一广场,2室2厅 | 81.21平米 | 南 | 精装 | 高楼层(共28层)  | 板楼,5人关注 / 5个月以前发布,58,"7,142元/平"
大三室两厅两卫，地理位置优越。,梅苑小区 -兴山县,3室2厅 | 118.76平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,68,"5,726元/平"
碧桂园泊林纯毛坯别墅，花园面积两百多平，诚心出售。,宜昌碧桂园别墅区泊林五街 -点军区,5室3厅 | 238.97平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,1人关注 / 5个月以前发布,400,"16,739元/平"
江南奥体一中旁 碧桂园御园 三大航空学院老年大学,碧桂园御园 -点军区,3室2厅 | 103.65平米 | 南 | 精装 | 高楼层(共34层)  | 暂无数据,1人关注 / 8个月以前发布,70,"6,754元/平"
运河公园旁运河佳苑125平大三房  满五随时看房,运河佳苑 -体育场,3室2厅 | 124.67平米 | 南 北 | 精装 | 低楼层(共28层)  | 板塔结合,3人关注 / 一年前发布,115,"9,225元/平"
保利时代精装三房轻奢全新满二拎包入住随时看房,保利时代 -东山开发区,3室2厅 | 112.37平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,107.5,"9,567元/平"
清江尚玲珑小三房，通风采光好，生活出行方便,清江尚玲珑 -中南路,2室2厅 | 89.57平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,85,"9,490元/平"
弘洋新都汇 3室2厅 南,弘洋新都汇 -夷陵区,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 7天以前发布,90,"7,200元/平"
宜化·巴黎香颂 3室2厅 东南,宜化·巴黎香颂 -中南路,3室2厅 | 113平米 | 东南 | 毛坯 | 低楼层(共31层)  | 暂无数据,0人关注 / 15天以前发布,108,"9,558元/平"
山庄路老火车站旁 简装  有钥匙 95年可贷款 一楼,山庄路社区 -体育场,2室1厅 | 83.51平米 | 东 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,53,"6,347元/平"
东辰心语 毛坯大两房 满二年产权清晰 业主随时可签,东辰心语 -中南路,2室1厅 | 82.98平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,3人关注 / 8个月以前发布,57,"6,870元/平"
宜化新天地  精装两房  品质家电  拎包入住  满两年,宜化新天地 -中南路,2室2厅 | 83.51平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,1人关注 / 7个月以前发布,71,"8,502元/平"
水悦城  保利时代旁毛胚小两房 首付两成 总价低,清风華園 -东山开发区,2室2厅 | 89.32平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,2人关注 / 一年前发布,66.6,"7,457元/平"
此房是本小区内单价比较低的一套房子 随时看房,中国核建二二公司小区 -夷陵区,2室2厅 | 61.88平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 7个月以前发布,26,"4,202元/平"
精装大两房，满二税低，拎包入住,江山多娇三期 -五一广场,2室2厅 | 89.24平米 | 东南 | 精装 | 中楼层(共24层)  | 板楼,10人关注 / 5个月以前发布,77,"8,629元/平"
水悦城  保利时代旁毛胚小两房 首付两成 总价低,清风華園 -东山开发区,2室2厅 | 89.32平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,2人关注 / 一年前发布,66.6,"7,457元/平"
东辰心语 毛坯大两房 满二年产权清晰 业主随时可签,东辰心语 -中南路,2室1厅 | 82.98平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,3人关注 / 8个月以前发布,57,"6,870元/平"
宜化新天地  精装两房  品质家电  拎包入住  满两年,宜化新天地 -中南路,2室2厅 | 83.51平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,1人关注 / 7个月以前发布,71,"8,502元/平"
山庄路老火车站旁 简装  有钥匙 95年可贷款 一楼,山庄路社区 -体育场,2室1厅 | 83.51平米 | 东 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,53,"6,347元/平"
清江尚玲珑小三房，通风采光好，生活出行方便,清江尚玲珑 -中南路,2室2厅 | 89.57平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,85,"9,490元/平"
宜化·巴黎香颂 3室2厅 东南,宜化·巴黎香颂 -中南路,3室2厅 | 113平米 | 东南 | 毛坯 | 低楼层(共31层)  | 暂无数据,0人关注 / 15天以前发布,108,"9,558元/平"
万达中南路商圈双公园 精装三房 103万,恒大帝景 -杨岔路,3室2厅 | 114.14平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,16人关注 / 9个月以前发布,102,"8,937元/平"
中南路商圈，精装电梯三房，全明户型,宜化山语城二期 -中南路,3室2厅 | 110.68平米 | 东南 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,110,"9,939元/平"
中南十字商圈，94平81万，三房,宜化山语城二期 -中南路,3室2厅 | 94.32平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 11天以前发布,81,"8,588元/平"
弘洋新都汇 3室2厅 南,弘洋新都汇 -夷陵区,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 7天以前发布,90,"7,200元/平"
二二公司  三室一厅 81平 41.8万,中国核建二二公司小区 -夷陵区,3室1厅 | 80.91平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,39.8,"4,920元/平"
保利时代精装三房轻奢全新满二拎包入住随时看房,保利时代 -东山开发区,3室2厅 | 112.37平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,107.5,"9,567元/平"
采光充足，配套设施齐全，出行方便,平云三路31号 -夷陵区,3室2厅 | 148.49平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,56,"3,772元/平"
夷陵万达旁 恒大绿洲精装大两房,恒大绿洲 -夷陵区,2室2厅 | 81.48平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,2人关注 / 一年前发布,55,"6,751元/平"
钓鱼台2号，经典户型，毛坯3室，带车位,钓鱼台二号 -夷陵区,3室2厅 | 138.13平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,1人关注 / 一年前发布,85.8,"6,212元/平"
环境舒适  空气新鲜 大三毛坯  房东诚售,钓鱼台壹号 -夷陵区,3室2厅 | 139.86平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,8人关注 / 一年前发布,80,"5,721元/平"
毛坯三房 随意装修 便于设计 随意发挥，自我创造,钓鱼台二号 -夷陵区,3室2厅 | 119.73平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,3人关注 / 一年前发布,70,"5,847元/平"
河景房香榭水岸小区环境优美居住条件舒适房子装修好,香榭水岸 -当阳市,2室2厅 | 96.43平米 | 东南 | 精装 | 高楼层(共17层)  | 暂无数据,2人关注 / 9个月以前发布,59.8,"6,202元/平"
楼层较低出行方便楼梯房公摊小居住舒服小区配套齐全,罗河路5号 -夷陵区,3室2厅 | 101.53平米 | 南 北 | 精装 | 中楼层(共4层)  | 暂无数据,2人关注 / 一年前发布,38,"3,743元/平"
君临山水 3室2厅 南,君临山水 -夷陵区,3室2厅 | 110.23平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,1人关注 / 2个月以前发布,59.8,"5,426元/平"
体育馆 妇幼 双虹路电梯两房，免费院子停车,夷陵区实验初中职工宿舍 -夷陵区,2室2厅 | 75.22平米 | 东南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,48.8,"6,488元/平"
月宫路1号 3室2厅 南,月宫路1号 -夷陵区,3室2厅 | 88.5平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,38,"4,294元/平"
联排别墅，小区环境好，临湖，价格便宜！,国宾一号A区 -夷陵区,5室2厅 | 352.88平米 | 南 北 | 毛坯 | 4层  | 板楼 | 联排别墅 ,0人关注 / 2个月以前发布,297,"8,417元/平"
碧桂园御园高楼层小户型，诚心出售，价格美丽。,碧桂园御园 -点军区,3室2厅 | 103.66平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,1人关注 / 7个月以前发布,70,"6,753元/平"
至喜大桥 奥体碧桂园御园 三房精装带家电 诚意出售,碧桂园御园 -点军区,3室2厅 | 103.65平米 | 南 | 精装 | 中楼层(共34层)  | 暂无数据,1人关注 / 7个月以前发布,70,"6,754元/平"
宜昌碧桂园 3室2厅 南,宜昌碧桂园 -点军区,3室2厅 | 97平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 1个月以前发布,72,"7,423元/平"
名都花园秀水苑 4室3厅 东南,名都花园秀水苑 -宜都市,4室3厅 | 180.62平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 10个月以前发布,56,"3,101元/平"
西陵区吾悦广场商圈， 联排边户，生活交通方便。,弘洋拉菲小镇 -东山开发区,6室4厅 | 246.05平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,0人关注 / 1个月以前发布,245,"9,958元/平"
万达畔江南宜昌碧桂园 全屋实木定制德尔地板125大三房,宜昌碧桂园 -点军区,3室2厅 | 124.84平米 | 南 北 | 精装 | 高楼层(共30层)  | 板塔结合,1人关注 / 3个月以前发布,97,"7,770元/平"
江南至喜大桥 碧桂园御园 奥体之上 边户四房诚意出售,碧桂园御园 -点军区,4室2厅 | 128.32平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,90,"7,014元/平"
名都花园秀水苑 4室3厅 东南,名都花园秀水苑 -宜都市,4室3厅 | 180.62平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 10个月以前发布,56,"3,101元/平"
此房满五唯一，朝南三房，圆梦园单价七千多！！,圆梦园  -体育场,3室2厅 | 128.43平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,2人关注 / 3个月以前发布,98.8,"7,693元/平"
西陵区吾悦广场商圈， 联排边户，生活交通方便。,弘洋拉菲小镇 -东山开发区,6室4厅 | 246.05平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,0人关注 / 1个月以前发布,245,"9,958元/平"
碧桂园泊林边户大三房，精装修拎包入住。,宜昌碧桂园 -点军区,3室2厅 | 118.57平米 | 北 南 | 精装 | 中楼层(共30层)  | 板楼,8人关注 / 6个月以前发布,76,"6,410元/平"
吾悦商圈  毛坯小三房  总价低  满两年 地理位置好,弘洋拉菲小镇 -东山开发区,3室2厅 | 88.12平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,1人关注 / 7个月以前发布,68,"7,717元/平"
水悦城商圈，清风华园精装三房拎包入住,清风華園 -东山开发区,3室2厅 | 106.96平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼,27人关注 / 一年前发布,74,"6,919元/平"
拉菲小镇精装修三房诚心出售欢迎看房,弘洋拉菲小镇 -东山开发区,3室2厅 | 114平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,4人关注 / 一年前发布,89,"7,808元/平"
东苑新城边户三房精装满五首付底,东苑新城 -东山开发区,3室2厅 | 108.86平米 | 东南 | 精装 | 高楼层(共16层)  | 板楼,17人关注 / 一年前发布,69.8,"6,412元/平"
维多利亚港湾 3室2厅 南,维多利亚港湾 -点军区,3室2厅 | 121.41平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合,3人关注 / 4个月以前发布,88,"7,249元/平"
吾悦商圈 水悦城商圈 御景天地一期  毛坯,均瑶御景天地1期 -未知商圈,3室2厅 | 92.24平米 | 南 | 毛坯 | 低楼层(共30层)  | 塔楼,0人关注 / 14天以前发布,62,"6,722元/平"
国宾壹号三室两厅两卫   精装修拎包入住仅售89.8万,国宾一号A区 -夷陵区,3室2厅 | 121.39平米 | 东南 | 精装 | 低楼层(共33层)  | 板楼,4人关注 / 6个月以前发布,89.8,"7,398元/平"
三峡国际游轮码头旁，品质小区，毛坯三房，视线好,中核半岛城邦 -夷陵区,4室2厅 | 122.13平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 塔楼,0人关注 / 3个月以前发布,85,"6,960元/平"
满五年唯一看房子有钥匙119平方仅售58万,集锦路5号 -夷陵区,3室2厅 | 119.22平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼,12人关注 / 一年前发布,39.8,"3,339元/平"
单位宿舍便宜出售 114平只要55.8万,夷陵区实验初中职工宿舍 -夷陵区,3室2厅 | 113.52平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,55.8,"4,916元/平"
湖景房，出门就是公园，空气好，环境好,钓鱼台壹号 -夷陵区,3室1厅 | 137平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,72,"5,256元/平"
七里岗路烟厂宿舍一楼出售，全新装修,烟厂宿舍 -夷陵区,3室1厅 | 98.39平米 | 南 北 | 精装 | 低楼层(共8层)  | 暂无数据,0人关注 / 3个月以前发布,48,"4,879元/平"
平湖天下华庭三房二厅，中间楼层，彩光好,平湖天下华庭 -夷陵区,3室2厅 | 110.48平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,68.8,"6,228元/平"
精装三房二卫，边户，江景房，停车方便 无物业费,平湖大道30号 -夷陵区,3室2厅 | 121.59平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,50.8,"4,178元/平"
全新装修，没有住过，九成新的房子。,江山多娇四期 -五一广场,4室2厅 | 121.12平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 6个月以前发布,140,"11,559元/平"
伍家岗区品质小区精装两房，拎包入住,山水华庭 -东站,2室2厅 | 74.46平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 7个月以前发布,75,"10,073元/平"
此房是边户，户型通透双阳台，绝好楼层，诚心出售,宜化山语城二期 -中南路,3室2厅 | 122.14平米 | 东南 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,120,"9,825元/平"
