标题,开发商,房子信息,发布信息,售价/万,单价
高品质生活金品时代值得拥有。房本满二年,金品时代 -涿州,4室2厅 | 170平米 | 南 北 | 毛坯 | 17层  | 板塔结合,0人关注 / 15天以前发布,200,"11,765元/平"
三利中和城二期 3室1厅 南 北,三利中和城二期 -涿州,3室1厅 | 125平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 8个月以前发布,110,"8,800元/平"
K2狮子城北区 3室2厅 南 北,K2狮子城北区 -涿州,3室2厅 | 94.27平米 | 南 北 | 其他 | 24层  | 板塔结合,0人关注 / 一年前发布,108,"11,457元/平"
联合七号院 南边通透大三居 毛坯房,联合七号院 -涿州,3室2厅 | 125平米 | 北 南 | 毛坯 | 高楼层(共26层)  | 板楼,6人关注 / 一年前发布,88.6,"7,088元/平"
公摊小，交通方便，生活配套设施齐全,电梯厂小区 -涿州,3室2厅 | 106.34平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,65,"6,113元/平"
德信公园旁，小区环境优雅，中间楼层，精装修采光充足,香邑溪谷 -涿州,3室2厅 | 96.21平米 | 南 | 其他 | 低楼层(共32层)  | 板塔结合,9人关注 / 一年前发布,92,"9,563元/平"
采光充足、视野宽阔、南北通透格局、交通便利、,高铁新干线 -涿州,3室1厅 | 96.82平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,105,"10,845元/平"
水岸花城 3室2厅 南 北,水岸花城 -涿州,3室2厅 | 132平米 | 南 北 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,115,"8,713元/平"
此小区环境优雅，配套设施齐，楼层不高，采光也充足,香邑溪谷 -涿州,3室2厅 | 95平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,100,"10,527元/平"
香邑溪谷 南向 两居室 满两年 看房方便,香邑溪谷 -涿州,2室1厅 | 90.8平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,75,"8,260元/平"
涿州华阳主路 名流枫景洋房 南北通透大三居 满五年,名流枫景洋房 -涿州,3室2厅 | 139平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,6人关注 / 一年前发布,150,"10,792元/平"
华融现代城经典全南户型，低价诚心出售,华融现代城 -涿州,3室1厅 | 92.09平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,1人关注 / 一年前发布,82,"8,905元/平"
增地下室，满五唯一税费低，拎包入住，中间楼层！！,名流枫景洋房 -涿州,3室2厅 | 126平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,9人关注 / 5个月以前发布,120,"9,524元/平"
三居有装修南北透通户型 全明格局 近小区花园,鹏渤印象城牛津花园 -涿州,3室2厅 | 98.15平米 | 南 北 | 简装 | 23层  | 板塔结合,0人关注 / 一年前发布,86,"8,763元/平"
精装空房随时看拎包住，采光好。,水岸花城 -涿州,2室1厅 | 84平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,70,"8,334元/平"
理想湾南向三居室，总价低，户型好，有新风，值得一看,鸿坤理想湾北区 -涿州,3室2厅 | 90.77平米 | 南 | 其他 | 高楼层(共25层)  | 板塔结合,2人关注 / 一年前发布,92,"10,136元/平"
阳面大三居  楼层好 采光好 精装修大 全明格局,天保郦景 -涿州,3室1厅 | 113.34平米 | 东南 南 西南 | 精装 | 高楼层(共21层)  | 板塔结合,6人关注 / 一年前发布,115,"10,147元/平"
法苑小区 3室2厅 南 北,法苑小区 -竞秀区,3室2厅 | 155平米 | 南 北 | 其他 | 中楼层(共27层)  | 板楼,26人关注 / 一年前发布,150,"9,678元/平"
亢龙盛景 2室2厅 北 南,亢龙盛景 -竞秀区,2室2厅 | 128.42平米 | 北 南 | 毛坯 | 低楼层(共32层)  | 板楼,6人关注 / 一年前发布,128,"9,968元/平"
鸿坤理想湾， 双卫，全明格局3居，有车位,鸿坤理想湾北区 -涿州,3室2厅 | 126平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板楼,14人关注 / 一年前发布,129,"10,239元/平"
户型好 业主诚心出售  价格可议,K2狮子城南区 -涿州,3室1厅 | 94平米 | 南 北 | 简装 | 23层  | 板塔结合,4人关注 / 一年前发布,120,"12,766元/平"
南北通透    中高楼层    带车位,K2狮子城南区 -涿州,3室2厅 | 94平米 | 南 北 | 毛坯 | 24层  | 板塔结合,0人关注 / 一年前发布,120,"12,766元/平"
高铁狮子城，南北通透3居，中间层，采光视野好,K2狮子城南区 -涿州,3室2厅 | 93平米 | 南 北 | 毛坯 | 24层  | 板塔结合,0人关注 / 一年前发布,92,"9,893元/平"
南北通透的户型，楼层好，视野宽阔，采光充足,K2狮子城南区 -涿州,3室2厅 | 93平米 | 南 北 | 毛坯 | 24层  | 板塔结合,2人关注 / 一年前发布,119,"12,796元/平"
此房是涿州市一线的品质楼盘，花园式社区,香邑溪谷玫瑰园 -涿州,3室1厅 | 132平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,150,"11,364元/平"
央企品质  南北通透三居  位置优越,华融现代城 -涿州,3室1厅 | 96.96平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,26人关注 / 一年前发布,95,"9,798元/平"
南北通透三居室，房本满二，税费低，价格可议,翡翠城 -涿州,3室1厅 | 112平米 | 南 北 | 其他 | 低楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,78,"6,965元/平"
朝阳经典小三居，采光好，户型好，视野好,华融现代城 -涿州,3室1厅 | 92平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,10人关注 / 一年前发布,75,"8,153元/平"
全朝阳户型，双通透，品质好，采光好,华融现代城 -涿州,3室2厅 | 98平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,5人关注 / 一年前发布,105,"10,715元/平"
朝阳经典小三居，采光好，户型好。,华融现代城 -涿州,3室1厅 | 92平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,5人关注 / 一年前发布,80,"8,696元/平"
全朝阳户型，双通透，品质好，采光好,华融现代城 -涿州,3室2厅 | 98平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,4人关注 / 一年前发布,105,"10,715元/平"
全朝阳户型，双通透，品号，采光好,华融现代城 -涿州,3室2厅 | 98平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,5人关注 / 一年前发布,105,"10,715元/平"
华融现代城南北通透四居，采光好,华融现代城 -涿州,4室1厅 | 135平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板楼,4人关注 / 一年前发布,152,"11,260元/平"
朝阳经典小三居，采光好，户型好，视野好,华融现代城 -涿州,3室1厅 | 92平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,6人关注 / 一年前发布,70,"7,609元/平"
华融现代城 3室1厅 南,华融现代城 -涿州,3室1厅 | 92平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,4人关注 / 一年前发布,70,"7,609元/平"
朝阳经典小三居，采光好，视野好，小区环境好,华融现代城 -涿州,3室1厅 | 92平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,10人关注 / 一年前发布,80,"8,696元/平"
户型方正南北通透，花园小区，封闭管理，居住舒适,香邑溪谷 -涿州,3室2厅 | 96平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,14人关注 / 一年前发布,91,"9,480元/平"
鸿坤理想湾南区 2室2厅 南,鸿坤理想湾南区 -涿州,2室2厅 | 86平米 | 南 | 其他 | 中楼层(共22层)  | 板塔结合,0人关注 / 一年前发布,110,"12,791元/平"
高品质小区，园林社区，朝南两居，采光全天无遮挡！,鸿坤理想湾南区 -涿州,2室2厅 | 87.48平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,1人关注 / 8个月以前发布,80,"9,145元/平"
高铁优质大三居，南北通透，业主急售,鹏渤印象城牛津花园 -涿州,3室2厅 | 98平米 | 南 北 | 毛坯 | 23层  | 板塔结合,0人关注 / 一年前发布,86,"8,776元/平"
精装修，拎包入住，满五税费低，高楼层视野好！！,天保郦景 -涿州,3室2厅 | 108平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 1个月以前发布,83,"7,686元/平"
鸿坤理想湾北区 3室2厅 南,鸿坤理想湾北区 -涿州,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,0人关注 / 10个月以前发布,90,"10,113元/平"
鸿坤理想湾北区，好楼层，无遮挡,鸿坤理想湾南区 -涿州,3室1厅 | 89.21平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,2人关注 / 一年前发布,87,"9,753元/平"
鸿坤理想湾 三居室 环境好 户型方正,鸿坤理想湾南区 -涿州,3室1厅 | 89平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,4人关注 / 一年前发布,110,"12,360元/平"
此房楼层好，无遮挡，视野好，一梯两户。,香邑溪谷悦都小区 -涿州,3室2厅 | 106.64平米 | 南 北 | 其他 | 中楼层(共29层)  | 板楼,0人关注 / 8个月以前发布,90,"8,440元/平"
鸿坤理想湾北区，好楼层，无遮挡,鸿坤理想湾南区 -涿州,3室1厅 | 89.21平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,2人关注 / 一年前发布,87,"9,753元/平"
鸿坤理想湾 三居室 环境好 户型方正,鸿坤理想湾南区 -涿州,3室1厅 | 89平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,4人关注 / 一年前发布,110,"12,360元/平"
鸿坤理想湾南区 2室2厅 南,鸿坤理想湾南区 -涿州,2室2厅 | 86平米 | 南 | 其他 | 中楼层(共22层)  | 板塔结合,0人关注 / 一年前发布,110,"12,791元/平"
高铁优质大三居，南北通透，业主急售,鹏渤印象城牛津花园 -涿州,3室2厅 | 98平米 | 南 北 | 毛坯 | 23层  | 板塔结合,0人关注 / 一年前发布,86,"8,776元/平"
高品质小区，园林社区，朝南两居，采光全天无遮挡！,鸿坤理想湾南区 -涿州,2室2厅 | 87.48平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,1人关注 / 8个月以前发布,80,"9,145元/平"
狮子城 毛坯南北通透三居 位置好  采光好无遮挡,K2狮子城北区 -涿州,3室2厅 | 96平米 | 南 北 | 毛坯 | 24层  | 板塔结合,2人关注 / 一年前发布,89,"9,271元/平"
新干线南向三居 中高层 视野好前面无遮挡,高铁新干线 -涿州,3室1厅 | 90.75平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,63,"6,943元/平"
狮子城，通透三居，有房本，业主诚意出售，有钥匙,K2狮子城北区 -涿州,3室2厅 | 89.5平米 | 南 北 | 毛坯 | 24层  | 板塔结合,5人关注 / 一年前发布,105,"11,732元/平"
洋房带下跃带花园，户型方正 ， 毛坯随意装修,香邑溪谷悦都小区 -涿州,4室2厅 | 93平米 | 南 北 | 其他 | 低楼层(共9层)  | 板楼,1人关注 / 10个月以前发布,138,"14,839元/平"
华融现代城出售 全南小三居  正常首付,华融现代城 -涿州,3室2厅 | 92.58平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,92,"9,938元/平"
韩庄街245号院 2室1厅 南,韩庄街245号院 -莲池区,2室1厅 | 54平米 | 南 | 其他 | 高楼层(共4层)  | 板塔结合,64人关注 / 一年前发布,40,"7,408元/平"
香邑溪谷上园 3室2厅 南 北,香邑溪谷上园 -涿州,3室2厅 | 121平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板塔结合,11人关注 / 5个月以前发布,85,"7,025元/平"
好房子    配套全  好楼层好户型 业主诚心售 价格好谈,宝利新仕界 -涿州,3室2厅 | 111.53平米 | 南 | 简装 | 8层  | 板楼,0人关注 / 一年前发布,122.5,"10,984元/平"
高铁新干线是70年产权  毛坯随意装修 大三居 南北通透,高铁新干线 -涿州,3室2厅 | 97平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,95,"9,794元/平"
K2狮子城南区 3室1厅 南 北,K2狮子城南区 -涿州,3室1厅 | 94.21平米 | 南 北 | 其他 | 22层  | 板塔结合,0人关注 / 2个月以前发布,90,"9,554元/平"
此房南北通透户型，采光好，空气流通性好,香邑溪谷 -涿州,3室1厅 | 141平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,0人关注 / 一年前发布,210,"14,894元/平"
华阳主路德信公园旁南北通透房本满五年税费少有钥匙,名流枫景洋房 -涿州,3室2厅 | 118平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,145,"12,289元/平"
南北正规三居 采光视野好 毛坯随意装交通购物便利,香邑溪谷悦都小区 -涿州,3室1厅 | 98.76平米 | 南 北 | 其他 | 低楼层(共8层)  | 板楼,0人关注 / 5个月以前发布,95,"9,620元/平"
房子南北通透三居，房子户型方正没有浪费空间。,联合七号院 -涿州,3室1厅 | 126平米 | 南 北 | 其他 | 中楼层(共21层)  | 板楼,0人关注 / 4个月以前发布,115,"9,127元/平"
房子在范阳主路 楼间距大 采光充足 户型方正满五,发发商城 -涿州,3室2厅 | 88平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,95,"10,796元/平"
华阳路质检站家属院南北通透大三居,质检站小区 -涿州,3室2厅 | 138平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,80,"5,798元/平"
南北通透三居，花园社区，高楼层采光好,香邑溪谷悦都小区 -涿州,3室2厅 | 105平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板楼,31人关注 / 一年前发布,95,"9,048元/平"
水岸花城 2室2厅 南 北,水岸花城 -涿州,2室2厅 | 83.58平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,56,"6,701元/平"
朝阳经典小三居，采光好，视野好，小区环境好,华融现代城 -涿州,3室1厅 | 92.99平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,3人关注 / 一年前发布,97,"10,432元/平"
此房满五，南北通透，出行方便，得房率高,晨光小区 -涿州,2室2厅 | 75平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,52,"6,934元/平"
业主急售中高楼层B户型毛坯可以随意装修朝南小三居,鸿坤理想湾北区 -涿州,3室1厅 | 89平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,95,"10,675元/平"
院子60平米的一层带院 C户型 精装修 本满二,鸿坤理想湾北区 -涿州,3室1厅 | 89平米 | 南 | 简装 | 低楼层(共25层)  | 板塔结合,13人关注 / 一年前发布,130,"14,607元/平"
牛津花园，精装自住标准，带车位，带家具家电拎包入住,鹏渤印象城牛津花园 -涿州,2室2厅 | 140平米 | 南 | 精装 | 12层  | 板塔结合,1人关注 / 一年前发布,100,"7,143元/平"
总高9层小洋房，高品质社区，南北通透，毛坯随心装,香邑溪谷悦都小区 -涿州,2室1厅 | 105平米 | 南 北 | 其他 | 低楼层(共31层)  | 板楼,0人关注 / 8个月以前发布,118,"11,239元/平"
房子南北通透，一梯两户，全明格局，采光充足!,天地新城 -涿州,3室2厅 | 97平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,91,"9,382元/平"
院子60平米的一层带院 C户型 精装修 本满二,鸿坤理想湾北区 -涿州,3室1厅 | 89平米 | 南 | 简装 | 低楼层(共25层)  | 板塔结合,13人关注 / 一年前发布,130,"14,607元/平"
此房满五，南北通透，出行方便，得房率高,晨光小区 -涿州,2室2厅 | 75平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,52,"6,934元/平"
K2狮子城北区 3室1厅 南 北,K2狮子城北区 -涿州,3室1厅 | 95平米 | 南 北 | 其他 | 24层  | 板塔结合,0人关注 / 一年前发布,100,"10,527元/平"
高铁新干线 3室2厅 东 南 北,高铁新干线 -涿州,3室2厅 | 95.14平米 | 东 南 北 | 毛坯 | 中楼层(共26层)  | 板塔结合,8人关注 / 一年前发布,90,"9,460元/平"
业主急售中高楼层B户型毛坯可以随意装修朝南小三居,鸿坤理想湾北区 -涿州,3室1厅 | 89平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,95,"10,675元/平"
联排别墅 南北通透，一层大客厅，南北户型，精装修,仙颐园小区 -涿州,2室3厅 | 186平米 | 南 北 | 精装 | 低楼层(共2层)  | 暂无数据,1人关注 / 5个月以前发布,300,"16,130元/平"
K2狮子城三居室，南北通透，带车位和储藏间,K2狮子城南区 -涿州,3室2厅 | 93.89平米 | 南 北 | 毛坯 | 24层  | 板塔结合,4人关注 / 一年前发布,92,"9,799元/平"
牛津花园 南北通透三居室  首付40万,鹏渤印象城牛津花园 -涿州,3室1厅 | 98平米 | 南 北 | 毛坯 | 23层  | 板塔结合,2人关注 / 一年前发布,75,"7,654元/平"
本房为经典全南两居户型，格局方正，小区中间位置,香邑溪谷 -涿州,2室2厅 | 91.29平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,70,"7,668元/平"
南北通透三居 可以满二过户 无遮挡,鹏渤印象城牛津花园 -涿州,3室1厅 | 98平米 | 南 北 | 其他 | 23层  | 板塔结合,0人关注 / 7个月以前发布,78,"7,960元/平"
高铁新干线毛坯南北通透三居室无抵押看房随时,高铁新干线 -涿州,3室2厅 | 119.31平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,21人关注 / 一年前发布,110,"9,220元/平"
高铁新干线，精装三居，采光视野好。,高铁新干线 -涿州,3室1厅 | 89平米 | 南 | 其他 | 低楼层(共26层)  | 板塔结合,10人关注 / 一年前发布,76,"8,540元/平"
业主诚意出售 价格优惠 欢迎咨询,K2狮子城北区 -涿州,3室1厅 | 92.6平米 | 南 北 | 毛坯 | 24层  | 板塔结合,3人关注 / 一年前发布,100,"10,800元/平"
