标题,开发商,房子信息,发布信息,售价/万,单价
市海景两房，东南朝向，户型方正，观小区园林,龍正中央海洋公園 -港口区,2室1厅 | 89平米 | 东南 | 毛坯 | 低楼层(共18层)  | 塔楼,1人关注 / 5个月以前发布,34.8,"3,911元/平"
四大场馆，红树林，市政府旁边，*市影院，园博园旁,翡翠园 -港口区,3室2厅 | 119.58平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板塔结合,3人关注 / 一年前发布,52,"4,349元/平"
钻石园 3室2厅 南 北,钻石园 -港口区,3室2厅 | 121平米 | 南 北 | 其他 | 低楼层(共38层)  | 板塔结合,1人关注 / 4个月以前发布,57,"4,711元/平"
顶楼自带储物空间 视野好 装修 拎包入住,龙光·阳光海岸二期 -港口区,3室2厅 | 125平米 | 东 西 | 其他 | 高楼层(共17层)  | 板塔结合,1人关注 / 1个月以前发布,55,"4,400元/平"
麒胤·西湾华庭 3室2厅 南,麒胤·西湾华庭 -港口区,3室2厅 | 129.18平米 | 南 | 毛坯 | 低楼层(共24层)  | 板塔结合,3人关注 / 4个月以前发布,38.8,"3,004元/平"
龙光阳光海岸四期 3室2厅 东南,龙光阳光海岸四期 -港口区,3室2厅 | 104.48平米 | 东南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,60,"5,743元/平"
阳光海岸四期 园林景观椰风树影,龙光阳光海岸四期 -港口区,3室2厅 | 99.61平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,46,"4,619元/平"
台湾城 3室1厅 南,台湾城 -港口区,3室1厅 | 119.44平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 11个月以前发布,51,"4,270元/平"
户型方正南北通透，双阳台双卫居住舒适，配套成熟,荣顾公园里 -港口区,3室2厅 | 114.59平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,2人关注 / 8个月以前发布,58,"5,062元/平"
富森领峰 阔绰大平层 高品质小区,富森领峰 -港口区,4室2厅 | 203.67平米 | 南 | 毛坯 | 中楼层(共24层)  | 平房,6人关注 / 一年前发布,116,"5,696元/平"
博鑫双湾国际3-2-1-1 80.00m² 32 万,博鑫双湾国际 -港口区,3室2厅 | 80平米 | 南 | 其他 | 高楼层(共31层)  | 板楼,0人关注 / 3个月以前发布,32,"4,000元/平"
现证契税满二，繁华地段，交通便利，户型方正,明珠园 -港口区,4室2厅 | 143.8平米 | 西北 | 其他 | 高楼层(共31层)  | 塔楼,2人关注 / 一年前发布,69,"4,799元/平"
一线海景房间三面看海户型方正毛坯可以按自己风格装修,海岸巴黎 -港口区,3室2厅 | 113.27平米 | 西 | 其他 | 低楼层(共31层)  | 塔楼,2人关注 / 9个月以前发布,80,"7,063元/平"
阳光海岸高品质湖景房   户型方正  配套齐全,龙光阳光海岸四期 -港口区,3室2厅 | 105.05平米 | 南 | 简装 | 中楼层(共33层)  | 塔楼,3人关注 / 11个月以前发布,60,"5,712元/平"
出售   恒大御景湾三房两厅一厨两卫,恒大御景湾 -港口区,3室2厅 | 111平米 | 南 北 | 其他 | 中楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,65,"5,856元/平"
龙光阳光海岸五期3-2-1-2 106.24m² 59 万,龙光阳光海岸五期 -港口区,3室2厅 | 106.24平米 | 南 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 4个月以前发布,59,"5,554元/平"
此房4房二厅，前湖后海，采光视野嘎嘎好,龙光阳光海岸四期 -港口区,4室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共30层)  | 塔楼,2人关注 / 5个月以前发布,85,"6,747元/平"
此房视野开阔，采光充足，交通便利，配套齐全,瑞海尚都 -港口区,3室1厅 | 129.62平米 | 南 | 毛坯 | 低楼层(共20层)  | 板塔结合,4人关注 / 一年前发布,58,"4,475元/平"
渔万路33号 3室2厅 南,渔万路33号 -港口区,3室2厅 | 102.9平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,26人关注 / 一年前发布,24,"2,333元/平"
龙光阳光海岸四期 3室2厅 东南,龙光阳光海岸四期 -港口区,3室2厅 | 101平米 | 东南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 8个月以前发布,46,"4,555元/平"
恒大御景湾 3室1厅 北,恒大御景湾 -港口区,3室1厅 | 130.92平米 | 北 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,78,"5,958元/平"
龙光·阳光海岸二期 3室2厅 南,龙光·阳光海岸二期 -港口区,3室2厅 | 131.3平米 | 南 | 毛坯 | 低楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,70,"5,332元/平"
夏威夷湖景房三房一卫     9成新     拎包入住,夏威夷豪庭 -港口区,3室2厅 | 120.55平米 | 东南 | 其他 | 中楼层(共25层)  | 塔楼,0人关注 / 5个月以前发布,65.9,"5,467元/平"
地段好 价格便宜 业主急售 价格可谈,铜锣湾 -港口区,4室2厅 | 128平米 | 西北 北 | 其他 | 中楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,61,"4,766元/平"
"此房格局好,楼层好,采光好,带装修",翡翠园 -港口区,3室2厅 | 109.29平米 | 南 | 简装 | 低楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,55.5,"5,079元/平"
海滨城 3室2厅 南,海滨城 -港口区,3室2厅 | 124.02平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合,2人关注 / 8个月以前发布,46,"3,710元/平"
毛坯3+1房，户型方正，南北通透双阳台，光线好,明珠园 -港口区,3室2厅 | 142平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,2人关注 / 一年前发布,75,"5,282元/平"
户型方正.采光充足.视野宽阔.交通便利.适合.养生,龙光阳光海岸四期 -港口区,3室1厅 | 101.32平米 | 南 | 毛坯 | 高楼层(共31层)  | 塔楼,2人关注 / 6个月以前发布,53,"5,231元/平"
埠上桃源  品质小区 精装修 拎包入住,埠上桃源 -港口区,3室2厅 | 97平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,16人关注 / 10个月以前发布,50.8,"5,238元/平"
出入便捷小区，下楼出门200米到市场,荣华国际新城 -港口区,3室2厅 | 115.1平米 | 南 | 毛坯 | 中楼层(共24层)  | 板塔结合,4人关注 / 一年前发布,50,"4,345元/平"
面积114pm毛坯高楼层户型方正户型朝南海景房，,三生天海观邸 -港口区,3室2厅 | 114平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,4人关注 / 一年前发布,42,"3,685元/平"
海岸巴黎 3室2厅 南,海岸巴黎 -港口区,3室2厅 | 90.33平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据,1人关注 / 6个月以前发布,49.7,"5,503元/平"
龙光阳光海岸五期3-2-1-2 106.24m² 62 万,龙光阳光海岸五期 -港口区,3室2厅 | 106.24平米 | 南 | 其他 | 中楼层(共30层)  | 板塔结合,0人关注 / 4个月以前发布,62,"5,836元/平"
高楼层，视野好，户型方正，4房户型，小区环境优美,碧桂园滨海城 -港口区,3室2厅 | 127平米 | 南 | 其他 | 高楼层(共32层)  | 塔楼,6人关注 / 一年前发布,84,"6,615元/平"
此房采光好，通风好，楼盘地段好，购物方便,龙光阳光海岸四期 -港口区,3室2厅 | 99.81平米 | 东南 | 其他 | 高楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,51,"5,110元/平"
户型方正，出入方便，配套已经成熟,荣顾公园里 -港口区,3室2厅 | 104.98平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 7个月以前发布,50,"4,763元/平"
业主急售，整规三房两卫，户型方正，是北方人的选择。,晨华·星园 -港口区,3室1厅 | 108.9平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,3人关注 / 一年前发布,45.9,"4,215元/平"
钻石园 毛坯三房 园博园边 配套设施齐全,钻石园 -港口区,3室2厅 | 98.87平米 | 南 | 毛坯 | 中楼层(共38层)  | 板塔结合,2人关注 / 一年前发布,47,"4,754元/平"
到泰城幸福里，给自己一个安稳舒适的家。,泰城幸福里 -港口区,3室2厅 | 121.51平米 | 北 | 其他 | 高楼层(共26层)  | 板塔结合,1人关注 / 一年前发布,56,"4,609元/平"
房地产行业五百强企业排名第24位的龙光集团旗下海景房,龙光阳光海岸四期 -港口区,3室2厅 | 100平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,45,"4,500元/平"
台湾城 3室1厅 西南,台湾城 -港口区,3室1厅 | 107.1平米 | 西南 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 2个月以前发布,48.5,"4,529元/平"
南北格局 小区环境很好，品质好.配套也好,埠上桃源 -港口区,3室2厅 | 116.67平米 | 南 | 精装 | 低楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,66.5,"5,700元/平"
此房户型方正，税满二，证齐全，无抵押，业主急售！,国际环球城 -港口区,3室2厅 | 105.84平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,49.8,"4,706元/平"
此房税满二，楼层好，视野宽广，采光充足,防城港恒大悦珑湾 -港口区,3室2厅 | 104平米 | 南 | 其他 | 低楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,74.8,"7,193元/平"
红林海湾大三房，一线海景，视野开阔，俯瞰西海湾,晨华·红林海湾 -港口区,3室2厅 | 142.93平米 | 南 东南 | 其他 | 低楼层(共31层)  | 板塔结合,1人关注 / 11个月以前发布,70,"4,898元/平"
精装修含车位，包括家具家电。朝南视野开阔无遮挡,碧玉园 -港口区,3室1厅 | 120平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,57,"4,750元/平"
碧宸西海岸 三房两厅两卫 海景 可看东湾和西湾,碧宸西海岸 -港口区,3室2厅 | 142.15平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,4人关注 / 一年前发布,56.8,"3,996元/平"
大三房，视野开阔  户型方正，采光充足,三顺财富中心 -港口区,3室2厅 | 132.12平米 | 西 | 简装 | 低楼层(共30层)  | 板塔结合,1人关注 / 一年前发布,62.95,"4,765元/平"
五期方正3房，采光充足，视野宽阔，楼层好,龙光阳光海岸五期 -港口区,3室2厅 | 106平米 | 东南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,58,"5,472元/平"
阳光海岸四期高层大三房  采光   嘎嘎好,龙光阳光海岸四期 -港口区,3室2厅 | 104.48平米 | 东南 | 其他 | 中楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,58,"5,552元/平"
三生观邸 3室2厅 东 北,三生观邸 -港口区,3室2厅 | 99.12平米 | 东 北 | 简装 | 中楼层(共31层)  | 板塔结合,0人关注 / 7个月以前发布,46,"4,641元/平"
此房视野开阔，采光充足，户型方正，交通便利,龙光阳光海岸四期 -港口区,3室2厅 | 101.19平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,53,"5,238元/平"
埠上桃源 3室1厅 南 西,埠上桃源 -港口区,3室1厅 | 96平米 | 南 西 | 其他 | 中楼层(共29层)  | 塔楼,1人关注 / 一年前发布,65.3,"6,803元/平"
通透三房，观湖海双景，处于小区内，安静,龙光阳光海岸四期 -港口区,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,0人关注 / 5个月以前发布,80,"6,957元/平"
好房推荐：阳光海岸四期 通透户型，明窗明卫，无遮挡,龙光阳光海岸四期 -港口区,3室2厅 | 101平米 | 西南 | 毛坯 | 高楼层(共33层)  | 塔楼,1人关注 / 2个月以前发布,43.5,"4,307元/平"
晟大海湾城 3室2厅 南,晟大海湾城 -港口区,3室2厅 | 101.9平米 | 南 | 毛坯 | 中楼层(共31层)  | 板楼,0人关注 / 一年前发布,48,"4,711元/平"
钻石园  毛坯  大三  房可贷款,钻石园 -港口区,3室2厅 | 125.27平米 | 南 北 | 其他 | 中楼层(共38层)  | 板塔结合,3人关注 / 一年前发布,60,"4,790元/平"
可贷款  大三房  有钥匙 随时看房,钻石园 -港口区,3室2厅 | 124.18平米 | 南 北 | 其他 | 中楼层(共38层)  | 板塔结合,3人关注 / 一年前发布,60,"4,832元/平"
户型通透，湖海双景三房，处于小区里面，安静,龙光阳光海岸四期 -港口区,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,0人关注 / 5个月以前发布,80,"6,957元/平"
海景小三房，总价低，毛坯可随意装修,龙光阳光海岸四期 -港口区,3室1厅 | 93平米 | 西北 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,49.3,"5,302元/平"
精致三房，时尚装修，尽享奢华生活！,恒大御景湾 -港口区,3室2厅 | 131平米 | 南 北 | 其他 | 高楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,80,"6,107元/平"
台湾城位置好，格局好好，绿化好,台湾城 -港口区,3室2厅 | 113.25平米 | 东北 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 一年前发布,75,"6,623元/平"
龙光阳光海岸四期，精装修三房，家具家电齐全,龙光阳光海岸四期 -港口区,3室2厅 | 101.32平米 | 南 | 其他 | 低楼层(共31层)  | 板塔结合,1人关注 / 一年前发布,83,"8,192元/平"
龙光阳光海岸三期两室两厅一厨一卫,龙光阳光海岸三期 -港口区,3室2厅 | 89.43平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,55,"6,151元/平"
阳光海岸三期合院，闹中取静，光线充足，业主急售,龙光阳光海岸三期 -港口区,3室2厅 | 122.26平米 | 东南 | 毛坯 | 中楼层(共5层)  | 板楼,4人关注 / 一年前发布,76.8,"6,282元/平"
台湾城房子格局好，位置好，绿化好,台湾城 -港口区,3室2厅 | 106.97平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 一年前发布,64.2,"6,002元/平"
台湾城三房两卫，业主着急出售。,台湾城 -港口区,3室2厅 | 114平米 | 东北 | 其他 | 低楼层(共17层)  | 板塔结合,0人关注 / 一年前发布,58,"5,088元/平"
龙光阳光海岸四期 3室2厅 南,龙光阳光海岸四期 -港口区,3室2厅 | 93平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,4人关注 / 一年前发布,40,"4,302元/平"
龙光阳光海岸四期格局好，位置佳,龙光阳光海岸四期 -港口区,3室2厅 | 100.29平米 | 南 北 | 其他 | 中楼层(共31层)  | 板塔结合,0人关注 / 一年前发布,51,"5,086元/平"
台湾城位置好，格局好，绿化好，,台湾城 -港口区,3室2厅 | 119.88平米 | 东 东北 | 简装 | 中楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,53,"4,422元/平"
台湾城房子格局好，位置好，绿化好，配套好,台湾城 -港口区,3室2厅 | 133.28平米 | 东南 南 | 其他 | 中楼层(共32层)  | 板塔结合,1人关注 / 11个月以前发布,69,"5,178元/平"
台湾城房子位置好，配套齐全，绿化好,台湾城 -港口区,4室2厅 | 127.63平米 | 东南 南 北 | 其他 | 高楼层(共17层)  | 板塔结合,3人关注 / 11个月以前发布,60,"4,702元/平"
台湾城房子格局好，位置佳，设施完善,台湾城 -港口区,3室2厅 | 132.97平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,68,"5,114元/平"
阳光海岸五期三房两厅两卫一厨房子很好能看见湖海位置,龙光阳光海岸五期 -港口区,3室2厅 | 111.6平米 | 南 北 | 其他 | 高楼层(共33层)  | 板塔结合,1人关注 / 5个月以前发布,58,"5,198元/平"
配套成熟，出行方便，小区绿化良好,明珠园 -港口区,3室2厅 | 141平米 | 南 | 简装 | 中楼层(共31层)  | 板塔结合,2人关注 / 一年前发布,62,"4,398元/平"
阳光海岸五期大面积四房。。。。,龙光阳光海岸五期 -港口区,4室2厅 | 126.23平米 | 东 西南 西 | 其他 | 低楼层(共33层)  | 塔楼,3人关注 / 5个月以前发布,108,"8,556元/平"
台湾城房子格局好，位置好，绿化好,台湾城 -港口区,3室2厅 | 106.97平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 一年前发布,64.2,"6,002元/平"
台湾城 四房 毛坯。。。··。。,台湾城 -港口区,4室2厅 | 138.6平米 | 南 北 | 简装 | 中楼层(共32层)  | 板塔结合,3人关注 / 5个月以前发布,68,"4,907元/平"
台湾城二期精装修房子，没有家具有热水器，炉具排烟罩,台湾城 -港口区,3室2厅 | 85.72平米 | 东南 南 北 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 4个月以前发布,62.8,"7,327元/平"
配套成熟，出行方便，小区绿化良好,明珠园 -港口区,3室2厅 | 141平米 | 南 | 简装 | 中楼层(共31层)  | 板塔结合,2人关注 / 一年前发布,62,"4,398元/平"
阳光海岸五期大面积四房。。。。,龙光阳光海岸五期 -港口区,4室2厅 | 126.23平米 | 东 西南 西 | 其他 | 低楼层(共33层)  | 塔楼,3人关注 / 5个月以前发布,108,"8,556元/平"
台湾城位置好格局好是理想居住的好地方,台湾城 -港口区,4室2厅 | 137平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,63,"4,599元/平"
阳光海岸五期房子格局好，位置佳，有公园,龙光阳光海岸五期 -港口区,3室2厅 | 106.48平米 | 东南 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,68,"6,387元/平"
小区绿化好，环境优美，房间视野好,龙光·阳光海岸一期 -港口区,3室2厅 | 127平米 | 西南 | 其他 | 中楼层(共4层)  | 板楼,0人关注 / 5个月以前发布,69,"5,434元/平"
锦绣苑 4室2厅 南 北,锦绣苑 -港口区,4室2厅 | 148平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,77.5,"5,237元/平"
海湾1号 4室2厅 西南 西 西北,海湾1号 -港口区,4室2厅 | 139平米 | 西南 西 西北 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,88,"6,331元/平"
高楼层，采光充足，视野开阔，户型方正,钻石园 -港口区,3室3厅 | 125.27平米 | 北 | 其他 | 高楼层(共38层)  | 板塔结合,1人关注 / 一年前发布,71,"5,668元/平"
