标题,开发商,房子信息,发布信息,售价/万,单价
建发品质 新中式风格小区  温馨三房两厅两卫,建发中泱天成 -洛江区,3室2厅 | 89.94平米 | 南 北 | 简装 | 中楼层(共26层)  | 暂无数据,3人关注 / 8个月以前发布,160,"17,790元/平"
世茂摩天城   户型方正   证满税优,世茂摩天城4期 -服装城,3室2厅 | 89.76平米 | 南 | 精装 | 高楼层(共39层)  | 板楼,3人关注 / 3个月以前发布,117,"13,035元/平"
湖心街东段正规3房，高楼层，精装，南北通透 电梯房,湖心街东段小区 -东湖,3室2厅 | 101.9平米 | 南 东北 | 精装 | 高楼层(共9层)  | 暂无数据,13人关注 / 10个月以前发布,159,"15,604元/平"
万达华府B区 4室1厅 南,万达华府B区 -晋江万达,4室1厅 | 186.61平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,480,"25,723元/平"
御龙湾高档装修 做会所 复式2层 做三房2卫,御龙湾曼哈顿第九湾区 -晋江万达,2室2厅 | 174.35平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 5个月以前发布,349.9,"20,069元/平"
电梯房，公摊小。全明户型。配套齐全,南亿花园 -泉港区,3室1厅 | 65平米 | 西南 | 简装 | 中楼层(共10层)  | 塔楼,0人关注 / 8个月以前发布,35.9,"5,524元/平"
俊园朝南大三房  业主诚意出售,东海湾俊园 -东海,3室2厅 | 113平米 | 北 | 简装 | 低楼层(共31层)  | 板楼,0人关注 / 1个月以前发布,206,"18,231元/平"
东海湾十二宴89平三房 业主诚意出售,东海湾·十二宴 -东海,3室2厅 | 89.04平米 | 南 | 毛坯 | 低楼层(共22层)  | 塔楼,51人关注 / 一年前发布,210,"23,585元/平"
泉州市晋江市安海镇捷宏盛宴楼中楼房东诚意出售,捷宏盛宴鸿塔小区一期 -安海镇,4室3厅 | 179.73平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,252,"14,022元/平"
配套齐全  享受商圈繁华 碧桂园新小区 诚意出售,碧桂园天玺湾 -东海,4室2厅 | 120.36平米 | 东南 | 简装 | 高楼层(共33层)  | 板塔结合,1人关注 / 5个月以前发布,355,"29,495元/平"
房东诚意出售，满2，高楼层。。。。,兰峰城市花园 -SM广场,4室2厅 | 156.99平米 | 南 | 精装 | 中楼层(共12层)  | 板塔结合,0人关注 / 3个月以前发布,192,"12,231元/平"
聚龙君悦山庄 3室2厅 南 北,聚龙君悦山庄 -惠安县,3室2厅 | 115.34平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,80,"6,937元/平"
汀州新村 3室1厅 东南,汀州新村 -泉秀街,3室1厅 | 97平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 4个月以前发布,128,"13,196元/平"
奥林春天 看中庭 景色尽收眼底 大阳台阳光明媚,浔兴奥林春天 -宝龙广场,4室2厅 | 183.82平米 | 东北 | 简装 | 中楼层(共24层)  | 板塔结合,0人关注 / 4个月以前发布,281,"15,287元/平"
洛阳江畔 精装楼层好 户型格局合理 采光充足 生活便利,洛阳新城 -台商投资区,3室2厅 | 135.95平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,80,"5,885元/平"
白条砖 居家三房 闹中取静 厅朝南带阳台 看幼儿园！,毅达花苑 -丰泽街,3室2厅 | 121.4平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,5人关注 / 9个月以前发布,210,"17,299元/平"
浮桥金色外滩 电梯四房两厅两卫精装未入住 诚意出售,金色外滩 -浮桥,4室2厅 | 113.38平米 | 南 北 | 精装 | 低楼层(共34层)  | 板塔结合,1人关注 / 4个月以前发布,238,"20,992元/平"
挑高7米客厅 东海湾空中别墅全新 精装修看房方便,馬可波羅·豪园 -东海,5室4厅 | 311.71平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,826,"26,499元/平"
安海五里桥旁晋德苑三房两卫房东诚意出售。,晋德苑 -安海镇,3室2厅 | 106.44平米 | 南 | 毛坯 | 低楼层(共16层)  | 板塔结合,0人关注 / 2个月以前发布,153,"14,375元/平"
央企小区  复式精装修  高层看中庭,中航城天骏 -宝龙广场,3室1厅 | 112.8平米 | 南 | 精装 | 高楼层(共35层)  | 板楼,1人关注 / 5个月以前发布,206,"18,263元/平"
溜石花园二期 3室2厅 南,溜石花园二期 -泉州桥南,3室2厅 | 120.9平米 | 南 | 精装 | 中楼层(共20层)  | 板楼,6人关注 / 6个月以前发布,168,"13,896元/平"
电梯高层，房子毛坯，刚需四房，满5年，两梯三户。,百信御江帝景二期 -泉州桥南,4室2厅 | 130平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,308,"23,693元/平"
华泰国际新城八期 3室2厅 南,华泰国际新城八期 -SM广场,3室2厅 | 125.89平米 | 南 | 毛坯 | 高楼层(共15层)  | 板塔结合,2人关注 / 10个月以前发布,191.3,"15,196元/平"
此房户型方正，南北朝向，电梯高层，视野开阔,百捷·中央公园御府 -泉州桥南,3室2厅 | 117.4平米 | 东南 | 毛坯 | 低楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,268,"22,828元/平"
电梯高层，房子毛坯，刚需四房，满5年，两梯三户。,百信御江帝景二期 -泉州桥南,4室2厅 | 130平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,308,"23,693元/平"
浦西万达一桥之隔，精装3房，拎包入住,溜园小区 -泉州桥南,4室2厅 | 115.56平米 | 南 | 精装 | 低楼层(共28层)  | 板楼,1人关注 / 一年前发布,177,"15,317元/平"
买房业主包水电  材料。装修一步到位,中航城天骏 -宝龙广场,3室2厅 | 106.47平米 | 东南 | 毛坯 | 中楼层(共35层)  | 板楼,0人关注 / 3个月以前发布,195,"18,316元/平"
安海五里桥旁晋德苑三房两卫房东诚意出售。,晋德苑 -安海镇,3室2厅 | 106.44平米 | 南 | 毛坯 | 低楼层(共16层)  | 板塔结合,0人关注 / 2个月以前发布,153,"14,375元/平"
本小区的天花板，浔兴品质，奥林春天。傲视晋江,浔兴奥林春天 -宝龙广场,3室2厅 | 159.32平米 | 南 | 精装 | 高楼层(共28层)  | 板楼,1人关注 / 6个月以前发布,264,"16,571元/平"
诚意出售，高层非顶楼，看江，看房钥匙在手,江夏丽景 -泉州桥南,3室2厅 | 122.62平米 | 南 北 | 简装 | 高楼层(共22层)  | 板楼,0人关注 / 1个月以前发布,159,"12,967元/平"
绿创铂悦府4房两厅边套诚意出售！,绿创铂悦府 -南安水头镇,4室2厅 | 121.83平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,1人关注 / 5个月以前发布,97.5,"8,003元/平"
聚龙福缘居  世外桃源  4房楼层好,聚龙福缘居 -惠安县,4室1厅 | 121平米 | 南 | 毛坯 | 高楼层(共27层)  | 板塔结合,0人关注 / 5个月以前发布,98,"8,100元/平"
宜居园林嘉琳.中间排，产权清晰证满省税.诚意出售,嘉琳广场 -洛江区,3室1厅 | 125.83平米 | 东南 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,190,"15,100元/平"
中航城天悦 3室2厅 南,中航城天悦 -宝龙广场,3室2厅 | 99.28平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,9人关注 / 6个月以前发布,158.83,"15,999元/平"
宝龙国际社区 边套在卖 价格合适,晋江宝龙国际社区西区 -宝龙广场,4室2厅 | 143.48平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,5人关注 / 5个月以前发布,255,"17,773元/平"
价格低，楼层佳，房东诚意出售，,晋江市建设银行住宅区 -宝龙广场,3室1厅 | 93.99平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 10个月以前发布,86.9,"9,246元/平"
中骏商圈在旁，中骏品质小区小区绿化好，江北新城好房,中骏愉景湾 -江北大道,3室2厅 | 110.49平米 | 南 | 精装 | 低楼层(共21层)  | 板楼,3人关注 / 3个月以前发布,120,"10,861元/平"
百捷墅府高层，精装修三房，房东诚意出售，看房方便,百捷中央墅府 -泉州桥南,3室2厅 | 98平米 | 南 | 精装 | 高楼层(共22层)  | 板楼,3人关注 / 10个月以前发布,240,"24,490元/平"
泉州南，金丘紫金城，交通便利，户型好,金丘紫金城 -紫帽镇,3室2厅 | 117.8平米 | 南 西南 | 毛坯 | 高楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,92,"7,810元/平"
三盛四季公园二期，住在公园里的家,三盛四季公园二期 -洛江区,3室2厅 | 87.07平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,215,"24,693元/平"
宝洲壹号旁  中层  全明3房2卫 采光充足,宝洲花园 -万达,3室2厅 | 119.59平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,14人关注 / 一年前发布,175,"14,634元/平"
南北通透江景房，高档装修， 全屋中.央空调 产权满,百信御江帝景一期 -泉州桥南,4室2厅 | 170.21平米 | 南 北 | 精装 | 中楼层(共36层)  | 塔楼,10人关注 / 一年前发布,420,"24,676元/平"
桥南品质楼盘百信御江帝景，精装3房，座北朝南，诚售,百信御江帝景二期 -泉州桥南,3室2厅 | 123.46平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,6人关注 / 一年前发布,278,"22,518元/平"
中航城天悦，高层视野，三证在手，诚意出售,中航城天悦 -宝龙广场,3室2厅 | 95.09平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,171,"17,983元/平"
证在手随时可过户 房子是精装修自住房，保养很好,万达华府C区 -晋江万达,3室1厅 | 83.6平米 | 东南 | 精装 | 中楼层(共32层)  | 板楼,4人关注 / 4个月以前发布,172,"20,575元/平"
万达旁边 商品房精装三房 满两年 业主诚意出售,侨联大厦 -宝龙广场,3室2厅 | 126平米 | 东南 | 精装 | 高楼层(共13层)  | 板楼,0人关注 / 6个月以前发布,151.2,"12,000元/平"
户型方正，采光好，小区绿化好，,中骏蓝湾悦庭 -泉州桥南,3室1厅 | 88平米 | 南 | 毛坯 | 低楼层(共31层)  | 板塔结合,0人关注 / 7个月以前发布,185,"21,023元/平"
正处田安路泉秀路地段，市宅繁华小区,丰盛假日城堡 -泉秀街,3室2厅 | 119.72平米 | 南 北 | 简装 | 低楼层(共15层)  | 塔楼,0人关注 / 4个月以前发布,255,"21,300元/平"
产权满5年，产权在手，随时可以过户，采光通风好,晋江溜霞花园 -泉州桥南,4室2厅 | 161.48平米 | 东南 | 毛坯 | 低楼层(共21层)  | 板楼,0人关注 / 4个月以前发布,185,"11,457元/平"
天悦边套、三面采光通风好丨满二、户型好,中航城天悦 -宝龙广场,3室1厅 | 99.43平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,160,"16,092元/平"
泉商区域电梯精装3房南北朝向视野开阔边套三面采光！,德伦苹果公园 -泉州桥南,3室2厅 | 88.2平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,156,"17,688元/平"
央企小区  复式精装修  高层看中庭,中航城天骏 -宝龙广场,3室1厅 | 112.8平米 | 南 | 精装 | 高楼层(共35层)  | 板楼,1人关注 / 5个月以前发布,206,"18,263元/平"
房东诚意出售  采光通风好  高层视野无遮挡,江湾国际 -泉州桥南,3室2厅 | 137.4平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,240,"17,468元/平"
精装百捷三房，高楼层采光好，产权满省税,中央公园首府 -泉州桥南,3室2厅 | 120.27平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,4人关注 / 10个月以前发布,228,"18,958元/平"
石狮市永宁中骏项目旁项目星海湾小区,星海湾三期 -石狮周边,3室2厅 | 131平米 | 南 | 毛坯 | 低楼层(共15层)  | 板楼,9人关注 / 一年前发布,61,"4,657元/平"
中航城天悦 3室2厅 南,中航城天悦 -宝龙广场,3室2厅 | 99.28平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,9人关注 / 6个月以前发布,158.83,"15,999元/平"
证在手随时可过户 房子是精装修自住房，保养很好,万达华府C区 -晋江万达,3室1厅 | 83.6平米 | 东南 | 精装 | 中楼层(共32层)  | 板楼,4人关注 / 4个月以前发布,172,"20,575元/平"
中航城天悦，高层视野，三证在手，诚意出售,中航城天悦 -宝龙广场,3室2厅 | 95.09平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,171,"17,983元/平"
宜居园林嘉琳.中间排，产权清晰证满省税.诚意出售,嘉琳广场 -洛江区,3室1厅 | 125.83平米 | 东南 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,190,"15,100元/平"
价格低，楼层佳，房东诚意出售，,晋江市建设银行住宅区 -宝龙广场,3室1厅 | 93.99平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 10个月以前发布,86.9,"9,246元/平"
中骏商圈在旁，中骏品质小区小区绿化好，江北新城好房,中骏愉景湾 -江北大道,3室2厅 | 110.49平米 | 南 | 精装 | 低楼层(共21层)  | 板楼,3人关注 / 3个月以前发布,120,"10,861元/平"
宝龙国际社区 边套在卖 价格合适,晋江宝龙国际社区西区 -宝龙广场,4室2厅 | 143.48平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,5人关注 / 5个月以前发布,255,"17,773元/平"
百捷墅府高层，精装修三房，房东诚意出售，看房方便,百捷中央墅府 -泉州桥南,3室2厅 | 98平米 | 南 | 精装 | 高楼层(共22层)  | 板楼,3人关注 / 10个月以前发布,240,"24,490元/平"
此房证满5年，户型好，采光楼层好,大江盛世A区 -洛江区,3室1厅 | 127.94平米 | 东南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,230,"17,978元/平"
俊园朝南精装三房，诚意出售，看房方便，装修温馨干净,东海湾俊园 -东海,3室2厅 | 113.48平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 1个月以前发布,227,"20,004元/平"
上实海上海 高层边套3房户型方正,海上海领海苑 -东海,3室2厅 | 130平米 | 南 | 毛坯 | 中楼层(共40层)  | 板塔结合,0人关注 / 1个月以前发布,358,"27,539元/平"
经典户型，房间布局科学，日照充足，空气流畅,金盾商住花苑 -清濛开发区,3室2厅 | 106.18平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,106,"9,984元/平"
此房精装修，银行无抵押，楼层好，采光充足，看房方便,嘉龙尚都 -清濛开发区,3室2厅 | 87.85平米 | 西南 | 精装 | 中楼层(共26层)  | 塔楼,7人关注 / 5个月以前发布,75,"8,538元/平"
永嘉天地 3室2厅 南 北,永嘉天地 -泉港区,3室2厅 | 100平米 | 南 北 | 简装 | 低楼层(共26层)  | 暂无数据,1人关注 / 2个月以前发布,86,"8,600元/平"
户型方正，楼层佳，采光通风好，活动范围广。,捷宏盛宴 -安海镇,4室1厅 | 184.93平米 | 东南 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,246,"13,303元/平"
天骏复式4房，边套好采光，高层好视野，带入户,中航城天骏 -宝龙广场,4室2厅 | 140.46平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,2人关注 / 一年前发布,270,"19,223元/平"
星光耀二期 2室2厅 东 东南 南,星光耀二期 -城东,2室2厅 | 55.86平米 | 东 东南 南 | 精装 | 低楼层(共27层)  | 板塔结合,7人关注 / 一年前发布,68,"12,174元/平"
花园式新小区 入住率高 外带露台 楼下带房间,碧桂园天玺湾 -东海,3室2厅 | 109.85平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,13人关注 / 6个月以前发布,285,"25,945元/平"
格局方正，户型通透，视野无遮挡，证满，看房方便,华泰国际新城 -SM广场,3室2厅 | 124.71平米 | 东南 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 4个月以前发布,137,"10,986元/平"
龙湖嘉天下紫晋城 3室2厅 东南,龙湖嘉天下紫晋城 -池店南,3室2厅 | 114.48平米 | 东南 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,212,"18,519元/平"
雁山花园 大户型5房 高层景观房,雁山花园 -池店南,5室2厅 | 193.43平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板楼,5人关注 / 一年前发布,179.8,"9,296元/平"
中航城天悦 毛坯三房 稳定在售 看房方便,中航城天悦 -宝龙广场,3室2厅 | 95.64平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,8人关注 / 一年前发布,163,"17,044元/平"
福鑫星城 3室2厅 南,福鑫星城 -泉港区,3室2厅 | 124.11平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,35,"2,821元/平"
晋江的临湖市综合体，小区环境佳，资源好，小区绿化高,世茂御龙湾凯撒岛 -晋江万达,3室2厅 | 123.11平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,208,"16,896元/平"
正规三房+1房两厅两卫双阳台，朝南户型 诚意出售,卓辉汇景城 -晋江万达,3室2厅 | 122.01平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,0人关注 / 31天以前发布,149.1,"12,221元/平"
中航城  天骏  复式楼  毛坯房,中航城天骏 -宝龙广场,3室2厅 | 104.01平米 | 东南 | 毛坯 | 高楼层(共36层)  | 板楼,4人关注 / 10个月以前发布,183,"17,595元/平"
磁灶重要地段，中瑞阳光豪庭绿化好，业主诚意出售,中瑞阳光豪庭 -磁灶镇,4室2厅 | 143平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板楼,5人关注 / 11个月以前发布,90,"6,294元/平"
龙湖嘉天下紫晋城 高层三房 看中庭,龙湖嘉天下紫晋城 -池店南,3室2厅 | 113.36平米 | 南 | 毛坯 | 高楼层(共34层)  | 板楼,8人关注 / 一年前发布,226,"19,937元/平"
清源山下 交通便捷 采光好  业主诚意出售,億龍花園 -东街,3室2厅 | 138.22平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,224.5,"16,243元/平"
