标题,开发商,房子信息,发布信息,售价/万,单价
世纪花园竹园 3室2厅 南 北,世纪花园竹园 -张店区,3室2厅 | 188.59平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,4人关注 / 13天以前发布,163,"8,644元/平"
莲池公园西 小高层黄 金国际西区 两卧一客朝阳户型,黄金国际 -张店区,3室2厅 | 137.58平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板塔结合,75人关注 / 一年前发布,135,"9,813元/平"
兴业家园，楼前无遮挡 两卧一客朝阳，带储,兴业家园 -张店区,3室2厅 | 134.78平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,16人关注 / 一年前发布,150,"11,130元/平"
验 大三室  精装带储 带物业优惠租赁,鑫盛·城市风景 -张店区,3室2厅 | 130.82平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,7人关注 / 一年前发布,127,"9,708元/平"
鸿泰花漾城南区 南北通透三室好房,鸿泰花漾城南区 -张店区,3室2厅 | 119平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 6个月以前发布,115,"9,664元/平"
海盛水产  西地华府  电梯温馨客卧朝阳两室,西地华府 -张店区,2室2厅 | 84.3平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板塔结合,18人关注 / 一年前发布,63,"7,474元/平"
怡安家园，精装修，短住，电梯好楼层,怡安家园 -淄川区,2室2厅 | 99.14平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,51,"5,145元/平"
城南一号  一楼带大花园 下沉式复式  带车位带储藏室,城南壹号 -张店区,3室2厅 | 226平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 塔楼,7人关注 / 一年前发布,185,"8,186元/平"
将军路 体育公园旁 电梯房 观景楼层 客卧朝阳,鼓浪屿小镇 -淄川区,3室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板塔结合,1人关注 / 8个月以前发布,92,"7,667元/平"
中南樾府大三室   带车位储藏室    毛坯房,中南樾府 -桓台县,3室2厅 | 131平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 4个月以前发布,140,"10,688元/平"
颐泽花园紫薇苑 多层电梯房 3室2厅 带车位 储藏室,颐泽花园紫薇苑 -淄川区,3室2厅 | 145.22平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,168,"11,569元/平"
经开区 吾悦广场旁 嘉亿国际 客卧朝阳中间楼层 采光好,嘉亿国际 -张店区,2室2厅 | 89.98平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,1人关注 / 7个月以前发布,70,"7,780元/平"
此价就一套！6楼纯三室有钥匙！户型好明厨明卫急售！,淄博电业局第四宿舍区 -张店区,3室2厅 | 97.3平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,28人关注 / 一年前发布,57.5,"5,910元/平"
南苑绿洲二区房子满五唯一 省税,孙家南苑绿洲小区小区二区 -张店区,3室2厅 | 94.14平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 8个月以前发布,53,"5,630元/平"
潴龙河公园旁 吉润雅 多层一楼 精装修 两室 拎包入住,吉润雅庭 -张店区,2室2厅 | 86.41平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,72,"8,333元/平"
世纪花园大三室172平150万精装带家具家电,世纪花园菊香园 -张店区,3室2厅 | 172平米 | 北 南 | 精装 | 高楼层(共7层)  | 板楼,22人关注 / 一年前发布,138,"8,024元/平"
经开区大两室精装带车库，好楼层三证满五急售,孙家南苑绿洲小区一区 -张店区,2室2厅 | 90平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,35人关注 / 一年前发布,50.5,"5,612元/平"
吾悦南经开区富康嘉苑电梯洋房 简装两室带储 房主包税,富康嘉苑 -张店区,2室2厅 | 91.44平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,10人关注 / 一年前发布,53,"5,797元/平"
精装修带全部家具家电前面无遮挡！拎包入住！带储藏室,齐悦国际花园一期 -张店区,3室2厅 | 119平米 | 南 | 精装 | 高楼层(共23层)  | 板楼,69人关注 / 一年前发布,133,"11,177元/平"
橙香村 3室2厅 南,橙香村 -张店区,3室2厅 | 130.59平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,110,"8,424元/平"
明博新城  采光无遮挡的通透三室 带车位精装修,明博新城 -张店区,3室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 6个月以前发布,182,"13,000元/平"
春天里 稀有温馨三室！毛坯次新房 可以装修自己喜欢的,金城 · 春天里小区 -张店区,3室2厅 | 102.43平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,8人关注 / 一年前发布,75,"7,323元/平"
华侨城精装大三室双卫 带车位储藏室 家具 随时看房,中润 · 华侨城八组团 -张店区,3室2厅 | 164平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,15人关注 / 一年前发布,149,"9,086元/平"
装修未住 楼层低适合老人住 三期质量好,颐景园 -张店区,3室1厅 | 129.75平米 | 南 北 | 简装 | 低楼层(共26层)  | 板楼,6人关注 / 一年前发布,102,"7,862元/平"
齐润花园三室，带储带车位221万，有钥匙，看房方便,齐润花园 -张店区,3室2厅 | 130平米 | 南 北 | 简装 | 低楼层(共26层)  | 暂无数据,2人关注 / 4个月以前发布,221,"17,000元/平"
精装温馨两室电梯房房龄新采光无遮挡,红橡树 -高青县,2室2厅 | 97平米 | 南 | 精装 | 11层  | 板塔结合,2人关注 / 一年前发布,63,"6,495元/平"
吾悦广场旁  三室两厅两卫出售,盛世康城三期 -张店区,3室2厅 | 151.8平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,1人关注 / 7个月以前发布,136,"8,960元/平"
南苑绿洲 毛坯三室两厅5楼非顶楼 房主诚心出售,孙家南苑绿洲小区一区 -张店区,3室2厅 | 108.83平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,10人关注 / 一年前发布,65,"5,973元/平"
全明房间，高层采光很好，环境好的,西地华府 -张店区,2室2厅 | 84.21平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,4人关注 / 一年前发布,65,"7,719元/平"
急售植物园 鑫盛嘉园 客卧朝阳 两室两厅带储 随时看房,鑫盛嘉园社区 -张店区,2室2厅 | 98.35平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,55,"5,593元/平"
"楼层好,视野宽阔,采光充足,内复shi",恒生城市花园 -张店区,4室2厅 | 172.88平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,18人关注 / 7个月以前发布,96,"5,553元/平"
福源汇低首付客卧朝阳湿地公园安个家,福源汇 -张店区,2室2厅 | 98.53平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,62,"6,293元/平"
印象汇北，多层二楼 ，简装两室，看房方便。,齐鲁石化腈纶厂生活区 -张店区,2室2厅 | 73.01平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 6个月以前发布,57,"7,808元/平"
莲池七中！南北通透！118平三居精装可议！采光好！,莲泽苑 -张店区,3室2厅 | 118平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,80,"6,780元/平"
小区为新建成小区，设施齐全，安保严格，毛坯大三室,花漾城 -张店区,3室2厅 | 197.59平米 | 南 北 | 其他 | 低楼层(共24层)  | 板楼,0人关注 / 一年前发布,212,"10,730元/平"
明博新城，新房未住，房主诚意出售。。,明博新城 -张店区,3室2厅 | 118平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,132,"11,187元/平"
全明房间，高层采光很好，环境好的,西地华府 -张店区,2室2厅 | 84.21平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,4人关注 / 一年前发布,65,"7,719元/平"
客厅开间6米2  落地窗阳光满满   多层2楼,世纪花园春趣园 -张店区,3室2厅 | 192.76平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,27人关注 / 一年前发布,177,"9,183元/平"
南苑绿洲 毛坯三室两厅5楼非顶楼 房主诚心出售,孙家南苑绿洲小区一区 -张店区,3室2厅 | 108.83平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,10人关注 / 一年前发布,65,"5,973元/平"
恒丰花园 多层一楼 大两室 干净拎包入住,恒丰花园 -张店区,2室2厅 | 98.9平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 一年前发布,83,"8,393元/平"
阳光花园南区 电梯毛坯新房   楼层好 采光好  公摊小,阳光花园 -张店区,3室2厅 | 157.26平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 一年前发布,153,"9,730元/平"
湿地公园旁毛坯两室现房观湖景公园世家靠盛景澜庭！,圣联公园世家 -张店区,2室2厅 | 89.66平米 | 南 | 毛坯 | 中楼层(共15层)  | 板塔结合,2人关注 / 一年前发布,79.8,"8,901元/平"
宽敞两居  采光充足  装修干净整洁 带车位,齐悦花园盛悦园 -张店区,2室2厅 | 135平米 | 南 北 | 简装 | 低楼层(共23层)  | 板楼,1人关注 / 一年前发布,168,"12,445元/平"
电梯好楼层  可我朝阳  带车库 有钥匙随时看房,莲泽苑 -张店区,3室2厅 | 119.59平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,6人关注 / 一年前发布,115,"9,617元/平"
此房满五年，带储藏室，多层楼，三卧朝阳， 采光好,通济花园 -张店区,3室2厅 | 133.42平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,99,"7,421元/平"
黄 金 国际 南区 三室两厅两卫 精装修 带车储,黄金国际 -张店区,3室2厅 | 135平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,10人关注 / 一年前发布,160,"11,852元/平"
此房满五年，3室南北通透，小错层设计，配套设施全,世纪花园竹园 -张店区,3室2厅 | 147.63平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,2人关注 / 一年前发布,148,"10,026元/平"
吾悦广场旁  三室两厅两卫出售,盛世康城三期 -张店区,3室2厅 | 151.8平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,1人关注 / 7个月以前发布,136,"8,960元/平"
精装温馨两室电梯房房龄新采光无遮挡,红橡树 -高青县,2室2厅 | 97平米 | 南 | 精装 | 11层  | 板塔结合,2人关注 / 一年前发布,63,"6,495元/平"
齐润花园三室，带储带车位221万，有钥匙，看房方便,齐润花园 -张店区,3室2厅 | 130平米 | 南 北 | 简装 | 低楼层(共26层)  | 暂无数据,2人关注 / 4个月以前发布,221,"17,000元/平"
华侨城精装大三室双卫 带车位储藏室 家具 随时看房,中润 · 华侨城八组团 -张店区,3室2厅 | 164平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,15人关注 / 一年前发布,149,"9,086元/平"
装修未住 楼层低适合老人住 三期质量好,颐景园 -张店区,3室1厅 | 129.75平米 | 南 北 | 简装 | 低楼层(共26层)  | 板楼,6人关注 / 一年前发布,102,"7,862元/平"
春天里 稀有温馨三室！毛坯次新房 可以装修自己喜欢的,金城 · 春天里小区 -张店区,3室2厅 | 102.43平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,8人关注 / 一年前发布,75,"7,323元/平"
财政局单位房，毛坯大元宝户，带车储，视野好！,颐丰花园颐臻园 -张店区,3室2厅 | 175平米 | 南 北 | 简装 | 高楼层(共21层)  | 板楼,10人关注 / 一年前发布,218,"12,458元/平"
鸿泰吉祥苑满五唯一，三室两卫元宝户，带车储，急售,鸿泰吉祥苑 -张店区,3室2厅 | 141平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板楼,8人关注 / 一年前发布,118,"8,369元/平"
文博苑三室2厅毛坯房楼层好无遮挡车位储藏室都全,文博苑 -张店区,3室2厅 | 117.33平米 | 南 北 | 毛坯 | 中楼层(共21层)  | 暂无数据,16人关注 / 一年前发布,113,"9,631元/平"
迎春园  多层二楼大三室 随时看房,迎春园 -张店区,3室2厅 | 119.6平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,7人关注 / 一年前发布,76,"6,355元/平"
公园世家通透两室，带储藏室，车位不捆绑,圣联公园世家 -张店区,2室2厅 | 93.67平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,3人关注 / 11个月以前发布,79.5,"8,488元/平"
高楼层采光好，无遮挡，方正户型，居住舒适,尚美苑 -张店区,2室2厅 | 94平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,70,"7,447元/平"
金乔生活区  三室朝阳  精装修  52万,金乔生活区 -张店区,3室1厅 | 90.5平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,12人关注 / 一年前发布,49.8,"5,503元/平"
凯瑞安园，实图六层加七层，大三室，有钥匙，方便看房,凯瑞安园 -张店区,3室2厅 | 130平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,10人关注 / 一年前发布,99,"7,616元/平"
怡海世家 证满五唯一，精装，   业主素质高,怡海世家 -张店区,3室2厅 | 145平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,149,"10,276元/平"
黄 金国际 客卧朝阳  带车位 精装修 视野开拓交通便利,黄金国际 -张店区,2室2厅 | 110平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,36人关注 / 一年前发布,112,"10,182元/平"
好楼层精装修带大储藏室！有钥匙随时看房！着急出售！,書香景園 -张店区,3室2厅 | 118.8平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,15人关注 / 一年前发布,95,"7,997元/平"
经开区公园门口精装修小三室好楼层带车库，急售,錦綉花城 -张店区,3室1厅 | 92平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,14人关注 / 一年前发布,63,"6,848元/平"
淄博新区碧桂园通透小三室户型方正,淄博碧桂园流苏园 -周村区,3室2厅 | 105平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,2人关注 / 一年前发布,63,"6,000元/平"
南苑绿洲 多层三楼 中间楼层 房主诚意出售,孙家南苑绿洲小区一区 -张店区,3室2厅 | 118平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,73,"6,187元/平"
"金石丽城多层二楼 ，精装三室二厅二卫,带着大储藏室。",金石丽城 -张店区,3室2厅 | 153平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,18人关注 / 一年前发布,143,"9,347元/平"
华侨城八组团电梯9楼三室两厅方正户型带储带车位183万,中润 · 华侨城八组团 -张店区,3室2厅 | 165.7平米 | 南 北 | 简装 | 高楼层(共11层)  | 板塔结合,7人关注 / 一年前发布,160,"9,657元/平"
开泰家园 多层中间楼层 三室带车库,开泰家园 -张店区,3室1厅 | 93.42平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,89,"9,527元/平"
精装带车储优质房源，拎包入住。。。。,颐丰花园颐盛园 -张店区,3室2厅 | 169平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 一年前发布,230,"13,610元/平"
采光充足带储藏室，房龄新，价格实惠,亨泰花园 -张店区,2室2厅 | 85平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,57人关注 / 一年前发布,86,"10,118元/平"
齐赛家园  元宝户电梯房 户型方正采光好  看房方便,大泰·齐赛家园 -张店区,3室1厅 | 144.89平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,0人关注 / 一年前发布,149,"10,284元/平"
买不了吃亏，买不了上当，赶紧行动起来,乾盛慧泽佳园 -张店区,3室2厅 | 134.83平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,6人关注 / 一年前发布,122,"9,049元/平"
两居室  先看房  价格好谈  户型好,齊盛花園 -张店区,2室2厅 | 79.5平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,6人关注 / 8个月以前发布,48.5,"6,101元/平"
天泰嘉亿城南 精装三室 双卧客厅朝阳 带储藏室,齊盛花園 -张店区,3室2厅 | 82平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,14人关注 / 一年前发布,33,"4,025元/平"
颐丰花园 楼龄新，带储车位另算，中楼层。,颐丰花园颐臻园 -张店区,3室2厅 | 176平米 | 南 北 | 简装 | 高楼层(共21层)  | 板楼,12人关注 / 一年前发布,230,"13,069元/平"
华侨城十组团，毛坯未住 采光充足,中润·华侨城十组团 -张店区,3室2厅 | 128.66平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,24人关注 / 一年前发布,133,"10,338元/平"
银泰城旁的房子  好楼层  全明户型,恒大林溪郡 -张店区,3室2厅 | 135平米 | 南 北 | 精装 | 低楼层(共29层)  | 板塔结合,2人关注 / 一年前发布,120,"8,889元/平"
十一中东临。有钥匙，随时看房，急售！价格可议,中房青年城 -张店区,3室1厅 | 114.9平米 | 南 | 简装 | 高楼层(共21层)  | 板楼,0人关注 / 一年前发布,72.5,"6,310元/平"
理工大，市实验，满二唯一，出行便利，价格低廉！,尚文苑 -张店区,2室2厅 | 100平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,8人关注 / 一年前发布,70,"7,000元/平"
十一中东临，电梯新房，三居室，随时看房,中房青年城 -张店区,3室2厅 | 116.2平米 | 南 | 简装 | 中楼层(共26层)  | 板楼,1人关注 / 一年前发布,89,"7,660元/平"
世纪花园 多层带电梯 带储藏室 毛坯 急售,世纪花园冬韵园 -张店区,3室2厅 | 135平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,169,"12,519元/平"
经开吾悦广场旁，配套成熟经典客卧朝阳户型，精装两室,盛世康城二期 -张店区,2室2厅 | 88平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,60,"6,819元/平"
美达华庭 精装两室 南北通透 视野开阔 带储藏室,美达华庭 -张店区,2室2厅 | 90.52平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,20人关注 / 一年前发布,46,"5,082元/平"
