标题,开发商,房子信息,发布信息,售价/万,单价
特警支队宿舍 宽敞的3房2厅诚心出售,海口特警支队宿舍 -海甸岛,3室2厅 | 88.45平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,1人关注 / 15天以前发布,146,"16,507元/平"
倚能美林湾 精装修 三房两卫 公摊小 交通便利,倚能美林湾 -江东,3室2厅 | 100.28平米 | 北 | 精装 | 12层  | 板楼,12人关注 / 5个月以前发布,180,"17,950元/平"
富苑正规四房，户型方正，业主诚心出售。,富苑 -海甸岛,3室2厅 | 120平米 | 南 | 简装 | 7层  | 板塔结合,7人关注 / 一年前发布,145,"12,084元/平"
恒大美丽沙天悦湾双拼下叠前后带大花园精装拎包入住,海口恒大美丽沙 -海甸岛,4室2厅 | 266平米 | 南 北 | 精装 | 2层  | 板楼 | 独栋别墅 ,12人关注 / 一年前发布,838,"31,504元/平"
配套设施齐全金盘商圈，出行便捷，高层住宅，小区安静,汇水湾公寓 -金盘,4室2厅 | 155.34平米 | 南 北 | 毛坯 | 19层  | 板楼,7人关注 / 10个月以前发布,275,"17,704元/平"
品质小区，户型好，看房方便，诚心出售,美丽沙·蓝色海岸 -海甸岛,3室2厅 | 131.11平米 | 南 | 精装 | 低楼层(共24层)  | 塔楼,0人关注 / 2个月以前发布,315,"24,026元/平"
大三房 户型方正 小区安静 该小区难出的好房,海岸警苑小区 -海甸岛,3室2厅 | 126.07平米 | 北 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 2个月以前发布,199.8,"15,849元/平"
满五唯一 精装2房 海甸岛2015年小区诚心出售,金隅大成西溪里 -海甸岛,2室2厅 | 87.98平米 | 南 | 精装 | 23层  | 板塔结合,3人关注 / 8个月以前发布,220,"25,006元/平"
四房，满五唯一，税费低，户型格局好，高楼层,吉宝佳园 -金盘,4室2厅 | 156平米 | 南 北 | 简装 | 高楼层(共12层)  | 板塔结合,2人关注 / 9个月以前发布,280,"17,949元/平"
优质洋房，好品质，三房两厅，南北朝向，精装。,紫园 -紫园片区,3室2厅 | 122.96平米 | 南 | 精装 | 11层  | 板楼,1人关注 / 7个月以前发布,400,"32,531元/平"
新埠岛 大型小区 滨海国际 3房2厅2卫,碧桂园·滨海国际 -新埠岛,3室2厅 | 127平米 | 东南 | 精装 | 18层  | 板塔结合,0人关注 / 4个月以前发布,300,"23,623元/平"
西海岸 龙墅湾小区 大4房 600万 满五唯一 海景房,龙墅湾 -紫园片区,4室2厅 | 171平米 | 南 | 精装 | 15层  | 板塔结合,0人关注 / 6个月以前发布,600,"35,088元/平"
夏威夷花苑 3室2厅 南,夏威夷花苑 -海甸岛,3室2厅 | 125.36平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,1人关注 / 3个月以前发布,205,"16,353元/平"
海甸岛小区位置好低公摊低总价正规三房,海口市汽車配件厰住宅小区 -海甸岛,3室2厅 | 104.65平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,11人关注 / 8个月以前发布,123,"11,754元/平"
海甸岛 花园洋房 南北格局 高楼层 采光好 有阁楼,滨海华庭 -海甸岛,3室1厅 | 117平米 | 南 | 简装 | 6层  | 板塔结合,22人关注 / 一年前发布,203,"17,351元/平"
地理位置优越，配套齐全，资源丰富，生活便利,兆南丽湾 -海甸岛,2室2厅 | 104.93平米 | 南 | 毛坯 | 高楼层(共19层)  | 板塔结合,17人关注 / 一年前发布,235,"22,396元/平"
业主诚心出售兆南丽湾三面采光高楼层视野宽阔采光充足,兆南丽湾 -海甸岛,3室2厅 | 157.55平米 | 北 | 毛坯 | 高楼层(共30层)  | 板塔结合,47人关注 / 一年前发布,290,"18,407元/平"
滨江海岸三房电梯特惠出售，交通方便  ，小区大,水岸阳光A区 -海甸岛,3室2厅 | 108.83平米 | 东南 | 简装 | 中楼层(共25层)  | 塔楼,11人关注 / 3个月以前发布,160,"14,702元/平"
南方明珠双阳台，电梯.一梯2户.拎包入住,南方明珠 -海甸岛,3室2厅 | 143平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,13人关注 / 8个月以前发布,270,"18,882元/平"
恒大美丽沙天泽湾    精装四房  业主诚心出售,海口恒大美丽沙 -海甸岛,4室2厅 | 142.43平米 | 北 | 精装 | 9层  | 板楼,3人关注 / 3个月以前发布,370,"25,978元/平"
此房满五多套 东南朝向 电梯高层 采光通风好,市政花园 -海甸岛,4室2厅 | 134.67平米 | 北 南 | 精装 | 中楼层(共18层)  | 板塔结合,19人关注 / 10个月以前发布,222,"16,485元/平"
海口湾 保利中央海岸一线海景房南北通透,保利中央海岸 -海口湾,5室2厅 | 175平米 | 南 北 | 毛坯 | 高楼层(共14层)  | 板楼,6人关注 / 8个月以前发布,600,"34,286元/平"
海甸岛好商圈精装修三房诚意出售,伟达·雅郡 -海甸岛,3室2厅 | 131.2平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,9人关注 / 7个月以前发布,213,"16,235元/平"
海南大学旁 独栋别墅地上三层 可做10个房间,白沙门別墅 -海甸岛,9室1厅 | 292.92平米 | 南 | 简装 | 低楼层(共3层)  | 板楼,43人关注 / 6个月以前发布,422,"14,407元/平"
大社区 采光通风好，南北通透，户型方正，两梯四户..,鸿天阁北区 -海甸岛,3室2厅 | 148.7平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,3人关注 / 一年前发布,350,"23,538元/平"
南方明珠双阳台，电梯.一梯2户.拎包入住,南方明珠 -海甸岛,3室2厅 | 143平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,13人关注 / 8个月以前发布,270,"18,882元/平"
长堤路骑楼商圈大三房朝南诚意出售,长堤路42号 -和平南,3室2厅 | 127平米 | 西南 | 简装 | 中楼层(共15层)  | 板塔结合,1人关注 / 3个月以前发布,138,"10,867元/平"
海口湾公园 毛坯房五房，东南朝向，随时看房,東方天澜滙 -海口湾,4室2厅 | 183平米 | 南 北 | 其他 | 低楼层(共25层)  | 板塔结合,13人关注 / 11个月以前发布,565,"30,875元/平"
海甸岛 濠江壹号 次新小区 精美正规三居室 诚心出售,濠江壹号 -海甸岛,3室2厅 | 94.27平米 | 北 | 简装 | 16层  | 板塔结合,20人关注 / 一年前发布,188,"19,943元/平"
此房满五年 业主产证在手 看房便利 地段好 带阳台,侨诚花园 -国兴,3室2厅 | 123.59平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 4个月以前发布,215,"17,397元/平"
府城建国路，外贸大厦，正规户型,外贸大厦 -府城,4室2厅 | 220平米 | 南 | 简装 | 中楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,286,"13,000元/平"
国瑞城 四房两厅  满五唯一 看房方便,国瑞城雅仕苑 -国兴,4室2厅 | 175平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 4个月以前发布,550,"31,429元/平"
三层独栋别墅，满五唯一，诚心出售,夏威夷海岸 -远大,7室0厅 | 632.78平米 | 东 南 西 北 | 毛坯 | 6层  | 板楼 | 独栋别墅 ,0人关注 / 3个月以前发布,2200,"34,768元/平"
房子满五唯一，朝南，采光通风不错。,广物滨江帝景1期 -滨江,3室2厅 | 111.63平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,0人关注 / 2个月以前发布,213,"19,081元/平"
此房南北通透，采光充足，交通便利。证满五税费少,海南五矿宿舍 -国兴,4室2厅 | 107.79平米 | 南 北 | 简装 | 高楼层(共9层)  | 暂无数据,2人关注 / 8个月以前发布,150,"13,916元/平"
江南城叠拼墅 上叠 户型方正 明厨明卫 业主诚意出售,江南城 -海甸岛,4室2厅 | 187平米 | 南 北 | 简装 | 中楼层(共4层)  | 暂无数据,42人关注 / 一年前发布,380,"20,321元/平"
地段优越，龙华繁华地段，三房总价低地段优越,水产研究所家属楼 -解放西,3室2厅 | 104.48平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,3人关注 / 6个月以前发布,146,"13,974元/平"
国贸商圈  交通便利 看房有钥匙  金牛岭公园旁边,恒豐大厦 -龙昆南,4室2厅 | 136平米 | 东南 | 其他 | 低楼层(共9层)  | 塔楼,0人关注 / 6个月以前发布,195,"14,339元/平"
新大洲大道，闹中取静，精装3房，南北双阳台,惠丰·碧水江畔 -滨江,3室2厅 | 116.9平米 | 南 北 | 精装 | 低楼层(共18层)  | 暂无数据,2人关注 / 6个月以前发布,205,"17,537元/平"
房子满五唯一，户型通透，中高楼层，视野好，采光充足,广物滨江帝景Ⅱ期 -滨江,3室2厅 | 126平米 | 南 北 | 毛坯 | 26层  | 板塔结合,0人关注 / 3个月以前发布,278,"22,064元/平"
南北通透  四个阳台 市政旁 品质小区,滨海新天地 -远大,3室2厅 | 129.8平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 暂无数据,1人关注 / 1个月以前发布,269,"20,725元/平"
诚心出售 大三房 精装修  采光足 随时可以签合同。,五源河公寓二期（C区） -远大,3室2厅 | 127平米 | 南 | 精装 | 27层  | 板塔结合,0人关注 / 1个月以前发布,235,"18,504元/平"
碧桂园·滨海国际 2室1厅 南 北,碧桂园·滨海国际 -新埠岛,2室1厅 | 76.53平米 | 南 北 | 精装 | 18层  | 板塔结合,0人关注 / 2个月以前发布,169,"22,083元/平"
大三房，南北通透，出门就是白沙门公园,海岸金沙 -海甸岛,3室2厅 | 127平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,275,"21,654元/平"
蓝天路金棕苑，电梯房，生活交通方便。。。。,金棕苑 -明珠,4室2厅 | 129平米 | 南 | 简装 | 22层  | 板塔结合,5人关注 / 6个月以前发布,175,"13,566元/平"
国兴滨江路英才封闭小区和风江岸江景四室毛坯满五税少,和风江岸 -国兴,4室2厅 | 180平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,2人关注 / 4个月以前发布,480,"26,667元/平"
此房满五唯一，税费少，户型方正，采光好。,海口政协民主党派宿舍 -解放西,3室2厅 | 110.15平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,3人关注 / 6个月以前发布,119,"10,804元/平"
国兴滨江路英才封闭小区和风江岸三房精装修拎包可住,和风江岸 -国兴,3室2厅 | 123平米 | 北 | 精装 | 低楼层(共33层)  | 板塔结合,2人关注 / 4个月以前发布,290,"23,578元/平"
景观视野采光好，看房方便，户型很好,金茂滨江温泉花园 -海甸岛,3室2厅 | 134平米 | 东南 | 毛坯 | 6层  | 板楼,9人关注 / 9个月以前发布,220,"16,418元/平"
花语庭苑 5室2厅 南 北,花语庭苑 -海甸岛,5室2厅 | 136.67平米 | 南 北 | 精装 | 中楼层(共4层)  | 暂无数据,23人关注 / 6个月以前发布,358,"26,195元/平"
市政府旁 高品质小区 南北通透大三房,滨海新天地 -远大,3室2厅 | 142.79平米 | 南 北 | 简装 | 29层  | 板塔结合,6人关注 / 7个月以前发布,280,"19,610元/平"
阳光西海岸精致舒适大三房 环境安静 楼间距宽 采光好,阳光西海岸 -远大,3室2厅 | 139.47平米 | 南 北 | 简装 | 低楼层(共16层)  | 塔楼,13人关注 / 10个月以前发布,228,"16,348元/平"
碧桂园·滨海国际 3室1厅 南 北,碧桂园·滨海国际 -新埠岛,3室1厅 | 126.07平米 | 南 北 | 简装 | 18层  | 板塔结合,0人关注 / 1个月以前发布,252,"19,989元/平"
海府路 次新房 三房两卫 户型方正,红星大厦 -国兴,3室2厅 | 136.92平米 | 东 | 简装 | 19层  | 板塔结合,9人关注 / 一年前发布,160,"11,686元/平"
国兴大道 三优花园 三房两厅 满五 精装修 看房方便,三优花园 -国兴,3室2厅 | 138.51平米 | 南 | 其他 | 中楼层(共14层)  | 板楼,4人关注 / 6个月以前发布,255,"18,411元/平"
西雅图丽湾 5室2厅 南 北,西雅图丽湾 -远大,5室2厅 | 251.65平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 5天以前发布,446,"17,724元/平"
北方万银花园 3室1厅 南,北方万银花园 -金盘,3室1厅 | 123.41平米 | 南 | 其他 | 中楼层(共9层)  | 板楼,0人关注 / 7天以前发布,147,"11,912元/平"
满五唯一 通透格局 交通方便 配套齐全 电梯 视野广阔,海南师范大学金花园 -龙昆南,3室2厅 | 119平米 | 南 北 | 简装 | 9层  | 板塔结合,0人关注 / 7天以前发布,180,"15,127元/平"
恒大海口文化旅游城 3室2厅 南 北,恒大海口文化旅游城 -椰海大道,3室2厅 | 123.47平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 2天以前发布,209,"16,928元/平"
滨江路 滨江绿都 三房 精装修  带一个车位,滨江绿都 -滨江,3室2厅 | 107.72平米 | 南 | 其他 | 29层  | 板塔结合,0人关注 / 7天以前发布,250,"23,209元/平"
海口湾紫荆花园旁 194平米的大平层 4房2厅 南北通风,海怡豪园 -海口湾,4室2厅 | 194平米 | 南 北 | 其他 | 19层  | 板楼,1人关注 / 8天以前发布,370,"19,073元/平"
银通花园 3室2厅 南 北,银通花园 -海口湾,3室2厅 | 144.46平米 | 南 北 | 其他 | 低楼层(共22层)  | 板塔结合,0人关注 / 4天以前发布,226,"15,645元/平"
碧桂园·滨海国际 2室2厅 北,碧桂园·滨海国际 -新埠岛,2室2厅 | 71.7平米 | 北 | 精装 | 17层  | 板塔结合,0人关注 / 3天以前发布,166,"23,153元/平"
海口湾银通花园大三房全明户型朝向好,银通花园 -海口湾,3室2厅 | 131平米 | 南 北 | 其他 | 中楼层(共22层)  | 板塔结合,0人关注 / 5天以前发布,240,"18,321元/平"
中山南路 2013年小区电梯精装三房两厅出售,榜铭小区 -凤翔,3室2厅 | 110.11平米 | 北 | 其他 | 19层  | 板楼,1人关注 / 3天以前发布,178,"16,166元/平"
蓝天路明珠国兴商圈，精致小两房，价格实在，总价不高,汇隆综合楼 -国兴,2室1厅 | 60平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 5天以前发布,96,"16,000元/平"
四季华庭，小高层中间楼层，户型方正，采光通风好。,四季华庭 -龙昆南,4室2厅 | 140平米 | 东南 南 | 其他 | 8层  | 板塔结合,0人关注 / 5天以前发布,253,"18,072元/平"
邮政管理局宿舍区 3室1厅 南 北,邮政管理局宿舍区 -明珠,3室1厅 | 71.13平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 2天以前发布,99,"13,919元/平"
世贸金碧文华精装四房，花园小区，视野开阔无遮挡。,庆豪·金碧文华 -世贸,4室2厅 | 143平米 | 南 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 7天以前发布,398,"27,833元/平"
秀英市区正规电梯两房92平 满五 业主诚心出售,聚水苑 -秀英,2室2厅 | 92平米 | 东 北 | 其他 | 19层  | 塔楼,0人关注 / 7天以前发布,138,"15,000元/平"
富成大厦 2室1厅 东,富成大厦 -国贸,2室1厅 | 91.24平米 | 东 | 其他 | 中楼层(共28层)  | 塔楼,0人关注 / 7天以前发布,142,"15,564元/平"
满五唯一，税费低，业主升级改善，出售意向诚恳，,利亨花园 -国贸,2室2厅 | 135平米 | 南 | 其他 | 中楼层(共28层)  | 板楼,0人关注 / 6天以前发布,250,"18,519元/平"
海润花园 大空间南向三房 空间大 视野好,海润花园 -和平南,3室2厅 | 135平米 | 南 | 其他 | 中楼层(共15层)  | 板塔结合,0人关注 / 6天以前发布,196,"14,519元/平"
户型方正，视野开阔，交通便利，成熟小区配套齐全,兆南丽湾 -海甸岛,3室2厅 | 157平米 | 北 | 其他 | 中楼层(共30层)  | 板塔结合,0人关注 / 3天以前发布,320,"20,383元/平"
世贸濠江花园 正规1房1厅 带阳台 有一个产权车位另算,濠江花园 -世贸,1室1厅 | 51.07平米 | 东南 | 精装 | 高楼层(共20层)  | 板塔结合,0人关注 / 2天以前发布,98,"19,190元/平"
钻石水岸三房诚意出售，满五年唯一。,钻石水岸 -海甸岛,3室1厅 | 91.25平米 | 南 北 | 其他 | 11层  | 板楼,0人关注 / 6天以前发布,180,"19,727元/平"
白沙门温泉度假村 2室1厅 南,白沙门温泉度假村 -海甸岛,2室1厅 | 76.9平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 刚刚发布,120,"15,605元/平"
满五唯一，朝南户型好采光好，配套设施齐全，交通便利,建安花园 -海甸岛,3室2厅 | 128.52平米 | 南 | 其他 | 低楼层(共16层)  | 塔楼,0人关注 / 4天以前发布,206,"16,029元/平"
产证在手，朝北，视野开阔，交通便利，江景房,滨江度假城 -滨江,2室2厅 | 80平米 | 南 北 | 其他 | 中楼层(共19层)  | 板塔结合,0人关注 / 3天以前发布,140,"17,500元/平"
位置滨江路 佳元江畔人家 精装三房  坐北朝南,佳元·江畔人家 -滨江,3室2厅 | 147平米 | 东南 | 其他 | 18层  | 板楼,0人关注 / 7天以前发布,330,"22,449元/平"
国贸大院 4室1厅 东 东南 南,国贸大院 -国贸,4室1厅 | 125平米 | 东 东南 南 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 1天以前发布,135,"10,800元/平"
新埠岛 花园洋房 毛坯2房 带前后花园 一梯两户 环境好,海南之心和风兰庭 -新埠岛,2室2厅 | 80.87平米 | 南 北 | 其他 | 6层  | 板楼,0人关注 / 3天以前发布,206,"25,473元/平"
广物滨江帝景Ⅱ期 4室2厅 南 北,广物滨江帝景Ⅱ期 -滨江,4室2厅 | 143.4平米 | 南 北 | 其他 | 17层  | 板塔结合,0人关注 / 7天以前发布,300,"20,921元/平"
金城大厦 3室1厅 东 南,金城大厦 -龙昆南,3室1厅 | 144.14平米 | 东 南 | 精装 | 高楼层(共24层)  | 塔楼,0人关注 / 1天以前发布,160,"11,101元/平"
滨海新天地 2室1厅 南,滨海新天地 -远大,2室1厅 | 95.86平米 | 南 | 其他 | 18层  | 板楼,0人关注 / 4天以前发布,202,"21,073元/平"
