标题,开发商,房子信息,发布信息,售价/万,单价
金地檀境 前排 视野开阔 采光充足 诚心出售,金地檀境 -前关,3室2厅 | 104.15平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 8天以前发布,136,"13,059元/平"
精装修南北通厅，光线充足，近公园，可以拎包入住,晶品枫林 -华东,2室2厅 | 87.61平米 | 南 北 | 精装 | 低楼层(共10层)  | 板楼,28人关注 / 9个月以前发布,133.8,"15,273元/平"
地铁口 无坡 二楼  配套完善 拎包入住 手续清晰,亲亲家园 -西山水库,1室1厅 | 39.96平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,8人关注 / 7个月以前发布,56,"14,015元/平"
中山区二楼南北向民宅，诚心出售,新生街 -民主广场,2室2厅 | 65.14平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,5人关注 / 2个月以前发布,75.5,"11,591元/平"
34水仙 无坡四楼 精装修两室 保温已做完,34中兴民街 -唐山街,2室1厅 | 48.3平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,6人关注 / 1个月以前发布,116,"24,017元/平"
大社区洋房  精装修  环保材料  拎包即住,小平岛海第 -小平岛,2室2厅 | 76.29平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,46人关注 / 9个月以前发布,210,"27,527元/平"
二七广场，嘉汇，小户型，精装修，有钥匙，房主急售,民寿里 -二七,1室1厅 | 36.56平米 | 东 | 精装 | 低楼层(共6层)  | 板楼,14人关注 / 4个月以前发布,47,"12,856元/平"
海湾城两室 清水房 楼层好采光好,大连海湾城一期 -华润海中国,2室1厅 | 88.13平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,17人关注 / 一年前发布,112,"12,709元/平"
南北通透 多层洋房 一层两户  三期组团,中冶蓝城C区 -生态新城,2室2厅 | 76.44平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,11人关注 / 6个月以前发布,114.8,"15,019元/平"
人民路道北  中间楼层  价位合适 房主诚心卖,丹东街（民主广场） -民主广场,2室0厅 | 52.48平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,55,"10,481元/平"
沿海鉴筑 近地铁 交通便利 户型好,沿海鉴筑 -华南,2室1厅 | 67.82平米 | 南 北 | 简装 | 低楼层(共25层)  | 板楼,31人关注 / 10个月以前发布,123,"18,137元/平"
南北通透，户型方正，客厅开间大，光线好，视野好。,丽景春天 -丽景,2室2厅 | 116.55平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,2人关注 / 3个月以前发布,217,"18,619元/平"
星海两室南北 全明户型 2015年小区 高楼层采光视野好,星海融汇 -太原街,2室1厅 | 90.25平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,18人关注 / 3个月以前发布,186,"20,610元/平"
大菜市双兴市场500米买菜方便2000年以后的房,绿港湾商务公寓（大菜市商圈） -大菜市,2室1厅 | 72.99平米 | 南 | 精装 | 低楼层(共17层)  | 暂无数据,48人关注 / 10个月以前发布,57.8,"7,919元/平"
21  和东北路 万达华府一期 精装一室 南向,万达华府一期 -华府,1室0厅 | 44.35平米 | 南 | 精装 | 中楼层(共21层)  | 板楼,4人关注 / 2个月以前发布,129,"29,087元/平"
房主诚心卖房、楼层好、采光好、屋里保持不错,金湾山城 -金湾新城,2室1厅 | 74.78平米 | 南 北 | 精装 | 16层  | 板楼,16人关注 / 一年前发布,68,"9,094元/平"
华南山东路精装修两室一厅 低房款 拎包入住,山东路 -山东路,2室1厅 | 49.44平米 | 西南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,59.8,"12,096元/平"
杏花里大黑山脚下两室两厅南北户型采光好视野开阔,名城和顺人家 -杏花里,2室2厅 | 72.27平米 | 南 北 | 简装 | 低楼层(共22层)  | 板楼,5人关注 / 一年前发布,58,"8,026元/平"
房主诚心卖，交通便利，商圈配套设施齐全,尖山街 -黑石礁,2室1厅 | 46.93平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,7人关注 / 2个月以前发布,72,"15,342元/平"
泉水小面积精装，适合婚房，首付低，还款压力小,锦泉源D1区 -泉水锦泉源,2室1厅 | 48.86平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,14人关注 / 9个月以前发布,75.8,"15,514元/平"
枫丹丽城 4层顶多层五明 位置好幽静地势高地铁3号,枫丹丽城 -泉水美域盛景,2室2厅 | 90.39平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,3人关注 / 3个月以前发布,189,"20,910元/平"
南北通透诚心卖机不可失时不再来,彩霞园 -前程街,2室1厅 | 66.1平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,3人关注 / 5个月以前发布,79.8,"12,073元/平"
此房位置好，南向户型，保持好，近市场，近地铁,阳光驿城 -泉水龙畔金泉,2室1厅 | 51.85平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,1人关注 / 10个月以前发布,55,"10,608元/平"
39 解放  南山街 南北向精装3室1厅 中间楼层,39中南山街 -南山,3室1厅 | 87.34平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,39人关注 / 4个月以前发布,185,"21,182元/平"
促进路，周二汇文，看房方便有钥匙,促进路 -促进路,2室1厅 | 54.73平米 | 东 西 | 简装 | 高楼层(共7层)  | 板楼,36人关注 / 一年前发布,48.8,"8,917元/平"
石道街南北向小房，无坡，近车站，2楼,新石道街 -石道街,2室1厅 | 50.39平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,58.5,"11,610元/平"
39 风景 无坡 户型好 近儿童公园 视野好,39中民生里 -三八南,2室0厅 | 54.14平米 | 西 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 5个月以前发布,118,"21,796元/平"
万科商圈 南园位置 楼层好 看水景,水映西山 -万科假日,2室1厅 | 69.78平米 | 南 北 | 精装 | 高楼层(共15层)  | 板楼,5人关注 / 9个月以前发布,103,"14,761元/平"
泉水枫丹丽城多层两室南北通厅，房主换房急售！,枫丹丽城 -泉水美域盛景,2室2厅 | 89.93平米 | 北 南 | 精装 | 中楼层(共7层)  | 板楼,11人关注 / 4个月以前发布,169,"18,793元/平"
景山上无坡二楼！位置好，看房方便，光线无遮挡~,高家沟 -景山,1室1厅 | 37.97平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,5人关注 / 4个月以前发布,42,"11,062元/平"
急售好房北京街  两室一厅 采光好无遮挡 交通便利,北京街南 -北京公园,2室1厅 | 52.03平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,22人关注 / 5个月以前发布,59.9,"11,513元/平"
二楼 二楼 楼下是新有公园 不挡光 南北向 房主急售,侯一小区 -侯家沟,2室1厅 | 72.93平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,97,"13,301元/平"
缇香漫城温馨精装小户型，中间楼层电梯房,缇香漫城 -辛寨子,1室1厅 | 37.68平米 | 北 | 精装 | 中楼层(共14层)  | 板楼,1人关注 / 5个月以前发布,87,"23,090元/平"
急售 急售 急售！70年产权，封闭小区 ，户数少,广贤·梁园 -高新园区,1室0厅 | 47.83平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,25人关注 / 10个月以前发布,79.5,"16,622元/平"
店长推荐：精装修拎包入住，看房方便我有密码,鹏程家园（开发区） -海富,2室1厅 | 67.23平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,4人关注 / 5个月以前发布,63,"9,371元/平"
数码广场，70年产权。开发商精装修。保持良好.,city one -软件园,1室0厅 | 39.91平米 | 南 西 | 精装 | 中楼层(共11层)  | 塔楼,2人关注 / 1个月以前发布,52.8,"13,230元/平"
高新区精装修一室住宅，配套齐全，品质装修，看房方便,MINI印象 -高新园区,1室1厅 | 51.45平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,13人关注 / 6个月以前发布,78,"15,161元/平"
山记笔记两室精装修封闭小区出行方便拎包住,山居笔记 -西山水库,2室2厅 | 90.87平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,11人关注 / 6个月以前发布,157,"17,278元/平"
三室 婚房精装 采光视野好 单价低,里程巷 -前程街,3室2厅 | 76.81平米 | 东 西 | 精装 | 高楼层(共7层)  | 板楼,110人关注 / 11个月以前发布,66.3,"8,632元/平"
一二九街地铁 精装户型方正 多层南北 五明两室一厅,实验小学市场街 -英华街,2室1厅 | 48.44平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,91人关注 / 5个月以前发布,89,"18,374元/平"
山东路商圈 地铁口旁边 近市场 近公交,山东路 -山东路,2室0厅 | 51.97平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,4人关注 / 6个月以前发布,66.8,"12,854元/平"
"南向两室一厅，多层洋房楼层好视野好,户型方正",名城和顺人家 -杏花里,2室1厅 | 58.27平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 4个月以前发布,52.6,"9,027元/平"
伊景华园方正户型东北向一室一厅,伊景华园 -南山,1室0厅 | 55.49平米 | 东北 | 精装 | 低楼层(共32层)  | 塔楼,1人关注 / 8个月以前发布,138,"24,870元/平"
封闭小区 近车站 近市场 精装修拎包就住,保利西山林语 -西山水库,2室2厅 | 84.82平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,171.8,"20,255元/平"
汇文  框架房5楼+精装修+南北通透+近地铁,鹏辉新纪元 -机场,2室1厅 | 86.47平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,11人关注 / 4个月以前发布,135,"15,613元/平"
泉水锦泉源B4区 跃层楼上不算面积还有露台,锦泉源B4区 -泉水锦泉源,2室1厅 | 58.54平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,56人关注 / 4个月以前发布,71,"12,129元/平"
万科商圈多层洋房 二室二厅南北全明户型 位置安静,山水秀景 -万科假日,2室2厅 | 87.81平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,10人关注 / 5个月以前发布,129.5,"14,748元/平"
华润三期 南北通透 位置好 房主诚心售！,华润置地广场三期 -华南,2室1厅 | 81.99平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,6人关注 / 1个月以前发布,188,"22,930元/平"
小区前排 南北通透格局，近万达，龙湖品质物业园林,龙湖星海彼岸 -万达,2室1厅 | 86.11平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,5人关注 / 3个月以前发布,235,"27,291元/平"
金二76 框架小区 带电梯 精装修手续清晰,福佳绿都 -金三角,1室1厅 | 45.27平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,7人关注 / 5个月以前发布,120.8,"26,685元/平"
资深老店长强烈推荐，年轻人赶紧上车，过度好房。,山东路 -山东路,2室1厅 | 54.83平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 1个月以前发布,70.5,"12,858元/平"
华南商圈  楼龄新 南北通透  采光充足  交通便利,泊岭紫郡 -华东,2室2厅 | 91.53平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,2人关注 / 3个月以前发布,122,"13,329元/平"
星海绿山城两室精装修中高楼层空气好,星海绿山城 -唐山街,2室1厅 | 78.58平米 | 南 | 精装 | 高楼层(共17层)  | 塔楼,33人关注 / 4个月以前发布,232,"29,525元/平"
万科魅力中间位置出行便利近地铁 基本没住精装保持新,万科魅力之城 -魅力之城,2室1厅 | 75.56平米 | 南 | 精装 | 中楼层(共23层)  | 板楼,3人关注 / 1个月以前发布,108,"14,294元/平"
沿海鉴筑 近地铁 交通便利 户型好,沿海鉴筑 -华南,2室1厅 | 67.82平米 | 南 北 | 简装 | 低楼层(共25层)  | 板楼,31人关注 / 10个月以前发布,123,"18,137元/平"
景山403终点站 南北 无坡 非顶楼 采光好 看房有钥匙,高洁巷 -景山,2室1厅 | 59.54平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,53,"8,902元/平"
此房满五唯一  南北通透 格局好 楼层好 采光好,郁林海景花园 -旅顺开发区,2室1厅 | 90.17平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 一年前发布,33.5,"3,716元/平"
枫丹丽城 4层顶多层五明 位置好幽静地势高地铁3号,枫丹丽城 -泉水美域盛景,2室2厅 | 90.39平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,3人关注 / 3个月以前发布,189,"20,910元/平"
促进路，周二汇文，看房方便有钥匙,促进路 -促进路,2室1厅 | 54.73平米 | 东 西 | 简装 | 高楼层(共7层)  | 板楼,36人关注 / 一年前发布,48.8,"8,917元/平"
此房位置好，南向户型，保持好，近市场，近地铁,阳光驿城 -泉水龙畔金泉,2室1厅 | 51.85平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,1人关注 / 10个月以前发布,55,"10,608元/平"
正源吉祥e家祥福园 15年次新小区 近快轨站 近金发地,正源吉祥e家祥福园 -城润,2室1厅 | 58.23平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,11人关注 / 9个月以前发布,65.5,"11,249元/平"
泉水小面积精装，适合婚房，首付低，还款压力小,锦泉源D1区 -泉水锦泉源,2室1厅 | 48.86平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,14人关注 / 9个月以前发布,75.8,"15,514元/平"
新上昌平小区 精装修两室一厅近地铁,南昌平小区 -西安路,2室1厅 | 51.48平米 | 东 南 西 | 精装 | 高楼层(共7层)  | 板楼,16人关注 / 4个月以前发布,65.8,"12,782元/平"
西岗五一广场2009年封闭小区 南北通透户型 格局方正,龙畔锦城 -北京公园,2室2厅 | 86.8平米 | 南 北 | 简装 | 低楼层(共22层)  | 板楼,8人关注 / 3个月以前发布,180,"20,738元/平"
锦泉源B区南北通厅大落地窗近地铁,锦泉源B1区 -泉水锦泉源,2室2厅 | 89.57平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 1个月以前发布,128,"14,291元/平"
马栏广场  近车站 地铁 市场 南北通透两室一厅,沙河口区红旗东路 -马栏,2室1厅 | 83.75平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 1个月以前发布,107,"12,777元/平"
精装修 低楼层 适合陪读过渡  交通生活便利,八十中周家街 -大纺,2室1厅 | 56.61平米 | 东 西 | 精装 | 中楼层(共7层)  | 板楼,22人关注 / 一年前发布,77.8,"13,744元/平"
近万达 地铁 中海大开发商 业主诚心出售装修保持好,中海紫御观邸三期 -高新园区,2室1厅 | 84平米 | 西南 北 | 精装 | 中楼层(共32层)  | 板楼,41人关注 / 7个月以前发布,220,"26,191元/平"
金光小区 装修两室  带个露台 近地铁 公园,金光小区 -中山公园,2室1厅 | 52.51平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,11人关注 / 3个月以前发布,146,"27,805元/平"
马栏广场  近车站 地铁 市场 南北通透两室一厅,沙河口区红旗东路 -马栏,2室1厅 | 83.75平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 1个月以前发布,107,"12,777元/平"
金光小区 装修两室  带个露台 近地铁 公园,金光小区 -中山公园,2室1厅 | 52.51平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,11人关注 / 3个月以前发布,146,"27,805元/平"
精装修 低楼层 适合陪读过渡  交通生活便利,八十中周家街 -大纺,2室1厅 | 56.61平米 | 东 西 | 精装 | 中楼层(共7层)  | 板楼,22人关注 / 一年前发布,77.8,"13,744元/平"
五一广场 东北路小 21旁 精装修未住 08年封闭小区,颐和香榭 -北京公园,1室1厅 | 46.45平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,149.9,"32,272元/平"
新上！祥福园两室精装南北双通透 全明不靠道 落地阳台,正源吉祥e家祥福园 -城润,2室2厅 | 89.09平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,2人关注 / 1个月以前发布,109.8,"12,325元/平"
万达华府一期，精装修，两室跃层，东北路，21，满五年,万达华府一期 -华府,2室1厅 | 101.53平米 | 南 | 精装 | 高楼层(共21层)  | 板楼,18人关注 / 4个月以前发布,233,"22,949元/平"
秀月44近地铁，南北通厅，精装修，16年次新房,秀月嘉园 -秀月,2室2厅 | 93.46平米 | 南 北 | 精装 | 低楼层(共14层)  | 板楼,28人关注 / 3个月以前发布,220,"23,540元/平"
万科精装两室。南北通透，保持好,万科翡翠四季 -生态新城,2室2厅 | 75.88平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,10人关注 / 2个月以前发布,107,"14,102元/平"
环保精装，采光好，仅主半年从未出租拎包入住可看海,中铁诺德滨海花园D区 -七贤岭,2室1厅 | 72.92平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,18人关注 / 8个月以前发布,175,"23,999元/平"
华乐小区可以上东港 带电梯 精装修 可拎包入住,华乐小区 -华乐,2室1厅 | 61平米 | 西南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,104,"17,050元/平"
中海凤凰熙岸 两室精装修，视野开阔，电梯直通停车场,中海凤凰熙岸 -生态新城,2室2厅 | 74.55平米 | 南 北 | 精装 | 高楼层(共19层)  | 板楼,44人关注 / 8个月以前发布,88.5,"11,872元/平"
岭秀滨城电梯上跃  视野开阔 采光充足 阳台＋露台,岭秀滨城悦和西园 -生态新城,3室2厅 | 92.71平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,18人关注 / 8个月以前发布,146,"15,749元/平"
馥园B3区 两室南北通厅 一楼带花园 全天光线,亿达春田馥园 -生态新城,2室1厅 | 93.93平米 | 北 南 | 毛坯 | 低楼层(共4层)  | 板楼,56人关注 / 一年前发布,182,"19,377元/平"
