标题,开发商,房子信息,发布信息,售价/万,单价
适合老年人居住。一楼带花园不潮湿,广信四季家园 -贵阳北站,3室1厅 | 90.6平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 21天以前发布,58.8,"6,491元/平"
顶楼大复式房，带屋顶花园三个大露台，诚心出售随时看,金桂园小区 -小河转盘,3室2厅 | 145平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,99,"6,828元/平"
采光好金世旗 交通便利   配套齐全,金世旗楠苑 -花溪公园,4室2厅 | 181平米 | 南 | 简装 | 高楼层(共6层)  | 塔楼,4人关注 / 一年前发布,116,"6,409元/平"
乐湾国际边套别墅 带200平花园 带车位 正常首付,乐湾国际.山湖美郡 -乐湾国际,4室2厅 | 206平米 | 西南 | 毛坯 | 3层  | 塔楼,8人关注 / 一年前发布,360,"17,476元/平"
中楼层 适合办公用 金融芯 银行旁 交通方便 视野好,金融橙公寓 -会展城,2室1厅 | 39.96平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 19天以前发布,38,"9,510元/平"
精装修满两年，小区环境很好，绿化高，适宜居住和养老,保利温泉新城一期 -保利温泉,5室2厅 | 190平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,15人关注 / 10个月以前发布,240,"12,632元/平"
观山湖公园旁，洋房复式精装修，带车位，业主接受,观山湖一号 -观山湖公园,5室2厅 | 252.76平米 | 东南 南 | 精装 | 低楼层(共9层)  | 板塔结合,0人关注 / 1个月以前发布,430,"17,013元/平"
黎阳家园简装复式楼 买来装修喜欢的风格产权清晰,黎阳家园13组团 -观山湖公园,5室2厅 | 201.99平米 | 南 | 简装 | 高楼层(共7层)  | 塔楼,0人关注 / 6个月以前发布,122,"6,040元/平"
独栋别墅 精装带车库拎包入住 100多平花园,中天英伦77 -南湖,5室2厅 | 398.12平米 | 南 | 精装 | 4层  | 板楼 | 联排别墅 ,7人关注 / 5个月以前发布,498,"12,509元/平"
世纪城龙城一号精装大三房业主诚心出售,龙城壹号 -世纪城,3室2厅 | 135.94平米 | 南 北 | 精装 | 低楼层(共30层)  | 板塔结合,8人关注 / 一年前发布,113,"8,313元/平"
乐湾国际双拼别墅 带大花园  花园式墅区,乐湾国际.山湖美郡 -乐湾国际,4室1厅 | 216.28平米 | 东南 | 毛坯 | 3层  | 塔楼 | 双拼别墅 ,0人关注 / 2个月以前发布,290,"13,409元/平"
世纪城金源购物旁，三室两厅两卫，精装修拎包入住,世纪城龙吉苑 -世纪城,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,1人关注 / 一年前发布,123,"9,840元/平"
诚心出售中铁逸都C区大平层带60万装修关门卖,中铁逸都国际C区 -奥体中心,4室2厅 | 171平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,31人关注 / 一年前发布,186,"10,878元/平"
龙慧苑南北朝向，全采光，让您感受全天温暖的阳光。,龙慧苑 -世纪城,3室2厅 | 131.19平米 | 东南 | 简装 | 低楼层(共18层)  | 板楼,7人关注 / 一年前发布,98,"7,471元/平"
精装环境优美 配套齐全 带楼顶花园50平全屋地暖,中铁逸都国际A区 -奥体中心,4室3厅 | 157.61平米 | 东 | 精装 | 高楼层(共5层)  | 板塔结合,7人关注 / 5个月以前发布,160,"10,152元/平"
丽阳天下C区四室两厅一厨两卫..,丽阳天下C区 -观山湖公园,4室2厅 | 180.14平米 | 南 | 精装 | 低楼层(共8层)  | 板塔结合,1人关注 / 4个月以前发布,144.2,"8,005元/平"
蝴蝶泉顶楼复式  使用两百多平 户型通透 双阳台,蝴蝶泉 -中天花园,3室2厅 | 146平米 | 东 | 精装 | 高楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,95,"6,507元/平"
米兰春天一期精装洋房    带地暖   产权满五唯一,利海·米兰 -南湖,5室2厅 | 131.18平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,13人关注 / 一年前发布,112,"8,538元/平"
会展城九号公馆大平层，精装修全屋带地暖带，产权车位,中天会展城A区 -会展城,4室2厅 | 180.17平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,360,"19,982元/平"
金狮小区狮组团，正规6室2厅2厨2卫，,金狮小区狮子组团 -师大,6室2厅 | 166.55平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板楼,47人关注 / 一年前发布,90,"5,404元/平"
【三桥】顶楼跃层，楼顶大花园，产权满二，2号线站口,水晶苑 -三桥,4室2厅 | 147.16平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 11个月以前发布,82,"5,573元/平"
保利温泉新城精装别墅 位置安静 空气清新,保利温泉新城一期 -保利温泉,5室2厅 | 256.71平米 | 南 | 精装 | 3层  | 板塔结合 | 联排别墅 ,10人关注 / 5个月以前发布,350,"13,635元/平"
黔灵派出所旁正规两室带顶楼花园步梯7楼,黄山冲路39号 -市北,2室1厅 | 70.36平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 16天以前发布,46.8,"6,652元/平"
满二房源，五室中式装修，电梯房,吉林花园 -花溪公园,5室2厅 | 266.85平米 | 南 北 | 精装 | 高楼层(共10层)  | 板塔结合,13人关注 / 一年前发布,160,"5,996元/平"
朝阳村花溪医院旁复式楼精装修四房,茗桂花园 -花溪公园,5室2厅 | 180.35平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,4人关注 / 6个月以前发布,130,"7,209元/平"
观山湖区中天帝景传说200平顶楼5室精装带顶150平,中天帝景传说C区 -奥体中心,5室2厅 | 208.11平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 2个月以前发布,175,"8,410元/平"
房子 精装修带地暖 产权满二 正常首付 看房有钥匙,未来方舟E1组团（斯美郡） -未来方舟,3室2厅 | 112平米 | 西南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 19天以前发布,108,"9,643元/平"
金锐花园顶楼复式，带花园，视野开阔,金锐花园 -振华广场,4室3厅 | 160平米 | 西南 | 简装 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,95,"5,938元/平"
8成新  每一间采光都好 带暖气片 关门卖 优质教育,睿力上城 -世纪城,4室2厅 | 154.2平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,3人关注 / 一年前发布,240,"15,565元/平"
中天帝景传说C区，地铁口，金阳医院旁边,中天帝景传说C区 -奥体中心,4室2厅 | 193.3平米 | 东南 南 | 精装 | 高楼层(共6层)  | 塔楼,20人关注 / 一年前发布,180,"9,312元/平"
产权满两年，户型方正，采光好，精装修，很适合居住,保利春天大道 -保利温泉,5室2厅 | 222.47平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,9人关注 / 7个月以前发布,175,"7,867元/平"
楼顶带花园，精装关门卖，位置好环境好装修好,绿苑小区悠然居 -望城坡,6室3厅 | 224.45平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,2人关注 / 7个月以前发布,140,"6,238元/平"
复式楼  观景房 带一个很大花园 单独19平米左右房间,香江花园 -小河转盘,5室2厅 | 220.76平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,165,"7,475元/平"
满二，中装大四房，诚心出售！！！！,商房高第 -观山湖公园,4室2厅 | 172.29平米 | 南 | 简装 | 中楼层(共25层)  | 板楼,1人关注 / 一年前发布,140,"8,126元/平"
恒大中.央公园洋房，精装修，户型方正，视野采光好,恒大中央公园A区 -会展城,5室2厅 | 149.62平米 | 东南 | 精装 | 高楼层(共9层)  | 板塔结合,24人关注 / 一年前发布,280,"18,715元/平"
世纪城龙贤苑精装拎包入住满二唯一,龙贤苑 -世纪城,4室1厅 | 114.36平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,24人关注 / 一年前发布,101,"8,832元/平"
房子满二，楼层好，视野*好，毫无遮挡，采光好。,恒大中央公园A区 -会展城,5室2厅 | 152平米 | 东南 | 精装 | 低楼层(共32层)  | 板塔结合,3人关注 / 一年前发布,295,"19,408元/平"
花溪平桥旁 步梯四楼带露台  精装修 带走家电家具,花溪御院 -花溪公园,6室2厅 | 230.78平米 | 南 | 精装 | 高楼层(共4层)  | 板塔结合,3人关注 / 6个月以前发布,180,"7,800元/平"
此房子产权满2年，位置好，交通便利，采光充足,国电金海域 -高新区,4室2厅 | 148.76平米 | 东南 | 精装 | 低楼层(共23层)  | 塔楼,3人关注 / 一年前发布,125,"8,403元/平"
业主诚心出售，孩子读书方便，交通方便。,万科新都荟 -贵阳普天,4室2厅 | 144.92平米 | 南 | 精装 | 低楼层(共5层)  | 板塔结合,4人关注 / 一年前发布,390,"26,912元/平"
顶楼复式电梯房，业主诚心出售此房,中天花园.御翠岭 -中天花园,5室2厅 | 241.13平米 | 东南 | 精装 | 高楼层(共8层)  | 板塔结合,14人关注 / 一年前发布,228,"9,456元/平"
急售蒙特卡尼 精装三室 电梯中楼层 白花大道站 200米,蒙特卡尼 -三桥,4室2厅 | 135.5平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,16人关注 / 7个月以前发布,81,"5,978元/平"
金龙星岛国际183平叠拼别墅带大露台满2年,金龍星島國際 -三桥,5室3厅 | 183平米 | 东南 | 毛坯 | 高楼层(共4层)  | 暂无数据,4人关注 / 一年前发布,298,"16,285元/平"
悦景新城顶楼复式朝小区内 交通方便 各种改建,悦景新城 -振华广场,6室3厅 | 210.24平米 | 东南 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 6个月以前发布,125,"5,946元/平"
亨特国际 4室2厅 东,亨特国际 -钻石广场,4室2厅 | 260.32平米 | 东 | 其他 | 高楼层(共32层)  | 板塔结合,4人关注 / 8个月以前发布,388,"14,905元/平"
带两层地下室 双车位 地暖 装修才半年80多万 关门卖,万科新都荟 -贵阳普天,5室2厅 | 128.95平米 | 南 | 精装 | 低楼层(共9层)  | 板塔结合,4人关注 / 4个月以前发布,229.8,"17,821元/平"
北大资源梦想城中间楼层、精装修,北大资源梦想城 -贵阳北站,2室1厅 | 94.98平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,3人关注 / 一年前发布,66,"6,949元/平"
精准复式满五年，业主诚心卖，看房找我挺方便,麒龙金翠湾 -观山湖公园,5室3厅 | 177.46平米 | 西南 | 精装 | 高楼层(共7层)  | 塔楼,3人关注 / 8个月以前发布,157.8,"8,893元/平"
近地铁 复式楼 六个房间  三个卫生间  双阳台,麒龙金翠湾 -观山湖公园,6室2厅 | 224.33平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,6人关注 / 一年前发布,189,"8,426元/平"
房子全屋精装，格局好。通透性强。无尾款，随时过户,龙锦苑 -世纪城,3室2厅 | 134.39平米 | 东南 | 精装 | 高楼层(共30层)  | 板楼,8人关注 / 一年前发布,108,"8,037元/平"
看房方便 房东随时可签约，产权清晰在手,腾龙湾 -十里河滩,1室1厅 | 50.88平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 16天以前发布,38,"7,469元/平"
宅吉小区银通山庄鸿禧园电梯房 顶楼带50平花园,银通山庄鸿禧园 -市北,6室2厅 | 249平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,4人关注 / 6个月以前发布,226,"9,077元/平"
三桥檀溪谷洋房顶楼复式带花园精装6房产权满两年,檀溪谷 -三桥,6室2厅 | 235.28平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,188,"7,991元/平"
"房屋空间大，主次卧客厅分明,满五唯一",国电金海域 -高新区,4室2厅 | 148.76平米 | 东 | 毛坯 | 中楼层(共23层)  | 塔楼,4人关注 / 一年前发布,162,"10,891元/平"
小石城旁边欣歆园全屋定制红木装修,欣歆园 -市北,5室3厅 | 231.44平米 | 西南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,420,"18,148元/平"
碧桂园学府1号 1室1厅 南,碧桂园学府1号 -花溪大学城,1室1厅 | 43平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,0人关注 / 12天以前发布,33,"7,675元/平"
一五四大三居，满两年免征增值税，业主诚心,中铁逸都国际A区 -奥体中心,3室2厅 | 153.15平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,10人关注 / 一年前发布,188,"12,276元/平"
金融城4房132平184.6万带装修,恒大中央公园D区 -会展城,4室2厅 | 132.51平米 | 东南 | 精装 | 低楼层(共33层)  | 板塔结合,7人关注 / 8个月以前发布,143,"10,792元/平"
云岩区 八鸽岩路 天天房开枫林小区 毛坯联排别墅,天天房开枫园小区 -黔灵山,5室2厅 | 274.71平米 | 东南 | 毛坯 | 低楼层(共8层)  | 板塔结合,97人关注 / 一年前发布,110,"4,005元/平"
蓝天白云顶楼复式楼4室2厅3卫，带屋顶花园,蓝天白云 -白云公园,4室2厅 | 139.62平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 5个月以前发布,80,"5,730元/平"
优质房源，不管是采光方面还是地理位置方面很不错。,龙宇苑 -世纪城,3室2厅 | 133.59平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,6人关注 / 一年前发布,120,"8,983元/平"
出售天誉城顶楼三层复式带楼顶120平米花园,天誉城 -鹿冲关,6室3厅 | 249.1平米 | 东南 | 精装 | 高楼层(共33层)  | 平房,5人关注 / 一年前发布,260,"10,438元/平"
泉湖公园旁联排别墅，小区配套公立幼儿园无需摇号,中天 · 托斯卡纳24组团 -南湖,4室2厅 | 170.05平米 | 南 | 精装 | 低楼层(共3层)  | 板塔结合,20人关注 / 3个月以前发布,255,"14,996元/平"
中装五室，满五不唯一，大圆盘采光好。,世纪城龙禧苑 -世纪城,5室1厅 | 203平米 | 东南 | 简装 | 高楼层(共45层)  | 塔楼,21人关注 / 一年前发布,160,"7,882元/平"
奥林花园4房改善房看过来 无改动,奥林花园 -奥体中心,4室2厅 | 181.11平米 | 东南 | 简装 | 低楼层(共11层)  | 板楼,1人关注 / 一年前发布,165,"9,111元/平"
房子可以直接拎包入住 地铁2号线 交通方便,世纪城龙嘉苑 -世纪城,3室2厅 | 145.48平米 | 南 | 精装 | 低楼层(共30层)  | 板楼,14人关注 / 一年前发布,120,"8,249元/平"
欧式精装修带地暖，产权满二，没有尾款，拎包入住,中铁逸都国际C区 -奥体中心,4室2厅 | 268.04平米 | 南 北 | 精装 | 低楼层(共15层)  | 板塔结合,7人关注 / 一年前发布,360,"13,431元/平"
北新区路42号 1室1厅 南,北新区路42号 -大西门,1室1厅 | 48.63平米 | 南 | 毛坯 | 中楼层(共7层)  | 暂无数据,0人关注 / 12天以前发布,40,"8,226元/平"
万科商圈。没有住过。交付标准。领包入住。采光好。,万科劲嘉金域华府 -小河大都会,2室1厅 | 76.51平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 11天以前发布,69,"9,019元/平"
此房证件齐全，产权清晰预约看房带花园带车位诚心出售,南浮宫御园 -南湖,5室2厅 | 227.66平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,2人关注 / 一年前发布,388,"17,043元/平"
丽阳天下C区 5室2厅顶楼复式带40平露台 采光好,丽阳天下C区 -观山湖公园,5室2厅 | 218.78平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,4人关注 / 10个月以前发布,185,"8,456元/平"
精装顶楼复式 带露台50平左右,中天山水园 -观山湖公园,4室2厅 | 176.77平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,31人关注 / 一年前发布,145,"8,203元/平"
恒大绿洲1楼带花园复式楼  证件齐全 诚心出售,恒大绿洲 -南湖,6室2厅 | 121.56平米 | 北 | 精装 | 低楼层(共11层)  | 塔楼,7人关注 / 11个月以前发布,156,"12,834元/平"
观山湖旁公园里 顶楼复式带花园,明诚景怡苑 -世纪城,6室2厅 | 249.43平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,47人关注 / 一年前发布,253,"10,144元/平"
商房高第 4房2厅2卫 精装修家电全齐 楼层好视野开阔,商房高第 -观山湖公园,5室2厅 | 171.82平米 | 东南 | 精装 | 低楼层(共25层)  | 板塔结合,1人关注 / 一年前发布,140,"8,149元/平"
碧海花园丽阳天下E区电梯精装4房 正常首付可按揭,丽阳天下E区 -观山湖公园,4室2厅 | 147.61平米 | 东南 | 精装 | 高楼层(共11层)  | 板塔结合,5人关注 / 一年前发布,149,"10,095元/平"
满5税费低 无尾款 精装修 近地铁 复式楼,中天帝景传说A区 -奥体中心,5室2厅 | 196.9平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,3人关注 / 7个月以前发布,190,"9,650元/平"
大三房 简装 看房方便 有车位 关门卖,龙晖苑 -世纪城,3室2厅 | 128.31平米 | 南 | 简装 | 中楼层(共30层)  | 塔楼,0人关注 / 一年前发布,105,"8,184元/平"
贵阳市观山湖区碧海花园丽阳天下小区中庭精装房,丽阳天下A区 -观山湖公园,4室2厅 | 157.82平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,11人关注 / 一年前发布,146,"9,252元/平"
碧波苑精装顶楼复式，带露台花园，采光充足。,碧波苑 -观山湖公园,5室2厅 | 187.29平米 | 东 | 精装 | 高楼层(共6层)  | 塔楼,8人关注 / 一年前发布,168.8,"9,013元/平"
中铁逸都 一楼带花园带地下室 精装修 约看房,中铁逸都国际A区 -奥体中心,5室3厅 | 138.8平米 | 东南 南 | 精装 | 低楼层(共5层)  | 板塔结合,6人关注 / 6个月以前发布,242,"17,436元/平"
房已经扩   建好了及顶楼带露台，全屋品牌家电,中铁逸都国际F区 -奥体中心,8室3厅 | 162.88平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,12人关注 / 6个月以前发布,340,"20,875元/平"
西工厂生活便利满五无尾款两房拎包住,清水江生活小区（西工厂家属区） -小河浦江路,2室1厅 | 63.65平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 14天以前发布,43.8,"6,882元/平"
