标题,开发商,房子信息,发布信息,售价/万,单价
清江嘉园 4室2厅 南,清江嘉园 -钱清,4室2厅 | 188.49平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 16天以前发布,355,"18,834元/平"
此房户型格局好，双阳台设计，安静不吵绿化多宜居,学府新城·星云园 -杨汛桥,3室2厅 | 119.26平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 5个月以前发布,158.8,"13,316元/平"
房东诚心出售 品牌家电 精装修 跃层,盛世钱门 -钱清,4室1厅 | 173.6平米 | 东南 南 西南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,260,"14,977元/平"
阳光新城70年产权 精装修 住了半年左右，保养很好,阳光新城 -上虞城北,3室2厅 | 139.35平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,5人关注 / 5个月以前发布,270,"19,376元/平"
视野开阔，东边套全明户型，正对曹娥江景,求是家园 -城北新区,2室1厅 | 97平米 | 南 | 毛坯 | 高楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,238,"24,537元/平"
萧山南准现房 位于钱杨商圈 吃住行配套齐全,华府一号院 -杨汛桥,3室2厅 | 104.13平米 | 南 | 毛坯 | 中楼层(共19层)  | 板楼,1人关注 / 6个月以前发布,168,"16,134元/平"
杭州南现房，边套带精装，房东诚心出售,紫薇花苑 -杨汛桥,3室2厅 | 140.38平米 | 南 北 | 精装 | 中楼层(共15层)  | 板楼,2人关注 / 6个月以前发布,183,"13,037元/平"
半山小区，东边套，有钥匙看房方便,半山路半山小区 -老城区,2室2厅 | 69.82平米 | 南 | 简装 | 中楼层(共4层)  | 暂无数据,0人关注 / 2个月以前发布,129,"18,477元/平"
亚厦海岸一线江景，高楼层，视线好，2房2卫精装,亚厦·阳光海岸 -城北新区,2室1厅 | 97.71平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,278,"28,452元/平"
楼层佳，采光好，看房方便，配套齐全,益泉·世纪广场百合花园 -斗门,2室2厅 | 114.89平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,165,"14,362元/平"
萧山一桥之隔  三房朝南 次新小区 三房两卫,永利天桥府 -杨汛桥,3室2厅 | 111.22平米 | 南 | 毛坯 | 高楼层(共14层)  | 板楼,1人关注 / 3个月以前发布,158,"14,207元/平"
此房楼层好，采光充足，通风好，交通便利，出行方便,文化新村南区 -老城区,2室2厅 | 72平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,128,"17,778元/平"
亚厦江与城好房出售，采光充足，交通便利，拎包入住,亚厦江与城 -城北新区,3室2厅 | 81.39平米 | 东 | 精装 | 低楼层(共29层)  | 塔楼,4人关注 / 5个月以前发布,210,"25,802元/平"
江与城好房出售，毛坯排屋，环境优雅,亚厦江与城 -城北新区,4室2厅 | 198.33平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,7人关注 / 10个月以前发布,660.8,"33,319元/平"
花园新村好房出售，阳光好，户型方正,花园新村 -开发区,3室2厅 | 91.07平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,13人关注 / 7个月以前发布,110.8,"12,167元/平"
龙湾府 全新毛坯  户型通透  看房方便,龙湾府 -柯西,3室2厅 | 124.19平米 | 南 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 9个月以前发布,238,"19,165元/平"
小区内部配套有运动场地，儿童游乐园。离大型商*近。,天际海悦 -上虞城北,4室2厅 | 129.95平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,26人关注 / 一年前发布,269.8,"20,762元/平"
沥海海德景园三室二厅一卫，户型好,建屋海德景园 -上虞北其他,3室2厅 | 94平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 8个月以前发布,130,"13,830元/平"
沥海海德景园三室二厅一卫，户型好,建屋海德景园 -上虞北其他,3室2厅 | 98.93平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 9个月以前发布,135,"13,647元/平"
沥海海德景园三室二厅二卫，户型好,建屋海德景园 -上虞北其他,3室2厅 | 127.14平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,3人关注 / 8个月以前发布,176,"13,844元/平"
沥海海德景园四室二厅二卫，户型好,建屋海德景园 -上虞北其他,4室2厅 | 134.32平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,0人关注 / 8个月以前发布,159,"11,838元/平"
沥海海德景园三室二厅二卫，户型好,建屋海德景园 -上虞北其他,3室2厅 | 110.92平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,150,"13,524元/平"
君悦龙山127平方，边套房，全新毛坯,阳光城君悦龙山 -上虞城南,3室2厅 | 126.6平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,230,"18,168元/平"
小区环境优美，位于迪荡新城，繁华地段,御景华庭四期北区 -迪荡,4室2厅 | 148.59平米 | 南 北 | 简装 | 低楼层(共44层)  | 板塔结合,3人关注 / 一年前发布,295,"19,854元/平"
沥海海湾国际三室二厅二卫，户型好,海湾国际 -上虞北其他,3室2厅 | 116平米 | 南 | 简装 | 高楼层(共11层)  | 板塔结合,3人关注 / 9个月以前发布,145,"12,500元/平"
沥海滨江苑三室二厅二卫，户型好。,万峰·滨江苑 -上虞北其他,3室2厅 | 141.8平米 | 南 | 简装 | 高楼层(共12层)  | 板楼,5人关注 / 一年前发布,176.8,"12,469元/平"
多层住宅，好楼层。良好的生活配套，清新的小区环境,御兰苑 -漓渚,3室2厅 | 100.76平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,9人关注 / 8个月以前发布,98,"9,727元/平"
闰土嘉和园好房出售，楼层好，采光无遮挡，南北通,闰土•嘉和園 -上虞城西,3室1厅 | 130.85平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,219.6,"16,783元/平"
金通黄金海岸好房，好楼层出售，精装修，，，，,金通黄金海岸 -城北新区,4室2厅 | 139平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,3人关注 / 4个月以前发布,380.8,"27,396元/平"
大学旁次新小区三开间朝南中高楼层,学府新城春晓园 -杨汛桥,3室2厅 | 109.88平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 9个月以前发布,200,"18,202元/平"
萧山后花园，绿城开发次新房，配套齐全，交通便利。,学府新城春晓园 -杨汛桥,3室2厅 | 109.88平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 9个月以前发布,142,"12,924元/平"
钱杨新区永利天桥府，高品质小区，环境优美，交通便利,永利天桥府 -杨汛桥,3室2厅 | 126.04平米 | 南 东南 | 毛坯 | 中楼层(共17层)  | 板楼,0人关注 / 8个月以前发布,210,"16,662元/平"
此房楼栋紧挨着主大门，进出比较方便,学府新城春晓园 -杨汛桥,3室2厅 | 109.88平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 10个月以前发布,183,"16,655元/平"
尚品公寓 3室2厅 南,尚品公寓 -柯桥区,3室2厅 | 132.57平米 | 南 | 毛坯 | 中楼层(共10层)  | 暂无数据,1人关注 / 一年前发布,132,"9,958元/平"
树人大学旁，交通方便，地铁口近，配套齐,学府新城·星云园 -杨汛桥,4室2厅 | 136.32平米 | 东南 | 毛坯 | 低楼层(共18层)  | 板楼,5人关注 / 10个月以前发布,158,"11,591元/平"
位于城北闹市区地块，配套设施齐全。,高丰家园 -上虞城北,3室2厅 | 151.61平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,5人关注 / 7个月以前发布,310,"20,448元/平"
楼层好，阳光充足，前排前面无遮挡，采光好!,亚厦江与城 -城北新区,4室2厅 | 127.93平米 | 南 | 毛坯 | 高楼层(共23层)  | 板塔结合,10人关注 / 一年前发布,350,"27,359元/平"
采光好，敞亮大三房 诚心出售 看房方便,梅盛阳光园 -钱清,3室2厅 | 141.78平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,2人关注 / 一年前发布,203,"14,318元/平"
品质小区 便宜好房 房东急售 看房方便,亚厦江与城 -城北新区,2室1厅 | 96平米 | 南 | 毛坯 | 低楼层(共29层)  | 塔楼,31人关注 / 一年前发布,193,"20,105元/平"
前排，湖景房，西边套，板湖旁，,之江嘉苑 -柯西,3室2厅 | 128.04平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,305,"23,821元/平"
环境优美，户型方正，交通便利。,永利天桥府 -杨汛桥,3室2厅 | 121.67平米 | 南 西南 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 6个月以前发布,200,"16,438元/平"
都市阳光花园 中层 户型好141方大四房 花园式小区,都市阳光花园 -柯西,4室2厅 | 141.21平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,2人关注 / 6个月以前发布,230,"16,288元/平"
蝶翠华庭 3室2厅 南,蝶翠华庭 -柯桥区,3室2厅 | 134.28平米 | 南 | 毛坯 | 中楼层(共8层)  | 板塔结合,0人关注 / 1个月以前发布,125,"9,309元/平"
：此房总价低住宅，视野开阔采光好，小区环境优美,学府新城·星云园 -杨汛桥,4室2厅 | 138平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,197,"14,276元/平"
小区环境优美，物业尽责，交通方便。,永利天桥府 -杨汛桥,3室2厅 | 132.25平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 板楼,0人关注 / 一年前发布,235,"17,770元/平"
此房格局好，中间楼层，无遮挡，采光充足视野开阔。,学府新城春晓园 -杨汛桥,3室2厅 | 117.51平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 10个月以前发布,200,"17,020元/平"
杭州南，，现房，三室，两厅，两卫，采光足,学府新城春晓园 -杨汛桥,4室2厅 | 117.52平米 | 南 东 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 10个月以前发布,188,"15,998元/平"
楼层好 ，小三房，闹市区，太阳好，房东诚心出售,解放街 -老城区,3室1厅 | 91.98平米 | 东 | 简装 | 中楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,115,"12,503元/平"
此房满二，户型好，朝向好，楼幢间距大，无遮挡。,大通佳苑 -上虞城东,4室2厅 | 176.04平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,4人关注 / 一年前发布,318,"18,065元/平"
本小区环境优美，小区物业严格，交通生活便利。,永利天桥府 -杨汛桥,3室2厅 | 111.22平米 | 南 北 | 毛坯 | 中楼层(共14层)  | 板楼,2人关注 / 一年前发布,160,"14,386元/平"
车家弄楼层好东边套适合一大家人居住,越泉车家弄新村 -上虞区,4室2厅 | 135平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 9个月以前发布,136.8,"10,134元/平"
都市阳光花园 123方 3室2厅2卫 楼层好 大阳台,都市阳光花园 -柯西,3室2厅 | 123.82平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 8个月以前发布,230,"18,576元/平"
此房毛坯房 出行方便 适合老年人居住,梁江家苑 -上虞城北,2室1厅 | 66平米 | 南 | 毛坯 | 低楼层(共17层)  | 板塔结合,6人关注 / 7个月以前发布,120,"18,182元/平"
诚意出售，地铁口，交通方便 边套 视野宽阔　采光好,永通锦泰苑 -钱清,3室2厅 | 168平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,6人关注 / 一年前发布,190,"11,310元/平"
此房满五唯一省个税，东边套楼层佳，地铁口,月亮园 -钱清,3室2厅 | 141.1平米 | 东南 | 毛坯 | 高楼层(共26层)  | 板塔结合,2人关注 / 6个月以前发布,175,"12,403元/平"
此房自住装修，客户可以省去心力装修，配套设施齐全,横街西园南区 -老城区,3室1厅 | 78.84平米 | 南 | 精装 | 高楼层(共4层)  | 暂无数据,8人关注 / 一年前发布,116,"14,714元/平"
全新毛坯大平层凤凰楼层一线景观看瓜渚湖,永利·中央公馆金柯嘉园 -蓝天,5室2厅 | 175平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,388,"22,172元/平"
卧龙山庄西区，自住装修，可直接拎包入住,臥龍山莊 -老城区,3室2厅 | 110.52平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 9个月以前发布,135,"12,215元/平"
越仕苑三房两卫中间楼层，户型方正，诚售看房有钥匙,越仕苑 -蓝天,3室2厅 | 132.43平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,218,"16,462元/平"
卧龙山庄中间楼层，3房，户型方正,臥龍山莊 -老城区,3室1厅 | 90.05平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,129,"14,326元/平"
江扬南路新建菜市场路西，出入方便，不是顶楼,江扬南路 -老城区,3室1厅 | 91.75平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,115.8,"12,622元/平"
凤山路老城区，楼层低，三室一厅，交通方便,凤山路 -老城区,3室1厅 | 68.54平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,116.8,"17,042元/平"
假山路好房出售，小面积总价低。,假山路小区 -老城区,2室1厅 | 72.56平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,112.8,"15,546元/平"
头排洋房，带15平米平左右台花园，采光好.,绍兴艺境 -斗门,3室2厅 | 88.61平米 | 南 | 简装 | 低楼层(共9层)  | 板楼,2人关注 / 6个月以前发布,145,"16,364元/平"
户型方正，标准楼层，看房方便，房东诚心出售价格可谈,学府新城春晓园 -杨汛桥,3室1厅 | 101.05平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 10个月以前发布,140,"13,855元/平"
此房视野开阔，阳光充足，出行方便,卧龍山莊东区 -老城区,3室1厅 | 67.13平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,108,"16,089元/平"
环境优美，户型方正，交通便利。,临江绿苑 -杨汛桥,3室2厅 | 182.26平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,12人关注 / 8个月以前发布,180,"9,877元/平"
此房格局好，楼层不低，有电梯，交通便利。。。,和成未来派 -上虞北其他,3室2厅 | 113.94平米 | 南 | 毛坯 | 高楼层(共11层)  | 暂无数据,0人关注 / 8个月以前发布,124,"10,883元/平"
房东诚意出售，签约过户方便，户型采光无遮挡,学府新城·星云园 -杨汛桥,3室2厅 | 118.98平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 8个月以前发布,178,"14,961元/平"
永利天桥府 3室2厅 南 北,永利天桥府 -杨汛桥,3室2厅 | 121.67平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 4个月以前发布,180,"14,795元/平"
此房阳光充足，交通方便，房东诚信出售,高丰家园 -上虞城北,4室3厅 | 123平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 2个月以前发布,245.8,"19,984元/平"
单价低 户型好格局好 无浪费面积 利用率高,蝶翠华庭 -柯桥区,3室2厅 | 110平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,2人关注 / 11个月以前发布,125,"11,364元/平"
此房为毛坯房，可根据个人喜好设计装修格局,梁江家苑 -上虞城北,3室2厅 | 132.56平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,1人关注 / 9个月以前发布,268,"20,218元/平"
此房户型格局好，双阳台设计，安静不吵绿化多宜居,学府新城·星云园 -杨汛桥,3室2厅 | 119.26平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 5个月以前发布,158.8,"13,316元/平"
"户型方正,户型采光好视野开阔有两个阳台",学府新城春晓园 -杨汛桥,3室2厅 | 109.88平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 4个月以前发布,150,"13,652元/平"
此房满两年，视野开阔，采光充足，配套设施齐全,万峰·滨江苑 -上虞北其他,3室2厅 | 135平米 | 南 | 毛坯 | 低楼层(共12层)  | 板楼,0人关注 / 6个月以前发布,145,"10,741元/平"
全新精装未入住  三房 诚心出售 读书方便,瓜子湖公寓 -柯桥市区,3室2厅 | 118.52平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 5个月以前发布,192.8,"16,268元/平"
"钱杨新城商圈，
钱杨新城商圈，小区地理位置优越~~~~",临江绿苑 -杨汛桥,3室2厅 | 125平米 | 东南 南 | 毛坯 | 中楼层(共6层)  | 塔楼,11人关注 / 一年前发布,135,"10,800元/平"
人民大道中段楼层好，装修干净，房东诚心出售,人民大道中段 -老城区,3室1厅 | 87平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,133.8,"15,380元/平"
楼层真好，户型方正宽敞，全家一步到位。,学府新城·星云园 -杨汛桥,4室2厅 | 136.32平米 | 东 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 8个月以前发布,188,"13,792元/平"
新小区配套齐全，明厨明卫，东边套双阳台,学府新城·星云园 -杨汛桥,3室2厅 | 119平米 | 东南 南 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 10个月以前发布,191,"16,051元/平"
萧山银泰旁，户型方正，看房方便，价格可谈，现房,学府新城春晓园 -杨汛桥,3室2厅 | 117.51平米 | 西 | 毛坯 | 高楼层(共18层)  | 板楼,2人关注 / 10个月以前发布,155,"13,191元/平"
