标题,开发商,房子信息,发布信息,售价/万,单价
团城山优质好房拎包入住，交通生活便利,扬子玉龙湾 -团城山,3室2厅 | 133.59平米 | 南 北 | 精装 | 高楼层(共31层)  | 塔楼,3人关注 / 6个月以前发布,105,"7,860元/平"
精装两房，白马山学旁，证在手满两年房东诚心卖,石化大厦 -团城山,2室2厅 | 98.57平米 | 南 | 精装 | 高楼层(共25层)  | 塔楼,0人关注 / 7个月以前发布,61,"6,189元/平"
王家里华新小区简装温馨两房cx,王家里 -沈家营,2室1厅 | 77平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,5人关注 / 一年前发布,47,"6,104元/平"
有花湖大型菜场， 小区门口就有公交车站，,太乙假日云天 -花湖,2室1厅 | 79.22平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,35,"4,419元/平"
延安岭，老党校门口，精装一楼，适合养老。,老虎头路11号 -楠竹林,2室1厅 | 74.54平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,1人关注 / 8个月以前发布,52,"6,977元/平"
电梯楼层好，朝南采光好，公摊面积低，满二,太乙假日云天 -花湖,2室2厅 | 91.62平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,45,"4,912元/平"
顺佳四季花城大型小区，生活配套齐全，出行方便,顺佳四季花城 -万达,车位 | 19.63平米 | 南  | 暂无数据,2人关注 / 一年前发布,11.8,"6,012元/平"
万达旁精装大两房113平户型方正 朝南采光好生活便利,博雅怡景花城 -万达,2室2厅 | 113.66平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,65,"5,719元/平"
万达商圈  2房42万 拎包即可入住,花湖大道70号 -万达,2室2厅 | 86.96平米 | 南 北 | 精装 | 中楼层(共8层)  | 平房,1人关注 / 8个月以前发布,40,"4,600元/平"
鑫发家园小区 2室2厅 南,鑫发家园小区 -万达,2室2厅 | 96.16平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,63,"6,552元/平"
小区环境优美，人车分流，天然气入户，满两年。,黄石绿城玉兰花园 -万达,2室1厅 | 88.39平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,83,"9,391元/平"
三江共和城电梯中层精装两房 满五唯一拎包入住,三江共和城 -万达,2室2厅 | 95.79平米 | 南 北 | 精装 | 中楼层(共17层)  | 板塔结合,7人关注 / 一年前发布,61,"6,369元/平"
黄石港万达旁，精装二房，房东诚心急卖。,合作村 -万达,2室2厅 | 103.97平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 6个月以前发布,42,"4,040元/平"
阳关大厦，生活方便，配套齐全！,阳光大厦 -万达,3室2厅 | 131.63平米 | 南 北 | 精装 | 高楼层(共20层)  | 板楼,0人关注 / 一年前发布,85,"6,458元/平"
万达商圈精装两房家电齐全保养很好可拎包入住。,银海华山公馆 -万达,2室2厅 | 91.99平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 4个月以前发布,57,"6,197元/平"
顺佳四季花城大型小区，生活配套齐全，出行方便,顺佳四季花城 -万达,车位 | 19.63平米 | 南  | 暂无数据,2人关注 / 一年前发布,11.8,"6,012元/平"
延安岭，老党校门口，精装一楼，适合养老。,老虎头路11号 -楠竹林,2室1厅 | 74.54平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,1人关注 / 8个月以前发布,52,"6,977元/平"
有花湖大型菜场， 小区门口就有公交车站，,太乙假日云天 -花湖,2室1厅 | 79.22平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,35,"4,419元/平"
王家里华新小区简装温馨两房cx,王家里 -沈家营,2室1厅 | 77平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,5人关注 / 一年前发布,47,"6,104元/平"
上窑民主街旁，采光户型好 单价低,湖滨大道174号 -武商,2室2厅 | 86.52平米 | 东南 | 简装 | 中楼层(共9层)  | 暂无数据,7人关注 / 一年前发布,35,"4,046元/平"
东方装饰城大型小区，繁华地段，生活方便,东方装饰城 -万达,2室1厅 | 82.85平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,48,"5,794元/平"
磁湖星都温馨小三房，满五水税费低，诚意出售,磁湖新都 -八卦嘴,3室2厅 | 106.48平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,59,"5,541元/平"
美尔雅花园，通透户型，采光好，交通便利.,美尔雅花园 -八卦嘴,2室1厅 | 73.69平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 8个月以前发布,29.9,"4,058元/平"
交警大队旁湖景房，户型方正，朝向采光好。,环湖路49号 -八卦嘴,2室1厅 | 78.77平米 | 东南 | 简装 | 高楼层(共8层)  | 板塔结合,7人关注 / 一年前发布,36,"4,571元/平"
太子山庄简单装修，低层温馨小两房，价格美丽可滴滴,太子山庄 -八卦嘴,2室2厅 | 87.24平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,36,"4,127元/平"
沈小后面 标准2房 采光好  小区环境好，房东急卖,公汽池湖小區 -沈家营,2室2厅 | 81.9平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,41.5,"5,068元/平"
磁湖旁 湖滨大道09年电梯房 满五唯一商品房,华顺大厦 -沈家营,2室1厅 | 86.43平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 7个月以前发布,68,"7,868元/平"
"准电梯房,能看到学,校,操场，下楼就是学,校,",芜湖路17号 -市中心,2室1厅 | 73.93平米 | 东 西 | 简装 | 中楼层(共10层)  | 板楼,2人关注 / 3个月以前发布,42,"5,682元/平"
楼梯中层 精装两房 配套齐全 拎包入住 满五,盛景雅苑 -万达,2室2厅 | 66.51平米 | 南 | 简装 | 中楼层(共9层)  | 板楼,1人关注 / 2个月以前发布,25.9,"3,895元/平"
万达华府精装修两房，电梯 高层,万达华府 -万达,2室2厅 | 103平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,80,"7,767元/平"
裕华城精装好房，满二，诚心出售，随时可看房,裕华城 -万达,3室2厅 | 111.3平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼,4人关注 / 8个月以前发布,82,"7,368元/平"
宏维山水名城 精装小高层 装修保养好 满二,宏维山水明城 -团城山,2室2厅 | 94.21平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,85,"9,023元/平"
万达旁 小区配套齐全 交通便利 房东诚心出售,天方百花園 -万达,2室2厅 | 72.43平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 2个月以前发布,43.9,"6,062元/平"
精装两房，采光好，家具家电齐全，拎包直接入住,赤东大厦 -八卦嘴,2室2厅 | 101.09平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,39,"3,858元/平"
金山花园精装大2房，电梯高层视野好，满五税费低,金山花园 -八卦嘴,2室2厅 | 102.34平米 | 南 | 简装 | 高楼层(共12层)  | 板楼,0人关注 / 7个月以前发布,65.6,"6,411元/平"
花园路温馨二房，单价便宜诚意出售，看房方便,花园路5副4号 -八卦嘴,2室1厅 | 66.61平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,20人关注 / 5个月以前发布,17,"2,553元/平"
佳美星城 电梯高层 大两房。拎包即住！,佳美星城 -万达,2室2厅 | 95.96平米 | 北 | 精装 | 高楼层(共18层)  | 塔楼,3人关注 / 一年前发布,63,"6,566元/平"
市内广场路教育机构，总价低好出手,广场路25号 -武商,2室1厅 | 56.97平米 | 南 北 | 简装 | 高楼层(共10层)  | 平房,39人关注 / 一年前发布,29,"5,091元/平"
文化宫郁香巷楼梯房中层全明户型采光好、方正，广八房,郁香巷9号 -市中心,2室2厅 | 86.96平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,4人关注 / 5个月以前发布,58,"6,670元/平"
好楼层，采光好，旁边配套齐全！,黄石大道148号 -市中心,2室2厅 | 87.57平米 | 东南 | 简装 | 低楼层(共9层)  | 板楼,3人关注 / 一年前发布,51.8,"5,916元/平"
上窑小高层总价低好房源，看上可谈,工商里1号 -武商,2室1厅 | 67.19平米 | 东南 | 简装 | 高楼层(共9层)  | 板楼,8人关注 / 6个月以前发布,19,"2,828元/平"
房子是市黄石港区武汉路12号的房子。,瑞丰园 -市中心,2室1厅 | 88.79平米 | 西北 | 精装 | 高楼层(共26层)  | 塔楼,2人关注 / 一年前发布,92,"10,362元/平"
团小旁边，走路上学再也不用挤公交，满五年税少,黄棉小区 -团城山,2室2厅 | 75.6平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,36,"4,762元/平"
此房电梯大两房，产权满二，配套设施齐全,黄石广电公司家属院 -市中心,2室2厅 | 94.58平米 | 南 北 | 简装 | 高楼层(共15层)  | 板楼,2人关注 / 一年前发布,69.8,"7,380元/平"
市内亚光新村步梯中层 大三房三面采光 户型方正,亚光新村 -市中心,3室2厅 | 127.4平米 | 南 | 简装 | 中楼层(共10层)  | 板楼,4人关注 / 3个月以前发布,63,"4,946元/平"
长航小区沿江路边楼梯一楼大两房诚心出售,黄石大道148号 -市中心,2室1厅 | 87.57平米 | 南 西南 东南 | 简装 | 低楼层(共9层)  | 板楼,2人关注 / 一年前发布,51,"5,824元/平"
楼层好，采光好，交通便利，生活方便,湖滨路二巷 -市中心,2室2厅 | 102.37平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,70,"6,838元/平"
上窑商圈低楼层温馨两房采光好出行方便,飞蛾山209号 -上窑,2室2厅 | 85.13平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,5人关注 / 一年前发布,33,"3,877元/平"
上窑新城批发，交通便利，购物方便,恒兴小区 -武商,2室2厅 | 80.86平米 | 东 | 精装 | 高楼层(共8层)  | 暂无数据,2人关注 / 8个月以前发布,45,"5,566元/平"
磁湖东城封闭式小区精装两房出行方便生活便利,磁湖东城B区 -市中心,2室2厅 | 87.2平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 1个月以前发布,78,"8,945元/平"
黄石港万达，建发旁，单价5000，满五,黄棉村 -万达,2室2厅 | 92.51平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,3人关注 / 11个月以前发布,40,"4,324元/平"
小区地段成熟，环境优美，区内设施健全，,天虹金福园 -万达,3室2厅 | 131.72平米 | 东南 | 简装 | 高楼层(共12层)  | 板楼,0人关注 / 一年前发布,88,"6,681元/平"
冶钢澄月花园 2室2厅 南 北,冶钢澄月花园 -八卦嘴,2室2厅 | 94.95平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,64,"6,741元/平"
滨都丽园2-1-1-1 88.00m² 42 万）,滨都丽园 -花湖,2室1厅 | 84.95平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 7个月以前发布,41.8,"4,921元/平"
天虹金福园2-1-1-1 92.87m² 68 万）,天虹金福园 -万达,2室1厅 | 92.87平米 | 东南 | 简装 | 低楼层(共12层)  | 板塔结合,0人关注 / 1个月以前发布,68,"7,323元/平"
此房格局好，视野开阔，配套设施  拎包入住  诚心出售,聚龙世纪嘉园 -花湖,3室2厅 | 119.1平米 | 南 | 毛坯 | 低楼层(共19层)  | 板塔结合,0人关注 / 一年前发布,61,"5,122元/平"
八卦嘴好地段，精装电梯两房，拎包入住,东贝名苑 -八卦嘴,2室2厅 | 89.1平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,21人关注 / 一年前发布,50.98,"5,722元/平"
首付十几万买万达商圈大两房，南北通透，采光好,天虹小区 -万达,2室2厅 | 74.77平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,29.9,"3,999元/平"
牛尾巴隧道口 有轨电车门口过 简单装修两房,湖滨大道 -沈家营,2室2厅 | 82.1平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,28,"3,411元/平"
大桥社区 2室2厅 东南,大桥社区 -花湖,2室2厅 | 81.03平米 | 东南 | 简装 | 高楼层(共10层)  | 塔楼,1人关注 / 7个月以前发布,40,"4,937元/平"
小城故事精装两房 产证满五 拎包即住,小城故事 -花湖,2室2厅 | 88.62平米 | 东南 南 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 3个月以前发布,40,"4,514元/平"
房子方正通透，交通方便，配套齐全，风景美丽,环湖路 -八卦嘴,2室1厅 | 69.32平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,39,"5,627元/平"
"黄石港毛坯大两房，户型方正,刚需客户看过来",港发龙园 -花湖,2室1厅 | 87.66平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板塔结合,6人关注 / 一年前发布,39,"4,450元/平"
户型方正，装修好，小区环境好，拎包入住.........,颐阳苑 -八卦嘴,2室2厅 | 99.4平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,70,"7,043元/平"
老党校繁华地段 精装修 温馨两房,老虎头路11号 -楠竹林,2室2厅 | 79.32平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,2人关注 / 3个月以前发布,25.9,"3,266元/平"
天行御景庄园，精装修二房，家具家电全，急售,天行 · 御景庄园 -花湖,2室2厅 | 82.69平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,50,"6,047元/平"
满五唯一精装无抵押无户口中山十四中 两宜园两房朝南,两宜園 -万达,2室2厅 | 100.24平米 | 南 | 精装 | 中楼层(共22层)  | 塔楼,7人关注 / 6个月以前发布,71,"7,084元/平"
泰安苑 2室2厅 南,泰安苑 -万达,2室2厅 | 86.85平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,0人关注 / 5个月以前发布,37,"4,261元/平"
万达旁天祥小区简单装修拎包直接入住,天祥小区 -万达,2室1厅 | 64.3平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,2人关注 / 一年前发布,38.8,"6,035元/平"
"花湖好地段 香格里拉旁 交通方便,户型方正采光好",银湖小区 -花湖,3室2厅 | 113.88平米 | 南 | 精装 | 中楼层(共9层)  | 暂无数据,4人关注 / 10个月以前发布,39.8,"3,495元/平"
万达华府 电梯高层 精装大两房 双阳台 拎包即住..,万达华府 -万达,2室2厅 | 102.51平米 | 东南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,79,"7,707元/平"
师院路36号简装两房76.5平35万证件齐全满五唯一,师院路36号 -沈家营,2室2厅 | 76.5平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 6个月以前发布,26,"3,399元/平"
华新路华新集团的房子，小区新翻新改造了，门口是菜场,華新楓葉山生活小区 -沈家营,2室2厅 | 78.98平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 7个月以前发布,42,"5,318元/平"
红军楼全新装修大两房，证件齐全满二税费低，全明户型,公园路12号 -沈家营,2室2厅 | 87.6平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,48,"5,480元/平"
爱尔眼科楼上，**，**初中.小户型，急售。,金龙商厦 -万达,2室1厅 | 73.08平米 | 东 西 | 精装 | 高楼层(共9层)  | 板楼,0人关注 / 6个月以前发布,42,"5,748元/平"
牛尾巴隧道口 有轨电车门口过 简单装修两房,湖滨大道 -沈家营,2室2厅 | 82.1平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,28,"3,411元/平"
大桥社区 2室2厅 东南,大桥社区 -花湖,2室2厅 | 81.03平米 | 东南 | 简装 | 高楼层(共10层)  | 塔楼,1人关注 / 7个月以前发布,40,"4,937元/平"
小城故事精装两房 产证满五 拎包即住,小城故事 -花湖,2室2厅 | 88.62平米 | 东南 南 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 3个月以前发布,40,"4,514元/平"
房子方正通透，交通方便，配套齐全，风景美丽,环湖路 -八卦嘴,2室1厅 | 69.32平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,39,"5,627元/平"
户型方正，装修好，小区环境好，拎包入住.........,颐阳苑 -八卦嘴,2室2厅 | 99.4平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,70,"7,043元/平"
老党校繁华地段 精装修 温馨两房,老虎头路11号 -楠竹林,2室2厅 | 79.32平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,2人关注 / 3个月以前发布,25.9,"3,266元/平"
满五唯一精装无抵押无户口中山十四中 两宜园两房朝南,两宜園 -万达,2室2厅 | 100.24平米 | 南 | 精装 | 中楼层(共22层)  | 塔楼,7人关注 / 6个月以前发布,71,"7,084元/平"
天行御景庄园，精装修二房，家具家电全，急售,天行 · 御景庄园 -花湖,2室2厅 | 82.69平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,50,"6,047元/平"
磁湖路29号步梯中层2房采光充足，阳台朝南,磁湖路29号院 -沈家营,2室2厅 | 81.86平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,1人关注 / 6个月以前发布,39,"4,765元/平"
龙城山庄旁低层标准三房 精装  电器全新 宜老人住,盛景雅苑 -万达,3室2厅 | 98.82平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,4人关注 / 6个月以前发布,34.8,"3,522元/平"
爱康医院湖边步梯两房23万畅享天然氧吧,工院二村 -八卦嘴,2室2厅 | 54.02平米 | 南 北 | 简装 | 高楼层(共5层)  | 板塔结合,4人关注 / 4个月以前发布,22,"4,073元/平"
