标题,开发商,房子信息,发布信息,售价/万,单价
此房精装修拎包入住，楼层好 视野开阔，生活便利。。,凯旋中央城 -吉州区,2室2厅 | 84.28平米 | 南 北 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 22天以前发布,75.8,"8,994元/平"
火车站旁新小区  中间楼层  坐北朝南 户型方正,怡和馨苑 -青原区,3室2厅 | 111.08平米 | 南 | 毛坯 | 中楼层(共25层)  | 暂无数据,0人关注 / 30天以前发布,72,"6,482元/平"
大4房，光线很好，事业开阔。无遮挡。,滨江春天 -青原区,4室2厅 | 171平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 26天以前发布,106,"6,199元/平"
一线江景房，视野开阔，无遮挡，产证在手。,滨江春天 -青原区,4室2厅 | 171.91平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 21天以前发布,126,"7,330元/平"
精装修，拎包入住，户型方正，采光好，得房率高,智慧城 -吉安县,3室2厅 | 104平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 19天以前发布,78,"7,500元/平"
北辰嘉园 2室2厅 南,北辰嘉园 -吉州区,2室2厅 | 88.13平米 | 南 | 毛坯 | 中楼层(共23层)  | 板楼,0人关注 / 30天以前发布,100,"11,347元/平"
泽盛三房两厅中间好楼层，带车位江景房满两年过户费低,泽盛中心城二期A区 -泰和县,3室2厅 | 106平米 | 南 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 30天以前发布,85,"8,019元/平"
泽盛 4房2厅 好楼层 满2年 价格美丽,泽盛中心城 -泰和县,4室2厅 | 130平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 28天以前发布,101,"7,770元/平"
户型方正，中间楼层，带电梯小洋房，带车位小区绿化好,达观洲悦 -吉水县,3室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 28天以前发布,85,"7,204元/平"
凯旋华府精装修精装大三房中间楼层业主诚心卖,凯旋华府 -吉州区,3室2厅 | 134.21平米 | 南 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 28天以前发布,109,"8,122元/平"
北辰嘉园 2室2厅 南,北辰嘉园 -吉州区,2室2厅 | 88.13平米 | 南 | 毛坯 | 中楼层(共23层)  | 板楼,0人关注 / 30天以前发布,100,"11,347元/平"
泽盛三房两厅中间好楼层，带车位江景房满两年过户费低,泽盛中心城二期A区 -泰和县,3室2厅 | 106平米 | 南 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 30天以前发布,85,"8,019元/平"
出行购物方便，广场边上，户型方正；人车分离,恒源泰荣诚 -吉州区,5室2厅 | 371.63平米 | 南 | 毛坯 | 中楼层(共16层)  | 板楼,0人关注 / 27天以前发布,410,"11,033元/平"
满2年 带露台 过户费低 精装修 拧包入住,鳳山蓝湾 -吉州区,3室2厅 | 119.07平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 21天以前发布,92,"7,727元/平"
泽盛 4房2厅 好楼层 满2年 价格美丽,泽盛中心城 -泰和县,4室2厅 | 130平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 28天以前发布,101,"7,770元/平"
户型方正，中间楼层，带电梯小洋房，带车位小区绿化好,达观洲悦 -吉水县,3室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 28天以前发布,85,"7,204元/平"
恒大 江景房 全明户型 采光充足,恒大御景半岛 -吉州区,3室2厅 | 96.53平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 19天以前发布,87,"9,013元/平"
城南品质小区毛坯四房，边户采光好，配套齐全,吉水滨江凤凰城 -吉水县,4室2厅 | 136平米 | 南 北 | 毛坯 | 高楼层(共21层)  | 暂无数据,0人关注 / 25天以前发布,110,"8,089元/平"
小区采用的是园林景观设计，绿化高。,华宇燕京府 -吉安县,3室2厅 | 112.13平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,0人关注 / 18天以前发布,98,"8,740元/平"
达观洲悦，毛坯房，看房有钥匙，房东诚心卖,达观洲悦 -吉水县,3室2厅 | 101.77平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 暂无数据,0人关注 / 18天以前发布,84.8,"8,333元/平"
精装修，拎包入住，户型方正，采光好，得房率高,智慧城 -吉安县,3室2厅 | 104平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 19天以前发布,78,"7,500元/平"
山水国际精装好房，电梯中间层，位置好,山水国际 -遂川县,3室2厅 | 116平米 | 南 | 精装 | 中楼层(共22层)  | 板楼,0人关注 / 18天以前发布,91.8,"7,914元/平"
小区近公园，楼层好，契税满五，过户便宜...,学府雅苑A区 -遂川县,3室2厅 | 99.86平米 | 东南 | 毛坯 | 中楼层(共7层)  | 板楼,0人关注 / 29天以前发布,69.2,"6,930元/平"
滨江生态公园旁，小区环境好绿化多，生活配套完善..,滨江首府 -青原区,3室2厅 | 119平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 19天以前发布,77,"6,471元/平"
鹭洲观澜：东边户可看江景，精装带6央空调，中间楼层,六合盛世鹭洲观澜 -吉州区,3室2厅 | 138.18平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,1人关注 / 23天以前发布,125,"9,047元/平"
小区环境好，绿化好，小区内自带幼儿园，出行方便,鸿翔江誉 -青原区,3室2厅 | 130平米 | 南 | 毛坯 | 中楼层(共16层)  | 塔楼,0人关注 / 25天以前发布,92,"7,077元/平"
此房是一套江景房，楼层好，户型好.业主也很好沟通,上江界 -青原区,3室2厅 | 126.42平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 22天以前发布,93,"7,357元/平"
铜锣湾 新白鹭洲 新附 小，精装 未入住 满两年,中央公园东区 -吉州区,3室2厅 | 111.05平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 29天以前发布,122,"10,987元/平"
理想城小区 户型方正 位置繁华 配套齐全 小区出入方便,理想城南区 -青原区,3室2厅 | 126.92平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 25天以前发布,65,"5,122元/平"
配套设施齐全，交通便利，位置属于城南好地段,达观学府 -吉州区,2室1厅 | 90.41平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 20天以前发布,79,"8,738元/平"
风华嘉苑坐览后河全景.生活如画.通透户型.,吉安风华嘉苑 -吉州区,3室2厅 | 125.6平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,0人关注 / 24天以前发布,89,"7,086元/平"
天龙花园 2室2厅 南,天龙花园 -吉州区,2室2厅 | 106平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 22天以前发布,110,"10,378元/平"
格局好，地理位置好，视野宽阔，去哪里都方便,王家巷 -安福县,3室2厅 | 121平米 | 南 北 | 简装 | 高楼层(共7层)  | 塔楼,3人关注 / 一年前发布,64,"5,290元/平"
复式楼  南北通透   满五唯一   大阳台,井大阳光城 -青原区,3室2厅 | 118.4平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 平房,8人关注 / 一年前发布,65.8,"5,558元/平"
大三居，采光充足，诚心出售，满 五唯一,龙华中大道 -吉水县,3室2厅 | 143.03平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,78,"5,454元/平"
全南大4房，毛坯可随意改动，房东急售、,井大阳光城 -青原区,4室2厅 | 128.87平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,1人关注 / 8个月以前发布,85.9,"6,666元/平"
吉安市中芯步行街精装修拎包入住,孔家湾天工花苑 -吉州区,2室2厅 | 116.06平米 | 南 北 | 简装 | 高楼层(共8层)  | 平房,0人关注 / 一年前发布,116,"9,995元/平"
中央福邸  三房两厅两卫 光线好 双面环湖,中央福邸 -吉州区,3室2厅 | 128.67平米 | 北 | 毛坯 | 高楼层(共29层)  | 板塔结合,1人关注 / 8个月以前发布,104,"8,083元/平"
带露台的房子。多层结构。适合多胎家庭。,金鹏花园北区 -吉州区,5室2厅 | 170.89平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,150,"8,778元/平"
中央福邸  三房两厅两卫 光线好 双面环湖,中央福邸 -吉州区,3室2厅 | 128.67平米 | 北 | 毛坯 | 高楼层(共29层)  | 板塔结合,1人关注 / 8个月以前发布,104,"8,083元/平"
大三房适合一家人居住有很多提供小孩子玩耍的地方老人,文山步行街 -吉州区,3室2厅 | 151.84平米 | 南 | 简装 | 高楼层(共8层)  | 板塔结合,0人关注 / 一年前发布,109,"7,179元/平"
此房楼层好，户型通透，采光充足。双阳台视野开阔……,新城佳园C区 -遂川县,3室2厅 | 135.74平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,4人关注 / 一年前发布,83,"6,115元/平"
市中芯，技校宿舍，实际面积很大，出行方便,技校教苑 -吉州区,3室2厅 | 70.91平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,87.6,"12,354元/平"
房子楼龄新，采光明亮。阳台好晒太阳。,河东新村 -吉水县,4室2厅 | 113平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,0人关注 / 8个月以前发布,46,"4,071元/平"
此房好地段，出门就是商场，公交站台，出行方便。,武功山大道 -安福县,3室2厅 | 118.81平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,80,"6,734元/平"
户型方正采光好视野宽阔阳光充足配套好,湖滨花苑 -吉州区,3室2厅 | 135.88平米 | 南 北 | 简装 | 高楼层(共8层)  | 平房,0人关注 / 一年前发布,99.7,"7,338元/平"
楼层好 采光好 总价低 小区环境好 上班上学两不误,景园春 -吉安县,3室2厅 | 121.7平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,65,"5,342元/平"
本房满五多套，户型方正，阳光充足，视野开阔,湖滨苑 -吉州区,4室2厅 | 139.9平米 | 南 | 精装 | 高楼层(共8层)  | 板塔结合,0人关注 / 一年前发布,119,"8,507元/平"
户型方正  得房率高  南北通透格局,天立花园云河苑 -青原区,3室2厅 | 121.9平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,88,"7,220元/平"
满五唯一毛坯小洋房，公摊小税费低，户型方正,鑫瑞城市花园 -吉安县,3室2厅 | 108.95平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,75,"6,884元/平"
中医院旁大三房，好楼层带大柴间，采光充足业主诚心卖,文化东路 -吉水县,3室2厅 | 105.72平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,60,"5,676元/平"
房子已满五唯一，位置好，居住环境佳，近思源，公园,世纪经典 -遂川县,3室2厅 | 130.08平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,81.6,"6,274元/平"
凤凰现代城楼梯三楼出售，楼层好，适合居家,凤凰现代城 -吉安县,3室2厅 | 112.35平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,2人关注 / 9个月以前发布,46,"4,095元/平"
精装修三房，可直接拎包入住，。,鸿翔江誉 -青原区,3室2厅 | 103.68平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 6个月以前发布,88,"8,488元/平"
小区绿化好 无遮挡采光好 通透户型 出行交通很方便。,浅水湾小区 -泰和县,5室2厅 | 127.6平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 10个月以前发布,79.8,"6,254元/平"
老车站院内复式楼，户型方正采光好，有院子停车方便,江西深港交通运输有限公司 -泰和县,3室2厅 | 104平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,59.8,"5,750元/平"
房子是中高楼层，坐北朝南，户型方正，采光通风都好。,康居外滩 -青原区,3室2厅 | 125.03平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,101,"8,079元/平"
浅水湾，好楼层143.27平，大4房2厅2卫出售,浅水湾小区 -泰和县,4室2厅 | 143.27平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板楼,2人关注 / 8个月以前发布,96.8,"6,757元/平"
吉安县好地段，电梯房好的楼层，,恒荣月亮湾 -吉安县,3室2厅 | 135.01平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,2人关注 / 3个月以前发布,95,"7,037元/平"
永丰天立生态城与汽车城与十字路口交汇处,天立生态城南区 -永丰县,4室2厅 | 141.28平米 | 东 东南 南 | 毛坯 | 低楼层(共13层)  | 板楼,1人关注 / 一年前发布,81,"5,734元/平"
永丰县恩江镇恩江北路与跃进路交汇处,地王大厦 -永丰县,5室2厅 | 185.88平米 | 东南 南 | 简装 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,183,"9,846元/平"
城南凯旋金融4房，中间楼层，地段好。,凯旋金融中心 -吉州区,4室2厅 | 119平米 | 南 | 毛坯 | 低楼层(共31层)  | 板楼,2人关注 / 一年前发布,108,"9,076元/平"
新城佳园楼层好的优质好房子...,新城佳园B区 -遂川县,3室2厅 | 131.56平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,82,"6,233元/平"
此房满五唯一，好楼层，带柴间，售价63万,水南背新村 -吉水县,3室2厅 | 100.3平米 | 东 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,63,"6,282元/平"
此房好楼层 好户型 视野宽阔阳光充足， 交通便利,金庐名居 -吉安县,3室2厅 | 137.14平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,8人关注 / 一年前发布,82,"5,980元/平"
六合盛世广丰世家毛坯复式楼，买一层得二层。,六合盛世·广丰世家 -吉州区,5室2厅 | 123.99平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,96,"7,743元/平"
新政府旁边  优质小区好楼层  带大露台,公园8号 -泰和县,3室2厅 | 80.36平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,4人关注 / 10个月以前发布,79,"9,831元/平"
西苑小区，交通出行便利，采光充足。,西苑小区东区 -吉州区,3室2厅 | 118.08平米 | 南 | 简装 | 高楼层(共7层)  | 平房,2人关注 / 一年前发布,76.7,"6,496元/平"
中央福邸 电梯高层，装修温馨，视野开阔，适合居住,中央福邸 -吉州区,3室2厅 | 128.5平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,1人关注 / 7个月以前发布,100,"7,783元/平"
城北毛坯四房，房东诚意出售~~~,嘉禾新城 -永新县,4室2厅 | 136.71平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,1人关注 / 6个月以前发布,86.5,"6,328元/平"
购房成本低，小区环境好，房产证在手。,白鹭苑 -吉州区,5室3厅 | 234.71平米 | 南 | 毛坯 | 4层  | 塔楼,1人关注 / 一年前发布,193,"8,223元/平"
房子6月15日满两年，大四居室，户型通透，采光充足,金岸 · 锦绣文山 -吉州区,4室2厅 | 126.56平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 塔楼,17人关注 / 7个月以前发布,133,"10,509元/平"
此房满五年，好楼层，通透正4房，小区环境好，采光好,鹏華·国際華城 -吉州区,4室2厅 | 140.26平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 4个月以前发布,136,"9,697元/平"
毛坯三房，满两年，随时可看房，中间楼层视线无遮挡,水韵蓝湾 -吉州区,3室2厅 | 119.82平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,5人关注 / 一年前发布,101.5,"8,472元/平"
龙信金座  3+1户型 业主诚心出售,龙信金座 -泰和县,3室2厅 | 138.67平米 | 东 | 毛坯 | 高楼层(共23层)  | 板楼,0人关注 / 10个月以前发布,95,"6,851元/平"
城北区域，优质小区，视野好，采光棒,庐陵一品 -吉州区,4室2厅 | 138.84平米 | 南 | 毛坯 | 高楼层(共34层)  | 板楼,1人关注 / 10个月以前发布,98,"7,059元/平"
业主急售！！！地段好，交通便利！,宏枫苑 -永新县,3室2厅 | 132.92平米 | 西南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,67,"5,041元/平"
国土局宿舍三房，户型方正采光好，房东诚心出售,国土局宿舍 -泰和县,3室2厅 | 100.95平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 8个月以前发布,56,"5,548元/平"
毛坯四房，实用性大，总价低，满两年,康居外滩 -青原区,4室2厅 | 125.01平米 | 东 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,105.9,"8,472元/平"
满五唯一，过户费低，中间楼层。。。。,文勤华庭 -青原区,3室2厅 | 128平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,2人关注 / 6个月以前发布,88,"6,875元/平"
房子在步行街，闹市区。光线很好。,天诚步行街 -永丰县,3室2厅 | 110平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,75,"6,819元/平"
青原区思源  此房满五唯一 过户费低 毛坯四房,盛唐华都 -青原区,4室2厅 | 126.17平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,8人关注 / 一年前发布,87,"6,896元/平"
古南花园，南北各一阳台，站在南阳台能俯瞰赣江,古南花园 -吉州区,3室2厅 | 114.2平米 | 南 | 简装 | 中楼层(共7层)  | 平房,9人关注 / 一年前发布,81,"7,093元/平"
此房正规三房，精装修，离附 小百来米，日日赏江景,沿江路 -吉州区,3室2厅 | 122.44平米 | 东 西 | 精装 | 高楼层(共8层)  | 板楼,2人关注 / 10个月以前发布,118,"9,638元/平"
满5唯一，小区优质，税费低，价格优,鷺洲府邸 -吉州区,5室2厅 | 162.01平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,90,"5,556元/平"
阳明花园三房，毛坯随意装修，读书也方便产证满俩年,万家·阳明花园 -吉州区,3室2厅 | 128.14平米 | 南 | 毛坯 | 高楼层(共7层)  | 塔楼,10人关注 / 一年前发布,89.8,"7,008元/平"
