标题,开发商,房子信息,发布信息,售价/万,单价
西咸新区秦创园低密度墅区叠拼诚意出售,阳光城壹号蔷薇溪谷 -秦都区,3室1厅 | 167.75平米 | 南 | 精装 | 上叠(共4层)  | 板楼 | 叠拼别墅 ,0人关注 / 6天以前发布,350,"20,865元/平"
南北通透2居室，满二临地铁 一梯两户小高层,怡水花园 -秦都区,2室2厅 | 82.27平米 | 南 北 | 简装 | 中楼层(共15层)  | 板楼,0人关注 / 5天以前发布,93,"11,305元/平"
彩虹二路  精装电梯房  低楼层,宝泉佳苑 -秦都区,2室2厅 | 100.32平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 一年前发布,92,"9,171元/平"
交通方便  商圈成熟  诚心出售,电建小区 -秦都区,2室2厅 | 83.06平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,9人关注 / 一年前发布,54.6,"6,574元/平"
世纪大道怡水花园经典南北通透大三室,怡水花园 -秦都区,3室2厅 | 146.08平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,52人关注 / 一年前发布,162,"11,090元/平"
文林路小高层 两居室电梯房 全明户型,文林风景小区 -秦都区,2室1厅 | 94.21平米 | 南 北 | 简装 | 高楼层(共12层)  | 板塔结合,15人关注 / 8个月以前发布,71,"7,537元/平"
高铁站 精品两室 大社区  环境优美 诚心出售,华泰世纪华苑 -秦都区,2室2厅 | 97.06平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,4人关注 / 5个月以前发布,93,"9,582元/平"
中华西路 枫景苑 多层南北三居室 三面朝南,枫景苑 -秦都区,3室2厅 | 111.22平米 | 南 北 | 精装 | 高楼层(共7层)  | 平房,0人关注 / 3个月以前发布,92,"8,272元/平"
秦宝小区3-2-1-1   临湖 中间楼层,秦宝小区东区 -秦都区,3室2厅 | 108.5平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,77,"7,097元/平"
上林路地铁口 精装两室户型方正 中间楼层 可按揭 急售,奥林匹克花园四期伦敦奥运村 -秦都区,2室2厅 | 89.21平米 | 南 | 精装 | 高楼层(共23层)  | 板塔结合,0人关注 / 2个月以前发布,118,"13,228元/平"
文林路三室中间楼层随时可看房业主诚心出售房产证在手,景观天下 -秦都区,3室2厅 | 112.54平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,2人关注 / 1个月以前发布,82,"7,287元/平"
南北通透格局好，视野宽阔，采光充足，配套设施齐全,安谷苑小区 -秦都区,3室2厅 | 134.15平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,120,"8,946元/平"
地铁口交通便利，纯南精装大两室，满二无大税,世纪金叶 -秦都区,2室2厅 | 106.77平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,108,"10,116元/平"
能源经贸区，高品质小区，环境舒适，刚需两室,阳光城西西里 -秦都区,2室2厅 | 78.61平米 | 南 | 精装 | 高楼层(共23层)  | 板塔结合,3人关注 / 5个月以前发布,119,"15,139元/平"
万达商圈 精装交付 小区环境好,恒大帝景 -秦都区,3室2厅 | 118.03平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,15人关注 / 一年前发布,119,"10,083元/平"
南北小三居，户型端正 看房随时，楼位好,奥林匹克花园二期巴塞罗那奥运村 -秦都区,3室1厅 | 99.18平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 9个月以前发布,140,"14,116元/平"
沣东新城奥园两室洋房，顶跃  大露台,奥林匹克花园一期 -秦都区,2室2厅 | 73.04平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,13人关注 / 9个月以前发布,95,"13,007元/平"
世纪大道 精装三室 满二 地 鉄口,海鋈皇嘉 -秦都区,3室2厅 | 136.31平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 9个月以前发布,115,"8,437元/平"
西咸新区世纪大道地铁沿线碧水茗居三室出售,华宇碧水茗居 -秦都区,3室2厅 | 128.76平米 | 南 北 | 简装 | 中楼层(共10层)  | 板塔结合,2人关注 / 4个月以前发布,118,"9,165元/平"
人民中路 中宏丽舍 电梯中层三室朝南 满2诚售,中宏丽舍 -秦都区,3室1厅 | 130.61平米 | 南 | 简装 | 中楼层(共28层)  | 板塔结合,4人关注 / 一年前发布,119,"9,112元/平"
双地铁，户型方正，全明户型采光好，小区环境优美,奥林匹克花园四期伦敦奥运村 -秦都区,3室2厅 | 109.95平米 | 南 北 | 精装 | 高楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,170,"15,462元/平"
能源金贸区阳光城巴塞143平，大三室，满二无大税。,阳光城壹号巴塞阳光 -秦都区,3室2厅 | 143.38平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板塔结合,19人关注 / 一年前发布,220,"15,344元/平"
两河之间地铁口简装三室，有钥匙随时可看房，诚心出售,沣渭怡心岛 -秦都区,3室2厅 | 141.58平米 | 南 北 | 简装 | 高楼层(共32层)  | 板塔结合,2人关注 / 5个月以前发布,156,"11,019元/平"
万达商圈独栋别墅，带院子。大客厅设计,祥和新区 -秦都区,3室2厅 | 156.68平米 | 南 北 | 简装 | 低楼层(共2层)  | 暂无数据,4人关注 / 6个月以前发布,142,"9,064元/平"
高铁站 精品两室 大社区  环境优美 诚心出售,华泰世纪华苑 -秦都区,2室2厅 | 97.06平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,4人关注 / 5个月以前发布,93,"9,582元/平"
南北通透格局好，视野宽阔，采光充足，配套设施齐全,安谷苑小区 -秦都区,3室2厅 | 134.15平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,120,"8,946元/平"
阳光城蔷薇溪谷 2楼花园洋房 户型方正,阳光城壹号蔷薇溪谷 -秦都区,3室2厅 | 145.26平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,10人关注 / 一年前发布,335,"23,063元/平"
能源金融贸易区  阳光城蔷薇溪谷 低密洋房社区,阳光城壹号蔷薇溪谷 -秦都区,3室2厅 | 145.69平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,266,"18,258元/平"
彩虹二路  精装电梯房  低楼层,宝泉佳苑 -秦都区,2室2厅 | 100.32平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 一年前发布,92,"9,171元/平"
文林路小高层 两居室电梯房 全明户型,文林风景小区 -秦都区,2室1厅 | 94.21平米 | 南 北 | 简装 | 高楼层(共12层)  | 板塔结合,15人关注 / 8个月以前发布,71,"7,537元/平"
世纪大道怡水花园经典南北通透大三室,怡水花园 -秦都区,3室2厅 | 146.08平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,52人关注 / 一年前发布,162,"11,090元/平"
地铁口交通便利，纯南精装大两室，满二无大税,世纪金叶 -秦都区,2室2厅 | 106.77平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,108,"10,116元/平"
中华西路 枫景苑 多层南北三居室 三面朝南,枫景苑 -秦都区,3室2厅 | 111.22平米 | 南 北 | 精装 | 高楼层(共7层)  | 平房,0人关注 / 3个月以前发布,92,"8,272元/平"
上林路地铁口 精装两室户型方正 中间楼层 可按揭 急售,奥林匹克花园四期伦敦奥运村 -秦都区,2室2厅 | 89.21平米 | 南 | 精装 | 高楼层(共23层)  | 板塔结合,0人关注 / 2个月以前发布,118,"13,228元/平"
文林路三室中间楼层随时可看房业主诚心出售房产证在手,景观天下 -秦都区,3室2厅 | 112.54平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,2人关注 / 1个月以前发布,82,"7,287元/平"
秦宝小区3-2-1-1   临湖 中间楼层,秦宝小区东区 -秦都区,3室2厅 | 108.5平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,77,"7,097元/平"
西咸新区世纪大道地铁沿线碧水茗居三室出售,华宇碧水茗居 -秦都区,3室2厅 | 128.76平米 | 南 北 | 简装 | 中楼层(共10层)  | 板塔结合,2人关注 / 4个月以前发布,118,"9,165元/平"
户型方正格局，空气流通不错，采光充足,聆水居 -秦都区,2室2厅 | 91.85平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,1人关注 / 3个月以前发布,105,"11,432元/平"
用心装修，诚心出售，户型方正，采光无遮挡,清渭公馆 -秦都区,3室1厅 | 114.81平米 | 南 | 简装 | 高楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,129,"11,236元/平"
沣东新城奥园两室洋房，顶跃  大露台,奥林匹克花园一期 -秦都区,2室2厅 | 73.04平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,13人关注 / 9个月以前发布,95,"13,007元/平"
南北小三居，户型端正 看房随时，楼位好,奥林匹克花园二期巴塞罗那奥运村 -秦都区,3室1厅 | 99.18平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 9个月以前发布,140,"14,116元/平"
世纪大道 精装三室 满二 地 鉄口,海鋈皇嘉 -秦都区,3室2厅 | 136.31平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 9个月以前发布,115,"8,437元/平"
能源金茂区一楼带花园  优质房源出售,奥林匹克花园二期巴塞罗那奥运村 -秦都区,3室2厅 | 138.45平米 | 南 北 | 精装 | 低楼层(共9层)  | 板塔结合,16人关注 / 一年前发布,172.5,"12,460元/平"
双渔湾三室好房，业主诚心出售......,双鱼湾 -秦都区,3室2厅 | 132.42平米 | 南 北 | 简装 | 高楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,118.6,"8,957元/平"
华宇蓝郡西区，经典3室，业主诚心出售,华宇蓝郡西区 -秦都区,3室2厅 | 116.5平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,24人关注 / 一年前发布,97,"8,327元/平"
房子满二   经典户型设计，业主急售,亨星锦绣城 -渭城区,3室2厅 | 115.07平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,26人关注 / 一年前发布,101.5,"8,821元/平"
东风路，亨星锦绣城大俩室，户型方正明亮,亨星锦绣城 -渭城区,2室2厅 | 99.93平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,2人关注 / 5个月以前发布,97,"9,707元/平"
此房已满二，房子1-2楼为商铺，3层带大平台，房子通透,双兴商厦 -渭城区,2室1厅 | 110.91平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,8人关注 / 8个月以前发布,51,"4,599元/平"
电梯房。中间楼层，视野宽阔，采光充足,西北国棉一厂西区 -渭城区,2室2厅 | 96.79平米 | 南 | 精装 | 中楼层(共22层)  | 暂无数据,0人关注 / 6个月以前发布,89.9,"9,289元/平"
总高11层板式楼洋房 南北通透 一梯两户 户型方正 满二,启迪国际城逸居 -秦都区,3室2厅 | 129.42平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,22人关注 / 一年前发布,180,"13,909元/平"
能源经贸区，高品质小区，环境舒适，刚需两室,阳光城西西里 -秦都区,2室2厅 | 78.61平米 | 南 | 精装 | 高楼层(共23层)  | 板塔结合,3人关注 / 5个月以前发布,119,"15,139元/平"
御景名苑， 地段优越，精装两室，业主诚心,御景名苑 -秦都区,2室2厅 | 104.68平米 | 东南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 8个月以前发布,85.5,"8,168元/平"
金泰翠园35平方花园3室2厅2卫1书房南北通透唯一,金泰丝路花城翠园 -秦都区,3室2厅 | 133.35平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,26人关注 / 一年前发布,192,"14,399元/平"
朝南两室 业主诚心出售 看房方便,南洋维也纳花园 -秦都区,2室1厅 | 87.3平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,4人关注 / 一年前发布,93,"10,653元/平"
精装修 经济型三室 全明户型 通透性好,阳光城上林府 -秦都区,3室2厅 | 99.51平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,164,"16,481元/平"
日月星城 南北通透 拎包入住精装三室,日月星城 -渭城区,3室2厅 | 115.18平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 2个月以前发布,113.8,"9,881元/平"
经典大三室，毛坯房！业主诚心出售带车位！,丰圣华铭筑 -秦都区,3室2厅 | 148.02平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,4人关注 / 7个月以前发布,126,"8,513元/平"
此房满两年4.1期，南北通透，小三室 采光没有遮挡,奥林匹克花园四期伦敦奥运村 -秦都区,3室2厅 | 87.49平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,14人关注 / 6个月以前发布,118,"13,488元/平"
玉泉路 万达广场 秦都高铁 安居三村 两室南北通透,安居三村小区 -秦都区,2室2厅 | 83.4平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,18人关注 / 5个月以前发布,37,"4,437元/平"
精装修两室房子 采光好 房子新,奥林匹克花园四期伦敦奥运村 -秦都区,2室2厅 | 85.88平米 | 南 | 精装 | 中楼层(共9层)  | 板塔结合,2人关注 / 6个月以前发布,132,"15,371元/平"
总高11层板式楼洋房 南北通透 一梯两户 户型方正 满二,启迪国际城逸居 -秦都区,3室2厅 | 129.42平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,22人关注 / 一年前发布,180,"13,909元/平"
双地铁 精装三室 全明户型 沣东新城,国润城 -秦都区,3室2厅 | 95.7平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,6人关注 / 7个月以前发布,156,"16,301元/平"
配套齐，生活交通方便，适合居住,惠沣园西区 -秦都区,2室2厅 | 75.61平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 5个月以前发布,40,"5,291元/平"
宝泉路地铁站 高铁站 沁园茗居 经典三室含地下室,沁园茗居 -秦都区,3室2厅 | 112.87平米 | 北 南 | 毛坯 | 中楼层(共7层)  | 板楼,4人关注 / 8个月以前发布,100,"8,860元/平"
西咸沣西板块 海泉湾温泉世界  带大露台 有钥匙,华宇碧水茗居 -秦都区,3室2厅 | 146.39平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,75人关注 / 一年前发布,110,"7,515元/平"
大型社区  临河 临地铁  楼间距大 人车分流  私密性小,亿龙金河湾 -秦都区,3室2厅 | 115.88平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,6人关注 / 一年前发布,135,"11,650元/平"
西咸 沣东 世纪大道地铁口 大沃城毛坯两室 满二,佳龙大沃城 -秦都区,2室2厅 | 76.89平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,4人关注 / 6个月以前发布,117.5,"15,282元/平"
万达商圈多层大三室。。。。。。。。。,丽水花庭 -秦都区,3室2厅 | 145.12平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,6人关注 / 7个月以前发布,98,"6,754元/平"
园林小区自带人工湖.绿化好.楼位好 .户型采光没问题,画院综合楼 -秦都区,2室1厅 | 60.53平米 | 东 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 4个月以前发布,28,"4,626元/平"
此房业主诚心出售，满二无大税。看房方便,芙蓉佳苑 -秦都区,2室2厅 | 105.68平米 | 南 北 | 简装 | 低楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,93.8,"8,876元/平"
先河国际西区北，1号地铁口，精装两室，业主着急置换,华府御园 -秦都区,2室2厅 | 88.97平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,93,"10,453元/平"
明厨明卫，配套齐全交通、位置优越，采光好,先河国际西区 -秦都区,3室2厅 | 126.3平米 | 南 | 毛坯 | 低楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,120,"9,502元/平"
書香河畔 3室2厅 南 北,書香河畔 -秦都区,3室2厅 | 210.97平米 | 南 北 | 毛坯 | 低楼层(共23层)  | 暂无数据,2人关注 / 5个月以前发布,265,"12,562元/平"
上林路地铁口 奥林匹克花园3室 满二,奥林匹克花园四期伦敦奥运村 -秦都区,3室2厅 | 84.36平米 | 南 北 | 精装 | 高楼层(共31层)  | 板塔结合,10人关注 / 9个月以前发布,122,"14,462元/平"
南北通透 经典户型 诚心出售 地段繁华 玉泉路,秦源小区 -秦都区,2室2厅 | 93.21平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 8个月以前发布,58,"6,223元/平"
能源金茂区 地铁一号线上林路地铁口 业主诚心出售,奥林匹克花园四期伦敦奥运村 -秦都区,2室1厅 | 74.99平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,104.8,"13,976元/平"
人民路主干道，交通方便，生活便利,芙蓉佳苑 -秦都区,2室1厅 | 99.35平米 | 南 | 简装 | 中楼层(共17层)  | 板塔结合,11人关注 / 一年前发布,99.9,"10,056元/平"
地铁口，精装婚房，交通便利，配套齐全,世纪锦城 -秦都区,3室2厅 | 125.4平米 | 南 北 | 简装 | 高楼层(共8层)  | 板塔结合,43人关注 / 一年前发布,110,"8,772元/平"
房子满两年。南北通透，全明户型。周 边 配套齐全,咸阳陶瓷研究设计院生活区 -秦都区,3室1厅 | 77.75平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,3人关注 / 3个月以前发布,51,"6,560元/平"
业主诚心出售。精装修，~。满二无大税。,白桦林印象 -秦都区,3室2厅 | 123.05平米 | 南 北 | 简装 | 低楼层(共32层)  | 板塔结合,22人关注 / 一年前发布,176,"14,304元/平"
中国五大开发商之一融创开发并管理，近千亩湿地公园,融创中央学府 -秦都区,3室2厅 | 134.58平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,164,"12,187元/平"
沣河边 世纪金叶  三室南北通透  不临路 诚心出售,世纪金叶 -秦都区,3室2厅 | 136.11平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,11人关注 / 一年前发布,135,"9,919元/平"
经典两室户型，精装湖景房，交通方便，环境优美。,書香河畔 -秦都区,2室1厅 | 85.37平米 | 南 | 简装 | 低楼层(共30层)  | 板塔结合,3人关注 / 8个月以前发布,103,"12,066元/平"
