标题,开发商,房子信息,发布信息,售价/万,单价
恒大名都 精三室 124平 南北向 看房方便,恒大名都 -银海区,3室2厅 | 124.28平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,5人关注 / 7个月以前发布,67,"5,392元/平"
星海名城二期    中间楼层   精装三房  可拎包入住,星海名城二期 -海城区,3室2厅 | 86平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,52,"6,047元/平"
海天瑶 3室2厅 南,海天瑶 -海城区,3室2厅 | 83.48平米 | 南 | 简装 | 高楼层(共28层)  | 板塔结合,0人关注 / 26天以前发布,49.8,"5,966元/平"
融旗华堂 2室2厅 南 北,融旗华堂 -银海区,2室2厅 | 76平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 25天以前发布,36,"4,737元/平"
兴海·龙福苑 2室1厅 北,兴海·龙福苑 -海城区,2室1厅 | 92.57平米 | 北 | 精装 | 高楼层(共19层)  | 板塔结合,0人关注 / 25天以前发布,41.5,"4,484元/平"
户型方正，新大润发，万达，宁春城商圈，明厨明卫,九州家园南区 -银海区,3室2厅 | 89平米 | 南 北 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 22天以前发布,48,"5,394元/平"
穗丰金湾 3室2厅 南,穗丰金湾 -银海区,3室2厅 | 89.37平米 | 南 | 简装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,47,"5,260元/平"
锦泰大厦 3室2厅 南 北,锦泰大厦 -海城区,3室2厅 | 156平米 | 南 北 | 简装 | 低楼层(共16层)  | 板塔结合,0人关注 / 19天以前发布,57,"3,654元/平"
北海大道香港路实惠3房，拎包入住,华厦金工园 -海城区,3室2厅 | 89.6平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 24天以前发布,40,"4,465元/平"
同和泊湾三室两卫出售，拎包入住,同和泊湾 -海城区,3室1厅 | 104平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 18天以前发布,46,"4,424元/平"
恒大御景半岛 银滩西区罐头领 精装3房2卫 急售,恒大御景半岛 -银海区,3室2厅 | 113平米 | 南 北 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 27天以前发布,62,"5,487元/平"
满五唯一，房子户型漂亮，厅出阳台，小区环境好,东峰世纪公寓 -银海区,3室1厅 | 89.29平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 19天以前发布,41.6,"4,659元/平"
满五唯一，户型方正，南北格局，楼层适中,嘉盛名都 -银海区,3室2厅 | 118.88平米 | 南 北 | 简装 | 中楼层(共32层)  | 板塔结合,0人关注 / 28天以前发布,95,"7,992元/平"
广东路 新世纪大道 三房一卫中楼层 证件齐全 配置齐全,恒宇海岸华府二区 -银海区,3室2厅 | 72.81平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,0人关注 / 18天以前发布,65,"8,928元/平"
安建假日海岸 3室2厅 西南,安建假日海岸 -银海区,3室2厅 | 88.89平米 | 西南 | 简装 | 中楼层(共19层)  | 板塔结合,0人关注 / 26天以前发布,47,"5,288元/平"
园辉红树湾 3室1厅 南 北,园辉红树湾 -银海区,3室1厅 | 88.2平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 17天以前发布,65,"7,370元/平"
银海区 万达新大润商圈 嘉盛名都 南北通透大三房,嘉盛名都 -银海区,3室2厅 | 119平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 21天以前发布,81,"6,807元/平"
圣美阳光家园 1室1厅 南,圣美阳光家园 -银海区,1室1厅 | 51.32平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,0人关注 / 31天以前发布,25,"4,872元/平"
云南路综合市场旁【园中苑】装修新大4房 好楼层,园中苑 -海城区,4室2厅 | 146.7平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 31天以前发布,66.8,"4,554元/平"
海纳百川小区 3室2厅 南 北,海纳百川小区 -海城区,3室2厅 | 104.79平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 18天以前发布,78,"7,444元/平"
江南园林小区，人车分离，带游泳池，地下停车场,海江南花园 -海城区,3室1厅 | 90.27平米 | 南 北 | 简装 | 低楼层(共17层)  | 板塔结合,0人关注 / 31天以前发布,46,"5,096元/平"
此房视野开阔，采光充足，电梯高层.精装修 采光好,天宁海东方 -海城区,3室1厅 | 61.42平米 | 西南 | 简装 | 高楼层(共28层)  | 塔楼,0人关注 / 29天以前发布,40,"6,513元/平"
金癸领海郡 2室1厅 南,金癸领海郡 -银海区,2室1厅 | 74.84平米 | 南 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 24天以前发布,42,"5,612元/平"
中垠悦城 3室2厅 南,中垠悦城 -银海区,3室2厅 | 101.83平米 | 南 | 简装 | 高楼层(共30层)  | 板楼,0人关注 / 25天以前发布,65,"6,384元/平"
朝南两室，毛坯随心装修，万达吾悦双商圈,盛通港湾 -银海区,3室2厅 | 76.28平米 | 南 | 毛坯 | 低楼层(共27层)  | 板楼,0人关注 / 18天以前发布,45,"5,900元/平"
东峰世纪公寓 3室2厅 南,东峰世纪公寓 -银海区,3室2厅 | 97平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,0人关注 / 27天以前发布,46.8,"4,825元/平"
港鹏公园印象 万达商圈 银滩红树林两房急售,港鹏公园印象 -银海区,2室2厅 | 83平米 | 南 北 | 简装 | 高楼层(共16层)  | 板塔结合,0人关注 / 15天以前发布,46,"5,543元/平"
万泉城新精装三房，南北通透双阳台，电梯中层可看海,万泉城一区 -银海区,3室2厅 | 92.93平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 29天以前发布,76,"8,179元/平"
凯源大厦 3室2厅 南 北,凯源大厦 -海城区,3室2厅 | 105.19平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板塔结合,0人关注 / 19天以前发布,68,"6,465元/平"
南珠市场 中山长青两大公园 北海名座品质小区3房2卫,北海名座 -海城区,3室2厅 | 88.57平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 29天以前发布,64.5,"7,283元/平"
北海标志性建筑，一线海景房。阳台上可以看海。,北部湾壹号 -海城区,3室2厅 | 137平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 一年前发布,129.5,"9,453元/平"
金滩，小高层，海景房，高德古镇，海丝首港，海湾明珠,汇联海湾明珠 -海城区,3室2厅 | 105.7平米 | 南 | 毛坯 | 高楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,62.8,"5,942元/平"
天隆三千海中层正规两房，产证在手看房方便,天隆三千海 -银海区,2室2厅 | 94.14平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板楼,0人关注 / 一年前发布,105,"11,154元/平"
多教育圈 北部湾广场与大润发商圈 大三房 视野开阔,滨城大厦 -海城区,3室2厅 | 162.96平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 4个月以前发布,70.8,"4,345元/平"
海景房金海岸大道 万达商圈 桐洋国际 南北通透,桐洋国际大厦 -银海区,3室2厅 | 92.53平米 | 南 北 | 精装 | 高楼层(共28层)  | 塔楼,2人关注 / 一年前发布,56,"6,053元/平"
金滩 海岸国际假日花园 三房海景房 拎包入住,海岸国际假日花园 -海城区,3室2厅 | 142.08平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,1人关注 / 一年前发布,118,"8,306元/平"
位置好，出行方便，离海边、万达、菜场近。,通海景苑 -银海区,2室1厅 | 75.13平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,2人关注 / 8个月以前发布,34,"4,526元/平"
业主度假房，干净家电家具好，湿地公园,园辉新都 -银海区,3室2厅 | 97.67平米 | 南 北 | 其他 | 低楼层(共34层)  | 板塔结合,1人关注 / 10个月以前发布,52.5,"5,376元/平"
此房南北通透，小区绿化好，生活方便,智弘银城绿洲 -银海区,3室2厅 | 116.67平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,6人关注 / 一年前发布,92.5,"7,929元/平"
天赐良园标准三房  精装修 前后无遮挡,越亚天赐良园 -银海区,3室2厅 | 85.25平米 | 南 | 简装 | 中楼层(共32层)  | 板塔结合,3人关注 / 一年前发布,80,"9,385元/平"
南北通透方正三房，通风采光效果好 。,交通局宿舍 -海城区,3室2厅 | 76.7平米 | 南 北 | 简装 | 高楼层(共5层)  | 板塔结合,1人关注 / 一年前发布,36,"4,694元/平"
一线海景房 北部湾一号 精装修 中楼层 吉售,北部湾壹号 -海城区,1室1厅 | 44.44平米 | 北 南 | 精装 | 中楼层(共33层)  | 板楼,12人关注 / 一年前发布,45,"10,127元/平"
可观海.可观江.可观园林.视野开阔.,恒大名都 -银海区,3室2厅 | 89.54平米 | 西北 | 精装 | 高楼层(共32层)  | 塔楼,2人关注 / 9个月以前发布,66.5,"7,427元/平"
候鳥灣 3室2厅 南,候鳥灣 -海城区,3室2厅 | 135.7平米 | 南 | 其他 | 低楼层(共26层)  | 板塔结合,3人关注 / 6个月以前发布,122,"8,991元/平"
金昌森海豪庭观邸 3室2厅 南 北,金昌森海豪庭观邸 -银海区,3室2厅 | 85.8平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 8个月以前发布,75,"8,742元/平"
南北对流格局，楼层好，视野宽阔，采光充足..,南珠家园小区 -海城区,3室2厅 | 85.97平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,32,"3,723元/平"
月亮河两房出售，户型方正。出行方便，拎包入住,月亮河 -银海区,3室2厅 | 82平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 4个月以前发布,45,"5,488元/平"
月亮河两房出售，户型方正。出行方便，拎包入住,月亮河 -银海区,3室2厅 | 82平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 4个月以前发布,45,"5,488元/平"
碧海云天 3室2厅 南,碧海云天 -海城区,3室2厅 | 181.61平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,90,"4,956元/平"
金域熙城 3室1厅 南,金域熙城 -银海区,3室1厅 | 91平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,3人关注 / 4个月以前发布,57.7,"6,341元/平"
廉州湾金滩 海滨公园旁 新力海景花园 3房吉售,新力海景花园 -海城区,3室2厅 | 129.23平米 | 北 南 | 简装 | 低楼层(共20层)  | 板塔结合,13人关注 / 一年前发布,57,"4,411元/平"
银海区4居室精装大户型，居住舒适，生活便利.,镒建世纪城 -银海区,4室2厅 | 147平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,16人关注 / 6个月以前发布,86,"5,851元/平"
创基花园，西南大道与四川路交界处，交通方便,创基花园 -海城区,3室2厅 | 138.05平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,6人关注 / 一年前发布,63,"4,564元/平"
冯家江湿地公园旁 封闭式小区 黄家海湾公馆,皇家海湾公馆 -银海区,3室2厅 | 90.07平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,110,"12,213元/平"
两房吉售，朝南，看园林视野佳、三千亩红树林，空气好,中信国安北海第一城 -银海区,2室2厅 | 89.43平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,2人关注 / 5个月以前发布,50.9,"5,692元/平"
万达商圈火车站旁边一楼商铺正在营业东峰世纪公寓,东峰世纪公寓 -银海区,3室2厅 | 89.17平米 | 南 | 简装 | 低楼层(共28层)  | 板塔结合,33人关注 / 一年前发布,42.5,"4,767元/平"
此房所处地理位置佳 健康楼层，配套设施齐全,万豪名苑 -银海区,3室1厅 | 77.41平米 | 北 南 | 其他 | 中楼层(共18层)  | 板楼,1人关注 / 6个月以前发布,44.8,"5,788元/平"
海湾新城区香港路通透3房2厅看小区花园,同和泊湾 -海城区,3室2厅 | 89.63平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,34,"3,794元/平"
靠国际码头及银滩公园，五房五卫。,北海银滩恒利旅游度假中心陆上区商住楼 -海城区,5室5厅 | 133.69平米 | 南 | 其他 | 7层  | 塔楼,1人关注 / 一年前发布,123.6,"9,246元/平"
房价便宜，配套齐全，看房方便.,雲海小區 -海城区,3室2厅 | 82.57平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,79人关注 / 一年前发布,23,"2,786元/平"
景区银滩侨港江尾公园三居室旅居养老度假刚需三房,融旗华堂 -银海区,3室2厅 | 89.09平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,83,"9,317元/平"
北海老街旁 文明19号小区 大3房出售,文明路19号 -海城区,3室2厅 | 126.45平米 | 西北 北 | 简装 | 中楼层(共5层)  | 板楼,4人关注 / 一年前发布,50,"3,955元/平"
精装！海景房！4房2厅2卫双阳台！,大唐听海居 -银海区,4室2厅 | 79.27平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,4人关注 / 一年前发布,69.8,"8,806元/平"
银滩广东路金海岸大道毛坯两房出售,大唐听海居 -银海区,2室2厅 | 66.71平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,5人关注 / 一年前发布,52,"7,795元/平"
富麗華海御 3室2厅 南,富麗華海御 -海城区,3室2厅 | 126.8平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,1人关注 / 7个月以前发布,112,"8,833元/平"
湿地公园旁，正规3房2厅，南北通透带大阳台,蓝海银湾 -海城区,3室2厅 | 87.92平米 | 南 北 | 精装 | 高楼层(共25层)  | 板塔结合,12人关注 / 8个月以前发布,50.5,"5,744元/平"
此房精品小户型，楼层好，精装，家具家电齐全,海泰别墅区 -银海区,1室1厅 | 56.17平米 | 东 | 其他 | 中楼层(共8层)  | 板塔结合,10人关注 / 一年前发布,33,"5,876元/平"
三房两卫 南北通透 低楼层 精装修 拎包入住,金昌森海豪庭观邸 -银海区,3室2厅 | 123.11平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,105,"8,529元/平"
西藏路与新村路交汇往西500米银城花园14楼电梯朝南,银城花园 -海城区,3室2厅 | 87.27平米 | 南 | 简装 | 高楼层(共17层)  | 板楼,5人关注 / 一年前发布,39.8,"4,561元/平"
出售北部湾广场旁 领秀一方 电梯三房 很好的房子,领秀一方 -海城区,3室2厅 | 81.11平米 | 北 | 简装 | 低楼层(共32层)  | 塔楼,15人关注 / 一年前发布,45,"5,549元/平"
创基花园 2室1厅 南,创基花园 -海城区,2室1厅 | 82.73平米 | 南 | 其他 | 中楼层(共12层)  | 板塔结合,0人关注 / 2个月以前发布,45,"5,440元/平"
万达商圈 新大润发商圈 九州家园 贵兴市场,九州家园南区 -银海区,3室2厅 | 88.33平米 | 南 | 简装 | 高楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,47.5,"5,378元/平"
万达吾悦商圈  圣景龙湾南北三房 拎包入住,圣景龙湾 -银海区,3室2厅 | 88.47平米 | 南 北 | 其他 | 中楼层(共29层)  | 板塔结合,3人关注 / 8个月以前发布,61.5,"6,952元/平"
小区环境优美，户型通透   物业管理完善,棕榈泉花园公寓 -银海区,4室2厅 | 146.09平米 | 南 北 | 其他 | 中楼层(共27层)  | 板塔结合,2人关注 / 8个月以前发布,89,"6,093元/平"
户型方正  采光好 通透好  人车分流。,泰和苑 -海城区,4室2厅 | 113平米 | 西南 | 简装 | 中楼层(共17层)  | 板塔结合,7人关注 / 一年前发布,79.6,"7,045元/平"
楼房造型高雅别致，环境优美，可看海，,皇家海湾公馆 -银海区,3室2厅 | 114.96平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,158,"13,744元/平"
嘉福文华苑 3室2厅 南 北,嘉福文华苑 -海城区,3室2厅 | 114.36平米 | 南 北 | 其他 | 低楼层(共23层)  | 板塔结合,1人关注 / 6个月以前发布,65.7,"5,746元/平"
嘉福文华苑 3室2厅 南 北,嘉福文华苑 -海城区,3室2厅 | 114.36平米 | 南 北 | 其他 | 低楼层(共23层)  | 板塔结合,1人关注 / 6个月以前发布,65.7,"5,746元/平"
户型方正  采光好 通透好  人车分流。,泰和苑 -海城区,4室2厅 | 113平米 | 西南 | 简装 | 中楼层(共17层)  | 板塔结合,7人关注 / 一年前发布,79.6,"7,045元/平"
楼房造型高雅别致，环境优美，可看海，,皇家海湾公馆 -银海区,3室2厅 | 114.96平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,158,"13,744元/平"
万达、吾悦商圈 金癸领海郡朝南三房 视野开阔无遮挡,金癸领海郡 -银海区,3室2厅 | 85.82平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 11个月以前发布,56,"6,526元/平"
银海区 广东南路 越亚天赐良园 清水三房,越亚天赐良园 -银海区,3室2厅 | 85.25平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,84,"9,854元/平"
大润发商圈精装电梯3房拎包入住诚意出售,桐洋家园 -银海区,3室1厅 | 75.18平米 | 北 | 简装 | 中楼层(共27层)  | 板塔结合,7人关注 / 一年前发布,32,"4,257元/平"
银滩之上，城中之恋，未来可期，梦幻滨海,大唐听海居 -银海区,4室2厅 | 79.27平米 | 南 北 | 简装 | 低楼层(共32层)  | 板楼,5人关注 / 一年前发布,69,"8,705元/平"
步梯三楼，南北通透，大三房两卫，户型方正,北海市中级人民法院宿舍区 -海城区,3室2厅 | 133.83平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,3人关注 / 7个月以前发布,59.2,"4,424元/平"
宁春城商圈    3房2厅   南北通透  单价仅5字头,创基花园 -海城区,3室2厅 | 112.05平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,1人关注 / 11个月以前发布,57.5,"5,132元/平"
