标题,开发商,房子信息,发布信息,售价/万,单价
格局宽阔，采光充足好，楼层好，视野好 满五唯颐,颐景雅苑 -延安东路,3室2厅 | 128.45平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,0人关注 / 18天以前发布,138,"10,744元/平"
二楼房子  户型标准   交通方便   生活方便,金榜花园 -大学城商圈,3室2厅 | 117.79平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,95,"8,066元/平"
钱隆城买房的正确打开方式！！！！！！！！！！,福晟钱隆城 -中南商圈,3室2厅 | 105.36平米 | 南 | 毛坯 | 低楼层(共30层)  | 塔楼,6人关注 / 一年前发布,105,"9,966元/平"
房子是毛坯满二年包含车库一间看房方便小区环境优美,兰亭绿城 -漕运西路,2室2厅 | 86.79平米 | 南 | 毛坯 | 低楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,68,"7,836元/平"
聚峰晴园 3室2厅 毛坯 户型方正,聚峰晴园 -迎宾大道,3室2厅 | 123.99平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 塔楼,0人关注 / 一年前发布,122,"9,840元/平"
户型方正 两室朝南  楼层佳 满二年 看房有钥匙,南浦佳园 -恒大名都,2室2厅 | 89.1平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,72,"8,081元/平"
品牌房企开发质量保证！小区绿化好，,聚峰晴园 -迎宾大道,3室2厅 | 118.72平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼,19人关注 / 一年前发布,97.8,"8,238元/平"
户型方正、楼层好、采光好、视野好,中南世纪锦城 -生态新城,3室2厅 | 98.76平米 | 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,8人关注 / 一年前发布,105,"10,632元/平"
聚峰晴园3房毛坯，带车位满二看房方便,聚峰晴园 -迎宾大道,3室2厅 | 116.24平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 9个月以前发布,108,"9,292元/平"
重新装修过，诚心出售，交通便利,淮海花园B1区 -大运河文化广场,3室2厅 | 108.98平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,142,"13,030元/平"
东湖怡景苑—景园 三室+精装+地暖+满两年,东湖怡景苑-景园 -迎宾大道,3室2厅 | 126.49平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,1人关注 / 4个月以前发布,125,"9,883元/平"
恒大名都二期 大四房 户型方正 全天采光,恒大名都二期 -恒大名都,4室2厅 | 141.94平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,0人关注 / 一年前发布,116.6,"8,215元/平"
业主诚心出售 满两年 毛坯房 东边户 楼层好 采光刺眼,旺江壹品 -大学城商圈,3室2厅 | 122.94平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,109.5,"8,907元/平"
毛坯，景观房位置，站再阳台上，看外面如同小公园,水沐清华 -恒大名都,3室2厅 | 107.93平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,1人关注 / 9个月以前发布,110,"10,192元/平"
满五唯一，5万装修好的80平阁楼二室阳光房，2万车库,金陵名府 -金地商业广场,3室2厅 | 119.85平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,102,"8,511元/平"
颐和花园 3室2厅 东,颐和花园 -长征小学,3室2厅 | 127.48平米 | 东 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 3个月以前发布,129,"10,120元/平"
五期，户型方正，精装修，拎包可入住,香格里拉E区 -水渡口大道,3室2厅 | 121.24平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,1人关注 / 4个月以前发布,165,"13,610元/平"
翔宇大道玖珑湾 老证 毛坯四房 随意装修,玖珑湾 -生态新城,4室2厅 | 166.8平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,4人关注 / 7个月以前发布,230,"13,789元/平"
很诚心出售山阳湾电梯房，房子满2年，楼层采光好.,山阳湾花园 -生态新城,3室2厅 | 115.06平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,165,"14,341元/平"
多层4楼的三室的毛坯看房方便的，，，，，，，,祥和至尊家园 -上海西路,3室2厅 | 124.42平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,95,"7,636元/平"
绿地世纪城五期，楼层好，视野宽阔,绿地世纪城五期 -生态新城,3室2厅 | 117.25平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,1人关注 / 9个月以前发布,185,"15,779元/平"
此房精装，拎包入住，房东诚心出售,蓝惠首府 -生态新城,3室2厅 | 115.36平米 | 南 北 | 简装 | 中楼层(共33层)  | 板塔结合,8人关注 / 一年前发布,115,"9,969元/平"
中南世纪锦城 采光无遮挡 户型方正,中南世纪锦城 -生态新城,3室2厅 | 107.04平米 | 南 | 毛坯 | 低楼层(共31层)  | 板塔结合,2人关注 / 6个月以前发布,110,"10,277元/平"
万达商圈水韵天成银杏苑楼层好户型好采光好,水韵天成银杏苑 -翔宇大道,3室2厅 | 126.65平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,193,"15,239元/平"
位置俱佳！靠车站近！出行方便！高楼层！视野,新城悦隽 -火车北站,3室2厅 | 113.58平米 | 南 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,112.8,"9,932元/平"
房子精装修没怎么住过，满两年诚心出售采光刺眼楼层11,学府名门 -大学城商圈,3室1厅 | 127.29平米 | 南 | 其他 | 中楼层(共24层)  | 塔楼,0人关注 / 27天以前发布,137.7,"10,818元/平"
淮海南路旁，全新小区，精装修一天未住,四季金辉 -恒大名都,3室1厅 | 91.25平米 | 南 北 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 18天以前发布,110,"12,055元/平"
汇金豪庭 3室1厅 南,汇金豪庭 -翔宇大道,3室1厅 | 138平米 | 南 | 精装 | 高楼层(共22层)  | 塔楼,0人关注 / 7天以前发布,180,"13,044元/平"
泰和家园 精装三房 全明通透明厨明卫 有车库,泰和家园 -北京西路,3室1厅 | 113平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 8天以前发布,78,"6,903元/平"
大三房精装修 满2年 采光好 设施齐全 拎包即住,越河小区 -翔宇大道,3室2厅 | 117平米 | 南 | 精装 | 高楼层(共24层)  | 塔楼,0人关注 / 8天以前发布,140,"11,966元/平"
恒大名都三期洋房 精装家具家电齐全 看房方便,恒大名都三期 -恒大名都,2室2厅 | 96.89平米 | 南 | 简装 | 低楼层(共5层)  | 塔楼,0人关注 / 7天以前发布,118,"12,179元/平"
玖珑湾 3室1厅 南 北,玖珑湾 -生态新城,3室1厅 | 125.22平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 1天以前发布,146,"11,660元/平"
北京新村 3室1厅 南,北京新村 -外国语,3室1厅 | 75平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 5天以前发布,76.8,"10,240元/平"
诚心出售 黄元四期（邱圩）多层三楼 好楼层 含储藏室,黄元小区 -白鹭湖,3室1厅 | 102.5平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据,0人关注 / 1天以前发布,69,"6,732元/平"
绿地九里香颂3室1厅厨2卫，采光佳，户型好,绿地九里香颂 -白鹭湖,3室1厅 | 130平米 | 南 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 5天以前发布,140,"10,770元/平"
加州城A区 3室2厅 南,加州城A区 -外国语,3室2厅 | 122平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2天以前发布,138,"11,312元/平"
北京路中 学 中南樾府精装户型佳有车位,中南樾府 -外国语,3室2厅 | 97平米 | 南 | 精装 | 低楼层(共17层)  | 塔楼,0人关注 / 5天以前发布,118,"12,165元/平"
房子三室精装设施齐全看房方便价格可谈的,天润翠璟 -外国语,3室1厅 | 97平米 | 南 | 简装 | 高楼层(共32层)  | 板楼,0人关注 / 4天以前发布,118,"12,165元/平"
锦绣山阳旁 龙光小区 精装电梯三房 随时看,龙光小区 -新城市广场,3室1厅 | 116.4平米 | 南 北 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 3天以前发布,104,"8,935元/平"
中交香槟国际 3室2厅 南,中交香槟国际 -中南商圈,3室2厅 | 104平米 | 南 | 精装 | 低楼层(共22层)  | 板塔结合,0人关注 / 4天以前发布,125,"12,020元/平"
海润枫景网红桥边三房两厅精装修，诚意出售,海润枫景佳苑 -清晏园,3室2厅 | 130.07平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 5天以前发布,118,"9,073元/平"
淮海南路旁  精装三室电梯   采光充足  金满华府,金满華府 -清晏园,3室2厅 | 130平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,128.8,"9,908元/平"
业主诚心出售，三楼采光好，位置佳，,建行宿舍 -外国语,3室1厅 | 84.76平米 | 南 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 1个月以前发布,170,"20,057元/平"
文苑小区13楼，采光好，位置佳，精装修，上三年级,文苑小区 -外国语,3室2厅 | 130.04平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,280,"21,532元/平"
富春花园 3室2厅 南,富春花园 -楚秀园,3室2厅 | 124.18平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 30天以前发布,118,"9,503元/平"
中南世纪锦城 3室2厅 南,中南世纪锦城 -生态新城,3室2厅 | 108.52平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,0人关注 / 22天以前发布,140,"12,901元/平"
永泰家园 3室2厅 南 北,永泰家园 -漕运西路,3室2厅 | 113.03平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 23天以前发布,93,"8,228元/平"
南方花园 1室1厅 南 北,南方花园 -徐杨,1室1厅 | 52平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,0人关注 / 3个月以前发布,32.5,"6,250元/平"
樱花小区 3室2厅 南 北,樱花小区 -淮阴区大润发,3室2厅 | 128.84平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 27天以前发布,127,"9,858元/平"
采光通风 ，户型好， 品质小区， 环境优美,河畔花城 -翔宇大道,3室2厅 | 142.77平米 | 南 | 精装 | 低楼层(共13层)  | 板塔结合,0人关注 / 23天以前发布,165,"11,558元/平"
安装公司宿舍 2室2厅 精装修 楼层好 采光好 160万,安装公司宿舍 -外国语,2室2厅 | 86.72平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 21天以前发布,160,"18,451元/平"
房子是精装的户型好，采光刺眼，家电家具齐全拎包入住,万达广场一期住宅 -万达,3室2厅 | 119.49平米 | 南 | 其他 | 高楼层(共39层)  | 板楼,0人关注 / 18天以前发布,135,"11,299元/平"
弘辉首馥147平3室2厅1厨2卫,弘辉首馥 -水渡口大道,3室2厅 | 147.9平米 | 南 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 19天以前发布,298,"20,149元/平"
交通便利，户型方正，拎包入住，带轿车车位,北京如意桂园 -北京西路,3室1厅 | 109.3平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 16天以前发布,103.5,"9,470元/平"
户型很方正  xingjia比好  有钥匙看房方便,徐杨花园 -白鹭湖,3室2厅 | 96平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,6人关注 / 9个月以前发布,42,"4,375元/平"
淮海第壹城，多层复式，业主诚意出售,淮海第一城 -东大院,5室3厅 | 205.23平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,5人关注 / 8个月以前发布,303,"14,764元/平"
东壹区  前排 楼层好  精装电梯,东壹区小区 -东大院,11室2厅 | 533.57平米 | 南 | 其他 | 中楼层(共10层)  | 板楼,0人关注 / 8个月以前发布,600,"11,246元/平"
此房满两年，少公摊实用性强，楼层好，位置佳,丹桂苑 -东大院,3室2厅 | 137.5平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,16人关注 / 一年前发布,148,"10,764元/平"
多层无公摊 格局好，户型周正2房朝南，通透采光好,淮海工贸学校职工宿舍区 -外国语,2室2厅 | 64.26平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,0人关注 / 27天以前发布,110,"17,118元/平"
茂华国际汇南区 2室2厅 南,茂华国际汇南区 -水渡口大道,2室2厅 | 99.15平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 17天以前发布,129,"13,011元/平"
华府小区阳光湖旁精装小三房前排采光全无遮挡,中央华府 -恒大名都,3室2厅 | 87.78平米 | 南 | 其他 | 低楼层(共34层)  | 板塔结合,0人关注 / 14天以前发布,82.8,"9,433元/平"
此房满五唯一，户型方正，没有浪费面积楼层不错,北京如意桂园 -北京西路,3室2厅 | 101.98平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 16天以前发布,112,"10,983元/平"
天鹅湾小三房边户，精装修带大入户，满5年诚心出售,金辉天鹅湾 -淮阴区大润发,3室2厅 | 87.66平米 | 南 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 16天以前发布,89.8,"10,245元/平"
悦达广场 三室二厅 满五唯一 精装修 楼层好 设施齐全,悦达广场 -翔宇大道,3室2厅 | 111.38平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 11天以前发布,125,"11,223元/平"
精装三房，中上楼层，随时可看 ，业主诚心出售。,建滔裕花园 -翔宇大道,3室2厅 | 117.52平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 11天以前发布,115,"9,786元/平"
小区地理位置好，交通便利环境优雅小区居民素质高,清城创意谷清城亿园 -白鹭湖,3室2厅 | 114平米 | 南 | 精装 | 高楼层(共20层)  | 板塔结合,0人关注 / 1个月以前发布,142,"12,457元/平"
母爱公园旁 开源珑城 毛坯三房 好楼层 满两年,开源珑城 -长征小学,3室2厅 | 122平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 31天以前发布,140,"11,476元/平"
东昇花园(沈坤路) 3室1厅 南,东昇花园(沈坤路) -新城市广场,3室1厅 | 125.6平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,1人关注 / 30天以前发布,91.8,"7,309元/平"
中天清江诚品3-2-1-2毛坯房看房方便有钥匙,中天清江诚品 -淮阴卷烟厂,3室2厅 | 118平米 | 南 | 毛坯 | 低楼层(共24层)  | 暂无数据,0人关注 / 1个月以前发布,93,"7,882元/平"
淮安人家  大三房  毛坯好装修,淮安人家 -生态新城,4室1厅 | 136平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,135,"9,927元/平"
毛坯房 好楼层 随时看房 小区环境好,融侨悦城 -水渡口大道,3室1厅 | 111.05平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,0人关注 / 27天以前发布,108.8,"9,798元/平"
万达广场 新城市广场 医院 配套齐全 出行方便,新城市广场(淮安区) -新城市广场,3室2厅 | 99平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 23天以前发布,108,"10,910元/平"
满2年白鹭湖颐园毛坯三室两厅两卫户型方正采光好,丰球颐园 -白鹭湖,3室1厅 | 130.29平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 27天以前发布,130,"9,978元/平"
金辉城清江府 三房两卫 低价出售,金辉城清江府 -白鹭湖,3室1厅 | 95.97平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,0人关注 / 27天以前发布,97.5,"10,160元/平"
观淮府洋房 东边户 精装修 采光不挡,观淮府一期 -火车北站,3室1厅 | 118.97平米 | 南 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 19天以前发布,122,"10,255元/平"
开源珑城前排 122平方  三房  毛坯,开源珑城 -长征小学,车位 | 122平米 | 南  | 板塔结合,0人关注 / 31天以前发布,138,"11,312元/平"
清城亿园 毛坯三房 三阳台 诚意出售,清城创意谷清城亿园 -白鹭湖,3室2厅 | 106.28平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 19天以前发布,116,"10,915元/平"
城开御园  精装三房  未住过 诚意出售,城开御园二期 -白鹭湖,3室2厅 | 95.1平米 | 南 | 精装 | 高楼层(共25层)  | 板塔结合,0人关注 / 20天以前发布,99.8,"10,495元/平"
裕墨园 124.00平  148.8万满二年，有钥匙,裕墨园 -中南商圈,3室2厅 | 124平米 | 南 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 22天以前发布,148.8,"12,000元/平"
小区位置 紧靠淮海西路，电梯房,城西花园 -上海西路,2室1厅 | 90.18平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,1人关注 / 22天以前发布,63,"6,987元/平"
东大院五区 3室1厅 南 北,东大院五区 -东大院,3室1厅 | 72.38平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 30天以前发布,180,"24,869元/平"
采光无遮挡 满2年 电梯三房2厅2卫双阳台 诚心出售！,红星国际广场 -清晏园,3室2厅 | 100.17平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼,0人关注 / 18天以前发布,115,"11,481元/平"
采光无遮挡 满2年 电梯三房2厅2卫双阳台  诚心出售！,红星国际广场 -清晏园,3室2厅 | 96平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 18天以前发布,122,"12,709元/平"
城开御园二期 3室1厅 南,城开御园二期 -白鹭湖,3室1厅 | 92.3平米 | 南 | 精装 | 高楼层(共22层)  | 板塔结合,0人关注 / 26天以前发布,98,"10,618元/平"
吾悦首府 优质房源 诚心出手 有钥匙 随时看房,吾悦首府 -生态新城,3室2厅 | 140.05平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 16天以前发布,255,"18,208元/平"
融创广场 毛坯三房 中上好楼层 有钥匙随时可以看房,融创广场 -延安东路,3室2厅 | 106.63平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 24天以前发布,122,"11,442元/平"
