标题,开发商,房子信息,发布信息,售价/万,单价
恒大名都 3室2厅 南 北,恒大名都 -盐湖区,3室2厅 | 151.46平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1天以前发布,86.6,"5,718元/平"
北区新瑞花园，电梯好楼层，南北通透采光好，全明户型,新瑞花园 -盐湖区,3室2厅 | 152平米 | 南 北 | 其他 | 高楼层(共16层)  | 板塔结合,0人关注 / 7个月以前发布,79,"5,198元/平"
空港南区~天尧明珠 电梯好楼层 一梯两户 可以按揭,天尧明珠 -盐湖区,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 5个月以前发布,46.8,"4,334元/平"
银都花苑 河东一中 商圈成熟 精装俩室 车位地下室,银都花苑 -盐湖区,2室2厅 | 80平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,39.9,"4,988元/平"
东上水漾，步梯顶层，毛坯，3居，看房方便。,东上水漾佳苑 -盐湖区,3室2厅 | 130平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,40,"3,077元/平"
香港花园，电梯中低层，采光好，交通便利。,香港花园 -盐湖区,3室2厅 | 101平米 | 南 北 | 其他 | 低楼层(共12层)  | 暂无数据,0人关注 / 一年前发布,49,"4,852元/平"
城市花园 电梯7楼 毛坯 三室两卫 有本可按揭,中建城市花园 -盐湖区,3室2厅 | 112.45平米 | 南 北 | 其他 | 中楼层(共10层)  | 暂无数据,3人关注 / 一年前发布,74.9,"6,661元/平"
四季绿城D区雅园 3室2厅 南 北,四季绿城D区雅园 -盐湖区,3室2厅 | 102平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,5人关注 / 8个月以前发布,45,"4,412元/平"
北区好楼层 带车位地下室 有本满二可按揭！,御沁园 -盐湖区,3室2厅 | 118.31平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,83,"7,016元/平"
国科星天地 电梯中层 三局两卫,国科星天地 -盐湖区,3室2厅 | 131平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 暂无数据,2人关注 / 7个月以前发布,73.8,"5,634元/平"
德贸河东国际 3室2厅 南 北,德贸河东国际 -盐湖区,3室2厅 | 125.8平米 | 南 北 | 其他 | 低楼层(共29层)  | 暂无数据,0人关注 / 1个月以前发布,79.8,"6,344元/平"
恺鑫橄榄城 3室2厅 南,恺鑫橄榄城 -盐湖区,3室2厅 | 125.33平米 | 南 | 其他 | 中楼层(共19层)  | 板塔结合,1人关注 / 3个月以前发布,75,"5,985元/平"
家电小区 步梯中层 有证满二可按揭 看房有钥匙,家电小区 -盐湖区,3室2厅 | 112.48平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,42.8,"3,806元/平"
幸福院子 2室2厅 南 北,幸福院子 -盐湖区,2室2厅 | 86.24平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,30.4,"3,526元/平"
晋府壹号 南北通透 的楼 王位置,晋府壹号 -盐湖区,3室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,102,"7,286元/平"
北区电梯房  毛坯现房  随买随装,广鑫恒泽园 -盐湖区,3室2厅 | 136平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,1人关注 / 11个月以前发布,83.8,"6,162元/平"
楼层好，视野宽阔，采光充足，交通便利,金地花苑 -盐湖区,3室2厅 | 164平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,61.8,"3,769元/平"
御沁园 精装两室  家具家电齐全  均价5000以内,御沁园 -盐湖区,2室1厅 | 90.22平米 | 北 南 | 其他 | 高楼层(共6层)  | 板楼,16人关注 / 一年前发布,43,"4,767元/平"
东湖湾小区，尧梦湖公园，小区环境优美，出行便利,东湖湾 -盐湖区,4室2厅 | 164平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 5个月以前发布,130,"7,927元/平"
现代城，步梯中层，红军小 学学 区，首付20%,金世现代城 -盐湖区,2室2厅 | 84平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,46.8,"5,572元/平"
空港北区  电梯小三居   毛坯想怎么装怎么装,学府名都 -盐湖区,3室2厅 | 106平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,52,"4,906元/平"
华源豪庭北区 3室2厅 南 北,华源豪庭北区 -盐湖区,3室2厅 | 140平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,119,"8,500元/平"
翰林湖畔 3室2厅 南 北,翰林湖畔 -盐湖区,3室2厅 | 110平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,66.8,"6,073元/平"
河东故事 观景房 满二可正常按揭,河东故事 -盐湖区,3室2厅 | 137.89平米 | 南 北 | 其他 | 低楼层(共30层)  | 暂无数据,0人关注 / 8个月以前发布,105,"7,615元/平"
东湖湾 4室2厅 南 北,东湖湾 -盐湖区,4室2厅 | 165平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,147,"8,910元/平"
东星卡纳溪谷 3室2厅 南 北,东星卡纳溪谷 -盐湖区,3室2厅 | 133平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,0人关注 / 6个月以前发布,88,"6,617元/平"
南北通透，户型方正，楼间距宽采光好。,际华嘉园 -盐湖区,3室2厅 | 85.22平米 | 南 北 | 其他 | 高楼层(共12层)  | 板楼,0人关注 / 7个月以前发布,32.9,"3,861元/平"
诚心出售  毛坯3居室  可随意装修   婚房首    选,圣惠嘉园 -盐湖区,3室2厅 | 110.04平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,53.8,"4,890元/平"
港府名都  三居室  好楼层  不到70万,港府名都 -盐湖区,3室2厅 | 116.72平米 | 南 | 其他 | 高楼层(共25层)  | 板楼,0人关注 / 3个月以前发布,73,"6,255元/平"
嘉禾西班牙   电梯好楼层    精装修公寓,嘉禾西班牙 -盐湖区,1室1厅 | 58平米 | 南 | 精装 | 低楼层(共16层)  | 暂无数据,16人关注 / 一年前发布,24.8,"4,276元/平"
阳光嘉苑，学 区房，出行便利，购物方便。,鸿德阳光嘉苑 -盐湖区,2室1厅 | 80平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,36,"4,500元/平"
华林艺墅 电梯次顶层 两居室 看房方便,泰森华林逸墅 -盐湖区,2室2厅 | 90平米 | 南 | 其他 | 高楼层(共23层)  | 板楼,0人关注 / 4个月以前发布,55,"6,112元/平"
锦绣花城，步梯高层，买一颂一，阁楼已装，还带露台,锦绣花城南区 -盐湖区,2室2厅 | 82平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,52.8,"6,440元/平"
万象华城 3室2厅 南 北,万象华城 -盐湖区,3室2厅 | 116平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,63.8,"5,500元/平"
有一个大的共享平台、本满二、可自主可出租用,凤凰财富广场 -盐湖区,1室1厅 | 60平米 | 南 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 4个月以前发布,32.8,"5,467元/平"
业主自住保养好  南北通透  小区配套设施齐全,紫薇香河湾 -盐湖区,2室2厅 | 84.3平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,48,"5,694元/平"
凤凰财富广场 精装短住 电梯好楼层 看房方便,凤凰财富广场 -盐湖区,2室2厅 | 80.24平米 | 东 南 | 其他 | 中楼层(共32层)  | 板塔结合,2人关注 / 一年前发布,42,"5,235元/平"
怡海名苑 步梯高层 简装两居 南北房满二可按揭,怡海名苑 -盐湖区,2室2厅 | 80平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,34.8,"4,350元/平"
大运外滩玺园电梯中层精装三室一卫满二可按揭首付仅29,大运外滩玺园 -盐湖区,3室2厅 | 115平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,4人关注 / 一年前发布,88,"7,653元/平"
明珠·逸和园 3室2厅 南 北,明珠·逸和园 -盐湖区,3室2厅 | 117平米 | 南 北 | 其他 | 高楼层(共11层)  | 暂无数据,1人关注 / 10个月以前发布,46,"3,932元/平"
瑞安 水云间 公摊小 电梯国宝层 南北大通透  有本,瑞安·水云间 -盐湖区,3室2厅 | 128.6平米 | 北 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 11个月以前发布,90,"6,999元/平"
南北双阳台，人车分流，70年大产权，楼层好。,名人港湾 -盐湖区,2室1厅 | 101.32平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,3人关注 / 8个月以前发布,47,"4,639元/平"
西建天茂上郡 3室2厅 南 北,西建天茂上郡 -盐湖区,3室2厅 | 137平米 | 南 北 | 其他 | 低楼层(共32层)  | 板楼,1人关注 / 6个月以前发布,95.9,"7,000元/平"
现房 前排楼高楼层无遮挡  急售价格惊喜,晋府壹号 -盐湖区,3室2厅 | 111.11平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,75.8,"6,823元/平"
金磊凤凰城 3室2厅 南,金磊凤凰城 -盐湖区,3室2厅 | 129平米 | 南 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,72,"5,582元/平"
西建天茂上郡  127平  三室两卫  大边户  可按揭,西建天茂上郡 -盐湖区,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,93,"7,323元/平"
五洲观澜 三室两卫 中高层 可按揭 随时看,五洲观澜 -盐湖区,3室2厅 | 133平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,2人关注 / 9个月以前发布,88,"6,617元/平"
鑫地阳光城 2室2厅 东 西,鑫地阳光城 -盐湖区,2室2厅 | 92.7平米 | 东 西 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,48.8,"5,265元/平"
电梯小高层，南北通透，三面朝阳,明珠·逸和园 -盐湖区,3室2厅 | 135.99平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据,0人关注 / 6个月以前发布,70.6,"5,192元/平"
南北大通，客厅五米宽，房本在手可按揭,幸福里铂郡 -盐湖区,3室2厅 | 150平米 | 南 北 | 其他 | 中楼层(共25层)  | 板楼,0人关注 / 11个月以前发布,85,"5,667元/平"
海天花苑  步梯房 首付12万 新装未住,海天花苑 -盐湖区,2室2厅 | 100平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,57,"5,700元/平"
空港北区  馥园小区  有本满二  首付仅12万  三室,馥园小区 -盐湖区,3室2厅 | 105平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,40.8,"3,886元/平"
：此房电梯小高层 正常首付 户型很好 可按揭,尚上府邸 -盐湖区,3室2厅 | 125平米 | 南 北 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 10个月以前发布,60.8,"4,864元/平"
水墨世嘉 有本可以按揭 带家具家电 保养良好,水墨世嘉 -盐湖区,3室1厅 | 125平米 | 南 北 | 其他 | 高楼层(共16层)  | 板楼,1人关注 / 9个月以前发布,84.8,"6,784元/平"
北城印象 电梯中层  毛坯两室！可按揭！ 看房方便！,北城印象 -盐湖区,2室2厅 | 78平米 | 南 | 毛坯 | 中楼层(共22层)  | 板楼,3人关注 / 一年前发布,45,"5,770元/平"
河东国际，人民路旁边，适合陪读，出行便利,德贸河东国际 -盐湖区,3室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,2人关注 / 一年前发布,85,"6,297元/平"
星河尚品，两室，朝南，采光不受影响毛坯，按揭不满二,星河尚品 -盐湖区,2室1厅 | 93平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,0人关注 / 6个月以前发布,61,"6,560元/平"
水云间     公园旁 可按揭 户型通透,瑞安·水云间 -盐湖区,3室2厅 | 128平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,82,"6,407元/平"
东湖湾                       。,东湖湾 -盐湖区,3室2厅 | 134.09平米 | 南 北 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 2个月以前发布,95,"7,085元/平"
天逸丽景 3室2厅 南 北,天逸丽景 -盐湖区,3室2厅 | 102平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,29.8,"2,922元/平"
北区好楼盘  毛坯现房  园林小区,天鹅湾 -盐湖区,3室2厅 | 117平米 | 南 | 其他 | 低楼层(共25层)  | 暂无数据,1人关注 / 7个月以前发布,75,"6,411元/平"
北城印象 电梯中层  毛坯两室！可按揭！ 看房方便！,北城印象 -盐湖区,2室2厅 | 78平米 | 南 | 毛坯 | 中楼层(共22层)  | 板楼,3人关注 / 一年前发布,45,"5,770元/平"
河东国际，人民路旁边，适合陪读，出行便利,德贸河东国际 -盐湖区,3室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,2人关注 / 一年前发布,85,"6,297元/平"
星河尚品，两室，朝南，采光不受影响毛坯，按揭不满二,星河尚品 -盐湖区,2室1厅 | 93平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,0人关注 / 6个月以前发布,61,"6,560元/平"
名人港湾，两大露台，采光好，购物便利。。,名人港湾 -盐湖区,2室2厅 | 111平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,6人关注 / 一年前发布,50.6,"4,559元/平"
安民华府，70年大产权，年轻人过渡的选择,安民华府 -盐湖区,2室2厅 | 90.6平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 11个月以前发布,42,"4,636元/平"
凤凰小区 城中区  对口逸夫 物业费低  新装短住,凤凰小区 -盐湖区,3室2厅 | 118平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,60人关注 / 一年前发布,54.8,"4,645元/平"
路桥小区 3室2厅 南 北,路桥小区 -盐湖区,3室2厅 | 124平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,3人关注 / 11个月以前发布,48,"3,871元/平"
电梯小高层，南北通透，三面朝阳,明珠·逸和园 -盐湖区,3室2厅 | 135.99平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据,0人关注 / 6个月以前发布,70.6,"5,192元/平"
华源豪庭北区 3室2厅 南 北,华源豪庭北区 -盐湖区,3室2厅 | 141.29平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 4个月以前发布,105,"7,432元/平"
北区成熟小区  步梯好楼层  看房方便,海天花苑 -盐湖区,2室2厅 | 80平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,3人关注 / 7个月以前发布,45,"5,625元/平"
涑水印象 3室2厅 南,涑水印象 -盐湖区,3室2厅 | 116.02平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,3人关注 / 5个月以前发布,63.8,"5,500元/平"
凤凰小区 对口逸夫 步梯好楼层 精装短住 有本可按揭,凤凰小区 -盐湖区,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,75,"6,250元/平"
精装两室、很适合过度和刚需、逸夫 附 近,蓝天小区(盐湖区) -盐湖区,2室2厅 | 72平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,46,"6,389元/平"
学苑花都 毛坯两居室 有证满二可按揭,学苑花都 -盐湖区,2室2厅 | 90.4平米 | 南 | 其他 | 中楼层(共12层)  | 板楼,1人关注 / 4个月以前发布,65,"7,191元/平"
南北大通透，电梯好楼层，楼间距宽采光好,际华嘉园 -盐湖区,3室2厅 | 106平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 6个月以前发布,42,"3,963元/平"
小区15年左右交房，小区新，绿化高，已经是成熟小区,万象华城 -盐湖区,3室2厅 | 110平米 | 南 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,48.8,"4,437元/平"
晋府壹号 3室2厅 南 北,晋府壹号 -盐湖区,3室2厅 | 142平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 5个月以前发布,106,"7,465元/平"
金磊凤凰城 3室2厅 南,金磊凤凰城 -盐湖区,3室2厅 | 129平米 | 南 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,72,"5,582元/平"
：此房电梯小高层 正常首付 户型很好 可按揭,尚上府邸 -盐湖区,3室2厅 | 125平米 | 南 北 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 10个月以前发布,60.8,"4,864元/平"
水墨世嘉 有本可以按揭 带家具家电 保养良好,水墨世嘉 -盐湖区,3室1厅 | 125平米 | 南 北 | 其他 | 高楼层(共16层)  | 板楼,1人关注 / 9个月以前发布,84.8,"6,784元/平"
天逸丽景 3室2厅 南 北,天逸丽景 -盐湖区,3室2厅 | 102平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,29.8,"2,922元/平"
东湖湾                       。,东湖湾 -盐湖区,3室2厅 | 134.09平米 | 南 北 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 2个月以前发布,95,"7,085元/平"
西建天茂上郡  127平  三室两卫  大边户  可按揭,西建天茂上郡 -盐湖区,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,93,"7,323元/平"
南北大通，客厅五米宽，房本在手可按揭,幸福里铂郡 -盐湖区,3室2厅 | 150平米 | 南 北 | 其他 | 中楼层(共25层)  | 板楼,0人关注 / 11个月以前发布,85,"5,667元/平"
海天花苑  步梯房 首付12万 新装未住,海天花苑 -盐湖区,2室2厅 | 100平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,57,"5,700元/平"
五洲观澜 三室两卫 中高层 可按揭 随时看,五洲观澜 -盐湖区,3室2厅 | 133平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,2人关注 / 9个月以前发布,88,"6,617元/平"
空港北区  馥园小区  有本满二  首付仅12万  三室,馥园小区 -盐湖区,3室2厅 | 105平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,40.8,"3,886元/平"
鑫地阳光城 2室2厅 东 西,鑫地阳光城 -盐湖区,2室2厅 | 92.7平米 | 东 西 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,48.8,"5,265元/平"
水云间     公园旁 可按揭 户型通透,瑞安·水云间 -盐湖区,3室2厅 | 128平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,82,"6,407元/平"
