标题,开发商,房子信息,发布信息,售价/万,单价
高铁站  绿地云水谣  四室 带车位 带储藏室 南北通透,绿地云水谣 -高铁新区,4室2厅 | 151.67平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 塔楼,0人关注 / 7天以前发布,159,"10,484元/平"
5楼带阁楼 内置楼梯 证满2年 大安绿视界 带露台,大安绿视界 -方特大区,4室2厅 | 86.54平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,130,"15,022元/平"
奥林匹克花园别墅，位置好，实用面积大，采光好,泰安奥林匹克花园 -南开发区,4室2厅 | 189.2平米 | 南 | 简装 | 低楼层(共5层)  | 暂无数据,5人关注 / 一年前发布,252,"13,320元/平"
60平院子单位房新6中，花园小区，南北通透,国税局三友宿舍 -东湖公园,3室2厅 | 103平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,11人关注 / 6个月以前发布,149,"14,467元/平"
"房主急售！此房精装，拎包入住,位置好，配套全！",鲁郡嘉源 -东湖公园,5室3厅 | 212.69平米 | 北 南 | 精装 | 高楼层(共16层)  | 暂无数据,5人关注 / 6个月以前发布,298,"14,012元/平"
此房满二年，带车位，装修好，南北通风，复式,丽景花园 -岱庙,5室2厅 | 156.6平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,386,"24,649元/平"
高铁西  泰山御府苑 联排别墅 低价格  看房方便,泰山御府苑 -高铁新区,5室3厅 | 263平米 | 南 | 精装 | 3层  | 暂无数据 | 联排别墅 ,2人关注 / 11个月以前发布,348,"13,232元/平"
环山路紫欣园 3.4楼带5楼 带车库 山景房 南北通透,紫欣园 -宝龙城,6室2厅 | 240平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,560,"23,334元/平"
丽景花园彩虹花园  房产证满五年 一楼带院子,迎春路33号 -岱庙,5室2厅 | 153平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,1人关注 / 5个月以前发布,299,"19,543元/平"
东岳大街吾悦 拉菲公馆 精装大平层 车位配房 拎包入住,拉菲公馆 -小井,4室2厅 | 163平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,1人关注 / 3个月以前发布,240,"14,724元/平"
科山路玉都新苑，四室，采光好视野开阔，停车方便。,玉都欣苑 -天外村,4室3厅 | 101平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,10人关注 / 一年前发布,238,"23,565元/平"
市中位置迎胜路东岳大街交汇处随时看房,望山大厦 -天外村,11室1厅 | 632平米 | 南 西 东 北 | 简装 | 高楼层(共8层)  | 暂无数据,1人关注 / 6个月以前发布,678,"10,728元/平"
苗圃小区：六楼阁楼三室朝阳，停车位充足，,苗圃小区 -天外村,3室2厅 | 111.68平米 | 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,350,"31,340元/平"
电梯房，免大税，好停车，2021年重新装修,泰山中学宿舍 -天外村,3室3厅 | 155.29平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,1人关注 / 3个月以前发布,316,"20,350元/平"
丽景花园 顶复式结构，外楼梯，四室两厅两厨两卫,丽景花园 -岱庙,4室2厅 | 158.88平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,370,"23,289元/平"
城乡设计院宿舍三楼精装三室两卫 南北通透 随时看房,普照寺路18号 -红门,3室2厅 | 140平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 5个月以前发布,306,"21,858元/平"
天宝泰府 三室两厅两卫 精装 带车位储藏室 阁楼打通,天寳泰府 -方特大区,3室2厅 | 153平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,195,"12,746元/平"
山语观邸 精装  电梯房 迎胜 三室 带车位,山语观邸 -火车站,3室2厅 | 137平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,7人关注 / 一年前发布,450,"32,847元/平"
云海小区 桃源居 2楼147平 三室两厅两卫,桃源居小区 -岱庙,3室2厅 | 147平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,278,"18,912元/平"
绿地溪山境 环境优美 带露台  带车位,绿地·溪山境 -岱岳区,2室2厅 | 98.39平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,139.6,"14,189元/平"
泰山区 电梯洋房 集暖 总共9层 带车位储藏室,新华城南郡 -徐家楼,4室1厅 | 156平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 5个月以前发布,176,"11,283元/平"
电梯房复式大户型 丽景花园东区 精装带车位配房,丽景花园 -岱庙,4室2厅 | 234.48平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,8人关注 / 一年前发布,498,"21,239元/平"
泰山新兴园 四室两厅两卫 户型方正 精装看房方便,泰山·新兴园 -体育中心,4室2厅 | 194.07平米 | 南 | 精装 | 高楼层(共22层)  | 板楼,0人关注 / 1个月以前发布,249,"12,831元/平"
南湖公园  中心国际  电梯洋房,中心国际 -南湖公园,4室2厅 | 136平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,1人关注 / 11个月以前发布,139,"10,221元/平"
东岳博文，宝龙广场，衣食住行，大人孩子出行方便,温泉小区东区 -红门,3室2厅 | 163.37平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,240,"14,691元/平"
东岳 精装修 三楼 有24平车库 满五年 大户型 南北通透,中天雅和居 -宝龙城,3室2厅 | 154.22平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,2人关注 / 3个月以前发布,286,"18,545元/平"
山景叠院 地中海风格 限量版下叠  百万红木家具等你来,山景叠院 -天外村,7室4厅 | 380平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,17人关注 / 一年前发布,680,"17,895元/平"
志高国际3-2-1-2 159.00m²,志高国际 -宝龙城,3室2厅 | 159平米 | 南 北 | 精装 | 高楼层(共26层)  | 暂无数据,2人关注 / 5个月以前发布,230,"14,466元/平"
环山路双拼别墅 带车库 上下5层带院 两户可一起买,国山墅 -泰安市委,6室3厅 | 600平米 | 南 北 | 毛坯 | 4层  | 暂无数据 | 双拼别墅 ,9人关注 / 一年前发布,1800,"30,000元/平"
全小区 优质一套 口水街 五马新时代峪龙佳苑 四居室,峪龙佳苑北区 -徐家楼,4室2厅 | 124.4平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,5人关注 / 11个月以前发布,102.8,"8,264元/平"
三合御都，环山路南，商铺配套齐全，南来北往方便,三合御都 -宝龙城,4室2厅 | 240平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,6人关注 / 一年前发布,720,"30,000元/平"
空中复式17+1 天竹佳苑 精装5室大户型 带字母车位配房,盛华·天竹佳苑 -方特大区,5室3厅 | 219平米 | 南 北 | 精装 | 高楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,550,"25,115元/平"
42万装修大平层，两个车位带地下室，改善好房,华新新干线 -高铁新区,4室2厅 | 144平米 | 南 | 精装 | 高楼层(共24层)  | 塔楼,13人关注 / 一年前发布,151,"10,487元/平"
诚心出售!天颐湖蓝岸别墅70年大产权！带车位！,蓝岸别墅 -南开发区,5室3厅 | 209.99平米 | 南 北 | 毛坯 | 3层  | 暂无数据 | 独栋别墅 ,1人关注 / 4个月以前发布,229,"10,906元/平"
5+1 户型 带阁楼 带南北露台 大储藏室 精装,凤栖湾小区 -南开发区,5室3厅 | 130平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,3人关注 / 6个月以前发布,115,"8,847元/平"
泮河小镇三层复式，精装未住，顶楼带两个观山露台,德天泮河小镇 -泮河景区,6室4厅 | 249.8平米 | 南 北 | 精装 | 高楼层(共16层)  | 板塔结合,5人关注 / 11个月以前发布,357.9,"14,328元/平"
农大新校 教职工宿舍  大三室,山农大新校区教职工住宅楼 -南关,4室2厅 | 173平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,180,"10,405元/平"
泮河小镇三层复式，精装未住，顶楼带两个观山露台,德天泮河小镇 -泮河景区,6室4厅 | 249.8平米 | 南 北 | 精装 | 高楼层(共16层)  | 板塔结合,5人关注 / 11个月以前发布,357.9,"14,328元/平"
5+1 户型 带阁楼 带南北露台 大储藏室 精装,凤栖湾小区 -南开发区,5室3厅 | 130平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,3人关注 / 6个月以前发布,115,"8,847元/平"
环山路以南乐活小镇小区   集体供暖  环境优美,恒地乐活小镇 -方特大区,3室2厅 | 125平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,110,"8,800元/平"
天颐湖景区 泰山湿地公园蓝岸别墅,蓝岸别墅 -南开发区,5室3厅 | 280平米 | 南 北 | 精装 | 2层  | 暂无数据 | 独栋别墅 ,0人关注 / 一年前发布,330,"11,786元/平"
国悦府 精装未住 观山叠拼 三四层加阁楼 露台 车库,国悦府 -泰安市委,4室2厅 | 159平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,2人关注 / 6个月以前发布,610,"38,365元/平"
高铁站绿地云水谣精装四室  楼层好 无遮挡采光好,绿地云水谣 -高铁新区,4室2厅 | 137平米 | 西南 北 | 精装 | 高楼层(共34层)  | 塔楼,3人关注 / 一年前发布,128.6,"9,387元/平"
国悦府：下叠一二楼负一，院子，车库，露台，精致装修,国悦府 -泰安市委,5室2厅 | 176.94平米 | 南 北 | 精装 | 低楼层(共4层)  | 暂无数据,2人关注 / 8个月以前发布,728,"41,144元/平"
环山洋房5楼带阁楼，带车库，满五唯一有钥匙,白馬石花園 -宝龙城,3室2厅 | 154.08平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,235,"15,252元/平"
产权清晰   毛坯   南北通透  采光充足  配套齐全,山和院子 -彩石溪,5室3厅 | 354.45平米 | 南 北 | 毛坯 | 2层  | 暂无数据 | 独栋别墅 ,0人关注 / 5个月以前发布,1260,"35,549元/平"
货场路 新兴园 三室两厅 带车位 岳峰,泰山·新兴园 -体育中心,3室2厅 | 139平米 | 南 北 | 简装 | 中楼层(共17层)  | 暂无数据,2人关注 / 7个月以前发布,189,"13,598元/平"
6+1带观山露台带车位 华新和园 华新山水居 三合御都,华新▪和园 -宝龙城,7室3厅 | 256.23平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,2人关注 / 7个月以前发布,780,"30,442元/平"
彩虹新苑 精装修五六楼复式 六室三厅,彩虹新苑 -宝龙城,6室4厅 | 138.88平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,1人关注 / 7个月以前发布,276,"19,874元/平"
市政府西 国山墅 精装电梯房 带阁楼 免大税,国山墅 -泰安市委,5室3厅 | 129.3平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,418,"32,328元/平"
市政府国华经典 澳泰山庄 圣源美郡 电梯 阁楼 2套房,聖源美郡 -泰安市委,5室3厅 | 160平米 | 南 北 | 精装 | 高楼层(共5层)  | 板塔结合,4人关注 / 一年前发布,510,"31,875元/平"
环山路旁 山和院子 上下四层 一楼前后院 两个车库,山和院子 -彩石溪,5室2厅 | 205.19平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,5人关注 / 一年前发布,565,"27,536元/平"
智能精修，四季花园，环山路联排别墅,金科桃花源 -彩石溪,4室4厅 | 214平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,7人关注 / 一年前发布,600,"28,038元/平"
泰山学院宿舍 精装大四居 电梯入户 带大阁楼带配房,泰山学院天平湖宿舍区 -常家庄,4室2厅 | 155.44平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,320,"20,587元/平"
山和院子 联排别墅 一手房手续 南北院子 观山房,山和院子 -彩石溪,5室3厅 | 190平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,5人关注 / 一年前发布,460,"24,211元/平"
环山路 宝龙城市广场 白马石 紫欣园三室两厅 五楼复式,紫欣园 -宝龙城,3室2厅 | 136.5平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,1人关注 / 4个月以前发布,244,"17,876元/平"
房主急售 记者村 环境优美 可贷款,记者村 -高铁新区,4室2厅 | 212平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,208.8,"9,850元/平"
桃花源一二楼叠拼 带负一 院子50平 带车位 邻西湖,金科桃花源 -彩石溪,4室2厅 | 160平米 | 南 北 | 其他 | 下叠(共3层)  | 暂无数据 | 叠拼别墅 ,0人关注 / 一年前发布,338,"21,125元/平"
山脚下 市府旁 双拼别墅 直面泰山 带车库大院子,国悦府 -泰安市委,6室3厅 | 264.5平米 | 南 北 | 毛坯 | 4层  | 暂无数据,3人关注 / 一年前发布,1200,"45,369元/平"
市政府旁 国山墅 双拼别墅 带车位和车库,国山墅 -泰安市委,5室3厅 | 361平米 | 南 | 精装 | 2层  | 板塔结合 | 双拼别墅 ,0人关注 / 4个月以前发布,1780,"49,308元/平"
桃花源 全屋品牌精装 复式一二楼 带精装 大 院 子,金科桃花源 -彩石溪,4室2厅 | 156平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,1人关注 / 3个月以前发布,360,"23,077元/平"
国华经典 复式洋房 160平 奢持享受,國華經典 -泰安市委,2室2厅 | 160平米 | 南 北 | 简装 | 中楼层(共4层)  | 板塔结合,8人关注 / 一年前发布,365,"22,813元/平"
盛世文苑~ 三室两厅  精装修 春风十里,盛世文苑 -南关,3室2厅 | 86平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,89,"10,349元/平"
此房 满五不唯一 毛坯 ，三层复式  多层 有钥匙,泰安奥林匹克花园 -南开发区,6室2厅 | 210平米 | 南 北 | 毛坯 | 中楼层(共5层)  | 板塔结合,4人关注 / 一年前发布,240,"11,429元/平"
品牌装修 带家具家电 两个车库 院子180平 随时看房,山和院子 -彩石溪,5室3厅 | 410平米 | 南 北 | 精装 | 3层  | 暂无数据 | 独栋别墅 ,2人关注 / 9个月以前发布,1380,"33,659元/平"
金科桃花源 精装未住 带个车位 别墅 环山路,金科桃花源 -彩石溪,5室2厅 | 155.21平米 | 南 北 | 精装 | 低楼层(共4层)  | 板楼,1人关注 / 一年前发布,320,"20,618元/平"
润英美庐 环山路 双拼别墅 精装 车库 三百多平大院,润英美庐 -彩石溪,6室3厅 | 396平米 | 南 北 | 精装 | 3层  | 暂无数据 | 独栋别墅 ,7人关注 / 一年前发布,1899,"47,955元/平"
上叠，带露台。精装修，业主着急出售,泰山院子 -泮河景区,4室2厅 | 177.88平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 2个月以前发布,349.8,"19,665元/平"
鲁商国际社区 豪 华装修 两房打通 房产证满两年,鲁商国际社区 -方特大区,4室2厅 | 202平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,11人关注 / 一年前发布,315,"15,595元/平"
泰建花园 电梯房 文化路 精装四室 迎胜,泰建花园 -火车站,4室2厅 | 260平米 | 南 北 | 精装 | 高楼层(共12层)  | 暂无数据,8人关注 / 11个月以前发布,540,"20,770元/平"
市直机关四宿舍 简装 四室一楼带院60个平方 位置好,泰安市市直机关第四宿舍 -红门,4室1厅 | 114平米 | 南 北 | 简装 | 低楼层(共4层)  | 暂无数据,0人关注 / 一年前发布,300,"26,316元/平"
金山一楼带院，集中供暖，有证，位置好，院子好用,金山佳苑北院 -红门,3室2厅 | 84平米 | 南 北 | 精装 | 低楼层(共4层)  | 暂无数据,13人关注 / 7个月以前发布,196,"23,334元/平"
山景叠院 文化路 交通方便 环境优美 带院子,山景叠院 -天外村,5室2厅 | 208平米 | 东南 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,550,"26,443元/平"
带地下车位和两个大储藏室，电梯房，南北通透格局方正,容郡国际 -体育中心,3室2厅 | 178.8平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,240,"13,423元/平"
龙泽御园 联排别墅 院子方正 车库车位 挑空客厅 露台,龍澤御園 -泰安市委,6室2厅 | 227平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,1人关注 / 11个月以前发布,620,"27,313元/平"
国悦府 精装未住 观山叠拼 三四层加阁楼 露台 车库,国悦府 -泰安市委,4室2厅 | 159平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,2人关注 / 6个月以前发布,610,"38,365元/平"
环山路 山和院子 环境棒 合院 价格美丽,山和院子 -彩石溪,5室2厅 | 206平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,2人关注 / 8个月以前发布,498,"24,175元/平"
环山路 一楼带院 品质联排住宅 环境优美,国悦府 -泰安市委,5室3厅 | 230平米 | 南 北 | 毛坯 | 4层  | 板塔结合 | 联排别墅 ,1人关注 / 一年前发布,900,"39,131元/平"
东岳 二中 丽景花园 粮食局宿舍三室两厅一楼带院104平,泰安市粮食局宿舍 -红门,3室2厅 | 104平米 | 南 | 简装 | 低楼层(共5层)  | 暂无数据,3人关注 / 4个月以前发布,235,"22,597元/平"
环山路旁 山和院子 上下四层 一楼前后院 两个车库,山和院子 -彩石溪,5室2厅 | 205.19平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,5人关注 / 一年前发布,565,"27,536元/平"
智能精修，四季花园，环山路联排别墅,金科桃花源 -彩石溪,4室4厅 | 214平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,7人关注 / 一年前发布,600,"28,038元/平"
泰山学院宿舍 精装大四居 电梯入户 带大阁楼带配房,泰山学院天平湖宿舍区 -常家庄,4室2厅 | 155.44平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,320,"20,587元/平"
市政府东 三层小洋房四室双卫出售,御园小区 -泰安市委,4室2厅 | 144.37平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,6人关注 / 9个月以前发布,285,"19,741元/平"
