标题,开发商,房子信息,发布信息,售价/万,单价
青年路碱泉街兵二日月星光地暖电梯复式采光好人车分流,日光小区 -青年路,4室3厅 | 234.2平米 | 南 北 | 简装 | 高楼层(共13层)  | 板楼,12人关注 / 一年前发布,178,"7,601元/平"
南湖广场中级法院家属楼152平中装南北3室2卫采光好,乌市中级人民法院南湖家属院 -南湖广场,3室2厅 | 151.69平米 | 南 北 | 简装 | 低楼层(共18层)  | 暂无数据,7人关注 / 一年前发布,158,"10,416元/平"
五星路 陕西大厦  军区五星小区 精装修,军区五星小区 -水磨沟区,4室2厅 | 145.24平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,109,"7,505元/平"
好楼层 视野宽阔 采光充足 配套齐全,兵运司家属院 -未知商圈,3室2厅 | 97.34平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,68,"6,986元/平"
水水磨沟区 豪姆兰德 好楼层 好装修 好户型 房屋出售,豪姆兰德 -水磨沟公园,3室2厅 | 144.59平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,129,"8,922元/平"
精装修，可拎包入住，交通便利，,嘉和园 -油运司,3室2厅 | 109.55平米 | 南 北 | 简装 | 6层  | 暂无数据,1人关注 / 9个月以前发布,95,"8,672元/平"
苏州花园一期  生活便利   步行街，鲤鱼山公园,苏州花园一期 -美居,2室2厅 | 93.95平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,61.5,"6,547元/平"
精装，小区安静，出行方便，离 学 校 近..........,建行天山路小区 -人民广场,4室2厅 | 170.31平米 | 南 北 | 精装 | 中楼层(共23层)  | 暂无数据,0人关注 / 一年前发布,288,"16,911元/平"
和兴润园3-2-1-1精装附带家具 客餐一体电梯房,和兴润园 -二宫,3室2厅 | 109.85平米 | 东 西 | 精装 | 中楼层(共14层)  | 板楼,0人关注 / 7个月以前发布,134.98,"12,288元/平"
迎宾路莱茵庄园简装三室  带车位,莱茵庄园 -机场,3室2厅 | 120.91平米 | 南 | 简装 | 低楼层(共8层)  | 板楼,1人关注 / 一年前发布,135,"11,166元/平"
南北通透户型，格局好，位置也不错,博雅文轩 -医学院,2室2厅 | 77.6平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,5人关注 / 9个月以前发布,74.9,"9,653元/平"
铁路局旁 离上班一步之遥 随时看房 精装 家具家电全配,吉祥小区 -铁路局,2室2厅 | 92.75平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,15人关注 / 一年前发布,72,"7,763元/平"
多层一楼带花园 精装修三室  带地下室 产证在手,荷兰小镇一期 -天汇汽车城,3室2厅 | 91.45平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,2人关注 / 6个月以前发布,63.8,"6,977元/平"
上下2层跃层.4楼。3室2厅3卫。全明户型，,棉花街南一巷13号 -火车南站,3室2厅 | 77.27平米 | 东 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 5个月以前发布,76,"9,836元/平"
青年路碱泉街日月星光旁天宇雅居两室两厅精装修,天宇雅居小区 -青年路,2室2厅 | 97.38平米 | 东 西 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,77,"7,908元/平"
荷兰小镇二期电梯房小高层精装修带地下室，带车位。,荷兰小镇二期 -天汇汽车城,3室2厅 | 127平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 一年前发布,86.8,"6,835元/平"
新市区四平路创新广场铂晶湾大平层品质精装修带车位,呈信铂晶湾 -创新广场,4室2厅 | 234.98平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,3人关注 / 10个月以前发布,360,"15,321元/平"
房子南北通透，采光好，配套齐全，出行方便。,山水华庭小区 -美居,3室2厅 | 130.44平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,3人关注 / 一年前发布,105,"8,050元/平"
金辰大厦电梯三房二厅 简装南北 河南路 天津路 铁路局,金辰大厦 -铁路局,3室2厅 | 145.24平米 | 南 西 北 | 简装 | 中楼层(共16层)  | 板塔结合,5人关注 / 一年前发布,122,"8,400元/平"
碱泉街大型成熟小区南北通透复式楼,诚盛花园 -碱泉街,4室2厅 | 173.85平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,7人关注 / 一年前发布,100,"5,753元/平"
这个房子坐落幸福路  位置好 精装修 南北通透,幸福城市花园 -天山区,4室2厅 | 139.43平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,102,"7,316元/平"
此房满五唯一，楼层好，视野开阔，配套设施齐全。,信达雅山新天地C区 -西山,3室2厅 | 125.97平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,3人关注 / 一年前发布,93,"7,383元/平"
农行家属院   翠泉路   交通便利,农行家属院翠泉路 -碱泉街,3室1厅 | 90.76平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,57,"6,281元/平"
新疆邮电犁铧街住宅小区 3室2厅 东 西,新疆邮电犁铧街住宅小区 -红山公园,3室2厅 | 92.36平米 | 东 西 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,64,"6,930元/平"
锦盛苑 3室2厅 南 北,锦盛苑 -铁路局,3室2厅 | 112平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,4人关注 / 4个月以前发布,94,"8,393元/平"
六建家属院 视野开阔采光充足 配套设施齐全 交通便利,六建家属院 -医学院,3室1厅 | 116.29平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,99,"8,514元/平"
天汇路三室两厅一厨一卫 公摊小,铁路局十八街小区 -铁路局,3室2厅 | 102.11平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,168,"16,453元/平"
口罩影响 业主诚售 温州美食街地铁口精装标户3室,准噶尔小区 -新市区,3室1厅 | 109.73平米 | 东 | 精装 | 高楼层(共6层)  | 板楼,22人关注 / 一年前发布,78,"7,109元/平"
长春路美居旁精装三室电梯高层拎包入住,蓝调一品B区 -美居,3室2厅 | 64.58平米 | 南 北 | 精装 | 中楼层(共19层)  | 塔楼,4人关注 / 一年前发布,73.5,"11,382元/平"
新市区铁路局化工技校家属院1楼中装三室117㎡,新疆轻工职业技术学院家属院 -铁路局,3室2厅 | 117.56平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,10人关注 / 一年前发布,110,"9,357元/平"
龙庭华清园电梯顶楼大晒台好房诚心出售。。。,龙庭华清园 -医学院,4室1厅 | 141.27平米 | 南 北 | 简装 | 高楼层(共12层)  | 暂无数据,0人关注 / 6个月以前发布,165,"11,680元/平"
单位家属院环境优美，公摊小，电梯地暖房。,禾源小区 -仓房沟,3室2厅 | 137.2平米 | 东南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,109,"7,945元/平"
2015年电梯房，一梯两户，南北通透，精装修，拎包入住,四平雅居 -长春路,3室1厅 | 121.6平米 | 南 北 | 精装 | 高楼层(共26层)  | 板塔结合,10人关注 / 4个月以前发布,105,"8,635元/平"
龙海新和居109平米三室大平层精装修出售,龙海新和居 -德港万达,3室2厅 | 109.97平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,92,"8,366元/平"
美居好房出售，楼层好，视野开阔。配套设施齐全,绿苑雅筑 -美居,5室3厅 | 189.11平米 | 南 北 | 简装 | 高楼层(共15层)  | 板楼,0人关注 / 8个月以前发布,235,"12,427元/平"
卫星路居家装修三室 随时可看拎包入住,金阳卫星花园 -卫星路,3室2厅 | 91.27平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,76,"8,327元/平"
低首付住南湖王家梁地铁精装5楼三居室好房,王家梁小区 -王家梁,3室2厅 | 116.6平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,80,"6,862元/平"
青年路 向阳花园一期 三室两厅现房,向阳花园一期 -碱泉街,3室2厅 | 99.58平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 7个月以前发布,68,"6,829元/平"
新市区 新天润四期香颂  小高层  好房必看  诚心出售,新天润四期香颂 -新天润,3室2厅 | 134.12平米 | 南 北 | 精装 | 中楼层(共11层)  | 暂无数据,4人关注 / 6个月以前发布,114,"8,500元/平"
一梯两户：低公摊使用率高，产权清晰，无抵押随时可签,中建幸福里南区 -秦郡,3室2厅 | 96.15平米 | 西南 | 简装 | 中楼层(共11层)  | 板塔结合,4人关注 / 8个月以前发布,80,"8,321元/平"
长春路美居商圈南北通透地铁三号线交通便利配套齐全,盈科棕榈园 -美居,3室2厅 | 176平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,130,"7,387元/平"
青年路红山路塔山同行苑3室南北通透精装修一梯两户,塔山同行苑 -水磨沟公园,3室2厅 | 119.09平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,94,"7,894元/平"
高铁新区 万达地铁高铁旁精装修三室 朝南拎包住,绿谷春天 -乌北站,3室2厅 | 110平米 | 南 北 | 精装 | 中楼层(共22层)  | 板楼,5人关注 / 一年前发布,115,"10,455元/平"
位置的优质是这套房源信息的热点,林达公司家属院 -仓房沟,3室2厅 | 73.14平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,3人关注 / 5个月以前发布,55,"7,520元/平"
精装修，户型方正，采光充足，小区人车分流,金马花园 -友好,4室2厅 | 171.24平米 | 东南 | 精装 | 中楼层(共14层)  | 板楼,8人关注 / 一年前发布,210,"12,264元/平"
特价油运司红庙子路世锦园单价6300 火 火 火,世锦园 -油运司,2室1厅 | 93.39平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,7人关注 / 一年前发布,59,"6,318元/平"
天山区  天山公寓    交通便利   配套齐全,天山公寓 -碱泉街,2室1厅 | 101.98平米 | 南 | 简装 | 中楼层(共16层)  | 板塔结合,4人关注 / 一年前发布,70,"6,865元/平"
文化宫 地暖跃式 红十月西二区3室好房,红十月西二区 -文化宫,3室2厅 | 133.04平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,95,"7,141元/平"
卫星路 秦郡 中建幸福里 经开万达广场 丰好尊品,一品九点阳光 -秦郡,3室2厅 | 135.61平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 7个月以前发布,130,"9,587元/平"
医学院 县医院 御园公馆金色嘉园碧水源红光山,御园公馆 -美居,3室2厅 | 101平米 | 南 北 | 简装 | 中楼层(共19层)  | 板塔结合,2人关注 / 8个月以前发布,86.68,"8,583元/平"
水磨沟区   维斯特世纪花园一期,维斯特一期 -水磨沟公园,3室2厅 | 160.01平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,82,"5,125元/平"
鸿瑞豪庭100平精装带车位，采光好楼层好，看房方便。,鸿瑞豪庭 -南湖广场,3室1厅 | 100.71平米 | 南 北 | 精装 | 低楼层(共29层)  | 暂无数据,0人关注 / 5个月以前发布,180,"17,874元/平"
金沙江路北园春旁平顶山派出所家属院88.65平 公摊小,平顶山派出所家属院 -油运司,2室2厅 | 88.65平米 | 西南 | 简装 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,55,"6,205元/平"
天山区 青年路 日月星光旁 宝运大厦,宝运大厦 -青年路,3室2厅 | 179.4平米 | 东南 | 简装 | 高楼层(共24层)  | 暂无数据,2人关注 / 一年前发布,220,"12,264元/平"
克拉玛依西路老北园春金阳小区A区,金阳小区 -友好,3室2厅 | 140.04平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,95.6,"6,827元/平"
沙区友好旁有色明园小区东院58.5平 两室公摊小采光好,有色明园小区东院 -友好,2室1厅 | 58.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,39.8,"6,804元/平"
北园春农大旁汇金花苑小区100.26平米 全框架地暖,汇金花苑小区 -油运司,3室2厅 | 100.26平米 | 东 西 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,73.8,"7,361元/平"
离万达一步之遥，人车分流，采光无遮挡,御园印象 -高新万达,3室2厅 | 121.25平米 | 南 北 | 简装 | 低楼层(共19层)  | 板楼,0人关注 / 一年前发布,150,"12,372元/平"
明天小镇一期顶楼复式 精装修带家具家电带20平米晒台,明天小镇一期 -米东区,4室2厅 | 137.53平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,8人关注 / 8个月以前发布,63.9,"4,647元/平"
通透户型采光好地暖房公摊面积小，一梯两户,泰裕花园小区 -火车南站,3室2厅 | 91.4平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,13人关注 / 一年前发布,59.5,"6,510元/平"
35小分校高层地暖朝南户型交通方便,融亿海盈城市花园 -长春路,3室2厅 | 82.67平米 | 南 | 简装 | 低楼层(共28层)  | 板塔结合,13人关注 / 一年前发布,67,"8,105元/平"
急售三楼，南北标户，明厨明卫，房子干净，可拎包住,和兴嘉苑 -喀什东路,3室2厅 | 103.96平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,10人关注 / 一年前发布,85,"8,177元/平"
新北园春市场万科金域国际精装南北通透四室好房,万科金域国际 -西山,4室2厅 | 143.76平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,2人关注 / 10个月以前发布,190,"13,217元/平"
出门即上学，门口汇嘉，交通便利，四通八达！,东方智慧园二期 -高新万达,3室2厅 | 114.37平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,3人关注 / 一年前发布,120,"10,493元/平"
楼层好户型方正视野配套设施齐全精装修,世界名筑 -医学院,3室2厅 | 136.69平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,3人关注 / 一年前发布,140,"10,243元/平"
御园世家，御园公馆，56，文博，华兵，赛博特，花田,御园世家 -美居,3室2厅 | 104.14平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 5个月以前发布,104,"9,987元/平"
幸福路别墅区 房子拎包入住 房子很优质,幸福山庄 -幸福路,5室2厅 | 213.2平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,11人关注 / 8个月以前发布,200,"9,381元/平"
北新佳境医学院县医院御园公馆金色嘉园,御园公馆 -美居,3室2厅 | 118平米 | 西 | 精装 | 中楼层(共19层)  | 板楼,16人关注 / 一年前发布,66,"5,594元/平"
首付15万！多层复式楼，中等装修，带50平晒台,和兴嘉苑 -喀什东路,3室2厅 | 138.96平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,46人关注 / 一年前发布,77,"5,542元/平"
医学院县医院御园公馆红光山赛博特铁路局,御园公馆 -美居,3室2厅 | 99平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,0人关注 / 5个月以前发布,88.6,"8,950元/平"
新市区 银川路 美居 环球港 百商国际 星云雅居 精装,金科紫御府 -美居,3室2厅 | 88.42平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,0人关注 / 5个月以前发布,103,"11,649元/平"
北新佳境医学院县医院御园公馆金色嘉园,御园公馆 -美居,3室2厅 | 118平米 | 西 | 精装 | 中楼层(共19层)  | 板楼,16人关注 / 一年前发布,66,"5,594元/平"
御园世家，御园公馆，56，文博，华兵，赛博特，花田,御园世家 -美居,3室2厅 | 104.14平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 5个月以前发布,104,"9,987元/平"
中等装修，大门口位置，出行购物都方便。,蓝天森林花苑 -仓房沟,3室2厅 | 114.53平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,90,"7,859元/平"
武警三支队家属院三室两厅，客厅方正宽敞好装修通透,武警三支队家属院 -油运司,3室2厅 | 107.09平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,85,"7,938元/平"
南北通透  广汇物业  大户型4室2厅好房,汇嘉园 -油运司,3室2厅 | 150.77平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,85,"5,638元/平"
"位于宝山路中药厂，雅山公园,属红山商圈！",碧水华庭 -文化宫,3室2厅 | 198.8平米 | 南 北 | 简装 | 高楼层(共9层)  | 暂无数据,5人关注 / 6个月以前发布,133,"6,691元/平"
急售单位房 精装修 看房方便 单位房 小区环境好,国税小区 -水磨沟区,3室2厅 | 105平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 8个月以前发布,68,"6,477元/平"
业主急售优质房源，老北园春新疆大学西院旁,锦华苑小区 -友好,3室2厅 | 98.72平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,88,"8,915元/平"
开发区实验学 校凤凰城97㎡精装三室诚意出售,凤凰城小区 -德港万达,3室2厅 | 97平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 4个月以前发布,105,"10,825元/平"
幸福路别墅区 房子拎包入住 房子很优质,幸福山庄 -幸福路,5室2厅 | 213.2平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,11人关注 / 8个月以前发布,200,"9,381元/平"
裕阳花苑79平米经典小三室出售,裕阳花苑 -德港万达,3室1厅 | 79.19平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,3人关注 / 4个月以前发布,63,"7,956元/平"
