标题,开发商,房子信息,发布信息,售价/万,单价
龙记帝景湾 3室2厅 南 北,龙记帝景湾 -城北,3室2厅 | 120.01平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 3天以前发布,170,"14,166元/平"
紫薇东进 4室2厅 南 北,紫薇东进 -城北,4室2厅 | 128.16平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 7个月以前发布,195,"15,216元/平"
福润花园 4室2厅 南 北,福润花园 -未央湖,4室2厅 | 135平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,2人关注 / 7个月以前发布,102,"7,556元/平"
真爱万科公园华府 4室2厅 南 北,真爱万科公园华府 -曲江,4室2厅 | 154.67平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,3人关注 / 2个月以前发布,338,"21,853元/平"
富力白鹭湾南区 4室2厅 南 北,富力白鹭湾南区 -浐灞周边,4室2厅 | 138.73平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 1个月以前发布,192,"13,840元/平"
领先时代广场 1室0厅 东南,领先时代广场 -科技六路,1室0厅 | 51.59平米 | 东南 | 简装 | 25层  | 塔楼,1人关注 / 12天以前发布,93,"18,027元/平"
西航花园 3室2厅 南 北,西航花园 -国际港务区,3室2厅 | 138.48平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,92,"6,644元/平"
隆源国际城 4室2厅 南 北,隆源国际城 -北客站,4室2厅 | 124.32平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,2人关注 / 6个月以前发布,159,"12,790元/平"
华远辰悦 3室2厅 南 北,华远辰悦 -国际港务区,3室2厅 | 119.87平米 | 南 北 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,165,"13,765元/平"
东方米兰 2室1厅 东,东方米兰 -高新六路,2室1厅 | 53.09平米 | 东 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 13天以前发布,71,"13,374元/平"
龙湖香醍璟宸 5室2厅 南 北,龙湖香醍璟宸 -安装四处,5室2厅 | 193.66平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,99人关注 / 3个月以前发布,690,"35,630元/平"
荣德河与墅 4室2厅 南 北,荣德河与墅 -浐河西路,4室2厅 | 178.28平米 | 南 北 | 毛坯 | 上叠(共6层)  | 板楼 | 叠拼别墅 ,1人关注 / 6个月以前发布,566,"31,748元/平"
华润置地未来城市DK5 4室2厅 南 北,华润置地未来城市DK5 -国际港务区,4室2厅 | 145.51平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,9人关注 / 一年前发布,350,"24,054元/平"
绿城全运村甘棠苑北苑 4室2厅 南 北,绿城全运村甘棠苑北苑 -国际港务区,4室2厅 | 143平米 | 南 北 | 其他 | 15层  | 板楼,0人关注 / 1个月以前发布,309.5,"21,644元/平"
绿城西安全运村子衿苑南苑 4室2厅 南 北,绿城西安全运村子衿苑南苑 -国际港务区,4室2厅 | 142.84平米 | 南 北 | 精装 | 9层  | 板楼,0人关注 / 2个月以前发布,320,"22,403元/平"
绿城西安全运村子衿苑南苑 3室2厅 南 北,绿城西安全运村子衿苑南苑 -国际港务区,3室2厅 | 128平米 | 南 北 | 其他 | 32层  | 板楼,0人关注 / 1个月以前发布,258,"20,157元/平"
万科金域国际 1室1厅 北,万科金域国际 -高新一中,1室1厅 | 37.02平米 | 北 | 精装 | 24层  | 塔楼,0人关注 / 17天以前发布,89.9,"24,285元/平"
海荣名城 2室1厅 南,海荣名城 -经开北,2室1厅 | 91.46平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,6人关注 / 3个月以前发布,120,"13,121元/平"
新兴骏景园2期 2室1厅 南 东南,新兴骏景园2期 -城东,2室1厅 | 92.56平米 | 南 东南 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 3个月以前发布,117,"12,641元/平"
富力城南区 2室2厅 南,富力城南区 -长安,2室2厅 | 87.55平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,7人关注 / 3个月以前发布,151,"17,248元/平"
测绘西路43号工行家属院 4室2厅 南 北,测绘西路43号工行家属院 -李家村,4室2厅 | 115.82平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,15人关注 / 一年前发布,106,"9,153元/平"
西安盲哑学校家属院 2室1厅 南 北,西安盲哑学校家属院 -城北,2室1厅 | 62.59平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,46,"7,350元/平"
西纺六村 2室1厅 南 北,西纺六村 -城西,2室1厅 | 50.49平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 2个月以前发布,34,"6,735元/平"
绿地国际花都 2室2厅 南,绿地国际花都 -城西,2室2厅 | 81.26平米 | 南 | 毛坯 | 中楼层(共29层)  | 板楼,0人关注 / 2个月以前发布,142,"17,475元/平"
龙城四季 2室1厅 南,龙城四季 -城东,2室1厅 | 89.71平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,3人关注 / 8个月以前发布,110,"12,262元/平"
新兴骏景园2期 3室2厅 东 西 北,新兴骏景园2期 -城东,3室2厅 | 155.12平米 | 东 西 北 | 精装 | 高楼层(共27层)  | 塔楼,41人关注 / 8个月以前发布,157,"10,122元/平"
上和城 2室1厅 东 南,上和城 -城北,2室1厅 | 83.28平米 | 东 南 | 简装 | 中楼层(共33层)  | 板楼,14人关注 / 7个月以前发布,123,"14,770元/平"
美丽的院子 2室2厅 南,美丽的院子 -城南,2室2厅 | 87.94平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼,4人关注 / 3个月以前发布,110,"12,509元/平"
高科绿水东城四期 2室2厅 西,高科绿水东城四期 -纺织城,2室2厅 | 68.16平米 | 西 | 精装 | 中楼层(共33层)  | 板塔结合,15人关注 / 4个月以前发布,106,"15,552元/平"
大华曲江公园世家五期 2室1厅 南,大华曲江公园世家五期 -曲江,2室1厅 | 82.36平米 | 南 | 精装 | 30层  | 板塔结合,2人关注 / 2个月以前发布,176,"21,370元/平"
海璟时代 1室1厅 北,海璟时代 -经开南,1室1厅 | 52.49平米 | 北 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 3个月以前发布,73,"13,908元/平"
民乐园万达小区 2室2厅 南 北,民乐园万达小区 -城内,2室2厅 | 70.97平米 | 南 北 | 精装 | 高楼层(共8层)  | 板塔结合,5人关注 / 4个月以前发布,110,"15,500元/平"
桃苑御景新城 2室2厅 南 北,桃苑御景新城 -临潼,2室2厅 | 83.89平米 | 南 北 | 精装 | 低楼层(共6层)  | 平房,35人关注 / 7个月以前发布,52,"6,199元/平"
水榭花都 2室1厅 北,水榭花都 -高陵,2室1厅 | 30.23平米 | 北 | 精装 | 中楼层(共15层)  | 板塔结合,3人关注 / 6个月以前发布,26.5,"8,767元/平"
恒大阳光馨苑 2室2厅 西南,恒大阳光馨苑 -城西,2室2厅 | 88.02平米 | 西南 | 精装 | 高楼层(共32层)  | 塔楼,6人关注 / 7个月以前发布,139,"15,792元/平"
金泰怡景花园 2室1厅 南,金泰怡景花园 -城西,2室1厅 | 83.69平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,26人关注 / 7个月以前发布,145,"17,326元/平"
水岸明珠 1室1厅 东,水岸明珠 -高陵,1室1厅 | 50平米 | 东 | 精装 | 高楼层(共16层)  | 板塔结合,2人关注 / 2个月以前发布,29.8,"5,960元/平"
陕建五公司家属院北院 2室1厅 西,陕建五公司家属院北院 -城东,2室1厅 | 51.28平米 | 西 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 1个月以前发布,51,"9,946元/平"
金宇蓝苑 2室1厅 南,金宇蓝苑 -长安,2室1厅 | 85.98平米 | 南 | 精装 | 25层  | 板塔结合,24人关注 / 5个月以前发布,115,"13,376元/平"
端履门1号 2室1厅 北,端履门1号 -城内,2室1厅 | 41.91平米 | 北 | 简装 | 中楼层(共7层)  | 塔楼,29人关注 / 4个月以前发布,33,"7,875元/平"
丰盛园 1室1厅 南,丰盛园 -城西,1室1厅 | 63.02平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,20人关注 / 一年前发布,75,"11,901元/平"
中海凯旋门 2室1厅 南 北,中海凯旋门 -曲江,2室1厅 | 92.91平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,29人关注 / 9个月以前发布,198,"21,311元/平"
海纳大庆路小区 2室1厅 南 北,海纳大庆路小区 -城西,2室1厅 | 55.5平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,9人关注 / 5个月以前发布,60,"10,811元/平"
二府庄新村小区 2室1厅 南,二府庄新村小区 -城北,2室1厅 | 63.97平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,51,"7,973元/平"
丰禾小区 2室1厅 东南,丰禾小区 -城西,2室1厅 | 66.41平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 1个月以前发布,79,"11,896元/平"
柠檬公寓 2室2厅 西南,柠檬公寓 -黄雁村,2室2厅 | 90.62平米 | 西南 | 精装 | 中楼层(共28层)  | 塔楼,4人关注 / 4个月以前发布,101,"11,146元/平"
212所中区 2室1厅 南,212所中区 -城南,2室1厅 | 64.19平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,4人关注 / 4个月以前发布,66,"10,282元/平"
中国铁建瑞园 2室2厅 南,中国铁建瑞园 -高新六路,2室2厅 | 95.89平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,42人关注 / 一年前发布,155,"16,165元/平"
二府庄新村小区 2室1厅 南,二府庄新村小区 -城北,2室1厅 | 63.97平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,51,"7,973元/平"
丰盛园 1室1厅 南,丰盛园 -城西,1室1厅 | 63.02平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,20人关注 / 一年前发布,75,"11,901元/平"
东方罗马花园 1室1厅 南,东方罗马花园 -矿山路,1室1厅 | 39.57平米 | 南 | 简装 | 中楼层(共27层)  | 塔楼,16人关注 / 一年前发布,52,"13,142元/平"
万科金色悦城 2室2厅 南,万科金色悦城 -城西,2室2厅 | 81平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,2人关注 / 3个月以前发布,139.9,"17,272元/平"
民乐园万达小区 2室2厅 南 北,民乐园万达小区 -城内,2室2厅 | 70.97平米 | 南 北 | 精装 | 高楼层(共8层)  | 板塔结合,5人关注 / 4个月以前发布,110,"15,500元/平"
海纳大庆路小区 2室1厅 南 北,海纳大庆路小区 -城西,2室1厅 | 55.5平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,9人关注 / 5个月以前发布,60,"10,811元/平"
嘉汇苑 2室2厅 南 北,嘉汇苑 -城北,2室2厅 | 104.34平米 | 南 北 | 精装 | 高楼层(共26层)  | 塔楼,22人关注 / 8个月以前发布,138,"13,226元/平"
御锦城云禧 2室2厅 南,御锦城云禧 -浐河西路,2室2厅 | 86.94平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,156,"17,944元/平"
城南锦绣 2室2厅 南 西,城南锦绣 -曲江,2室2厅 | 88.03平米 | 南 西 | 简装 | 中楼层(共27层)  | 板塔结合,0人关注 / 1个月以前发布,110,"12,496元/平"
九形道 2室1厅 东,九形道 -高新六路,2室1厅 | 63.91平米 | 东 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,93,"14,552元/平"
紫郡长安 2室2厅 东,紫郡长安 -城南,2室2厅 | 97.11平米 | 东 | 精装 | 中楼层(共33层)  | 板塔结合,20人关注 / 3个月以前发布,134.5,"13,851元/平"
太奥广场住宅 2室2厅 东南,太奥广场住宅 -城西,2室2厅 | 79.54平米 | 东南 | 精装 | 低楼层(共24层)  | 板塔结合,1人关注 / 4个月以前发布,137,"17,225元/平"
风雷新区 2室1厅 南 北,风雷新区 -长安,2室1厅 | 62.08平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,58,"9,343元/平"
曲江美好时光 3室2厅 南 北,曲江美好时光 -曲江,3室2厅 | 107.58平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,21人关注 / 8个月以前发布,209,"19,428元/平"
浐灞半岛A10区 1室1厅 南,浐灞半岛A10区 -浐河西路,1室1厅 | 68.44平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,1人关注 / 1个月以前发布,89,"13,005元/平"
御笔华府 2室2厅 南,御笔华府 -城南,2室2厅 | 78.4平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,1人关注 / 2个月以前发布,139,"17,730元/平"
美好名流水晶宫 1室1厅 西,美好名流水晶宫 -经开南,1室1厅 | 48.38平米 | 西 | 简装 | 中楼层(共25层)  | 塔楼,15人关注 / 7个月以前发布,46,"9,509元/平"
绿地新里城尔雅公馆 2室2厅 南 北,绿地新里城尔雅公馆 -西咸,2室2厅 | 97.04平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,153,"15,767元/平"
万国远鉴名筑 2室2厅 北 南,万国远鉴名筑 -城西,2室2厅 | 91.87平米 | 北 南 | 精装 | 中楼层(共26层)  | 板塔结合,18人关注 / 一年前发布,118.5,"12,899元/平"
佳家SPORT 2室1厅 东 北,佳家SPORT -经开南,2室1厅 | 69.88平米 | 东 北 | 精装 | 低楼层(共28层)  | 板塔结合,1人关注 / 3个月以前发布,89,"12,737元/平"
福宝园 2室2厅 北,福宝园 -经开北,2室2厅 | 101.64平米 | 北 | 简装 | 高楼层(共25层)  | 塔楼,4人关注 / 7个月以前发布,110,"10,823元/平"
供电局家属院 2室1厅 北 南,供电局家属院 -城西,2室1厅 | 67.05平米 | 北 南 | 简装 | 低楼层(共6层)  | 板楼,15人关注 / 一年前发布,65,"9,695元/平"
中海观园B区 4室2厅 南 北,中海观园B区 -曲江,4室2厅 | 148.3平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,19人关注 / 7个月以前发布,340,"22,927元/平"
东泰城市之光北区 1室1厅 北,东泰城市之光北区 -黄雁村,1室1厅 | 54.49平米 | 北 | 精装 | 高楼层(共32层)  | 塔楼,15人关注 / 一年前发布,139,"25,510元/平"
晟方佳苑 2室1厅 南 西,晟方佳苑 -城南,2室1厅 | 78.12平米 | 南 西 | 简装 | 中楼层(共25层)  | 塔楼,1人关注 / 4个月以前发布,112,"14,337元/平"
白家坑小区 1室1厅 南 北,白家坑小区 -城内,1室1厅 | 40.64平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,61人关注 / 7个月以前发布,31,"7,628元/平"
银邦大厦 2室2厅 南 北,银邦大厦 -城东,2室2厅 | 103.17平米 | 南 北 | 简装 | 高楼层(共26层)  | 板塔结合,4人关注 / 4个月以前发布,92,"8,918元/平"
工商银行家属院（东新街80号） 3室2厅 南 北,工商银行家属院（东新街80号） -城内,3室2厅 | 119.05平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,3人关注 / 3个月以前发布,99.9,"8,392元/平"
高科尚都 2室1厅 南,高科尚都 -锦业路,2室1厅 | 100.89平米 | 南 | 简装 | 33层  | 板塔结合,0人关注 / 6个月以前发布,188,"18,635元/平"
民航社区 2室1厅 南 北,民航社区 -城西,2室1厅 | 63.3平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 3个月以前发布,74.5,"11,770元/平"
紫郡长安 2室1厅 西,紫郡长安 -城南,2室1厅 | 94.86平米 | 西 | 精装 | 高楼层(共33层)  | 板塔结合,35人关注 / 一年前发布,136,"14,337元/平"
高科麓湾国际社区四期 2室1厅 东 南,高科麓湾国际社区四期 -雁鸣湖,2室1厅 | 77平米 | 东 南 | 精装 | 低楼层(共34层)  | 板楼,2人关注 / 2个月以前发布,129.5,"16,819元/平"
天正幸福里 2室2厅 东南,天正幸福里 -城南,2室2厅 | 93.24平米 | 东南 | 其他 | 低楼层(共26层)  | 板塔结合,40人关注 / 一年前发布,112,"12,013元/平"
海棠别馆 2室1厅 东南,海棠别馆 -紫薇田园都市,2室1厅 | 76.09平米 | 东南 | 精装 | 中楼层(共26层)  | 板塔结合,12人关注 / 一年前发布,137.99,"18,136元/平"
东方米兰 2室1厅 东,东方米兰 -高新六路,2室1厅 | 53.5平米 | 东 | 精装 | 高楼层(共27层)  | 板塔结合,13人关注 / 3个月以前发布,84,"15,701元/平"
仕嘉公寓A区（绿地世纪城） 2室2厅 南 北,仕嘉公寓A区（绿地世纪城） -锦业路,2室2厅 | 85.82平米 | 南 北 | 精装 | 中楼层(共30层)  | 板塔结合,5人关注 / 7个月以前发布,182,"21,208元/平"
恒大城 2室2厅 西南,恒大城 -城西,2室2厅 | 87.68平米 | 西南 | 精装 | 低楼层(共32层)  | 板塔结合,5人关注 / 1个月以前发布,146,"16,652元/平"
天朗莱茵小城 2室2厅 西南 北,天朗莱茵小城 -城西,2室2厅 | 88.26平米 | 西南 北 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 2个月以前发布,131.5,"14,900元/平"
紫薇田园都市G区 2室2厅 西南,紫薇田园都市G区 -紫薇田园都市,2室2厅 | 96.66平米 | 西南 | 简装 | 高楼层(共20层)  | 板楼,0人关注 / 3个月以前发布,177,"18,312元/平"
富力城北区 2室1厅 南,富力城北区 -长安,2室1厅 | 78.88平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,0人关注 / 1个月以前发布,135,"17,115元/平"
嘉天SMART 2室1厅 南,嘉天SMART -城西,2室1厅 | 71.98平米 | 南 | 简装 | 中楼层(共32层)  | 塔楼,2人关注 / 5个月以前发布,106,"14,727元/平"
美立方 1室1厅 西北,美立方 -高新六路,1室1厅 | 47.91平米 | 西北 | 精装 | 高楼层(共31层)  | 塔楼,5人关注 / 5个月以前发布,62,"12,941元/平"
省出版社家属院 2室1厅 南,省出版社家属院 -城西,2室1厅 | 64.14平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 14天以前发布,52,"8,108元/平"
西开公司沣禾小区 2室1厅 东 北,西开公司沣禾小区 -城西,2室1厅 | 77.14平米 | 东 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 5个月以前发布,62,"8,038元/平"
天朗莱茵小城 2室1厅 西南,天朗莱茵小城 -城西,2室1厅 | 88.27平米 | 西南 | 精装 | 中楼层(共27层)  | 塔楼,0人关注 / 2个月以前发布,129,"14,615元/平"
南门望城 2室1厅 西北,南门望城 -南稍门,2室1厅 | 68.85平米 | 西北 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 17天以前发布,115,"16,703元/平"
晟方佳苑 2室2厅 西南,晟方佳苑 -城南,2室2厅 | 89.56平米 | 西南 | 简装 | 中楼层(共25层)  | 塔楼,18人关注 / 一年前发布,128,"14,293元/平"
金辉天鹅湾 1室1厅 东南,金辉天鹅湾 -城北,1室1厅 | 51.51平米 | 东南 | 精装 | 低楼层(共28层)  | 板塔结合,0人关注 / 4个月以前发布,85,"16,502元/平"
枫韵沁园 2室1厅 南 北,枫韵沁园 -城北,2室1厅 | 91.87平米 | 南 北 | 精装 | 高楼层(共26层)  | 板塔结合,1人关注 / 1个月以前发布,127,"13,824元/平"
富力城北区 3室2厅 东 南 北,富力城北区 -长安,3室2厅 | 139.9平米 | 东 南 北 | 精装 | 低楼层(共24层)  | 板楼,1人关注 / 7个月以前发布,225,"16,083元/平"
富力城南区 2室1厅 西南,富力城南区 -长安,2室1厅 | 89.2平米 | 西南 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,152,"17,041元/平"
太奥广场住宅 1室1厅 西,太奥广场住宅 -城西,1室1厅 | 42.27平米 | 西 | 精装 | 高楼层(共31层)  | 板塔结合,1人关注 / 一年前发布,70,"16,561元/平"
金花小区 2室1厅 南 北,金花小区 -城东,2室1厅 | 78.99平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,10人关注 / 一年前发布,54.5,"6,900元/平"
兴庆熙园 2室2厅 南,兴庆熙园 -城东,2室2厅 | 92.97平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,3人关注 / 7个月以前发布,129.5,"13,930元/平"
陕建机施集团第一社区 2室1厅 东 西,陕建机施集团第一社区 -城东,2室1厅 | 69.33平米 | 东 西 | 简装 | 高楼层(共7层)  | 板楼,5人关注 / 3个月以前发布,55,"7,934元/平"
