标题,开发商,房子信息,发布信息,售价/万,单价
精装修3房 视野开阔 南北通透 省心省力省时间,香榭丽舍 -风景城邦商圈,3室1厅 | 98.62平米 | 南 北 | 精装 | 14层  | 板塔结合,0人关注 / 6天以前发布,83,"8,417元/平"
融创悦秀园 5室2厅 南 北,融创悦秀园 -丁卯商圈,5室2厅 | 128.78平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据,5人关注 / 10个月以前发布,202,"15,686元/平"
户型方正 毛坯 装自己喜欢温馨的家 楼下就是吾悦 长申,沃得花园三期 -丁卯商圈,2室2厅 | 87.63平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 7个月以前发布,78,"8,902元/平"
视野开阔，采光充足，配套设施相当完善，交通便利,美的城二区 -市政府商圈,3室2厅 | 98.76平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,106,"10,734元/平"
交通便利，生活配套设施齐全。。,世纪名门 -丁卯商圈,2室1厅 | 94.05平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,0人关注 / 7个月以前发布,79,"8,400元/平"
精装，拎包入住，全明，采光充足,恒华苑 -丁卯商圈,2室2厅 | 83.35平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,21人关注 / 一年前发布,49.8,"5,975元/平"
中南御锦城三区 精装2房 设施齐全 拎包入住 诚意出售,中南御锦城三区 -红豆购物广场商圈,2室2厅 | 88.82平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 4个月以前发布,93,"10,471元/平"
美亚华悦 精装三房 全天采光 楼层好房东诚心出售,美亚华悦 -丹阳开发区商圈,3室2厅 | 118.67平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,3人关注 / 11个月以前发布,123.8,"10,433元/平"
华都锦城 中层 98平 两室 精装 满二 112.8万,华都锦城 -丹阳华南商圈,2室2厅 | 97.36平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,112.8,"11,586元/平"
格局好，楼层好，采光足，视野开阔，朝南,九曲花苑 -宝华商圈,2室1厅 | 80.19平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,75,"9,353元/平"
中南世纪城 多层复式 户型通透 保养好 出口好 随时看,中南世纪城 -红豆购物广场商圈,3室2厅 | 128.6平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,10人关注 / 7个月以前发布,115,"8,943元/平"
南北通透，三开间朝南，双卫，采光佳,碧桂园凤凰城临湖苑 -碧桂园凤凰城,3室2厅 | 126.37平米 | 南 北 | 精装 | 中楼层(共33层)  | 塔楼,41人关注 / 一年前发布,94.3,"7,463元/平"
吾悦前排楼栋无遮挡，好楼层，带车位出售,新城吾悦广场一期 -丁卯商圈,3室2厅 | 127.52平米 | 南 | 毛坯 | 高楼层(共34层)  | 板楼,3人关注 / 6个月以前发布,120,"9,411元/平"
碧桂园滨湖湾139平米精四室二厅双卫光线好,碧桂园滨湖湾 -金山商圈,4室2厅 | 138.7平米 | 南 北 | 精装 | 9层  | 暂无数据,2人关注 / 6个月以前发布,165,"11,897元/平"
楼层好，采光足，视野好，户型方正，诚心出售,仙林悦城 -宝华商圈,3室2厅 | 115.45平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,27人关注 / 一年前发布,100,"8,662元/平"
户型优质，有观景飘窗，卧室带阳台，南北通透,碧桂园凤凰城水蓝湾 -碧桂园凤凰城,3室2厅 | 133.66平米 | 南 北 | 精装 | 低楼层(共32层)  | 塔楼,6人关注 / 一年前发布,79.8,"5,971元/平"
高品质小区，小区物业好，环境好，人员素养高,香江世纪名城 -学府路商圈,1室1厅 | 45.22平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,43,"9,510元/平"
恒大城 103平 精装修 高楼层  采光好 户型好,恒大城 -丹阳开发区商圈,3室2厅 | 103.66平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,27人关注 / 一年前发布,88,"8,490元/平"
地铁口，天玺华府万科物业。。交通便捷,天玺华府 -句容市区,3室2厅 | 88平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 一年前发布,108,"12,273元/平"
房间格局好，采光好无遮挡，合理利用空间，户型方正,世茂花园 -句容市区,3室1厅 | 140平米 | 东 南 | 毛坯 | 低楼层(共33层)  | 板楼,3人关注 / 一年前发布,93,"6,643元/平"
宝龙旁 精装房 省时 省力 省时间 采光充足 交通便利,钱塘•彩虹城 -宝龙商圈,3室2厅 | 106.57平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,106,"9,947元/平"
市口好，交通便利，配套齐全，可以领包入住，明卫！,苏宁广场 -大市口商圈,3室2厅 | 145.87平米 | 南 | 简装 | 58层  | 板塔结合,1人关注 / 一年前发布,336,"23,035元/平"
精装洋房带车位135万美的城三期,美的城三区 -市政府商圈,3室2厅 | 119.12平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,1人关注 / 6个月以前发布,135,"11,334元/平"
美的城二区三室两厅 精装 视野开阔,美的城二区 -市政府商圈,3室2厅 | 115平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,124,"10,783元/平"
地铁口好房，好楼层，采光充足，配套齐全,御东国际 -句容市区,4室2厅 | 86.82平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,80,"9,215元/平"
三茅宫商圈 楼层好 视野开阔 生活配套设施齐全,新城花园四区 -市政府商圈,3室2厅 | 104.5平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,0人关注 / 7个月以前发布,86,"8,230元/平"
富润华庭二区  交通便利    毛坯两房 户型方正,富润華庭二区 -市政府商圈,2室1厅 | 82.34平米 | 南 | 毛坯 | 中楼层(共7层)  | 板塔结合,10人关注 / 9个月以前发布,42.8,"5,198元/平"
格局好，楼层好，采光足，视野开阔，朝南,九曲花苑 -宝华商圈,2室1厅 | 80.19平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,75,"9,353元/平"
恒大领寓户型方正，采光好。楼层好。,恒大雅苑 -宝华商圈,1室1厅 | 59.27平米 | 东 | 精装 | 低楼层(共26层)  | 塔楼,27人关注 / 一年前发布,31,"5,231元/平"
二次装修，全屋墙暖，定制家具，楼下环湖跑道环境优美,碧桂园凤凰城临湖苑 -碧桂园凤凰城,3室2厅 | 125.56平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,2人关注 / 一年前发布,99.3,"7,909元/平"
宝华片区 优质小区 环境好  交通便捷   价格可以聊,恒大雅苑 -宝华商圈,2室1厅 | 89.27平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼,4人关注 / 9个月以前发布,78,"8,738元/平"
满两年，装修保养好，楼层采光好，配套成熟,天正理想城 -宝华商圈,2室2厅 | 74平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,12人关注 / 一年前发布,73,"9,865元/平"
小区环境好 位置好 楼层好 视野开阔,碧桂园凤凰城水蓝湾 -碧桂园凤凰城,3室2厅 | 123平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,29人关注 / 一年前发布,86,"6,992元/平"
山水相依，环境优美，物业认真负责，价格低，负担小。,碧桂园仙林东郡 -宝华商圈,2室1厅 | 87平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,1人关注 / 2个月以前发布,73,"8,391元/平"
四季金辉  东边户  中间楼层  采光好,四季金辉 -宝华商圈,3室2厅 | 86.88平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 7个月以前发布,80,"9,209元/平"
此房满二无抵押，视野开阔，小区环境优美宜居,碧桂园凤凰城 -碧桂园凤凰城,3室2厅 | 136.81平米 | 南 北 | 简装 | 高楼层(共29层)  | 塔楼,9人关注 / 一年前发布,98,"7,164元/平"
南京东 近地铁 交通便利 配套齐全,碧桂园凤凰城柏丽湾 -碧桂园凤凰城,3室2厅 | 116.03平米 | 南 | 简装 | 高楼层(共32层)  | 塔楼,3人关注 / 一年前发布,74,"6,378元/平"
碧桂园临湖苑99平米湖边高楼层采光好二次装修诚心出售,碧桂园凤凰城临湖苑 -碧桂园凤凰城,3室2厅 | 99.26平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 7个月以前发布,75,"7,556元/平"
楼层好，视野宽阔，采光充足，配套完整，交通便利,凤坛花园 -宝华商圈,2室2厅 | 91.07平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,1人关注 / 8个月以前发布,60,"6,589元/平"
宝华山下。六层电梯洋房。顶楼带阁楼。绿城物业,九曲花苑 -宝华商圈,2室2厅 | 89.27平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,11人关注 / 8个月以前发布,95,"10,642元/平"
碧桂园凤凰城新户型 精装小三房,云玺苑 -碧桂园凤凰城,3室2厅 | 88.85平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,1人关注 / 一年前发布,62.5,"7,035元/平"
新小区，绿化高，采光好，地铁口，配套好,云玺苑 -碧桂园凤凰城,3室2厅 | 130.2平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,2人关注 / 一年前发布,93.8,"7,205元/平"
房主急售  楼层低 清爽装修 拎包入住,桃花坞新村五区 -梦溪商圈,2室1厅 | 55.14平米 | 南 | 简装 | 低楼层(共2层)  | 板楼,1人关注 / 一年前发布,59.5,"10,791元/平"
南京城东 精装三房 满五唯一 无抵押 户型方正,碧桂园凤凰城翰林湾 -碧桂园凤凰城,3室2厅 | 96.46平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼,4人关注 / 2个月以前发布,68,"7,050元/平"
近地铁，采光好，视野好，别墅景观,逸品汤山 -碧桂园凤凰城,4室2厅 | 132.24平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,16人关注 / 8个月以前发布,115,"8,697元/平"
房主急售 全天未住 价格可以谈 户型方正,碧桂园凤凰城芷兰湾 -碧桂园凤凰城,3室1厅 | 100.87平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,65,"6,444元/平"
有地暖有车位二次装修房主急售价格可以谈,碧桂园凤凰城凤鸣苑 -碧桂园凤凰城,3室2厅 | 136.34平米 | 南 | 精装 | 高楼层(共29层)  | 塔楼,3人关注 / 8个月以前发布,95,"6,968元/平"
此房源满两年，无增值税 此房二次装修，家具家电,濠锋星钻 -宝华商圈,2室2厅 | 90.9平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,79,"8,691元/平"
南北通透，全明户型 ， 全天采光。,香草新村 -丹阳城区商圈,3室2厅 | 92.7平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,63.5,"6,851元/平"
仙林东万达茂双地铁，户型方正环境优美,同城世家 -宝华商圈,3室2厅 | 142.37平米 | 南 北 | 毛坯 | 10层  | 板楼,4人关注 / 一年前发布,165,"11,590元/平"
地铁口，精装小三房，南北通透，满二无抵押,碧桂园凤凰城翰林湾 -碧桂园凤凰城,3室2厅 | 96.46平米 | 东南 南 北 | 精装 | 中楼层(共31层)  | 塔楼,5人关注 / 4个月以前发布,72,"7,465元/平"
精装三房   户型方正   采光通透,碧桂园凤凰城芷兰湾 -碧桂园凤凰城,3室2厅 | 133平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 7个月以前发布,94,"7,068元/平"
好房在线 房东急售 视野开阔  格局方正 拎包入住,碧桂园凤凰城水蓝湾 -碧桂园凤凰城,3室2厅 | 122.88平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼,4人关注 / 1个月以前发布,72,"5,860元/平"
翡翠华府 3室 精装 楼层好 环境优 看房方便,碧桂园翡翠华府 -宝华商圈,3室2厅 | 114.94平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,14人关注 / 一年前发布,138,"12,007元/平"
南京东，地铁口，精装修，大三房两卫,碧桂园凤凰城水蓝湾 -碧桂园凤凰城,3室2厅 | 133平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,34人关注 / 一年前发布,103,"7,745元/平"
此房满五，四室双卫，楼层好，配套设施齐全，交通方便,紫荆花园南区 -句容市区,4室2厅 | 146平米 | 东南 南 西南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,100.3,"6,870元/平"
凤凰和润 红旗 老外 二室全明 户型方正 环境好,凤凰和润苑 -大市口商圈,2室2厅 | 90.1平米 | 南 | 毛坯 | 低楼层(共29层)  | 板塔结合,0人关注 / 一年前发布,198,"21,976元/平"
碧桂园凤凰城临湖苑 满二 无增值税 可自主装修,碧桂园凤凰城临湖苑 -碧桂园凤凰城,3室2厅 | 126.52平米 | 南 | 简装 | 高楼层(共30层)  | 塔楼,1人关注 / 8个月以前发布,83,"6,561元/平"
苏州园林景观房满两年节省购房成本，随时看房过户。,碧桂园凤凰城·凤仪苑 -碧桂园凤凰城,3室2厅 | 112.38平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 塔楼,1人关注 / 7个月以前发布,69,"6,140元/平"
此房满二，户型方正，视野宽阔，采光辣眼,碧桂园凤凰城柏丽湾 -碧桂园凤凰城,3室2厅 | 133.92平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 6个月以前发布,83,"6,198元/平"
市口好，交通便利，配套齐全，可以领包入住，明卫！,苏宁广场 -大市口商圈,3室2厅 | 145.87平米 | 南 | 简装 | 58层  | 板塔结合,1人关注 / 一年前发布,336,"23,035元/平"
楼下配套成熟，此房格局好 楼层好，视野开阔 采光充足,恒大雅苑 -宝华商圈,4室2厅 | 158.16平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,11人关注 / 一年前发布,140,"8,852元/平"
仙林东 万达茂旁 双地铁宝华仙林国际 户型方正边户,和昌仙林国际 -宝华商圈,3室2厅 | 97.01平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 7个月以前发布,88,"9,072元/平"
精装修拎包入住70年产权通天然气,京东紫晶 -宝华商圈,2室2厅 | 46.63平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,1人关注 / 1个月以前发布,50,"10,723元/平"
位置佳‘，毛坯，经典三房，交通便利,碧桂园·江南世家 -句容市区,3室2厅 | 117.21平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,16人关注 / 一年前发布,79.8,"6,809元/平"
双面采光，小区环境好，随时看房,碧桂园凤凰城水蓝湾 -碧桂园凤凰城,3室2厅 | 92.52平米 | 南 东南 | 简装 | 中楼层(共32层)  | 塔楼,2人关注 / 6个月以前发布,65,"7,026元/平"
新空毛坯  山景房   配套成熟,香山壹境 -宝华商圈,2室2厅 | 79.71平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,61人关注 / 一年前发布,57,"7,151元/平"
央企招商 精装三房 高楼层 视野好 无贷款 有车位,招商国际E城 -宝华商圈,3室2厅 | 92.98平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,10人关注 / 一年前发布,107,"11,508元/平"
前后楼间距宽 采光通风效果很好,碧桂园凤凰城 -碧桂园凤凰城,3室2厅 | 112.38平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,1人关注 / 8个月以前发布,69.5,"6,185元/平"
南京城东 S6地铁口处116平精致三房首付20万即可,碧桂园凤凰城柏丽湾 -碧桂园凤凰城,3室2厅 | 116.03平米 | 南 北 | 精装 | 低楼层(共32层)  | 塔楼,12人关注 / 一年前发布,90,"7,757元/平"
临湖苑 位置好，视野开阔，采光无遮挡，户型方正,碧桂园凤凰城临湖苑 -碧桂园凤凰城,4室2厅 | 142.68平米 | 南 | 精装 | 低楼层(共17层)  | 塔楼,5人关注 / 9个月以前发布,120,"8,411元/平"
绿 竹 巷 一 楼 优 质 好 房 源 ！,绿竹巷 -大市口商圈,2室1厅 | 66.91平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,1人关注 / 9个月以前发布,115.5,"17,262元/平"
房东诚心出售 小区环境优美 随时看房,百里峯景 -宝华商圈,2室2厅 | 91.22平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,1人关注 / 9个月以前发布,100,"10,963元/平"
主卧朝南带阳台 楼层好，配套设施齐，交通便利,四季金辉 -宝华商圈,3室2厅 | 78.99平米 | 南 北 | 精装 | 中楼层(共34层)  | 塔楼,0人关注 / 一年前发布,81.8,"10,356元/平"
京东紫晶亏本急卖自住装修边户山景房采光好 楼下菜场,京东紫晶 -宝华商圈,3室2厅 | 110.68平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼,31人关注 / 一年前发布,92,"8,313元/平"
全身心漫步在一片阳光之中，闲适气氛，随意流露,瑞泰圣地雅格 -区政府商圈,3室2厅 | 133.07平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 7个月以前发布,105,"7,891元/平"
碧桂园凤凰城凤雅苑园区苏州园林风格,碧桂园凤凰城 -碧桂园凤凰城,3室2厅 | 113.64平米 | 南 | 毛坯 | 低楼层(共29层)  | 塔楼,1人关注 / 一年前发布,82,"7,216元/平"
房子户型方正，采光好前无遮档，看房随时,翰霖苑二期 -学府路商圈,2室2厅 | 75.34平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,3人关注 / 8个月以前发布,56,"7,433元/平"
四季金辉 毛坯四房 东边户 楼层好 采光视野无遮挡,四季金辉 -宝华商圈,4室2厅 | 107.21平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,33人关注 / 一年前发布,87,"8,115元/平"
恒大雅苑旁 楼下大商场 公交车站 好楼层 一梯两户,濠锋星钻 -宝华商圈,2室2厅 | 81.79平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,85,"10,393元/平"
孔雀苑 精装两房 房东诚心出售,孔雀苑 -学府路商圈,2室2厅 | 83.03平米 | 南 北 | 精装 | 低楼层(共34层)  | 塔楼,0人关注 / 11个月以前发布,72,"8,672元/平"
采光好.楼层好 格局好 视野宽阔交通便利 配套设施,四季金辉 -宝华商圈,3室2厅 | 86.88平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 一年前发布,83,"9,554元/平"
地铁口好房，好楼层，采光充足，配套齐全,御东国际 -句容市区,4室2厅 | 86.82平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,80,"9,215元/平"
四居舒适两卫全明户型 方正 可利用空间多高质量小区,鸿润家园 -南徐商圈,4室2厅 | 125.69平米 | 东南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 一年前发布,85,"6,763元/平"
