标题,开发商,房子信息,发布信息,售价/万,单价
御璟城市花园 3室2厅 南 北,御璟城市花园 -榆次区,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 10天以前发布,100,"8,334元/平"
金玉华府 骆驼广场边 电梯中间楼层 南北户型 满二年,金玉华府 -榆次区,3室2厅 | 139平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,78,"5,612元/平"
电力巷小区 2室1厅 南 北,电力巷小区 -榆次区,2室1厅 | 54.5平米 | 南 北 | 简装 | 中楼层(共4层)  | 板楼,2人关注 / 8个月以前发布,32.5,"5,964元/平"
翰林苑 3室2厅 南 北,翰林苑 -榆次区,3室2厅 | 104.26平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,85,"8,153元/平"
逸夫过天桥次新小区，玉湖公园 小区停车免费 精装拎包,书林世家 -榆次区,2室2厅 | 95.25平米 | 南 | 精装 | 低楼层(共12层)  | 板楼,1人关注 / 4个月以前发布,77,"8,084元/平"
民盛大厦 2室2厅 南,民盛大厦 -榆次区,2室2厅 | 117平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,95,"8,120元/平"
南北通透，空间大，房本满五税费低，采光好。,顺驰城市艺墅 -榆次区,3室2厅 | 131平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,34人关注 / 一年前发布,70,"5,344元/平"
新兴文教城二期 4室2厅 南,新兴文教城二期 -榆次区,4室2厅 | 166平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,120,"7,229元/平"
银海心悦 拎包入住 精装三居两卫 景观楼层 采光好价优,银海心悦 -榆次区,3室1厅 | 115平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,4人关注 / 一年前发布,85,"7,392元/平"
小高层一梯两户精装南北三居双卫公摊16%好楼层,保利·壹号公馆 -榆次区,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,100,"8,334元/平"
田森嘉园B区 2室2厅 南 北,田森嘉园B区 -榆次区,2室2厅 | 105平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,4人关注 / 一年前发布,66,"6,286元/平"
玉湖佳苑 3室2厅 南 北,玉湖佳苑 -榆次区,3室2厅 | 100平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,75,"7,500元/平"
电建宿舍 2室1厅 南 北,电建宿舍 -榆次区,2室1厅 | 65平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,1人关注 / 11个月以前发布,40,"6,154元/平"
泰悦御庭 3室2厅 南 北,泰悦御庭 -榆次区,3室2厅 | 127平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 4个月以前发布,100,"7,875元/平"
小高层一梯两户精装南北三居双卫公摊16%好楼层,保利·壹号公馆 -榆次区,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,100,"8,334元/平"
欧风丽景园 2室2厅 南 北,欧风丽景园 -榆次区,2室2厅 | 100平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,75,"7,500元/平"
田森嘉园B区 3室1厅 南 北,田森嘉园B区 -榆次区,3室1厅 | 108平米 | 南 北 | 简装 | 中楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,78,"7,223元/平"
银城小区  新装修 采光好 三阳房 使用面积大 空间足,银城小区 -榆次区,3室2厅 | 105平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,63,"6,000元/平"
新兴文教城三期 2室1厅 南,新兴文教城三期 -榆次区,2室1厅 | 106平米 | 南 | 精装 | 高楼层(共12层)  | 暂无数据,2人关注 / 8个月以前发布,85,"8,019元/平"
榆次区政府南院宿舍 2室1厅 南 北,榆次区政府南院宿舍 -榆次区,2室1厅 | 56平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,3人关注 / 9个月以前发布,30,"5,358元/平"
精装小三居 南北通透 全屋家具家电齐全。,龙城半岛三期 -榆次区,3室1厅 | 109.9平米 | 北 南 | 精装 | 高楼层(共20层)  | 塔楼,2人关注 / 7个月以前发布,82,"7,462元/平"
经纬丽苑 自住精装 满二年 景观楼层 三居,经纬西苑小区 -榆次区,3室2厅 | 108平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 11个月以前发布,75,"6,945元/平"
榆次教育局育苑二区 3室2厅 南 北,榆次教育局育苑二区 -榆次区,3室2厅 | 126平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,79,"6,270元/平"
保利·壹号公馆 3室2厅 南 北,保利·壹号公馆 -榆次区,3室2厅 | 106.37平米 | 南 北 | 简装 | 高楼层(共34层)  | 板楼,1人关注 / 3个月以前发布,76,"7,145元/平"
泰亨华庭 2室2厅 南 北,泰亨华庭 -榆次区,2室2厅 | 105平米 | 南 北 | 精装 | 高楼层(共21层)  | 板楼,0人关注 / 3个月以前发布,71,"6,762元/平"
羊毫街 和平壹号 两居简装电梯房 全明户型大红本,和平壹号 -榆次区,2室2厅 | 96平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 9个月以前发布,75,"7,813元/平"
大学城 南北通透 精装修 拎包入住 价格可谈 预约即看,万科 · 郎润园二期 -榆次区,3室2厅 | 107平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,4人关注 / 4个月以前发布,89.9,"8,402元/平"
领域名郡 3室2厅 南 北,领域名郡 -榆次区,3室2厅 | 125.26平米 | 南 北 | 精装 | 中楼层(共26层)  | 平房,0人关注 / 3个月以前发布,98,"7,824元/平"
龙湖大街职教港大学城大红本可贷款好楼层物业好交通便,泰悦御庭 -榆次区,3室2厅 | 133平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板楼,1人关注 / 8个月以前发布,85,"6,391元/平"
东华世家 两居中间楼层毛坯 全明户型 大红本,东华世家东区 -榆次区,2室1厅 | 84.71平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,58,"6,847元/平"
南北通透，空间大，房本满五税费低，采光好。,顺驰城市艺墅 -榆次区,3室2厅 | 131平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,34人关注 / 一年前发布,70,"5,344元/平"
新晋优品 全天候采光楼层 南北三居 厨卫带窗人车分流,新晋优品 -榆次区,3室2厅 | 108平米 | 南 北 | 精装 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,72,"6,667元/平"
女子监狱宿舍 3室2厅 南 北,女子监狱宿舍 -榆次区,3室2厅 | 89.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,52,"5,811元/平"
晋中银行住宅小区  好楼层 采光好 三居 拎包入住,晋中银行住宅小区 -榆次区,3室2厅 | 110平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,5人关注 / 一年前发布,79,"7,182元/平"
龙湖国际 2室0厅 南 西,龙湖国际 -榆次区,2室0厅 | 79.5平米 | 南 西 | 精装 | 中楼层(共32层)  | 暂无数据,8人关注 / 一年前发布,65,"8,177元/平"
太原铁建榆次家园 2室2厅 东 西,太原铁建榆次家园 -榆次区,2室2厅 | 72平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,42,"5,834元/平"
田森嘉园B区 2室2厅 南 北,田森嘉园B区 -榆次区,2室2厅 | 105平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,4人关注 / 一年前发布,66,"6,286元/平"
玉湖佳苑 3室2厅 南 北,玉湖佳苑 -榆次区,3室2厅 | 100平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,75,"7,500元/平"
民盛大厦 2室2厅 南,民盛大厦 -榆次区,2室2厅 | 117平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,95,"8,120元/平"
中都北路天河园中园红星天铂军安小区晋商公园,天河园中园 -榆次区,3室2厅 | 137.8平米 | 南 北 | 精装 | 中楼层(共30层)  | 暂无数据,1人关注 / 6个月以前发布,99,"7,185元/平"
顺城西街 经纬二生活区 黄装 朝南两居 满二 可贷款,经纬西苑小区 -榆次区,2室1厅 | 58.53平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,33,"5,639元/平"
道南栈房街铁路宿舍 2室1厅 南 北,道南栈房街铁路宿舍 -榆次区,2室1厅 | 65平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,39.8,"6,124元/平"
大学城国际学园毛坯一居室出售....,首创国际学园三期 -榆次区,1室1厅 | 61.69平米 | 北 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 5个月以前发布,44,"7,133元/平"
新兴文教城三期 1室1厅 北,新兴文教城三期 -榆次区,1室1厅 | 89平米 | 北 | 其他 | 高楼层(共12层)  | 板楼,2人关注 / 一年前发布,65,"7,304元/平"
大学城理工大旁花园式小区精装一居室出售..,首创国际学园三期 -榆次区,1室1厅 | 62平米 | 南 北 | 简装 | 低楼层(共28层)  | 暂无数据,3人关注 / 6个月以前发布,45,"7,259元/平"
大学城首创国际学园毛坯一居出售,首创国际学园三期 -榆次区,1室1厅 | 61.69平米 | 北 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 5个月以前发布,44,"7,133元/平"
首创国际学园三期 1室0厅 南,首创国际学园三期 -榆次区,1室0厅 | 50.17平米 | 南 | 其他 | 中楼层(共28层)  | 暂无数据,3人关注 / 一年前发布,40,"7,973元/平"
中铁三局五公司桥西街小区 2室1厅 南 北,中铁三局五公司桥西街小区 -榆次区,2室1厅 | 65平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 6个月以前发布,43,"6,616元/平"
福地佳苑 2室1厅 西,福地佳苑 -榆次区,2室1厅 | 65平米 | 西 | 其他 | 中楼层(共18层)  | 暂无数据,6人关注 / 一年前发布,40,"6,154元/平"
经纬十三区 2室1厅 南 北,经纬十三区 -榆次区,2室1厅 | 54平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 3个月以前发布,27,"5,000元/平"
晋丰一品C区 1室1厅 南 北,晋丰一品C区 -榆次区,1室1厅 | 53.4平米 | 南 北 | 其他 | 高楼层(共32层)  | 暂无数据,16人关注 / 一年前发布,36.7,"6,873元/平"
智创城大学城花园式小区精装一居室出售,首创国际学园B区 -榆次区,1室1厅 | 62平米 | 南 | 其他 | 中楼层(共26层)  | 板楼,0人关注 / 7个月以前发布,43,"6,936元/平"
首创国际学院三期精装修一居民水民电总价低,首创国际学园三期 -榆次区,1室1厅 | 62平米 | 东北 | 其他 | 高楼层(共28层)  | 暂无数据,5人关注 / 一年前发布,46,"7,420元/平"
田森双子座 1室1厅 东,田森双子座 -榆次区,1室1厅 | 66.89平米 | 东 | 其他 | 中楼层(共28层)  | 塔楼,1人关注 / 4个月以前发布,37,"5,532元/平"
大学城首创国际学园精装一居室出售,首创国际学园B区 -榆次区,1室1厅 | 62平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,5人关注 / 6个月以前发布,40,"6,452元/平"
大学城精装一居室出售......,首创国际学园三期 -榆次区,1室1厅 | 52平米 | 南 北 | 其他 | 高楼层(共28层)  | 暂无数据,1人关注 / 4个月以前发布,32,"6,154元/平"
万科·郎润园 2室1厅 南 北,万科·郎润园 -榆次区,2室1厅 | 90.7平米 | 南 北 | 其他 | 高楼层(共26层)  | 塔楼,1人关注 / 4个月以前发布,80,"8,821元/平"
安宁街工人俱乐部中层温馨两居室南北通透,晋华八一宿舍 -榆次区,2室2厅 | 65平米 | 南 北 | 简装 | 中楼层(共4层)  | 暂无数据,0人关注 / 一年前发布,48,"7,385元/平"
雅园 印象城 财政局宿舍租售，拎包入住 南北通透,市财政局宿舍 -榆次区,3室1厅 | 80平米 | 北 南 | 其他 | 高楼层(共5层)  | 暂无数据,4人关注 / 一年前发布,55,"6,875元/平"
南都供电小区 3室2厅 南 北,南都供电小区 -榆次区,3室2厅 | 102平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,65,"6,373元/平"
蕴华街715号 3室2厅 南 北,蕴华街715号 -榆次区,3室2厅 | 81.5平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,2人关注 / 11个月以前发布,56,"6,872元/平"
迎宾东街锦绣园二期婚房精装三居带家具家电拎包入住,锦绣园B区 -榆次区,3室2厅 | 137平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,0人关注 / 一年前发布,110,"8,030元/平"
采光充足 楼层 格局好 交通便捷 交通便利 视野开阔,嘉馨苑小区 -榆次区,3室2厅 | 126平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,70,"5,556元/平"
晋 华 小区位置好  停车方便 好楼层  南北通透格局好,腾达小区 -榆次区,2室2厅 | 86.11平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,53,"6,155元/平"
新华东街铁三局宿舍经济适用房大红本不满五年,中铁三局六公司碧园小区 -榆次区,2室2厅 | 92平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 8个月以前发布,40,"4,348元/平"
大红本 可贷款  实 验 贰 中 停车方便  出行方便,电力巷小区 -榆次区,2室2厅 | 69.5平米 | 南 北 | 其他 | 中楼层(共4层)  | 板楼,4人关注 / 一年前发布,45,"6,475元/平"
玉湖佳苑 2室2厅 南,玉湖佳苑 -榆次区,2室2厅 | 96平米 | 南 | 其他 | 高楼层(共13层)  | 板楼,0人关注 / 3个月以前发布,90,"9,375元/平"
书林世家 2室2厅 南 北,书林世家 -榆次区,2室2厅 | 88平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,68.5,"7,785元/平"
锦纶路蕴华街 浇筑房三卧朝南双卫 小区停车方便桥东街,晋中市粮食局宿舍 -榆次区,3室2厅 | 125平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,79,"6,320元/平"
锦绣园全新精装三居一卫带家具家电拎包入住,锦绣园B区 -榆次区,3室2厅 | 115平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,4人关注 / 8个月以前发布,108,"9,392元/平"
八中宿舍 2室2厅 南 北,八中宿舍 -榆次区,2室2厅 | 64平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,43,"6,719元/平"
急售！社火公园旁 金玉华府 电梯房 中间楼层 拎包入住,金玉华府 -榆次区,3室2厅 | 103平米 | 南 | 其他 | 高楼层(共19层)  | 板楼,0人关注 / 2个月以前发布,78,"7,573元/平"
华美小区 2室1厅 南 北,华美小区 -榆次区,2室1厅 | 78平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,62,"7,949元/平"
顺驰小区 文苑街 农村信用联社宿舍,农村信用联社宿舍 -榆次区,2室2厅 | 82平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,45,"5,488元/平"
晋华苑西小区 2室1厅 南 北,晋华苑西小区 -榆次区,2室1厅 | 65平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 11个月以前发布,47,"7,231元/平"
急售！社火公园旁 金玉华府 电梯房 中间楼层 拎包入住,金玉华府 -榆次区,3室2厅 | 103平米 | 南 | 其他 | 高楼层(共19层)  | 板楼,0人关注 / 2个月以前发布,78,"7,573元/平"
逸夫分校， 新装修，业主诚心出售，看房方便,新泰小区 -榆次区,3室2厅 | 113平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,18人关注 / 一年前发布,70,"6,195元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 143平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,2人关注 / 5个月以前发布,120,"8,392元/平"
田森嘉园C区 2室2厅 南 北,田森嘉园C区 -榆次区,2室2厅 | 90平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,64,"7,112元/平"
社火公园 骆驼广场 迎宾西街 精装修电梯房 南北朝向,金玉华府 -榆次区,2室2厅 | 103平米 | 南 北 | 其他 | 中楼层(共19层)  | 板楼,0人关注 / 3个月以前发布,76,"7,379元/平"
经纬十区 好楼层 两卧朝阳 费用低 可贷款,经纬十区 -榆次区,2室1厅 | 54.73平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,1人关注 / 10个月以前发布,35,"6,396元/平"
好地段  大红本  简装  拎包入住  欣悦小区,欣悦小区 -榆次区,2室2厅 | 70平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,17人关注 / 一年前发布,40,"5,715元/平"
中铁三局五公司桥西街小区 3室1厅 南 北,中铁三局五公司桥西街小区 -榆次区,3室1厅 | 110平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,78,"7,091元/平"
榆次老城泰山庙新集街三居住宅出售,榆次区政府南院宿舍 -榆次区,3室2厅 | 80平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,56,"7,000元/平"
迎宾西街两年新房南北通透毛坯三居,良硕和山 -榆次区,3室2厅 | 138.65平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 11个月以前发布,115,"8,295元/平"
老城牛奶厂宿舍一层两居适合老年人,牛奶厂宿舍 -榆次区,2室1厅 | 89.7平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,60,"6,689元/平"
有本可贷款 电梯两居 中间楼层 看房方便 可议价,经纬西苑小区 -榆次区,2室2厅 | 96.81平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,63,"6,508元/平"
房龄新  好地段可贷款  挨着玉湖公园 龙湖街 出行方便,民盛大厦 -榆次区,2室2厅 | 94平米 | 北 | 其他 | 中楼层(共23层)  | 板塔结合,1人关注 / 9个月以前发布,63,"6,703元/平"
晋中市委西宿舍 3室2厅 北 南,晋中市委西宿舍 -榆次区,3室2厅 | 103平米 | 北 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,85,"8,253元/平"
