标题,开发商,房子信息,发布信息,售价/万,单价
开元上府高品质精装洋房 证过二 带产权子母车位带负一,开元上府 -新闻大厦,4室2厅 | 233.94平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,369,"15,774元/平"
沂河郡府 证五唯一 好楼层 好位置 随时看房,荣盛沂河郡府 -锦绣外滩,2室2厅 | 80.02平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,2人关注 / 4个月以前发布,72,"8,998元/平"
锦绣蓝山精装三室 全明户型 业主急售,锦绣蓝山 -平安路,3室2厅 | 124.77平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 一年前发布,140,"11,221元/平"
怡景新苑，证过二，边户 ，10平储藏室 可以做生意,怡景新苑 -火车站,2室2厅 | 97.82平米 | 南 | 简装 | 高楼层(共7层)  | 塔楼,4人关注 / 一年前发布,59.9,"6,124元/平"
大平方，，单价低，，视野好，，,凯泰庄园 -高都,3室2厅 | 134.54平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,60,"4,460元/平"
美景华庭 大三居室 好楼层 有证可议贷款,贵和美景华庭 -盛能游乐园,3室2厅 | 160.69平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 塔楼,12人关注 / 一年前发布,140,"8,713元/平"
花语馨苑 中高楼层 证过二，带储藏室，精装修,荣盛花语馨苑 -北城-沂龙湾大桥,3室1厅 | 131.2平米 | 南 | 简装 | 中楼层(共34层)  | 板楼,1人关注 / 10个月以前发布,160,"12,196元/平"
塞纳荣府 房产证过二 温馨小两室 在24中 出入方便,荣盛塞纳荣府 -锦绣外滩,2室1厅 | 74.65平米 | 南 | 毛坯 | 高楼层(共16层)  | 板塔结合,0人关注 / 2个月以前发布,71.99,"9,644元/平"
楼层好 视野开阔 无遮挡 随时可以去看房子 有钥匙,苗庄小区 -平安路,3室1厅 | 92.39平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,3人关注 / 一年前发布,65,"7,036元/平"
北城新区 阳光高层 全明两室 精装修,金域华府 -北城-长沙路东区,2室2厅 | 94.76平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,13人关注 / 7个月以前发布,133,"14,036元/平"
教授花园带空中花园的大四室，停车方便,御景湾 -大学城,4室2厅 | 192.72平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,107人关注 / 一年前发布,160,"8,303元/平"
带两个产权车位，观湖全景 精装修 。,德居一品西区 -北城-五洲湖,3室2厅 | 155.95平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,7人关注 / 一年前发布,335,"21,482元/平"
五洲华府 毛坯证过二大平层观景楼层,五洲华府 -北城-五洲湖,4室2厅 | 197.38平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,12人关注 / 一年前发布,380,"19,253元/平"
五洲湖 湖景景房  大阳台  采光充足 无遮无挡,五洲华府 -北城-五洲湖,4室2厅 | 219.38平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,36人关注 / 一年前发布,390,"17,778元/平"
皇山华府 精装修 证过二 南北通透,皇山华府 -沂河实验小学,3室2厅 | 126平米 | 南 北 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 4个月以前发布,112,"8,889元/平"
次顶楼全天采光无遮挡精装修未住带子目车位,致远▪翡翠湾 -双月湖公园,3室2厅 | 106平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 6个月以前发布,85,"8,019元/平"
诚心出售 价格低   带有储藏室 证过二,平安路百货站家属院 -平安路,3室1厅 | 62.55平米 | 南 北 | 简装 | 中楼层(共4层)  | 暂无数据,5人关注 / 11个月以前发布,45,"7,195元/平"
证过二 楼层好 可观河景 带车位,皇山花园一期 -沂河实验小学,3室2厅 | 134.36平米 | 南 北 | 毛坯 | 高楼层(共22层)  | 板楼,1人关注 / 一年前发布,128,"9,527元/平"
爱琴海精装洋房带车位储藏室四居看房方便业主诚意出售,爱琴海(兰山区) -北城-沂龙湾大桥,4室2厅 | 164.99平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,226,"13,698元/平"
证过二 前排无遮挡 带车位 元宝户型 有车位,浮来春公馆 -北城-五洲湖,3室2厅 | 137.2平米 | 南 | 简装 | 30层  | 板楼,15人关注 / 8个月以前发布,215,"15,671元/平"
宝丽悦府  两室观景楼层  南北通透  毛坯可随意装修,宝丽悦府 -罗庄医院,2室2厅 | 95平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,4人关注 / 一年前发布,70,"7,369元/平"
电梯洋房 证过二 毛坯随意装修  看房方便 诚意出售,皇山华府 -沂河实验小学,3室1厅 | 128.74平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 塔楼,5人关注 / 9个月以前发布,107,"8,312元/平"
阳光新苑 2楼两室 市政供暖  带大车库,陽光新苑 -双月湖公园,2室1厅 | 88平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 8个月以前发布,49.8,"5,660元/平"
人民广场 东 西苑小区 东北组团 两室朝阳 二,西苑小区东北组团 -人民公园,3室2厅 | 121.09平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,90,"7,433元/平"
贵和美景华庭电梯洋房毛坯随意装修好楼层无遮挡,贵和美景华庭 -盛能游乐园,3室1厅 | 129.92平米 | 南 | 毛坯 | 中楼层(共9层)  | 塔楼,0人关注 / 5个月以前发布,130,"10,007元/平"
急售！证过二 配套齐全 两室朝阳 有储藏室 看房方便,临沂市园林局家属院 -隆达客运站,3室2厅 | 100.19平米 | 南 北 | 简装 | 中楼层(共5层)  | 塔楼,4人关注 / 一年前发布,80,"7,985元/平"
此房视野开阔，采光好，毛坯房装修自由设计,史丹利景城花园 -沂水县,3室1厅 | 128.89平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 暂无数据,2人关注 / 5个月以前发布,109,"8,457元/平"
华苑中天多层三室 公摊低 精装修,华苑中天 -隆达客运站,3室2厅 | 139.68平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,142,"10,167元/平"
河畔花园精装三室 证过五年 紧靠通达路,河畔花园 -隆达客运站,3室2厅 | 135.2平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,2人关注 / 4个月以前发布,120,"8,876元/平"
金阳花园  精装修  证过2年  一室朝阳  中间楼层,金阳花园 -十五中,1室1厅 | 51.71平米 | 南 | 精装 | 高楼层(共23层)  | 塔楼,2人关注 / 一年前发布,41,"7,929元/平"
梅山小区  老三小旁  上学方便  证过二 双气采光好,梅山小区 -新东关,3室2厅 | 107.15平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,7人关注 / 一年前发布,107,"9,987元/平"
三室朝阳9.8米阳台 前园花园C区3室2厅满五省税诚心卖,前园花园C区 -隆达客运站,3室2厅 | 145.14平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,6人关注 / 一年前发布,135,"9,302元/平"
意林公馆四居室，小区前排，证过二，一口价145万,意林公馆 -北城-沂龙湾大桥,4室2厅 | 122.8平米 | 东南 | 毛坯 | 高楼层(共28层)  | 板楼,10人关注 / 一年前发布,145,"11,808元/平"
此房证过二 省税 好楼层 户型方正 采光好 全天无遮挡,盛世春晖 -平安路,1室1厅 | 33平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,27,"8,182元/平"
房子位置好.好楼层精装修有钥匙.看房便利,德兴雅苑 -凤凰广场,3室2厅 | 56.11平米 | 南 北 | 精装 | 低楼层(共32层)  | 塔楼,58人关注 / 一年前发布,33,"5,882元/平"
临沂锅炉厂家属院 3室2厅 南 北,临沂锅炉厂家属院 -二中,3室2厅 | 120平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,4人关注 / 6个月以前发布,108,"9,000元/平"
：此房为东南户观河景房，楼层很好，观景效果很棒,罗湖观天下花园 -火车站,3室2厅 | 120.95平米 | 东南 南 | 精装 | 中楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,89,"7,359元/平"
四室毛坯 前后带院 大院子  可随意装,御山河 -东夷文化园,4室2厅 | 138.7平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,25人关注 / 一年前发布,179,"12,906元/平"
怡景新苑 证过五  业主包 税 三居室 7小 带储藏室,怡景新苑 -火车站,3室1厅 | 95.76平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,6人关注 / 6个月以前发布,44,"4,595元/平"
经典两室改三室两厅一卫，采光好，带12平储藏室。,冠蒙•时代花园 -陶瓷批发市场,3室2厅 | 99.54平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,82,"8,238元/平"
三室，房子位置好，楼层佳，带个车库，近沂蒙路。,康居嘉园 -火车站,3室2厅 | 128.2平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,15人关注 / 一年前发布,95,"7,411元/平"
皇山城 毛坯房 带一个车位 看房子方便,皇山城 -东夷文化园,4室2厅 | 133.83平米 | 南 | 毛坯 | 10层  | 板塔结合,2人关注 / 10个月以前发布,135,"10,088元/平"
沂州阳光花园C区 大两室带车库 客厅通阳台 市政供暖,沂州阳光花园 -双月湖公园,2室2厅 | 90平米 | 南 北 | 简装 | 中楼层(共5层)  | 塔楼,1人关注 / 9个月以前发布,55,"6,112元/平"
锦绣花庭  一楼带院  此房满五唯一  省税,锦绣花庭 -双月湖公园,3室2厅 | 89.36平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,11人关注 / 一年前发布,53,"5,932元/平"
水田十四项家属院 旁边就是xx步行上学  价格可议,水田十四巷家属院 -和谐广场,3室2厅 | 108.66平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,52,"4,786元/平"
楼层好   视野开阔   交通方便  采光充足,新华苑 -火车站,4室2厅 | 182平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,155,"8,517元/平"
御景苑小区带车位储藏室证马上过二,御景苑 -大学城,3室2厅 | 155平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板塔结合,3人关注 / 8个月以前发布,179,"11,549元/平"
御景苑南排一楼，无遮挡，带车位储藏室，简装,御景苑 -大学城,3室2厅 | 154.78平米 | 南 | 简装 | 低楼层(共11层)  | 板塔结合,10人关注 / 一年前发布,162,"10,467元/平"
涑河边，河景房，证过二，有北阳台，业主花钱封起来,涑河国际城B区 -前十街,3室1厅 | 105.42平米 | 南 | 毛坯 | 高楼层(共24层)  | 暂无数据,1人关注 / 4个月以前发布,119,"11,289元/平"
顶楼复式，证过五唯一，带40平私家露台，南北双漏台,幸福花城D区 -河东汽车站,3室1厅 | 123平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,8人关注 / 7个月以前发布,97,"7,887元/平"
玉龙园 中间楼层 全明格局 双车位 满二,玉龙园 -沂水县,4室2厅 | 131平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,2人关注 / 11个月以前发布,124,"9,466元/平"
业主急售 兴龙状元府 电梯三室,兴龙状元府 -沂水县,3室2厅 | 122平米 | 南 | 简装 | 高楼层(共24层)  | 暂无数据,0人关注 / 10个月以前发布,92,"7,541元/平"
急售！证过二  金一路桥头堡   观河三居室,东旭第一城 -河东汽车站,3室2厅 | 121.4平米 | 南 北 | 简装 | 高楼层(共28层)  | 板楼,2人关注 / 一年前发布,100,"8,238元/平"
六楼带露台，元宝户型方正，证满两年，大产权诚意出售,阳光花园东区 -双月湖公园,2室2厅 | 101.06平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 2个月以前发布,38,"3,761元/平"
大三室全明户型，好楼层现房出售。,中科印象 -沂河实验小学,3室2厅 | 138.03平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,8人关注 / 10个月以前发布,108.5,"7,861元/平"
此房证满两年，免征增值税，房子好楼层，楼层很好,臨沂市国土资源局公寓 -平安路,3室2厅 | 106.49平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,89,"8,358元/平"
证过二急卖河景边户四室 带车位储藏室价值20W有钥匙,汀香郡 -北城-临沂第三十五中,4室2厅 | 146平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,29人关注 / 6个月以前发布,276,"18,905元/平"
信合家园150平简装修，带储藏室。,信合家园(沂水县) -沂水县,3室2厅 | 150平米 | 南 | 简装 | 中楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,108.8,"7,254元/平"
急售！沂河畔 精装两居室！证过二  省税！,掌舵东岸 -沂河实验小学,2室2厅 | 84.7平米 | 南 | 精装 | 中楼层(共12层)  | 板塔结合,15人关注 / 4个月以前发布,66,"7,793元/平"
杏花水岸观河景小两居东南向两室朝阳,杏花水岸 -白沙埠镇,2室2厅 | 71平米 | 东南 | 毛坯 | 高楼层(共19层)  | 板塔结合,22人关注 / 一年前发布,44,"6,198元/平"
急售  洋房顶复  证过二  带储藏室  还带子母车位 ！,史丹利皇山景城花园 -东夷文化园,6室2厅 | 247.48平米 | 南 北 | 毛坯 | 8层  | 板塔结合,13人关注 / 一年前发布,165,"6,668元/平"
急售 沂河边复式 证过2 前后露台，带车库,幸福花城D区 -河东汽车站,3室2厅 | 110平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,19人关注 / 一年前发布,77,"7,000元/平"
建材小区  浇筑房 带阁楼 带露台 位置好 采光好,建材小区 -二中,3室2厅 | 247.94平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,220,"8,874元/平"
证过五省税，储藏室 上学方便，小区配套成熟,清泉小区 -火车站,3室2厅 | 94.5平米 | 南 | 简装 | 高楼层(共7层)  | 塔楼,5人关注 / 一年前发布,62,"6,561元/平"
"此房，6楼，3室2厅 证过二,3室朝阳 ，火车站片区",怡景新苑 -火车站,3室2厅 | 118.42平米 | 南 | 简装 | 高楼层(共7层)  | 塔楼,3人关注 / 一年前发布,57,"4,814元/平"
都市阳光 舒适大三居户型 好楼层 不挡不遮 精装修,都市阳光 -沂河实验小学,3室2厅 | 133.58平米 | 东南 西南 | 精装 | 中楼层(共5层)  | 板楼,7人关注 / 10个月以前发布,89,"6,663元/平"
此房证满两年，免征增值税，房子好楼层，楼层很好,臨沂市国土资源局公寓 -平安路,3室2厅 | 106.49平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,89,"8,358元/平"
证过二急卖河景边户四室 带车位储藏室价值20W有钥匙,汀香郡 -北城-临沂第三十五中,4室2厅 | 146平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,29人关注 / 6个月以前发布,276,"18,905元/平"
大三室全明户型，好楼层现房出售。,中科印象 -沂河实验小学,3室2厅 | 138.03平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,8人关注 / 10个月以前发布,108.5,"7,861元/平"
沿河高层边户 证过二 精装带储藏室 物业费预缴15年！,伊丽莎白东岸 -东夷文化园,4室2厅 | 142.79平米 | 南 北 | 精装 | 高楼层(共21层)  | 板塔结合,1人关注 / 2个月以前发布,122,"8,545元/平"
证过二。，好位置 好户型，楼层高视线好,阜丰·康桥郡 -北城-临沂第三十五中,3室1厅 | 122.93平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,5人关注 / 7个月以前发布,239,"19,442元/平"
此房证过五唯一，西边户采光视野很好，通风很好,德居一品西区 -北城-五洲湖,3室2厅 | 131.03平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,2人关注 / 8个月以前发布,209,"15,951元/平"
恒大湖景社区 精装两居 南北通透,恒大绿洲 -临沂市第三人民医院,2室1厅 | 75.51平米 | 南 北 | 精装 | 中楼层(共27层)  | 塔楼,10人关注 / 8个月以前发布,50,"6,622元/平"
滨河新天地大三室采光充足证过二业主诚心出售随时看房,滨河新天地 -北城-北城人民医院,3室2厅 | 125.99平米 | 南 北 | 简装 | 中楼层(共30层)  | 板楼,2人关注 / 一年前发布,139.5,"11,073元/平"
沂龙湾慧园  南北通透 凤凰楼层 观景,沂龙湾慧园 -北城-实验中学,3室2厅 | 140.39平米 | 南 北 | 简装 | 高楼层(共27层)  | 板楼,9人关注 / 一年前发布,206,"14,674元/平"
电梯洋房 南北通 南坊一期单价低 物业规范业主诚心卖,秀水湾 -北城-沂龙湾大桥,3室2厅 | 166.72平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,3人关注 / 4个月以前发布,175,"10,497元/平"
东方城对过证过五唯一省税，带一个大车库，价格可议,东华花园 -沂河实验小学,3室2厅 | 118平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,83,"7,034元/平"
怡景天鹅湖1期 市政供暖 楼层好,怡景天鹅湖 -双月湖公园,2室2厅 | 99.05平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,66,"6,664元/平"
天顺家园 三楼带车库 证过二 采光充足,天顺家园 -双月湖公园,3室2厅 | 87.23平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,57,"6,535元/平"
滨河新天地三室两厅一厨两卫河景房，简单装修带储藏室,滨河新天地 -北城-北城人民医院,3室2厅 | 126.02平米 | 南 | 简装 | 高楼层(共30层)  | 塔楼,6人关注 / 一年前发布,161,"12,776元/平"
精装，证马上过二，两室，南北通透,龙泽国际 -双月湖公园,2室2厅 | 89.41平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,57,"6,376元/平"
浮来春公馆 毛坯  一楼带院有车位,浮来春公馆 -北城-五洲湖,3室1厅 | 257.52平米 | 南 | 毛坯 | 6层  | 板楼,5人关注 / 一年前发布,550,"21,358元/平"
豪森名邸 毛坯 带储藏室 证过二 客厅通阳台,豪森名邸 -北城-沂龙湾大桥,3室2厅 | 116.3平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,52人关注 / 一年前发布,152,"13,070元/平"
城市主人多层洋房东边户证过二带储藏室，公摊小户型好,城市主人 -北城-实验中学,3室2厅 | 143.41平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,10人关注 / 4个月以前发布,260,"18,130元/平"
