标题,开发商,房子信息,发布信息,售价/万,单价
金港静园，带20平大露台，精装2+1户型，业主诚心卖,金港静园 -路北区,2室1厅 | 97.52平米 | 南 北 | 精装 | 低楼层(共23层)  | 板楼,0人关注 / 29天以前发布,123,"12,613元/平"
凤凰湖畔三室精装修诚心售卖疫情结束可以看房,凤凰湖畔 -路北区,3室2厅 | 146平米 | 北 南 | 精装 | 低楼层(共33层)  | 板楼,5人关注 / 6个月以前发布,200,"13,699元/平"
南北通透  老本 拎包入住 精装修,凤凰园 -路北区,3室2厅 | 132.03平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,175,"13,255元/平"
此房金域华府洋房，老本，南北通透格局，采光好,万科金域华府二期 -路北区,3室3厅 | 180.36平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,7人关注 / 一年前发布,520,"28,832元/平"
诚心出售 老本  南北通透  明厨明卫   可以贷款,诚成尚品 -路北区,2室2厅 | 91.2平米 | 南 北 | 简装 | 高楼层(共18层)  | 塔楼,16人关注 / 一年前发布,118,"12,939元/平"
远洋城商圈，出行方便，纯南北通,丰源南里裕兴楼 -路北区,2室2厅 | 89.14平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,130,"14,584元/平"
采  光 好  低  楼 层        装     修    好,光明里农行楼 -路北区,3室2厅 | 100.45平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,6人关注 / 一年前发布,139.8,"13,918元/平"
此房老本，采光和视野很好房主诚心出售,瑞景国际公寓 -路北区,2室2厅 | 88.56平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,10人关注 / 一年前发布,140,"15,809元/平"
南北通透  老本 拎包入住 精装修,凤凰园 -路北区,3室2厅 | 132.03平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,175,"13,255元/平"
唐城壹零壹 纯阳面三室 中楼层,唐城·壹零壹 -路北区,3室2厅 | 143平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,4人关注 / 一年前发布,305,"21,329元/平"
铂悦景苑 4室2厅 南,铂悦景苑 -路北区,4室2厅 | 84.46平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,8人关注 / 一年前发布,190,"22,496元/平"
南北通透格局 采光好 二层 出入方便！适合老年人 ！,颐祥园小区 -路北区,2室1厅 | 73.96平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,5人关注 / 一年前发布,78,"10,547元/平"
出售23小区 67平米两室一厅 简单装修 需全款,23小区 -丰润区,2室2厅 | 67平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,40,"5,971元/平"
精装，直接拎包入住，南北通透，采光好,华润▪橡树湾 -路北区,3室1厅 | 128.14平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,7人关注 / 一年前发布,275,"21,461元/平"
凤凰新城 精装修小高层 南北通透两居室,宏翔里香木林 -路北区,2室2厅 | 102.47平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,11人关注 / 一年前发布,160,"15,615元/平"
老本，看房方便，东南向采光好。,鹭港小区 -路北区,2室2厅 | 81.38平米 | 东南 | 精装 | 低楼层(共26层)  | 板塔结合,19人关注 / 一年前发布,100,"12,289元/平"
橡树湾经典三居室，房主诚心出售,华润▪橡树湾 -路北区,3室2厅 | 150.48平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,4人关注 / 10个月以前发布,400,"26,582元/平"
鹭港小区 3室2厅 南 北,鹭港小区 -路北区,3室2厅 | 158平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,17人关注 / 6个月以前发布,198,"12,532元/平"
煤医里！4层！老本税底！南北朝向！诚心出售！,煤医里 -路北区,3室1厅 | 95.42平米 | 南 北 | 简装 | 高楼层(共4层)  | 板塔结合,11人关注 / 一年前发布,86,"9,013元/平"
2层低楼层+带装修直接入住+能接受全款的随时看房忒好,龙福里公交楼 -路北区,2室2厅 | 78平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,165人关注 / 一年前发布,50,"6,411元/平"
吾悦广场 南北通可贷款中楼层采光视野不挡,金港静园 -路北区,2室2厅 | 93.01平米 | 南 北 | 简装 | 高楼层(共23层)  | 板楼,45人关注 / 10个月以前发布,116,"12,472元/平"
5小区三大间  地理位置优越 视野好  采光充足,万隆小区 -丰润区,3室1厅 | 71.58平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,4人关注 / 一年前发布,62,"8,662元/平"
二层南北通，老本老本，诚心卖可贷款，随时看,郭大里建科楼 -路北区,2室1厅 | 83.95平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,11人关注 / 一年前发布,140,"16,677元/平"
满五唯一，产权清晰，中间楼层，全天采光,万科新里程 -路北区,3室2厅 | 130.1平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 一年前发布,260,"19,985元/平"
凤凰湖畔 3室2厅 南 北,凤凰湖畔 -路北区,3室2厅 | 126.79平米 | 南 北 | 简装 | 中楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,180,"14,197元/平"
标准南北通户型，可以贷款，公摊小，业主诚心出售,天元花园 -路北区,3室1厅 | 140.69平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,179,"12,724元/平"
低密度住宅        小区环境优雅,尚诚雅居 -路北区,3室2厅 | 148平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,238,"16,082元/平"
宏兴花园5层3室1厅90.98平满五唯一100万南北通。,宏兴花园 -路北区,3室1厅 | 90.98平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,10人关注 / 一年前发布,100,"10,992元/平"
万科新里程大平米房子在这里....诚心卖,万科新里程 -路北区,3室2厅 | 131.02平米 | 南 北 | 简装 | 中楼层(共13层)  | 板楼,7人关注 / 一年前发布,304,"23,203元/平"
新天地美域十五区 3室1厅 南 北,新天地美域十五区 -路北区,3室1厅 | 126.94平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,1人关注 / 5个月以前发布,143,"11,266元/平"
南客厅精装修户型好可以公积金贷款,龙泉北里新景楼 -高新区,2室1厅 | 87.95平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,149,"16,942元/平"
全明户型精装修老本大三居，视野好，位置好安静。速来,鹭港小区 -路北区,3室2厅 | 139.92平米 | 南 北 | 精装 | 中楼层(共10层)  | 板塔结合,3人关注 / 3个月以前发布,220,"15,724元/平"
凤凰湖畔，青龙湖畔，环境好，诚心出售,凤凰湖畔 -路北区,3室2厅 | 144.93平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,7人关注 / 一年前发布,170,"11,730元/平"
老本，看房方便，东南向采光好。,鹭港小区 -路北区,2室2厅 | 81.38平米 | 东南 | 精装 | 低楼层(共26层)  | 板塔结合,19人关注 / 一年前发布,100,"12,289元/平"
橡树湾经典三居室，房主诚心出售,华润▪橡树湾 -路北区,3室2厅 | 150.48平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,4人关注 / 10个月以前发布,400,"26,582元/平"
鹭港小区 3室2厅 南 北,鹭港小区 -路北区,3室2厅 | 158平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,17人关注 / 6个月以前发布,198,"12,532元/平"
煤医里！4层！老本税底！南北朝向！诚心出售！,煤医里 -路北区,3室1厅 | 95.42平米 | 南 北 | 简装 | 高楼层(共4层)  | 板塔结合,11人关注 / 一年前发布,86,"9,013元/平"
二层南北通，老本老本，诚心卖可贷款，随时看,郭大里建科楼 -路北区,2室1厅 | 83.95平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,11人关注 / 一年前发布,140,"16,677元/平"
满五唯一，产权清晰，中间楼层，全天采光,万科新里程 -路北区,3室2厅 | 130.1平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 一年前发布,260,"19,985元/平"
凤凰湖畔 3室2厅 南 北,凤凰湖畔 -路北区,3室2厅 | 126.79平米 | 南 北 | 简装 | 中楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,180,"14,197元/平"
标准南北通户型，可以贷款，公摊小，业主诚心出售,天元花园 -路北区,3室1厅 | 140.69平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,179,"12,724元/平"
南北通透，大三居，70万装修，观景大城山，带70平露台,海航叠山院 -路北区,3室2厅 | 157.93平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,225人关注 / 4个月以前发布,325,"20,579元/平"
南北通透格局 楼层好 采光充足 交通便利 随时看房,智源里社区 -路北区,2室2厅 | 78.78平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,1人关注 / 9个月以前发布,140,"17,772元/平"
凤城国贸5层3室1厅123.3平东南朝向180万老本,凤城国贸 -路北区,3室1厅 | 123.27平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,5人关注 / 6个月以前发布,180,"14,603元/平"
站西 新河嘉园 2室  老本可贷款 房子急售,新河嘉园 -路北区,2室2厅 | 96.24平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,73,"7,586元/平"
远洋城商圈，出行方便，纯南北通,丰源南里裕兴楼 -路北区,2室2厅 | 89.14平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,130,"14,584元/平"
光明小区南北通透三居室诚意出售,光明小区 -丰润区,3室2厅 | 105.9平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,80,"7,555元/平"
唐城壹零壹大三居    楼间距130米  装修好  可贷款,唐城·壹零壹 -路北区,3室2厅 | 163.28平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,28人关注 / 一年前发布,370,"22,661元/平"
南客厅精装修户型好可以公积金贷款,龙泉北里新景楼 -高新区,2室1厅 | 87.95平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,149,"16,942元/平"
全明户型精装修老本大三居，视野好，位置好安静。速来,鹭港小区 -路北区,3室2厅 | 139.92平米 | 南 北 | 精装 | 中楼层(共10层)  | 板塔结合,3人关注 / 3个月以前发布,220,"15,724元/平"
凤凰湖畔，青龙湖畔，环境好，诚心出售,凤凰湖畔 -路北区,3室2厅 | 144.93平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,7人关注 / 一年前发布,170,"11,730元/平"
急售祥荣里113平米，三室南北通，老本,祥荣里小区 -路北区,3室2厅 | 113.57平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 9个月以前发布,130,"11,447元/平"
房子2010年建成 中间客厅 视野开阔 采光十足,福润春城 -丰润区,3室2厅 | 131.95平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 一年前发布,114,"8,640元/平"
晨光家园的三室，位置好，户型好，阳面客厅，价格低,晨光家园 -丰南区,3室1厅 | 107.69平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,3人关注 / 7个月以前发布,55,"5,108元/平"
此房老本，户型好，南北通透，通风好,瑞明楼 -丰南区,2室1厅 | 73.39平米 | 北 南 | 其他 | 高楼层(共4层)  | 板楼,8人关注 / 9个月以前发布,39.5,"5,383元/平"
君熙太和官邸精装现房，可拎包入住,君熙太和 -丰南区,4室2厅 | 205.33平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,12人关注 / 一年前发布,360,"17,533元/平"
21小区房龄新采光好，，停车位多,21小区 -丰润区,2室2厅 | 88.21平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 10个月以前发布,59.5,"6,746元/平"
龙悦新居一层南北通透，带地下室,龙悦新居 -高新区,2室1厅 | 74.52平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,5人关注 / 一年前发布,125,"16,775元/平"
新装修，一天没住，20万装修，适合做婚房，格局好,丰源南里裕丰楼 -路北区,3室2厅 | 117.33平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 3个月以前发布,146,"12,444元/平"
老本 楼层好 采光充足 南北通透 视野开阔,鹭港小区 -路北区,3室2厅 | 118平米 | 西南 | 简装 | 低楼层(共18层)  | 板塔结合,17人关注 / 一年前发布,140,"11,865元/平"
远洋城商圈鹤祥园三室两厅102平米有12平米露台可贷款,鹤祥园小区 -路北区,2室2厅 | 101.93平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,6人关注 / 一年前发布,130,"12,754元/平"
"产权清晰,没有抵押，便宜，好的环境给你一个好的心情",龙云楼 -路北区,3室2厅 | 125.61平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,14人关注 / 一年前发布,125,"9,952元/平"
房主诚心出售，成交快，欢迎大家带看。,颐祥园小区 -路北区,2室2厅 | 74平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,1人关注 / 一年前发布,70,"9,460元/平"
"产权清晰,没有抵押，便宜，好的环境给你一个好的心情",龙云楼 -路北区,3室2厅 | 125.61平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,14人关注 / 一年前发布,125,"9,952元/平"
远洋城商圈鹤祥园三室两厅102平米有12平米露台可贷款,鹤祥园小区 -路北区,2室2厅 | 101.93平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,6人关注 / 一年前发布,130,"12,754元/平"
新装修，一天没住，20万装修，适合做婚房，格局好,丰源南里裕丰楼 -路北区,3室2厅 | 117.33平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 3个月以前发布,146,"12,444元/平"
老本 楼层好 采光充足 南北通透 视野开阔,鹭港小区 -路北区,3室2厅 | 118平米 | 西南 | 简装 | 低楼层(共18层)  | 板塔结合,17人关注 / 一年前发布,140,"11,865元/平"
裕华嘉苑 老本唯一 南北通户型好 急售 价可议 能贷款,裕华嘉苑一期 -路北区,2室2厅 | 92.9平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,50人关注 / 一年前发布,89.9,"9,678元/平"
业主已经买到房子，看房方便，精装修，有地下室,唐城·壹零壹 -路北区,3室2厅 | 151.82平米 | 北 南 | 精装 | 中楼层(共32层)  | 板楼,1人关注 / 6个月以前发布,420,"27,665元/平"
有80平的露台，南北通，采光好，一层储物间,唐城·壹零壹 -路北区,4室2厅 | 155平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,1人关注 / 4个月以前发布,460,"29,678元/平"
智源里欣园楼南北通透楼龄新诚意出售,智源里欣园楼 -路北区,3室2厅 | 110.27平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,22人关注 / 一年前发布,135,"12,243元/平"
电建地产首郡 3室2厅 南 北,电建地产首郡 -路北区,3室2厅 | 134.89平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,18人关注 / 6个月以前发布,228,"16,903元/平"
德源里 3室1厅 南 北,德源里 -路北区,3室1厅 | 69.29平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,92,"13,278元/平"
双新里  南湖畔大两居  南北通 低楼层,双新里 -路南区,2室1厅 | 91平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,110,"12,088元/平"
新上！橡树湾全天采光低楼层小三居 靠谱出售 精装,华润▪橡树湾 -路北区,3室2厅 | 103.03平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,25人关注 / 一年前发布,203,"19,703元/平"
南北通透，采光好视野好，步梯房，均摊少，老本,永乐园西区 -路南区,3室2厅 | 112.6平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,19人关注 / 一年前发布,135,"11,990元/平"
此房老本，南北通采光格局好，二层，老本，带地下室,常泰里福乐园 -路南区,2室1厅 | 85.5平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,110,"12,866元/平"
友谊楼社区2室2厅大客厅明厕明厨格局好可贷款位置好！,友谊里 -路南区,2室2厅 | 82.95平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,85,"10,248元/平"
金洋御景大3居 南北通透 老本唯一 全天采光,金洋御景 -路北区,3室2厅 | 116.82平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 31天以前发布,128,"10,958元/平"
房主诚心出售，老本，精装修，带家具家电,新天地美域十九区 -路北区,3室2厅 | 120.37平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,34人关注 / 一年前发布,135,"11,216元/平"
新上凤凰新城 俯瞰人民公园 雅颂居  三室精装修,雅颂居 -路北区,3室2厅 | 139.11平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,14人关注 / 一年前发布,285,"20,488元/平"
银城花园 2室1厅 南 北,银城花园 -丰南区,2室1厅 | 75.98平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,7人关注 / 4个月以前发布,26,"3,422元/平"
落地窗采光好公摊小明厨明卫交通便利位置好价格便宜,宝升昌广场 -路南区,3室2厅 | 128.82平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,10人关注 / 一年前发布,168,"13,042元/平"
老本唯一，户型方正，房龄较年轻，贷款方便,迎春里兴盛楼 -路北区,2室1厅 | 88.05平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 4个月以前发布,120,"13,629元/平"
