标题,开发商,房子信息,发布信息,售价/万,单价
西部新城 园林小区 电梯房 装修保养好 关门卖拎包入住,阳光路苑三期 -城南片区,3室2厅 | 76.36平米 | 西 | 其他 | 低楼层(共18层)  | 塔楼,1人关注 / 7天以前发布,58.8,"7,701元/平"
马水河  标准大套二  单价便宜  生活便利,马水河农业银行 -老城片区,2室2厅 | 93.6平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 28天以前发布,62.8,"6,710元/平"
东部繁华小区，带车位清水房  户型方正,东苑小区 -三岔口片区,4室2厅 | 110平米 | 东 | 其他 | 低楼层(共20层)  | 塔楼,0人关注 / 29天以前发布,135,"12,273元/平"
阳光城文澜府 4室2厅 南 北,阳光城文澜府 -西部新城片区,4室2厅 | 105.57平米 | 南 北 | 精装 | 中楼层(共20层)  | 暂无数据,0人关注 / 19天以前发布,120,"11,367元/平"
消防队旁 小区环境好，楼层好，使用面积大,二八一小区 -市中心片区,2室1厅 | 66.28平米 | 东 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 23天以前发布,53,"7,997元/平"
金色学府朝南，精装修，三室厅双卫，证件在手,正黄金色学府 -西部新城片区,3室2厅 | 73平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 25天以前发布,89.8,"12,302元/平"
市中商圈成熟生活便利！不论是逛街还是生活都很方便,文汇二区 -市中心片区,3室2厅 | 89.89平米 | 南 | 精装 | 中楼层(共4层)  | 板楼,0人关注 / 23天以前发布,70,"7,788元/平"
月亮湾枫丹丽舍精装三室，房龄新，月城。,悦城枫丹丽舍二期 -长安片区,3室2厅 | 109平米 | 西南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,148,"13,578元/平"
位于胜利南路，小区环境好，户型方正,凉山州农科所 -市中心片区,2室2厅 | 71平米 | 东 | 其他 | 中楼层(共4层)  | 塔楼,0人关注 / 1个月以前发布,55.8,"7,860元/平"
桃源小区 3室2厅 南,桃源小区 -三岔口片区,3室2厅 | 87.77平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 25天以前发布,112,"12,761元/平"
东关两室一厅一厨一卫 精装修 拎包入住 支持贷款,东关东路198号 -会理县,2室1厅 | 66.03平米 | 东 西 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 23天以前发布,38.8,"5,877元/平"
西部新城 园林式小区 套三双卫 朝南 急卖 急卖,正黄金色学府 -西部新城片区,3室2厅 | 73平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 19天以前发布,69.8,"9,562元/平"
"电梯大套四，房子通透，采光好,一梯两户，三面采光",海河帝景A区 -城南片区,4室2厅 | 154.18平米 | 南 | 其他 | 高楼层(共12层)  | 平房,0人关注 / 27天以前发布,158,"10,248元/平"
此房是套三精装，户型方正，采光比较的好,桂苑 -西部新城片区,3室2厅 | 123.9平米 | 东南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 28天以前发布,89.8,"7,248元/平"
鑫海国际 3室2厅 东南,鑫海国际 -三岔口片区,3室2厅 | 88.99平米 | 东南 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 18天以前发布,128,"14,384元/平"
花园观景房呈现整个西昌视野错过真的没有咯,五十三号家园 -老城片区,3室2厅 | 139.25平米 | 西南 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 26天以前发布,135,"9,695元/平"
此房满五，不唯一，格局好，视野开阔，采光充足，..,长安国际 -市中心片区,3室2厅 | 126.7平米 | 南 北 | 其他 | 中楼层(共16层)  | 塔楼,0人关注 / 27天以前发布,130,"10,261元/平"
通透格局，楼层好，视野开阔，采光充足，配套设施齐全,顺河路126号 -三岔口片区,3室2厅 | 129.9平米 | 东 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 17天以前发布,118,"9,084元/平"
新仓库跃层带大花园好房出售。业主急售,东城街道办事处家属院 -三岔口片区,5室3厅 | 142.01平米 | 西北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 19天以前发布,160,"11,267元/平"
鹭洲·威尼斯半岛 2室2厅 东 东南,鹭洲·威尼斯半岛 -三岔口片区,2室2厅 | 86.18平米 | 东 东南 | 其他 | 高楼层(共20层)  | 塔楼,0人关注 / 22天以前发布,116,"13,461元/平"
城东新仓库标准三室两厅，精装修，拎包入住,三岔口东路295号 -三岔口片区,3室2厅 | 118.33平米 | 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 24天以前发布,105,"8,874元/平"
城东片区，一梯两户洋房，距离万达500米带入户花园,紫云台 -三岔口片区,5室2厅 | 139平米 | 南 | 其他 | 高楼层(共10层)  | 暂无数据,0人关注 / 19天以前发布,266,"19,137元/平"
三岔口二医院旁，户型方正，朝南，阳光充足,道路公司小区 -三岔口片区,3室2厅 | 132.54平米 | 南 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 18天以前发布,116,"8,753元/平"
香城府 3室2厅 东南,香城府 -三岔口片区,3室2厅 | 120平米 | 东南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 20天以前发布,149.8,"12,484元/平"
此房满五唯一，出行方便，户型方正，居住方便舒适。,民体园 -城南片区,3室2厅 | 113.23平米 | 南 北 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 26天以前发布,110,"9,715元/平"
老城区北环线旁，州民中高中部旁精装套三双卫关门卖,中共西昌市委党校职工住宅楼 -老城片区,3室2厅 | 122.86平米 | 南 | 其他 | 高楼层(共15层)  | 塔楼,0人关注 / 20天以前发布,94,"7,651元/平"
美姑县教师安居小区 3室2厅 西北,美姑县教师安居小区 -老城片区,3室2厅 | 118.35平米 | 西北 | 其他 | 中楼层(共18层)  | 塔楼,0人关注 / 16天以前发布,76,"6,422元/平"
精装修带家具家电，楼顶有110平大花园，拎包入住。,昭觉县教师退休所 -三岔口片区,3室2厅 | 97.49平米 | 南 | 其他 | 高楼层(共4层)  | 板楼,0人关注 / 20天以前发布,88,"9,027元/平"
西部新城三公园，电梯洋房双阳台套四,旅投.国宾府 -西部新城片区,4室2厅 | 123.48平米 | 东北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 28天以前发布,124,"10,043元/平"
体育馆旁 民航站 电梯 三室 带平台 诚心出售,健康路民航站家属区 -三岔口片区,3室2厅 | 131平米 | 东北 | 其他 | 低楼层(共11层)  | 塔楼,0人关注 / 29天以前发布,138,"10,535元/平"
阳光，剪力墙简装套三，拎包入住,卷烟厂南坛烟厂生活区 -三岔口片区,3室2厅 | 106平米 | 东南 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 17天以前发布,94,"8,868元/平"
精装修带家具家电，楼顶有110平大花园，拎包入住。,昭觉县教师退休所 -三岔口片区,3室2厅 | 97.49平米 | 南 | 其他 | 高楼层(共4层)  | 板楼,0人关注 / 20天以前发布,88,"9,027元/平"
建昌坊一中家园 3室2厅 东 东南,建昌坊一中家园 -三岔口片区,3室2厅 | 126平米 | 东 东南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 23天以前发布,145,"11,508元/平"
工商家园，朝南户型， 带车位出售,工商家苑 -三岔口片区,3室2厅 | 123.52平米 | 东 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 20天以前发布,140,"11,335元/平"
三岔口北路顺河路综合楼套三双卫住房出售,顺河路综合楼 -三岔口片区,3室2厅 | 110平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 20天以前发布,86,"7,819元/平"
此房南北朝向，采光好，通风好。,凉山州农机事业管理局家属院 -三岔口片区,3室2厅 | 110.27平米 | 东南 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 23天以前发布,95,"8,616元/平"
此房户型方正，布局合理，朝向地段都很好，阳光充足。,普格县教体局干休所 -市中心片区,3室2厅 | 101平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 30天以前发布,81,"8,020元/平"
雅馨苑 3室2厅 东北,雅馨苑 -三岔口片区,3室2厅 | 140平米 | 东北 | 其他 | 高楼层(共6层)  | 平房,0人关注 / 27天以前发布,130,"9,286元/平"
这是一个花园小区有篮球场，房子也带屋顶花园,兴景苑 -长安片区,3室2厅 | 82.23平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 28天以前发布,74.8,"9,097元/平"
会理县九榜村四门市带住房整体出售,果元村五组 -会理县,3室0厅 | 1000平米 | 东 | 简装 | 低楼层(共3层)  | 板楼,0人关注 / 一年前发布,860,"8,600元/平"
临街转角二楼住宅，税费低带租约,城南印象 -城南片区,1室1厅 | 135.54平米 | 西南 | 精装 | 低楼层(共7层)  | 平房,0人关注 / 一年前发布,330,"24,348元/平"
房子精装修家具家电齐全，拎包入住,四川省地质矿产勘查开发局一〇二厂 -长安片区,2室1厅 | 82.5平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,77.2,"9,358元/平"
长安花园二区 满五年税费低 户型方正 生活交通便利,长安花园二区 -长安片区,3室2厅 | 147.81平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,110,"7,442元/平"
三岔口攀西幼儿园里面套二出售满五唯一,三岔口东路51号 -三岔口片区,2室1厅 | 62.13平米 | 南 | 其他 | 中楼层(共4层)  | 板楼,1人关注 / 8个月以前发布,55,"8,853元/平"
房屋装修温馨舒适 诚心出售 看房方便,荞窝监狱驻西昌干休所 -长安片区,3室2厅 | 81.05平米 | 东南 | 简装 | 低楼层(共4层)  | 塔楼,2人关注 / 8个月以前发布,71,"8,761元/平"
民族体育场旁，精装电梯套一出售，可拎包入住,航天商业广场 -城南片区,1室1厅 | 64.25平米 | 东南 | 其他 | 低楼层(共11层)  | 板塔结合,0人关注 / 8个月以前发布,62.3,"9,697元/平"
西昌市第二 小 学 住 房 出售了,西昌二小教师家属住宿区 -市中心片区,2室1厅 | 57.35平米 | 西南 | 简装 | 中楼层(共4层)  | 塔楼,2人关注 / 一年前发布,52,"9,068元/平"
此房位于西客站旁 标准套二，交通便利,凉山州农资公司家属院 -长安片区,2室2厅 | 67.33平米 | 西南 | 简装 | 低楼层(共3层)  | 板楼,0人关注 / 3个月以前发布,50,"7,427元/平"
满五税费低，精装可以拎包入住，大套二。,南苑小区A区 -三岔口片区,2室2厅 | 81.13平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,70,"8,629元/平"
金英大厦两室两厅标准套二装修好,金英大厦 -宁远桥片区,2室2厅 | 79平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,79.9,"10,114元/平"
会理县九榜三组门市带住房整体出售,果元村五组 -会理县,3室0厅 | 375平米 | 西 | 简装 | 低楼层(共3层)  | 板楼,0人关注 / 一年前发布,300,"8,000元/平"
此房 格局好客厅朝南， 布局合理视野好 采光充足,金色极地 -西部新城片区,2室2厅 | 81.28平米 | 西南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 6个月以前发布,72.2,"8,883元/平"
精装跃层 套五双卫  满足您一切要求,丽景豪庭 -长安片区,5室2厅 | 186.62平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,9人关注 / 一年前发布,139.8,"7,492元/平"
枫丹丽舍全新精装套四，带品牌家具家电,悦城枫丹丽舍二期 -长安片区,4室2厅 | 111.27平米 | 东 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 一年前发布,123,"11,055元/平"
西客站月城丽景精装修套三户型好采光好小区环境好,月城丽景 -长安片区,3室2厅 | 101.46平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,1人关注 / 5个月以前发布,91.4,"9,009元/平"
美姑县教师安居小区 3室2厅 东,美姑县教师安居小区 -老城片区,3室2厅 | 86.68平米 | 东 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 16天以前发布,62.28,"7,186元/平"
好楼层，标准套三，诚心出售。.,吉祥路疾控中心 -市中心片区,3室2厅 | 100.79平米 | 南 | 简装 | 中楼层(共4层)  | 板塔结合,0人关注 / 一年前发布,82.8,"8,216元/平"
市区 精装两室 带大阳台 户型方正，居住方便舒适,茗居园 -市中心片区,2室2厅 | 76平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 7个月以前发布,60,"7,895元/平"
沃尔玛旁，好房出售，小区环境好，方便出行。,胜利小区B区 -市中心片区,3室2厅 | 130.03平米 | 南 | 简装 | 中楼层(共5层)  | 塔楼,3人关注 / 一年前发布,115,"8,845元/平"
适合一家人居住，小区位置环境好,楠华小区 -市中心片区,3室2厅 | 123.78平米 | 东 西 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,89.5,"7,231元/平"
离诗和远方*近的居所，庐山脚下，邛海畔......,教工宿舍 -城南片区,3室2厅 | 110.89平米 | 南 北 | 简装 | 低楼层(共4层)  | 平房,3人关注 / 一年前发布,133,"11,994元/平"
"房子为简单装修，户型方正，家具家电齐全,",二八一小区 -市中心片区,2室2厅 | 78.82平米 | 东南 | 简装 | 高楼层(共4层)  | 暂无数据,0人关注 / 7个月以前发布,68.8,"8,729元/平"
邦泰花园小区，环境好，适宜居住,南山国际社区 -城南片区,3室2厅 | 72.33平米 | 东 | 精装 | 中楼层(共9层)  | 板楼,1人关注 / 一年前发布,89.8,"12,416元/平"
西客站旁边精装修电梯好房出售啦！,悦城枫丹丽舍二期 -长安片区,2室2厅 | 86.37平米 | 西南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 一年前发布,95,"11,000元/平"
名店街精装修套二出售看房方便出行便利,商业街二段99号 -市中心片区,1室1厅 | 56平米 | 西南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,67.8,"12,108元/平"
房产证在手，精装房，车位捆绑售卖,正黄金色学府 -西部新城片区,3室2厅 | 82.34平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,118,"14,331元/平"
房子户型方正，楼层好，采光好，关门卖,凉山州工业技工学校干休所 -市中心片区,3室2厅 | 106.29平米 | 东南 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,83.8,"7,885元/平"
市区 跃层套四 装修保养好，满五唯一，使用面积大,胜利小区B区 -市中心片区,4室2厅 | 170.07平米 | 北 东南 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 11个月以前发布,116,"6,821元/平"
小区环境优雅，出行生活方便，物业管理强,光彩·城市风景小区 -市中心片区,2室2厅 | 96.54平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,82.8,"8,577元/平"
月亮湖公园旁套二出售，价格适中 拎包入住,西昌市风景园林绿化管理处 -市中心片区,2室1厅 | 73.48平米 | 东 | 简装 | 低楼层(共3层)  | 暂无数据,3人关注 / 8个月以前发布,54.8,"7,458元/平"
胜利南路，标准套三，出售可拎包入住。,华电苑 -市中心片区,3室2厅 | 113.57平米 | 东 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 6个月以前发布,80,"7,045元/平"
此房满五年唯一，出行方便，户型方正，居住方便舒适,滴水岩街21号 -老城片区,车位 | 58.99平米 | 西  | 暂无数据,4人关注 / 一年前发布,58.6,"9,934元/平"
水岸边标准套二出售家具家电齐全,阳光大厦 -市中心片区,2室2厅 | 60平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,65,"10,834元/平"
西部新城精装套三，拎包入住，朝南,正黄金色学府 -西部新城片区,3室2厅 | 81平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,94.8,"11,704元/平"
名店街精装修的套三诚心出售.............,西昌轻工机械厂生活区东区 -市中心片区,3室2厅 | 89.19平米 | 西南 | 精装 | 高楼层(共4层)  | 板楼,1人关注 / 一年前发布,84,"9,419元/平"
长安，410生活区，剪力墙套二诚心出售,長宁小区 -长安片区,2室2厅 | 85.8平米 | 西南 西 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,58,"6,760元/平"
西客站旁，好房出售，精装标准套三。,中信国际花城 -长安片区,3室2厅 | 103.46平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 9个月以前发布,85,"8,216元/平"
人民医院家属楼二室一厅一厨一卫不动产权证地段位置好,会理县人民医院家属楼 -会理县,2室1厅 | 64.27平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,2人关注 / 6个月以前发布,32.8,"5,104元/平"
此房朝南北，户型方正，楼层好，视野宽阔，采光充足,州建四处 -市中心片区,2室1厅 | 59.66平米 | 东南 | 简装 | 高楼层(共4层)  | 平房,0人关注 / 4个月以前发布,51.6,"8,650元/平"
西客站精装套一，户型方正，拧包入住。,月城丽景 -长安片区,1室1厅 | 53.34平米 | 东 | 精装 | 中楼层(共15层)  | 塔楼,0人关注 / 2个月以前发布,46,"8,624元/平"
