标题,开发商,房子信息,发布信息,售价/万,单价
兰亭花园！四五楼复式！带倆露台！精装修！,蘭亭花園 -理想城,5室3厅 | 142.75平米 | 南 北 | 精装 | 高楼层(共4层)  | 暂无数据,29人关注 / 7个月以前发布,125,"8,757元/平"
南北通透 前面无遮挡 采光视野好,统建楼家属院 -牧野公园,3室2厅 | 111.14平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,57.5,"5,174元/平"
新乐花园 2室2厅 南 北,新乐花园 -新乡站,2室2厅 | 91.07平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,58,"6,369元/平"
主干道新飞大道旁，3室2厅2卫，毛坯房随意装修 诚心卖,盛润盛世年华 -橄榄城,3室2厅 | 136平米 | 南 | 其他 | 高楼层(共22层)  | 板楼,5人关注 / 6个月以前发布,78.9,"5,802元/平"
公园fujin，繁华地段。生活便利。,四排房工字楼 -汽车东站,3室1厅 | 76平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,10人关注 / 一年前发布,26.2,"3,448元/平"
业主急售，布局合理，户型方正，没有浪费面积,新钟小区 -新悦城,3室2厅 | 109平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,45,"4,129元/平"
业主急售  户型方正  采光好   通风佳,新科•状元城 -伟业,3室2厅 | 130平米 | 南 | 其他 | 高楼层(共23层)  | 塔楼,9人关注 / 5个月以前发布,93.3,"7,177元/平"
天鹅城大3室 户型合理 采光充足 小区环境优美,天鹅第一城一期 -市中心医院,3室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,12人关注 / 一年前发布,92.5,"7,709元/平"
步梯中层 户型方正  采光好 无公摊,惠民馨苑 -新建街,3室1厅 | 121平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,66.8,"5,521元/平"
此房业主诚意出售随时可签，三室两厅，户型方正，,隆胜华庭 -恒大,3室2厅 | 133.21平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,2人关注 / 一年前发布,78,"5,856元/平"
此房为老证，公摊小，有钥匙，看房方便,隆胜华庭 -恒大,3室1厅 | 114平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,59.8,"5,246元/平"
三室两厅采光好，毛坯随意装修。,博瑞沁园 -柳青路,3室2厅 | 125平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,7人关注 / 10个月以前发布,78,"6,240元/平"
电梯中间楼层精装修3室2厅，满五唯一。,橡树湾 -新乡县,3室2厅 | 116.8平米 | 南 | 其他 | 中楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,60,"5,137元/平"
金谷阳光电梯三室两卫带装修满五唯一急售,金谷阳光 -柳青路,3室1厅 | 125平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,8人关注 / 5个月以前发布,75,"6,000元/平"
高档人车分流小区，楼间距宽，配套齐全！,深业世纪新城 -恒大,3室2厅 | 143.72平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板塔结合,8人关注 / 一年前发布,118,"8,211元/平"
华恩城西区，全明户型，小区地势高,华恩城西区 -定国湖,3室2厅 | 131.37平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板楼,0人关注 / 4个月以前发布,100,"7,613元/平"
惠民馨苑旁，标准大三室，楼层好，采光好，,监狱家属院 -新建街,3室2厅 | 122平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,8人关注 / 一年前发布,61.8,"5,066元/平"
此房毛坯房挑高，可以随心装修，格局好，出门就是凤湖,恒大御景湾（一期） -平原新区,3室2厅 | 124.87平米 | 西 | 其他 | 低楼层(共17层)  | 板塔结合,3人关注 / 9个月以前发布,72,"5,766元/平"
楼层较低，南北通透，交通便利，设施齐全。,健民一巷 -新乡站,2室1厅 | 71.49平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,5人关注 / 一年前发布,67,"9,372元/平"
户型方正，通风采光，小区环境佳。,建业比华利庄园 -平原新区,3室2厅 | 117.49平米 | 南 北 | 其他 | 低楼层(共27层)  | 板塔结合,3人关注 / 一年前发布,75,"6,384元/平"
房东忍痛割爱     舒适的两房,博筑安居新村 -恒大,2室2厅 | 105平米 | 西 东 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,48,"4,572元/平"
市 政 府 和 谐 公 园 伟 业 精 装 三 室,伟业中央公园 -伟业,3室2厅 | 105.92平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,11人关注 / 9个月以前发布,101,"9,536元/平"
电梯房 业主诚心放卖 看房方便 有钥匙,剑桥城 -河师大,3室2厅 | 97平米 | 南 北 | 其他 | 低楼层(共31层)  | 板塔结合,1人关注 / 4个月以前发布,105,"10,825元/平"
南北通 全明户型  老证可公积金,统建楼家属院 -新悦城,3室1厅 | 64.07平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,1人关注 / 一年前发布,48.8,"7,617元/平"
房子户型可得劲南北通透，动静分离，密码入户随时看房,万新弘文苑 -柳青路,3室2厅 | 130平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,100,"7,693元/平"
十万火急卖房！大产权一室一厅可按揭！有大平台！,康泰嘉苑 -八里营,1室1厅 | 68.91平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,9人关注 / 一年前发布,19.8,"2,874元/平"
绿化43% 小区中间自带贯穿整个 南北水洗， 雾审系统,蓝葆湾 -柳青路,4室2厅 | 143平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 暂无数据,9人关注 / 一年前发布,122.5,"8,567元/平"
一化工院，三室两厅一厨一卫。好房子不愁卖。快来看房,一化工院 -新悦城,3室2厅 | 105平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,45,"4,286元/平"
温莎城堡别墅，毛坯位置好，户型好，带车库车位,温莎城堡 -柳青路,4室3厅 | 216.77平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 板塔结合,3人关注 / 6个月以前发布,195,"8,996元/平"
此房满五唯一，南北通透，精装大三室，生活成本低,华隆国际 -大学城,3室2厅 | 147.91平米 | 南 北 | 简装 | 低楼层(共27层)  | 板楼,1人关注 / 6个月以前发布,133,"8,992元/平"
盛润盛世年华 四房两厅 业主诚心出售,盛润盛世年华 -橄榄城,4室2厅 | 182平米 | 南 | 其他 | 高楼层(共22层)  | 板楼,17人关注 / 一年前发布,93.8,"5,154元/平"
绿地迪亚上郡 标准好户型 公摊小满五唯一 楼层好,迪亚上郡 -绿地,3室2厅 | 127平米 | 东 | 其他 | 低楼层(共10层)  | 塔楼,1人关注 / 一年前发布,103.5,"8,150元/平"
迪亚上郡3-2-1-2 136.18m²,迪亚上郡 -绿地,3室2厅 | 136.18平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,99,"7,270元/平"
"此房位于金穗大道,交通便利出行方便,房子毛坯,",玉嘉苑小区 -宝龙,3室2厅 | 143.58平米 | 西 | 其他 | 中楼层(共24层)  | 塔楼,3人关注 / 一年前发布,93,"6,478元/平"
东站十字！国悦城！精装三室！电梯中层！房龄新！,国悦城 -汽车东站,3室1厅 | 116平米 | 东 | 其他 | 中楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,109,"9,397元/平"
环境优美 物业好 户型好  采光好,深业世纪新城 -恒大,4室2厅 | 141平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 暂无数据,2人关注 / 一年前发布,107,"7,589元/平"
小区位置好，环境优美，生活方便,嘉联·橄榄城 -橄榄城,3室2厅 | 115.38平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板塔结合,1人关注 / 8个月以前发布,110,"9,534元/平"
南北通透，一楼带院，可租可售，可公积金,坛后新村 -胜利北街,2室1厅 | 59平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,34人关注 / 一年前发布,17.5,"2,967元/平"
南北通透，标准三室，二楼，带独立车库，适合养老,新辉东街70号院 -环宇,3室1厅 | 72.06平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,34,"4,719元/平"
南北通透，标准三室，中间楼层，全款或公积金,760厂生活区 -新乡站,3室1厅 | 71.19平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,19人关注 / 11个月以前发布,22.8,"3,203元/平"
两卧朝南，支持按揭，燃气入户，带独立车库一间,七六零厂家属院 -新乡站,2室2厅 | 76.36平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,17.8,"2,332元/平"
房新x证老，二楼，双气，拎包入住,中纺苑 -二中,2室2厅 | 102平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,5人关注 / 5个月以前发布,58.5,"5,736元/平"
房子是毛坯 老证 产权清晰 楼层采光都不错 业主急售,金龙幸福居 -黄岗,3室2厅 | 89.81平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,9人关注 / 一年前发布,50.8,"5,657元/平"
品质小区  三室两厅 物业管理完善  生活便利,立拓上海城 -新悦城,3室2厅 | 118.44平米 | 南 北 | 精装 | 高楼层(共26层)  | 板塔结合,14人关注 / 5个月以前发布,85.6,"7,228元/平"
3楼，小面积3室，户型好，采光充沛。,五十间房243号 -新乡站,3室1厅 | 74.73平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,27人关注 / 一年前发布,28.8,"3,854元/平"
恒大雅苑 精装一天未住 观景房 老证有钥匙 已无贷款,恒大雅苑 -恒大,3室2厅 | 143平米 | 西 | 精装 | 高楼层(共32层)  | 板楼,6人关注 / 一年前发布,105,"7,343元/平"
东站十字旁边，一梯总高六层电梯洋房！！！两户。,普罗旺金 -汽车东站,3室2厅 | 121平米 | 东 | 毛坯 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,85,"7,025元/平"
新东花园 牧野湖南临 育才 十中东,新东花园 -汽车东站,2室2厅 | 80平米 | 西北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,55,"6,875元/平"
一楼带院，走过路过不要错过，房东外地发展，忍痛出售,丽水华庭 -橄榄城,3室2厅 | 137平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,13人关注 / 一年前发布,130,"9,490元/平"
温莎城堡3房2卫诚心出售，看房方便，南北直通户型方正,温莎城堡 -柳青路,3室1厅 | 122平米 | 西 | 其他 | 高楼层(共30层)  | 板塔结合,0人关注 / 一年前发布,88,"7,214元/平"
大胖商圈五千多电梯大三房！双气小区，满五唯一,华彬阳光广场 -二中,3室2厅 | 152.79平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,5人关注 / 一年前发布,83.8,"5,485元/平"
婚房装修，带入户花园三室，采光好，视野佳，随时看房,溥诚花园 -汽车东站,3室2厅 | 135.77平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,2人关注 / 4个月以前发布,89,"6,556元/平"
隆基新谊城三室两厅一两卫毛坯可以随意装修,隆基新谊城 -光彩,3室2厅 | 143.72平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 一年前发布,102.8,"7,153元/平"
此房满五唯一，南北通透，精装大三室，生活成本低,华隆国际 -大学城,3室2厅 | 147.91平米 | 南 北 | 简装 | 低楼层(共27层)  | 板楼,1人关注 / 6个月以前发布,133,"8,992元/平"
小区位置好，环境优美，生活方便,嘉联·橄榄城 -橄榄城,3室2厅 | 115.38平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板塔结合,1人关注 / 8个月以前发布,110,"9,534元/平"
温莎城堡别墅，毛坯位置好，户型好，带车库车位,温莎城堡 -柳青路,4室3厅 | 216.77平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 板塔结合,3人关注 / 6个月以前发布,195,"8,996元/平"
万达      中原路  天泉宾馆近临,东海新村 -万达,3室1厅 | 79.54平米 | 东 西 | 其他 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,46.8,"5,884元/平"
恒大雅苑 恒大装修没住过人看房方便有钥匙满五唯一,恒大雅苑 -恒大,3室2厅 | 140.88平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,104.9,"7,447元/平"
标准三室，户型合理，采光充足，毛坯随意装，老证,华地·云熙府 -恒大,3室2厅 | 121平米 | 东 | 其他 | 高楼层(共18层)  | 板塔结合,5人关注 / 6个月以前发布,66,"5,455元/平"
东区公园旁，渠东舒适多层低楼层三室两卫,塑料包装厂院 -汽车东站,3室1厅 | 120.25平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,73,"6,071元/平"
国税局家属院 实际面积 大阳台 全明户型户型方正,红旗区国税局家属院 -新悦城,3室2厅 | 110平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,72.8,"6,619元/平"
（红旗区豫河小区3-1-1-1 90.00m² 52 万）,红旗区豫河小区 -汽车东站,2室2厅 | 90平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,46.5,"5,167元/平"
别墅区环境优美，物业负责，24小监控,唯美湖岸 -新乡县,5室3厅 | 237.64平米 | 东南 | 其他 | 低楼层(共3层)  | 暂无数据,2人关注 / 7个月以前发布,125,"5,261元/平"
雍宁华府 大三室 户型好 装修 带地下室一间  老证,雍宁华府 -西王村,3室2厅 | 123平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 6个月以前发布,72,"5,854元/平"
小胖近精装一楼三室两厅一卫采光好,公路局家属院 -人民公园,3室2厅 | 98.54平米 | 南 北 | 精装 | 低楼层(共2层)  | 暂无数据,1人关注 / 2个月以前发布,48.8,"4,953元/平"
晖祥江山18年 电梯三房低楼层单价7000多老证可按揭,晖祥江山 -水产大世界,3室2厅 | 95.73平米 | 东南 | 毛坯 | 低楼层(共26层)  | 板楼,8人关注 / 10个月以前发布,66,"6,895元/平"
华恩城西区 好位置 好房东 诚心出售,华恩城西区 -定国湖,3室2厅 | 127.73平米 | 西 | 其他 | 高楼层(共32层)  | 板楼,1人关注 / 4个月以前发布,95,"7,438元/平"
东区医院育才新一中旁 精装步梯2楼公摊小 满五唯一,康桥美庭 -理想城,3室2厅 | 124.39平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,158,"12,702元/平"
电梯洋房，西区优质洋房单价低，交通便利,新乡·美好生活家园 -新乡县,3室2厅 | 126平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 8个月以前发布,56.5,"4,485元/平"
和谐城，毛坯四室，随意装修，老证随时看,亿源·和谐城 -理想城,4室2厅 | 167.37平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 11天以前发布,127,"7,588元/平"
东区低楼层全明两室  全明户型 有钥匙随时看房,华瑞逸品紫晶 -理想城,2室2厅 | 89平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,9人关注 / 11个月以前发布,81.8,"9,192元/平"
金色森林 3室2厅 采光好 楼层好 看房有钥匙,金色森林 -新乡县,3室2厅 | 139.91平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,82,"5,861元/平"
万达 牧野区政府边上 G质量2居,中建·海德壹号 -万达,3室2厅 | 92平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,2人关注 / 5个月以前发布,83,"9,022元/平"
步梯3楼，南北通透，户型方正，公摊小，随时看房,理想城(牧野区) -理想城,3室2厅 | 128.85平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,9人关注 / 8个月以前发布,108,"8,382元/平"
一楼毛坯带院，南北通透，户型方正，诚心出售看房方便,融通香槟小镇 -新乡县,3室2厅 | 128.02平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,82,"6,406元/平"
户型南北通透，采光很好，小区环境优美，低首付,融通香槟小镇 -新乡县,3室2厅 | 128.02平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,66.9,"5,226元/平"
迪亚上郡！前方无遮挡！电梯洋房！全明户型！有钥匙！,迪亚上郡 -绿地,3室2厅 | 129.03平米 | 东 | 毛坯 | 高楼层(共10层)  | 塔楼,8人关注 / 一年前发布,95,"7,363元/平"
房东诚心出售，标准三室，步梯中层,东海新村 -万达,3室1厅 | 79.54平米 | 东 西 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,38.6,"4,853元/平"
两室，双气，带车库，能贷款。。,豫新五号院 -胜利北街,2室2厅 | 68.56平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,26,"3,793元/平"
此房满五年，红本在手。看房提前约，业主诚心出售！,书香门第小区 -万达,3室2厅 | 132.85平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,68,"5,119元/平"
姜庄街 2室简单装修 拎包入住 老证诚售,卫滨区姜南小区 -新乡站,2室1厅 | 57.17平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,28.8,"5,038元/平"
房子精装， 业主诚心出售 随时看房 随时签约,理想城(牧野区) -理想城,3室2厅 | 126.67平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,20人关注 / 一年前发布,99,"7,816元/平"
此房满五唯一，满五唯一。满五唯一,谊连花园 -万达,3室2厅 | 113.11平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,52,"4,598元/平"
种德！低总价三室！电梯中层！全明户型！诚心出售！,深业世纪村 -大学城,3室2厅 | 104.41平米 | 南 | 简装 | 低楼层(共31层)  | 板楼,19人关注 / 一年前发布,93.8,"8,984元/平"
