标题,开发商,房子信息,发布信息,售价/万,单价
嘉荟新城东区精装122平拎包入住,嘉荟新城东区 -丹阳开发区商圈,3室1厅 | 122平米 | 南 | 精装 | 低楼层(共18层)  | 平房,1人关注 / 31天以前发布,89.8,"7,361元/平"
金凤凰花园3-2-1-2 150.00m² 165 万,金凤凰花园 -丹阳开发区商圈,3室2厅 | 150平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,160,"10,667元/平"
鳯翔花園城 3室2厅 南 北,鳯翔花園城 -丹阳开发区商圈,3室2厅 | 126平米 | 南 北 | 简装 | 低楼层(共15层)  | 板楼,1人关注 / 5个月以前发布,108.8,"8,635元/平"
玉泉小区户型方正三房朝南双阳台三房一卫带车库,玉泉小区 -丹阳开发区商圈,3室2厅 | 108平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,83.8,"7,760元/平"
东方商城三房两卫吾悦商圈南北通透采光好,东方商城 -丹阳开发区商圈,3室2厅 | 136平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,77.8,"5,721元/平"
新新家园大三房，居住舒适，视野宽阔,新新家園 -丹阳华南商圈,3室2厅 | 113平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,83.8,"7,416元/平"
东方商城141平121.8万，楼层号,东方商城 -丹阳开发区商圈,3室2厅 | 141平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,112.8,"8,000元/平"
房龄较新，小区内环境干净卫生，停车方便。,香草苑 -丹阳城区商圈,3室2厅 | 103平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,90,"8,738元/平"
金鼎城市花园 3室2厅 南 北,金鼎城市花园 -丹阳开发区商圈,3室2厅 | 142.16平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,1人关注 / 一年前发布,137,"9,638元/平"
业主诚心出售，楼层好，采光好，拎包入住,华南老二村 -丹阳华南商圈,2室2厅 | 87平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,69.6,"8,000元/平"
锦绣江南 115平 精装修 高楼层 采光好 视野好,锦绣江南 -丹阳华南商圈,3室2厅 | 115平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,65,"5,653元/平"
金凤凰花园 3室2厅 南 北,金凤凰花园 -丹阳开发区商圈,3室2厅 | 124平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,108,"8,710元/平"
吾悦华府公馆 4室2厅 南 北,吾悦华府公馆 -丹阳开发区商圈,4室2厅 | 141.45平米 | 南 北 | 精装 | 中楼层(共34层)  | 暂无数据,1人关注 / 9个月以前发布,175,"12,372元/平"
中·心嘉园6楼，精装127平，81万。,中心嘉园 -丹阳开发区商圈,3室2厅 | 127平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,80,"6,300元/平"
迎春小区 3室2厅 南 北,迎春小区 -丹阳开发区商圈,3室2厅 | 86平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,63.8,"7,419元/平"
香草新村 3室2厅 南,香草新村 -丹阳城区商圈,3室2厅 | 134平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,93.6,"6,986元/平"
电梯房，房东诚心出售，看房方便，,江南人家 -丹阳城区商圈,3室2厅 | 146平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,3人关注 / 7个月以前发布,131.6,"9,014元/平"
新香草苑120平三室二厅；户型好南北通透,新香草苑 -丹阳城区商圈,3室2厅 | 120平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 5个月以前发布,124.6,"10,384元/平"
此房户型方正，南北通透，大客厅，居住舒适。,华都锦城 -丹阳华南商圈,3室2厅 | 136.56平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 一年前发布,139.8,"10,238元/平"
吾悦华府3-2-1-1 93.00m² 123.8 万,吾悦华府 -丹阳开发区商圈,3室2厅 | 93平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,123.8,"13,312元/平"
中南君悦府 4室1厅 南,中南君悦府 -丹阳华南商圈,4室1厅 | 142平米 | 南 | 毛坯 | 高楼层(共9层)  | 暂无数据,0人关注 / 2个月以前发布,196.8,"13,860元/平"
紫荆花园(丹阳市)3-2-1-1 118.00m² 73.8 万,紫荆花园(丹阳市) -丹阳开发区商圈,3室2厅 | 118平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,72.8,"6,170元/平"
开发区仅靠吾悦广场的小区，精装，小区环境很好,锦江花园(丹阳市) -丹阳开发区商圈,4室2厅 | 84.65平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,9人关注 / 一年前发布,72,"8,506元/平"
華南新村 3室2厅 南,華南新村 -丹阳华南商圈,3室2厅 | 86平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,2人关注 / 6个月以前发布,76.8,"8,931元/平"
迎春小区 3室1厅 南 北,迎春小区 -丹阳开发区商圈,3室1厅 | 94.4平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,66.8,"7,077元/平"
上善雅苑 3室2厅 南 北,上善雅苑 -丹阳华南商圈,3室2厅 | 111平米 | 南 北 | 毛坯 | 低楼层(共20层)  | 板楼,4人关注 / 一年前发布,99.8,"8,991元/平"
金凤凰花园3-2-1-2 150.00m² 145.8 万,金凤凰花园 -丹阳开发区商圈,3室2厅 | 150平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,133.8,"8,920元/平"
天福花园   维意定制  三房两卫   精装修   拎包入住,天福花园 -丹阳开发区商圈,3室2厅 | 147平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,101.8,"6,926元/平"
凤熹台4-2-1-2，153平，153万,凤熹台 -丹阳华南商圈,4室2厅 | 153平米 | 南 北 | 精装 | 高楼层(共27层)  | 暂无数据,2人关注 / 一年前发布,145.8,"9,530元/平"
房东诚心出售  上善雅苑123平3房2卫,上善雅苑 -丹阳华南商圈,3室2厅 | 123平米 | 南 西 北 | 毛坯 | 高楼层(共33层)  | 板楼,6人关注 / 10个月以前发布,106.6,"8,667元/平"
羙域湾3-2-1-1 113.00m² 65 万,美域湾 -丹阳开发区商圈,3室2厅 | 113平米 | 南 | 毛坯 | 中楼层(共24层)  | 板楼,4人关注 / 一年前发布,64,"5,664元/平"
幸福里3房2厅婚装设全拎包住采光好环境好128万,华都锦城·幸福里 -丹阳华南商圈,3室2厅 | 110平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,127,"11,546元/平"
好房推荐 众悦127平精装三房 户型好 无遮挡 保养如新,众悦华城 -丹阳开发区商圈,3室2厅 | 127.88平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,118.5,"9,267元/平"
上善雅苑3-2-1-1 98.00m² 106.8 万,上善雅苑 -丹阳华南商圈,3室2厅 | 98平米 | 南 | 精装 | 高楼层(共29层)  | 暂无数据,0人关注 / 4个月以前发布,109.8,"11,205元/平"
国骅天波 精装房 通风好 生活方便 小区环境好,国骅天波 -丹阳开发区商圈,3室2厅 | 119平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,3人关注 / 一年前发布,105,"8,824元/平"
华南新村2楼88平 3室1厅 简装 自行车独库 69万,華南新村 -丹阳华南商圈,3室1厅 | 88平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,69,"7,841元/平"
温州城底层3室2厅1卫简装诚心出售,温州城 -丹阳城区商圈,3室2厅 | 110.5平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,103.8,"9,394元/平"
吾悦华府 全新精装 全天采光 拎包入住 含车位155.8万,吾悦华府 -丹阳开发区商圈,3室2厅 | 115平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,3人关注 / 一年前发布,155.8,"13,548元/平"
此房楼层好，采光好，前后无遮挡 卫生间设计干湿分区,华南园中园 -丹阳华南商圈,3室2厅 | 118.64平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,68,"5,732元/平"
急售！金鼎城市花园160平精装三室两卫148万,金鼎城市花园 -丹阳开发区商圈,3室2厅 | 159平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,148,"9,309元/平"
锦都佳苑商住楼 3室2厅 南,锦都佳苑商住楼 -丹阳城区商圈,3室2厅 | 121平米 | 南 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,105.8,"8,744元/平"
南北相通，格局楼层好 双阳台，有钥匙,爱家尚城 -丹阳城区商圈,4室2厅 | 137.91平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,140,"10,152元/平"
爱家尚城  前排 三室两厅 26即可拥有,爱家尚城 -丹阳城区商圈,3室1厅 | 98平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,100.8,"10,286元/平"
封闭式小区，物业安保负责，小区干净卫生，停车方便。,香草苑 -丹阳城区商圈,3室2厅 | 134平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,12人关注 / 一年前发布,94.8,"7,075元/平"
温州城底层3室2厅1卫简装诚心出售,温州城 -丹阳城区商圈,3室2厅 | 110.5平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,103.8,"9,394元/平"
此房楼层好，采光好，前后无遮挡 卫生间设计干湿分区,华南园中园 -丹阳华南商圈,3室2厅 | 118.64平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,68,"5,732元/平"
龙凤新村95.7平三室两厅62.8万,龙凤新村 -丹阳华南商圈,3室2厅 | 95.7平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,61.5,"6,427元/平"
锦都佳苑商住楼 3室2厅 南,锦都佳苑商住楼 -丹阳城区商圈,3室2厅 | 121平米 | 南 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,105.8,"8,744元/平"
汇金天地 3室2厅 南,汇金天地 -丹阳开发区商圈,3室2厅 | 142平米 | 南 | 毛坯 | 高楼层(共34层)  | 暂无数据,1人关注 / 7个月以前发布,158.8,"11,184元/平"
水岸春天电梯好房推荐   全天采光,怡康家园水岸春天 -丹阳城区商圈,2室2厅 | 123平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,126.8,"10,309元/平"
玉泉小区3室2厅1卫，97平，精装。,玉泉小区 -丹阳开发区商圈,3室2厅 | 97平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,63.7,"6,568元/平"
上善雅苑3-2-1-2 127.00m² 116.8 万,上善雅苑 -丹阳华南商圈,3室2厅 | 127平米 | 南 | 毛坯 | 高楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,116.8,"9,197元/平"
碧桂园好楼层3室新婚装设全拎包即住采光好 107.8万,丹阳碧桂园 -丹阳华南商圈,3室2厅 | 91平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,105.8,"11,627元/平"
房东诚心出售 御珑湾洋房162平4房2卫,御珑湾 -丹阳开发区商圈,4室2厅 | 162平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 一年前发布,175,"10,803元/平"
电永小区 精装房 三房一厅 满五唯一,电永小区 -丹阳开发区商圈,3室1厅 | 92平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,58,"6,305元/平"
鳯翔花園城4-2-1-2 142.80m² 113.8 万一口价,鳯翔花園城 -丹阳开发区商圈,4室2厅 | 142.8平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 10个月以前发布,116,"8,124元/平"
平楼下多层五楼 四室精装修 干净整洁 拎包入住,平楼下 -丹阳开发区商圈,4室2厅 | 133.5平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,80.9,"6,060元/平"
金桥·世纪城2-1-1-1 97.00m² 76.8 万,金桥·世纪城 -丹阳开发区商圈,2室1厅 | 97平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,68,"7,011元/平"
华南园中园，隔一排到南二环 优质三室 价格好说,华南园中园 -丹阳华南商圈,3室2厅 | 118平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,92.8,"7,865元/平"
华都锦城 洋房中楼层 全天采光   数量不多 欲购从速,华都锦城 -丹阳华南商圈,3室2厅 | 123平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,2人关注 / 一年前发布,145,"11,789元/平"
凤凰郡 3室2厅 南 北,凤凰郡 -丹阳华南商圈,3室2厅 | 126平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 6个月以前发布,149.8,"11,889元/平"
滨河凤凰城 2房硬装已装好 房东急售 未入住过,濱河鳳凰城 -丹阳华南商圈,2室1厅 | 88平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,115,"13,069元/平"
江南人家 3室2厅 南,江南人家 -丹阳城区商圈,3室2厅 | 143.5平米 | 南 | 简装 | 中楼层(共17层)  | 板楼,0人关注 / 一年前发布,129.8,"9,046元/平"
三房设计，楼层好，采光很好，，，，，,阳光花园小区 -丹阳城区商圈,3室2厅 | 149平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,125,"8,390元/平"
金色家园(丹阳市) 2室1厅 南 北,金色家园(丹阳市) -丹阳城区商圈,2室1厅 | 104.37平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,102.8,"9,850元/平"
集成公寓 3室2厅 南 北,集成公寓 -丹阳城区商圈,3室2厅 | 136平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,83.8,"6,162元/平"
业主诚心出售，楼层好，采光好，，拎包入住,丹凤公寓 -丹阳城区商圈,3室2厅 | 105平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,72,"6,858元/平"
江南人家 3室2厅 南,江南人家 -丹阳城区商圈,3室2厅 | 148平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 7个月以前发布,135,"9,122元/平"
四叶草户型 明卫  ，新精装三室，飞机户型，房东诚售,开泰苑 -丹阳城区商圈,3室2厅 | 120平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,89.8,"7,484元/平"
好楼层，好楼层，好户型，诚心出售,江南人家 -丹阳城区商圈,3室2厅 | 135平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,128.8,"9,541元/平"
水云新村4室2厅2卫简装提包可以入住价格面议,水云新村 -丹阳城区商圈,4室2厅 | 140平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,69.8,"4,986元/平"
爱家尚城 中楼层 三开间朝南  两卫 毛坯,爱家尚城 -丹阳城区商圈,3室2厅 | 110平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,2人关注 / 一年前发布,113.8,"10,346元/平"
江南人家 3室2厅 南,江南人家 -丹阳城区商圈,3室2厅 | 127平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 一年前发布,120,"9,449元/平"
爱家尚城 3室2厅 南 北,爱家尚城 -丹阳城区商圈,3室2厅 | 108平米 | 南 北 | 其他 | 中楼层(共34层)  | 塔楼,0人关注 / 5个月以前发布,108,"10,000元/平"
金色家园(丹阳市) 2室1厅 南 北,金色家园(丹阳市) -丹阳城区商圈,2室1厅 | 104.37平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,102.8,"9,850元/平"
清馨家园 3室2厅 南 北,清馨家园 -丹阳城区商圈,3室2厅 | 130.97平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,105.8,"8,079元/平"
此房满五唯一，三房一卫户型，视野宽阔，采光无遮挡，,金凤凰花园 -丹阳开发区商圈,3室2厅 | 115平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,69.8,"6,070元/平"
东方盛世经典毛坯两房，总价低，地段好,东方盛世 -丹阳开发区商圈,2室2厅 | 80平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,74,"9,250元/平"
翡翠林精装三房两卫，采光佳户型好，住着好舒服,翡翠林悦庭 -丹阳开发区商圈,3室2厅 | 120平米 | 南 | 精装 | 低楼层(共34层)  | 暂无数据,5人关注 / 一年前发布,115.8,"9,650元/平"
金鼎花园4楼 精装修 3室2厅2卫 视野采光好 看房方便,金鼎城市花园 -丹阳开发区商圈,3室2厅 | 132平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,108.8,"8,243元/平"
金凤凰花园157平，3室2厅2卫精装，楼层好采光好无遮挡,金凤凰花园 -丹阳开发区商圈,3室2厅 | 156.74平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 一年前发布,183.8,"11,727元/平"
东方商城 4室2厅 南,东方商城 -丹阳开发区商圈,4室2厅 | 136平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,84.8,"6,236元/平"
嘉荟新城东区3-2-1-2 133.00m² 99.8 万,嘉荟新城东区 -丹阳开发区商圈,3室2厅 | 133平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 5个月以前发布,99.8,"7,504元/平"
恒大城中高层136平三室两卫 精装 家具家电齐全,恒大城 -丹阳开发区商圈,3室2厅 | 136平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,2人关注 / 一年前发布,115.8,"8,515元/平"
恒大城 4室1厅 南,恒大城 -丹阳开发区商圈,4室1厅 | 161平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 7个月以前发布,125,"7,764元/平"
恒大城 4室2厅 南,恒大城 -丹阳开发区商圈,4室2厅 | 158平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,126.8,"8,026元/平"
吾悦金郡中层177平四房三卫 中 央空调品牌家具家电,吾悦华府公馆 -丹阳开发区商圈,4室2厅 | 177平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,1人关注 / 一年前发布,245,"13,842元/平"
恒大城 161平 精装修 四室两厅两卫 中间楼层,恒大城 -丹阳开发区商圈,4室2厅 | 161平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,144.8,"8,994元/平"
上善雅苑 温馨两居室 87.8万 拎包即住,上善雅苑 -丹阳华南商圈,2室2厅 | 74平米 | 南 | 精装 | 高楼层(共31层)  | 暂无数据,0人关注 / 2个月以前发布,87.8,"11,865元/平"
凤熹台3-2-1-2，125平，118.8万,凤熹台 -丹阳华南商圈,3室2厅 | 125平米 | 东南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 10个月以前发布,118.8,"9,504元/平"
