标题,开发商,房子信息,发布信息,售价/万,单价
电梯大两室，户型方正税费少。。,康桥枫景一期 -汉台区,2室2厅 | 112.27平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 7天以前发布,56,"4,988元/平"
装修花费60万 带车位、露台、空调、地暖 即买即住,建昌卡斯迪亚第壹大道 -汉台区,3室2厅 | 124.42平米 | 南 北 | 其他 | 高楼层(共33层)  | 板塔结合,4人关注 / 7个月以前发布,93,"7,475元/平"
丰辉公园三室一楼带花园60平米有地下车位,丰辉公园小区 -汉台区,3室2厅 | 134.7平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,13人关注 / 一年前发布,95,"7,053元/平"
城东大平层 精装带家具家电 满五唯一  税费少,石狮·东方之珠 -汉台区,4室2厅 | 214.41平米 | 南 北 | 其他 | 高楼层(共12层)  | 板楼,3人关注 / 5个月以前发布,98,"4,571元/平"
城西满五住宅，价格便宜，值得推荐。,明珠小区 -汉台区,2室2厅 | 105.09平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,12人关注 / 一年前发布,40,"3,807元/平"
江边大三室  多层中间楼层 现浇房 能贷款 业主诚心卖,滨江佳园 -汉台区,3室2厅 | 119.09平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,32人关注 / 一年前发布,75,"6,298元/平"
城东成熟社区精装大三室诚心出售，带柴房车位，非顶楼,临风尚居 -汉台区,3室2厅 | 146平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,10人关注 / 11个月以前发布,58,"3,973元/平"
兴汉路上地段好，满五税费少，支持按揭,汉中七十四号信箱家属院 -汉台区,3室2厅 | 130.69平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,46,"3,520元/平"
优质地段，配套齐全，可按揭税费低，两室两卫,汉台区青龙路一建司综合楼 -汉台区,2室2厅 | 104.42平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,2人关注 / 9个月以前发布,42,"4,023元/平"
莲湖东路  多层中间楼层  两室两厅,东塔花苑 -汉台区,2室2厅 | 72.44平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,38,"5,246元/平"
竹园华府精装四室拎包入住，集中供暖，看房方便。,竹园华府 -汉台区,4室1厅 | 174.9平米 | 南 | 其他 | 中楼层(共31层)  | 板塔结合,2人关注 / 5个月以前发布,129.5,"7,405元/平"
城东精装修二室，户型方正，才光好，带车位,兴旺花园 -汉台区,2室2厅 | 96.13平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,6人关注 / 4个月以前发布,33,"3,433元/平"
二号桥头 竹园华府  大四室可观江满二税费少 随时看房,竹园华府 -汉台区,4室2厅 | 175.83平米 | 南 东 西 | 其他 | 中楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,132,"7,508元/平"
此房满五，高铁站旁，带暖气 ，精装电梯好楼层,锦江小区 -汉台区,3室2厅 | 150.04平米 | 南 北 | 精装 | 高楼层(共19层)  | 板楼,0人关注 / 9个月以前发布,65,"4,333元/平"
：莲湖路繁华地段，产证满五，南北通透，通风采光好,祥瑞御景东方 -汉台区,4室2厅 | 141.58平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,9人关注 / 一年前发布,76,"5,368元/平"
房龄适中，户型方正 无浪费，产证满五，小区配套完善,丰辉公园小区 -汉台区,3室2厅 | 133.9平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,85,"6,349元/平"
城东品质小区 人文环境好 满五,石狮·东方之珠 -汉台区,3室2厅 | 120.52平米 | 东 西 | 其他 | 中楼层(共8层)  | 板楼,10人关注 / 6个月以前发布,55,"4,564元/平"
前进路夜市边，多层中间楼层，产证在手，,汉中供电局住宅区 -汉台区,2室1厅 | 60.25平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,24,"3,984元/平"
两室精装 中间楼层 产证满二 拎包入住,金都苑 -汉台区,2室2厅 | 94.65平米 | 东 西 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,45.2,"4,776元/平"
城东两室两厅，带装修，看房方便,石狮·东方之珠 -汉台区,3室2厅 | 98.02平米 | 东 | 其他 | 高楼层(共8层)  | 板楼,4人关注 / 9个月以前发布,40,"4,081元/平"
新桥旁房龄新，带暖气精装修，业主诚意出售！,文沁世家 -汉台区,3室2厅 | 123.07平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,69,"5,607元/平"
城东精装三室洋房出售，户型好，装修保养新,建昌卡斯迪亚第壹大道 -汉台区,3室2厅 | 121.42平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,1人关注 / 一年前发布,86,"7,083元/平"
汉江畔、喷泉旁、全明户型大三居成熟商圈，诚心出售,天泽茗园 -汉台区,3室2厅 | 138.86平米 | 南 | 其他 | 高楼层(共31层)  | 板塔结合,0人关注 / 20天以前发布,86.8,"6,251元/平"
劳动西路好地段  多层中间层 产证在手 随时看房,蓝天·都市风景 -汉台区,3室2厅 | 135.29平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 2个月以前发布,82,"6,062元/平"
带138平大露台 可做封闭式阳光房和空中烧烤乐园,欣建小区 -汉台区,2室1厅 | 105.59平米 | 南 北 | 其他 | 高楼层(共12层)  | 板塔结合,5人关注 / 一年前发布,89,"8,429元/平"
精装修，带柴房（17平），价位可谈~~~~,临风尚居 -汉台区,3室2厅 | 161.46平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,2人关注 / 2个月以前发布,85,"5,265元/平"
成熟社区，交通出行便利，户型方正,锦江小区 -汉台区,3室2厅 | 149.75平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,9人关注 / 一年前发布,54.8,"3,660元/平"
产证满五年，过户税费少，产证清晰，户型 方正。,汇锦城 -汉台区,3室1厅 | 106.22平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,6人关注 / 8个月以前发布,61,"5,743元/平"
房子满五唯一，税费少，精装修，拎包入住,文沁世家 -汉台区,3室2厅 | 123.07平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,28人关注 / 一年前发布,61,"4,957元/平"
南北朝向，采光充足，配套齐全，交通便利,东湖小区 -汉台区,2室2厅 | 108.89平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,32人关注 / 一年前发布,34,"3,123元/平"
大河坎，大两室，户型端正，价格低,万丰阳光家园 -南郑区,2室2厅 | 93.68平米 | 东 西 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,40,"4,270元/平"
城中简装三房，业主诚心出售，看房方便,建行家属院(汉台区) -汉台区,3室2厅 | 112.54平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,42,"3,733元/平"
城东精装3室，产证在手满2，税费低，业主诚售,建昌卡斯迪亚第壹大道 -汉台区,3室2厅 | 130平米 | 南 北 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 19天以前发布,78,"6,000元/平"
户型方正，视野开阔，房子朝南前方无遮挡，采光好。,建昌卡斯迪亚第壹大道 -汉台区,3室1厅 | 96.68平米 | 南 北 | 其他 | 高楼层(共33层)  | 塔楼,3人关注 / 3个月以前发布,61,"6,310元/平"
中  心医院附  近精装三室，南北朝向 可按揭,怡景花园 -汉台区,3室2厅 | 132.18平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,54.5,"4,124元/平"
南北通透，公摊小，精装修，成熟社区，交通便捷,天河小区 -汉台区,3室2厅 | 124.3平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,57人关注 / 一年前发布,55,"4,425元/平"
精装房   交通便利    急着出售,竹韵汉府 -汉台区,3室2厅 | 109.99平米 | 东 西 | 精装 | 中楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,37,"3,364元/平"
城西品质小区，业主诚心出售，价格可谈,中交滨江国际 -汉台区,4室2厅 | 140.06平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,2人关注 / 3个月以前发布,140,"9,996元/平"
城西 汉府公馆 紧 邻体育场 出行方便,汉府公馆 -汉台区,4室2厅 | 154.67平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,39人关注 / 一年前发布,118,"7,630元/平"
高铁站旁 精装两室 有地暖 新装修,站前小区B区 -汉台区,2室2厅 | 91.77平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,42.5,"4,632元/平"
城西142.84㎡多层2楼 精装大三居  提包入住 满两年,明珠小区 -汉台区,3室2厅 | 142.84平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,6人关注 / 7个月以前发布,68,"4,761元/平"
江边大三室，位置优越，价格可谈,汉中人民广播电台家属院 -汉台区,3室2厅 | 100.08平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,43.8,"4,377元/平"
精装房   交通便利    急着出售,竹韵汉府 -汉台区,3室2厅 | 109.99平米 | 东 西 | 精装 | 中楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,37,"3,364元/平"
城西品质小区，业主诚心出售，价格可谈,中交滨江国际 -汉台区,4室2厅 | 140.06平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,2人关注 / 3个月以前发布,140,"9,996元/平"
莲湖路东塔花苑 精装两室 产证无抵押随时过户,东塔花苑 -汉台区,2室2厅 | 79.09平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,29.5,"3,730元/平"
中  心医院附  近精装三室，南北朝向 可按揭,怡景花园 -汉台区,3室2厅 | 132.18平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,54.5,"4,124元/平"
多层一楼  装修好   生活便利地段好,兴汉路10号 -汉台区,3室2厅 | 95.9平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 7个月以前发布,52,"5,423元/平"
房龄新，低密度电梯小高层，带暖气精装三室拎包入住,文沁世家 -汉台区,3室2厅 | 123.17平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,69,"5,603元/平"
高铁旁，满二！精装电梯大三居 ，中间楼层,利达尚都 -汉台区,4室1厅 | 125.68平米 | 南 北 | 其他 | 高楼层(共15层)  | 塔楼,0人关注 / 5个月以前发布,82,"6,525元/平"
产证满五年，多层公摊小，视野开阔，采光充足,御景名都 -汉台区,3室2厅 | 88.6平米 | 南 北 | 其他 | 高楼层(共6层)  | 塔楼,1人关注 / 8个月以前发布,55,"6,208元/平"
此房 业主诚售 位临城区地段吃穿住行便利,东塔花苑 -汉台区,2室2厅 | 82.18平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 11个月以前发布,33,"4,016元/平"
莲湖路汉中师范家属院，多层五楼，带柴房。产权清晰,汉中师范学校 -汉台区,3室2厅 | 108平米 | 东 西 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 16天以前发布,58.5,"5,417元/平"
成熟社区，低楼层户型，采光通风好房源,兴达四号小区 -汉台区,3室2厅 | 116.63平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,4人关注 / 一年前发布,46,"3,945元/平"
莲湖路 好户型优秀两室 户型通透 视野开阔,莲湖路秦峰家属院西院 -汉台区,2室2厅 | 70.83平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,10人关注 / 一年前发布,25,"3,530元/平"
精装三室，拎包入住，南北通透。,博雅花园 -汉台区,3室2厅 | 126.26平米 | 南 北 | 其他 | 中楼层(共6层)  | 平房,2人关注 / 8个月以前发布,72.5,"5,743元/平"
江边新上大四室，满五税费低，精装品牌家具家电,竹园华府 -汉台区,4室2厅 | 161.85平米 | 南 北 | 精装 | 高楼层(共30层)  | 板塔结合,2人关注 / 10个月以前发布,138,"8,527元/平"
位置好，出行方便，户型通透，公摊小,团结二区 -汉台区,2室2厅 | 87.3平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,29.8,"3,414元/平"
东门桥2室2厅精装修拎包入住，产证满二税费低,团结二区 -汉台区,2室2厅 | 82.06平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,40,"4,875元/平"
城东怡欣园2室精装带家具家电 税费少,怡欣园 -汉台区,2室2厅 | 84平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,26,"3,096元/平"
市区电梯房精装五室，明厨明卫采光好，带60平米大露台,汉丰小区 -汉台区,5室2厅 | 145.18平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,2人关注 / 7个月以前发布,82,"5,649元/平"
城东新上 此房户型好  南向客厅阳台卧室 采光好,文沁世家 -汉台区,3室2厅 | 123.07平米 | 东 南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 10个月以前发布,67,"5,445元/平"
城西电梯大平层，家具家电全带，采光好，税费低,明珠小区 -汉台区,3室2厅 | 191.46平米 | 南 北 | 其他 | 中楼层(共12层)  | 板塔结合,13人关注 / 5个月以前发布,84,"4,388元/平"
此房满五 税费低 采光充足 视野开阔,益民组织团家属院 -汉台区,3室2厅 | 100.64平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,39,"3,876元/平"
hexin卖点：，业主诚心出售，产权清晰,丰辉小区 -汉台区,4室2厅 | 146.98平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,4人关注 / 7个月以前发布,55,"3,743元/平"
此房满五，步梯房三层，户型方正，南北通透，带柴房,明珠小区 -汉台区,3室2厅 | 138.94平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,8人关注 / 一年前发布,62,"4,463元/平"
此房产证满五，业主清楚交易流程随时可签！,丰辉公园小区 -汉台区,3室2厅 | 115.17平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,21人关注 / 一年前发布,84,"7,294元/平"
房子南北通透，户型方正，地理位置优越,汉丰小区 -汉台区,3室2厅 | 138.24平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,1人关注 / 5个月以前发布,61,"4,413元/平"
此房满五，过户无多余税费，经济实惠,幸福家园 -汉台区,2室2厅 | 90.44平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 3个月以前发布,49.5,"5,474元/平"
莲湖路多层三室中等装修地段好位置佳,嘉祥小区 -汉台区,3室1厅 | 123.74平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,1人关注 / 4个月以前发布,35,"2,829元/平"
城东 145平 精装大三室 生活便利 配套齐全,学府花园(汉台区) -汉台区,3室2厅 | 145.85平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 3个月以前发布,77,"5,280元/平"
城东优质小区 配套设施齐，高层采光好，,建昌卡斯迪亚第壹大道 -汉台区,3室2厅 | 126.49平米 | 南 北 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,84,"6,641元/平"
南北朝向，光线很好，小区集中供暖，适合..,邮电小区 -汉台区,3室2厅 | 113.29平米 | 北 南 | 其他 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,32,"2,825元/平"
高铁站旁 精装两室 有地暖 新装修,站前小区B区 -汉台区,2室2厅 | 91.77平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,42.5,"4,632元/平"
南北通透格局 楼层好 人车分流 人文环境好,中交滨江国际 -汉台区,3室2厅 | 145平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 18天以前发布,130,"8,966元/平"
莲花小区  多层三室  精装修  看房方便,莲花小区 -汉台区,3室2厅 | 117.48平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,51,"4,342元/平"
此房满五唯一，税费少，户型方正，采光通风效果好,金利达商住小区 -南郑区,3室2厅 | 117平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,39,"3,334元/平"
城西精装大三室人车分流，拎包入住 带地暖,汉府公馆 -汉台区,3室2厅 | 126平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,2人关注 / 5个月以前发布,119,"9,445元/平"
将坛路简装修3室   带车位  户型方正,教育局家属院 -汉台区,3室1厅 | 90平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 16天以前发布,45,"5,000元/平"
产证满五，业主诚心出售 ，交通便利，看房方便,汉台区证券公司家属院 -汉台区,3室2厅 | 135.18平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,46,"3,403元/平"
此房汉台区主城区 步梯一楼精装修 满五唯一,台联小区 -汉台区,2室2厅 | 88.79平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,38,"4,280元/平"
江边精装修未入住，观江视野好，在家可看音乐喷泉,晨晖帝景府 -汉台区,4室2厅 | 138.16平米 | 南 北 | 其他 | 中楼层(共30层)  | 板塔结合,3人关注 / 4个月以前发布,140,"10,134元/平"
