标题,开发商,房子信息,发布信息,售价/万,单价
碧桂园 3室2厅 南 北,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 2天以前发布,116,"9,355元/平"
春风佳苑小区有大型商场医院交通方便,春风佳苑 -万达,2室1厅 | 94.5平米 | 南 北 | 精装 | 中楼层(共25层)  | 板塔结合,0人关注 / 5个月以前发布,110,"11,641元/平"
长控南家属院两室73万出售 满五随时过户  可按揭,长控南家属区 -七里墩,2室2厅 | 72平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,69,"9,584元/平"
出售 天润苑精装两室好房 大产权可按揭,天润苑 -天水郡,2室2厅 | 113.8平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,86,"7,558元/平"
优质地段、优质小区，鸿源新居购房刚需,鸿源新居 -秦州区,3室2厅 | 109.27平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,5人关注 / 一年前发布,100,"9,152元/平"
华容铸造机械厂，一室户型，装修漂亮。,华荣铸造机械家属院小区 -秦州区,1室1厅 | 53.7平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,65,"12,105元/平"
安民家园 大产权  可按揭  看房方便   随时过户,安民家园 -王家磨,2室2厅 | 96.5平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,72,"7,462元/平"
和谐家园  经典两室   看房方便  价格可谈,和谐家园 -七里墩,2室1厅 | 94平米 | 南 | 简装 | 中楼层(共16层)  | 板楼,8人关注 / 一年前发布,68,"7,235元/平"
星光家园 毛坯房两室两厅业主诚心出售,星光家园 -麦积区,2室2厅 | 110.4平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,60,"5,435元/平"
福门财富广场天水郡好地段，商品房，看房议价可以。,福门财富广场 -未知商圈,2室2厅 | 86.81平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,75,"8,640元/平"
视野宽阔，采光充足，配套设施齐全，交通便利,铁塔厂家属院 -伏羲庙,2室2厅 | 85.62平米 | 南 | 其他 | 高楼层(共8层)  | 暂无数据,0人关注 / 4个月以前发布,80,"9,344元/平"
急售  天麟名城苑   两室  毛坯房,天麟·名城苑 -伏羲庙,2室2厅 | 106平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,1人关注 / 6个月以前发布,98,"9,246元/平"
兰天广场  两室两厅一厨一卫 带露台,兰天花苑 -秦州区,2室2厅 | 103.58平米 | 南 | 其他 | 低楼层(共12层)  | 暂无数据,0人关注 / 3个月以前发布,114,"11,006元/平"
房子产权清晰，支持按揭贷款，南北通透采光好,铁塔厂家属院 -伏羲庙,2室2厅 | 105平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 8个月以前发布,110,"10,477元/平"
天水郡精装三居室  大产权 可按揭,宝泰雅苑 -天水郡,3室1厅 | 87平米 | 南 北 | 其他 | 中楼层(共14层)  | 暂无数据,0人关注 / 5个月以前发布,78,"8,966元/平"
精表厂 精装修 南北通透 两室两厅 可按揭,精表家园 -王家磨,2室2厅 | 88.98平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,75,"8,429元/平"
不用装修 拧包入住 为了孩子   南北通透,广厦小区 -秦州区,2室2厅 | 93.5平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,115,"12,300元/平"
低楼层，单价低，无公摊，价格可议,乡干楼家属院 -天水郡,2室1厅 | 74.07平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 11个月以前发布,66,"8,911元/平"
岷山厂家属院 2室2厅1卫 带地下室 万达商圈 价格可谈,岷山住宅区 -万达,2室2厅 | 95.62平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,95,"9,936元/平"
此房南北通透，一楼带花园，可按揭，价格还可谈,晟世珑庭 -马跑泉,2室2厅 | 94平米 | 南 北 | 其他 | 低楼层(共15层)  | 暂无数据,0人关注 / 2个月以前发布,88,"9,362元/平"
多余房产 考虑出租 房子现在空置 所以选择出租,正大世纪华都 -天水郡,2室2厅 | 103平米 | 南 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 2个月以前发布,72,"6,991元/平"
急售  宝鼎花苑  两室两厅 大产权 可按揭,宝鼎花苑 -兰天,2室2厅 | 92平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,88,"9,566元/平"
此房公园逸夫，格局好，户型方正，采光充足，配套齐全,钢厂家属院 -秦州区,2室2厅 | 93.4平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,118,"12,634元/平"
万达商圈香榭丽舍66平小两室65万可谈可按揭,华府香榭丽舍 -万达,2室1厅 | 66.4平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 一年前发布,60,"9,037元/平"
岷山住宅区，地段较好，价格优美,岷山住宅区 -万达,2室1厅 | 72平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,70,"9,723元/平"
轴仪佳苑2室2厅业主急售78万可谈,轴仪佳苑 -秦州区,2室2厅 | 94.55平米 | 南 北 | 其他 | 高楼层(共22层)  | 暂无数据,7人关注 / 一年前发布,72,"7,616元/平"
楼层好  南北通透  精装修  小区环境好,山水嘉园 -王家磨,2室2厅 | 88平米 | 南 | 简装 | 低楼层(共24层)  | 暂无数据,4人关注 / 一年前发布,55,"6,250元/平"
此房南北通透 ，格局方正..交通方便.兰天城市广场.,金宇花苑 -秦州区,2室2厅 | 82平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,82,"10,000元/平"
此房南北通透格局，户型方正，标准的两室一厅,永红家园 -伏羲庙,2室1厅 | 60平米 | 东 西 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,60,"10,000元/平"
急售   星光世纪城两室两厅  精装,星光世纪城 -天水郡,2室2厅 | 94平米 | 南 北 | 简装 | 中楼层(共18层)  | 暂无数据,1人关注 / 8个月以前发布,68,"7,235元/平"
红桥旁 南北通透 无公摊 采光好 有花园,天府华庭 -秦州区,2室2厅 | 101平米 | 南 | 其他 | 低楼层(共11层)  | 暂无数据,2人关注 / 6个月以前发布,108,"10,694元/平"
古城 解一2室 单价低 可按揭随时签,华苑小区 -兰天,2室1厅 | 93.25平米 | 南 北 | 其他 | 高楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,88,"9,437元/平"
急售，安民家园，大两室，户型好，楼层好,安民家园 -王家磨,2室1厅 | 96.5平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 6个月以前发布,76,"7,876元/平"
解放路方宇花园精装两居室，南北通透可按揭,方宇花园 -兰天,2室2厅 | 99平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,105,"10,607元/平"
好户型  产证在手 随时看房 随时过户,春风佳苑 -万达,2室2厅 | 94.47平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,88,"9,316元/平"
盛源小区急售 建三五中北园子兰天嘉园东桥头新华路,盛源家园 -东桥头,2室2厅 | 102.7平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,100,"9,738元/平"
急售  电缆厂天缆家园  两室一厅 大产权,天缆家园4号院 -伏羲庙,2室2厅 | 97平米 | 北 南 | 其他 | 低楼层(共16层)  | 暂无数据,0人关注 / 5个月以前发布,90,"9,279元/平"
尚真印象经典两室两厅一厨一卫南北通透,尚真印象 -七里墩,2室2厅 | 93.5平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 一年前发布,90,"9,626元/平"
南北通透格局好 配套设施齐全 交通便利,盛源新区 -马跑泉,2室2厅 | 83.13平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,59.8,"7,194元/平"
使用面积大，采光好，通透舒适，南北格局，电梯房。,八建和顺家园 -七里墩,2室1厅 | 81平米 | 南 北 | 简装 | 中楼层(共18层)  | 暂无数据,3人关注 / 6个月以前发布,55,"6,791元/平"
此房南北通透格局，精装修，拎包入住。,华府香榭丽舍 -万达,3室2厅 | 121.3平米 | 南 北 | 简装 | 低楼层(共24层)  | 板楼,0人关注 / 1个月以前发布,109,"8,986元/平"
软木厂家属院 两室两厅一厨一卫  小面积 无公摊,新华园小区 -东桥头,2室2厅 | 75.16平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,76,"10,112元/平"
业主诚心出售 上亿广场  精装修复式,上亿广场 -西十里,1室1厅 | 51.73平米 | 南 北 | 其他 | 高楼层(共15层)  | 暂无数据,0人关注 / 1个月以前发布,65,"12,566元/平"
此房公园逸夫，格局好，户型方正，采光充足，配套齐全,钢厂家属院 -秦州区,2室2厅 | 93.4平米 | 北 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,115,"12,313元/平"
电梯房  精装修  南北通透  落地窗,宝翠苑 -天水郡,2室1厅 | 86平米 | 南 北 | 其他 | 高楼层(共17层)  | 暂无数据,1人关注 / 4个月以前发布,73,"8,489元/平"
逸夫片区家园小区两室两厅，中间楼层，采光充足,家园小区 -秦州区,2室2厅 | 84.9平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,89.5,"10,542元/平"
天水郡 东裕广场      电梯新房    南北通透,东煜广场 -天水郡,2室1厅 | 93.5平米 | 南 北 | 其他 | 高楼层(共25层)  | 暂无数据,4人关注 / 一年前发布,83,"8,878元/平"
锻压厂两室两厅一厨一卫带家具出售,锻压家园 -道北,2室2厅 | 77.71平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,52,"6,692元/平"
业主诚心出售 满五唯一  户型方正,宝泰雅苑 -天水郡,2室1厅 | 78平米 | 东 西 | 其他 | 中楼层(共14层)  | 暂无数据,0人关注 / 9个月以前发布,70,"8,975元/平"
房子满五唯一 南北通透，户型方正，交通便利,岷山住宅区 -万达,2室2厅 | 73平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,67,"9,179元/平"
金都天湖名府 2室2厅 南,金都天湖名府 -东桥头,2室2厅 | 96.08平米 | 南 | 其他 | 低楼层(共25层)  | 暂无数据,2人关注 / 3个月以前发布,120,"12,490元/平"
逸夫片区 首付36W 可按揭 配套齐全 三室一厅,花苑小区 -秦州区,3室1厅 | 69.34平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 10个月以前发布,80,"11,538元/平"
电缆厂坚家河精装两居室电梯房，可拎包入住,天缆家园4号院 -伏羲庙,2室2厅 | 90.6平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 9个月以前发布,87,"9,603元/平"
地处市城区位置，天水市繁华的区域,东达大厦 -未知商圈,1室1厅 | 70.1平米 | 北 | 精装 | 中楼层(共19层)  | 暂无数据,0人关注 / 4个月以前发布,65,"9,273元/平"
电缆厂 两居室 南北通透  可按揭,天缆家园4号院 -伏羲庙,2室2厅 | 85.5平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,85,"9,942元/平"
满五唯一  看房方便  可议价,和谐家园 -七里墩,2室2厅 | 99.7平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,74,"7,423元/平"
南北通透格局，视野宽阔，采光充足,天河家园 -七里墩,2室2厅 | 90.5平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,76,"8,398元/平"
南北通透    位置优越    拎包入住,暖河湾新村 -天水郡,2室2厅 | 98.4平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,60,"6,098元/平"
地处市城区位置，天水市繁华的区域,东达大厦 -未知商圈,1室1厅 | 70.1平米 | 北 | 精装 | 中楼层(共19层)  | 暂无数据,0人关注 / 4个月以前发布,65,"9,273元/平"
标准两室两厅  公摊小  简单装修  采光好,体育场小区 -未知商圈,2室2厅 | 65.54平米 | 东 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,55,"8,392元/平"
电缆厂 两居室 南北通透  可按揭,天缆家园4号院 -伏羲庙,2室2厅 | 85.5平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,85,"9,942元/平"
出售 安民家园 两室两厅 带装修,安民家园 -王家磨,2室1厅 | 98平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,75,"7,654元/平"
金江花苑精装修大两室两厅带地下室,金江花苑 -分路口,2室2厅 | 103平米 | 北 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,75,"7,282元/平"
绿色市场旁润苑小区 三室两厅 精装修 随时看房,润苑小区 -未知商圈,3室2厅 | 121.82平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,115,"9,441元/平"
此房南北通透，两室两厅一卫，看房方便 随时可看,恒顺锦润悦府 -成纪新城,2室2厅 | 95平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,85,"8,948元/平"
此房南北通透，看房随时可看，价格可谈,恒顺锦润悦府 -成纪新城,2室2厅 | 94平米 | 南 | 毛坯 | 低楼层(共27层)  | 板塔结合,0人关注 / 4个月以前发布,90,"9,575元/平"
秦州区与麦积区之间地段 价格低，有证，满五，,和谐家园 -七里墩,2室2厅 | 95.76平米 | 南 | 其他 | 低楼层(共16层)  | 暂无数据,0人关注 / 4个月以前发布,69,"7,206元/平"
业主诚心出售 满五唯一 大产权 可按揭,八建集团南大桥家属院 -秦州区,2室1厅 | 61.8平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,75,"12,136元/平"
逸夫公园片 简装两室 有名鄂 可按揭 价格可谈 带柴房,长材家属院 -秦州区,2室1厅 | 71.5平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,75,"10,490元/平"
逸夫片区，两室一厅一厨一卫 中间楼层,长通家园 -秦州区,2室1厅 | 96平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,95,"9,896元/平"
金宇花苑 2室2厅 南,金宇花苑 -秦州区,2室2厅 | 83.33平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,91,"10,921元/平"
金宇花苑 2室1厅 南 北,金宇花苑 -秦州区,2室1厅 | 71平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,80,"11,268元/平"
业主诚心出售  装修保持的不错  可按揭,枣园小区 -秦州区,3室1厅 | 96平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,67,"6,980元/平"
御园财富公馆86平米两室刚需房业主诚意出售,御园财富公馆 -秦州区,2室2厅 | 86平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,74,"8,605元/平"
八建集团南大桥家属院 2室1厅 南,八建集团南大桥家属院 -秦州区,2室1厅 | 50.1平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,59,"11,777元/平"
医药公司家属院 好楼层 楼梯房,医药公司家属院. -秦州区,2室1厅 | 63.03平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,95,"15,073元/平"
师院精装两居室，南北通透，户型方正拎包入住,华港兴居 -天水郡,2室2厅 | 103.5平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,99,"9,566元/平"
奋斗小区 精装修 南北通透户型 大产权,奋斗小区 -秦州区,2室2厅 | 103.34平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,89,"8,613元/平"
凯利瑞斯酒店后面，交通便利，出行方便。,籍苑小区 -东桥头,3室2厅 | 104平米 | 南 北 | 简装 | 高楼层(共4层)  | 暂无数据,0人关注 / 4个月以前发布,102,"9,808元/平"
宝泰家园2-2-1-1 83.50m² 68 万）,宝泰家园 -未知商圈,2室2厅 | 83.5平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,68,"8,144元/平"
绿色市场两居室 好楼层 采光好,火柴厂家属院 -未知商圈,2室2厅 | 91平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,0人关注 / 4个月以前发布,85,"9,341元/平"
驾校旁边  中间楼层  小面积  单价低,滨河西路24小区 -未知商圈,3室1厅 | 67.23平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,51,"7,586元/平"
星光世纪城 两室一厅业主诚心出售 精装修,星光世纪城 -天水郡,2室1厅 | 75.48平米 | 北 南 | 其他 | 中楼层(共26层)  | 暂无数据,1人关注 / 3个月以前发布,55,"7,287元/平"
山水嘉园 2室2厅 南,山水嘉园 -王家磨,2室2厅 | 115平米 | 南 | 其他 | 中楼层(共25层)  | 暂无数据,0人关注 / 2个月以前发布,77,"6,696元/平"
丽景花园，南北通透，楼层干净，,丽景花园(秦州区) -东桥头,2室2厅 | 110.9平米 | 东 西 | 其他 | 中楼层(共8层)  | 平房,5人关注 / 一年前发布,92,"8,296元/平"
