标题,开发商,房子信息,发布信息,售价/万,单价
精装修 产证在手满二 户型方正 采光无遮挡,宝华花园 -宝华商圈,3室2厅 | 100.99平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2天以前发布,60,"5,942元/平"
本房楼栋位于小区中间位置采光充足，视野开阔,碧桂园仙林东郡 -宝华商圈,3室2厅 | 95平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 4个月以前发布,100,"10,527元/平"
房子格局好，楼层好，采光足，四开间朝南，主卧带飘窗,仙林首望城 -宝华商圈,3室1厅 | 88平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,125,"14,205元/平"
三面环山 房子精装修加地暖 新空房无人住过 随时看房,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 95平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,90,"9,474元/平"
近南京地铁口 恒大雅苑 精装修 业主急售,恒大雅苑 -宝华商圈,3室2厅 | 147.98平米 | 南 北 | 精装 | 高楼层(共31层)  | 塔楼,32人关注 / 5个月以前发布,118,"7,975元/平"
小区绿化多样环境好，自带配套，楼下就是大*市,碧桂园仙林东郡 -宝华商圈,2室2厅 | 78.19平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,2人关注 / 一年前发布,70,"8,953元/平"
交通方便，户型方正 视野好 采光无遮挡,彩虹城 -宝华商圈,3室2厅 | 86.74平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,17人关注 / 一年前发布,78,"8,993元/平"
仙林大道东两侧  彩虹城小区 万达茂,彩虹城 -宝华商圈,3室2厅 | 83.63平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,28人关注 / 一年前发布,85.5,"10,224元/平"
宝华山下，风景房，采光好，视野好 格局方正,碧桂园大学印象峰景苑 -宝华商圈,4室1厅 | 150平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,1人关注 / 2个月以前发布,154,"10,267元/平"
万达近毛坯大四房，随时看房，价格能谈,春天里 -宝华商圈,4室2厅 | 120平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,4人关注 / 一年前发布,85,"7,084元/平"
房子格局好，楼层好，采光足，四开间朝南，主卧带飘窗,仙林首望城 -宝华商圈,3室1厅 | 88平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,125,"14,205元/平"
碧桂园仙林东郡 3室2厅 南,碧桂园仙林东郡 -宝华商圈,3室2厅 | 124平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,98,"7,904元/平"
仙林东路 恒大雅苑 小区中间地段,恒大雅苑 -宝华商圈,3室2厅 | 125平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,22人关注 / 一年前发布,110,"8,800元/平"
宝华山下，花园洋房，采光充足。,朗诗万都玲珑樾 -宝华商圈,3室2厅 | 91.22平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,9人关注 / 8个月以前发布,118,"12,936元/平"
万达茂旁 仙林国际花园  大三房 好楼层  诚心出售,和昌仙林国际 -宝华商圈,3室2厅 | 103平米 | 南 | 毛坯 | 中楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,92,"8,933元/平"
恒大开发 仙林东 精装修 随时看房 诚心出售,恒大雅苑 -宝华商圈,3室2厅 | 124平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,116,"9,355元/平"
宝华山下，花园洋房，采光充足。,朗诗万都玲珑樾 -宝华商圈,3室1厅 | 92平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,15人关注 / 6个月以前发布,118,"12,827元/平"
仙林东精装四房 4A级宝华山旁 环境好 顶楼带*大露台,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 150平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,14人关注 / 一年前发布,190,"12,667元/平"
南京仙林东精装修大三房交通方便,青筑伯爵台阅山花园 -宝华商圈,3室2厅 | 133平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,125,"9,399元/平"
采光足，视野开阔，朝南，户型方正,玉兰花园 -宝华商圈,3室2厅 | 101平米 | 南 | 毛坯 | 6层  | 板塔结合,9人关注 / 10个月以前发布,58,"5,743元/平"
三室二厅一卫 全新未住 还有三个月满两年 家电具留下,宝华花园 -宝华商圈,3室2厅 | 88.15平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,23人关注 / 5个月以前发布,76,"8,622元/平"
户型方正，无遮挡，精装带地暖，交通便利，配套齐全。,泰达青筑 -宝华商圈,3室2厅 | 108平米 | 南 | 精装 | 低楼层(共24层)  | 平房,6人关注 / 9个月以前发布,127,"11,760元/平"
碧桂园大学印象山景大平层业主急售，看房方便,碧桂园大学印象 -宝华商圈,4室2厅 | 174平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 暂无数据,0人关注 / 1个月以前发布,160,"9,196元/平"
精装修，家电家具齐，全卫生干净。,京东紫晶 -宝华商圈,3室2厅 | 104.02平米 | 东 | 精装 | 低楼层(共35层)  | 塔楼,0人关注 / 1个月以前发布,99.9,"9,604元/平"
仙林桥头堡 中间楼层 随时看房 配套齐全,仙林悦城 -宝华商圈,3室2厅 | 89.6平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,98,"10,938元/平"
店长推荐 业主诚心出售 好楼层 价格可谈,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117.99平米 | 南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 4个月以前发布,109,"9,239元/平"
仙林东万达茂碧桂园翡翠华府三房一卫精装带地暖,碧桂园翡翠华府 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 7个月以前发布,95,"10,000元/平"
房子格局好，主卧朝南，大阳台设计，配套设施齐全,碧桂园翡翠华府 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,95,"10,000元/平"
仙林东 宝华镇 仙林首站  仙林悦城,仙林悦城 -宝华商圈,2室1厅 | 82平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 4个月以前发布,80,"9,757元/平"
山景房 环境优美 交通便利 采光好 楼间距大 物业好,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,0人关注 / 1个月以前发布,88,"9,264元/平"
宝华镇洋房别墅区同城世家现出售 业主急售！,同城世家 -宝华商圈,2室2厅 | 98.63平米 | 南 | 毛坯 | 10层  | 板楼,42人关注 / 一年前发布,103.8,"10,525元/平"
格局好 楼层好 采光足 视野开阔平 朝南,京东紫晶 -宝华商圈,3室2厅 | 82.86平米 | 南 | 毛坯 | 低楼层(共35层)  | 塔楼,0人关注 / 一年前发布,99.43,"12,000元/平"
恒大雅苑 湖景房 小区绿化很高 视野开阔,恒大雅苑 -宝华商圈,3室2厅 | 135.06平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,17人关注 / 一年前发布,113,"8,367元/平"
恒大雅苑 新空毛坯 单价低 户型方正 采光充足,恒大雅苑 -宝华商圈,3室2厅 | 126.04平米 | 南 | 毛坯 | 高楼层(共31层)  | 板楼,57人关注 / 一年前发布,101,"8,014元/平"
仙林东  山景洋房  小区环境好   房东自住装修,九曲花苑 -宝华商圈,3室2厅 | 82.6平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 9个月以前发布,108,"13,076元/平"
朗诗科技洋房..户型格局方正。,朗诗万都玲珑樾 -宝华商圈,3室2厅 | 91平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,1人关注 / 8个月以前发布,95,"10,440元/平"
恒大雅苑  3开间朝南  二次装修 拎包入住 楼层好,恒大雅苑 -宝华商圈,2室1厅 | 88.88平米 | 南 | 精装 | 低楼层(共31层)  | 板楼,1人关注 / 一年前发布,85,"9,564元/平"
楼层好，视野宽阔，采光充足，配套设施完整，交通方便,京东紫晶 -宝华商圈,2室2厅 | 74平米 | 南 | 毛坯 | 低楼层(共35层)  | 板楼,0人关注 / 一年前发布,80,"10,811元/平"
仙林东 万达茂 恒大雅苑 空气清新 适合居住,恒大雅苑 -宝华商圈,3室2厅 | 105.07平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,2人关注 / 一年前发布,110,"10,470元/平"
新上房源 精装修 拎包入住 价格好谈 看房有钥匙,仙林悦城 -宝华商圈,3室2厅 | 83.26平米 | 北 南 | 简装 | 中楼层(共33层)  | 板楼,20人关注 / 4个月以前发布,74,"8,888元/平"
房子格局好，视野宽阔，户型方正，采光也足,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117.08平米 | 南 北 | 精装 | 高楼层(共32层)  | 塔楼,2人关注 / 11个月以前发布,116,"9,908元/平"
花园洋房顶跃 视野开阔可塑性空间大 交通便利,碧桂园中天东方骏庭 -宝华商圈,3室2厅 | 115平米 | 东 | 毛坯 | 6层  | 板楼,7人关注 / 一年前发布,153,"13,305元/平"
楼层好，视野宽阔，采光充足，配套设施完整，交通便利,帝源都小区二期 -宝华商圈,4室2厅 | 138平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,125,"9,058元/平"
仙林东宝华山下 玉兰花园改善三房两卫 有房产证可贷款,玉兰花园 -宝华商圈,3室2厅 | 120平米 | 南 | 毛坯 | 6层  | 板塔结合,0人关注 / 5个月以前发布,71,"5,917元/平"
格局好，楼层好，采光足，视野开阔，朝南,九曲花苑 -宝华商圈,4室2厅 | 94.58平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,4人关注 / 8个月以前发布,102,"10,785元/平"
朗诗万都玲珑樾 3室2厅 南,朗诗万都玲珑樾 -宝华商圈,3室2厅 | 93平米 | 南 | 毛坯 | 中楼层(共10层)  | 板塔结合,1人关注 / 一年前发布,96,"10,323元/平"
香山壹境：房源格局好，房东诚心出售，配套设施齐全,香山壹境 -宝华商圈,2室1厅 | 72平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,17人关注 / 一年前发布,56,"7,778元/平"
仙林悦城 精装两房 满两年 中间楼层 交通便利,仙林悦城 -宝华商圈,2室2厅 | 64平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,15人关注 / 一年前发布,56,"8,750元/平"
格局好，楼层好，采光足，视野开阔，朝南,和昌仙林国际 -宝华商圈,3室2厅 | 106平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,4人关注 / 一年前发布,98,"9,246元/平"
碧桂园 精装修三房 急卖 带个大平台 随时看房 急卖,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 低楼层(共29层)  | 板楼,76人关注 / 一年前发布,77,"8,106元/平"
万达茂 恒大 位置好 楼层好 拎包入住 诚心卖,恒大雅苑 -宝华商圈,3室2厅 | 132平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,45人关注 / 一年前发布,118,"8,940元/平"
通透户型 格局好，楼层好，采光足，视野开阔，朝南.,金科观天下 -宝华商圈,5室2厅 | 138平米 | 南 | 毛坯 | 3层  | 板楼,1人关注 / 一年前发布,269,"19,493元/平"
仙林东 新城源山 叠墅 临湖 景色好 上叠 看房随时,新城源山 -宝华商圈,3室2厅 | 137平米 | 南 | 毛坯 | 4层  | 板楼 | 联排别墅 ,11人关注 / 一年前发布,165,"12,044元/平"
品质朗诗 人车分流   家居三室,朗诗万都玲珑樾 -宝华商圈,3室2厅 | 91.33平米 | 南 | 毛坯 | 低楼层(共8层)  | 板楼,4人关注 / 一年前发布,112,"12,264元/平"
南京仙林湖 宝华山脚下环境优美 小高层边户三房采光好,碧桂园仙林东郡 -宝华商圈,3室2厅 | 82.46平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,84人关注 / 一年前发布,69.8,"8,465元/平"
仙林悦城 精装三房 户型方正 房主急售 随时看房,仙林悦城 -宝华商圈,3室2厅 | 89.9平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,0人关注 / 6个月以前发布,84.8,"9,433元/平"
临南京 近地铁 户型好 配套齐全 交通便利,恒大雅苑 -宝华商圈,3室2厅 | 112.61平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,3人关注 / 9个月以前发布,105,"9,325元/平"
270大平层、五房两厅三卫，视野好，位置佳，,碧桂园凤凰城芷兰湾 -碧桂园凤凰城,5室2厅 | 270平米 | 东南 南 | 精装 | 高楼层(共30层)  | 塔楼,1人关注 / 3个月以前发布,204.5,"7,575元/平"
采光充足 交通便利 购物方便 楼层好 绿化好 环境好.,凤坛花园 -宝华商圈,3室2厅 | 102平米 | 南 | 毛坯 | 中楼层(共7层)  | 板塔结合,2人关注 / 一年前发布,45,"4,412元/平"
楼层好 采光好 不沿街 不靠马路 总价低 无增值税,仙林悦城 -宝华商圈,3室1厅 | 76平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 塔楼,12人关注 / 一年前发布,75,"9,869元/平"
宝华首站，结婚装修25万四房房东急售,和昌仙林国际 -宝华商圈,4室2厅 | 109平米 | 南 北 | 精装 | 低楼层(共29层)  | 板塔结合,30人关注 / 一年前发布,117,"10,734元/平"
朗诗地产 宝华科技小洋房 环境好 满二,朗诗万都玲珑樾 -宝华商圈,3室1厅 | 87平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,3人关注 / 8个月以前发布,98,"11,265元/平"
仙林东低密度低楼层洋房别墅区环境优美配套齐全,同城世家 -宝华商圈,2室2厅 | 92平米 | 南 | 毛坯 | 10层  | 板楼,13人关注 / 一年前发布,108,"11,740元/平"
万达茂旁好房出售，价格好谈！！！！,玉兰花园 -宝华商圈,3室1厅 | 100平米 | 南 北 | 毛坯 | 6层  | 板塔结合,0人关注 / 一年前发布,62,"6,200元/平"
山景洋房 花园式的小区  得房率高  一提一户,朗诗万都玲珑樾 -宝华商圈,4室2厅 | 115平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板塔结合,0人关注 / 一年前发布,145,"12,609元/平"
环境优美 交通便利 采光好  物业好,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 125平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,109,"8,720元/平"
临南京 近地铁 户型好 配套齐全 交通便利,恒大雅苑 -宝华商圈,3室2厅 | 131.6平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼,0人关注 / 2个月以前发布,118,"8,967元/平"
南京的后花园  央企招商精装修3房  楼层好  采光好！,招商国际E城 -宝华商圈,3室2厅 | 92.98平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,7人关注 / 10个月以前发布,125,"13,444元/平"
四季金辉 户型方正 房主诚心出售  看房方便,四季金辉 -宝华商圈,3室2厅 | 89平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,3人关注 / 一年前发布,68,"7,641元/平"
房子户型好，山景房 ，三面环山，楼层好，环境好,碧桂园大学印象 -宝华商圈,3室2厅 | 97平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,2人关注 / 一年前发布,98,"10,104元/平"
招商国际，视野好，无遮挡，生活方便。,招商国际E城 -宝华商圈,4室1厅 | 133平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,2人关注 / 2个月以前发布,110,"8,271元/平"
此房中间楼层，采光好，无遮挡，视野好,仙林悦城 -宝华商圈,2室1厅 | 67平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 一年前发布,54,"8,060元/平"
一线山景房 青筑伯爵台阅山花园 采光好 精装修 无遮挡,青筑伯爵台阅山花园 -宝华商圈,3室2厅 | 105平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,115,"10,953元/平"
格局好，楼层好，采光足，视野开阔，朝南,同城世家 -宝华商圈,2室2厅 | 92平米 | 南 | 毛坯 | 10层  | 板楼,3人关注 / 一年前发布,95,"10,327元/平"
业主急售，室内干净整洁，配套齐全，出行方便,四季金辉 -宝华商圈,3室1厅 | 79平米 | 南 | 简装 | 中楼层(共34层)  | 塔楼,0人关注 / 3个月以前发布,69,"8,735元/平"
新上房源 万达茂旁 近地铁 业主降价15万 诚心出售,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 97平米 | 南 北 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 5个月以前发布,93,"9,588元/平"
山景房，一梯一户，视野好，采光好，南北通风。,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 125.36平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,109,"8,695元/平"
二期精装空调带地暖 楼层好视野宽阔 业主诚心出售,泰达青筑 -宝华商圈,3室2厅 | 111.1平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,4人关注 / 4个月以前发布,95,"8,551元/平"
央企开发商品质小高层 东边户 业主诚心出售 价格可议,泰达青筑 -宝华商圈,4室2厅 | 119.52平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 一年前发布,106,"8,869元/平"
恒大雅苑  二房朝南  湖景房  全新家具家电中间楼层,恒大雅苑 -宝华商圈,2室2厅 | 85.58平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,3人关注 / 一年前发布,120,"14,022元/平"
楼层好视野宽广，采光充足，配套设施齐全，交通便利,仙林悦城 -宝华商圈,3室2厅 | 116平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,99,"8,535元/平"
南京仙林东 宝华山下 精装修 中间楼层 有车位,碧桂园伯爵山 -宝华商圈,3室1厅 | 131.9平米 | 东南 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 5个月以前发布,116,"8,795元/平"
大学印象精装三房急售 拎包入住 山景住宅 配套齐全,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,0人关注 / 一年前发布,103,"10,843元/平"
精装新房未入住 房型好 有院子 小高层 一梯一户,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 123平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,8人关注 / 一年前发布,113,"9,187元/平"
