标题,开发商,房子信息,发布信息,售价/万,单价
开发商统装大三房，满5唯一，自住保养新,澜调国际 -湖东,3室2厅 | 141.36平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,1人关注 / 6天以前发布,550,"38,908元/平"
中间楼层 采光视野都很好 诚意出售,繁华里 -花桥,2室2厅 | 80.45平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,2人关注 / 10个月以前发布,165,"20,510元/平"
交通便利，配套设施齐全，善耕+草桥，随时可看。,大观花园北区 -平江新城,2室2厅 | 103.25平米 | 南 | 毛坯 | 低楼层(共20层)  | 板楼,61人关注 / 一年前发布,266,"25,763元/平"
此房满二唯一税少，采光充足，配套设施齐全。位置好,启航社河东 -花桥,2室2厅 | 45.75平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,8人关注 / 1个月以前发布,110,"24,044元/平"
此房满五，纯毛坯，改造性强，中间楼层，采光刺眼！,泰元家园 -元和,2室1厅 | 68.73平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,33人关注 / 一年前发布,115,"16,733元/平"
环秀湖花园 全新毛坯二房业主诚心出售，看房方便,环秀湖花园 -高铁新城,2室2厅 | 89.12平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,2人关注 / 1个月以前发布,174,"19,525元/平"
好位置 好楼层 ，采光好。阳光充足，很大楼间距。,万业湖墅金典 -郭巷,2室2厅 | 80.37平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,3人关注 / 1个月以前发布,186,"23,143元/平"
7 月22号满二，毛坯楼层好，有钥匙看房提前联系方便，,大运河府 -松陵,4室2厅 | 117.1平米 | 南 | 毛坯 | 高楼层(共34层)  | 板楼,2人关注 / 6个月以前发布,210,"17,934元/平"
新上潼泾新村5楼，精装修南北房，看房 有钥匙诚售,潼泾新村 -胥江,2室1厅 | 53.2平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,18人关注 / 3个月以前发布,116.6,"21,918元/平"
远离高架 位置居中，中上楼层，房东诚心出售价格可谈,太阳城缘邑 -东沙湖,2室2厅 | 88.14平米 | 南 | 简装 | 33层  | 板塔结合,16人关注 / 3个月以前发布,328,"37,214元/平"
温馨三房带大露台 视野开阔可看湖 近地铁 交通便利,韵湖国际 -淀山湖,3室2厅 | 87.46平米 | 南 | 简装 | 高楼层(共11层)  | 板塔结合,10人关注 / 一年前发布,142,"16,236元/平"
房子目前空置 看房随时有钥匙 带自库,鲈乡二村 -松陵,2室2厅 | 82.02平米 | 南 | 简装 | 低楼层(共4层)  | 板楼,0人关注 / 4个月以前发布,140,"17,070元/平"
万科精装两房，满两年，楼栋楼层位置很好！,万科魅力花园 -花桥,2室2厅 | 66.13平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,1人关注 / 3个月以前发布,143,"21,625元/平"
清水湾两房 精装修 南北通风 户型正气 房東唯一住宅,清水湾花园 -城南,2室2厅 | 90.6平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,6人关注 / 2个月以前发布,188,"20,751元/平"
业主豪降20万 拎包入住不跳价,新城香悦花园 -花桥,3室2厅 | 89.52平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,24人关注 / 一年前发布,210,"23,459元/平"
地铁口 主推好房 zhongy空调新风系统 好楼层 诚心卖,正荣华府 -木渎,3室2厅 | 114.68平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,19人关注 / 7个月以前发布,239.5,"20,885元/平"
2室1厅（带朝南车库）楼层好采光好 产证满二,玉盘家园 -渭塘,2室1厅 | 63.71平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 2个月以前发布,95,"14,912元/平"
全新精装修 诚心出售 位置好 随时欢迎看房,海亮长桥府 -太湖新城（吴江）,3室2厅 | 103.62平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,3人关注 / 2个月以前发布,196,"18,916元/平"
聆湖苑精装小三房 近地铁 满五唯一省税费 有车位另算,新湖明珠城聆湖苑西区 -太湖新城（吴江）,3室2厅 | 86.5平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,3人关注 / 1个月以前发布,188,"21,735元/平"
光明站旁 启航社河东 精装2房 满5唯一 南北通透,启航社河东 -花桥,2室1厅 | 70.4平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,11人关注 / 1个月以前发布,135,"19,177元/平"
诚售左岸香颂小洋房，精装两房得房率高，看房有钥匙,左岸香颂 -东沙湖,2室2厅 | 76.98平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,12人关注 / 3个月以前发布,268,"34,815元/平"
精装修 地铁口 满五年 中间楼层 全天采光 有车位,越湖家天下 -城南,2室2厅 | 89.26平米 | 南 | 精装 | 中楼层(共21层)  | 板楼,4人关注 / 2个月以前发布,188,"21,063元/平"
金阊外国语 地铁口 婚装两南房 低楼层 全明通透,张家浜 -金门,2室2厅 | 68平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,38人关注 / 11个月以前发布,151,"22,206元/平"
积水住宅 品质物业 自带新风系统,姑苏裕沁庭西区 -元和,2室2厅 | 90.1平米 | 南 | 精装 | 31层  | 塔楼,5人关注 / 10个月以前发布,215,"23,863元/平"
南北通，采光好，楼层好，配套全，户型正，看房方便,中楠双水湾花园 -周市,3室2厅 | 123.79平米 | 南 | 毛坯 | 中楼层(共17层)  | 板塔结合,0人关注 / 2个月以前发布,233,"18,823元/平"
尚城国际 南北通 首付40万买精装修 拎包入住 急急,尚城国际花园 -玉山城北,2室2厅 | 88.59平米 | 南 | 精装 | 高楼层(共10层)  | 板塔结合,0人关注 / 1个月以前发布,139.5,"15,747元/平"
港岛花园楼层位置好含车位随时可看,港岛花园 -甪直,2室2厅 | 105平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,174,"16,572元/平"
万科品质小两居 小区环境不错，经典小户型价低楼层好,万科魅力花园 -花桥,2室2厅 | 66.43平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,1人关注 / 2个月以前发布,133,"20,022元/平"
全新精装，近石湖东路地铁，总高16层，1梯两户采光好,阳光水榭花园 -城南,2室2厅 | 94.97平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,10人关注 / 5个月以前发布,233,"24,535元/平"
满五唯一，婚房装修 中间楼层 视野宽阔，采光充足,万业湖墅金典 -郭巷,2室2厅 | 80.37平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,10人关注 / 5个月以前发布,183,"22,770元/平"
华通花园三区带车库小户诚心出售 户型方正 低总价,华通花园三区 -通安,2室1厅 | 61.2平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,111,"18,138元/平"
蠡口地铁口精装两房，满两年，有自库，生活配套齐全,安元佳苑四区 -元和,2室1厅 | 66.2平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,8人关注 / 4个月以前发布,140,"21,149元/平"
双地铁交汇 小区中间位置 精装大两房 业主诚意出售,中海国际社区（七区） -湖东,2室2厅 | 96.15平米 | 南 | 精装 | 24层  | 板塔结合,6人关注 / 5个月以前发布,383,"39,834元/平"
万科品质小两居 小区环境不错，经典小户型价低楼层好,万科魅力花园 -花桥,2室2厅 | 66.43平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,1人关注 / 2个月以前发布,133,"20,022元/平"
华通花园三区带车库小户诚心出售 户型方正 低总价,华通花园三区 -通安,2室1厅 | 61.2平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,111,"18,138元/平"
房子纯毛坯 位置好 前不遮挡，不靠路,中航樾玺 -科技城,3室2厅 | 97.51平米 | 南 | 毛坯 | 低楼层(共20层)  | 板塔结合,10人关注 / 6个月以前发布,219,"22,460元/平"
满五唯一，婚房装修 中间楼层 视野宽阔，采光充足,万业湖墅金典 -郭巷,2室2厅 | 80.37平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,10人关注 / 5个月以前发布,183,"22,770元/平"
全新精装，近石湖东路地铁，总高16层，1梯两户采光好,阳光水榭花园 -城南,2室2厅 | 94.97平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,10人关注 / 5个月以前发布,233,"24,535元/平"
双地铁交汇 小区中间位置 精装大两房 业主诚意出售,中海国际社区（七区） -湖东,2室2厅 | 96.15平米 | 南 | 精装 | 24层  | 板塔结合,6人关注 / 5个月以前发布,383,"39,834元/平"
大两房朝南，总价低，出门有地铁，随时看房，急卖。,左岸香颂 -东沙湖,2室2厅 | 82.54平米 | 南 | 简装 | 低楼层(共16层)  | 板塔结合,6人关注 / 2个月以前发布,250,"30,289元/平"
茗景苑92平 小区门口位置 无遮挡 带小车库,茗景苑 -玉山高新区,2室2厅 | 91.81平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,118,"12,853元/平"
此房满5年，桂花新村里小户型，总价低，中间楼层,桂花新村 -南门,2室2厅 | 68.1平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,255,"37,445元/平"
两房 总价低 户型好 采光好 位置安静 满五唯一,苏安新村 -东环,2室2厅 | 54.34平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,138,"25,396元/平"
滨河花苑，地铁口，中间楼层，拎包入住！,滨河花苑一期 -狮山,2室2厅 | 87.66平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,8人关注 / 11个月以前发布,266,"30,345元/平"
金鸡湖畔 景城旁 戴维斯物业 高品协鑫 看房方便,协鑫广场 -湖东CBD,1室1厅 | 72.92平米 | 南 | 精装 | 中楼层(共39层)  | 板塔结合,0人关注 / 22天以前发布,299.99,"41,140元/平"
新上复式房，上下二层，动静分离 满二年,千邑悦庭 -松陵,3室2厅 | 104.75平米 | 南 | 毛坯 | 高楼层(共24层)  | 板楼,0人关注 / 22天以前发布,159,"15,179元/平"
此房满三税少，方正通透格局，采光充足，配套设施齐全,新城十里锦绣 -盛泽,2室1厅 | 90.08平米 | 北 南 | 精装 | 高楼层(共30层)  | 板塔结合,619人关注 / 23天以前发布,76,"8,437元/平"
时代精装2房，景观楼层，采光好,时代文化家园 -玉山城西,2室1厅 | 89.51平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 29天以前发布,312,"34,857元/平"
房子采光好，楼层好，满五唯一，房东诚心出售,鑫苑国际城市花园(昆山市) -花桥,2室1厅 | 87.76平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,1人关注 / 28天以前发布,140,"15,953元/平"
阳澄湖精装大户，环境优美，楼层适中，户型方正,澄苑一区 -阳澄湖,3室1厅 | 137.21平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,1人关注 / 12天以前发布,134,"9,767元/平"
本房全新装修，拎包入住，诚心出售此房，人文环境好,帝宝花园 -开发区,3室2厅 | 94.6平米 | 南 | 精装 | 中楼层(共35层)  | 塔楼,0人关注 / 15天以前发布,195,"20,614元/平"
不靠高速 精装三房 户型方正 双阳台 折本出,云栖麓 -科技城,3室2厅 | 96.81平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,1人关注 / 14天以前发布,233,"24,068元/平"
花桥裕花园S 1地铁口，楼层好景观2房.梦世界旁.诚意售,花桥裕花园 -花桥,2室2厅 | 66.65平米 | 南 | 简装 | 低楼层(共30层)  | 板楼,2人关注 / 6天以前发布,129.8,"19,475元/平"
诚心出售，配套齐全保养好，带车位装修20多万满2年,万科万悦花园 -周市,3室2厅 | 95.13平米 | 南 北 | 精装 | 高楼层(共24层)  | 板塔结合,1人关注 / 10天以前发布,183,"19,237元/平"
希望之城，经典3室户型，有独立车库，满五唯一,希望之城 -玉山城北,3室1厅 | 92.94平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,152,"16,355元/平"
中粮本源纯别墅小区精装  三层 拎包入住,中粮本源 -同里,4室2厅 | 141.06平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,1人关注 / 2个月以前发布,457,"32,398元/平"
苏州南挑高5.48米 3房2卫楼层好 视野宽阔采光充足配套,格林悦城花园 -松陵,2室1厅 | 54.24平米 | 南 | 精装 | 低楼层(共14层)  | 塔楼,5人关注 / 2个月以前发布,79,"14,565元/平"
花园洋房精装自住三房，中高楼层，通透边户，满五,朗沁花园 -浒墅关经济技术开发区,3室2厅 | 89.62平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,5人关注 / 3个月以前发布,175,"19,527元/平"
业主诚售 价格可谈 全新装修4房 景观楼层无遮挡  满二,华德力公园壹号 -张浦,4室2厅 | 123.41平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,1人关注 / 3个月以前发布,207,"16,774元/平"
奥园印象高迪花园南区 3室2厅 东南,奥园印象高迪花园南区 -千灯,3室2厅 | 91.37平米 | 东南 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,131,"14,338元/平"
园区电梯两房，配套齐全，交通便利，自住精装,群星苑一区 -娄葑,2室1厅 | 70.72平米 | 东南 | 精装 | 中楼层(共11层)  | 板楼,12人关注 / 8个月以前发布,185,"26,160元/平"
中南世纪城 精装三房 房东诚心出售 看房方便,中南世纪城(昆山) -开发区,3室2厅 | 90.46平米 | 南 | 精装 | 中楼层(共34层)  | 塔楼,1人关注 / 1个月以前发布,184,"20,341元/平"
新上 海尚壹品 高楼层看金鸡湖 毛坯自行装修,海尚壹品 -玲珑,4室2厅 | 123平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,56人关注 / 1个月以前发布,639,"51,952元/平"
浦园202 1年装修好自己住的大3房，配套好采光好。,浦园 -千灯,4室2厅 | 136.83平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 1个月以前发布,155,"11,328元/平"
卿峰丽景精装带汽车库的价格，不得不说房东真的很诚心,卿峰丽景A区 -千灯,3室2厅 | 114.56平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,128,"11,174元/平"
雍合湾 小三房 位置好 楼层好 满五少税 拎包入住,雍合湾花园 -唯亭,3室2厅 | 73.23平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,8人关注 / 3个月以前发布,152,"20,757元/平"
维纳南区优质洋房，一层挑空，总高5层，次顶楼,维纳阳光花园南区 -青剑湖,3室2厅 | 91.7平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,37人关注 / 一年前发布,243,"26,500元/平"
诚心出售 婚装大三房，户型方正 楼层佳 看房随时,香城花园三区 -元和,3室2厅 | 127.1平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,265,"20,850元/平"
房子满五唯一，税少，带个自行车库，诚意出售,阳光嘉园 -松陵,3室2厅 | 77.33平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,26人关注 / 5个月以前发布,120,"15,518元/平"
锦景园中装修三房 好楼层满二年 房东诚意出售,锦景园 -千灯,3室2厅 | 128.96平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,140,"10,857元/平"
此房满五唯一 少税，户型格局好，成熟小区配套齐全,娱苑新村 -甪直,2室3厅 | 80.17平米 | 东南 西南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 3个月以前发布,136,"16,964元/平"
4号线笠泽路旁太湖小区3室2厅2卫，带自库和汽车库,太湖小区 -松陵,3室2厅 | 145.73平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,243,"16,675元/平"
水岸逸景花园·法式洋房·全新装修·屋顶带80平米阁楼,水岸逸景花园 -浒墅关经济技术开发区,3室2厅 | 125.2平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,3人关注 / 2个月以前发布,267,"21,326元/平"
西园路边上一楼带院子 位置好 出行方便,西园路散盘 -留园西园,2室1厅 | 61.48平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 2个月以前发布,140,"22,772元/平"
此房楼层好无遮挡，户型方正，采光刺眼，满五。,康悦家园 -木渎,3室2厅 | 90.73平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,179,"19,729元/平"
东园边上，娄门新村，敬文加平江，精装三房诚意出售,娄门新村 -娄门,3室1厅 | 74平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,20人关注 / 8个月以前发布,179.8,"24,298元/平"
凤凰胥岸88平精装3房 三开间朝南全屋地暖 采光佳,凤凰熙岸花园1期 -胥江,3室2厅 | 88.75平米 | 南 | 精装 | 20层  | 板楼,2人关注 / 1个月以前发布,283,"31,888元/平"
闻钟苑旁 精装三房 适合一家人居住,西园路49号 -留园西园,3室1厅 | 60平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,5人关注 / 2个月以前发布,120,"20,000元/平"
尚湖好房推荐 楼层好 精装修 看房方便,荣安尚湖中央花园 -尚湖风景区,3室2厅 | 123平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 4个月以前发布,125,"10,163元/平"
合兴 江南院子 精装修打包卖 品质高,清源名邸 -锦丰,3室2厅 | 115.55平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,149,"12,895元/平"
此价只卖一个月 纯洋房小区，89三房，带电梯 中上楼层,华园丽都阳光 -望亭,3室2厅 | 89.15平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,13人关注 / 6个月以前发布,127,"14,246元/平"
