标题,开发商,房子信息,发布信息,售价/万,单价
翠竹新村 未占用 随时看房 价格好谈,翠竹新村 -红梅,2室1厅 | 67.21平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,7人关注 / 3个月以前发布,76.8,"11,427元/平"
高铁新城  精装四房  楼层好  房东自住装修  来电即看,西瑶苑 -春江,4室2厅 | 127.59平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,185,"14,500元/平"
香溢紫郡 3室2厅 南,香溢紫郡 -青龙,3室2厅 | 109.21平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,1人关注 / 5个月以前发布,175,"16,025元/平"
新城泰和之春 地源热泵系统 四房朝南 一梯一户小高层,泰和之春 -雕庄,4室2厅 | 172.64平米 | 南 | 精装 | 高楼层(共17层)  | 暂无数据,5人关注 / 7个月以前发布,400,"23,170元/平"
飞龙板块万和城 3居室业主诚心出售随时看房,绿都万和城五区 -三井,3室2厅 | 93.51平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,8人关注 / 5个月以前发布,152,"16,255元/平"
房东诚心出售 万达商圈 市府版块 雅居乐旁 精装修,新城御景湾 -三井,3室2厅 | 128平米 | 南 北 | 精装 | 高楼层(共26层)  | 板塔结合,1人关注 / 6个月以前发布,380,"29,688元/平"
迪诺水镇旁静装修，前排别墅，全天采光，看房方便,世茂香槟湖3.1期 -三井,4室2厅 | 161.99平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,1人关注 / 3个月以前发布,385,"23,767元/平"
飞龙吾悦旁，精装好楼层，采光好,绿都万和城七区 -三井,3室2厅 | 97.68平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,167,"17,097元/平"
市府，飞龙吾悦万和城旁，金地格林郡，楼距大采光好，,金地格林郡 -三井,3室2厅 | 136.95平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,260,"18,986元/平"
必看！婚房装修（房东比较诚心出售的）价格就不要谈了,金梅花园北区 -三井,3室2厅 | 124.53平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,23人关注 / 一年前发布,155,"12,447元/平"
新城樾府 155平4房2卫 港式风格开发商原装定制,新城樾府 -三井,4室2厅 | 155平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,4人关注 / 10个月以前发布,488,"31,484元/平"
青枫公园旁保利公园九里精装三房，户型好拎包入住,保利公园九里 -北港,3室2厅 | 99.91平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,3人关注 / 5个月以前发布,180,"18,017元/平"
广成路刘家村 私房  户型格局好，户型方正，通透明亮,广成路刘家村 -永红,2室2厅 | 70.97平米 | 南 | 精装 | 低楼层(共2层)  | 暂无数据,2人关注 / 6个月以前发布,119.8,"16,881元/平"
香溢紫郡，精装修高楼层，采光充足。,香溢紫郡 -青龙,3室2厅 | 98.32平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合,2人关注 / 8个月以前发布,160,"16,274元/平"
户型方正，视野宽阔采光无遮挡，配套设施齐全,凤凰名城 -新桥,3室1厅 | 88.01平米 | 南 | 简装 | 低楼层(共34层)  | 塔楼,13人关注 / 9个月以前发布,115,"13,067元/平"
多使用20平方四阳台 装修好 领包即住 随时可以看房,世茂香槟湖2.2期 -三井,3室2厅 | 108.87平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 6个月以前发布,216,"19,841元/平"
金禧园 多层顶复 有南台 三开间朝南 挑高客厅 有钥匙,金禧园(金坛市) -东城街道,4室2厅 | 189.89平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板塔结合,6人关注 / 5个月以前发布,79,"4,161元/平"
路劲万象小三房，户型精致，用心装修，采光很好。,路劲雅居乐城市万象 -永红,3室2厅 | 89.28平米 | 南 | 精装 | 高楼层(共20层)  | 板楼,2人关注 / 5个月以前发布,192,"21,506元/平"
蔚蓝天地精装三房小高层视野开阔无遮挡敞亮户型,蔚蓝天地 -青龙,3室2厅 | 100.79平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,3人关注 / 5个月以前发布,158,"15,677元/平"
飞龙吾悦旁，不靠高架，好楼层无遮挡,绿都万和城七区 -三井,3室2厅 | 96.68平米 | 东南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 3个月以前发布,175,"18,101元/平"
怡盛花园 精装三房 房东诚售看房方便,怡盛花园 -三井,3室2厅 | 101.17平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,16人关注 / 一年前发布,215,"21,252元/平"
飞龙吾悦旁大三房  双阳台 前无遮挡,绿都万和城阳湖郡 -三井,3室2厅 | 124.54平米 | 南 | 毛坯 | 低楼层(共20层)  | 板塔结合,5人关注 / 10个月以前发布,240,"19,271元/平"
翡翠锦园好户型，值得拥有，三井板块优质房源,翡翠锦园 -三井,3室2厅 | 90.32平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,4人关注 / 一年前发布,210,"23,251元/平"
九龙雅苑南区  精装修 全天采光无遮挡，业主置换诚心,九龙雅苑南区 -红梅,3室2厅 | 133.99平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 7个月以前发布,230,"17,166元/平"
精装大四房 东边户 淹城旁 交通便利,逸兴聚缘公寓 -湖塘镇,4室2厅 | 169.52平米 | 南 北 | 精装 | 中楼层(共20层)  | 板塔结合,0人关注 / 2个月以前发布,195,"11,504元/平"
下塘桥  独栋 两层半 五室两厅四卫 有院子 有附房,下塘桥 -东城街道,5室2厅 | 161.84平米 | 南 北 | 简装 | 低楼层(共3层)  | 暂无数据,12人关注 / 8个月以前发布,170,"10,505元/平"
白马公馆后排，远离高架，精装修 满2年,白马公馆 -薛家,3室2厅 | 115.04平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,5人关注 / 一年前发布,175,"15,213元/平"
此房满五唯一，楼层好，视野宽阔，采光充足,元丰苑 -茶山,3室2厅 | 128.46平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,468,"36,432元/平"
银河湾明苑精装修3房楼层好采光好价格可谈,银河湾明苑二期 -茶山,3室2厅 | 113.16平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,1人关注 / 6个月以前发布,225,"19,884元/平"
万达商圈 新北主城商圈 怡盛花园精装三房,怡盛花园 -三井,3室2厅 | 123.79平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,1人关注 / 4个月以前发布,270,"21,812元/平"
太湖花园  采光佳 无遮挡  看房方便,太湖花园南区 -三井,3室2厅 | 97.53平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 5个月以前发布,170,"17,431元/平"
三朝南飞机户型，大露台，急售!!!!!,九洲花园北区 -龙虎塘,3室2厅 | 120.25平米 | 东南 | 精装 | 低楼层(共18层)  | 板塔结合,15人关注 / 一年前发布,158,"13,140元/平"
弘阳旁新城长岛洋房 新装修 中间楼层户型方正诚售,新城长岛花园 -兰陵街道,3室2厅 | 137.17平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,0人关注 / 4个月以前发布,202,"14,727元/平"
世茂二期，中高层精装，户型方正 房东自住，随时看房,世茂香槟湖二期 -三井,2室2厅 | 84.93平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,4人关注 / 5个月以前发布,165,"19,428元/平"
婚装拎包入住、品牌家具家电、飞龙吾悦广场商圈,大名城南区 -三井,3室2厅 | 127.76平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,2人关注 / 5个月以前发布,236,"18,473元/平"
世茂二期精装三室二厅二卫 全屋硅藻泥 保养好 有车位,世茂香槟湖二期 -三井,3室2厅 | 136平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,13人关注 / 7个月以前发布,239,"17,574元/平"
天山花园 3室2厅 南,天山花园 -三井,3室2厅 | 109.32平米 | 南 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 1个月以前发布,150,"13,722元/平"
飞龙吾悦旁大三房  双阳台 前无遮挡,绿都万和城阳湖郡 -三井,3室2厅 | 124.54平米 | 南 | 毛坯 | 低楼层(共20层)  | 板塔结合,5人关注 / 10个月以前发布,240,"19,271元/平"
翡翠锦园好户型，值得拥有，三井板块优质房源,翡翠锦园 -三井,3室2厅 | 90.32平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,4人关注 / 一年前发布,210,"23,251元/平"
世茂香槟湖三期 158平精装修363万 有车位,世茂香槟湖3.1期 -三井,4室2厅 | 158.04平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,1人关注 / 5个月以前发布,363,"22,969元/平"
前面无遮挡 楼栋位置前面别墅 业主诚心出售,绿都万和城2区 -三井,2室1厅 | 87.9平米 | 南 | 毛坯 | 低楼层(共26层)  | 板塔结合,15人关注 / 一年前发布,147,"16,724元/平"
豪郡花园111平毛坯，环境优雅，出行方便,豪郡花园 -青龙,3室2厅 | 111平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板塔结合,0人关注 / 6个月以前发布,158,"14,235元/平"
雅居乐星河湾三期远离高架，精装修，三开间朝南，中层,雅居乐星河湾 -三井,3室2厅 | 102.08平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,10人关注 / 9个月以前发布,255,"24,981元/平"
飞龙吾悦旁，不靠高架，好楼层无遮挡,绿都万和城七区 -三井,3室2厅 | 96.68平米 | 东南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 3个月以前发布,175,"18,101元/平"
怡盛花园 精装三房 房东诚售看房方便,怡盛花园 -三井,3室2厅 | 101.17平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,16人关注 / 一年前发布,215,"21,252元/平"
户型好 跃层空中墅 一梯一户小高层 多享面积多,新城招商·璞樾和山 -雕庄,5室2厅 | 166.33平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 6个月以前发布,368,"22,125元/平"
业主诚心出售，装修好的，拎包入住，欢迎看房。,绿都万和城七区 -三井,2室1厅 | 73.16平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,2人关注 / 7个月以前发布,146,"19,957元/平"
嘉禾尚郡景观楼层，不靠高架，诚心出售，价格可谈,嘉禾尚郡花园 -三井,2室2厅 | 85.47平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,39人关注 / 一年前发布,118,"13,807元/平"
新上简约装修风格好房，采光无遮，四房，小桥流水小区,翡翠锦园 -三井,4室2厅 | 124.81平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 5个月以前发布,265,"21,233元/平"
兰陵大润发旁中凉新村，明厨明卫户型，通透好。,中凉花园东区 -兰陵街道,3室2厅 | 125.68平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 30天以前发布,150,"11,936元/平"
体育花苑 2室2厅 南,体育花苑 -南大街,2室2厅 | 90.85平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 26天以前发布,138,"15,190元/平"
梧桐香郡花园西区3-2-1-2 109.32m² 三室两卫,梧桐香郡花园西区 -北港,3室2厅 | 109.32平米 | 南 北 | 毛坯 | 低楼层(共22层)  | 板塔结合,0人关注 / 1个月以前发布,200,"18,295元/平"
凤凰名城   精装两房   有钥匙   诚心出售,凤凰名城 -新桥,2室2厅 | 87.37平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 24天以前发布,122,"13,964元/平"
弘扬上城二期          房东诚心卖,弘阳上城二期 -兰陵街道,3室2厅 | 92.22平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 26天以前发布,167.6,"18,174元/平"
阳湖世纪苑 新上好房 房东诚心出售  价格好随时看房,阳湖世纪苑南苑 -湖塘镇,4室2厅 | 147平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 25天以前发布,190,"12,926元/平"
君玺精装大平层 品牌家电家具 全天采光 景观佳,九州新世界君玺 -兰陵街道,4室2厅 | 217.06平米 | 南 北 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,683,"31,466元/平"
新上）新城玉龙湾 房东诚售 看房提前联系,玉龙湾花园 -三井,2室1厅 | 65.11平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,2人关注 / 1个月以前发布,95,"14,591元/平"
南北  通透  精装四房 中间楼层 采光无遮挡 拎包入住,星鑫家园东区 -五星,4室1厅 | 141.91平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 22天以前发布,183,"12,896元/平"
牡丹·三江公园 3室2厅 南 北,牡丹·三江公园 -龙虎塘,3室2厅 | 122.41平米 | 南 北 | 简装 | 低楼层(共17层)  | 暂无数据,0人关注 / 20天以前发布,185,"15,114元/平"
此房户型方正，采光充足，交通便利，配套设施齐全。,清凉新村 -茶山,3室1厅 | 76.13平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 21天以前发布,74.6,"9,800元/平"
方便看房，诚心出售，配套齐全，出行方便,清凉新村 -茶山,3室1厅 | 85.9平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 31天以前发布,98,"11,409元/平"
元丰桥小区，顶楼带阁实用面积大 户型方正 采光好,元丰桥小区 -茶山,3室2厅 | 84.39平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 26天以前发布,280,"33,180元/平"
华润剑桥澜湾 小高层 中间楼层 精装婚房复式两室！,华润国际社区剑桥澜湾 -茶山,2室2厅 | 80.6平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,160,"19,852元/平"
置换诚心出售 价格可谈 看房提前联系,天逸城北区 -薛家,2室2厅 | 89.91平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 28天以前发布,128,"14,237元/平"
怡枫苑 精装两房两厅拎包入住 房东诚心看房方便,怡枫苑 -薛家,2室2厅 | 85.08平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 18天以前发布,120,"14,105元/平"
新城.悠活城  看房随时联系 房东急售,新城•悠活城 -薛家,3室2厅 | 89.92平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 30天以前发布,115,"12,790元/平"
北环新村 2室1厅 南,北环新村 -红梅,2室1厅 | 63平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 20天以前发布,82,"13,016元/平"
龙誉城三房两厅，中间楼层，精装自住,龙湖龙誉城北区 -五星,3室2厅 | 87.61平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 25天以前发布,190,"21,688元/平"
此房中间楼层，采光好，看房方便，看中价格可议,椿桂坊大楼 -南大街,2室1厅 | 74.91平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 27天以前发布,300,"40,049元/平"
采光好 户型好 随时看房 价格可以谈,玲珑花园 -璜土,3室2厅 | 133平米 | 南 | 毛坯 | 低楼层(共30层)  | 板楼,0人关注 / 26天以前发布,140,"10,527元/平"
新城.悠活城  看房随时联系 房东急售,新城•悠活城 -薛家,2室1厅 | 77平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 30天以前发布,98,"12,728元/平"
万达 环球港旁 精装两室 房东诚心出售,锦绣天地 -河海,2室2厅 | 74.93平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 23天以前发布,155,"20,686元/平"
凯尔枫尚，2房精装保养好 好楼层，看房方便,凯尔枫尚花园 -北港,2室2厅 | 86.89平米 | 南 | 精装 | 中楼层(共22层)  | 塔楼,0人关注 / 28天以前发布,142,"16,343元/平"
泰盈八千里 精装两房 诚意出售,泰盈八千里 -西林,2室1厅 | 66.72平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 17天以前发布,88,"13,190元/平"
长兴好日子家园 3室2厅 南,长兴好日子家园 -河海,3室2厅 | 121.92平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 17天以前发布,220,"18,045元/平"
保利公园九里 精装修交付新房 西边户 中高楼层采光好,保利公园九里 -北港,3室1厅 | 107.98平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 18天以前发布,230,"21,301元/平"
泰盈新上，业主诚心，没有这么诚心的业主了,泰盈八千里 -西林,3室2厅 | 122.34平米 | 南 | 精装 | 低楼层(共22层)  | 板塔结合,0人关注 / 30天以前发布,148,"12,098元/平"
怡康花园 3室2厅 南,怡康花园 -红梅,3室2厅 | 123.39平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 16天以前发布,290,"23,503元/平"
中间楼层，三朝南，全天采光，随时看房,聚缘雅居 -红梅,2室2厅 | 76平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 30天以前发布,133,"17,500元/平"
此房业主住房 装修很好 保养的也比较好 中高好楼层,香榭丽园 -湖塘镇,3室2厅 | 129.78平米 | 东 南 | 精装 | 低楼层(共22层)  | 板塔结合,0人关注 / 27天以前发布,195,"15,026元/平"
荆川里续建小区小面积总价低，户型方正采光好,荆川里小区西区 -永红,2室1厅 | 60平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 30天以前发布,75,"12,500元/平"
天宁吾悦旁，地铁2号线，次新小区精装修,豪郡花园 -青龙,3室2厅 | 86平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,136.8,"15,907元/平"
天宁吾悦广场毛坯4房2卫 中间楼层全天采光 随时看房,天宁吾悦广场 -青龙,4室2厅 | 143.08平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,300,"20,968元/平"
