标题,开发商,房子信息,发布信息,售价/万,单价
户型方正   采光靓 此房满五唯一,保利·领秀前城青秀郡 -凤岭南,4室2厅 | 109.49平米 | 北 | 精装 | 高楼层(共32层)  | 板楼,2人关注 / 14天以前发布,139,"12,696元/平"
万达商圈地铁口物业 一梯一户体育局单位大院 大四房,第二生活区 -白沙星光,4室2厅 | 138.05平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,119,"8,621元/平"
联发尚筑 89平3房 业主急售 价格可谈,联发尚筑 -东沟岭,3室2厅 | 89.92平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,100,"11,121元/平"
五一西路 翠湖新城 步梯 楼中楼 带露台,翠湖新城北区 -五一路,3室2厅 | 126.64平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,89.8,"7,091元/平"
小区装修排名top.1! 房子带车位出 四面采光通透得一匹,金源悦府 -东沟岭,4室2厅 | 137.34平米 | 南 | 精装 | 高楼层(共32层)  | 平房,0人关注 / 8个月以前发布,155,"11,286元/平"
天誉花园 业主诚心出售，看房方便仅需提前预约,天誉花园4组团 -五象文旅,3室2厅 | 70.4平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 4个月以前发布,74,"10,512元/平"
天誉花园 业主诚心出售，看房方便仅需提前预约,天誉花园3组团 -五象文旅,2室2厅 | 79.97平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,5人关注 / 7个月以前发布,73,"9,129元/平"
红本在手 随时过户 精装修 阳台朝江方向,万达茂·御峰国际 -五象文旅,3室2厅 | 89.46平米 | 南 | 精装 | 低楼层(共48层)  | 塔楼,4人关注 / 一年前发布,102,"11,402元/平"
106平精装三房南北通风 视野好 中楼层,合景香悦四季 -玉洞,3室2厅 | 104.92平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,2人关注 / 一年前发布,96,"9,150元/平"
凌铁桥旁 单位简装两房 无欠款 看房有钥匙,南宁市基础工程总公司生活A区 -白沙星光,2室1厅 | 60.77平米 | 北 | 简装 | 高楼层(共7层)  | 暂无数据,8人关注 / 一年前发布,48.8,"8,031元/平"
翠堤湾舒适楼栋 舒适楼层大三房，朝向小区内侧花园,绿城翠堤湾 -朝阳,3室2厅 | 101平米 | 南 | 精装 | 低楼层(共11层)  | 塔楼,0人关注 / 3个月以前发布,98,"9,703元/平"
普罗旺斯精装四房，业主诚心出售，看房有钥匙,龙光普罗旺斯波尔多庄园 -经开区,4室2厅 | 95.84平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 5个月以前发布,93.8,"9,788元/平"
长岗路金牛桥菜市 香城公寓 三房二厅,香城公寓 -东沟岭,3室2厅 | 96.67平米 | 南 | 简装 | 高楼层(共8层)  | 塔楼,0人关注 / 1个月以前发布,95,"9,828元/平"
业主急售，翡翠华庭精装修三房，没住过，看房有钥匙,恒大翡翠华庭 -经开区,3室2厅 | 127.03平米 | 南 北 | 精装 | 低楼层(共42层)  | 板塔结合,6人关注 / 一年前发布,100,"7,873元/平"
阳光城半山湾新装修三房 高楼层看双江景,阳光城半山湾 -仙葫,3室2厅 | 87.74平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,83,"9,460元/平"
法式建筑风格，小区园林美丽动人,盛科城 -五象核心区,3室2厅 | 98.56平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,5人关注 / 8个月以前发布,153,"15,524元/平"
南宁总部基地商务区，地铁口精装三房,彰泰城B区 -五象核心区,3室2厅 | 99平米 | 东南 | 简装 | 高楼层(共24层)  | 塔楼,13人关注 / 一年前发布,156,"15,758元/平"
央企开发商品牌，口碑好，绿化环境优美中铁自己的物业,中铁江湾山语城 -龙岗,4室2厅 | 91.71平米 | 东南 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 一年前发布,114,"12,431元/平"
五象东龙岗3房2厅2卫，高楼层，东南朝向，品质小区。,阳光城丽景湾 -龙岗,3室2厅 | 88.2平米 | 东南 南 | 精装 | 高楼层(共38层)  | 板楼,16人关注 / 9个月以前发布,85,"9,638元/平"
凤岭北 万科城 精装3房  视野无遮挡 业主诚意出售,万科城 -凤岭北,3室2厅 | 87.77平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,3人关注 / 4个月以前发布,123,"14,014元/平"
总部基地地铁口旁    满五唯一大三房   中高楼层,江悦蓝湾 -五象核心区,3室2厅 | 89.07平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,17人关注 / 一年前发布,140,"15,718元/平"
楼下双地铁 业主诚心出售 方便看房,金碧苑小区 -金湖,4室2厅 | 149.14平米 | 南 东南 | 简装 | 中楼层(共22层)  | 板塔结合,1人关注 / 6个月以前发布,278,"18,641元/平"
总部基地三房，近地铁口，靠江边,澜湾九里二期 -五象核心区,3室2厅 | 95.87平米 | 东南 | 毛坯 | 中楼层(共13层)  | 板塔结合,0人关注 / 2个月以前发布,125,"13,039元/平"
四十七中大四房，户型方正带入户花园，宽敞明亮通透,盘龙居小区 -凤岭北,4室2厅 | 143平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,5人关注 / 一年前发布,145,"10,140元/平"
毛坯三房 户型方正 价格实惠 看房方便,盛科城 -五象核心区,3室2厅 | 98.05平米 | 东南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 5个月以前发布,170,"17,339元/平"
十四 合景精装大三房100平 精装修 拎包入住,合景天汇广场 -五象湖,3室2厅 | 100.1平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,135,"13,487元/平"
凤岭北琅东地铁口旁50米大3房楼层好一梯2户看房方便,润华·尚城街区 -凤岭北,3室2厅 | 134.42平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,34人关注 / 一年前发布,126,"9,374元/平"
五象丽景 兔宝宝品牌全屋定制柜子 年轻时尚风格,五象丽景 -玉洞,3室2厅 | 91.83平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,86,"9,366元/平"
朝阳商圈，地铁刚需两房，各朋商场，交通配套成熟,格兰云天 -朝阳,2室1厅 | 86.17平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,3人关注 / 10个月以前发布,99,"11,489元/平"
小区环境优美 房子带车位    价格优美,光明澜湾九里三期 -五象核心区,3室2厅 | 106.43平米 | 南 | 毛坯 | 低楼层(共10层)  | 板塔结合,37人关注 / 一年前发布,128,"12,027元/平"
凤岭北美泉旁升禾绿城2房精装出售看房方便健康楼层,升禾·绿城世界 -凤岭北,2室2厅 | 85平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 一年前发布,115,"13,530元/平"
普罗旺斯 三房 含车位 朝向江南公园 横厅精装拎包入住,龙光普罗旺斯卡地亚庄园 -经开区,3室2厅 | 112平米 | 北 | 其他 | 高楼层(共43层)  | 板楼,0人关注 / 1个月以前发布,115,"10,268元/平"
澜湾九里三期景观小区，出行方便交通便利,光明澜湾九里三期 -五象核心区,3室2厅 | 102平米 | 东南 | 毛坯 | 中楼层(共19层)  | 板塔结合,4人关注 / 一年前发布,135,"13,236元/平"
凤岭山语城 复式5房 花园式园林 配套成熟,凤岭山语城 -凤岭北,5室2厅 | 147.18平米 | 南 | 毛坯 | 低楼层(共5层)  | 塔楼,0人关注 / 一年前发布,520,"35,331元/平"
总部基地，地铁口，看江三房，业主诚心出售,光明澜湾九里三期 -五象核心区,3室2厅 | 105.64平米 | 南 | 毛坯 | 中楼层(共12层)  | 板塔结合,0人关注 / 4个月以前发布,148,"14,010元/平"
精装修，三室两厅两卫 无欠款，中间楼层 地段优越，,祥达花园 -白沙星光,3室2厅 | 108.72平米 | 东南 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,80,"7,359元/平"
户型方正 通透格局 带入户花园 近地铁 近学 校 带装修,龙光普罗旺斯向日葵 -经开区,3室2厅 | 122.34平米 | 西南 | 精装 | 低楼层(共11层)  | 塔楼,2人关注 / 7个月以前发布,95,"7,766元/平"
万象城 1号线 地铁口 交通便利 配套齐全,利海亚洲国际B区 -东盟商务区,3室2厅 | 123.19平米 | 南 | 简装 | 中楼层(共22层)  | 塔楼,0人关注 / 3个月以前发布,198,"16,073元/平"
双地铁绿地 · 国际花都，没有欠款，业主好说话急售.,绿地 · 国际花都 -五象湖,4室2厅 | 122.05平米 | 东南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,210,"17,207元/平"
头排一线江景无遮挡，朝南向，高楼层，景观视野好,华发国宾壹号 -柳沙,4室2厅 | 141.79平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 1个月以前发布,278,"19,607元/平"
五象总部精装错层两房 红本在手,光明城市行知苑 -五象湖,2室2厅 | 87.59平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,13人关注 / 一年前发布,80,"9,134元/平"
光明·澜湾九里 3室1厅 南,光明·澜湾九里 -五象核心区,3室1厅 | 89.77平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,12人关注 / 6个月以前发布,103,"11,474元/平"
五象湖地铁口 南宁二中旁 南向精装大4房 采光通风好,光明城市行知苑 -五象湖,4室2厅 | 118.35平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,27人关注 / 一年前发布,133,"11,238元/平"
五象湖边，配套齐全，双地铁口，精装有证，即买即入住,合景天汇广场 -五象湖,2室1厅 | 69.48平米 | 南 北 | 精装 | 低楼层(共30层)  | 板塔结合,14人关注 / 一年前发布,128,"18,423元/平"
万象城 1号线 地铁口 交通便利 配套齐全,利海亚洲国际B区 -东盟商务区,3室2厅 | 123.19平米 | 南 | 简装 | 中楼层(共22层)  | 塔楼,0人关注 / 3个月以前发布,198,"16,073元/平"
青山脚下，东盟商务区，万象城商圈,联盟新城 -东盟商务区,1室1厅 | 47.33平米 | 西 | 简装 | 高楼层(共15层)  | 塔楼,0人关注 / 2个月以前发布,87,"18,382元/平"
满五唯一 自住保养好 南向，朝小区花园 采光充足,五洲国际 -东盟商务区,3室2厅 | 92.67平米 | 北 南 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 1个月以前发布,155,"16,727元/平"
想要南北通透户型的看这里！加10平方茶室 阳台朝花园,保利·领秀前城青秀郡 -凤岭南,4室2厅 | 127.31平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,39人关注 / 一年前发布,175,"13,746元/平"
华润房开 双地铁 户型方正 中高楼层 温馨毛坯三房,华润二十四城 -五象湖,3室2厅 | 88.59平米 | 南 | 毛坯 | 中楼层(共54层)  | 板塔结合,0人关注 / 4个月以前发布,162,"18,287元/平"
五象南 有证无欠款满2 正常首付即可拿下,欢乐之家 -五象湖,4室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,3人关注 / 4个月以前发布,95,"8,261元/平"
头排一线江景无遮挡，朝南向，高楼层，景观视野好,华发国宾壹号 -柳沙,4室2厅 | 141.79平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 1个月以前发布,278,"19,607元/平"
双地铁绿地 · 国际花都，没有欠款，业主好说话急售.,绿地 · 国际花都 -五象湖,4室2厅 | 122.05平米 | 东南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,210,"17,207元/平"
五象湖好房，89平3房2卫，业主急卖，带车位，保养好,龙光玖珑湖二期 -五象湖,3室2厅 | 88.9平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼,11人关注 / 一年前发布,150,"16,873元/平"
五象湖地铁口 南宁二中旁 南向精装大4房 采光通风好,光明城市行知苑 -五象湖,4室2厅 | 118.35平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,27人关注 / 一年前发布,133,"11,238元/平"
润华·尚城街区 4室2厅 南,润华·尚城街区 -凤岭北,4室2厅 | 116.9平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,113,"9,667元/平"
升禾绿城精装修3房 装修卖 价格可以谈 高层 采光好,升禾·绿城世界 -凤岭北,3室2厅 | 109.9平米 | 南 | 简装 | 高楼层(共31层)  | 板塔结合,0人关注 / 4个月以前发布,160,"14,559元/平"
户型方正，楼层好采光充足，环境安静舒适，出行方便,凤岭山语城 -凤岭北,3室2厅 | 111.71平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,4人关注 / 8个月以前发布,180,"16,114元/平"
人民公园 望州南路香樟林 四房二厅,香樟林 -东沟岭,4室2厅 | 131.75平米 | 南 | 简装 | 低楼层(共17层)  | 板塔结合,0人关注 / 3个月以前发布,123,"9,336元/平"
汇东国际 3室2厅 东南,汇东国际 -金湖,3室2厅 | 134.19平米 | 东南 | 简装 | 中楼层(共30层)  | 板塔结合,0人关注 / 3个月以前发布,168.7,"12,572元/平"
凤岭北精装4房，满二，户型好，产权清晰业主诚心出售,升禾·绿城世界 -凤岭北,4室1厅 | 113.83平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 7个月以前发布,195,"17,131元/平"
蓝山上城 精装修三房二厅二卫 业主诚心出售,蓝山上城 -凤岭北,3室2厅 | 108.56平米 | 东 | 精装 | 中楼层(共18层)  | 塔楼,2人关注 / 一年前发布,170,"15,660元/平"
香港花园3室2厅2卫 精装 10万家具电器,香港花园 -金湖,3室2厅 | 131.06平米 | 东南 | 精装 | 中楼层(共8层)  | 平房,1人关注 / 1个月以前发布,149,"11,369元/平"
青秀凤岭南，低密度洋房，自带大花园,唐樾青山 -琅东,5室2厅 | 199.84平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,480,"24,020元/平"
锦光花苑3房2厅 2中+红星，业主诚心出售,锦光花苑 -星湖,3室2厅 | 118.86平米 | 南 | 简装 | 高楼层(共14层)  | 塔楼,10人关注 / 一年前发布,170,"14,303元/平"
109户型，高楼层装修非*靓，视野好，无遮挡,荣和悦澜山 -凤岭北,4室2厅 | 109平米 | 东南 | 精装 | 高楼层(共46层)  | 平房,1人关注 / 3个月以前发布,160,"14,679元/平"
凤岭北大户型，中间楼层，朝南通透.含车位！,林业新村四区 -凤岭北,4室2厅 | 161.86平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,200,"12,357元/平"
一号线地铁口 华丰城旁 尚城街区89.36平米3房户型方正,润华·尚城街区 -凤岭北,3室2厅 | 89.36平米 | 东南 南 | 简装 | 中楼层(共24层)  | 板楼,1人关注 / 2个月以前发布,98,"10,967元/平"
汇东郦城 3室2厅 南,汇东郦城 -琅东,3室2厅 | 85.66平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,100,"11,675元/平"
翡翠园楼中楼  采光视野好  近地铁口,中房翡翠园一期 -琅东,5室2厅 | 157.47平米 | 南 | 简装 | 高楼层(共11层)  | 板塔结合,16人关注 / 一年前发布,195,"12,384元/平"
地铁三号线 钱隆天下北区 正规三房 户型方正,云星钱隆天下北区 -金湖,3室2厅 | 101.51平米 | 南 | 其他 | 低楼层(共28层)  | 板塔结合,2人关注 / 5个月以前发布,140,"13,792元/平"
业主急卖，毛坯带露台，近滨江公园,五象茗城 -五象文旅,3室2厅 | 89平米 | 南 | 毛坯 | 低楼层(共23层)  | 暂无数据,76人关注 / 一年前发布,76,"8,540元/平"
地铁一号线 荣和美地五组 精装3房  一梯两户 南向,荣和山水美地5组团梦想湾 -凤岭北,3室2厅 | 119.7平米 | 东南 | 精装 | 高楼层(共6层)  | 板塔结合,3人关注 / 11个月以前发布,127,"10,610元/平"
急售精装修，清新脱俗，动静分明三房两卫,花畔里 -龙岗,3室2厅 | 87.24平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,2人关注 / 4个月以前发布,75,"8,597元/平"
业主急卖  中楼层  采光好  大两房,汇东郦城 -琅东,2室2厅 | 86.72平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,4人关注 / 4个月以前发布,102,"11,762元/平"
130万4房，大品牌，楼下是地铁口，配套齐全,西城1号 -相思湖,4室2厅 | 108.95平米 | 南 北 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,130,"11,933元/平"
北湖成熟位置+鑫利华花城+业主诚心出售,鑫利华花城F区 -北湖北,2室1厅 | 79.11平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,4人关注 / 5个月以前发布,64,"8,091元/平"
一号线地铁口 华丰城旁 尚城街区89.36平米3房户型方正,润华·尚城街区 -凤岭北,3室2厅 | 89.36平米 | 东南 南 | 简装 | 中楼层(共24层)  | 板楼,1人关注 / 2个月以前发布,98,"10,967元/平"
业主急卖，毛坯带露台，近滨江公园,五象茗城 -五象文旅,3室2厅 | 89平米 | 南 | 毛坯 | 低楼层(共23层)  | 暂无数据,76人关注 / 一年前发布,76,"8,540元/平"
地铁三号线 钱隆天下北区 正规三房 户型方正,云星钱隆天下北区 -金湖,3室2厅 | 101.51平米 | 南 | 其他 | 低楼层(共28层)  | 板塔结合,2人关注 / 5个月以前发布,140,"13,792元/平"
翡翠园楼中楼  采光视野好  近地铁口,中房翡翠园一期 -琅东,5室2厅 | 157.47平米 | 南 | 简装 | 高楼层(共11层)  | 板塔结合,16人关注 / 一年前发布,195,"12,384元/平"
急售精装修，清新脱俗，动静分明三房两卫,花畔里 -龙岗,3室2厅 | 87.24平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,2人关注 / 4个月以前发布,75,"8,597元/平"
汇东郦城 3室2厅 南,汇东郦城 -琅东,3室2厅 | 85.66平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,100,"11,675元/平"
地铁一号线 荣和美地五组 精装3房  一梯两户 南向,荣和山水美地5组团梦想湾 -凤岭北,3室2厅 | 119.7平米 | 东南 | 精装 | 高楼层(共6层)  | 板塔结合,3人关注 / 11个月以前发布,127,"10,610元/平"
