标题,开发商,房子信息,发布信息,售价/万,单价
盛和园 3室2厅 东南,盛和园 -赤坎开发区,3室2厅 | 102平米 | 东南 | 毛坯 | 中楼层(共36层)  | 塔楼,0人关注 / 29天以前发布,133,"13,040元/平"
诚心出售，毛坯三房，新婚置业入学不二选择,飞鹏万荟世界 -金城片区,3室2厅 | 88平米 | 东南 | 毛坯 | 中楼层(共32层)  | 板塔结合,21人关注 / 一年前发布,95,"10,796元/平"
盛和园 5室2厅 南 北,盛和园 -赤坎开发区,5室2厅 | 160平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 塔楼,2人关注 / 10个月以前发布,260,"16,250元/平"
人和春天 实用四房 中高楼层 看房方便,人和春天花园 -赤坎开发区,4室2厅 | 109平米 | 东 | 毛坯 | 中楼层(共23层)  | 塔楼,0人关注 / 一年前发布,155,"14,221元/平"
万达商圈 高层全新毛坯四房 看房方便,澳海城 -赤坎开发区,4室2厅 | 160平米 | 东南 | 毛坯 | 高楼层(共31层)  | 平房,3人关注 / 一年前发布,260,"16,250元/平"
华盛城市花园 3室2厅 南,华盛城市花园 -金城片区,3室2厅 | 112.3平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,14人关注 / 一年前发布,160,"14,248元/平"
格局好  户型靓 适合三代居家,御景名城 -京基片区,3室2厅 | 137平米 | 东南 | 毛坯 | 高楼层(共31层)  | 板楼,3人关注 / 一年前发布,216,"15,767元/平"
鼎能•东盟城 4室2厅 东,鼎能•东盟城 -京基片区,4室2厅 | 131平米 | 东 | 毛坯 | 低楼层(共31层)  | 塔楼,4人关注 / 一年前发布,137,"10,459元/平"
盛和园 南北通透 4房2厅2卫 户型好 楼层好,盛和园 -赤坎开发区,4室2厅 | 130.75平米 | 西北 | 毛坯 | 低楼层(共32层)  | 塔楼,14人关注 / 一年前发布,192,"14,685元/平"
御景珺庭A区 4室2厅 南,御景珺庭A区 -赤坎开发区,4室2厅 | 176平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,248,"14,091元/平"
小高层洋房 南北安静 前后视野无遮挡 私密性好,碧桂园城邦花园 -麻章区,3室2厅 | 120平米 | 东南 | 毛坯 | 高楼层(共32层)  | 暂无数据,7人关注 / 一年前发布,88.8,"7,400元/平"
盛和园 4房2厅 户型方正 地段好 物业管理规范,盛和园 -赤坎开发区,4室2厅 | 118.44平米 | 东北 | 毛坯 | 低楼层(共37层)  | 板塔结合,0人关注 / 8个月以前发布,178,"15,029元/平"
京基城一期 通风采光好 业主诚意出售,西粤京基城一期 -赤坎开发区,5室2厅 | 159平米 | 东南 | 毛坯 | 32层  | 板楼,10人关注 / 一年前发布,188,"11,824元/平"
铭鹏紫荆府 4室2厅 南,铭鹏紫荆府 -南站片区,4室2厅 | 94平米 | 南 | 毛坯 | 中楼层(共23层)  | 塔楼,1人关注 / 5个月以前发布,95,"10,107元/平"
业主诚心出售 采光充足 通风采光好,华新小区 -南站片区,3室2厅 | 98.03平米 | 东南 | 简装 | 高楼层(共9层)  | 板楼,2人关注 / 一年前发布,52,"5,305元/平"
铭鹏紫荆府 4室2厅 北,铭鹏紫荆府 -南站片区,4室2厅 | 86平米 | 北 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 2个月以前发布,110,"12,791元/平"
城市尚居花园 3室2厅 南,城市尚居花园 -南站片区,3室2厅 | 65平米 | 南 | 毛坯 | 中楼层(共21层)  | 板楼,0人关注 / 10个月以前发布,98,"15,077元/平"
此房户型方正，光线充足，业主诚心出售，看房提前预约,钰海豪庭 -东风片区,4室2厅 | 99平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,115,"11,617元/平"
采光无忧。楼层好，视野宽阔，采光充足，配套设施齐,金豪嘉苑 -南站片区,2室2厅 | 78平米 | 南 | 毛坯 | 高楼层(共24层)  | 板塔结合,3人关注 / 一年前发布,90,"11,539元/平"
清晖嘉园，少有这么便宜的房源，业主诚心出售。,清晖嘉园 -赤坎开发区,5室2厅 | 143平米 | 西南 | 毛坯 | 低楼层(共28层)  | 塔楼,5人关注 / 10个月以前发布,168,"11,749元/平"
保利·原景花园 3室2厅 南,保利·原景花园 -工农片区,3室2厅 | 127平米 | 南 | 毛坯 | 高楼层(共40层)  | 塔楼,2人关注 / 2个月以前发布,95,"7,481元/平"
君临世纪 4室2厅 东,君临世纪 -京基片区,4室2厅 | 127平米 | 东 | 毛坯 | 中楼层(共38层)  | 板塔结合,1人关注 / 7个月以前发布,200,"15,749元/平"
城市美林2区 2室2厅 南,城市美林2区 -新澳城市花园片区,2室2厅 | 89平米 | 南 | 精装 | 低楼层(共25层)  | 板塔结合,3人关注 / 10个月以前发布,95,"10,675元/平"
水木清华3房2厅户型方正，交通方便，配套成熟，，。,水木清华 -鼎盛片区,3室1厅 | 130平米 | 东南 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 6个月以前发布,130,"10,000元/平"
香槟花园 钥匙房 业主 诚心出售 看房方便。,香槟花园 -鼎盛片区,4室2厅 | 130平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合,10人关注 / 一年前发布,155,"11,924元/平"
小高层洋房 安静 前后视野无遮挡,碧桂园城邦花园 -麻章区,3室2厅 | 118平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,2人关注 / 一年前发布,102,"8,645元/平"
满五唯一 红本 正南向大三房 配套齐全 看房方便,福民雅居 -麻章区,3室2厅 | 134.58平米 | 东南 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,88,"6,539元/平"
南油小区，4房2厅南向全海景房,申蓝宝邸 -坡头区,4室2厅 | 177.31平米 | 东南 | 毛坯 | 高楼层(共39层)  | 塔楼,1人关注 / 一年前发布,163,"9,193元/平"
此房户型方正，面积实用，光线充足，格局开阔豪气,申蓝宝邸 -坡头区,4室2厅 | 176.75平米 | 南 北 | 毛坯 | 低楼层(共39层)  | 塔楼,1人关注 / 一年前发布,135,"7,638元/平"
碧桂园城邦花园 3室1厅 东,碧桂园城邦花园 -麻章区,3室1厅 | 123平米 | 东 | 精装 | 低楼层(共27层)  | 塔楼,1人关注 / 一年前发布,110,"8,944元/平"
四房两厅 业主诚心出售 看房提前约,南亚郦都二期 -麻章区,4室2厅 | 138.06平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,100,"7,244元/平"
申蓝宝邸 103 平方 南向房业主 急售,申蓝宝邸 -坡头区,3室2厅 | 103平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,82,"7,962元/平"
房子三房二厅，格局方正，使用高,南亚郦都一期 -麻章区,3室2厅 | 124平米 | 南 | 毛坯 | 中楼层(共23层)  | 板楼,12人关注 / 一年前发布,75,"6,049元/平"
培华雅居4房 业主诚心售卖 看房方便,培华雅居 -麻章区,4室2厅 | 111平米 | 东南 | 毛坯 | 低楼层(共25层)  | 暂无数据,4人关注 / 一年前发布,98,"8,829元/平"
友谊路 实用两房 配套齐全出行方便,友谊一横路三巷 -工农片区,2室1厅 | 55平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 10个月以前发布,30,"5,455元/平"
电梯房 业主诚心放卖 看房方便 有钥匙,南亚郦都二期 -麻章区,3室2厅 | 102平米 | 东南 | 毛坯 | 高楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,67,"6,569元/平"
业主诚心放卖 看房方便  户型端正,申蓝宝邸 -坡头区,3室2厅 | 176.88平米 | 南 北 | 毛坯 | 高楼层(共39层)  | 暂无数据,1人关注 / 一年前发布,150,"8,481元/平"
楼层好，视野宽阔，采光充足，配套设施齐全，交通便利,碧桂园城邦花园 -麻章区,3室2厅 | 124平米 | 南 北 | 精装 | 高楼层(共27层)  | 塔楼,1人关注 / 一年前发布,102,"8,226元/平"
满五唯一 红本 正南向大三房 配套齐全 看房方便,福民雅居 -麻章区,3室2厅 | 134.58平米 | 东南 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,88,"6,539元/平"
此房业主诚心出售，看房方便，户型方正，客餐分离,南亚郦都三期 -麻章区,3室2厅 | 97平米 | 东南 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,72,"7,423元/平"
电梯房 业主诚心放卖 看房方便,南亚郦都三期 -麻章区,3室2厅 | 125平米 | 东南 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,88,"7,040元/平"
小高层洋房 安静 前后视野无遮挡,碧桂园城邦花园 -麻章区,3室2厅 | 118平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,2人关注 / 一年前发布,102,"8,645元/平"
南油小区，4房2厅南向全海景房,申蓝宝邸 -坡头区,4室2厅 | 177.31平米 | 东南 | 毛坯 | 高楼层(共39层)  | 塔楼,1人关注 / 一年前发布,163,"9,193元/平"
此房户型方正，面积实用，光线充足，格局开阔豪气,申蓝宝邸 -坡头区,4室2厅 | 176.75平米 | 南 北 | 毛坯 | 低楼层(共39层)  | 塔楼,1人关注 / 一年前发布,135,"7,638元/平"
碧桂园城邦花园 3室1厅 东,碧桂园城邦花园 -麻章区,3室1厅 | 123平米 | 东 | 精装 | 低楼层(共27层)  | 塔楼,1人关注 / 一年前发布,110,"8,944元/平"
四房两厅 业主诚心出售 看房提前约,南亚郦都二期 -麻章区,4室2厅 | 138.06平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,100,"7,244元/平"
申蓝宝邸 103 平方 南向房业主 急售,申蓝宝邸 -坡头区,3室2厅 | 103平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,82,"7,962元/平"
后海 标准三房，户型方正，交通便利，配套成熟,后海名门 -海滨片区,4室2厅 | 141平米 | 东 | 毛坯 | 高楼层(共30层)  | 板塔结合,15人关注 / 一年前发布,135,"9,575元/平"
少有经典户型 保养新 拎包入住,澳海城 -赤坎开发区,3室2厅 | 111平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,18人关注 / 一年前发布,136,"12,253元/平"
公园一号三期 85方正规3房  视野开阔无遮挡,公园一号 -赤坎开发区,3室2厅 | 85平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,110,"12,942元/平"
金沙湾地段，正规四房两厅，户型方正，采光充足,恒怡湾 -京基片区,4室2厅 | 140平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 塔楼,6人关注 / 10个月以前发布,172,"12,286元/平"
御景华府 5室2厅 东,御景华府 -赤坎开发区,5室2厅 | 141平米 | 东 | 简装 | 高楼层(共37层)  | 塔楼,0人关注 / 3个月以前发布,235,"16,667元/平"
鼎能•东盟城 5室2厅 东,鼎能•东盟城 -京基片区,5室2厅 | 158平米 | 东 | 毛坯 | 中楼层(共29层)  | 塔楼,0人关注 / 6个月以前发布,178,"11,266元/平"
此房楼层好，视野开阔，采光充足，性 价 比 高,君临世纪 -京基片区,4室2厅 | 127平米 | 东 | 精装 | 高楼层(共37层)  | 板塔结合,5人关注 / 一年前发布,220,"17,323元/平"
盛和园 5室2厅 南,盛和园 -赤坎开发区,5室2厅 | 147平米 | 南 | 毛坯 | 低楼层(共38层)  | 塔楼,4人关注 / 一年前发布,228,"15,511元/平"
东盟城二期，四房两厅，中高楼层，户型方正，南北对流,鼎能·东盟城二期 -京基片区,4室2厅 | 124平米 | 东 | 毛坯 | 高楼层(共23层)  | 暂无数据,3人关注 / 一年前发布,145,"11,694元/平"
盛和园 4室2厅 南,盛和园 -赤坎开发区,4室2厅 | 119平米 | 南 | 毛坯 | 高楼层(共37层)  | 板塔结合,1人关注 / 4个月以前发布,167,"14,034元/平"
盛和园 4室2厅 南,盛和园 -赤坎开发区,4室2厅 | 134平米 | 南 | 毛坯 | 低楼层(共37层)  | 板塔结合,0人关注 / 一年前发布,215,"16,045元/平"
君临世纪 视野开阔 光线充足 布局方正,君临世纪 -京基片区,4室2厅 | 127平米 | 东 | 毛坯 | 高楼层(共37层)  | 板塔结合,0人关注 / 3个月以前发布,210,"16,536元/平"
电梯房 业主诚心放卖 看房方便 有钥匙,盛和园 -赤坎开发区,4室2厅 | 135平米 | 东 南 | 毛坯 | 低楼层(共30层)  | 塔楼,0人关注 / 8个月以前发布,208,"15,408元/平"
清晖嘉园 3室2厅 东南,清晖嘉园 -赤坎开发区,3室2厅 | 94.02平米 | 东南 | 毛坯 | 低楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,136,"14,466元/平"
御景珺庭 3室2厅 东,御景珺庭 -赤坎开发区,3室2厅 | 119平米 | 东 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 7个月以前发布,150,"12,606元/平"
君临世纪 4室2厅 南,君临世纪 -京基片区,4室2厅 | 117平米 | 南 | 毛坯 | 低楼层(共38层)  | 板楼,2人关注 / 5个月以前发布,200,"17,095元/平"
后海 标准三房，户型方正，交通便利，配套成熟,后海名门 -海滨片区,4室2厅 | 141平米 | 东 | 毛坯 | 高楼层(共30层)  | 板塔结合,15人关注 / 一年前发布,135,"9,575元/平"
皇冠城 4室2厅 西南,皇冠城 -城市假日片区,4室2厅 | 128.4平米 | 西南 | 毛坯 | 高楼层(共42层)  | 暂无数据,0人关注 / 9个月以前发布,170,"13,240元/平"
城市假日D区，精装三房，电梯直达，拎包入住,城市假日D区 -城市假日片区,3室2厅 | 130平米 | 西北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 6个月以前发布,142,"10,924元/平"
配套全 交通便利 房多适合大家庭,广弘商业广场 -麻章区,5室2厅 | 132平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 暂无数据,1人关注 / 4个月以前发布,100,"7,576元/平"
金沙湾一期雅韵苑 4室2厅 南,金沙湾一期雅韵苑 -金沙湾片区,4室2厅 | 126平米 | 南 | 简装 | 高楼层(共7层)  | 塔楼,1人关注 / 11个月以前发布,90,"7,143元/平"
南亚郦都，公园式小区，配套齐全,南亚郦都二期 -麻章区,3室2厅 | 123平米 | 东 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,80,"6,505元/平"
申蓝宝邸 正三房 户型楼层靓 看房方便,申蓝宝邸 -坡头区,3室2厅 | 99.9平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 一年前发布,80,"8,009元/平"
公园一号 3室2厅 南,公园一号 -赤坎开发区,3室2厅 | 117.1平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,2人关注 / 4个月以前发布,150,"12,810元/平"
江南世家，业主诚心出售，价格美丽，地段漂亮！,江南世家 -城市假日片区,4室2厅 | 120.94平米 | 东南 | 毛坯 | 中楼层(共30层)  | 塔楼,2人关注 / 一年前发布,175,"14,470元/平"
布局方正  面积使用    光线充足,海宁小区滨菉苑 -海滨片区,3室2厅 | 84.76平米 | 南 | 简装 | 高楼层(共8层)  | 板塔结合,8人关注 / 一年前发布,52,"6,135元/平"
地段好，环境优，楼层好，视野开阔，,金怡城市花园E区二期 -城市假日片区,4室2厅 | 95.51平米 | 南 | 毛坯 | 低楼层(共31层)  | 板塔结合,7人关注 / 一年前发布,128,"13,402元/平"
皇冠城 3室2厅 东南,皇冠城 -城市假日片区,3室2厅 | 127平米 | 东南 | 其他 | 低楼层(共42层)  | 暂无数据,1人关注 / 7个月以前发布,155,"12,205元/平"
东盟城二期，四房两厅，南北对流，价格便宜，看房方便,鼎能·东盟城二期 -京基片区,4室2厅 | 125平米 | 南 | 毛坯 | 高楼层(共25层)  | 塔楼,13人关注 / 一年前发布,130,"10,400元/平"
盛和园 3室2厅 东,盛和园 -赤坎开发区,3室2厅 | 104平米 | 东 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,160,"15,385元/平"
恒怡湾 60平温馨两房 售价90万 可按揭,恒怡湾 -京基片区,3室1厅 | 60平米 | 西南 | 其他 | 低楼层(共29层)  | 塔楼,1人关注 / 4个月以前发布,88,"14,667元/平"
清晖家园 居家大户型 通风采光好 看房方便 随时签约,清晖嘉园 -赤坎开发区,5室2厅 | 147平米 | 东南 | 毛坯 | 低楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,170,"11,565元/平"
少有房源 少有价格 入手划算 手快就有 手慢无,恒福美地花园 -城市假日片区,4室2厅 | 136平米 | 东 | 毛坯 | 高楼层(共31层)  | 塔楼,0人关注 / 4个月以前发布,190,"13,971元/平"
君临世纪 4室2厅 西南,君临世纪 -京基片区,4室2厅 | 117.38平米 | 西南 | 毛坯 | 低楼层(共38层)  | 板塔结合,3人关注 / 8个月以前发布,185,"15,761元/平"
威格商务大厦 3室1厅 南,威格商务大厦 -城市美林片区,3室1厅 | 331平米 | 南 | 简装 | 中楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,300,"9,064元/平"
三居室 中高楼层   有钥匙随时能看房,清晖嘉园 -赤坎开发区,4室2厅 | 108平米 | 南 | 毛坯 | 高楼层(共25层)  | 塔楼,0人关注 / 一年前发布,160,"14,815元/平"
盛和园 5室2厅 南 北,盛和园 -赤坎开发区,5室2厅 | 173平米 | 南 北 | 毛坯 | 低楼层(共38层)  | 塔楼,3人关注 / 8个月以前发布,251,"14,509元/平"
江南世家 电梯房 业主诚心放卖 看房方便 有钥匙,江南世家 -城市假日片区,3室2厅 | 92平米 | 东南 | 毛坯 | 中楼层(共28层)  | 板塔结合,6人关注 / 一年前发布,120,"13,044元/平"
银地绿洲 4室2厅 东南,银地绿洲 -湿地公园片区,4室2厅 | 145平米 | 东南 | 精装 | 高楼层(共32层)  | 板楼,10人关注 / 一年前发布,140,"9,656元/平"
业主诚心出售，钥匙在手，可随时看房！本人直接对接业,万和乐华花园 -城市假日片区,5室2厅 | 168平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,8人关注 / 一年前发布,198,"11,786元/平"
雅士居  户型方正  有钥匙随时可看,雅仕居 -城市美林片区,4室2厅 | 155平米 | 东 | 毛坯 | 低楼层(共22层)  | 塔楼,6人关注 / 一年前发布,135,"8,710元/平"
飞鹏万荟世界 3室2厅 西北,飞鹏万荟世界 -金城片区,3室2厅 | 91.97平米 | 西北 | 毛坯 | 高楼层(共32层)  | 板塔结合,3人关注 / 一年前发布,86,"9,351元/平"
汇景名都 南北三居室 中高楼层 毛坯空闲  有钥匙看房,汇景名都 -城市假日片区,3室2厅 | 151平米 | 北 | 毛坯 | 高楼层(共19层)  | 板塔结合,16人关注 / 一年前发布,120,"7,948元/平"
盛和园 5室2厅 东,盛和园 -赤坎开发区,5室2厅 | 158平米 | 东 | 毛坯 | 高楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,240,"15,190元/平"
皇冠城  华都汇商圈  高层4房 户型四正出入方便,皇冠城 -城市假日片区,4室2厅 | 128平米 | 东 | 毛坯 | 中楼层(共42层)  | 暂无数据,1人关注 / 9个月以前发布,151,"11,797元/平"
