标题,开发商,房子信息,发布信息,售价/万,单价
伽蓝艺墅 2室2厅 南,伽蓝艺墅 -邯山区,2室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 15天以前发布,104,"9,044元/平"
罗兰春天 3室2厅 东,罗兰春天 -丛台区,3室2厅 | 230平米 | 东 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,200,"8,696元/平"
邯钢百五小区，四实复式，老证贷款，复兴商贸城,邯钢百五生活区 -复兴区,4室2厅 | 195.5平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,153,"7,827元/平"
万浩枫景 4室2厅 南,万浩枫景 -丛台区,4室2厅 | 166.65平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据,0人关注 / 7个月以前发布,165,"9,901元/平"
小区环境优美，内有健身器材和娱乐广场,枫丹白露 -丛台区,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共28层)  | 板楼,0人关注 / 11个月以前发布,145,"10,662元/平"
此房满二 3居室  环境优越 交通方便,枫丹白露 -丛台区,3室2厅 | 138.4平米 | 南 | 其他 | 中楼层(共28层)  | 板楼,2人关注 / 一年前发布,148,"10,694元/平"
此房户型好，无遮挡，采光好，业主诚意出售,家和小区B区 -丛台区,4室3厅 | 186平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,8人关注 / 一年前发布,165,"8,871元/平"
新世纪三中  跃层带平台 老证唯一 怡都花园76号院,怡都花园76号院 -丛台区,3室3厅 | 132.1平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,135,"10,220元/平"
枫丹白露洋房一梯一户小洋房大户型东户,枫丹白露 -丛台区,6室2厅 | 284平米 | 南 北 | 其他 | 中楼层(共13层)  | 板楼,2人关注 / 8个月以前发布,350,"12,324元/平"
环境优雅，装修精美单元房诚心出售,赵苑观邸 -复兴区,3室2厅 | 165平米 | 南 北 | 精装 | 高楼层(共29层)  | 暂无数据,1人关注 / 一年前发布,160,"9,697元/平"
丰源小区 3室2厅 南 北,丰源小区 -丛台区,3室2厅 | 130平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,112,"8,616元/平"
赵苑观邸南北三居两卫！老证！好楼层观景好房！,赵苑观邸 -复兴区,3室2厅 | 161.52平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,155,"9,597元/平"
阳光欧尚 南北通透大三居 采光好看房方便 带地下室,阳光欧尚 -丛台区,3室2厅 | 172.08平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,150,"8,717元/平"
美的·拉德芳斯北区 4室2厅 南 北,美的·拉德芳斯北区 -丛台区,4室2厅 | 162平米 | 南 北 | 其他 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,230,"14,198元/平"
炒鸡合适好房源， 南北通透  双卧向阳 随时看房！！！,幸福馨苑 -丛台区,3室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共29层)  | 板楼,4人关注 / 一年前发布,98,"9,703元/平"
美的·拉德芳斯北区 3室2厅 南 北,美的·拉德芳斯北区 -丛台区,3室2厅 | 121.74平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,1人关注 / 一年前发布,150,"12,322元/平"
罗兰春天 4室2厅 南 北,罗兰春天 -丛台区,4室2厅 | 143.4平米 | 南 北 | 其他 | 低楼层(共8层)  | 暂无数据,1人关注 / 7个月以前发布,198,"13,808元/平"
鑫域国际 3室2厅 南 北,鑫域国际 -丛台区,3室2厅 | 190.3平米 | 南 北 | 其他 | 中楼层(共29层)  | 暂无数据,0人关注 / 4个月以前发布,230,"12,087元/平"
东方万博元 精装五居室  看房提前联系,东方萬博園 -丛台区,5室3厅 | 230平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 一年前发布,340,"14,783元/平"
赵都华府旁心海假日 中层  一层两户 精装修未住 有证,心海假日 -丛台区,3室2厅 | 153平米 | 南 北 | 其他 | 高楼层(共24层)  | 暂无数据,3人关注 / 一年前发布,150,"9,804元/平"
新科园152平改善4房，精装家电家具齐全，拎包入住,新科园 -丛台区,4室2厅 | 152平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,179,"11,777元/平"
碧桂园越溪府 3室2厅 南 北,碧桂园越溪府 -丛台区,3室2厅 | 113平米 | 南 北 | 其他 | 低楼层(共31层)  | 板楼,0人关注 / 4个月以前发布,133,"11,770元/平"
赵都新城美和园 3室2厅 南 北,赵都新城美和园 -邯山区,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,126,"10,500元/平"
美乐城旁 阳光欧尚  创二 精装修 带阁楼 带平台,阳光欧尚 -丛台区,3室2厅 | 184平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,188,"10,218元/平"
南北通透，楼层好，阳光充足，视野无遮挡，北湖公园,碧桂园越溪府 -丛台区,3室2厅 | 110平米 | 南 北 | 其他 | 低楼层(共31层)  | 板楼,0人关注 / 9个月以前发布,132,"12,000元/平"
美的.拉德芳斯南区 3室2厅 南 北,美的.拉德芳斯南区 -丛台区,3室2厅 | 150平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,218,"14,534元/平"
天泽园小区 3室2厅 南,天泽园小区 -丛台区,3室2厅 | 120平米 | 南 | 其他 | 中楼层(共29层)  | 板楼,0人关注 / 2个月以前发布,140,"11,667元/平"
苏曹派出所院 3室1厅 南 北,苏曹派出所院 -丛台区,3室1厅 | 64平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,65,"10,157元/平"
好楼层，满五唯一 带电梯。 精装修,新科园 -丛台区,3室2厅 | 160平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据,1人关注 / 一年前发布,208,"13,000元/平"
天泽园小区 3室2厅 南 北,天泽园小区 -丛台区,3室2厅 | 142平米 | 南 北 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,130,"9,155元/平"
汉成华都 4室2厅 东南 北,汉成华都 -丛台区,4室2厅 | 228平米 | 东南 北 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,270,"11,843元/平"
天泽园 精装修 4居室  看房方便,天泽园小区 -丛台区,4室2厅 | 183平米 | 南 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,190,"10,383元/平"
荣盛锦绣花苑 3室2厅 南 北,荣盛锦绣花苑 -丛台区,3室2厅 | 133.7平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,148,"11,070元/平"
赵都新城绿和园 3室2厅 南 北,赵都新城绿和园 -邯山区,3室2厅 | 128平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,135,"10,547元/平"
大三居 精装修价格可谈 中间楼层看房方便 交通便利,创鑫华城 -丛台区,3室2厅 | 142平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,172,"12,113元/平"
美乐城 大剧院 创鑫五期 纯毛坯 随时看房 带地下室,阳光领地 -丛台区,3室2厅 | 140平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,2人关注 / 一年前发布,165,"11,786元/平"
婚房装修，全套名 牌家具家电拎包入住，带平台,万浩枫景 -丛台区,4室2厅 | 138.94平米 | 南 北 | 其他 | 低楼层(共31层)  | 板楼,0人关注 / 一年前发布,162,"11,660元/平"
赵都新城 盛和园 三阳开泰 双卫 老证 精装修 荣盛,赵都新城盛和园 -邯山区,3室2厅 | 118.84平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 8个月以前发布,119,"10,014元/平"
绿德源小区 3室1厅 南 北,绿德源小区 -邯山区,3室1厅 | 82平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,70,"8,537元/平"
阳光欧尚，精装三居，好位置，老证带地下室，随时看房,阳光欧尚 -丛台区,3室2厅 | 122平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,142,"11,640元/平"
建设大街 电梯房 老证 唯一  小三居,汇景阁 -复兴区,3室2厅 | 91平米 | 南 | 精装 | 中楼层(共19层)  | 暂无数据,1人关注 / 6个月以前发布,85,"9,341元/平"
户型方正，格局好，有证可贷款，看房方便，价格合适,丰泰小区北区 -复兴区,3室2厅 | 128平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 暂无数据,0人关注 / 4个月以前发布,90,"7,032元/平"
老证诚心出售     罗城头二号院,罗城头二号院 -邯山区,3室1厅 | 62平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,3人关注 / 6个月以前发布,58,"9,355元/平"
龙湖公园 美乐城 旭升园 经典三居室 老证 可贷款,旭升园 -丛台区,3室2厅 | 87.43平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,90,"10,294元/平"
家和小区B区 3室2厅 南 北,家和小区B区 -丛台区,3室2厅 | 144.34平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,187,"12,956元/平"
枫丹白露  3居室  楼层好   南北通透,枫丹白露 -丛台区,3室2厅 | 137平米 | 东 南 北 | 简装 | 低楼层(共30层)  | 板楼,12人关注 / 一年前发布,135,"9,855元/平"
富康苑 多层公摊小 物业费便宜 大三居 老证可贷款,富康苑 -丛台区,3室2厅 | 152平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,120,"7,895元/平"
天泽园小区毛坯大三居 户型方正看房方便 老证可贷款,天泽园小区 -丛台区,3室2厅 | 139平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,31人关注 / 一年前发布,120,"8,634元/平"
书香门邸小区 3室2厅 南 北,书香门邸小区 -邯山区,3室2厅 | 108.2平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,105,"9,705元/平"
家和小区中楼层，好房出售，老证可贷款,家和小区B区 -丛台区,3室2厅 | 131平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,145,"11,069元/平"
大平方!  好楼层，户型好，采光好！！！,锦绣江南 -复兴区,4室2厅 | 170平米 | 北 南 | 其他 | 高楼层(共30层)  | 暂无数据,2人关注 / 一年前发布,192,"11,295元/平"
荣盛阿尔卡迪亚蓝天城 3室2厅 南 北,荣盛阿尔卡迪亚蓝天城 -邯山区,3室2厅 | 140平米 | 南 北 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 5个月以前发布,163,"11,643元/平"
桃源山庄 5室2厅 南 北,桃源山庄 -邯山区,5室2厅 | 245平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,1人关注 / 3个月以前发布,280,"11,429元/平"
亚森家具城 绿德源小区三楼经典三居老证唯一带地下室,绿德源小区 -邯山区,3室2厅 | 87.7平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,3人关注 / 一年前发布,90,"10,263元/平"
赵都新城 上赵王小 学 精装 户型方正  即买即住,赵都新城景和园 -邯山区,2室2厅 | 90.5平米 | 南 | 其他 | 高楼层(共32层)  | 暂无数据,5人关注 / 一年前发布,90,"9,945元/平"
万浩枫景 4室2厅 南 北,万浩枫景 -丛台区,4室2厅 | 163平米 | 南 北 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 3个月以前发布,165,"10,123元/平"
盛世长安 3室2厅 南 北,盛世长安 -肥乡区,3室2厅 | 114.6平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,66,"5,760元/平"
美的城 4室2厅 南 北,美的城 -邯山区,4室2厅 | 200平米 | 南 北 | 精装 | 中楼层(共26层)  | 暂无数据,1人关注 / 5个月以前发布,310,"15,500元/平"
满五老证！阳光欧尚3楼 精装 带地下室 临美乐城,阳光欧尚 -丛台区,3室2厅 | 133平米 | 东 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,143,"10,752元/平"
美的.拉德芳斯南区 5室2厅 南 北,美的.拉德芳斯南区 -丛台区,5室2厅 | 212平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,260,"12,265元/平"
真实房源，全优的生活配套，环境优美,育德花园北苑 -邯山区,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,125,"10,417元/平"
龙旺名城 3室1厅 南,龙旺名城 -邯山区,3室1厅 | 100平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,2人关注 / 10个月以前发布,102,"10,200元/平"
万浩枫景 精装全套 大三居 南北通透 带地下室 采光好,万浩枫景 -丛台区,3室2厅 | 132平米 | 南 北 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,155,"11,743元/平"
汉成华都 4室2厅 南,汉成华都 -丛台区,4室2厅 | 168平米 | 南 | 其他 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,170,"10,120元/平"
此房三室两卫！有证可贷款！中间层电梯房！看房方便!,天润东方绿城 -邯山区,3室2厅 | 137平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,12人关注 / 一年前发布,130,"9,490元/平"
老证唯一  房主急售  价格可谈,荣盛阿尔卡迪亚蓝天城 -邯山区,3室2厅 | 117平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,0人关注 / 9个月以前发布,140,"11,966元/平"
东部美的城 楼 王 大四居 看房有钥匙 南北通透四居室,东部美的城 -丛台区,4室2厅 | 205平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,2人关注 / 一年前发布,230,"11,220元/平"
赵苑公园.锦玉初中.老证可贷款.大户型.低价位.低首付.,安泰小区 -复兴区,3室2厅 | 148平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,113,"7,636元/平"
家和小区不临街带双露台！满五唯一看房方便！带车位！,家和小区B区 -丛台区,4室2厅 | 173.68平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,180,"10,364元/平"
园博园旁 泽信和熙府 小区环境优美 有证可贷款 有钥匙,泽信和熙府 -复兴区,3室2厅 | 116平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据,1人关注 / 6个月以前发布,108,"9,311元/平"
精装修 四室带电梯 看房方便 随时看房,东部美的城 -丛台区,4室2厅 | 163平米 | 南 北 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 8个月以前发布,199,"12,209元/平"
桂花苑小区 3室2厅 南 北,桂花苑小区 -丛台区,3室2厅 | 104平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 10个月以前发布,94,"9,039元/平"
好楼层，东边户，南北通透，看房方便,天兆家园 -复兴区,3室2厅 | 118.83平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,0人关注 / 8个月以前发布,130,"10,940元/平"
祥居苑  房龄新 位置好，大三居，老证，带地下室,祥居苑 -丛台区,3室2厅 | 154平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,142,"9,221元/平"
东部美的城 3室2厅 南 北,东部美的城 -丛台区,3室2厅 | 119.5平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,1人关注 / 3个月以前发布,132,"11,047元/平"
光華苑北区 3室2厅 南 北,光華苑北区 -复兴区,3室2厅 | 111.35平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,83,"7,454元/平"
东部美的城 3室2厅 南 北,东部美的城 -丛台区,3室2厅 | 136平米 | 南 北 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 4个月以前发布,160,"11,765元/平"
东部美的城 现房 楼 王 层高3.15米 大三居  随时看房,东部美的城 -丛台区,3室2厅 | 131.44平米 | 南 北 | 其他 | 低楼层(共25层)  | 暂无数据,1人关注 / 8个月以前发布,166,"12,630元/平"
建元小区 3室2厅 南,建元小区 -丛台区,3室2厅 | 105平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,120,"11,429元/平"
滏阳街9号院 3室2厅 南 北,滏阳街9号院 -邯山区,3室2厅 | 135平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,135,"10,000元/平"
人民西路5号院 2室1厅 南 北,人民西路5号院 -复兴区,2室1厅 | 54.7平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,47,"8,593元/平"
赵都华府紧，邻中华北大街出行方便,赵都华府 -丛台区,5室2厅 | 196.6平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,410,"20,855元/平"
汉成华都 4室2厅 北 南,汉成华都 -丛台区,4室2厅 | 193平米 | 北 南 | 其他 | 中楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,215,"11,140元/平"
美乐城商圈 阳光福邸 南北通透，毛坯，随时可看,阳光福邸 -丛台区,3室2厅 | 130.5平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,7人关注 / 一年前发布,118,"9,043元/平"
东环旁，舒适大平层，精装修，小区环境优美,美的.拉德芳斯南区 -丛台区,5室2厅 | 212平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,4人关注 / 一年前发布,275,"12,972元/平"
金丰小区 2室2厅 北 南,金丰小区 -复兴区,2室2厅 | 87.84平米 | 北 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,135,"15,369元/平"
人民路 水利花园 3室2厅 老证过户费低,水利花园 -复兴区,3室2厅 | 117平米 | 北 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,132,"11,283元/平"
永乐里小区，一层带院子，精装，出售,永乐里小区 -丛台区,3室1厅 | 67平米 | 南 北 | 其他 | 低楼层(共4层)  | 暂无数据,1人关注 / 一年前发布,98,"14,627元/平"
