标题,开发商,房子信息,发布信息,售价/万,单价
南岗区 学府地铁好房 复旦街 哈西 枫蓝国际 采光充足,枫蓝国际 -哈西商圈,1室1厅 | 62.83平米 | 南 | 精装 | 32层  | 板楼,1人关注 / 8个月以前发布,68,"10,823元/平"
乐松商圈 春江新城 一室明厅格局 繁华地段 交通便利,春江新城 -动力区,1室1厅 | 78平米 | 西 | 精装 | 低楼层(共25层)  | 暂无数据,3人关注 / 一年前发布,78,"10,000元/平"
宣西小区，3楼，南北通透，正规格局，76.5米63.8万,宣西小区 -宣西宣庆体院,2室1厅 | 76.5平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,7人关注 / 一年前发布,50,"6,536元/平"
不是顶层，通透户型，精装修，两室一厅，近大润发,滨江凤凰城 -玛克威,2室1厅 | 75.5平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 5个月以前发布,40,"5,299元/平"
房子没有大税 二室明厅南北 精装修 年限新,东方玫瑰园 -动力区,2室1厅 | 83平米 | 南 北 | 精装 | 中楼层(共8层)  | 塔楼,39人关注 / 9个月以前发布,52,"6,266元/平"
【太平桥百盛商圈】一室一厅三阳房子拎包就住私产,沃华水岸 -太平商圈,1室1厅 | 39.6平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 9个月以前发布,13,"3,283元/平"
新发小区F区 格局板正 不顶不低 位置好,新发小区 -新发小区大润发,1室1厅 | 33平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,28.8,"8,728元/平"
房屋满五唯一  业主诚心出售  南北通透 格局好,马端街 -宣西宣庆体院,2室1厅 | 58平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼,0人关注 / 10个月以前发布,35.5,"6,121元/平"
多层四楼 毛坯房 近地铁 出行方便,绿水小区 -松北商圈,2室2厅 | 106平米 | 东 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,52,"4,906元/平"
97年2楼 三居室精装修拎包住 近地铁 早夜市,崇乐街 -儿童公园,2室1厅 | 93平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,80,"8,603元/平"
房子通风采光好，装修舒适格局真不错 适合老人孩子,校园小区 -太平商圈,2室1厅 | 71平米 | 北 南 | 简装 | 中楼层(共26层)  | 板楼,4人关注 / 一年前发布,52,"7,324元/平"
红旗小区 地铁 淮河路 红旗大街 小区安静,红旗小区（淮河路） -先锋路商圈,2室1厅 | 52平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,40,"7,693元/平"
松花江尚 视野开阔采光充足全封 闭小区 2013年公积金,松花江·尚 -中央大街,1室1厅 | 44.5平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,3人关注 / 一年前发布,62,"13,933元/平"
柒季城 好楼层 南北通透 近地铁 没有大税,柒季城 -哈尔滨新区,2室1厅 | 78.75平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,46.8,"5,943元/平"
北岸众合城 两室 西向 楼层好采光好,众和城 -松北商圈,2室1厅 | 73.48平米 | 西 北 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 一年前发布,45,"6,125元/平"
团结   萧红   采光好    视野开阔,海城街 -团结萧红校哈站北秀宾馆,2室0厅 | 65.31平米 | 东 西 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,43.8,"6,707元/平"
征仪花园    二室精装南北通透可商贷公积金,征仪路花园小区A区西区 -哈西商圈,2室1厅 | 78平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 10个月以前发布,29,"3,718元/平"
五楼南北通透 两室明厅双卫 精装修 前后不挡无冷山,辽河小区 -先锋路商圈,2室1厅 | 64.51平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,47.5,"7,364元/平"
东直小区 两室 53平  28万  南向,東直小区 -太平商圈,2室1厅 | 53平米 | 南 | 毛坯 | 高楼层(共8层)  | 板楼,1人关注 / 9个月以前发布,22,"4,151元/平"
群力2室低首付通透户型豪　华装修拎包入住满二可贷款,民生尚都和园 -群力新区,2室1厅 | 76平米 | 西北 | 精装 | 中楼层(共26层)  | 板楼,1人关注 / 1个月以前发布,58.8,"7,737元/平"
太平桥  上和城  2室1厅  南北通透   视野开阔,上和城 -太平商圈,2室1厅 | 112.49平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,123,"10,935元/平"
宣西小区，3楼，南北通透，正规格局，76.5米63.8万,宣西小区 -宣西宣庆体院,2室1厅 | 76.5平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,7人关注 / 一年前发布,50,"6,536元/平"
南北通透 中间楼层  看房方便 采光好 配套设施全,红河一街区 -太平商圈,2室1厅 | 66平米 | 南 北 | 简装 | 中楼层(共9层)  | 板楼,4人关注 / 一年前发布,53,"8,031元/平"
小区环境好有景观园林绿化自然水系保安,珠江帝景 -南岗会展商圈,1室1厅 | 63平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,3人关注 / 一年前发布,68,"10,794元/平"
哈尔滨市第二医院哈尔滨火车站东站，桦树街地铁站,进步小区 -先锋路商圈,1室1厅 | 33平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,7人关注 / 9个月以前发布,15,"4,546元/平"
新发小区F区 格局板正 不顶不低 位置好,新发小区 -新发小区大润发,1室1厅 | 33平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,28.8,"8,728元/平"
不是顶层，通透户型，精装修，两室一厅，近大润发,滨江凤凰城 -玛克威,2室1厅 | 75.5平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 5个月以前发布,40,"5,299元/平"
北岸众合城 两室 西向 楼层好采光好,众和城 -松北商圈,2室1厅 | 73.48平米 | 西 北 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 一年前发布,45,"6,125元/平"
97年2楼 三居室精装修拎包住 近地铁 早夜市,崇乐街 -儿童公园,2室1厅 | 93平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,80,"8,603元/平"
红旗小区 地铁 淮河路 红旗大街 小区安静,红旗小区（淮河路） -先锋路商圈,2室1厅 | 52平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,40,"7,693元/平"
柒季城 好楼层 南北通透 近地铁 没有大税,柒季城 -哈尔滨新区,2室1厅 | 78.75平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,46.8,"5,943元/平"
保利观澜，正规南北通透！好楼层有装修！,保利观澜 -松北商圈,2室1厅 | 86.3平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,23人关注 / 5个月以前发布,80.3,"9,305元/平"
房子通风采光好，装修舒适格局真不错 适合老人孩子,校园小区 -太平商圈,2室1厅 | 71平米 | 北 南 | 简装 | 中楼层(共26层)  | 板楼,4人关注 / 一年前发布,52,"7,324元/平"
团结   萧红   采光好    视野开阔,海城街 -团结萧红校哈站北秀宾馆,2室0厅 | 65.31平米 | 东 西 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,43.8,"6,707元/平"
房子通透 出行方便 楼层好 拎包入住 采光充足,星园小区 -先锋路商圈,2室1厅 | 64.17平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,10人关注 / 一年前发布,44.5,"6,935元/平"
永安城两室一厅南向高层电梯中间楼层视野好采光好,永安城 -松北商圈,2室1厅 | 80.45平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,57,"7,086元/平"
小区年限新 封闭管理 户型方正 房主诚心出售,宇轩花园一期 -先锋路商圈,2室1厅 | 111.4平米 | 南 西 | 简装 | 中楼层(共8层)  | 板塔结合,1人关注 / 4个月以前发布,60,"5,386元/平"
五楼南北通透 两室明厅双卫 精装修 前后不挡无冷山,辽河小区 -先锋路商圈,2室1厅 | 64.51平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,47.5,"7,364元/平"
三个朝向 很亮堂 格局好通透 有独立进户门厅,盛世香湾 -松北商圈,2室2厅 | 92.95平米 | 南 西 北 | 精装 | 低楼层(共18层)  | 板楼,10人关注 / 6个月以前发布,60,"6,456元/平"
松花江尚 视野开阔采光充足全封 闭小区 2013年公积金,松花江·尚 -中央大街,1室1厅 | 44.5平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,3人关注 / 一年前发布,62,"13,933元/平"
房子没有大税 二室明厅南北 精装修 年限新,东方玫瑰园 -动力区,2室1厅 | 83平米 | 南 北 | 精装 | 中楼层(共8层)  | 塔楼,39人关注 / 9个月以前发布,52,"6,266元/平"
【太平桥百盛商圈】一室一厅三阳房子拎包就住私产,沃华水岸 -太平商圈,1室1厅 | 39.6平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 9个月以前发布,13,"3,283元/平"
高楼层 视野开阔 通透户型 看房方便 小区安静,华尚·万象新天 -松北商圈,2室1厅 | 107.93平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 一年前发布,63,"5,838元/平"
南北户型 居住舒适 央企开发 服务有保障 近继红,中海·雍景熙岸 -哈西商圈,2室1厅 | 87.39平米 | 南 北 | 精装 | 33层  | 板楼,1人关注 / 4个月以前发布,123,"14,075元/平"
观澜居 精装修 两室两厅 南北通透 有证 看房方便,观澜居 -松北商圈,2室2厅 | 130.42平米 | 南 北 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 5个月以前发布,129.8,"9,953元/平"
两室一厅 阳光充足 楼层低 交通便利,滨江逸品 -太平商圈,2室1厅 | 101平米 | 西南 | 简装 | 低楼层(共18层)  | 板楼,3人关注 / 一年前发布,85,"8,416元/平"
顺水街，两室一厅，楼层好，格局好，精装修，,顺水街 -菜艺商圈,2室1厅 | 73平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,49.8,"6,822元/平"
视野宽阔  采光好  交通便利,橄榄城 -哈东站商圈,2室1厅 | 63.5平米 | 南 北 | 简装 | 中楼层(共28层)  | 板楼,2人关注 / 一年前发布,50,"7,875元/平"
阳 光 充 足 没 有 大 税 精 装 修,玉翠秀府 -动力区,2室1厅 | 54.01平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,5人关注 / 一年前发布,16.4,"3,037元/平"
群力工农大街 两室大明厅85万 近地铁 楼层采光好,新城花园 -工农大街,2室1厅 | 95.36平米 | 南 北 西 | 精装 | 高楼层(共7层)  | 板楼,8人关注 / 一年前发布,85,"8,914元/平"
道里海富康城c区 一楼适合老人居住带花园,海富康城 -公路大桥,1室1厅 | 40平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,12人关注 / 5个月以前发布,26,"6,500元/平"
柏林四季，两室明厅，好楼层，好位置,柏林四季 -哈尔滨新区,2室1厅 | 92.06平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,43.8,"4,758元/平"
滨才城二期户型好楼层好价格合理,滨才城二期 -哈尔滨新区,2室1厅 | 74平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,36.8,"4,973元/平"
此房满五唯一，视野开阔，适合年轻人过度，楼下就..,新乐小区 -船舶军工,1室1厅 | 32.63平米 | 西 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,28.4,"8,704元/平"
哈站 北秀广场  博物馆 铁路局,凤翥街 -团结萧红校哈站北秀宾馆,2室1厅 | 49.83平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,49.8,"9,994元/平"
辽河新区雷锋3楼南北两室一厅无冷不挡采光好,辽河小区 -先锋路商圈,2室1厅 | 42平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,35,"8,334元/平"
锦绣华城滨园，随时看房，诚心出售，交通方便,锦绣华城滨园 -哈南商圈,2室1厅 | 85.86平米 | 南 北 | 简装 | 低楼层(共29层)  | 板楼,1人关注 / 8个月以前发布,64,"7,454元/平"
红星城两室一厅电梯房小区环境好全封,红星城 -哈西商圈,2室1厅 | 85.84平米 | 西北 | 精装 | 低楼层(共24层)  | 板塔结合,1人关注 / 一年前发布,63,"7,340元/平"
道里 群力新区 天鹅湾  两室明厅  精装  看房方便,天鹅湾 -群力新区,2室1厅 | 112平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,81人关注 / 一年前发布,125,"11,161元/平"
3楼 60米 39.5万 革新教堂,巴山街 -革新教堂,2室1厅 | 60平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,18人关注 / 一年前发布,32,"5,334元/平"
中北春城 2室1厅 南 北,中北春城 -省医院商圈,2室1厅 | 106平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,8人关注 / 9个月以前发布,122,"11,510元/平"
陶瓷小区 滨港水岸D区 南北通透 两室明厅,好民居滨港水岸D区 -靖宇公园,2室1厅 | 71.59平米 | 南 北 | 简装 | 低楼层(共28层)  | 板楼,4人关注 / 一年前发布,53,"7,404元/平"
会展商圈 交通便利 采光好 户型板正,红旗小区（淮河路） -先锋路商圈,2室1厅 | 33平米 | 南 北 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 2个月以前发布,20.5,"6,213元/平"
此房产权清晰无遮挡采光充足配套设施全面交通便利,地恒托斯卡纳一期 -哈尔滨新区,2室1厅 | 48平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,53,"11,042元/平"
一室一厨一卫 过度户型 小米数 总价低 允购性较高,大水晶街 -承德广场,1室1厅 | 32.74平米 | 西 | 简装 | 中楼层(共8层)  | 板楼,3人关注 / 一年前发布,13,"3,971元/平"
恒大绿洲 3室2厅 南 北,恒大绿洲 -松浦商圈,3室2厅 | 130平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,2人关注 / 6个月以前发布,92,"7,077元/平"
位于太平大街，育英小区，交通便利，年限较新。,沃华水岸 -太平商圈,2室1厅 | 61.72平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,8人关注 / 一年前发布,25.8,"4,181元/平"
大润发商圈 滨江新城好民居 2室明厅 采光充足 视野好,滨江新城好民居 -玛克威,2室1厅 | 109平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,72人关注 / 一年前发布,77,"7,065元/平"
西大直街 江城之珠 电梯房 两室明厅可公积金,江城之珠 -哈特百脑汇教化工大,2室1厅 | 106.62平米 | 南 西 | 精装 | 高楼层(共36层)  | 板楼,2人关注 / 6个月以前发布,110,"10,318元/平"
巴山街 采光充足 新天地  地利生鲜 革新 交通便利,巴山街 -革新教堂,2室1厅 | 60平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,34,"5,667元/平"
发达商圈，生活方便，小商品批发地,承德街 -南十四道街商圈,2室1厅 | 86平米 | 西南 | 精装 | 中楼层(共16层)  | 板楼,2人关注 / 一年前发布,64.8,"7,535元/平"
新发 马家沟区 两室明厅  精装修   3楼,新发小区F区 -新发小区大润发,2室1厅 | 45.82平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 4个月以前发布,44.8,"9,778元/平"
南岗仪兴小区2001年南北和兴十一道街西大直街学府凯德,仪兴小区 -仪兴商圈,2室1厅 | 70.32平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,51.8,"7,367元/平"
道外陶瓷小区一室明厅精装修私产有证可贷款,滨港水岸B区 -靖宇公园,2室1厅 | 61.43平米 | 西 | 精装 | 高楼层(共31层)  | 板楼,12人关注 / 一年前发布,33,"5,372元/平"
珠江帝景高层电梯房一室明厅拎包入住,珠江帝景 -南岗会展商圈,2室1厅 | 68平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,17人关注 / 一年前发布,65,"9,559元/平"
欧美亚世界阳光，三室简单装修好楼层，进出方便,欧美亚世界阳光 -松北商圈,3室1厅 | 142平米 | 南 北 西 | 精装 | 中楼层(共7层)  | 板楼,10人关注 / 一年前发布,72,"5,071元/平"
两室明厅楼层好采光好年限好··,司徒街 -菜艺商圈,2室1厅 | 42.28平米 | 南 北 | 简装 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,31,"7,333元/平"
振国小区 南北通透 两室一厅 楼层好马克威 阿拉伯地铁,振国小区 -阿拉伯广场,2室1厅 | 48.86平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,4人关注 / 7个月以前发布,29.8,"6,100元/平"
建国街阳明笑 两居室明厅中间楼层 拎包即住,建国北二道街 -公路大桥,3室1厅 | 82平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,51人关注 / 一年前发布,47,"5,732元/平"
芦家街 2室1厅 南 北,芦家街 -马家沟校大成街,2室1厅 | 80平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,50,"6,250元/平"
明厅，南向，包烧好，采光晒脸，没有遮挡，视野好,滨港水岸C区 -靖宇公园,2室1厅 | 70平米 | 南 | 简装 | 高楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,62,"8,858元/平"
一室一厨一卫 过度户型 小米数 总价低 允购性较高,大水晶街 -承德广场,1室1厅 | 32.74平米 | 西 | 简装 | 中楼层(共8层)  | 板楼,3人关注 / 一年前发布,13,"3,971元/平"
：此房南北向 格局好，楼层好，交通便利,宣西小区 -宣西宣庆体院,1室1厅 | 46平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,4人关注 / 4个月以前发布,25.8,"5,609元/平"
爱达88 南北通透 精装修 继红 六九 中间层 明卫,爱达88 -哈西商圈,2室1厅 | 111.74平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 1个月以前发布,142.8,"12,780元/平"
顾乡工农大街 南北通透户型 采光视野好 交通便利,迎宾小区 -工农大街,2室1厅 | 54平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,36,"6,667元/平"
