标题,开发商,房子信息,发布信息,售价/万,单价
户型好正宗4室2厅2卫 朝南 正对中庭 装修保存完好,春天印象北区 -城北,4室2厅 | 132.76平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 4天以前发布,122.5,"9,228元/平"
品质别墅区，住户综合素质高，小区安静舒适,江南印象 -广汉市,5室4厅 | 306平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,2人关注 / 一年前发布,185,"6,046元/平"
绿地新里程套三双卫。。。。。。。。。,绿地新里城 -旌阳区,3室2厅 | 105平米 | 西 | 毛坯 | 高楼层(共21层)  | 暂无数据,2人关注 / 一年前发布,76,"7,239元/平"
欧城联邦大套四双卫，高层看美景,金雁·欧城联邦 -广汉市,4室1厅 | 131平米 | 南 | 毛坯 | 31层  | 塔楼,0人关注 / 一年前发布,85,"6,489元/平"
金雁·欧城联邦 3室2厅 南,金雁·欧城联邦 -广汉市,3室2厅 | 117平米 | 南 | 其他 | 高楼层(共31层)  | 板塔结合,1人关注 / 一年前发布,80,"6,838元/平"
"全明格局,客厅宽敞 2、热闹地段,楼层",金雁·欧城联邦 -广汉市,3室2厅 | 119平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,69,"5,799元/平"
东泰帝景国际 3室2厅 东南,东泰帝景国际 -广汉市,3室2厅 | 120.2平米 | 东南 | 精装 | 低楼层(共10层)  | 板塔结合,2人关注 / 一年前发布,86,"7,155元/平"
广汉城北核 心区域，房子格局方正，通透户型,金雁·欧城联邦 -广汉市,3室1厅 | 120平米 | 南 | 毛坯 | 高楼层(共31层)  | 塔楼,0人关注 / 一年前发布,85,"7,084元/平"
欧城联邦 标准大套三 中间楼层 房东诚心卖 随时看房,金雁·欧城联邦 -广汉市,3室1厅 | 117平米 | 南 | 毛坯 | 22层  | 塔楼,0人关注 / 一年前发布,76,"6,496元/平"
城北品质小区，户型方正，采光通透,金雁·欧城联邦 -广汉市,3室2厅 | 109平米 | 西南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,76,"6,973元/平"
业主诚心出售 精装修 套三双卫 洋房 领包入住,金雁·欧城联邦 -广汉市,3室2厅 | 130.36平米 | 南 | 精装 | 低楼层(共11层)  | 塔楼,2人关注 / 一年前发布,103,"7,902元/平"
百伦江樾居 3室2厅 西南,百伦江樾居 -广汉市,3室2厅 | 102平米 | 西南 | 精装 | 高楼层(共4层)  | 暂无数据,2人关注 / 一年前发布,69.8,"6,844元/平"
老证  玉泉片区 多层3楼 清水4室 户型房子 采光好,桂景花苑 -玉泉,4室2厅 | 156.69平米 | 北 | 毛坯 | 中楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,79,"5,042元/平"
城北 希望城玫瑰园东区 套二 家具齐全,德阳希望城东区 -黄河片区,3室2厅 | 103平米 | 西 | 精装 | 高楼层(共18层)  | 塔楼,9人关注 / 一年前发布,95,"9,224元/平"
城北品质小区，抬高式一楼，楼下是车库。,万兴一品 -广汉市,3室2厅 | 103.4平米 | 西北 | 毛坯 | 低楼层(共18层)  | 塔楼,9人关注 / 一年前发布,60,"5,803元/平"
此房新装修出来  房子空间布局合理 房子价格合理.....,金雁·欧城联邦 -广汉市,3室2厅 | 132平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,102,"7,728元/平"
此房老证 楼层好 户型好 视野宽阔 采光充足 配套齐全,金湖名城 -玉泉,3室2厅 | 100.15平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,13人关注 / 一年前发布,81.6,"8,148元/平"
多层顶楼带花园。全新装修。南北通透。,万兴魅力城北区 -黄河片区,3室2厅 | 159平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,14人关注 / 一年前发布,124,"7,799元/平"
"精装修视野开阔,户型方正没有浪费空间",金雁·欧城联邦 -广汉市,3室1厅 | 117.52平米 | 东南 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 一年前发布,122,"10,382元/平"
万兴花园，多层一楼大平层，套四户型好,万兴花园 -玉泉,4室2厅 | 196平米 | 南 北 | 精装 | 低楼层(共5层)  | 板塔结合,6人关注 / 一年前发布,136,"6,939元/平"
美林康城 3室1厅 南,美林康城 -黄河片区,3室1厅 | 103平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,33人关注 / 一年前发布,70,"6,797元/平"
欧城联邦经典三室两厅双卫，中间楼层，视野无阻,金雁·欧城联邦 -广汉市,3室2厅 | 113.56平米 | 西 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 一年前发布,72.6,"6,394元/平"
欧城联邦，楼层好，视野开阔，采光充足。,金雁·欧城联邦 -广汉市,3室2厅 | 111.83平米 | 西南 | 毛坯 | 29层  | 板塔结合,1人关注 / 一年前发布,73,"6,528元/平"
欧城联邦清水套四 房东诚心出售,金雁·欧城联邦 -广汉市,4室1厅 | 138平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,2人关注 / 7个月以前发布,75.8,"5,493元/平"
阳光花园三室，东南朝，向户型方正，采光好。,阳光花园 -旌东,3室2厅 | 117平米 | 南 | 简装 | 中楼层(共8层)  | 板塔结合,7人关注 / 一年前发布,48,"4,103元/平"
保利广悦府 3室2厅 东北,保利广悦府 -广汉市,3室2厅 | 86平米 | 东北 | 其他 | 低楼层(共34层)  | 暂无数据,0人关注 / 1个月以前发布,54.8,"6,373元/平"
房房本满五，套三。4楼，户型大，采光 视野 好,德阳七中教师家属楼 -玉泉,3室1厅 | 149.5平米 | 东南 | 毛坯 | 中楼层(共5层)  | 板楼,2人关注 / 7个月以前发布,62,"4,148元/平"
房子5跃6.户型方正带双阳台..南北通透,蜀人苑 -广汉市,5室2厅 | 217平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,6人关注 / 一年前发布,66.5,"3,065元/平"
此房为地震后房子，框架结构，小区环境幽美，停车方便,三台三建司宿舍 -旌东,3室2厅 | 136.5平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,21人关注 / 一年前发布,52.5,"3,847元/平"
欧城联邦中庭套三，户型方正，朝南,金雁·欧城联邦 -广汉市,3室2厅 | 115.07平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 塔楼,1人关注 / 一年前发布,73.8,"6,414元/平"
欧城联邦洋房套四 清水房 小区环境好,金雁·欧城联邦 -广汉市,4室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共10层)  | 塔楼,2人关注 / 一年前发布,115.6,"8,084元/平"
市中 单价便宜 房东急售 价格优质 看房方便有钥匙,金雁湖小区 -广汉市,3室2厅 | 179.64平米 | 西 | 简装 | 中楼层(共7层)  | 板楼,16人关注 / 一年前发布,36,"2,005元/平"
格兰维亚 标准套三 中间楼层 产权满2年 随时看房,金领兰庭 -广汉市,3室2厅 | 111.09平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,17人关注 / 一年前发布,68,"6,122元/平"
"环境优美,适宜居住,人文素质高,物业管理完善",金雁·欧城联邦 -广汉市,3室2厅 | 127平米 | 南 | 毛坯 | 33层  | 塔楼,0人关注 / 一年前发布,83,"6,536元/平"
路桥公寓、百伦百货后面、大套3、外上屋顶花园已建,路桥公寓 -广汉市,3室2厅 | 124平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,50,"4,033元/平"
小区配套齐全，环境优美，地理位置好，出行方便,金雁·欧城联邦 -广汉市,3室2厅 | 129平米 | 南 北 | 毛坯 | 33层  | 塔楼,0人关注 / 一年前发布,95.9,"7,435元/平"
金雁·欧城联邦 3室2厅 西南,金雁·欧城联邦 -广汉市,3室2厅 | 110.9平米 | 西南 | 毛坯 | 29层  | 板塔结合,0人关注 / 一年前发布,84,"7,575元/平"
二期正中庭位置采光舒适楼层适中,金雁·欧城联邦 -广汉市,4室2厅 | 131平米 | 西北 | 毛坯 | 中楼层(共31层)  | 塔楼,1人关注 / 一年前发布,74,"5,649元/平"
黄河片区单价8000多套，三双卫房东急售,翰城国际一期 -黄河片区,3室2厅 | 108.86平米 | 南 | 精装 | 低楼层(共20层)  | 暂无数据,11人关注 / 5个月以前发布,89.6,"8,231元/平"
广汉城北新城，欧城联邦，小区环境优美，高绿化。,金雁·欧城联邦 -广汉市,3室2厅 | 118.9平米 | 西北 | 毛坯 | 中楼层(共33层)  | 塔楼,2人关注 / 一年前发布,72,"6,056元/平"
房东诚意出售   并包含价值6万车位一个,川师学府城 -广汉市,3室2厅 | 89平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,12人关注 / 一年前发布,62.6,"7,034元/平"
此房房东诚心卖，随时可以看房，小区位置好。,奥园玖珑湾 -广汉市,4室1厅 | 118平米 | 东南 | 毛坯 | 中楼层(共14层)  | 板塔结合,0人关注 / 2个月以前发布,71.8,"6,085元/平"
玉泉片区 出门就是菜市场 爬山就到东湖山,瑞丰苑 -玉泉,3室2厅 | 128平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,61,"4,766元/平"
欧城联邦  套三双卫 环境好配套成熟是个不错的选择,金雁·欧城联邦 -广汉市,3室2厅 | 122平米 | 东南 | 毛坯 | 22层  | 塔楼,0人关注 / 一年前发布,73,"5,984元/平"
价格实惠，交通便利，户型朝向好，配套设施齐全。,金雁·欧城联邦 -广汉市,3室2厅 | 108.95平米 | 西南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,69,"6,334元/平"
城北泓景湾 环境优美 套三双卫 视野开阔 通透性好,锦弘泓景湾 -广汉市,3室2厅 | 114平米 | 南 | 毛坯 | 高楼层(共26层)  | 塔楼,13人关注 / 一年前发布,70,"6,141元/平"
小区配套齐全，环境优美，地理位置好，出行方便,金雁·欧城联邦 -广汉市,3室2厅 | 109平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 一年前发布,70,"6,423元/平"
城北欧城联邦 套四户型 诚心出售 错过拍大腿,金雁·欧城联邦 -广汉市,3室2厅 | 118.75平米 | 北 | 毛坯 | 高楼层(共33层)  | 塔楼,16人关注 / 一年前发布,60,"5,053元/平"
房东诚心出售，看起价格可谈，看房提前联系,枕水小镇三期 -经开区,3室2厅 | 105平米 | 南 | 毛坯 | 高楼层(共33层)  | 平房,1人关注 / 一年前发布,76,"7,239元/平"
小区中庭，主卧大阳台，清水，方便二次装修,现代花园 -黄河片区,3室2厅 | 121平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,59.8,"4,943元/平"
雅馨花园4-2-1-2 171.00m² 94 万,雅馨花园 -玉泉,4室2厅 | 171平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,83,"4,854元/平"
绿地新里程*清水*四室两厅两卫*看房有钥匙,绿地新里城 -旌阳区,3室2厅 | 123.64平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 暂无数据,10人关注 / 一年前发布,79,"6,390元/平"
小区绿化好 娱乐设施齐全 小区自带会客厅 游泳池,华景川万悦城 -广汉市,3室1厅 | 117平米 | 东南 东北 | 毛坯 | 高楼层(共27层)  | 板塔结合,0人关注 / 一年前发布,73.8,"6,308元/平"
欧城联邦 大套四 业主诚心卖 可按揭 随时可以看,金雁·欧城联邦 -广汉市,4室1厅 | 132平米 | 西 | 毛坯 | 高楼层(共31层)  | 塔楼,3人关注 / 一年前发布,71.5,"5,417元/平"
钻石二楼不临街5平米入户花园老证税费低,江南印象 -广汉市,3室2厅 | 128平米 | 北 南 | 毛坯 | 中楼层(共4层)  | 板楼,25人关注 / 一年前发布,56.8,"4,438元/平"
宏苑小区 3室1厅 东南,宏苑小区 -广汉市,3室1厅 | 110平米 | 东南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,55,"5,000元/平"
蔚蓝郡 3室2厅 南 北,蔚蓝郡 -广汉市,3室2厅 | 122平米 | 南 北 | 其他 | 低楼层(共25层)  | 板塔结合,0人关注 / 6个月以前发布,65,"5,328元/平"
小区绿化环境很好 户型方正 采光很好，恒大自持物业,德阳恒大首府 -广汉市,3室1厅 | 98平米 | 东南 | 毛坯 | 低楼层(共27层)  | 板塔结合,0人关注 / 一年前发布,57,"5,817元/平"
"全明格局,客厅宽敞 2、热闹地段,楼层",金雁·欧城联邦 -广汉市,3室2厅 | 118平米 | 南 北 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,82,"6,950元/平"
华景川万悦城3-2-1-2 101.00m² 66 万,华景川万悦城 -广汉市,3室2厅 | 101平米 | 南 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 一年前发布,65.9,"6,525元/平"
此房满五年，出行方便，户型方正，居住方便舒适,四季景园 -玉泉,3室2厅 | 143平米 | 东南 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,69,"4,826元/平"
欧城联邦3室2厅2卫  交通便利 小区环境干净舒适,金雁·欧城联邦 -广汉市,3室2厅 | 118平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,1人关注 / 一年前发布,100,"8,475元/平"
"环境优美,适宜居住,人文素质高,物业管理完善",金雁·欧城联邦 -广汉市,3室2厅 | 127平米 | 南 | 毛坯 | 33层  | 塔楼,0人关注 / 一年前发布,96,"7,560元/平"
顺德小区套三新装修房东缺钱急售,顺德小区 -广汉市,3室2厅 | 98平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,36,"3,674元/平"
城北新城区 实用面积大 带连廊使用面积大,金雁·欧城联邦 -广汉市,3室2厅 | 119平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 一年前发布,78.5,"6,597元/平"
金雁·欧城联邦 3室1厅 东南,金雁·欧城联邦 -广汉市,3室1厅 | 118.98平米 | 东南 | 毛坯 | 31层  | 塔楼,0人关注 / 一年前发布,84.5,"7,103元/平"
房东急售 户型方正 采光很好 全装修,燃气花苑 -玉泉,3室2厅 | 135平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,71.8,"5,319元/平"
精装套三双卫空房，高层视野好，装修用了10多万,金雁·欧城联邦 -广汉市,3室2厅 | 113平米 | 西 | 精装 | 29层  | 板塔结合,0人关注 / 一年前发布,85,"7,523元/平"
香港花园电梯2楼，精装修，户型方正，诚意出售,越地香港花园 -广汉市,3室1厅 | 103.3平米 | 西南 | 毛坯 | 低楼层(共26层)  | 板塔结合,1人关注 / 5个月以前发布,69.8,"6,758元/平"
玉泉片区 品质小区 万兴花园 户型方正,万兴花园 -玉泉,3室2厅 | 119平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,0人关注 / 10个月以前发布,72,"6,051元/平"
交通便利 小区环境干净舒适 适合居住,佛山街市百货公司宿舍 -玉泉,3室1厅 | 115.06平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,47.7,"4,146元/平"
小区配套齐全，环境优美，地理位置好，出行方便！,金雁·欧城联邦 -广汉市,3室2厅 | 118.75平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 一年前发布,80,"6,737元/平"
雒城公园旁 市中电梯大阳台房 通透户型 房东急售,时代广场 -广汉市,3室1厅 | 146平米 | 南 | 毛坯 | 中楼层(共15层)  | 暂无数据,3人关注 / 一年前发布,76,"5,206元/平"
视野开阔 小区环境好  采光充足，交通便利,金雁·欧城联邦 -广汉市,3室1厅 | 96平米 | 北 | 毛坯 | 29层  | 板塔结合,20人关注 / 一年前发布,54.5,"5,678元/平"
户型 方正 采光好 看房 方便,金雁·欧城联邦 -广汉市,4室2厅 | 132平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼,1人关注 / 11个月以前发布,82,"6,213元/平"
华景川万悦城 电梯清水房 户型方正 南北通透,华景川万悦城 -广汉市,3室2厅 | 118.65平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板塔结合,0人关注 / 一年前发布,78.8,"6,642元/平"
采光充足，目前为毛坯状态。。。。。。。。。。,金雁·欧城联邦 -广汉市,3室1厅 | 96平米 | 东 | 毛坯 | 29层  | 板塔结合,1人关注 / 一年前发布,62,"6,459元/平"
清水套三诚心售出，随时看房有钥匙,金雁·欧城联邦 -广汉市,3室2厅 | 119平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 塔楼,3人关注 / 一年前发布,77.2,"6,488元/平"
欧城联邦，横厅套三双卫底层，采光好，不临街,金雁·欧城联邦 -广汉市,3室1厅 | 121平米 | 南 | 毛坯 | 22层  | 塔楼,0人关注 / 一年前发布,68.8,"5,686元/平"
广汉 城西东泰翡翠郡 套三 清水 阳光充足,东泰翡翠郡 -广汉市,3室1厅 | 103.28平米 | 东 | 其他 | 高楼层(共25层)  | 塔楼,0人关注 / 一年前发布,58.8,"5,694元/平"
骏逸东山4-2-1-2 155.00m² 155 万,骏逸东山 -黄河片区,4室2厅 | 155平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,135,"8,710元/平"
城北新城区 户型方正 一楼可做商用,金雁·欧城联邦 -广汉市,3室1厅 | 93平米 | 东 | 毛坯 | 22层  | 塔楼,12人关注 / 一年前发布,53.8,"5,785元/平"
广信鹭岛，房子户型方正，房东诚心出售,广信鹭岛 -广汉市,3室2厅 | 86平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼,1人关注 / 一年前发布,76,"8,838元/平"
电梯中层  小区中庭  经典套三双卫,金雁·欧城联邦 -广汉市,3室2厅 | 116平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,1人关注 / 11个月以前发布,74,"6,380元/平"
金雁公园旁+朝南大套三+低楼层随时可以看房,怡景花苑 -广汉市,3室2厅 | 135平米 | 南 | 简装 | 中楼层(共6层)  | 塔楼,0人关注 / 3个月以前发布,90,"6,667元/平"
宏苑小区，精装房，家具家电齐全配套齐全，购物方便,宏苑小区 -广汉市,3室1厅 | 110平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 6个月以前发布,56.8,"5,164元/平"
福兴小区 标准大套三 中间楼层 有钥匙随时看房,福兴小区 -广汉市,3室1厅 | 124平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,3人关注 / 7个月以前发布,40,"3,226元/平"
125平大空间，前后双阳台，贯穿式通透,万兴一品 -广汉市,3室1厅 | 125.92平米 | 西北 | 毛坯 | 高楼层(共25层)  | 板塔结合,0人关注 / 5个月以前发布,75,"5,957元/平"
欧城联邦大套四双卫，高层看美景,金雁·欧城联邦 -广汉市,4室1厅 | 131平米 | 南 | 毛坯 | 31层  | 塔楼,0人关注 / 一年前发布,85,"6,489元/平"
金雁·欧城联邦 3室2厅 南,金雁·欧城联邦 -广汉市,3室2厅 | 117平米 | 南 | 其他 | 高楼层(共31层)  | 板塔结合,1人关注 / 一年前发布,80,"6,838元/平"
