标题,开发商,房子信息,发布信息,售价/万,单价
御景苑电梯中层商品房，南北通透大H户型，单价低！,御景苑三期 -元宝区,2室2厅 | 98.56平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 3天以前发布,74,"7,509元/平"
御景苑一期回迁 电梯高层 阳光好 拎包入住可贷款,御景苑一期 -元宝区,1室1厅 | 50平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 8个月以前发布,25.6,"5,120元/平"
保持很好，拎包即住， 步梯2楼。万达商圈,六道新村 -振兴区,2室1厅 | 48平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,5人关注 / 一年前发布,22,"4,584元/平"
优山美地 两室一厅 好格局 阳光充足 生活便利,钰豪-优山美地小区 -元宝区,2室1厅 | 54.42平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,3人关注 / 8个月以前发布,27.8,"5,109元/平"
林江名城 电梯 看江房 精装修 拎包入住！,林江名城 -元宝区,2室2厅 | 99.7平米 | 南 | 精装 | 高楼层(共25层)  | 板楼,3人关注 / 一年前发布,80,"8,025元/平"
名仕家园，电梯高层，采光好，看房方便,名仕家园 -振兴区,2室1厅 | 79平米 | 西 | 精装 | 高楼层(共26层)  | 板楼,5人关注 / 一年前发布,75,"9,494元/平"
振八街15号 非顶楼 采光好 看房方便,振八街15号 -振兴区,2室1厅 | 60.4平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,49,"8,113元/平"
精装修，私产房，位置好，电梯高层，价格低,金海寶山新城 -元宝区,2室1厅 | 65.23平米 | 南 | 精装 | 低楼层(共30层)  | 暂无数据,0人关注 / 8个月以前发布,43.5,"6,669元/平"
楼龄新，封闭式园区，园区内绿化好，物业管理完善,九江丽都 -元宝区,2室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,2人关注 / 10个月以前发布,138,"11,500元/平"
鸿利三期电梯高层，视野宽阔，采光充足，配套设施齐全,鸿利聚隆三期 -元宝区,2室0厅 | 56平米 | 南 北 | 简装 | 高楼层(共30层)  | 塔楼,9人关注 / 一年前发布,35,"6,250元/平"
金海宝山新城  4楼总高30楼  拎包入住,金海寶山新城 -元宝区,2室1厅 | 69.21平米 | 东 西 | 简装 | 低楼层(共30层)  | 塔楼,2人关注 / 一年前发布,39.8,"5,751元/平"
林江名城 满五唯一 拎包入住 采光好 交通便利,林江名城 -元宝区,2室2厅 | 97.64平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,90,"9,218元/平"
比邻新安街有闹市人流大干买卖不二选择,元宝新村 -元宝区,4室2厅 | 186.09平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 一年前发布,269.5,"14,483元/平"
宗裕城C区 精装修 步梯矮层  可贷款 可拎包入住,宗裕城C区 -元宝区,2室1厅 | 86.67平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,65,"7,500元/平"
：此房全绿色环保装修 房子精心装修,桃铁社区 -振兴区,2室1厅 | 62平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,19.8,"3,194元/平"
温泉入户，适合养老居住，阳光好无遮挡,宗裕城A区 -元宝区,1室1厅 | 59平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,2人关注 / 一年前发布,35,"5,933元/平"
桃铁社区 步梯三楼 采光好 看房方便,桃铁社区 -振兴区,2室1厅 | 53.09平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,10人关注 / 一年前发布,19.5,"3,674元/平"
此房，户型好，楼层好，前后无遮挡，公产,永昌社区 -振兴区,2室2厅 | 63.21平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,48,"7,594元/平"
安美小区 步梯四楼 毛坯装修 位置好,安美小区 -元宝区,2室1厅 | 63.5平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,21.8,"3,434元/平"
电梯矮层，虽然矮层   但是阳光挺好的。,五州东都屹景 -元宝区,2室1厅 | 58平米 | 南 北 | 简装 | 低楼层(共34层)  | 板楼,4人关注 / 7个月以前发布,26,"4,483元/平"
朝凤果品 位置好 适合各种人群 生活交通便利,朝凤果品 -元宝区,2室1厅 | 52平米 | 东 西 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,24.3,"4,674元/平"
城市之星 公寓式小户型 可贷款.,城市之星 -元宝区,1室1厅 | 39.96平米 | 西南 | 简装 | 低楼层(共27层)  | 塔楼,3人关注 / 一年前发布,38,"9,510元/平"
学子园小2居室，中等装修，拎包入住,学子园 -振兴区,2室1厅 | 57.52平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,14人关注 / 一年前发布,39.6,"6,885元/平"
私产 户型好 楼层好 阳光好 位置好 满五年！,萬隆和馨園 -振兴区,2室2厅 | 86.55平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,95,"10,977元/平"
御景苑一期，阳光好，格局好，59平,御景苑一期 -元宝区,2室1厅 | 59平米 | 南 | 简装 | 高楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,24.8,"4,204元/平"
交通便利 出行便民 南北通透 六纬路,六纬路学区铁路市政楼 -振兴区,2室1厅 | 56平米 | 南 北 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,69.8,"12,465元/平"
福春七小区 好楼层 采光好 格局好,福春七小区(春五路) -振兴区,2室1厅 | 82平米 | 东南 | 简装 | 低楼层(共7层)  | 板楼,3人关注 / 一年前发布,53.5,"6,525元/平"
宗裕城A区 电梯商品房 有房本 可贷款 温泉入户,宗裕城A区 -元宝区,2室1厅 | 95平米 | 南 北 | 简装 | 中楼层(共17层)  | 板楼,1人关注 / 一年前发布,71.8,"7,558元/平"
此房是私产房，东西向，光线好有遮挡，简单装修,德馨园小区 -元宝区,2室1厅 | 52.99平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 9个月以前发布,25.9,"4,888元/平"
东都屹景电梯中层，私产有房本，可贷款，看房方便。,五州东都屹景 -元宝区,2室1厅 | 61.8平米 | 南 | 简装 | 中楼层(共34层)  | 板楼,2人关注 / 一年前发布,30.5,"4,936元/平"
阳光家园一期商品 步梯跃层精装修南北通透,陽光家園 -元宝区,3室2厅 | 157.79平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,49,"3,106元/平"
步梯二楼 格局户型好 锦江山 房子干净立正 私产,山上街 -振兴区,1室1厅 | 40.3平米 | 南 北 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 3个月以前发布,15,"3,723元/平"
菜市小区 人群集中 交通便利 配套齐全,菜市小区 -元宝区,1室1厅 | 37平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,4人关注 / 一年前发布,17.2,"4,649元/平"
万达商圈~红房~楼龄新~二院旁边~鸟语花园,名仕家园 -振兴区,2室2厅 | 72.69平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,76.5,"10,525元/平"
华美大厦A座，电梯中层，阳光好。实用空间大,启航SOHO雄业商务大厦A座 -元宝区,2室1厅 | 56.71平米 | 南 | 简装 | 中楼层(共27层)  | 塔楼,0人关注 / 3个月以前发布,40,"7,054元/平"
滨江小区 步梯5楼   老式装修,滨江小区 -振兴区,1室1厅 | 38平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 3个月以前发布,16,"4,211元/平"
锦绣三期的房子，电梯3楼，简单装修,锦绣花园 -振兴区,1室1厅 | 46.1平米 | 南 | 简装 | 低楼层(共17层)  | 板楼,1人关注 / 一年前发布,35,"7,593元/平"
丹建锦园 步梯2楼 户型规整 拎包即住,丹建锦园 -振兴区,2室1厅 | 81.68平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,8人关注 / 一年前发布,73,"8,938元/平"
九江丽都 电梯房 可公积金 商贷款 价格可谈,九江丽都 -元宝区,2室1厅 | 60.08平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,38.9,"6,475元/平"
华美大厦A座，电梯中层，阳光好。实用空间大,启航SOHO雄业商务大厦A座 -元宝区,2室1厅 | 56.71平米 | 南 | 简装 | 中楼层(共27层)  | 塔楼,0人关注 / 3个月以前发布,40,"7,054元/平"
桃铁社区，步梯高层，南北通透，精装修,桃铁社区 -振兴区,2室1厅 | 61.69平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,32,"5,188元/平"
此房配套齐全 有商场 江边 步梯4楼 适合多种人群,福临小区 -振兴区,2室1厅 | 82.44平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,58,"7,036元/平"
元宝山公园旁，医院，市场，生活便利,绸二新区北区 -元宝区,2室1厅 | 56平米 | 东 西 | 简装 | 高楼层(共7层)  | 塔楼,4人关注 / 一年前发布,26,"4,643元/平"
陽光家園，74平，位置好，阳光充足,陽光家園 -元宝区,2室1厅 | 74.73平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,36.6,"4,898元/平"
商品房，步梯二楼，H格局，家具家电都留下,陽光家園 -元宝区,2室1厅 | 61平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,31.3,"5,132元/平"
电梯高层 采光充足 女人街商圈 两室 私产可贷款,金海寶山新城 -元宝区,2室1厅 | 66.84平米 | 南 | 简装 | 高楼层(共30层)  | 塔楼,12人关注 / 一年前发布,37.8,"5,656元/平"
纯私产，楼层好，采光充足，交通方便，配套齐全可看江,聚隆D区 -元宝区,2室1厅 | 62.79平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,1人关注 / 9个月以前发布,41.8,"6,658元/平"
宏安小区 阳光好 看房方便 位置优越,宏安小区 -元宝区,2室1厅 | 55平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 11个月以前发布,34.3,"6,237元/平"
茂生胡同 拎包入住  正常装修 交通方便,茂生胡同 -元宝区,2室1厅 | 58.66平米 | 东 西 | 简装 | 高楼层(共8层)  | 板楼,9人关注 / 一年前发布,17.8,"3,035元/平"
万达悦府 电梯小高层 户型规整 精装 拎包即住 可按揭,万达华府 -振兴区,2室2厅 | 91.37平米 | 东 西 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,100,"10,945元/平"
水映华庭。商品，毛坯。前后无遮挡，交通方便。。。。,水映华庭 -振兴区,3室2厅 | 130.68平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 7个月以前发布,135,"10,331元/平"
此房格局规整 电梯中层，视野开阔阳光好,陽光家園 -元宝区,2室1厅 | 72.86平米 | 南 | 毛坯 | 中楼层(共17层)  | 板塔结合,3人关注 / 10个月以前发布,29.2,"4,008元/平"
一楼窗改门 可做生意 正对小区大门口 位置佳,白房二社区 -振兴区,2室1厅 | 54.9平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,38.5,"7,013元/平"
中富小区步梯四楼，距离两个繁华阶段都近，金汤！,中富小区南区 -元宝区,2室1厅 | 56.44平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,11人关注 / 一年前发布,27,"4,784元/平"
通透格局，阳光充足，无遮挡，教育地,中富小区南区 -元宝区,2室1厅 | 57平米 | 南 北 | 简装 | 高楼层(共8层)  | 板塔结合,1人关注 / 1个月以前发布,25.8,"4,527元/平"
宝山新城回迁  一室一厅  采光好  格局好,金海寶山新城 -元宝区,1室1厅 | 49.84平米 | 西 | 简装 | 高楼层(共30层)  | 暂无数据,0人关注 / 11个月以前发布,35.8,"7,183元/平"
阳光家园 户型规矩 阳光充足 看房方便 出入方便,陽光家園 -元宝区,2室1厅 | 67平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,29.9,"4,463元/平"
御景苑经&典小户型公寓住宅 有房本可贷款,御景苑 -元宝区,1室1厅 | 67.61平米 | 西南 | 精装 | 中楼层(共17层)  | 板楼,8人关注 / 一年前发布,33,"4,881元/平"
金汤十七中房改房步梯五楼可贷款南北通透阳光好,中富小区南区 -元宝区,2室1厅 | 59.47平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,4人关注 / 一年前发布,28.1,"4,726元/平"
此房精装修，装修用的材料都是品牌的,丹建新时代 -振安区,2室2厅 | 103平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,1人关注 / 10个月以前发布,87.6,"8,505元/平"
回迁，经典小户型，有房本，可贷款,五州东都屹景 -元宝区,2室1厅 | 58.05平米 | 南 | 简装 | 高楼层(共34层)  | 塔楼,2人关注 / 10个月以前发布,30.6,"5,272元/平"
商品房，步梯三楼，阳光好，格局好,陽光家園 -元宝区,2室1厅 | 56平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,31.3,"5,590元/平"
六纬路 上学近 交通方便 购物便利,六纬路学区市政府小区 -振兴区,2室1厅 | 67.65平米 | 东 西 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,71.5,"10,570元/平"
六纬路移动公司   一室一厅 电梯房  阳光好,华美馨园小区 -振兴区,1室0厅 | 38.47平米 | 西 | 简装 | 高楼层(共16层)  | 塔楼,0人关注 / 1个月以前发布,25.5,"6,629元/平"
视野宽阔 阳光充足 园区中间 无遮挡,华盛玫瑰港湾南区 -振安区,2室1厅 | 108.53平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,9人关注 / 一年前发布,79,"7,280元/平"
商品房温泉入户 低楼层公摊小 清水房 装修自己喜欢的,宗裕城A区 -元宝区,2室1厅 | 66.66平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,42.8,"6,421元/平"
六纬路商圈   步梯  楼层好  配套全  贷款不限,六纬路学区铁路市政楼 -振兴区,2室1厅 | 55.2平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 7个月以前发布,71.7,"12,990元/平"
此房楼层好，位置在商圈，交通便利，光线好。,亿龙国际公寓 -元宝区,2室1厅 | 80平米 | 南 | 简装 | 中楼层(共14层)  | 暂无数据,4人关注 / 一年前发布,46,"5,750元/平"
此房满五年 金汤 地理位置好 电梯高层,聚隆D区 -元宝区,2室1厅 | 62平米 | 南 | 简装 | 高楼层(共33层)  | 塔楼,8人关注 / 一年前发布,36,"5,807元/平"
爱民小区 4楼 采光好  空气环境好 配套齐全,爱民小区 -元宝区,1室1厅 | 35平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,10.2,"2,915元/平"
此房商品房，步梯中层，接受贷款，封闭园区。,御鑫源 -振安区,2室1厅 | 55.48平米 | 西 | 简装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,34.4,"6,201元/平"
视野宽阔，采光充足，配套设施齐全永昌十九中,十九中家属楼 -振兴区,1室1厅 | 48平米 | 西 东 | 简装 | 中楼层(共8层)  | 板楼,3人关注 / 一年前发布,32.5,"6,771元/平"
福民小区 简单装修  步梯3楼,福民小区 -振兴区,1室1厅 | 32平米 | 南 | 毛坯 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,13,"4,063元/平"
电梯房 阳光好 一室 精装修 看房方便,五州东都屹景 -元宝区,1室1厅 | 45平米 | 东 南 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,25,"5,556元/平"
此房楼层好 视野宽阔 采光充足 配套齐全 交通便利,水源路小区 -振安区,2室1厅 | 65平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 一年前发布,33.8,"5,200元/平"
采光充足 小区配套设施齐全 温泉水入户,宗裕城B区 -元宝区,2室1厅 | 78平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,11人关注 / 8个月以前发布,23,"2,949元/平"
上城梦想商品房，好楼层，不挡光，南北通透。,上城梦想 -元宝区,2室1厅 | 87平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,5人关注 / 8个月以前发布,82.8,"9,518元/平"
步梯中层  近市场  下楼就是车站,三街六纬小区 -振兴区,1室1厅 | 39.16平米 | 西北 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 9个月以前发布,14.5,"3,703元/平"
鹏城时代小区，中楼层，交通便利,鹏城时代小区 -振兴区,2室1厅 | 68平米 | 南 北 | 简装 | 中楼层(共14层)  | 板楼,4人关注 / 一年前发布,46,"6,765元/平"
柏林大道 全区中间 精装修 看房方便 随时看房,柏林大道 -振兴区,2室2厅 | 90平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,6人关注 / 一年前发布,95,"10,556元/平"
"华美山庄步梯4楼，小户型.楼层好,采光无遮挡。",华美山庄 -振兴区,1室1厅 | 38.65平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,15,"3,881元/平"
欧尚广场 电梯中层 采光好 拎包入住,欧尚广场 -振安区,2室1厅 | 100.46平米 | 南 北 | 精装 | 中楼层(共23层)  | 板楼,0人关注 / 1个月以前发布,87,"8,661元/平"
封闭园区  绿化好  楼龄新  距离江边较近,柏林大道 -振兴区,2室2厅 | 85平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,7人关注 / 一年前发布,82,"9,648元/平"
可贷款 房本随时办理 诚心出售 看房方便 户型方正,城市家园 -元宝区,2室1厅 | 70平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,0人关注 / 8个月以前发布,31.3,"4,472元/平"
表具小区低楼层两室商品房户型通透,表具小区 -振兴区,2室2厅 | 60平米 | 东 西 | 简装 | 中楼层(共8层)  | 板塔结合,6人关注 / 10个月以前发布,24,"4,000元/平"
采光好，视野开阔，楼层好，交通便利，配套成熟,林江名城 -元宝区,2室2厅 | 132.8平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,1人关注 / 一年前发布,96.8,"7,290元/平"
帽盔山商圈    婚房装修  步梯三楼商品 贷款不限,福景园 -振兴区,2室1厅 | 72.5平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,5人关注 / 一年前发布,61,"8,414元/平"
