标题,开发商,房子信息,发布信息,售价/万,单价
此房是B区临河户型的精装四房全屋中 央空调报价88万！,溶江小区 -经开区,4室2厅 | 141.37平米 | 西南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 7天以前发布,88,"6,225元/平"
此房满二，通透格局，楼层好，视野宽阔，采光充足。,滨溪花园小区 -经开区,3室2厅 | 104.77平米 | 东南 | 毛坯 | 中楼层(共16层)  | 塔楼,1人关注 / 6个月以前发布,52.8,"5,040元/平"
出售世纪山水精装电梯三房 直接拎包入住,世纪山水 -乾州,3室2厅 | 120平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,72.8,"6,067元/平"
房子近人民路 出行方便 高楼层 采光好 视野开阔,大汉新城 -吉首,2室2厅 | 83.99平米 | 南 | 简装 | 高楼层(共28层)  | 板塔结合,6人关注 / 一年前发布,39,"4,644元/平"
出售新家园精装电梯房 家电齐全  直接拎包入住,新家园 -吉首,3室2厅 | 145平米 | 东南 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 2个月以前发布,59.8,"4,125元/平"
吉首市，经开区状元首府电梯四房，户型通透，全屋采光,状元首府 -经开区,4室2厅 | 126平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 16天以前发布,66.8,"5,302元/平"
户型周正 ，户户朝阳，小高层居住舒适,九龍山莊 -乾州,3室2厅 | 130.67平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,61.8,"4,730元/平"
吉首市，经开区状元首府电梯四房，户型通透，全屋采光,状元首府 -经开区,4室2厅 | 126平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 16天以前发布,66.8,"5,302元/平"
小高层居住舒适，停车业主不收费,九龍山莊 -乾州,3室2厅 | 133.21平米 | 东北 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,68.8,"5,165元/平"
湘西高新区三所名、校环  绕，现房、现房,状元首府 -经开区,3室2厅 | 117平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合,2人关注 / 8个月以前发布,67,"5,727元/平"
红星美凯龙旁，精装大4房，双阳台带家具家电随时看房,水云天小区 -乾州,4室2厅 | 164.2平米 | 东北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,69.8,"4,251元/平"
出售乾州滨江新城毛坯4房 单价只要4200左右 随时看,滨江新城 -乾州,4室2厅 | 168平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,3人关注 / 5个月以前发布,59.8,"3,560元/平"
临河户型，视野好。直通地下室到大马路。,碧桂园中央公园 -经开区,4室2厅 | 140平米 | 南 | 简装 | 低楼层(共34层)  | 板楼,0人关注 / 12天以前发布,75,"5,358元/平"
吉首峒河电梯4房户型方正，交通便利。生活方便.,水境美寓 -吉首,4室2厅 | 123.49平米 | 东南 | 简装 | 中楼层(共14层)  | 塔楼,1人关注 / 5个月以前发布,58.7,"4,754元/平"
金磊凤凰山 4室2厅 东南,金磊凤凰山 -经开区,4室2厅 | 137.72平米 | 东南 | 精装 | 高楼层(共25层)  | 暂无数据,0人关注 / 一年前发布,81.8,"5,940元/平"
鸿锦国际 精装三房  拎包入住,鸿锦国际 -吉首,3室2厅 | 93.99平米 | 南 | 精装 | 低楼层(共34层)  | 暂无数据,0人关注 / 1个月以前发布,52.8,"5,618元/平"
铁中旁精装四房 户型周正 采光好 免停车费 家具家电齐,水境美寓 -吉首,4室2厅 | 127平米 | 东南 | 简装 | 低楼层(共14层)  | 塔楼,0人关注 / 10个月以前发布,55,"4,331元/平"
乾州世纪广场边，精装3房，全新装修拎包入住。。,嘉园香桂园 -乾州,3室2厅 | 130.99平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,67.8,"5,176元/平"
房子精装修，户型周正，精装修，直接可以拎包入住,世纪山水 -乾州,3室2厅 | 108.67平米 | 南 | 精装 | 低楼层(共26层)  | 暂无数据,2人关注 / 5个月以前发布,62.8,"5,779元/平"
民营小区旁 精装三房 入住两年时间 9成新 有家具家电,半山公馆 -吉首,3室2厅 | 123.75平米 | 东南 | 精装 | 中楼层(共27层)  | 板塔结合,7人关注 / 11个月以前发布,57.8,"4,671元/平"
吉首机电街127平米 电梯小高层 交通方便 就学近,万利世家 -吉首,4室2厅 | 127.15平米 | 东南 | 简装 | 高楼层(共12层)  | 暂无数据,0人关注 / 1个月以前发布,56,"4,405元/平"
古城旁精装单位三房 户型周正 采光好,供销大厦 -乾州,3室2厅 | 138.97平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,45,"3,239元/平"
经开区广场精装电梯三房只住一个夏天，装修20多万,蓝天花园 -经开区,3室2厅 | 123平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼,3人关注 / 5个月以前发布,58,"4,716元/平"
世纪山水精装大三房，户型方正，拿扫把进屋。,世纪山水 -乾州,3室2厅 | 119平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 4个月以前发布,70.8,"5,950元/平"
溶江学府 毛坯三房 东南朝向 采光好,溶江学府 -经开区,3室2厅 | 101.5平米 | 东南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 6个月以前发布,47,"4,631元/平"
文艺路 2015年电梯房  中装修三房  随时看房,湘德雅居 -吉首,3室2厅 | 135.3平米 | 东南 | 简装 | 高楼层(共31层)  | 板塔结合,4人关注 / 一年前发布,62.8,"4,642元/平"
经开区职院旁121平毛坯三房，视野开阔,溶江学府 -经开区,3室2厅 | 122.18平米 | 东南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 6个月以前发布,55.6,"4,551元/平"
溶江小区临河精装小三房户型周正,溶江小区 -经开区,3室2厅 | 92.65平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,53.8,"5,807元/平"
房子户型周正，采光好，视野开阔,湘山银都 -吉首,3室2厅 | 147.96平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,46.8,"3,164元/平"
精装电梯3房 带家具家电 直接拎包入住,湘泉城市花园 -吉首,3室2厅 | 128.52平米 | 南 | 精装 | 高楼层(共12层)  | 塔楼,3人关注 / 3个月以前发布,55,"4,280元/平"
此房户型好，总价低，采光好；视野开阔；户型正气..,宏远嘉庭 -乾州,3室2厅 | 141.99平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 2个月以前发布,46,"3,240元/平"
吉首电梯房，126平，45万，房东诚心出售，证件齐,湘泉城市花园 -吉首,3室2厅 | 126平米 | 南 | 简装 | 低楼层(共12层)  | 塔楼,0人关注 / 1个月以前发布,45,"3,572元/平"
吉首步步高旁精装房，中楼层视野采光好，家具家电齐全,派克•中央城 -吉首,2室1厅 | 54平米 | 南 | 精装 | 中楼层(共30层)  | 暂无数据,0人关注 / 3个月以前发布,32,"5,926元/平"
吉首市经开区，溶江小区毛坯四房，看河户型，电梯高层,溶江小区 -经开区,4室2厅 | 140.13平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 6个月以前发布,70,"4,996元/平"
房子户型周正，视野开阔，采光好,财信商贸中心 -吉首,3室2厅 | 116.28平米 | 东南 | 简装 | 中楼层(共25层)  | 塔楼,0人关注 / 5个月以前发布,58,"4,988元/平"
精装三房加一个书房临河朝南还带一个10个平方杂物间,水畔铭城 -吉首,3室2厅 | 138.56平米 | 南 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 6个月以前发布,47.8,"3,450元/平"
吉首 红旗门电梯中间楼层 带家具家电,派克•中央城 -吉首,3室2厅 | 107平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,0人关注 / 14天以前发布,53.8,"5,029元/平"
房子精装修3房，双阳台，带家具家电出售，业主急出售,诚达中港花园 -吉首,3室2厅 | 137.56平米 | 东北 | 精装 | 中楼层(共12层)  | 塔楼,1人关注 / 4个月以前发布,61.8,"4,493元/平"
文艺路 3500一平全屋实木地板8城新戴车库,吉星园 -吉首,5室2厅 | 177.26平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 8个月以前发布,55,"3,103元/平"
经开区热闹地段单生公寓，配套齐全,宏大广场 -经开区,1室1厅 | 60.51平米 | 东南 | 精装 | 中楼层(共24层)  | 塔楼,1人关注 / 2个月以前发布,35.8,"5,917元/平"
烟草公司单位房，带车位一起出售.,馨苑小区 -吉首,4室2厅 | 198.4平米 | 东 | 毛坯 | 中楼层(共23层)  | 板楼,0人关注 / 1个月以前发布,92,"4,638元/平"
高楼层 位于乾州 视野好 拎包入住,锦绣湘西小区 -乾州,3室2厅 | 146.66平米 | 南 | 精装 | 高楼层(共29层)  | 暂无数据,5人关注 / 一年前发布,69.8,"4,760元/平"
一梯2户，大四房即买即住的单位房子,公务员小区 -乾州,4室2厅 | 145.27平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,2人关注 / 10个月以前发布,60.8,"4,186元/平"
乾州精装单位房人车分流 诚心出售,和馨苑 -乾州,3室2厅 | 149.32平米 | 西北 | 精装 | 低楼层(共27层)  | 暂无数据,0人关注 / 7个月以前发布,77.8,"5,211元/平"
吉盟天下，优质毛胚房，好 的房子,吉盟天下一期 -吉首,4室2厅 | 121平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 6个月以前发布,50,"4,133元/平"
经开区 三室二厅 房东诚心出售 中间楼层 视野开阔,蓝天花园 -经开区,3室2厅 | 122平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 7个月以前发布,48,"3,935元/平"
一梯两户 板房设计南北对流 满二看房随时,工商花园 -乾州,4室2厅 | 162平米 | 南 | 毛坯 | 中楼层(共13层)  | 暂无数据,0人关注 / 1个月以前发布,58.8,"3,630元/平"
高层大四个房间，位置好可以看湖,吉盟天下一期 -吉首,4室2厅 | 130.66平米 | 西南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 6个月以前发布,52.2,"3,996元/平"
世纪山水L王栋复式楼 视野无遮挡 采光无死角看上谈,世纪山水 -乾州,5室2厅 | 175.37平米 | 南 | 毛坯 | 中楼层(共16层)  | 板塔结合,0人关注 / 1个月以前发布,114.8,"6,547元/平"
吉盟天下1楼可做小卖部 4房 58.8万 有证,吉盟天下一期 -吉首,3室2厅 | 130.97平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 6个月以前发布,58.5,"4,467元/平"
乾州华商国际城九成新电梯精装三房,华商国际城 -乾州,3室2厅 | 122.9平米 | 西南 | 精装 | 高楼层(共22层)  | 暂无数据,0人关注 / 3个月以前发布,78.8,"6,412元/平"
世纪广场发财门面，急售，等待有缘人,世纪广场商业城 -乾州,1室0厅 | 79.5平米 | 东 | 简装 | 低楼层(共1层)  | 板塔结合,2人关注 / 一年前发布,120,"15,095元/平"
乾州1路公交经过位置好小区安静,和馨苑 -乾州,4室2厅 | 171.38平米 | 东南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,65,"3,793元/平"
大汉新城，电梯现房，3房2厅，好楼层急售,大汉新城 -吉首,3室2厅 | 121.31平米 | 南 | 毛坯 | 中楼层(共29层)  | 暂无数据,0人关注 / 4个月以前发布,52,"4,287元/平"
雅溪少有的毛坯1室1厅，随时看房。,大汉新城 -吉首,1室1厅 | 43.59平米 | 东南 | 毛坯 | 低楼层(共30层)  | 塔楼,0人关注 / 3个月以前发布,16.9,"3,878元/平"
御香山，奢华装修3房，全屋品牌定制家居，拎包入住,仁安·御香山 -经开区,3室2厅 | 99.08平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,80,"8,075元/平"
大汉新城装修3房，业主急售，价格看上可谈,大汉新城 -吉首,3室2厅 | 116平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,60,"5,173元/平"
乾州单位宿舍，小区停车免费，物业一块,工商花园 -乾州,3室2厅 | 137.4平米 | 东 南 | 毛坯 | 低楼层(共13层)  | 暂无数据,0人关注 / 3个月以前发布,51.8,"3,771元/平"
楼丸栋，视野开阔采光好，大平层，房东诚心。,世纪山水 -乾州,5室2厅 | 205平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板楼,0人关注 / 5个月以前发布,130,"6,342元/平"
新上房源，雅溪装修3房，小区停车免费，只要45w,和院 -吉首,3室2厅 | 125平米 | 东南 | 简装 | 低楼层(共8层)  | 暂无数据,1人关注 / 2个月以前发布,42.8,"3,424元/平"
一梯一户舒适有度，双阳台，好楼层，业主诚心出售,武陵书香苑 -经开区,3室2厅 | 131.69平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,69.6,"5,286元/平"
大汉新城57.8万 全新3房2厅2卫  带车位 有平台可养花,大汉新城 -吉首,3室2厅 | 126平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 3个月以前发布,57.8,"4,588元/平"
御香山复式楼，带前后院，带两层地下室，,仁安·御香山 -经开区,4室2厅 | 143.47平米 | 南 | 毛坯 | 低楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,120,"8,365元/平"
楼层好 高层大面积 电梯 视野采光好 房东诚心,馨苑小区 -吉首,4室2厅 | 228.68平米 | 东南 | 毛坯 | 中楼层(共24层)  | 暂无数据,1人关注 / 一年前发布,111,"4,854元/平"
房东诚心出售门面，已有租客，跟售楼部一个价。,溶江小区7号栋底商 -经开区,1室1厅 | 128.27平米 | 南 | 精装 | 低楼层(共1层)  | 暂无数据,0人关注 / 1个月以前发布,170,"13,254元/平"
乾州装修三房  交通便利  低楼层,荣昌裕隆世纪山庄（新城花园） -乾州,3室2厅 | 132.23平米 | 南 | 简装 | 低楼层(共11层)  | 暂无数据,3人关注 / 一年前发布,63,"4,765元/平"
乾州华商国际旁边装修3房，地理位置好，出行方便,府安苑小区 -乾州,3室2厅 | 135平米 | 东南 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 6个月以前发布,48.8,"3,615元/平"
雅溪小区旁 装修三房 拎包入住 给你一个舒适的家,半山公馆 -吉首,3室2厅 | 123.75平米 | 东南 | 精装 | 中楼层(共27层)  | 板塔结合,2人关注 / 一年前发布,53.8,"4,348元/平"
乾州金宏帝景 单价4100多直接入住,金宏帝景 -乾州,4室2厅 | 166.17平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,5人关注 / 一年前发布,55,"3,310元/平"
关厢门大市场楼上采光好，户型周正，购物方便,关厢门批发大市场综合楼 -吉首,3室2厅 | 132.6平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 6个月以前发布,38.8,"2,927元/平"
世纪山水三期，精装两房。买来可拎包入住,世纪山水 -乾州,2室2厅 | 85.57平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 4个月以前发布,58,"6,779元/平"
九龙山庄精装单身公寓，房东诚心出售！,九龍山莊 -乾州,1室1厅 | 44.18平米 | 南 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,23,"5,206元/平"
乾州世纪山水装修公寓，诚心出售30万,世纪山水 -乾州,1室1厅 | 50平米 | 东南 | 简装 | 中楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,29,"5,800元/平"
富力嘉园装修大3房，采光视野很好无遮挡 ，产权清晰,富力嘉园 -乾州,3室2厅 | 147平米 | 东南 | 简装 | 中楼层(共12层)  | 塔楼,3人关注 / 一年前发布,66.8,"4,545元/平"
华商国际  电梯毛坯4房  诚意出售,华商国际城 -乾州,4室2厅 | 144.32平米 | 东南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 4个月以前发布,78,"5,405元/平"
户型周正，配套齐全，采光好，房东诚心，好楼层。,吉盟天下一期 -吉首,3室2厅 | 128.58平米 | 西南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 一年前发布,54.8,"4,262元/平"
吉盟天下4房，小区环境优美 有泳池，人工湖，价格优美,吉盟天下一期 -吉首,4室2厅 | 129.84平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,45.8,"3,528元/平"
现楼 现代简约风格 家私齐全 拎包入住,太丰雅苑名校居 -乾州,2室2厅 | 86平米 | 南 | 简装 | 低楼层(共8层)  | 暂无数据,0人关注 / 5个月以前发布,37.8,"4,396元/平"
花园中的阁楼中的温暖，爱的大花园的人人都喜欢的大房,中央花园 -乾州,3室2厅 | 123平米 | 北 | 毛坯 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,50.8,"4,131元/平"
房东忍痛割爱，现在55万带车位，诚心出售。,大汉新城 -吉首,4室2厅 | 127.34平米 | 东 | 毛坯 | 低楼层(共33层)  | 暂无数据,3人关注 / 一年前发布,49.8,"3,911元/平"
经开区御香山毛坯3房，楼梯好视野好，价格美丽,仁安·御香山 -经开区,3室2厅 | 117.82平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,55.88,"4,743元/平"
文艺路单位房 公摊小 户型周正 单价3117,镇溪办事处宿舍 -吉首,3室2厅 | 111.64平米 | 东 | 简装 | 中楼层(共8层)  | 板楼,4人关注 / 8个月以前发布,26.8,"2,401元/平"
地理位置优越 楼层好  交通便利 总价48.8万 纱厂宿舍,燕子岩安置房 -乾州,3室2厅 | 106.57平米 | 东 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,43,"4,035元/平"
好房推荐--溶江小区，视野宽阔，采光充足,溶江小区 -经开区,4室2厅 | 141.19平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,3人关注 / 一年前发布,72,"5,100元/平"
溶江A区精装房，看上价格可谈，产权清晰能过户,溶江小区 -经开区,3室2厅 | 120平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,78,"6,500元/平"
雅溪吉盟天下 电梯中间楼层 3+1室 看房方便,吉盟天下一期 -吉首,3室2厅 | 119平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 一年前发布,47.6,"4,000元/平"
