标题,开发商,房子信息,发布信息,售价/万,单价
老城区 西门九曲小区套三简装104平2楼  公摊小,九曲河小区 -雁江区,3室1厅 | 104平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,4人关注 / 7个月以前发布,39,"3,750元/平"
江辰府四室两厅，小区交通便利，居住舒适度高,华鼎.江宸府 -雁江区,4室2厅 | 120平米 | 南 | 其他 | 高楼层(共20层)  | 暂无数据,1人关注 / 6个月以前发布,98,"8,167元/平"
伊顿庄园四室两厅，小区环境好，交通便利,伊顿庄园 -雁江区,4室2厅 | 127平米 | 南 | 其他 | 低楼层(共10层)  | 板塔结合,1人关注 / 6个月以前发布,94.8,"7,465元/平"
万达二期洋房，清水套四，房子户型方正，南北通透。。,资阳万达二期 -雁江区,4室2厅 | 132平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,158.4,"12,000元/平"
资溪花园 简装套三双卫 一梯两户 总高8层,资溪花园A区 -雁江区,3室2厅 | 114.56平米 | 东南 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 7个月以前发布,55.8,"4,871元/平"
房子户型方正，精装修的采光很好，拎包入住,立天嘉园 -雁江区,3室2厅 | 106平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,55,"5,189元/平"
房东诚心出售 大平层 随时看房,合行大厦 -雁江区,4室2厅 | 143.25平米 | 东南 | 其他 | 中楼层(共31层)  | 暂无数据,0人关注 / 6个月以前发布,105,"7,330元/平"
万达体育馆旁，千业观领一品，花园房精装套四,千业观领一品 -雁江区,4室2厅 | 113平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 6个月以前发布,73.5,"6,505元/平"
玫瑰园     套三      清水房   业主急售,玫瑰苑 -雁江区,3室2厅 | 102平米 | 南 | 其他 | 低楼层(共23层)  | 塔楼,0人关注 / 1个月以前发布,60,"5,883元/平"
房东诚心出售 看好价格可谈 好楼层,京华国际 -雁江区,4室2厅 | 111.6平米 | 东南 | 其他 | 高楼层(共25层)  | 暂无数据,1人关注 / 4个月以前发布,62.8,"5,628元/平"
沱东 字库山旁 弘城水韵 任意装修 随时可看,中城建弘城水韵 -雁江区,5室2厅 | 125平米 | 南 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 8个月以前发布,75.8,"6,064元/平"
圣桦名城，中间楼层，采光良好，南北朝向,圣桦名城 -雁江区,3室1厅 | 94平米 | 南 | 其他 | 中楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,55,"5,852元/平"
字库山旁伊顿庄园100平，62.8万。,伊顿庄园 -雁江区,3室2厅 | 100平米 | 东南 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,62.8,"6,280元/平"
小区环境好 诚心出售 价格可谈,蓝光公园学府 -雁江区,3室2厅 | 100平米 | 东南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 4个月以前发布,60,"6,000元/平"
江南半岛电梯房 低楼层 临地铁,喜悦江南半岛 -雁江区,3室2厅 | 125平米 | 东 南 | 其他 | 低楼层(共18层)  | 暂无数据,1人关注 / 11个月以前发布,76.8,"6,144元/平"
此房为新城区朝南的房子，户型方正，中间楼层，,水润东都 -雁江区,3室2厅 | 137平米 | 东南 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 4个月以前发布,83,"6,059元/平"
万达旁大广场领地坐标精装电梯套三双卫随时看房！！,京龙领地坐标 -雁江区,3室2厅 | 114平米 | 东南 | 其他 | 高楼层(共28层)  | 暂无数据,0人关注 / 4个月以前发布,67,"5,878元/平"
沱东简装套三 楼层好 采光好  环境好 适合居住！,泥河风光二期 -雁江区,3室2厅 | 104平米 | 东南 | 毛坯 | 中楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,42.6,"4,097元/平"
小区环境好，地理位置好，户型方正，采光好,天景花园 -雁江区,3室2厅 | 130平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,61.9,"4,762元/平"
优品道套四双卫，环境优美居住舒适度高,优品道资溪学府 -雁江区,4室2厅 | 121平米 | 南 | 其他 | 高楼层(共34层)  | 暂无数据,0人关注 / 6个月以前发布,80.8,"6,678元/平"
资阳万达二期 4室2厅 东南,资阳万达二期 -雁江区,4室2厅 | 143平米 | 东南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,84.8,"5,931元/平"
市政小区  套三 电梯已安装  居住空间大 配套齐全,广场小区 -雁江区,3室2厅 | 160平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,1人关注 / 3个月以前发布,75,"4,688元/平"
邻地坐标电梯精装修，家具家电齐全，随时看房,京龙领地坐标 -雁江区,2室2厅 | 92平米 | 南 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 4个月以前发布,49.5,"5,381元/平"
沱东新区，玫瑰苑 精装修，套内面积大,玫瑰苑 -雁江区,3室2厅 | 116平米 | 西南 | 其他 | 低楼层(共26层)  | 暂无数据,1人关注 / 4个月以前发布,79.8,"6,880元/平"
急急急，花样年125横厅套四诚心出售,花样年花郡（资阳） -雁江区,4室2厅 | 125平米 | 东 东南 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 3个月以前发布,72.8,"5,824元/平"
置地城二期跃层清水 使用面积大 随意装修,置地城天玺 -雁江区,3室2厅 | 113平米 | 西 西南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 6个月以前发布,85.8,"7,593元/平"
沱东 高铁片区 100平套三单卫,蓝光公园学府 -雁江区,3室2厅 | 101平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,1人关注 / 4个月以前发布,69.8,"6,911元/平"
"置地城二期套三清水,看房方便，随时看房",置地城天玺 -雁江区,3室2厅 | 88平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,1人关注 / 2个月以前发布,55,"6,250元/平"
沱东新区，玫瑰苑 精装修，套内面积大,玫瑰苑 -雁江区,3室2厅 | 116平米 | 西南 | 其他 | 低楼层(共26层)  | 暂无数据,1人关注 / 4个月以前发布,79.8,"6,880元/平"
邻地坐标电梯精装修，家具家电齐全，随时看房,京龙领地坐标 -雁江区,2室2厅 | 92平米 | 南 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 4个月以前发布,49.5,"5,381元/平"
套三对小区中庭，视野很好，通地下室，中间楼层。,圣桦名城 -雁江区,3室2厅 | 109平米 | 西南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,68,"6,239元/平"
精装套三双卫，视野好，全新装修，拎包入住,花样年花郡（资阳） -雁江区,3室2厅 | 105平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,85,"8,096元/平"
圣桦名城 3室1厅 南,圣桦名城 -雁江区,3室1厅 | 94平米 | 南 | 其他 | 低楼层(共28层)  | 板塔结合,0人关注 / 1个月以前发布,53.8,"5,724元/平"
筑梦别墅，畅想人生，您拥有的不止是现在，还有未来。,蜀亨国际中华园 -雁江区,5室3厅 | 238平米 | 南 | 其他 | 中楼层(共5层)  | 平房,4人关注 / 4个月以前发布,229.6,"9,648元/平"
花样年花郡（资阳） 4室2厅 南,花样年花郡（资阳） -雁江区,4室2厅 | 136平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,91,"6,692元/平"
喜悦长岛 3室2厅 北,喜悦长岛 -雁江区,3室2厅 | 116平米 | 北 | 其他 | 低楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,67.8,"5,845元/平"
毛坯节省装修拆除费用，可根据自己意向风格装修,圣桦名城 -雁江区,3室2厅 | 109平米 | 西南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,69,"6,331元/平"
套三对小区中庭，视野很好，通地下室，中间楼层。,圣桦名城 -雁江区,3室2厅 | 94平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,56,"5,958元/平"
此房满两年，出行方便，户型方正，居住方便舒适,圣桦名城 -雁江区,3室2厅 | 94平米 | 南 | 其他 | 低楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,61,"6,490元/平"
套三改套四  素颜任意装修 户型方正,圣桦名城 -雁江区,3室2厅 | 109平米 | 东南 西南 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,68,"6,239元/平"
市政小区  套三 电梯已安装  居住空间大 配套齐全,广场小区 -雁江区,3室2厅 | 160平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,1人关注 / 3个月以前发布,75,"4,688元/平"
好房急售！阳光水岸地铁口苌弘广场配套齐全套三精装修,阳光水岸 -雁江区,3室2厅 | 120平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,59.8,"4,984元/平"
万达旁 凯旋国际精装套三双卫 家具家电齐全拎包入住,筑鼎凯旋国际 -雁江区,3室2厅 | 108平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,1人关注 / 7个月以前发布,77.6,"7,186元/平"
急售万达御府清水套三，低价出售，价格可谈！！,资阳万达二期 -雁江区,3室2厅 | 116平米 | 东南 | 其他 | 低楼层(共33层)  | 板塔结合,6人关注 / 7个月以前发布,76,"6,552元/平"
圣高广场旁 玫瑰园104㎡ 套三双卫,玫瑰苑 -雁江区,3室2厅 | 104.08平米 | 南 | 毛坯 | 低楼层(共23层)  | 暂无数据,0人关注 / 2个月以前发布,65.8,"6,323元/平"
中城建弘城水韵 5室2厅 南,中城建弘城水韵 -雁江区,5室2厅 | 136平米 | 南 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 6个月以前发布,81.8,"6,015元/平"
江南花都套三精装，拎包入驻，房东急售，价格可谈,江南花都 -雁江区,3室2厅 | 105平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,64,"6,096元/平"
文博园精装套三双卫  房子乖 是洋房,振越文博园 -雁江区,3室2厅 | 116.7平米 | 南 | 其他 | 低楼层(共9层)  | 暂无数据,1人关注 / 7个月以前发布,79.8,"6,839元/平"
曼购商圈，黄龙新城，丽景苑套四，家电家具齐,丽景苑 -雁江区,4室2厅 | 158平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据,1人关注 / 4个月以前发布,88,"5,570元/平"
牡丹园精装套三双卫带前后花园 拎包入住,牡丹园 -雁江区,3室2厅 | 105平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,65.8,"6,267元/平"
花样年花郡（资阳） 4室2厅 南,花样年花郡（资阳） -雁江区,4室2厅 | 125平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,0人关注 / 8个月以前发布,98,"7,840元/平"
喜悦长岛 3室2厅 东南,喜悦长岛 -雁江区,3室2厅 | 116平米 | 东南 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 6个月以前发布,70.8,"6,104元/平"
梅西商圈上西街鱼市口二中旁原房东装修,新星小区 -雁江区,3室2厅 | 127.51平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,49.8,"3,906元/平"
优品道素颜套三双卫  随意装修,优品道资溪学府 -雁江区,3室2厅 | 108平米 | 西南 | 其他 | 高楼层(共34层)  | 板塔结合,1人关注 / 6个月以前发布,68.8,"6,371元/平"
富力天禧花园 3室2厅 南,富力天禧花园 -雁江区,3室2厅 | 117.17平米 | 南 | 其他 | 低楼层(共13层)  | 暂无数据,1人关注 / 4个月以前发布,72.8,"6,214元/平"
上东逸景好楼层，套三素颜，户型反正采光很好,上东逸景 -雁江区,3室2厅 | 107平米 | 西南 | 毛坯 | 低楼层(共25层)  | 暂无数据,0人关注 / 4个月以前发布,60.8,"5,683元/平"
筑鼎凯旋国际 3室2厅 南 北,筑鼎凯旋国际 -雁江区,3室2厅 | 105平米 | 南 北 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,76.8,"7,315元/平"
精装修 套三小洋房 拎包入住 随时可以看房,振越文博园 -雁江区,3室1厅 | 104.9平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,59.8,"5,701元/平"
湿地公园旁九曲碧水鹭洲一栋一单元502,九曲碧水鹭洲 -雁江区,3室1厅 | 114平米 | 东南 | 毛坯 | 低楼层(共33层)  | 塔楼,2人关注 / 8个月以前发布,49.6,"4,351元/平"
优质洋房，一梯两户，南北通透，很大阳台，清水出售,伊顿庄园 -雁江区,4室2厅 | 119平米 | 南 | 其他 | 低楼层(共26层)  | 塔楼,0人关注 / 4个月以前发布,73.8,"6,202元/平"
置地城二期跃层清水任意装修 使用面积大,置地城天玺 -雁江区,4室2厅 | 112平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,1人关注 / 6个月以前发布,75.8,"6,768元/平"
置地城买一层得一层顶跃带花园，产权98平报价99万,置地城天悦 -雁江区,4室2厅 | 98平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据,0人关注 / 6个月以前发布,99,"10,103元/平"
房东急售，三贤文化小区，套二单卫，拎包入住,三贤文化小区 -雁江区,2室2厅 | 94平米 | 西南 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 3个月以前发布,49.8,"5,298元/平"
广场小区 顶楼带花园 市政府家属区,广场小区 -雁江区,4室3厅 | 226平米 | 东南 | 其他 | 高楼层(共7层)  | 板塔结合,2人关注 / 5个月以前发布,98,"4,337元/平"
三贤公园旁，刘家湾市场，紧挨八小 京华国际套三双卫,京华国际 -雁江区,3室2厅 | 107平米 | 东南 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,49.8,"4,655元/平"
城西顶流领地，162平舒居跃层，独享私密空间奢华体验,丽景华庭 -雁江区,4室3厅 | 162.85平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 6个月以前发布,76.3,"4,686元/平"
华西九曲一号清水套三双卫 价格可谈,华西九曲1号 -雁江区,3室2厅 | 110平米 | 东南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,68.8,"6,255元/平"
爱琴海套四精装，带入户花园，通地下车库。,爱琴海 -雁江区,4室2厅 | 128.3平米 | 南 | 其他 | 低楼层(共26层)  | 暂无数据,2人关注 / 6个月以前发布,85,"6,626元/平"
万达广场帝景名苑138平，报价91.8万,帝景名苑二期 -雁江区,4室2厅 | 138平米 | 东南 | 其他 | 中楼层(共7层)  | 塔楼,0人关注 / 6个月以前发布,89.8,"6,508元/平"
沱东 圣高 上东逸景正对中庭游泳池 视野好,上东逸景 -雁江区,3室2厅 | 106平米 | 南 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,60,"5,661元/平"
喜悦长岛 3室2厅 东南,喜悦长岛 -雁江区,3室2厅 | 116.4平米 | 东南 | 其他 | 高楼层(共31层)  | 暂无数据,0人关注 / 4个月以前发布,89.9,"7,724元/平"
万达 置地城三期 马鞍九义校旁 套三双卫,置地城天悦 -雁江区,4室2厅 | 100平米 | 南 | 其他 | 低楼层(共27层)  | 板塔结合,0人关注 / 8个月以前发布,71.8,"7,180元/平"
水润东都 高层 单价5200 价格可谈,水润东都 -雁江区,3室2厅 | 109平米 | 东南 | 其他 | 中楼层(共27层)  | 暂无数据,3人关注 / 5个月以前发布,57,"5,230元/平"
圣华名城套二素颜，任意装修户型方正,圣桦名城 -雁江区,2室1厅 | 83平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 10个月以前发布,73,"8,796元/平"
春天半岛八区大套三131平，报价72.8万。,春天半岛八区 -雁江区,3室2厅 | 130.79平米 | 东南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,72.8,"5,567元/平"
江景房雁城大院带平台120平，报价87万。,道轩雁城大院 -雁江区,3室2厅 | 119.2平米 | 西 | 其他 | 低楼层(共30层)  | 暂无数据,0人关注 / 4个月以前发布,87,"7,299元/平"
水润东都 套三双卫 一楼带花园 两个产权车位,水润东都 -雁江区,3室2厅 | 109平米 | 东南 | 其他 | 低楼层(共11层)  | 暂无数据,0人关注 / 5个月以前发布,120,"11,010元/平"
九曲花园 大平层 套四双卫 地段好 中间楼层,九曲花园 -雁江区,4室2厅 | 172平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,3人关注 / 5个月以前发布,70,"4,070元/平"
三贤公园旁，金穗花园，联排别墅，房东菁装修。,金穗花园 -雁江区,5室2厅 | 282平米 | 东南 | 其他 | 低楼层(共4层)  | 暂无数据,7人关注 / 6个月以前发布,189,"6,703元/平"
万和嘉苑 套四双卫 配套设施齐全,万和嘉苑 -雁江区,4室2厅 | 101平米 | 东南 | 其他 | 中楼层(共18层)  | 暂无数据,1人关注 / 6个月以前发布,55.8,"5,525元/平"
雅香居 3室2厅 南,雅香居 -雁江区,3室2厅 | 112平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,46,"4,108元/平"
市 中 心 家乐福 达高国际套三双卫精装修，带车位,达高国际 -雁江区,3室2厅 | 113平米 | 东南 | 其他 | 高楼层(共28层)  | 暂无数据,0人关注 / 6个月以前发布,81.8,"7,239元/平"
筑鼎凯旋国际 3室2厅 南,筑鼎凯旋国际 -雁江区,3室2厅 | 112平米 | 南 | 其他 | 中楼层(共11层)  | 塔楼,0人关注 / 6个月以前发布,73.8,"6,590元/平"
三贤公园 四海国际套三 精装 好楼层 包含产权车位,四海国际社区 -雁江区,3室2厅 | 110.94平米 | 东南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 6个月以前发布,69,"6,220元/平"
房东急售  价格还可以谈  套三双卫,筑鼎凯旋国际 -雁江区,3室2厅 | 112平米 | 东南 | 其他 | 高楼层(共23层)  | 塔楼,1人关注 / 4个月以前发布,80,"7,143元/平"
房东诚心出售 朝向好 采光好 格局分布合理 价格可谈,恒大城一期 -雁江区,3室2厅 | 129平米 | 东南 | 其他 | 高楼层(共32层)  | 塔楼,1人关注 / 8个月以前发布,75,"5,814元/平"
