标题,开发商,房子信息,发布信息,售价/万,单价
主城区电梯小高层户型方正得房率高配套齐全,金石•凤凰城 -魏都区,3室2厅 | 143.76平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 7天以前发布,121,"8,417元/平"
华润紫云府 毛坯两室 业主诚心出售 价格可谈！,华润置地许昌紫云府 -建安区,2室1厅 | 82.93平米 | 东南 | 毛坯 | 中楼层(共26层)  | 板塔结合,3人关注 / 5个月以前发布,53,"6,391元/平"
北海龙城二期  毛坯现房  房东诚心出售,恒达北海龙城二期 -建安区,2室2厅 | 88.32平米 | 东南 | 毛坯 | 低楼层(共26层)  | 板楼,4人关注 / 4个月以前发布,55,"6,228元/平"
70年产权 精装一室 产权明晰 房东急售,空港新城二期 -建安区,1室0厅 | 36.83平米 | 北 | 精装 | 低楼层(共28层)  | 板楼,8人关注 / 一年前发布,26,"7,060元/平"
首付16万 契税满五 采光好诚心卖房，有钥匙随时看房,腾飞鹿鸣湖畔 -建安区,2室2厅 | 94.6平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,11人关注 / 9个月以前发布,69.5,"7,347元/平"
县工商局院2-1-1-1 60.00m²,县工商局院 -建安区,2室1厅 | 60平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,4人关注 / 一年前发布,20.5,"3,417元/平"
经典户型中间楼层毛坯随意装修诚心卖房,长城家园 -建安区,2室2厅 | 127.42平米 | 南 | 毛坯 | 低楼层(共25层)  | 板楼,1人关注 / 3个月以前发布,80,"6,279元/平"
一室好房出售！看房方便诚心出售,大正·壹品蓝湾 -魏都区,1室1厅 | 41.3平米 | 南 | 精装 | 中楼层(共12层)  | 板塔结合,0人关注 / 4个月以前发布,26,"6,296元/平"
房子通透性好 格局好 采光充足 楼层好 位置佳,恒达·立体国际 -魏都区,2室1厅 | 64.26平米 | 南 北 | 简装 | 低楼层(共16层)  | 板楼,0人关注 / 一年前发布,36,"5,603元/平"
简装一室公寓房，金三角胖东来旁，交通便利。,广汇.君悦城 -建安区,1室1厅 | 43.21平米 | 北 | 精装 | 高楼层(共14层)  | 塔楼,9人关注 / 10个月以前发布,17.9,"4,143元/平"
双龙湖公园旁 龙湖华庭 精装2室 电梯双气有17平储藏室,广杰龙湖华庭 -魏都区,2室2厅 | 96.32平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,6人关注 / 一年前发布,46,"4,776元/平"
体育场北邻精装修拎包入住交通方便,世纪豪庭 -长葛市,3室1厅 | 91.71平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,0人关注 / 3个月以前发布,51,"5,562元/平"
满五唯一，精装修两室，拎包入住,腾飞鹿鸣湖畔 -建安区,2室2厅 | 95.07平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,6人关注 / 9个月以前发布,75,"7,889元/平"
天宝路与德兴路交叉口万象蓝天、,万象蓝天 -魏都区,2室2厅 | 83.17平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,17人关注 / 一年前发布,69.8,"8,393元/平"
万象春天2室2厅19楼，简单装修，双气，满五年，有储,万象春天 -魏都区,2室2厅 | 91.48平米 | 南 | 毛坯 | 高楼层(共23层)  | 塔楼,3人关注 / 一年前发布,74.6,"8,155元/平"
文峰路南段蓝堡佳苑精装两室70年产权,蓝堡佳苑 -建安区,2室1厅 | 82.53平米 | 东南 南 | 精装 | 低楼层(共33层)  | 塔楼,1人关注 / 一年前发布,59,"7,149元/平"
龙湖华庭，毛坯两室，户型方正，产权清晰，随时可过户,广杰龙湖华庭 -魏都区,2室2厅 | 96.24平米 | 南 | 毛坯 | 低楼层(共28层)  | 板楼,2人关注 / 4个月以前发布,47.5,"4,936元/平"
就近火车站 两室 精装修 采光好 可拎包入住,万里花园北区 -魏都区,2室1厅 | 71平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,33,"4,648元/平"
湖滨路烤烟厂家属院 2室一厅，，，,烤烟厂家属院 -魏都区,2室1厅 | 52.76平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,25,"4,739元/平"
六一路两室 户型方正 出行购物都很方便  看房方便！,大观家属院 -魏都区,2室2厅 | 73.62平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,36,"4,890元/平"
东湖万达旁 欧陆阳光 精装一室。,欧陆阳光 -魏都区,1室0厅 | 38.91平米 | 南 | 其他 | 高楼层(共9层)  | 板塔结合,0人关注 / 2个月以前发布,23,"5,912元/平"
文化街 低楼层 房东诚心出售 看房方便,鼎鑫龙湖湾 -魏都区,2室2厅 | 88.92平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,11人关注 / 9个月以前发布,68,"7,648元/平"
市中 心 满五唯一 性 价 比 高,盐业小区 -魏都区,2室1厅 | 71.58平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,0人关注 / 6个月以前发布,24,"3,353元/平"
大众佳苑，五一路上，中间好楼层,大众佳苑 -魏都区,2室1厅 | 110.12平米 | 东 西 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,50,"4,541元/平"
许继大道省地勘二院，交通方便，小区环境好,省地勘二院 -魏都区,2室1厅 | 52平米 | 西 | 简装 | 低楼层(共5层)  | 板楼,5人关注 / 一年前发布,19.8,"3,808元/平"
临边配套齐全楼层好，屋内整洁户型格局很好。,自来水公司家属院 -魏都区,2室1厅 | 69.77平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 11个月以前发布,31.5,"4,515元/平"
满5唯1经典两室南海街诚心卖房,天宝盛世花园 -建安区,2室2厅 | 91.74平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,6人关注 / 5个月以前发布,57,"6,214元/平"
优质房源，适合年轻的三口之家。,万里金港花园 -魏都区,2室2厅 | 95.3平米 | 东 西 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,40,"4,198元/平"
澜菲溪岸 精装两室 双龙湖四海游园,澜菲溪岸 -魏都区,2室2厅 | 90.93平米 | 南 | 简装 | 中楼层(共29层)  | 塔楼,4人关注 / 5个月以前发布,49,"5,389元/平"
科技广场学府名苑精装2室低层采光好拎包入住可按揭,学府名苑 -魏都区,2室2厅 | 86.43平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,64,"7,405元/平"
关帝新村 2室2厅 南,关帝新村 -魏都区,2室2厅 | 96.77平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,1人关注 / 2个月以前发布,59.6,"6,159元/平"
六一路经典两室，户型方正，出行购物接学生都很方便。,大观家属院 -魏都区,2室2厅 | 86.19平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,46,"5,338元/平"
文博路司法局家属院  满五唯一 全明户型两居室,司法局家属院 -魏都区,2室2厅 | 59.2平米 | 西 | 简装 | 中楼层(共5层)  | 暂无数据,10人关注 / 一年前发布,29,"4,899元/平"
兴华路小区房 户型方正 通风采光好 有证可按揭,兴华苑小区 -魏都区,2室2厅 | 92.93平米 | 西 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,45,"4,843元/平"
此房简单两室，采光好，户型方正，电梯洋房，阳台大,书香苑 -魏都区,2室2厅 | 84.07平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,2人关注 / 一年前发布,67,"7,970元/平"
温馨小公寓，原值高，税少，可选性多。,汇润映象 -魏都区,1室1厅 | 49.51平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼,0人关注 / 9个月以前发布,21,"4,242元/平"
许继大道省地勘二院，交通方便，小区环境好,省地勘二院 -魏都区,2室1厅 | 52平米 | 西 | 简装 | 低楼层(共5层)  | 板楼,5人关注 / 一年前发布,19.8,"3,808元/平"
六一路两室 户型方正 出行购物都很方便  看房方便！,大观家属院 -魏都区,2室2厅 | 73.62平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,36,"4,890元/平"
东湖万达旁 欧陆阳光 精装一室。,欧陆阳光 -魏都区,1室0厅 | 38.91平米 | 南 | 其他 | 高楼层(共9层)  | 板塔结合,0人关注 / 2个月以前发布,23,"5,912元/平"
文化街 低楼层 房东诚心出售 看房方便,鼎鑫龙湖湾 -魏都区,2室2厅 | 88.92平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,11人关注 / 9个月以前发布,68,"7,648元/平"
电大家属院，一楼房源，简单一室,六一路电大家属院 -魏都区,1室0厅 | 18.9平米 | 南 | 精装 | 低楼层(共4层)  | 暂无数据,4人关注 / 一年前发布,17,"8,995元/平"
大众佳苑，五一路上，中间好楼层,大众佳苑 -魏都区,2室1厅 | 110.12平米 | 东 西 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,50,"4,541元/平"
许昌学院，标准单间，电梯房。。。,骏景尚都 -魏都区,1室0厅 | 41.87平米 | 北 | 简装 | 中楼层(共17层)  | 板塔结合,1人关注 / 6个月以前发布,19,"4,538元/平"
电梯小高层满五唯一，精装修，南北互通，随时看房,鸿业文景苑 -魏都区,2室2厅 | 105.11平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,2人关注 / 3个月以前发布,75,"7,136元/平"
此房是二楼，小区设有运动场，智慧书吧,市政府家属院 -魏都区,2室1厅 | 77.71平米 | 南 | 简装 | 低楼层(共2层)  | 板楼,8人关注 / 6个月以前发布,31.5,"4,054元/平"
工农路 清馨园 2006年房子  首付7万 月供1300,清馨園 -魏都区,2室2厅 | 103.92平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,32,"3,080元/平"
建安大道魏文路交叉口360 万达市政府旁满五唯一好房,瑞贝卡新天下 -魏都区,1室1厅 | 43平米 | 北 | 简装 | 中楼层(共11层)  | 板楼,2人关注 / 一年前发布,25.9,"6,024元/平"
学府街腾飞开发毛坯两房 满五唯一可分期 配 合,学府名苑 -魏都区,2室2厅 | 104.67平米 | 东南 | 毛坯 | 低楼层(共26层)  | 板塔结合,10人关注 / 一年前发布,69,"6,593元/平"
户型方正，居住舒适，视野开阔，交通方便,骏景尚都 -魏都区,1室1厅 | 41.8平米 | 东南 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 11个月以前发布,23,"5,503元/平"
东区好房源精装2室，房东诚心出售，好楼层,恒大绿洲 -魏都区,2室2厅 | 92.09平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,79,"8,579元/平"
西区澜菲溪岸复式毛坯房环境好户型好,澜菲溪岸 -魏都区,3室2厅 | 134.28平米 | 南 | 毛坯 | 低楼层(共28层)  | 板塔结合,1人关注 / 4个月以前发布,79,"5,884元/平"
铁东路精装两室，拎包入住，采光充足通风性好,百禾·中央都市公寓 -长葛市,2室2厅 | 108.11平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 4个月以前发布,38,"3,515元/平"
五一路鸿业花园 三室两厅 双气  户型方正,鸿业花园 -魏都区,3室2厅 | 139.7平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,53,"3,794元/平"
此房系电梯小高层，电梯好楼层，采光无遮挡,钧鼎名府 -长葛市,2室2厅 | 89.12平米 | 南 | 毛坯 | 高楼层(共10层)  | 板楼,0人关注 / 3个月以前发布,34,"3,816元/平"
千玺乐苑  两室两厅  中高层 通风好,千玺乐苑 -建安区,2室2厅 | 87.42平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,2人关注 / 一年前发布,40.5,"4,633元/平"
比房步梯二楼，一梯两户，生活方便,市政府家属院 -魏都区,2室1厅 | 78.84平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,43,"5,455元/平"
科技广场学府名苑精装2室低层采光好拎包入住可按揭,学府名苑 -魏都区,2室2厅 | 86.43平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,64,"7,405元/平"
关帝新村 2室2厅 南,关帝新村 -魏都区,2室2厅 | 96.77平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,1人关注 / 2个月以前发布,59.6,"6,159元/平"
满五唯一，南北通透，视野开阔，采光充足，交通便利,许通家苑 -魏都区,2室2厅 | 66.5平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,1人关注 / 4个月以前发布,18,"2,707元/平"
精装修 一室 户型方正 格局布局合理 采光好 干净明亮,骏景尚都 -魏都区,1室1厅 | 45.64平米 | 西 | 其他 | 高楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,23,"5,040元/平"
临边配套齐全楼层好，屋内整洁户型格局很好。,自来水公司家属院 -魏都区,2室1厅 | 69.77平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 11个月以前发布,31.5,"4,515元/平"
满5唯1经典两室南海街诚心卖房,天宝盛世花园 -建安区,2室2厅 | 91.74平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,6人关注 / 5个月以前发布,57,"6,214元/平"
优质房源，适合年轻的三口之家。,万里金港花园 -魏都区,2室2厅 | 95.3平米 | 东 西 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,40,"4,198元/平"
澜菲溪岸 精装两室 双龙湖四海游园,澜菲溪岸 -魏都区,2室2厅 | 90.93平米 | 南 | 简装 | 中楼层(共29层)  | 塔楼,4人关注 / 5个月以前发布,49,"5,389元/平"
六一路经典两室，户型方正，出行购物接学生都很方便。,大观家属院 -魏都区,2室2厅 | 86.19平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,46,"5,338元/平"
文博路司法局家属院  满五唯一 全明户型两居室,司法局家属院 -魏都区,2室2厅 | 59.2平米 | 西 | 简装 | 中楼层(共5层)  | 暂无数据,10人关注 / 一年前发布,29,"4,899元/平"
丞相府，西湖公园，市医院，曹魏古城，金汇广场,中原公司家属院 -魏都区,2室2厅 | 85平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,41,"4,824元/平"
丞相府南侧，运动楼层，两室，。。。。,四通丞相府苑 -魏都区,2室2厅 | 97平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,9人关注 / 一年前发布,92,"9,485元/平"
步梯房中间楼层带储藏室户型方正两卧朝南通阳台,医药站14号家属院 -魏都区,2室1厅 | 87.58平米 | 西南 西 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 10个月以前发布,55,"6,280元/平"
满五唯一，高品质小区，中间楼层，视野宽阔,腾飞·奥体花城 -魏都区,2室2厅 | 91.3平米 | 南 西南 | 简装 | 中楼层(共30层)  | 板楼,3人关注 / 7个月以前发布,70,"7,668元/平"
西湖北街，健康路一中简装干净一楼带院，拎包入住,西湖南街市政家属院 -魏都区,2室1厅 | 54.28平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,6人关注 / 4个月以前发布,43,"7,922元/平"
交通便捷，视野宽阔，采光好，配套设施齐全,康乐里 -魏都区,2室1厅 | 62.45平米 | 西北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,29,"4,644元/平"
许昌西区电梯房，双气小区，一梯两户,碧水名郡 -魏都区,2室2厅 | 96.06平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 一年前发布,59,"6,142元/平"
鼎鑫鑫悦广场  86平 2室2厅 毛坯新房,鼎鑫鑫悦广场 -魏都区,2室2厅 | 85.67平米 | 南 | 毛坯 | 低楼层(共28层)  | 塔楼,7人关注 / 一年前发布,71.9,"8,393元/平"
东大街察院西街长和花园2室南北通透满五唯一 含储藏室,长和花园小区 -魏都区,2室2厅 | 86.15平米 | 北 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,58,"6,733元/平"
鼎鑫龙湖湾 2室2厅 南,鼎鑫龙湖湾 -魏都区,2室2厅 | 95.47平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,72,"7,542元/平"
户型方正采光好，交通便利不心焦。上学下学省时间,天明城 -建安区,2室1厅 | 85.32平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,19人关注 / 7个月以前发布,52,"6,095元/平"
许继大道向阳路 精装修复式，独立厨卫 拎包入住,恒达·立体国际 -魏都区,1室1厅 | 39.57平米 | 北 | 精装 | 中楼层(共19层)  | 板塔结合,0人关注 / 5个月以前发布,26,"6,571元/平"
此房位置好，中间楼层，采光充足，无遮挡。,铁路家属院北院 -魏都区,2室1厅 | 55.79平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 7个月以前发布,19,"3,406元/平"
望田路电业局家属院 首付10万 南北通透大阳台,许昌电业局望田路家属院 -魏都区,2室1厅 | 85.86平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,48,"5,591元/平"
小两室采光好·满五唯一·通风好,滨河花园 -魏都区,2室2厅 | 73.8平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,64人关注 / 一年前发布,34,"4,608元/平"
没有差额税 中间楼层 户型方正 南北通透,尚景园小区 -魏都区,2室2厅 | 100.77平米 | 南 北 | 毛坯 | 中楼层(共19层)  | 塔楼,2人关注 / 8个月以前发布,72,"7,145元/平"
延安路豫中置业 通透两室 户型方正 采光好,豫中置业 -魏都区,2室1厅 | 75.73平米 | 东 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,20,"2,641元/平"
楼层好，双卧室朝南 采光足 明厨明卫 经典开间,灯具厂家属院 -魏都区,2室1厅 | 89.5平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,38,"4,246元/平"
钧鼎银座 1室0厅 北,钧鼎银座 -魏都区,1室0厅 | 47平米 | 北 | 精装 | 低楼层(共22层)  | 板塔结合,0人关注 / 3个月以前发布,23,"4,894元/平"
