标题,开发商,房子信息,发布信息,售价/万,单价
东坝江景房，朝南，精装修三房双卫，拎包入住，,翡翠城 -东坝,3室2厅 | 136.33平米 | 南 | 其他 | 中楼层(共24层)  | 暂无数据,0人关注 / 8天以前发布,123,"9,023元/平"
房东安心出售 精装套三 欢迎推荐,普罗旺斯一期 -雪峰,3室2厅 | 93.91平米 | 东 | 精装 | 高楼层(共31层)  | 暂无数据,0人关注 / 2个月以前发布,85.9,"9,148元/平"
性 价 比很高三居室 业主保护好，诚心出售,康复综合楼 -东坝,3室2厅 | 139.94平米 | 南 东南 | 精装 | 中楼层(共5层)  | 暂无数据,9人关注 / 一年前发布,89,"6,360元/平"
南河皇都首座，两室两厅，坐北朝南，空气流通，带花园,皇都首座 -南河,2室2厅 | 90.21平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,75,"8,314元/平"
震后电梯，老城城中间，装修保养好，一街之隔，,世纪广场 -老城,3室2厅 | 113平米 | 东南 | 简装 | 高楼层(共14层)  | 暂无数据,2人关注 / 一年前发布,108,"9,558元/平"
上西精装套三，地理位置优越，房东诚心出售,和顺嘉苑 -上西坝,3室2厅 | 112.16平米 | 西南 | 简装 | 低楼层(共6层)  | 暂无数据,2人关注 / 4个月以前发布,73,"6,509元/平"
翡翠城 3室2厅 南 北,翡翠城 -东坝,3室2厅 | 123.97平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,95,"7,664元/平"
价位低  环境好  配套齐  全款看过来,广元碧桂园 -雪峰,3室2厅 | 127平米 | 东 | 其他 | 高楼层(共32层)  | 暂无数据,1人关注 / 5个月以前发布,78,"6,142元/平"
凤琴岚湾 3室2厅 南,凤琴岚湾 -东坝,3室2厅 | 89平米 | 南 | 精装 | 低楼层(共10层)  | 暂无数据,2人关注 / 5个月以前发布,82,"9,214元/平"
全新清水房 视野开阔 适合居家自住,恒昌如意湖畔 -万源,3室2厅 | 108平米 | 西 | 毛坯 | 高楼层(共31层)  | 暂无数据,3人关注 / 7个月以前发布,120,"11,112元/平"
邦泰康郡 底跃   带花园使用面积300多,邦泰康郡 -东坝,6室2厅 | 110平米 | 南 北 | 毛坯 | 低楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,172,"15,637元/平"
此房满五年，出行方便，户型方正，居住方便舒适,中国农业银行宿舍 -东坝,3室2厅 | 99.75平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,48,"4,813元/平"
维多利亚3-2-1-1 81.66m²上跃,维多利亚 -下西坝,3室2厅 | 81.66平米 | 南 西北 | 精装 | 中楼层(共31层)  | 暂无数据,0人关注 / 3个月以前发布,72,"8,818元/平"
此房位于下西，环境优美，地势平坦,龙湾 -下西坝,3室2厅 | 99.97平米 | 南 | 精装 | 中楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,85,"8,503元/平"
此房位于下西  环境优美  地势平坦,龙湾 -下西坝,3室2厅 | 84.7平米 | 南 | 精装 | 高楼层(共30层)  | 暂无数据,0人关注 / 2个月以前发布,72,"8,501元/平"
东坝河边震后电梯  精装大三房  带产权车位,启明星花园 -东坝,3室2厅 | 127平米 | 西南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 7个月以前发布,109,"8,583元/平"
东坝大四居室，居住舒适，配套齐全，出行方便。,成功花园 -东坝,4室2厅 | 160平米 | 北 | 精装 | 低楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,100,"6,250元/平"
：万源带车位清水房出售    面积朝向都是不错的,恒昌如意湖畔 -万源,3室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共28层)  | 暂无数据,3人关注 / 6个月以前发布,125,"10,870元/平"
此房满5年，出行方便，户型方正，居住方便舒适,交通配件公司宿舍楼 -南河,2室1厅 | 86.68平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,51,"5,884元/平"
小区环境好 邻里关系好处 人文素养高 此房无甲醛,恒丰花园 -东坝,4室2厅 | 170平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 6个月以前发布,99.8,"5,871元/平"
万达中央华城 3室2厅 南,万达中央华城 -万源,3室2厅 | 89.9平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,96,"10,679元/平"
南河国栋城旁大套二，生活成本低，户型方正，南北通透,家兴苑 -南河,2室2厅 | 99.8平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,61,"6,113元/平"
骏仕佳苑 3室2厅2卫 精装修 朝南 业主诚心出售！,骏仕佳苑 -东坝,3室2厅 | 116.6平米 | 西南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 11个月以前发布,85,"7,290元/平"
位置好，交通便利，配套齐全。。。。。。。。。。,广电家园 -南河,3室2厅 | 104平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,65,"6,250元/平"
此房满五唯一，南北朝向，通风采光，有小区，停车方便,真宏小区 -东坝,3室2厅 | 136.78平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,82,"5,996元/平"
"万达广场旁清水跃层,看房方便。",世纪名邸 -万源,6室3厅 | 232.51平米 | 东南 | 毛坯 | 低楼层(共6层)  | 暂无数据,14人关注 / 一年前发布,188,"8,086元/平"
南河精美大三房，拎包入住，小区安静舒适,玉树家园 -南河,3室2厅 | 126.84平米 | 西 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 11个月以前发布,95,"7,490元/平"
南鹰小 学旁三室双卫，128m²，80万,福园公寓 -南河,3室2厅 | 128平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,72,"5,625元/平"
北二环，毛坯2房，户型方正，现房，通透宜居。,和成原著 -东坝,2室2厅 | 70平米 | 东南 | 简装 | 中楼层(共31层)  | 暂无数据,1人关注 / 3个月以前发布,57,"8,143元/平"
交通便利，小区环境干净舒适，适合居住。,御锦湾 -东坝,3室2厅 | 109平米 | 北 | 其他 | 中楼层(共18层)  | 板塔结合,1人关注 / 7个月以前发布,103,"9,450元/平"
此房满五， 顶楼带七十多平阳光房，全明采光。,城市绿洲 -老城,2室2厅 | 98.9平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,55,"5,562元/平"
江南怡园 3室2厅 南,江南怡园 -南河,3室2厅 | 128.72平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,73,"5,672元/平"
此房满五，出行方便，户型方正，居住方便舒适,天成凤台嘉苑 -南河,3室2厅 | 153平米 | 南 | 精装 | 低楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,115,"7,517元/平"
澳门湾 3室2厅 南,澳门湾 -雪峰,3室2厅 | 115平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼,0人关注 / 3个月以前发布,110,"9,566元/平"
利州广场旁套三双卫清水出售，南北通透，视野采光好,芙蓉四季花城 -东坝,3室2厅 | 120平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 塔楼,1人关注 / 1个月以前发布,99,"8,250元/平"
单价六千多的电梯小高层 两梯四户全明户型无黑空间,玫瑰华庭 -东坝,3室2厅 | 118平米 | 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,3人关注 / 5个月以前发布,78,"6,611元/平"
利州广场旁精装修大三居改善型住房出售！,今日家园 -东坝,3室2厅 | 158平米 | 东南 | 精装 | 中楼层(共15层)  | 暂无数据,1人关注 / 3个月以前发布,130,"8,228元/平"
：户型方正实用，品质小区环境好，东坝繁华地段,恒星城东区 -东坝,4室2厅 | 148平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,103,"6,960元/平"
阅北辰 三房两厅两卫 中间楼层 108平 81万,阅北辰 -东坝,3室2厅 | 108平米 | 东 | 毛坯 | 中楼层(共17层)  | 暂无数据,1人关注 / 5个月以前发布,81,"7,500元/平"
精装三室，配套齐全，环境舒适。,劳动大厦 -东坝,3室2厅 | 116.14平米 | 东南 | 精装 | 中楼层(共8层)  | 板楼,2人关注 / 5个月以前发布,74,"6,372元/平"
学府华庭  3房2卫   精装修   拎包入住,学府华庭 -东坝,3室2厅 | 102平米 | 东南 南 | 精装 | 中楼层(共32层)  | 暂无数据,7人关注 / 一年前发布,88,"8,628元/平"
精装修，保养很好，九层新，采光很好。,学府华庭 -东坝,3室2厅 | 87.52平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 7个月以前发布,106,"12,112元/平"
万源高品质小区  环境舒适  配套齐全,英伦优山郡 -万源,4室2厅 | 130平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,16人关注 / 一年前发布,180,"13,847元/平"
龙湾 3室2厅 东南,龙湾 -下西坝,3室2厅 | 100平米 | 东南 | 精装 | 中楼层(共29层)  | 暂无数据,0人关注 / 3个月以前发布,82,"8,200元/平"
精装江景房 拎包入住  视野开阔 小区环境好,龙湾 -下西坝,3室2厅 | 80.38平米 | 东南 西南 | 精装 | 高楼层(共30层)  | 暂无数据,0人关注 / 3个月以前发布,72,"8,958元/平"
此房位于下西，环境优美，地势平坦。江景房,龙湾 -下西坝,3室2厅 | 99平米 | 东 | 精装 | 中楼层(共28层)  | 暂无数据,0人关注 / 5个月以前发布,78,"7,879元/平"
维多利亚  标准江景房 精装修  环境舒适,维多利亚 -下西坝,2室2厅 | 65平米 | 东南 | 精装 | 中楼层(共31层)  | 暂无数据,0人关注 / 5个月以前发布,69,"10,616元/平"
和成原著 4室2厅 西,和成原著 -东坝,4室2厅 | 118平米 | 西 | 毛坯 | 低楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,79,"6,695元/平"
广元应急管理局家属院4室2厅1厨1卫，交通便利，,广元应急管理局家属院 -东坝,4室2厅 | 183.7平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,87,"4,736元/平"
满五 精装修。。 转路方便 交通方便。。。。 明厨明卫,广元应急管理局家属院 -东坝,4室2厅 | 170平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,9人关注 / 一年前发布,90,"5,295元/平"
下西毛坯（3室2厅2卫） 户型方正  急售,滨江一号 -下西坝,3室2厅 | 89.23平米 | 东南 | 毛坯 | 中楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,68,"7,621元/平"
"普罗旺斯1期顶跃7居室,实得面积270平米",普罗旺斯一期 -雪峰,7室2厅 | 161平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 暂无数据,3人关注 / 6个月以前发布,129,"8,013元/平"
邦泰康郡 3室2厅 南,邦泰康郡 -东坝,3室2厅 | 88平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,1人关注 / 1个月以前发布,80,"9,091元/平"
此房为老城为数不多的电梯四房，震后小区，户型格局好,天立凤凰唐城二期 -老城,3室2厅 | 106平米 | 南 | 毛坯 | 高楼层(共29层)  | 暂无数据,1人关注 / 6个月以前发布,83,"7,831元/平"
皇世花园大四居，还不快来拿下他,皇世花园 -雪峰,4室2厅 | 135平米 | 东 西 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,85,"6,297元/平"
利州广场朝南套三诚心出售，视野无遮挡，清水方便装修,芙蓉四季花城 -东坝,3室2厅 | 120平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 塔楼,1人关注 / 1个月以前发布,99,"8,250元/平"
托斯卡纳 4室2厅 南,托斯卡纳 -万源,4室2厅 | 135.47平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,210,"15,502元/平"
上西坝河边电梯小区，满五税少，户型方正，装修保养好,阳光水岸 -上西坝,3室2厅 | 89平米 | 南 | 精装 | 中楼层(共15层)  | 暂无数据,1人关注 / 5个月以前发布,69.8,"7,843元/平"
上西则天小区简装两室，房东诚心出售,则天小区 -上西坝,2室1厅 | 95平米 | 东南 | 简装 | 低楼层(共6层)  | 暂无数据,1人关注 / 1个月以前发布,42,"4,422元/平"
金域香江，精装3居室，拎包入住,正黄金域香江 -南河,3室2厅 | 102平米 | 南 | 精装 | 高楼层(共30层)  | 暂无数据,3人关注 / 5个月以前发布,105,"10,295元/平"
雪峰河边大小区精装大四房带三个景观阳台，房东急卖,巴黎时光 -雪峰,4室2厅 | 123.5平米 | 东南 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,125,"10,122元/平"
清水大三居，采光好，视野开阔，旁边配套完善,金城南岸 -南河,3室2厅 | 113平米 | 东南 | 毛坯 | 中楼层(共21层)  | 板楼,7人关注 / 一年前发布,80,"7,080元/平"
雪锋大型小区，清水房，价格便宜，欢迎咨询。,阳光利州公馆 -雪峰,3室2厅 | 82.11平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,78,"9,500元/平"
震后舒适3室电梯房，户型方正，南北朝向,东环明珠 -东坝,3室2厅 | 105平米 | 南 | 简装 | 高楼层(共25层)  | 暂无数据,0人关注 / 一年前发布,85,"8,096元/平"
雪峰澳城 一梯两户洋房 精装四居 拎包入住 南北朝向,澳城 -雪峰,4室2厅 | 138.1平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据,4人关注 / 一年前发布,155,"11,224元/平"
东坝电梯套三双卫，南北通透。满五唯一,科兴园一期 -东坝,3室2厅 | 129.8平米 | 南 北 | 精装 | 中楼层(共15层)  | 暂无数据,4人关注 / 一年前发布,96,"7,396元/平"
万源湿地公园旁 豪 华装修  1T2户洋房 中间楼层！,南郡 -万源,3室2厅 | 138平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,155,"11,232元/平"
优质路段   成熟小区   出行交通便利,八二一小区 -雪峰,3室2厅 | 106.1平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,85,"8,012元/平"
强力推荐碧桂园3室2厅2卫 从未入住 采光及佳 江景房,广元碧桂园 -雪峰,3室2厅 | 127.53平米 | 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,1人关注 / 7个月以前发布,90,"7,058元/平"
芸香社区三房双卫，高楼层，采光好，看房方便,芸香社区 -雪峰,3室2厅 | 107平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 6个月以前发布,68,"6,356元/平"
户型方正，公摊很少，小孩上学方便,阳光小区 -东坝,3室2厅 | 101平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,60,"5,941元/平"
南河居中位置，大户型，楼层佳，小区安静,滨江花园 -南河,3室2厅 | 126平米 | 东南 | 精装 | 低楼层(共6层)  | 暂无数据,5人关注 / 一年前发布,70,"5,556元/平"
此房满二   房子装修还不错  空置未住人,南院春天东区 -东坝,3室2厅 | 97平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,19人关注 / 一年前发布,85,"8,763元/平"
此房，面积大，楼层好，采光好，交通便利，，，,军转办小区 -东坝,6室2厅 | 166.1平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,124,"7,466元/平"
东坝 平桥公交站 全新装修 全新家具家电,房产经营公司宿舍 -东坝,2室2厅 | 72.5平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,3人关注 / 一年前发布,45,"6,207元/平"
雪峰大型小区，洋房带装修，可做新房.,阳光利州公馆 -雪峰,3室2厅 | 82.02平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,2人关注 / 11个月以前发布,85,"10,364元/平"
南河税务局精装四房双卫，急售可小刀,税务局宿舍 -南河,4室2厅 | 167平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,95,"5,689元/平"
新房套三双卫，户型方正视野开阔小区停车方便环境优雅,东山半岛 -东坝,3室2厅 | 108.39平米 | 东南 | 其他 | 高楼层(共28层)  | 塔楼,11人关注 / 一年前发布,78,"7,197元/平"
碧桂园三室双卫精装修     南    北    通透拎包入住,广元碧桂园 -雪峰,3室2厅 | 114平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 7个月以前发布,93,"8,158元/平"
急售！ 国企开发商 129平大四房 楼层好,长虹·天汇城二期 -东坝,4室2厅 | 129平米 | 东北 | 简装 | 高楼层(共30层)  | 暂无数据,0人关注 / 6个月以前发布,98,"7,597元/平"
雪峰奥体边上清水 大套三  诚心出售,东方豪泰小区 -雪峰,3室2厅 | 118.98平米 | 南 | 毛坯 | 高楼层(共28层)  | 暂无数据,0人关注 / 8个月以前发布,95,"7,985元/平"
雪峰精装两房户型端正 采光通透品牌家具家电方便看房,志广凤凰名城 -雪峰,2室2厅 | 71.74平米 | 南 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 6个月以前发布,68,"9,479元/平"
直观奥源体育广场，朝南套三，精装出售,东方豪泰小区 -雪峰,3室2厅 | 107平米 | 南 | 精装 | 中楼层(共28层)  | 暂无数据,0人关注 / 3个月以前发布,89,"8,318元/平"
东坝普罗旺斯2期 地段优质 套四双卫 户型方正 106万,普罗旺斯二期 -雪峰,4室2厅 | 113.03平米 | 南 | 毛坯 | 中楼层(共28层)  | 暂无数据,0人关注 / 6个月以前发布,96,"8,494元/平"
鸿宇时代 3室2厅 南,鸿宇时代 -东坝,3室2厅 | 118.94平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,92,"7,735元/平"
雪峰纯多层小区，小户型套二的，诚信出售,春馨苑小区 -雪峰,2室1厅 | 70.41平米 | 东南 南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 9个月以前发布,49,"6,960元/平"
